"variable","total_n","known_TRUE","known_FALSE","prop_known","ucr39"
"age",22833,22833,0,1,"13"
"age",21090,21090,0,1,"14"
"age",44543,44543,0,1,"17"
"age",33,33,0,1,"2"
"age",16974,16974,0,1,"23"
"age",14985,14985,0,1,"25"
"age",25878,25878,0,1,"26"
"age",35554,35554,0,1,"31"
"age",409,409,0,1,"32"
"age",2648,2648,0,1,"35"
"age",12724,12724,0,1,"5"
"age",57194,57194,0,1,"6"
"age",41557,41557,0,1,"9"
"age",31092,31092,0,1,"11"
"age",24365,24365,0,1,"12"
"age",22767,22767,0,1,"13"
"age",21408,21408,0,1,"14"
"age",69366,69366,0,1,"16"
"age",41,41,0,1,"2"
"age",18087,18087,0,1,"23"
"age",14396,14396,0,1,"25"
"age",4565,4565,0,1,"29"
"age",404,404,0,1,"32"
"age",2524,2524,0,1,"35"
"age",12670,12670,0,1,"5"
"age",57519,57519,0,1,"6"
"age",42345,42345,0,1,"9"
"age",30736,30736,0,1,"11"
"age",24930,24930,0,1,"12"
"age",22340,22340,0,1,"13"
"age",21508,21508,0,1,"14"
"age",53859,53859,0,1,"17"
"age",37,37,0,1,"2"
"age",19260,19260,0,1,"23"
"age",418,418,0,1,"32"
"age",10487,10487,0,1,"34"
"age",2234,2234,0,1,"35"
"age",12341,12341,0,1,"5"
"age",56923,56923,0,1,"6"
"age",41870,41870,0,1,"9"
"age",788,788,0,1,"1"
"age",25514,25514,0,1,"10"
"age",30462,30462,0,1,"11"
"age",21950,21950,0,1,"13"
"age",21561,21561,0,1,"14"
"age",58871,58871,0,1,"17"
"age",41,41,0,1,"2"
"age",20270,20270,0,1,"23"
"age",24968,24968,0,1,"26"
"age",4084,4084,0,1,"29"
"age",41009,41009,0,1,"31"
"age",381,381,0,1,"32"
"age",2295,2295,0,1,"35"
"age",12213,12213,0,1,"5"
"age",157801,157801,0,1,"8"
"age",41921,41921,0,1,"9"
"age",720,720,0,1,"1"
"age",25511,25511,0,1,"10"
"age",29575,29575,0,1,"11"
"age",25453,25453,0,1,"12"
"age",21507,21507,0,1,"13"
"age",21603,21603,0,1,"14"
"age",63468,63468,0,1,"17"
"age",34,34,0,1,"2"
"age",31543,31543,0,1,"20"
"age",21956,21956,0,1,"23"
"age",24726,24726,0,1,"26"
"age",3920,3920,0,1,"29"
"age",548,548,0,1,"32"
"age",14411,14411,0,1,"33"
"age",10565,10565,0,1,"34"
"age",2162,2162,0,1,"35"
"age",12138,12138,0,1,"5"
"age",30813,30813,0,1,"7"
"age",661,661,0,1,"1"
"age",25580,25580,0,1,"10"
"age",25956,25956,0,1,"12"
"age",20968,20968,0,1,"13"
"age",21451,21451,0,1,"14"
"age",65978,65978,0,1,"17"
"age",43,43,0,1,"2"
"age",11864,11864,0,1,"25"
"age",23736,23736,0,1,"26"
"age",3692,3692,0,1,"29"
"age",698,698,0,1,"32"
"age",14234,14234,0,1,"33"
"age",10538,10538,0,1,"34"
"age",2247,2247,0,1,"35"
"age",11883,11883,0,1,"5"
"age",53815,53815,0,1,"6"
"age",41362,41362,0,1,"9"
"age",653,653,0,1,"1"
"age",25837,25837,0,1,"10"
"age",28923,28923,0,1,"11"
"age",26421,26421,0,1,"12"
"age",20909,20909,0,1,"13"
"age",21679,21679,0,1,"14"
"age",47,47,0,1,"2"
"age",24926,24926,0,1,"23"
"age",11848,11848,0,1,"25"
"age",23694,23694,0,1,"26"
"age",3488,3488,0,1,"29"
"age",43944,43944,0,1,"31"
"age",767,767,0,1,"32"
"age",2232,2232,0,1,"35"
"age",11545,11545,0,1,"5"
"age",41546,41546,0,1,"9"
"age",658,658,0,1,"1"
"age",26256,26256,0,1,"10"
"age",28393,28393,0,1,"11"
"age",26665,26665,0,1,"12"
"age",22002,22002,0,1,"14"
"age",72446,72446,0,1,"17"
"age",38,38,0,1,"2"
"age",23867,23867,0,1,"23"
"age",8660,8660,0,1,"25"
"age",22538,22538,0,1,"26"
"age",3338,3338,0,1,"29"
"age",45386,45386,0,1,"31"
"age",767,767,0,1,"32"
"age",2324,2324,0,1,"35"
"age",11365,11365,0,1,"5"
"age",33492,33492,0,1,"7"
"age",561,561,0,1,"1"
"age",26135,26135,0,1,"10"
"age",29120,29120,0,1,"11"
"age",27346,27346,0,1,"12"
"age",20560,20560,0,1,"13"
"age",42,42,0,1,"2"
"age",8239,8239,0,1,"25"
"age",3055,3055,0,1,"29"
"age",46495,46495,0,1,"31"
"age",772,772,0,1,"32"
"age",2454,2454,0,1,"35"
"age",11407,11407,0,1,"5"
"age",34148,34148,0,1,"7"
"age",585,585,0,1,"1"
"age",26073,26073,0,1,"10"
"age",27714,27714,0,1,"12"
"age",34,34,0,1,"2"
"age",25777,25777,0,1,"23"
"age",3083,3083,0,1,"29"
"age",798,798,0,1,"32"
"age",10332,10332,0,1,"34"
"age",2353,2353,0,1,"35"
"age",11384,11384,0,1,"5"
"age",158808,158808,0,1,"8"
"age",41077,41077,0,1,"9"
"age",537,537,0,1,"1"
"age",26088,26088,0,1,"10"
"age",28115,28115,0,1,"11"
"age",27962,27962,0,1,"12"
"age",20421,20421,0,1,"13"
"age",68776,68776,0,1,"16"
"age",79018,79018,0,1,"17"
"age",34,34,0,1,"2"
"age",25763,25763,0,1,"23"
"age",7380,7380,0,1,"25"
"age",2965,2965,0,1,"29"
"age",48959,48959,0,1,"31"
"age",960,960,0,1,"32"
"age",2226,2226,0,1,"35"
"age",35663,35663,0,1,"7"
"age",26941,26941,0,1,"10"
"age",20322,20322,0,1,"13"
"age",22623,22623,0,1,"14"
"age",69154,69154,0,1,"16"
"age",83510,83510,0,1,"17"
"age",28,28,0,1,"2"
"age",26666,26666,0,1,"23"
"age",7233,7233,0,1,"25"
"age",19229,19229,0,1,"26"
"age",8406,8406,0,1,"3"
"age",9696,9696,0,1,"34"
"age",2063,2063,0,1,"35"
"age",11415,11415,0,1,"5"
"age",36926,36926,0,1,"7"
"age",41477,41477,0,1,"9"
"age",543,543,0,1,"1"
"age",27106,27106,0,1,"10"
"age",27999,27999,0,1,"11"
"age",29340,29340,0,1,"12"
"age",20343,20343,0,1,"13"
"age",150073,150073,0,1,"15"
"age",73916,73916,0,1,"16"
"age",45,45,0,1,"2"
"age",27881,27881,0,1,"23"
"age",7721,7721,0,1,"3"
"age",45635,45635,0,1,"31"
"age",936,936,0,1,"32"
"age",9722,9722,0,1,"34"
"age",1911,1911,0,1,"35"
"age",52342,52342,0,1,"6"
"age",37392,37392,0,1,"7"
"age",41411,41411,0,1,"9"
"age",519,519,0,1,"1"
"age",27428,27428,0,1,"10"
"age",20416,20416,0,1,"13"
"age",37,37,0,1,"2"
"age",6950,6950,0,1,"25"
"age",18717,18717,0,1,"26"
"age",2900,2900,0,1,"29"
"age",993,993,0,1,"32"
"age",9665,9665,0,1,"34"
"age",1679,1679,0,1,"35"
"age",11209,11209,0,1,"5"
"age",38846,38846,0,1,"7"
"age",561,561,0,1,"1"
"age",27855,27855,0,1,"10"
"age",30531,30531,0,1,"12"
"age",49,49,0,1,"2"
"age",30800,30800,0,1,"23"
"age",6690,6690,0,1,"25"
"age",2995,2995,0,1,"29"
"age",1142,1142,0,1,"32"
"age",9605,9605,0,1,"34"
"age",1563,1563,0,1,"35"
"age",11280,11280,0,1,"5"
"age",52305,52305,0,1,"6"
"age",39033,39033,0,1,"7"
"age",498,498,0,1,"1"
"age",28081,28081,0,1,"10"
"age",30545,30545,0,1,"12"
"age",93567,93567,0,1,"17"
"age",43,43,0,1,"2"
"age",6363,6363,0,1,"25"
"age",19238,19238,0,1,"26"
"age",3045,3045,0,1,"29"
"age",9636,9636,0,1,"34"
"age",11337,11337,0,1,"5"
"age",52301,52301,0,1,"6"
"age",479,479,0,1,"1"
"age",28251,28251,0,1,"10"
"age",31664,31664,0,1,"12"
"age",20192,20192,0,1,"13"
"age",22722,22722,0,1,"14"
"age",110586,110586,0,1,"17"
"age",45,45,0,1,"2"
"age",32242,32242,0,1,"23"
"age",6095,6095,0,1,"25"
"age",3067,3067,0,1,"29"
"age",1568,1568,0,1,"35"
"age",533,533,0,1,"1"
"age",29187,29187,0,1,"10"
"age",30396,30396,0,1,"11"
"age",31397,31397,0,1,"12"
"age",23188,23188,0,1,"14"
"age",116137,116137,0,1,"17"
"age",41,41,0,1,"2"
"age",5737,5737,0,1,"25"
"age",51639,51639,0,1,"27"
"age",3215,3215,0,1,"29"
"age",1240,1240,0,1,"32"
"age",10153,10153,0,1,"34"
"age",1505,1505,0,1,"35"
"age",11455,11455,0,1,"5"
"age",53215,53215,0,1,"6"
"age",522,522,0,1,"1"
"age",29450,29450,0,1,"10"
"age",31580,31580,0,1,"12"
"age",23413,23413,0,1,"14"
"age",64,64,0,1,"2"
"age",5550,5550,0,1,"25"
"age",3359,3359,0,1,"29"
"age",50693,50693,0,1,"31"
"age",1210,1210,0,1,"32"
"age",1365,1365,0,1,"35"
"age",11194,11194,0,1,"5"
"age",42577,42577,0,1,"9"
"age",549,549,0,1,"01"
"age",37,37,0,1,"02"
"age",5461,5461,0,1,"03"
"age",11071,11071,0,1,"05"
"age",53176,53176,0,1,"06"
"age",29173,29173,0,1,"10"
"age",31701,31701,0,1,"12"
"age",20331,20331,0,1,"13"
"age",4939,4939,0,1,"25"
"age",3386,3386,0,1,"29"
"age",976,976,0,1,"32"
"age",1334,1334,0,1,"35"
"age",537,537,0,1,"01"
"age",44,44,0,1,"02"
"age",11113,11113,0,1,"05"
"age",53079,53079,0,1,"06"
"age",29204,29204,0,1,"10"
"age",20316,20316,0,1,"13"
"age",23226,23226,0,1,"14"
"age",36573,36573,0,1,"23"
"age",4421,4421,0,1,"25"
"age",19977,19977,0,1,"26"
"age",10467,10467,0,1,"33"
"age",9744,9744,0,1,"34"
"age",1251,1251,0,1,"35"
"age",608,608,0,1,"01"
"age",46,46,0,1,"02"
"age",11262,11262,0,1,"05"
"age",53146,53146,0,1,"06"
"age",46829,46829,0,1,"07"
"age",136292,136292,0,1,"08"
"age",29754,29754,0,1,"10"
"age",32735,32735,0,1,"11"
"age",32114,32114,0,1,"12"
"age",20198,20198,0,1,"13"
"age",23473,23473,0,1,"14"
"age",174480,174480,0,1,"15"
"age",134287,134287,0,1,"17"
"age",41961,41961,0,1,"23"
"age",4760,4760,0,1,"25"
"age",19374,19374,0,1,"26"
"age",3841,3841,0,1,"29"
"age",1293,1293,0,1,"32"
"age",9593,9593,0,1,"34"
"age",1389,1389,0,1,"35"
"age",37,37,0,1,"99"
"age",609,609,0,1,"01"
"age",44,44,0,1,"02"
"age",47963,47963,0,1,"07"
"age",42863,42863,0,1,"09"
"age",30052,30052,0,1,"10"
"age",32604,32604,0,1,"11"
"age",32037,32037,0,1,"12"
"age",20062,20062,0,1,"13"
"age",23305,23305,0,1,"14"
"age",103424,103424,0,1,"16"
"age",4216,4216,0,1,"25"
"age",20500,20500,0,1,"26"
"age",4029,4029,0,1,"29"
"age",1691,1691,0,1,"32"
"age",1461,1461,0,1,"35"
"age",26,26,0,1,"99"
"age",573,573,0,1,"01"
"age",61,61,0,1,"02"
"age",4981,4981,0,1,"03"
"age",54347,54347,0,1,"06"
"age",48375,48375,0,1,"07"
"age",42737,42737,0,1,"09"
"age",32930,32930,0,1,"12"
"age",19830,19830,0,1,"13"
"age",23381,23381,0,1,"14"
"age",120166,120166,0,1,"17"
"age",3942,3942,0,1,"25"
"age",20983,20983,0,1,"26"
"age",4125,4125,0,1,"29"
"age",58022,58022,0,1,"31"
"age",1271,1271,0,1,"32"
"age",10165,10165,0,1,"34"
"age",1533,1533,0,1,"35"
"age",12,12,0,1,"99"
"age",581,581,0,1,"01"
"age",45,45,0,1,"02"
"age",4799,4799,0,1,"03"
"age",10993,10993,0,1,"05"
"age",49511,49511,0,1,"07"
"age",131855,131855,0,1,"08"
"age",42783,42783,0,1,"09"
"age",30432,30432,0,1,"10"
"age",33939,33939,0,1,"11"
"age",20026,20026,0,1,"13"
"age",23464,23464,0,1,"14"
"age",114070,114070,0,1,"17"
"age",42470,42470,0,1,"23"
"age",3738,3738,0,1,"25"
"age",21400,21400,0,1,"26"
"age",45350,45350,0,1,"27"
"age",3917,3917,0,1,"29"
"age",55340,55340,0,1,"31"
"age",1061,1061,0,1,"32"
"age",9926,9926,0,1,"34"
"age",1447,1447,0,1,"35"
"age",176474,176473,1,0.999994333442887,"22"
"age",158786,158785,1,0.999993702215561,"8"
"age",158425,158424,1,0.99999368786492,"8"
"age",152780,152779,1,0.99999345464066,"28"
"age",149296,149295,1,0.999993301896903,"28"
"age",148146,148145,1,0.999993249902124,"24"
"age",147237,147236,1,0.99999320822891,"15"
"age",146078,146077,1,0.999993154342201,"8"
"age",142312,142311,1,0.999992973185677,"08"
"age",141185,141184,1,0.999992917094592,"15"
"age",141183,141182,1,0.999992916994256,"28"
"age",139414,139413,1,0.999992827119228,"15"
"age",132111,132110,1,0.999992430607595,"08"
"age",123059,123058,1,0.999991873816625,"28"
"age",122068,122067,1,0.999991807844808,"17"
"age",121540,121539,1,0.999991772256047,"17"
"age",119443,119442,1,0.999991627805732,"17"
"age",182874,182872,2,0.999989063508208,"15"
"age",181237,181235,2,0.999988964725746,"15"
"age",177242,177240,2,0.999988715992823,"22"
"age",84782,84781,1,0.999988205043523,"17"
"age",167905,167903,2,0.999988088502427,"24"
"age",167574,167572,2,0.99998806497428,"24"
"age",83711,83710,1,0.999988054138644,"16"
"age",83653,83652,1,0.999988045856096,"17"
"age",165738,165736,2,0.999987932761346,"24"
"age",82453,82452,1,0.999987871878525,"17"
"age",163116,163114,2,0.999987738787121,"24"
"age",241504,241501,3,0.999987577845502,"22"
"age",160519,160517,2,0.999987540415776,"24"
"age",80144,80143,1,0.999987522459573,"16"
"age",158198,158196,2,0.999987357615141,"8"
"age",157903,157901,2,0.999987333996188,"24"
"age",156369,156367,2,0.999987209741061,"8"
"age",152237,152235,2,0.999986862589252,"8"
"age",75663,75662,1,0.999986783500522,"16"
"age",75207,75206,1,0.999986703365378,"16"
"age",74010,74009,1,0.99998648831239,"16"
"age",147569,147567,2,0.999986447018005,"28"
"age",73315,73314,1,0.99998636022642,"16"
"age",145567,145565,2,0.999986260622256,"28"
"age",72525,72524,1,0.999986211651155,"16"
"age",71611,71610,1,0.999986035664912,"17"
"age",71439,71438,1,0.999986002043702,"16"
"age",70649,70648,1,0.999985845517983,"16"
"age",137419,137417,2,0.999985445971809,"28"
"age",137329,137327,2,0.999985436433674,"24"
"age",134435,134433,2,0.999985122921858,"15"
"age",132412,132410,2,0.999984895628795,"15"
"age",129683,129681,2,0.99998457777812,"24"
"age",129143,129141,2,0.999984513291468,"24"
"age",126430,126428,2,0.999984180969707,"28"
"age",1039854,1039837,17,0.999983651551083,"37"
"age",122085,122083,2,0.999983617971086,"28"
"age",122043,122041,2,0.999983612333358,"28"
"age",121450,121448,2,0.999983532317826,"17"
"age",60269,60268,1,0.999983407722046,"20"
"age",59726,59725,1,0.999983256873054,"27"
"age",177328,177325,3,0.999983082197961,"15"
"age",693246,693234,12,0.999982690127314,"37"
"age",57042,57041,1,0.999982469057887,"27"
"age",56777,56776,1,0.999982387234267,"6"
"age",964843,964826,17,0.999982380553106,"37"
"age",56361,56360,1,0.999982257234613,"27"
"age",56013,56012,1,0.999982147001589,"6"
"age",55785,55784,1,0.999982074034239,"27"
"age",55179,55178,1,0.999981877163414,"06"
"age",54432,54431,1,0.999981628453851,"31"
"age",162996,162993,3,0.999981594640359,"24"
"age",162884,162881,3,0.999981581984725,"24"
"age",53891,53890,1,0.999981444025904,"27"
"age",53249,53248,1,0.999981220304607,"6"
"age",159405,159402,3,0.999981180013174,"8"
"age",158889,158886,3,0.999981118894322,"8"
"age",158190,158187,3,0.999981035463683,"8"
"age",52677,52676,1,0.999981016382862,"6"
"age",52600,52599,1,0.999980988593156,"31"
"age",157647,157644,3,0.999980970142153,"8"
"age",155749,155746,3,0.99998073823909,"8"
"age",155461,155458,3,0.999980702555625,"15"
"age",51762,51761,1,0.999980680808315,"30"
"age",51622,51621,1,0.999980628414242,"31"
"age",412650,412642,8,0.999980613110384,"37"
"age",153962,153959,3,0.999980514672452,"15"
"age",102297,102295,2,0.999980449084528,"16"
"age",50508,50507,1,0.999980201156253,"31"
"age",199968,199964,4,0.999979996799488,"22"
"age",146682,146679,3,0.999979547592752,"24"
"age",831138,831121,17,0.999979546116289,"37"
"age",243625,243620,5,0.999979476654695,"22"
"age",434621,434612,9,0.999979292302949,"37"
"age",144287,144284,3,0.999979208106066,"15"
"age",143566,143563,3,0.999979103687503,"28"
"age",95401,95399,2,0.999979035859163,"16"
"age",142460,142457,3,0.999978941457251,"28"
"age",47179,47178,1,0.999978804128956,"27"
"age",47151,47150,1,0.999978791542067,"31"
"age",139819,139816,3,0.999978543688626,"08"
"age",184234,184230,4,0.999978288480954,"22"
"age",138090,138087,3,0.999978275038019,"15"
"age",45957,45956,1,0.99997824052919,"07"
"age",137589,137586,3,0.999978195931361,"15"
"age",45671,45670,1,0.999978104267478,"31"
"age",90796,90794,2,0.999977972597912,"20"
"age",44971,44970,1,0.999977763447555,"07"
"age",134722,134719,3,0.999977731922032,"08"
"age",133861,133858,3,0.999977588692748,"15"
"age",44078,44077,1,0.999977312945233,"7"
"age",43360,43359,1,0.999976937269373,"23"
"age",43030,43029,1,0.999976760399721,"09"
"age",42982,42981,1,0.999976734446978,"30"
"age",42868,42867,1,0.999976672576281,"23"
"age",42827,42826,1,0.999976650244005,"09"
"age",42820,42819,1,0.999976646426903,"7"
"age",84991,84989,2,0.999976468096622,"17"
"age",42029,42028,1,0.999976206904756,"9"
"age",167102,167098,4,0.999976062524686,"15"
"age",41675,41674,1,0.99997600479904,"7"
"age",41612,41611,1,0.999975968470634,"9"
"age",499292,499280,12,0.99997596596781,"37"
"age",41371,41370,1,0.999975828478886,"9"
"age",41257,41256,1,0.999975761688926,"9"
"age",41116,41115,1,0.999975678567954,"9"
"age",41018,41017,1,0.99997562045931,"9"
"age",163758,163754,4,0.999975573712429,"24"
"age",162760,162756,4,0.999975423937085,"15"
"age",40475,40474,1,0.999975293390982,"7"
"age",39511,39510,1,0.999974690592493,"31"
"age",157148,157144,4,0.999974546287576,"8"
"age",78289,78287,2,0.999974453626946,"20"
"age",156158,156154,4,0.99997438491784,"8"
"age",350870,350861,9,0.999974349474164,"21"
"age",76590,76588,2,0.999973886930409,"16"
"age",189470,189465,5,0.999973610597984,"22"
"age",149074,149070,4,0.99997316768853,"8"
"age",36513,36512,1,0.99997261249418,"30"
"age",143789,143785,4,0.999972181460334,"24"
"age",143035,143031,4,0.999972034816653,"28"
"age",71459,71457,2,0.999972011922921,"16"
"age",35362,35361,1,0.999971721056501,"23"
"age",176160,176155,5,0.99997161671208,"22"
"age",138164,138160,4,0.999971048898411,"28"
"age",169503,169498,5,0.999970501997015,"15"
"age",101410,101407,3,0.999970417118627,"16"
"age",33733,33732,1,0.999970355438295,"30"
"age",133867,133863,4,0.999970119596316,"15"
"age",33411,33410,1,0.999970069737512,"11"
"age",133320,133316,4,0.9999699969997,"24"
"age",33280,33279,1,0.999969951923077,"12"
"age",131644,131640,4,0.999969615022333,"15"
"age",32793,32792,1,0.999969505687189,"7"
"age",129037,129033,4,0.999969001139208,"24"
"age",31971,31970,1,0.999968721653999,"30"
"age",159664,159659,5,0.999968684236897,"28"
"age",63769,63767,2,0.999968636798444,"27"
"age",31800,31799,1,0.99996855345912,"7"
"age",31749,31748,1,0.999968502944975,"11"
"age",31726,31725,1,0.99996848011095,"12"
"age",31535,31534,1,0.999968289202473,"11"
"age",124664,124660,4,0.999967913752166,"28"
"age",155628,155623,5,0.999967872105277,"8"
"age",124237,124233,4,0.999967803472396,"28"
"age",154717,154712,5,0.99996768293077,"28"
"age",461225,461210,15,0.999967477912082,"37"
"age",30524,30523,1,0.999967238893985,"11"
"age",181824,181818,6,0.999967001055966,"22"
"age",30291,30290,1,0.999966986893797,"7"
"age",30246,30245,1,0.999966937776896,"23"
"age",30078,30077,1,0.999966753108584,"30"
"age",150312,150307,5,0.999966735856086,"24"
"age",150251,150246,5,0.999966722351266,"24"
"age",238680,238672,8,0.999966482319424,"22"
"age",29827,29826,1,0.999966473329534,"7"
"age",29622,29621,1,0.999966241307137,"12"
"age",147188,147183,5,0.999966029839389,"28"
"age",29360,29359,1,0.999965940054496,"7"
"age",29137,29136,1,0.999965679376738,"23"
"age",232929,232921,8,0.999965654770338,"22"
"age",29115,29114,1,0.999965653443242,"7"
"age",173779,173773,6,0.999965473388614,"22"
"age",173268,173262,6,0.999965371563128,"22"
"age",28875,28874,1,0.999965367965368,"11"
"age",28749,28748,1,0.999965216181432,"12"
"age",28596,28595,1,0.999965030074136,"11"
"age",28504,28503,1,0.999964917204603,"11"
"age",28373,28372,1,0.999964755225038,"11"
"age",305788,305777,11,0.999964027365364,"37"
"age",27706,27705,1,0.999963906735003,"11"
"age",165775,165769,6,0.999963806364048,"15"
"age",27273,27272,1,0.999963333699996,"11"
"age",54197,54195,2,0.999963097588427,"06"
"age",27058,27057,1,0.999963042353463,"30"
"age",53779,53777,2,0.999962810762565,"27"
"age",134401,134396,5,0.999962797895849,"24"
"age",53661,53659,2,0.999962728983806,"27"
"age",53648,53646,2,0.999962719952282,"6"
"age",53534,53532,2,0.999962640564875,"6"
"age",53383,53381,2,0.999962534889384,"6"
"age",159952,159946,6,0.999962488746624,"15"
"age",53315,53313,2,0.999962487104942,"6"
"age",158269,158263,6,0.999962089859669,"8"
"age",52444,52442,2,0.999961864083594,"6"
"age",131013,131008,5,0.999961835848351,"28"
"age",26104,26103,1,0.99996169169476,"20"
"age",26094,26093,1,0.999961677013873,"26"
"age",155179,155173,6,0.999961334974449,"28"
"age",129194,129189,5,0.999961298512315,"24"
"age",516747,516727,20,0.999961296340375,"37"
"age",128766,128761,5,0.999961169874035,"24"
"age",535551,535530,21,0.999960788048197,"37"
"age",25464,25463,1,0.999960728872133,"12"
"age",25369,25368,1,0.999960581812448,"26"
"age",25326,25325,1,0.999960514885888,"10"
"age",376377,376362,15,0.99996014634263,"21"
"age",50161,50159,2,0.999960128386595,"27"
"age",50016,50014,2,0.999960012795905,"31"
"age",74648,74645,3,0.999959811381417,"17"
"age",24881,24880,1,0.999959808689361,"10"
"age",174140,174133,7,0.999959802457793,"22"
"age",49686,49684,2,0.999959747212494,"40"
"age",49564,49562,2,0.999959648131708,"17"
"age",74289,74286,3,0.999959617170779,"16"
"age",222613,222604,9,0.999959571094231,"22"
"age",171594,171587,7,0.999959206032845,"15"
"age",73221,73218,3,0.999959028147663,"16"
"age",170638,170631,7,0.999958977484499,"22"
"age",24326,24325,1,0.999958891720793,"10"
"age",169694,169687,7,0.999958749278112,"22"
"age",169668,169661,7,0.999958742956833,"22"
"age",505958,505937,21,0.999958494578601,"37"
"age",23992,23991,1,0.999958319439813,"23"
"age",23687,23686,1,0.999957782750032,"12"
"age",23500,23499,1,0.999957446808511,"14"
"age",23479,23478,1,0.999957408748243,"14"
"age",23412,23411,1,0.999957286861439,"14"
"age",560248,560224,24,0.999957161828333,"37"
"age",23227,23226,1,0.999956946656908,"14"
"age",371008,370992,16,0.999956874245299,"21"
"age",23108,23107,1,0.999956724943742,"14"
"age",229989,229979,10,0.999956519659636,"22"
"age",68462,68459,3,0.999956180070696,"16"
"age",477695,477674,21,0.999956038895111,"37"
"age",136193,136187,6,0.99995594487235,"24"
"age",22653,22652,1,0.999955855736547,"14"
"age",22394,22393,1,0.999955345181745,"14"
"age",153952,153945,7,0.999954531282478,"8"
"age",65726,65723,3,0.999954355962633,"27"
"age",21884,21883,1,0.999954304514714,"14"
"age",393695,393677,18,0.999954279327906,"37"
"age",65373,65370,3,0.999954109494746,"27"
"age",65238,65235,3,0.999954014531408,"27"
"age",173733,173725,8,0.999953952329149,"22"
"age",236322,236311,11,0.999953453339088,"22"
"age",42819,42817,2,0.999953291763002,"09"
"age",128021,128015,6,0.999953132689168,"28"
"age",511291,511267,24,0.9999530599991,"37"
"age",42512,42510,2,0.999952954459917,"31"
"age",42497,42495,2,0.999952937854437,"31"
"age",42038,42036,2,0.999952423997336,"9"
"age",42009,42007,2,0.999952391154276,"9"
"age",42003,42001,2,0.999952384353499,"27"
"age",41727,41725,2,0.999952069403504,"9"
"age",414683,414663,20,0.999951770388465,"37"
"age",372794,372776,18,0.999951715961094,"21"
"age",20626,20625,1,0.999951517502182,"13"
"age",20502,20501,1,0.999951224270803,"13"
"age",20426,20425,1,0.999951042788603,"13"
"age",20408,20407,1,0.999950999607997,"13"
"age",20301,20300,1,0.999950741342791,"13"
"age",40537,40535,2,0.999950662357846,"38"
"age",20146,20145,1,0.99995036235481,"13"
"age",160334,160326,8,0.999950104157571,"28"
"age",19978,19977,1,0.999949944939433,"26"
"age",19931,19930,1,0.999949826902815,"26"
"age",19751,19750,1,0.99994936965217,"26"
"age",157128,157120,8,0.999949086095413,"28"
"age",19627,19626,1,0.999949049778367,"26"
"age",548719,548691,28,0.999948972060381,"37"
"age",19301,19300,1,0.999948189212994,"26"
"age",134682,134675,7,0.999948025719844,"15"
"age",383637,383617,20,0.999947867385054,"21"
"age",38266,38264,2,0.999947734281085,"30"
"age",57168,57165,3,0.99994752308984,"27"
"age",56727,56724,3,0.999947115130361,"30"
"age",18850,18849,1,0.999946949602122,"26"
"age",338590,338572,18,0.999946838359077,"37"
"age",206883,206872,11,0.999946829850689,"22"
"age",169181,169172,9,0.999946802536928,"22"
"age",56391,56388,3,0.99994680002128,"27"
"age",37284,37282,2,0.999946357686944,"31"
"age",220693,220681,12,0.999945625824109,"22"
"age",54967,54964,3,0.999945421798534,"30"
"age",53605,53602,3,0.999944035071355,"6"
"age",124856,124849,7,0.999943935413596,"28"
"age",88444,88439,5,0.999943467052598,"20"
"age",35285,35283,2,0.999943318690662,"7"
"age",370232,370211,21,0.999943278808963,"37"
"age",52783,52780,3,0.999943163518557,"27"
"age",140589,140581,8,0.999943096543826,"24"
"age",87800,87795,5,0.9999430523918,"16"
"age",52396,52393,3,0.999942743720895,"30"
"age",51471,51468,3,0.999941714751996,"31"
"age",33870,33868,2,0.999940950693829,"20"
"age",33284,33282,2,0.999939911068381,"23"
"age",315678,315659,19,0.999939812087,"37"
"age",480838,480809,29,0.999939688626939,"21"
"age",49528,49525,3,0.999939428202229,"40"
"age",407240,407215,25,0.999938611138395,"21"
"age",406274,406249,25,0.99993846517375,"21"
"age",452196,452168,28,0.999938079947633,"21"
"age",48277,48274,3,0.999937858607619,"31"
"age",48179,48176,3,0.999937732206978,"31"
"age",79622,79617,5,0.999937203285524,"16"
"age",380297,380273,24,0.999936891429593,"21"
"age",31675,31673,2,0.999936858721389,"11"
"age",63098,63094,4,0.999936606548544,"27"
"age",389319,389294,25,0.999935785307165,"37"
"age",446623,446594,29,0.999935068279063,"21"
"age",376099,376074,25,0.999933528140197,"21"
"age",30076,30074,2,0.999933501795451,"10"
"age",14820,14819,1,0.999932523616734,"3"
"age",59279,59275,4,0.999932522478449,"27"
"age",348130,348106,24,0.999931060236119,"37"
"age",14504,14503,1,0.999931053502482,"3"
"age",43263,43260,3,0.999930656681229,"20"
"age",387065,387038,27,0.999930244274218,"21"
"age",327254,327231,23,0.999929718200541,"37"
"age",227138,227122,16,0.999929558242126,"22"
"age",14097,14096,1,0.999929062921189,"33"
"age",14092,14091,1,0.999929037751916,"25"
"age",349644,349619,25,0.999928498701536,"37"
"age",13983,13982,1,0.999928484588429,"33"
"age",41874,41871,3,0.999928356498066,"30"
"age",13907,13906,1,0.99992809376573,"33"
"age",55321,55317,4,0.999927694727138,"27"
"age",13827,13826,1,0.999927677731974,"25"
"age",367794,367767,27,0.999926589340772,"21"
"age",530540,530501,39,0.99992648999133,"21"
"age",40655,40652,3,0.999926208338458,"30"
