"variable","total_n","known_TRUE","known_FALSE","prop_known","ucr39"
"placdth",3738,3737,1,0.999732477260567,"25"
"placdth",123059,123026,33,0.99973183594861,"28"
"placdth",133867,133831,36,0.999731076366842,"15"
"placdth",11113,11110,3,0.999730045892198,"05"
"placdth",33284,33275,9,0.999729599807715,"23"
"placdth",25878,25871,7,0.999729499961357,"26"
"placdth",84782,84759,23,0.999728716001038,"17"
"placdth",36573,36563,10,0.999726574248763,"23"
"placdth",10916,10913,3,0.999725174056431,"05"
"placdth",14504,14500,4,0.999724214009928,"3"
"placdth",18087,18082,5,0.999723558356831,"23"
"placdth",7233,7231,2,0.999723489561731,"25"
"placdth",10776,10773,3,0.999721603563474,"33"
"placdth",165152,165106,46,0.999721468707615,"39"
"placdth",35554,35544,10,0.999718737694774,"31"
"placdth",14192,14188,4,0.999718151071026,"3"
"placdth",84991,84967,24,0.999717617159464,"17"
"placdth",31664,31655,9,0.99971576553815,"12"
"placdth",83510,83486,24,0.999712609268351,"17"
"placdth",516162,516013,149,0.999711330938736,"21"
"placdth",169668,169619,49,0.999711200697833,"22"
"placdth",65373,65354,19,0.999709360133388,"27"
"placdth",55006,54990,16,0.999709122641166,"20"
"placdth",122085,122049,36,0.999705123479543,"28"
"placdth",315678,315584,94,0.999702228219895,"37"
"placdth",79622,79598,24,0.999698575770516,"16"
"placdth",9943,9940,3,0.999698280197124,"34"
"placdth",26104,26096,8,0.999693533558075,"20"
"placdth",68462,68441,21,0.999693260494873,"16"
"placdth",42345,42332,13,0.999692997992679,"9"
"placdth",6503,6501,2,0.999692449638628,"3"
"placdth",9744,9741,3,0.999692118226601,"34"
"placdth",22722,22715,7,0.999691928527418,"14"
"placdth",155628,155580,48,0.999691572210656,"8"
"placdth",29115,29106,9,0.999690880989181,"7"
"placdth",122068,122030,38,0.999688698102697,"17"
"placdth",28875,28866,9,0.999688311688312,"11"
"placdth",41557,41544,13,0.99968717664894,"9"
"placdth",6345,6343,2,0.999684791174153,"42"
"placdth",53859,53842,17,0.999684361016729,"17"
"placdth",12670,12666,4,0.999684293606946,"5"
"placdth",140284,140239,45,0.999679222149354,"39"
"placdth",3067,3066,1,0.99967394848386,"29"
"placdth",27596,27587,9,0.999673865777649,"20"
"placdth",183467,183407,60,0.999672965710455,"39"
"placdth",3045,3044,1,0.999671592775041,"29"
"placdth",39033,39020,13,0.999666948479492,"7"
"placdth",14820,14815,5,0.999662618083671,"3"
"placdth",29360,29350,10,0.999659400544959,"7"
"placdth",29340,29330,10,0.999659168370825,"12"
"placdth",155179,155126,53,0.999658458940965,"28"
"placdth",26298,26289,9,0.999657768651608,"30"
"placdth",32114,32103,11,0.999657470262191,"12"
"placdth",220693,220617,76,0.999655630219354,"22"
"placdth",69366,69342,24,0.999654009168757,"16"
"placdth",40428,40414,14,0.999653705352726,"30"
"placdth",5739,5737,2,0.999651507231225,"3"
"placdth",11455,11451,4,0.999650807507639,"5"
"placdth",28596,28586,10,0.999650300741362,"11"
"placdth",22833,22825,8,0.999649629921605,"13"
"placdth",39511,39497,14,0.999645668294905,"31"
"placdth",8406,8403,3,0.999643112062812,"3"
"placdth",39133,39119,14,0.999642245675006,"20"
"placdth",50016,49998,18,0.999640115163148,"31"
"placdth",124979,124934,45,0.999639939509838,"39"
"placdth",24968,24959,9,0.99963953860942,"26"
"placdth",27706,27696,10,0.999639067350032,"11"
"placdth",41477,41462,15,0.999638353786436,"9"
"placdth",49528,49510,18,0.999636569213374,"40"
"placdth",131644,131596,48,0.999635380267995,"15"
"placdth",5461,5459,2,0.999633766709394,"03"
"placdth",27273,27263,10,0.999633336999963,"11"
"placdth",511291,511103,188,0.999632303326286,"37"
"placdth",29827,29816,11,0.99963120662487,"7"
"placdth",32242,32230,12,0.999627814651697,"23"
"placdth",21408,21400,8,0.999626307922272,"14"
"placdth",31971,31959,12,0.999624659847987,"30"
"placdth",26602,26592,10,0.999624088414405,"30"
"placdth",140589,140536,53,0.999623014602849,"24"
"placdth",2648,2647,1,0.999622356495468,"35"
"placdth",39502,39487,15,0.999620272391271,"38"
"placdth",10487,10483,4,0.999618575379041,"34"
"placdth",135037,134985,52,0.999614920355162,"39"
"placdth",133321,133269,52,0.999609963921663,"39"
"placdth",30676,30664,12,0.999608814708567,"40"
"placdth",162760,162696,64,0.999606782993364,"15"
"placdth",35054,35040,14,0.999600616192161,"30"
"placdth",5007,5005,2,0.999600559217096,"03"
"placdth",14985,14979,6,0.9995995995996,"25"
"placdth",37399,37384,15,0.999598919757213,"20"
"placdth",32229,32216,13,0.999596636569549,"36"
"placdth",29622,29610,12,0.999594895685639,"12"
"placdth",29534,29522,12,0.999593688630053,"20"
"placdth",12213,12208,5,0.999590600180136,"5"
"placdth",41411,41394,17,0.999589481055758,"9"
"placdth",48495,48475,20,0.999587586349108,"40"
"placdth",41009,40992,17,0.999585456850935,"31"
"placdth",31092,31079,13,0.999581886015695,"11"
"placdth",143035,142975,60,0.999580522249799,"28"
"placdth",4760,4758,2,0.999579831932773,"25"
"placdth",52305,52283,22,0.999579390115668,"6"
"placdth",61158,61132,26,0.999574871643939,"39"
"placdth",185620,185541,79,0.999574399310419,"39"
"placdth",27881,27869,12,0.999569599368746,"23"
"placdth",36926,36910,16,0.999566700969507,"7"
"placdth",149296,149230,66,0.999557925195585,"28"
"placdth",169181,169106,75,0.999556687807733,"22"
"placdth",26623,26611,12,0.999549261916388,"20"
"placdth",39835,39817,18,0.999548136061253,"38"
"placdth",30800,30786,14,0.999545454545455,"23"
"placdth",46125,46104,21,0.999544715447155,"40"
"placdth",37284,37267,17,0.99954404033902,"31"
"placdth",19618,19609,9,0.999541237638903,"26"
"placdth",93567,93524,43,0.999540436264923,"17"
"placdth",28251,28238,13,0.999539839297724,"10"
"placdth",52078,52054,24,0.999539152809248,"6"
"placdth",6488,6485,3,0.999537607891492,"42"
"placdth",30171,30157,14,0.999535978257267,"36"
"placdth",153962,153890,72,0.99953235213884,"15"
"placdth",6392,6389,3,0.999530663329161,"42"
"placdth",16974,16966,8,0.999528690939083,"23"
"placdth",12724,12718,6,0.999528450172902,"5"
"placdth",367794,367620,174,0.999526909084977,"21"
"placdth",31694,31679,15,0.99952672430113,"36"
"placdth",23227,23216,11,0.999526413225987,"14"
"placdth",6328,6325,3,0.999525916561315,"42"
"placdth",33733,33717,16,0.999525687012717,"30"
"placdth",48338,48315,23,0.999524183871902,"40"
"placdth",23108,23097,11,0.999523974381167,"14"
"placdth",41290,41270,20,0.999515621215791,"20"
"placdth",2063,2062,1,0.999515269025691,"35"
"placdth",32919,32903,16,0.999513958504207,"36"
"placdth",155461,155385,76,0.999511131409164,"15"
"placdth",6135,6132,3,0.999511002444988,"42"
"placdth",147237,147165,72,0.999510992481509,"15"
"placdth",157148,157071,77,0.999510016035839,"8"
"placdth",30531,30516,15,0.999508696079395,"12"
"placdth",6095,6092,3,0.999507793273175,"25"
"placdth",20192,20182,10,0.999504754358162,"13"
"placdth",38266,38247,19,0.999503475670308,"30"
"placdth",26094,26081,13,0.999501801180348,"26"
"placdth",27999,27985,14,0.999499982142219,"11"
"placdth",41675,41654,21,0.999496100779844,"7"
"placdth",41612,41591,21,0.999495337883303,"9"
"placdth",41371,41350,21,0.99949239805661,"9"
"placdth",3917,3915,2,0.999489405157008,"29"
"placdth",9713,9708,5,0.999485225985792,"33"
"placdth",29137,29122,15,0.999485190651062,"23"
"placdth",9691,9686,5,0.99948405737282,"34"
"placdth",27106,27092,14,0.999483509186158,"10"
"placdth",53891,53863,28,0.999480432725316,"27"
"placdth",26941,26927,14,0.999480345941131,"10"
"placdth",28749,28734,15,0.999478242721486,"12"
"placdth",55321,55292,29,0.99947578677175,"27"
"placdth",11361,11355,6,0.999471877475574,"5"
"placdth",11280,11274,6,0.999468085106383,"5"
"placdth",31700,31683,17,0.999463722397476,"40"
"placdth",27855,27840,15,0.999461497038234,"10"
"placdth",5550,5547,3,0.99945945945946,"25"
"placdth",371008,370807,201,0.999458232706572,"21"
"placdth",64600,64565,35,0.999458204334365,"39"
"placdth",57168,57137,31,0.999457738595018,"27"
"placdth",156369,156284,85,0.999456413995101,"8"
"placdth",33022,33004,18,0.999454908848646,"36"
"placdth",23479,23466,13,0.99944631372716,"14"
"placdth",147188,147106,82,0.999442889365981,"28"
"placdth",25086,25072,14,0.999441919795902,"41"
"placdth",3556,3554,2,0.999437570303712,"29"
"placdth",10631,10625,6,0.999435612830402,"34"
"placdth",138164,138086,78,0.999435453519006,"28"
"placdth",150073,149988,85,0.999433608976965,"15"
"placdth",40537,40514,23,0.999432617115228,"38"
"placdth",14097,14089,8,0.999432503369511,"33"
"placdth",75663,75620,43,0.999431690522448,"16"
"placdth",52677,52647,30,0.999430491485848,"6"
"placdth",157647,157557,90,0.999429104264591,"8"
"placdth",129194,129120,74,0.999427217982259,"24"
"placdth",10467,10461,6,0.999426769848094,"33"
"placdth",26167,26152,15,0.999426758894791,"41"
"placdth",36608,36587,21,0.999426354895105,"20"
"placdth",6950,6946,4,0.999424460431655,"25"
"placdth",6949,6945,4,0.999424377608289,"25"
"placdth",46823,46796,27,0.999423360314375,"20"
"placdth",27428,27412,16,0.999416654513636,"10"
"placdth",499292,499000,292,0.999415171883387,"37"
"placdth",20416,20404,12,0.999412225705329,"13"
"placdth",40651,40627,24,0.999409608619714,"38"
"placdth",184234,184125,109,0.999408361105985,"22"
"placdth",143566,143481,85,0.999407937812574,"28"
"placdth",38846,38823,23,0.999407918447202,"7"
"placdth",6755,6751,4,0.99940784603997,"3"
"placdth",52342,52311,31,0.999407741393145,"6"
"placdth",74010,73966,44,0.99940548574517,"16"
"placdth",20146,20134,12,0.999404348257719,"13"
"placdth",158425,158329,96,0.99939403503235,"8"
"placdth",11415,11408,7,0.999386771791502,"5"
"placdth",37392,37369,23,0.999384895164741,"7"
"placdth",38561,38537,24,0.999377609501828,"36"
"placdth",11152,11145,7,0.99937230989957,"33"
"placdth",11058,11051,7,0.999366974136372,"5"
"placdth",45635,45606,29,0.999364522844308,"31"
"placdth",23500,23485,15,0.99936170212766,"14"
"placdth",20343,20330,13,0.999360959543823,"13"
"placdth",45076,45047,29,0.999356642115538,"40"
"placdth",29430,29411,19,0.999354400271831,"36"
"placdth",27753,27735,18,0.999351421467949,"36"
"placdth",69154,69109,45,0.999349278422072,"16"
"placdth",32250,32229,21,0.999348837209302,"36"
"placdth",22995,22980,15,0.999347684279191,"41"
"placdth",45671,45641,30,0.999343128024348,"31"
"placdth",129143,129058,85,0.999341814887373,"24"
"placdth",36458,36434,24,0.999341708267047,"36"
"placdth",128766,128681,85,0.999339887858596,"24"
"placdth",1505,1504,1,0.999335548172757,"35"
"placdth",3005,3003,2,0.999334442595674,"29"
"placdth",2995,2993,2,0.999332220367279,"29"
"placdth",19442,19429,13,0.999331344511882,"41"
"placdth",47674,47642,32,0.999328774594118,"40"
"placdth",133320,133230,90,0.999324932493249,"24"
"placdth",47353,47321,32,0.999324224441957,"40"
"placdth",477695,477371,324,0.99932174295314,"37"
"placdth",129683,129594,89,0.999313711126362,"24"
"placdth",24693,24676,17,0.999311545782205,"41"
"placdth",50508,50473,35,0.999307040468837,"31"
"placdth",10048,10041,7,0.999303343949045,"34"
"placdth",5737,5733,4,0.999302771483354,"25"
"placdth",47151,47118,33,0.99930012088821,"31"
"placdth",461225,460902,323,0.999299691040165,"37"
"placdth",434621,434315,306,0.999295938300266,"37"
"placdth",16951,16939,12,0.999292077163589,"41"
"placdth",14111,14101,10,0.999291333002622,"3"
"placdth",11209,11201,8,0.999286287804443,"5"
"placdth",6999,6994,5,0.999285612230319,"3"
"placdth",189470,189334,136,0.999282208265161,"22"
"placdth",41727,41697,30,0.999281041052556,"9"
"placdth",372323,372055,268,0.999280194884549,"21"
"placdth",6892,6887,5,0.999274521183981,"42"
"placdth",376099,375826,273,0.999274127290953,"21"
"placdth",19238,19224,14,0.999272273625117,"26"
"placdth",9618,9611,7,0.999272197962154,"33"
"placdth",73916,73862,54,0.999269440987066,"16"
"placdth",20426,20411,15,0.999265641829041,"13"
"placdth",19005,18991,14,0.99926335174954,"26"
"placdth",36513,36486,27,0.999260537342864,"30"
"placdth",29416,29394,22,0.999252107696492,"40"
"placdth",30246,30223,23,0.999239568868611,"23"
"placdth",31486,31462,24,0.99923775646319,"36"
"placdth",40475,40444,31,0.999234095120445,"7"
"placdth",45342,45307,35,0.999228088747739,"38"
"placdth",7721,7715,6,0.999222898588266,"3"
"placdth",50161,50122,39,0.999222503538606,"27"
"placdth",38441,38411,30,0.99921958325746,"40"
"placdth",29260,29237,23,0.999213943950786,"40"
"placdth",20322,20306,16,0.999212675917725,"13"
"placdth",26666,26645,21,0.999212480312008,"23"
"placdth",57042,56997,45,0.999211107604923,"27"
"placdth",199968,199808,160,0.999199871979517,"22"
"placdth",155749,155624,125,0.999197426628742,"8"
"placdth",181824,181678,146,0.999197025695178,"22"
"placdth",505958,505549,409,0.999191632507046,"37"
"placdth",50714,50673,41,0.999191544741097,"27"
"placdth",380297,379989,308,0.999190106679779,"21"
"placdth",19615,19599,16,0.999184297731328,"41"
"placdth",30545,30520,25,0.999181535439515,"12"
"placdth",7246,7240,6,0.999171956941761,"3"
"placdth",7000,6994,6,0.999142857142857,"42"
"placdth",31375,31348,27,0.999139442231076,"36"
"placdth",33402,33373,29,0.999131788515658,"36"
"placdth",58588,58537,51,0.999129514576364,"39"
"placdth",2295,2293,2,0.999128540305011,"35"
"placdth",159952,159812,140,0.999124737421226,"15"
"placdth",1142,1141,1,0.999124343257443,"32"
"placdth",30810,30783,27,0.999123661148978,"36"
"placdth",43263,43225,38,0.999121651295564,"20"
"placdth",52301,52255,46,0.999120475707922,"6"
"placdth",20393,20375,18,0.999117344186731,"41"
"placdth",19236,19219,17,0.999116240382616,"41"
"placdth",22623,22603,20,0.999115943950846,"14"
"placdth",1131,1130,1,0.999115826702034,"32"
"placdth",76590,76521,69,0.999099099099099,"16"
"placdth",365442,365112,330,0.999096983926314,"21"
"placdth",17705,17689,16,0.99909630048009,"41"
"placdth",40685,40648,37,0.999090573921593,"40"
"placdth",24095,24073,22,0.999086947499481,"36"
"placdth",57973,57920,53,0.99908578131199,"39"
"placdth",28373,28347,26,0.999083635850985,"11"
"placdth",3215,3212,3,0.999066874027994,"29"
"placdth",9636,9627,9,0.99906600249066,"34"
"placdth",5347,5342,5,0.999064896203479,"42"
"placdth",11753,11742,11,0.999064068748405,"33"
"placdth",45720,45677,43,0.99905949256343,"38"
"placdth",98492,98399,93,0.99905576087398,"39"
"placdth",4207,4203,4,0.999049203708106,"42"
"placdth",18850,18832,18,0.999045092838196,"26"
"placdth",18717,18699,18,0.999038307421061,"26"
"placdth",11337,11326,11,0.999029725676987,"5"
"placdth",5152,5147,5,0.99902950310559,"42"
"placdth",206883,206682,201,0.999028436362582,"22"
"placdth",40655,40615,40,0.999016111179437,"36"
"placdth",28081,28053,28,0.99900288451266,"10"
"placdth",36550,36513,37,0.998987688098495,"36"
"placdth",94256,94160,96,0.998981497199117,"39"
"placdth",26135,26108,27,0.998966902621006,"10"
"placdth",2900,2897,3,0.998965517241379,"29"
"placdth",19229,19209,20,0.998959904311197,"26"
"placdth",1911,1909,2,0.998953427524856,"35"
"placdth",112130,112012,118,0.99894765004905,"39"
"placdth",46557,46508,49,0.998947526687716,"38"
"placdth",18916,18896,20,0.998942694015648,"41"
"placdth",48179,48128,51,0.998941447518628,"31"
"placdth",936,935,1,0.998931623931624,"32"
"placdth",5478,5472,6,0.998904709748083,"42"
"placdth",21884,21860,24,0.998903308353135,"14"
"placdth",43710,43662,48,0.998901853122855,"38"
"placdth",94541,94436,105,0.998889370749199,"39"
"placdth",44091,44042,49,0.998888662085233,"38"
"placdth",9722,9711,11,0.998868545566756,"34"
"placdth",17882,17861,21,0.998825634716475,"41"
"placdth",88539,88434,105,0.998814081929997,"39"
"placdth",16830,16810,20,0.99881164587047,"41"
"placdth",42632,42579,53,0.998756802401952,"38"
"placdth",27346,27312,34,0.998756673736561,"12"
"placdth",1563,1561,2,0.99872040946897,"35"
"placdth",1546,1544,2,0.998706338939198,"35"
"placdth",772,771,1,0.998704663212435,"32"
"placdth",4627,4621,6,0.998703263453642,"42"
"placdth",770,769,1,0.998701298701299,"1"
"placdth",158889,158682,207,0.998697203708249,"8"
"placdth",5244,5237,7,0.998665141113654,"42"
"placdth",36679,36630,49,0.998664085716623,"38"
"placdth",2983,2979,4,0.998659068052296,"29"
"placdth",9605,9592,13,0.998646538261322,"34"
"placdth",65978,65888,90,0.998635908939343,"17"
"placdth",47397,47332,65,0.998628605185982,"38"
"placdth",6495,6486,9,0.998614318706697,"42"
"placdth",20560,20531,29,0.998589494163424,"13"
"placdth",13057,13038,19,0.998544841847285,"25"
"placdth",39624,39566,58,0.998536240662225,"40"
"placdth",71611,71506,105,0.998533744815741,"17"
"placdth",29253,29210,43,0.998530065292449,"30"
"placdth",46495,46426,69,0.998515969459082,"31"
"placdth",52783,52704,79,0.99850330598867,"27"
"placdth",41246,41183,63,0.998472579159191,"40"
"placdth",139414,139199,215,0.998457830633939,"15"
"placdth",42733,42667,66,0.998455526174151,"38"
"placdth",63468,63369,99,0.998440158820193,"17"
"placdth",12123,12104,19,0.998432731172152,"33"
"placdth",11407,11389,18,0.998422021565705,"5"
"placdth",34148,34094,54,0.998418648237086,"7"
"placdth",11848,11829,19,0.99839635381499,"25"
"placdth",12076,12056,20,0.998343822457767,"33"
"placdth",11943,11923,20,0.998325378883028,"33"
"placdth",5357,5348,9,0.998319955198805,"42"
"placdth",29120,29070,50,0.998282967032967,"11"
"placdth",575,574,1,0.998260869565217,"1"
"placdth",31543,31488,55,0.998256348476683,"20"
"placdth",9696,9679,17,0.998246699669967,"34"
"placdth",9665,9648,17,0.998241076047594,"34"
"placdth",561,560,1,0.998217468805704,"1"
"placdth",103714,103526,188,0.99818732283009,"39"
"placdth",548,547,1,0.998175182481752,"32"
"placdth",4347,4339,8,0.998159650333563,"42"
"placdth",44324,44242,82,0.998149986463316,"40"
"placdth",128021,127784,237,0.998148741222143,"28"
"placdth",33870,33807,63,0.998139946855624,"20"
"placdth",407240,406478,762,0.998128867498281,"21"
"placdth",5305,5295,10,0.998114985862394,"42"
"placdth",35519,35452,67,0.998113685633041,"38"
"placdth",53648,53546,102,0.998098717566358,"6"
"placdth",41018,40940,78,0.998098395826223,"9"
"placdth",522,521,1,0.99808429118774,"1"
"placdth",11864,11841,23,0.998061362103844,"25"
"placdth",16317,16284,33,0.997977569406141,"41"
"placdth",2454,2449,5,0.997962510187449,"35"
"placdth",976,974,2,0.997950819672131,"32"
"placdth",136193,135912,281,0.997936751521738,"24"
"placdth",35590,35516,74,0.997920764259624,"38"
"placdth",11968,11943,25,0.997911096256685,"33"
"placdth",32488,32420,68,0.997906919477961,"40"
"placdth",35650,35575,75,0.997896213183731,"38"
"placdth",21679,21633,46,0.997878130910097,"14"
"placdth",5150,5139,11,0.997864077669903,"42"
"placdth",13983,13953,30,0.997854537652864,"33"
"placdth",25956,25900,56,0.997842502696872,"12"
"placdth",28923,28860,63,0.99782180271756,"11"
"placdth",32538,32467,71,0.99781793595181,"20"
"placdth",26421,26363,58,0.997804776503539,"12"
"placdth",30967,30899,68,0.997804114056899,"36"
"placdth",16312,16276,36,0.997793035801864,"41"
"placdth",10526,10502,24,0.997719931597948,"34"
"placdth",10459,10435,24,0.997705325556937,"34"
"placdth",12156,12128,28,0.997696610727213,"33"
"placdth",176160,175750,410,0.997672570390554,"22"
"placdth",16187,16149,38,0.997652437140916,"41"
"placdth",29575,29505,70,0.997633136094675,"11"
"placdth",131013,130701,312,0.997618556937098,"28"
"placdth",1679,1675,4,0.997617629541394,"35"
"placdth",16771,16731,40,0.997614930534852,"41"
"placdth",393695,392755,940,0.997612364901764,"37"
"placdth",3338,3330,8,0.997603355302576,"29"
"placdth",21991,21938,53,0.99758992315038,"26"
"placdth",829,827,2,0.997587454764777,"32"
"placdth",71459,71286,173,0.997579031332652,"16"
"placdth",32793,32712,81,0.997529960662336,"7"
"placdth",137589,137249,340,0.99752887222089,"15"
"placdth",20626,20575,51,0.997527392611267,"13"
"placdth",31715,31636,79,0.997509065111146,"20"
"placdth",42877,42770,107,0.997504489586492,"40"
"placdth",159405,159005,400,0.997490668423199,"8"
"placdth",11545,11516,29,0.997488090082287,"5"
"placdth",31800,31719,81,0.997452830188679,"7"
"placdth",8239,8218,21,0.997451146983857,"25"
"placdth",2353,2347,6,0.997450063748406,"35"
"placdth",25837,25771,66,0.997445523861129,"10"
"placdth",74289,74099,190,0.997442420816002,"16"
"placdth",122043,121727,316,0.997410748670551,"28"
"placdth",767,765,2,0.997392438070404,"32"
"placdth",29030,28954,76,0.997382018601447,"11"
"placdth",3055,3047,8,0.997381342062193,"29"
"placdth",143789,143412,377,0.997378102636502,"24"
"placdth",53315,53175,140,0.997374097345963,"6"
"placdth",158190,157772,418,0.997357607939819,"8"
"placdth",24926,24860,66,0.997352162400706,"23"
"placdth",25580,25512,68,0.997341673182174,"10"
"placdth",31531,31447,84,0.997335955091814,"40"
"placdth",53815,53671,144,0.997324166124686,"6"
"placdth",10457,10429,28,0.99732236779191,"34"
"placdth",446623,445417,1206,0.997299736018969,"21"
"placdth",452196,450972,1224,0.9972932091394,"21"
"placdth",150251,149843,408,0.997284543863269,"24"
"placdth",124664,124323,341,0.997264647372136,"28"
"placdth",27616,27540,76,0.997247972190035,"30"
"placdth",134435,134063,372,0.997232863465615,"15"
"placdth",42038,41921,117,0.997216803844141,"9"
"placdth",480838,479492,1346,0.997200720408953,"21"
"placdth",174140,173652,488,0.99719765705754,"22"
"placdth",56013,55856,157,0.99719707924946,"6"
"placdth",25453,25381,72,0.997171256826307,"12"
"placdth",23992,23924,68,0.997165721907302,"23"
"placdth",21507,21446,61,0.997163714139582,"13"
"placdth",20968,20908,60,0.997138496756963,"13"
"placdth",41546,41427,119,0.997135705001685,"9"
"placdth",138090,137693,397,0.997125063364472,"15"
"placdth",38093,37983,110,0.997112330349408,"38"
"placdth",73221,73009,212,0.997104655768154,"16"
"placdth",75207,74989,218,0.997101333652453,"16"
"placdth",25511,25437,74,0.997099290502136,"10"
"placdth",11332,11299,33,0.997087892693258,"3"
"placdth",33492,33394,98,0.997073928102233,"7"
"placdth",14650,14607,43,0.997064846416382,"33"
"placdth",349644,348617,1027,0.997062726659116,"37"
"placdth",126430,126058,372,0.99705766036542,"28"
"placdth",370232,369139,1093,0.99704779705698,"37"
"placdth",169694,169193,501,0.9970476269049,"22"
"placdth",158198,157726,472,0.997016397173163,"8"
"placdth",11365,11331,34,0.99700835899692,"5"
"placdth",426329,425050,1279,0.996999969507118,"21"
"placdth",27540,27457,83,0.996986201888163,"30"
"placdth",661,659,2,0.99697428139183,"1"
"placdth",70366,70153,213,0.996972969900236,"39"
"placdth",658,656,2,0.996960486322188,"1"
"placdth",45386,45248,138,0.996959414797515,"31"
"placdth",158786,158302,484,0.996951872331314,"8"
"placdth",30813,30719,94,0.99694933956447,"7"
"placdth",41257,41131,126,0.996945972804615,"9"
"placdth",53605,53441,164,0.996940583900756,"6"
"placdth",20909,20845,64,0.996939117126596,"13"
"placdth",3920,3908,12,0.996938775510204,"29"
"placdth",21956,21888,68,0.996902896702496,"23"
"placdth",21603,21536,67,0.996898578901079,"14"
"placdth",32799,32697,102,0.996890149089911,"20"
"placdth",14468,14423,45,0.996889687586398,"33"
"placdth",82873,82615,258,0.996886802698104,"39"
"placdth",23095,23023,72,0.996882442087032,"23"
"placdth",157903,157408,495,0.996865164056414,"24"
"placdth",32708,32605,103,0.996850923321512,"40"
"placdth",56391,56210,181,0.99679026795056,"27"
"placdth",10538,10504,34,0.99677358132473,"34"
"placdth",18489,18429,60,0.996754827194548,"41"
"placdth",134682,134244,438,0.996747895041654,"15"
"placdth",21451,21381,70,0.996736748869517,"14"
"placdth",17457,17400,57,0.996734834163946,"41"
"placdth",15888,15836,52,0.996727089627392,"41"
"placdth",41362,41226,136,0.996711957835695,"9"
"placdth",26665,26577,88,0.996699793737109,"12"
"placdth",65238,65022,216,0.996689046261381,"27"
"placdth",5395,5377,18,0.996663577386469,"42"
"placdth",63098,62886,212,0.996640147072807,"27"
"placdth",11883,11843,40,0.996633846671716,"5"
"placdth",22002,21927,75,0.996591218980093,"14"
"placdth",42512,42367,145,0.996589198343997,"31"
"placdth",45277,45122,155,0.99657662831018,"38"
"placdth",173733,173136,597,0.996563692562726,"22"
"placdth",3488,3476,12,0.996559633027523,"29"
"placdth",2324,2316,8,0.996557659208262,"35"
"placdth",27589,27494,95,0.996556598644387,"30"
"placdth",173779,173179,600,0.996547338861427,"22"
"placdth",23694,23612,82,0.996539208238373,"26"
"placdth",28393,28294,99,0.996513225090691,"11"
"placdth",72525,72272,253,0.996511547742158,"16"
"placdth",26256,26164,92,0.996496039000609,"10"
"placdth",348130,346900,1230,0.996466837101083,"37"
"placdth",27058,26962,96,0.996452065932441,"30"
"placdth",22538,22458,80,0.996450439258142,"26"
"placdth",67802,67561,241,0.99644553258016,"39"
"placdth",5852,5831,21,0.996411483253589,"42"
"placdth",59726,59511,215,0.996400227706526,"27"
"placdth",5530,5510,20,0.996383363471971,"42"
"placdth",12165,12121,44,0.996383066173448,"3"
"placdth",23736,23649,87,0.996334681496461,"26"
"placdth",27986,27883,103,0.996319588365611,"36"
"placdth",43944,43782,162,0.996313489896232,"31"
"placdth",137329,136808,521,0.996206190972045,"24"
"placdth",12597,12549,48,0.996189568944987,"3"
"placdth",767,764,3,0.996088657105606,"32"
"placdth",2232,2223,9,0.995967741935484,"35"
"placdth",34691,34551,140,0.995964371162549,"40"
"placdth",8660,8625,35,0.995958429561201,"25"
"placdth",24726,24626,100,0.995955674189113,"26"
"placdth",3692,3677,15,0.995937161430119,"29"
"placdth",13115,13061,54,0.995882577201677,"3"
"placdth",35688,35541,147,0.995880968392737,"38"
"placdth",12138,12088,50,0.995880705223266,"5"
"placdth",31206,31076,130,0.995834134461322,"36"
"placdth",29371,29248,123,0.995812195703245,"36"
"placdth",389319,387663,1656,0.99574641874658,"37"
"placdth",23867,23765,102,0.995726316671555,"23"
"placdth",42497,42315,182,0.995717344753747,"31"
"placdth",45104,44894,210,0.995344093650231,"38"
"placdth",74648,74296,352,0.995284535419569,"17"
"placdth",13709,13643,66,0.995185644467138,"3"
"placdth",75688,75322,366,0.995164358947257,"39"
"placdth",79334,78939,395,0.995021050243275,"39"
"placdth",44299,44078,221,0.995011174067135,"38"
"placdth",10565,10512,53,0.994983435873166,"34"
"placdth",2162,2151,11,0.994912118408881,"35"
"placdth",5631,5602,29,0.994849937844077,"42"
"placdth",29562,29404,158,0.994655300723902,"36"
"placdth",45711,45465,246,0.994618363194855,"38"
"placdth",17822,17721,101,0.994332847042981,"41"
"placdth",33400,33210,190,0.994311377245509,"40"
"placdth",698,694,4,0.994269340974212,"32"
"placdth",18215,18107,108,0.994070820752127,"41"
"placdth",14577,14485,92,0.99368868765864,"33"
"placdth",14234,14143,91,0.993606856821695,"33"
"placdth",18681,18560,121,0.993522830683582,"41"
"placdth",5222,5188,34,0.9934890846419,"42"
"placdth",29930,29729,201,0.993284330103575,"36"
"placdth",720,715,5,0.993055555555556,"1"
"placdth",72446,71931,515,0.992891256936201,"17"
"placdth",2247,2231,16,0.992879394748554,"35"
"placdth",14411,14304,107,0.992575116230657,"33"
"placdth",10332,10253,79,0.99235385210995,"34"
"placdth",653,648,5,0.992343032159265,"1"
"placdth",45694,45261,433,0.990523919989495,"38"
"placdth",406274,401103,5171,0.987272136538395,"21"
"placdth",5502,5430,72,0.986913849509269,"42"
"placdth",70649,69642,1007,0.985746436609152,"16"
"placdth",3083,3037,46,0.9850794680506,"29"
