term,estimate,std.error,statistic,p.value,conf.low,conf.high,year,variable
educ20034,0.861788350364967,0.014031923346749773,-10.600511990425726,2.963533288934478e-26,0.8384099132748657,0.8858186777919097,2013,educ2003
educ20035,0.8559296981743661,0.017609170282956197,-8.834432969545132,1.0060726627913668e-18,0.8268921461289752,0.8859869472053146,2013,educ2003
educ20036,0.8488551077182482,0.014728679993174364,-11.125692838618225,9.407214576636481e-29,0.8247005054042277,0.8737171726918951,2013,educ2003
educ20037,0.8556938297042714,0.020131474541927003,-7.741243299198809,9.844929954370807e-15,0.8225875711696926,0.8901324987840277,2013,educ2003
educ20038,0.8282030869466513,0.02895512142305933,-6.509966849297176,7.516739168636426e-11,0.7825097327932915,0.8765646285055932,2013,educ2003
educ20039,1.1047753010690629,0.02554914848040695,3.9000112633664337,9.618821307475563e-5,1.0508145610282509,1.1615069976361176,2013,educ2003
race5Black,0.9217112665160114,0.042734032788478725,-1.9076894716401387,0.05643136329321428,0.8476546583085113,1.0022379402926,2014,race5
race5Hispanic,0.8041146127974814,0.04366811062969856,-4.992509719070562,5.959971356415041e-7,0.7381538822626065,0.8759695316272932,2014,race5
race5Other,0.7725465184019319,0.046245405004836065,-5.580296118073833,2.4010945315192876e-8,0.705601923787745,0.8458425395031672,2014,race5
race5White,1.0498676867694643,0.041971008900165634,1.1594704274186511,0.24626448398290976,0.9669591448357273,1.1398849326875315,2014,race5
educ20032,0.8807996528658935,0.014171741564642673,-8.956209588432229,3.3603095023863693e-19,0.8566706832504797,0.9056082385649259,2014,educ2003
educ20033,0.9143006279595082,0.010987912668704965,-8.15403704901955,3.5197296787476433e-16,0.8948204853772047,0.9342048510822419,2014,educ2003
educ20034,0.8715055700814323,0.013714305332343718,-10.028435224151435,1.1431380487391975e-23,0.8483915119451745,0.8952493606890835,2014,educ2003
educ20035,0.8746546651754306,0.016835114339364396,-7.9551665761109795,1.7889065783714483e-15,0.8462648025254198,0.9039969298382406,2014,educ2003
educ20036,0.8489332968900516,0.01438328662362307,-11.386456150203825,4.884541301718919e-30,0.825335008454479,0.8732063164486032,2014,educ2003
educ20037,0.8619939673165617,0.019201471277056126,-7.734147278237518,1.0409846811252054e-14,0.8301557953884566,0.8950531982282391,2014,educ2003
educ20038,0.7937729959424724,0.027847846279881974,-8.293559064050052,1.0990932434129576e-16,0.7516086245132738,0.8383027396678854,2014,educ2003
educ20039,1.0996463366995493,0.025458246323554794,3.731153152093828,1.9060530029160977e-4,1.0461224807790437,1.155908689502815,2014,educ2003
race5Black,0.87489782537156,0.041559425554951034,-3.215832958759382,0.0013006651562750015,0.8064570444396805,0.9491469013972225,2015,race5
race5Hispanic,0.7593019300120637,0.04241950077060122,-6.491254633677749,8.512446195222863e-11,0.6987250215782738,0.8251306352501344,2015,race5
race5Other,0.7310669352505904,0.044855143728844825,-6.98359721301299,2.877161944707504e-12,0.6695386817532839,0.7982494191629572,2015,race5
race5White,0.9740555305053149,0.04080649621442535,-0.6441857685479794,0.5194549782563314,0.8991839072846128,1.0551614289596911,2015,race5
educ20032,0.8955173246086804,0.013758474980050827,-8.020780757448179,1.0507512692418261e-15,0.8716909593252947,0.9199949478597486,2015,educ2003
educ20033,0.9045864676509269,0.010740731937872235,-9.336177656621063,9.987469651502574e-21,0.8857423109299255,0.9238315335733335,2015,educ2003
educ20034,0.8599459795527312,0.013310048419010793,-11.336225191003292,8.680869130088539e-30,0.8378020688548805,0.88267517500843,2015,educ2003
educ20035,0.888294023556549,0.01623399460284552,-7.296570319452081,2.9519559928542847e-13,0.8604746592708769,0.9170127949554006,2015,educ2003
educ20036,0.8459284988726334,0.013842314195556515,-12.087605965509521,1.2281344196821033e-33,0.8232862091882854,0.8691935042983946,2015,educ2003
educ20037,0.8458807946966603,0.01826990350231673,-9.161341979532283,5.125588668011635e-20,0.8161265544690718,0.8767198113068738,2015,educ2003
educ20038,0.8081969218442673,0.026458657949101398,-8.048387617036768,8.389189273696845e-16,0.7673528804683629,0.8512149769736593,2015,educ2003
educ20039,1.0715779521450353,0.01765756470375729,3.9151652524274674,9.03423089820391e-5,1.0351263089987333,1.1093132282900489,2015,educ2003
race5Black,0.9243360772227946,0.04162592510460907,-1.8901574760127906,0.05873690202936207,0.8519168364329431,1.0029114898504254,2016,race5
race5Hispanic,0.7864073195195034,0.04244364419807059,-5.661163340313394,1.503502307251606e-8,0.7236337062679236,0.8546264039901919,2016,race5
race5Other,0.7811765926842735,0.04471274986582547,-5.523123593412701,3.3302529649722395e-8,0.7156306955333425,0.8527259559527647,2016,race5
race5White,1.0170333272069116,0.04088059723088976,0.41315166089818467,0.6794955016020847,0.9387218303898481,1.101877846198587,2016,race5
educ20032,0.922234244460983,0.013648709894589694,-5.9314050251896875,3.0035328193453048e-9,0.8978901928358541,0.9472383242880628,2016,educ2003
educ20033,0.9281682533335457,0.01068458582242966,-6.976616257990394,3.023741361327825e-12,0.9089328650428183,0.9478107125718921,2016,educ2003
educ20034,0.8826612326954778,0.013180544193408562,-9.469548835964288,2.8105496946646233e-21,0.860150699126712,0.9057608771282644,2016,educ2003
educ20035,0.8971180090604193,0.015857801776663055,-6.846337682548222,7.576452037658422e-12,0.869663296858627,0.9254394489081936,2016,educ2003
educ20036,0.8601676956905828,0.013612829245802111,-11.06514384590815,1.8516554698181007e-28,0.8375209010837968,0.8834268658276966,2016,educ2003
educ20037,0.8452316465636287,0.017930197137570984,-9.377730203336725,6.740817938968384e-21,0.8160434012399288,0.8754638972230521,2016,educ2003
educ20038,0.8358504777872219,0.02554288441819193,-7.019784190370391,2.222112005225631e-12,0.7950346426037935,0.8787617341164065,2016,educ2003
educ20039,1.1582701791283887,0.024734818339035007,5.940115073116851,2.8482207711933365e-9,1.103456386776014,1.2158068265641688,2016,educ2003
race5Black,0.8968507090939896,0.04077747512662692,-2.6697549075777696,0.007590663181638821,0.8279605955985523,0.9714727955391581,2017,race5
race5Hispanic,0.7768468741392467,0.04158426314948286,-6.072297597485824,1.2609297631272598e-9,0.7160414826850391,0.8428157871481486,2017,race5
race5Other,0.7714486712269714,0.043819147405909586,-5.921729560975001,3.1857320685633753e-9,0.7079578864690738,0.8406334101397955,2017,race5
race5White,0.981008378200976,0.040026588775998406,-0.4790385483670572,0.631911205363758,0.9069876974290496,1.061070002193489,2017,race5
educ20032,0.9093943282902832,0.01386807801505513,-6.848567931890739,7.45929119761884e-12,0.8850086081659074,0.9344519778631383,2017,educ2003
educ20033,0.9256186109786362,0.010849724868810964,-7.123959114616203,1.0487016397600455e-12,0.9061427205784759,0.9455131002355381,2017,educ2003
educ20034,0.8799021976127875,0.013233965536166882,-9.66788952359065,4.1280288270178687e-22,0.8573722512165134,0.9030241837956289,2017,educ2003
educ20035,0.8866274092718425,0.01590356589744266,-7.566255447864692,3.841363167102571e-14,0.8594166522139255,0.9146997103756626,2017,educ2003
educ20036,0.8673163903073853,0.01364527916794395,-10.43228516142873,1.7658946445538917e-25,0.8444276735115146,0.890825519452348,2017,educ2003
educ20037,0.8460553750830994,0.01781463699105102,-9.383882838646576,6.358692922573249e-21,0.8170237172681564,0.8761186273764769,2017,educ2003
