term,estimate,std.error,statistic,p.value,conf.low,conf.high,year,variable
educ20034,0.943064404251498,0.013488554221615802,-4.345958842310683,1.3866857097840513e-5,0.918458766303841,0.9683292306581509,2020,educ2003
educ20035,0.9500882522696253,0.015792501015389517,-3.2420704944964673,0.0011866466582349494,0.9211303667924835,0.9799564965423712,2020,educ2003
educ20036,0.92188169219803,0.013743661648694025,-5.918246696256098,3.253916558658787e-9,0.897379924006337,0.9470524486615345,2020,educ2003
educ20037,0.9166947385583183,0.017333504588409047,-5.018070819613344,5.21929382728858e-7,0.8860743436639308,0.9483732936287598,2020,educ2003
educ20038,0.8325334710479029,0.025046680702667194,-7.317610451004482,2.5242535382313545e-13,0.7926501347844866,0.8744235949742433,2020,educ2003
educ20039,1.0749013662327285,0.02447900570343231,2.9506470117104113,0.0031710909442148176,1.0245464776534017,1.1277311203834484,2020,educ2003
educ20032,0.9572628766452517,0.014601785143212632,-2.9912258385639987,0.0027785991623427595,0.9302548148610357,0.9850550627249693,2021,educ2003
educ20033,0.9651005105316937,0.011441459006694356,-3.104763741655063,0.0019043106692467541,0.943698747924312,0.9869876350659723,2021,educ2003
educ20034,0.9178118908038914,0.0136018977361285,-6.305209978862626,2.8780344446908035e-10,0.8936665670355014,0.9426095794266746,2021,educ2003
educ20035,0.9410284898009033,0.0157414587389108,-3.861259923427404,1.1280381979585542e-4,0.9124380165573214,0.9705148213334418,2021,educ2003
educ20036,0.9125002731707978,0.013831745311024074,-6.620053514670877,3.590688554540378e-11,0.8880945068945041,0.9375767354404898,2021,educ2003
educ20037,0.9015639916273923,0.017337302769851713,-5.976953666391131,2.2734882589258178e-9,0.8714425223200123,0.9327266115442467,2021,educ2003
educ20038,0.8927645896859744,0.02421065384745687,-4.685224568755279,2.796531382572655e-6,0.8513897779957401,0.9361500844812283,2021,educ2003
educ20039,1.1383323983233133,0.02428346888688552,5.335497311885088,9.52830407728001e-8,1.0854219267165743,1.193822067877634,2021,educ2003
race5Black,0.9185053277624218,0.03971360940576457,-2.140514929574426,0.03231317557696783,0.8497218245673324,0.9928567358588568,2022,race5
race5Hispanic,0.7760946055482008,0.04030941459249872,-6.28837839562184,3.207992096130505e-10,0.7171377732539432,0.8398983559714553,2022,race5
race5Other,0.8324003941375328,0.04185716317870639,-4.382564345897582,1.1729050802946745e-5,0.766836436911223,0.9035700219870172,2022,race5
race5White,0.9284226504472591,0.03902736346451328,-1.9029778338350445,0.057043437649347814,0.8600525043946788,1.0022279029001646,2022,race5
educ20032,0.9664601149105007,0.014914729892447689,-2.2873527703014895,0.02217524066238895,0.9386166662062955,0.9951295212858787,2022,educ2003
educ20033,0.98505639385296,0.01171125145159576,-1.2856343208536993,0.19857071294562142,0.9627028905561142,1.0079289348659524,2022,educ2003
educ20034,0.939791526484127,0.013818722190551571,-4.493701211641442,6.999582126519114e-6,0.9146791745078409,0.9655933335604707,2022,educ2003
educ20035,0.9559156547490225,0.015887709360345965,-2.837765725088972,0.004543051402244668,0.9266072261927255,0.9861511039027833,2022,educ2003
educ20036,0.9349371054766186,0.013980936043397982,-4.811982446458785,1.4944048205117368e-6,0.9096652052619185,0.960911097996012,2022,educ2003
educ20037,0.90934613393966,0.017291710370239882,-5.495666411138175,3.892376919036509e-8,0.8790432101515566,0.940693678947179,2022,educ2003
educ20038,0.9076481666210644,0.024148410561977772,-4.012622566501565,6.004788290761483e-5,0.8656891865160297,0.951640851246009,2022,educ2003
educ20039,1.2089228758150943,0.023721376061775153,7.998261879393809,1.2618776926509398e-15,1.1540019764744263,1.2664575533345508,2022,educ2003
race5Black,0.8843912102721871,0.0400778642981851,-3.0654270339372447,0.002173594065963298,0.8175784784563023,0.9566638963925566,2023,race5
race5Hispanic,0.7349373563724884,0.04068448767708913,-7.5697158895317465,3.740413634331657e-14,0.6786080197138177,0.7959424323036539,2023,race5
race5Other,0.7859007359203932,0.04222447978552298,-5.705808240375915,1.1579230266032286e-8,0.7234782720477666,0.8537090754253319,2023,race5
race5White,0.8603058218970507,0.03938275760264466,-3.8206401798683687,1.3310572534320188e-4,0.796396938485189,0.9293432350427406,2023,race5
educ20032,0.959116848680679,0.015397253641667195,-2.7110267970972113,0.0067075205196491065,0.9306044252086298,0.9885028530967122,2023,educ2003
educ20033,0.9670779835796052,0.012105931348290546,-2.765267781334897,0.005687608470647219,0.9444016115327594,0.9902988462784442,2023,educ2003
educ20034,0.926458250654292,0.014181762218690159,-5.386234407926453,7.194911667282817e-8,0.9010607941407632,0.9525715643014914,2023,educ2003
educ20035,0.9715864481480038,0.01606984063710841,-1.7937346472062758,0.07285553240705817,0.9414614118224846,1.0026754303158247,2023,educ2003
educ20036,0.8972932123275715,0.014296537482965112,-7.580338203412975,3.4465533304141106e-14,0.8724989723529145,0.9227920426288658,2023,educ2003
educ20037,0.8951500032408227,0.01742277852885013,-6.357423024175986,2.0516642247615457e-10,0.8650978826831717,0.9262460865315815,2023,educ2003
educ20038,0.8634531994016966,0.024441805346651514,-6.00674048034144,1.892901361957832e-9,0.8230638329046273,0.9058245518162831,2023,educ2003
educ20039,1.166521117068121,0.023864972167526612,6.454058029672176,1.0889408143816206e-10,1.1132131571307944,1.2223818123683712,2023,educ2003
