stable_fips
01001
01009
01023
01033
01049
01089
01109
01133
02016
02090
04007
04021
05013
05017
05073
05099
05145
06003
06005
06011
06015
06025
06027
06033
06043
06079
06089
06099
06105
08001
08005
08031
08077
08107
10001
12009
12013
12037
12041
12077
12083
12095
12103
12107
12113
12119
12125
12131
13025
13191
13201
13213
13215
13227
13263
13279
13289
13315
13319
16003
16015
16025
16029
16035
16037
16043
16061
16077
17115
17187
18055
18103
18125
18159
19041
19093
19163
20001
20067
20095
20133
21017
21029
21035
21051
21095
21121
21131
21147
21177
21193
21197
21237
21239
22009
22015
22033
22043
22059
22063
22085
22125
22127
23013
24009
24013
24023
24029
25015
26041
26099
26113
26165
27031
27087
27097
27107
27125
27127
27163
28041
28137
28143
28163
29013
29027
29029
29033
29075
29095
29189
29199
30007
30023
30059
30073
30089
30099
31007
31045
31075
31113
31185
33015
34009
34025
34033
34035
34041
35007
35021
36013
36043
36059
36063
36065
36071
36075
37015
37055
37101
37111
37117
37127
37137
37153
37167
37199
38013
38059
38085
39021
39061
39079
39123
39133
40027
40079
40113
40135
41001
41005
41015
41021
41031
41047
42027
42033
42043
42049
42075
42083
42129
44005
45015
45035
45041
45051
45091
46023
46093
46111
46117
47003
47013
47057
47063
47073
47089
47135
47145
47149
47159
47165
47189
48015
48041
48071
48111
48139
48153
48161
48207
48241
48267
48277
48313
48333
48347
48379
48383
48409
48435
48449
48469
48475
48499
49003
49007
49015
49019
49025
50009
51001
51035
51051
51069
51083
51093
51109
51113
51125
51143
51155
51171
51193
51820
53007
53011
53017
53021
53029
53033
53047
53049
54003
54013
54017
54027
54047
54057
54099
54103
55078
56007
60030
60040
69100
69120
72039
72055
72101
72113
72141
78030
01047
01051
01055
01065
01087
01091
01095
01101
01107
01117
02013
02100
02150
02188
02220
02240
02290
04005
04013
04027
05019
05039
05045
05057
05061
05067
05081
05085
05091
05103
05121
05133
06037
06041
06047
06051
06065
06071
06081
06087
06091
06101
06103
06111
06113
18051
18053
18061
18083
18123
18161
18179
19029
19069
19111
19117
19141
19171
20033
20055
20145
20149
20161
20185
20207
21007
21011
21043
21049
21069
21079
21089
21093
21107
21125
21135
21155
21159
21165
21175
21179
21183
21195
21205
21209
21231
22037
22047
22051
22057
22067
22077
22087
22091
22099
22107
22109
22119
23017
08015
08019
08033
08049
08051
08055
08069
08071
08095
08109
08117
09001
09009
09011
10003
10005
12017
12023
12039
12069
12071
12087
12089
12093
13007
13019
13027
13029
13033
13039
13049
13051
13113
13127
13133
13143
13153
13157
13179
13189
13205
13209
13219
13229
13241
13245
13261
13265
13267
13301
13307
15009
16005
16049
16079
17027
17031
17043
17047
17079
17125
17129
17153
17189
17199
18017
18027
29157
29169
29183
29195
29201
30009
30019
30029
30031
30047
30057
30071
30081
30087
31005
31071
31101
31151
32001
32011
32015
33007
33017
34001
34007
34013
34027
34029
35015
35051
36009
36029
36031
36105
37001
37013
37021
37023
37027
37039
37043
37049
37059
37083
37087
37093
37095
37103
37115
37125
37133
37141
37155
37165
37175
38021
24003
24005
24017
24021
24025
24031
24041
24047
25005
25017
25021
25027
26029
26033
26079
26097
27015
27023
27053
27065
27069
27101
27129
27139
27165
27167
28021
28029
28033
28053
28069
28089
28115
28121
28151
29037
29081
29099
47121
47127
47141
47151
47157
47163
47167
47183
47187
48001
48007
48029
48037
48039
48063
48069
48073
48089
48103
48125
48173
48187
48193
48213
48215
48223
48229
