stable_fips
13031
13121
13179
13189
13213
13209
13139
13245
13049
13141
13157
13315
13241
13269
13177
13279
13007
34015
34023
34035
34031
34021
34009
35031
35013
28059
02170
35033
53067
51147
01009
01095
51029
51139
53017
51153
51171
01043
51061
53021
53019
53029
53075
33017
31093
31115
51001
21101
21093
51119
22075
22107
51193
22119
23027
51091
21013
21131
51083
23023
21235
24041
24033
24035
24023
51165
37083
37179
37129
37163
37031
37183
37119
37087
37141
37021
37047
37039
37171
37093
37105
37173
37015
37175
18083
18183
18089
18051
18071
18061
21071
20123
21043
21085
21011
21099
20149
21189
21003
21109
21205
21147
21031
20203
17031
17027
17079
17171
17185
17047
39043
06001
06081
06065
06095
06103
06111
06083
36081
06093
06115
06033
06061
06005
06043
08029
12119
12069
08069
09009
09007
12079
12127
12099
12113
12125
12093
08083
42033
42125
42031
42097
42061
55099
55121
55075
55001
30051
30005
30077
30057
30003
30073
30045
30009
30085
30069
49035
49011
01097
49025
01033
01041
01065
01109
36011
36025
36115
48029
48423
48201
48471
48257
48223
48321
48473
48215
48323
48187
48343
48389
48071
48351
48057
48455
40017
40135
40117
40101
40127
40075
41023
41061
41007
41003
41015
01131
01079
01035
05067
05001
05011
05025
05099
48273
48179
48195
48379
48277
45063
45051
45013
45045
45069
45021
45007
45087
45027
45061
45039
45017
45043
21181
22103
47037
47045
47129
46023
47163
47055
47107
47031
46055
47173
47189
46079
20151
47097
47079
56039
56029
54043
54001
54037
54049
54109
54005
16005
04001
12045
12123
29201
29069
29129
29031
25027
26163
26021
26077
26033
26071
37055
48443
48205
72113
72097
72037
60030
04013
15001
27167
27133
27119
27069
27125
27023
26097
38067
48405
48119
22019
22005
22071
22113
22043
38005
38097
38095
38037
28093
28001
28121
28143
28095
28039
28087
28163
28053
16061
16079
16077
02020
25011
51121
51075
51093
51137
51023
51009
51007
51097
51081
02066
02240
02195
02275
02164
02110
02282
32011
29197
48301
48155
31015
78010
78020
23021
16025
08107
08097
08117
08053
08023
08065
08057
13073
13205
34007
34027
34017
34001
34025
34011
34019
35045
35017
35007
35051
35055
01089
01117
01121
01073
53027
53049
01055
53011
53073
51107
13319
13021
13143
13151
13215
13113
13025
13301
13123
13183
13277
13291
13263
13265
37069
37123
37199
37155
37167
37161
37065
37041
37149
37113
37007
37023
37121
19075
19149
19117
19025
19111
18117
19163
19131
18125
18027
18123
20043
20145
21209
21107
21017
21079
21049
21051
20119
21239
20071
21005
21165
17163
17089
17167
17017
17161
17177
17109
17129
17125
39093
39061
39007
39167
39123
39079
06037
06087
06039
06019
06097
06099
06107
06013
06047
36047
36005
06105
36119
36071
06025
51019
01001
53009
53071
51089
53007
53025
53057
53037
01107
53043
33015
33007
32031
31071
31155
31089
31183
24039
24037
21111
22051
51159
51133
51057
21135
22031
22029
22111
21007
51103
