county_ihme,cluster,period
08121,2011-2017_C1,2011-2017
48389,2011-2017_C1,2011-2017
48421,2011-2017_C1,2011-2017
31117,2011-2017_C1,2011-2017
30075,2011-2017_C1,2011-2017
13173,2011-2017_C1,2011-2017
30045,2011-2017_C1,2011-2017
31031,2011-2017_C1,2011-2017
08109,2011-2017_C1,2011-2017
31173,2011-2017_C1,2011-2017
02185,2011-2017_C2,2011-2017
38053,2011-2017_C1,2011-2017
38061,2011-2017_C1,2011-2017
18115,2011-2017_C1,2011-2017
20031,2011-2017_C1,2011-2017
46073,2011-2017_C1,2011-2017
56017,2011-2017_C1,2011-2017
27167,2011-2017_C1,2011-2017
48109,2011-2017_C1,2011-2017
48205,2011-2017_C1,2011-2017
30055,2011-2017_C1,2011-2017
46097,2011-2017_C1,2011-2017
46117,2011-2017_C1,2011-2017
31133,2011-2017_C1,2011-2017
30107,2011-2017_C1,2011-2017
31135,2011-2017_C1,2011-2017
38091,2011-2017_C1,2011-2017
30065,2011-2017_C1,2011-2017
29135,2011-2017_C1,2011-2017
49043,2011-2017_C1,2011-2017
02105,2011-2017_C4,2011-2017
31085,2011-2017_C1,2011-2017
48461,2011-2017_C1,2011-2017
48023,2011-2017_C1,2011-2017
13239,2011-2017_C1,2011-2017
40029,2011-2017_C1,2011-2017
13065,2011-2017_C1,2011-2017
31037,2011-2017_C1,2011-2017
20033,2011-2017_C1,2011-2017
48107,2011-2017_C1,2011-2017
48383,2011-2017_C1,2011-2017
31087,2011-2017_C1,2011-2017
16021,2011-2017_C1,2011-2017
53013,2011-2017_C1,2011-2017
30079,2011-2017_C1,2011-2017
08093,2011-2017_C1,2011-2017
19159,2011-2017_C1,2011-2017
12067,2011-2017_C1,2011-2017
41021,2011-2017_C1,2011-2017
30101,2011-2017_C1,2011-2017
31049,2011-2017_C1,2011-2017
31091,2011-2017_C1,2011-2017
48263,2011-2017_C1,2011-2017
20071,2011-2017_C1,2011-2017
31009,2011-2017_C1,2011-2017
30091,2011-2017_C1,2011-2017
46053,2011-2017_C1,2011-2017
48247,2011-2017_C1,2011-2017
48125,2011-2017_C1,2011-2017
08033,2011-2017_C1,2011-2017
38037,2011-2017_C1,2011-2017
30033,2011-2017_C1,2011-2017
38001,2011-2017_C1,2011-2017
19115,2011-2017_C1,2011-2017
46095,2011-2017_C1,2011-2017
05013,2011-2017_C1,2011-2017
55078,2011-2017_C1,2011-2017
16061,2011-2017_C1,2011-2017
20065,2011-2017_C1,2011-2017
38083,2011-2017_C1,2011-2017
08025,2011-2017_C1,2011-2017
08065,2011-2017_C1,2011-2017
35021,2011-2017_C1,2011-2017
20129,2011-2017_C1,2011-2017
48311,2011-2017_C1,2011-2017
48283,2011-2017_C1,2011-2017
48437,2011-2017_C1,2011-2017
47127,2011-2017_C1,2011-2017
48359,2011-2017_C1,2011-2017
13307,2011-2017_C1,2011-2017
46007,2011-2017_C1,2011-2017
32009,2011-2017_C1,2011-2017
46021,2011-2017_C1,2011-2017
56027,2011-2017_C1,2011-2017
30109,2011-2017_C1,2011-2017
08061,2011-2017_C1,2011-2017
20075,2011-2017_C1,2011-2017
20143,2011-2017_C1,2011-2017
30051,2011-2017_C1,2011-2017
46039,2011-2017_C1,2011-2017
31069,2011-2017_C1,2011-2017
48447,2011-2017_C1,2011-2017
20017,2011-2017_C1,2011-2017
08017,2011-2017_C1,2011-2017
16025,2011-2017_C1,2011-2017
46063,2011-2017_C1,2011-2017
20153,2011-2017_C1,2011-2017
13007,2011-2017_C1,2011-2017
48431,2011-2017_C1,2011-2017
49033,2011-2017_C1,2011-2017
20081,2011-2017_C1,2011-2017
31183,2011-2017_C1,2011-2017
38043,2011-2017_C1,2011-2017
46137,2011-2017_C1,2011-2017
28055,2011-2017_C1,2011-2017
48137,2011-2017_C1,2011-2017
20025,2011-2017_C1,2011-2017
16003,2011-2017_C1,2011-2017
08047,2011-2017_C1,2011-2017
26083,2011-2017_C1,2011-2017
30103,2011-2017_C1,2011-2017
31063,2011-2017_C1,2011-2017
48393,2011-2017_C1,2011-2017
30019,2011-2017_C1,2011-2017
31165,2011-2017_C1,2011-2017
31007,2011-2017_C1,2011-2017
48261,2011-2017_C1,2011-2017
48235,2011-2017_C1,2011-2017
31075,2011-2017_C1,2011-2017
38087,2011-2017_C1,2011-2017
48033,2011-2017_C1,2011-2017
30037,2011-2017_C1,2011-2017
31103,2011-2017_C1,2011-2017
31113,2011-2017_C1,2011-2017
31115,2011-2017_C1,2011-2017
30069,2011-2017_C1,2011-2017
48269,2011-2017_C1,2011-2017
48301,2011-2017_C1,2011-2017
08079,2011-2017_C1,2011-2017
38007,2011-2017_C1,2011-2017
17093,2018-2022_C1,2018-2022
34007,2018-2022_C1,2018-2022
26157,2018-2022_C1,2018-2022
21111,2018-2022_C1,2018-2022
37153,2018-2022_C1,2018-2022
27059,2018-2022_C1,2018-2022
13063,2018-2022_C1,2018-2022
15003,2018-2022_C10,2018-2022
48321,2018-2022_C1,2018-2022
06029,2018-2022_C1,2018-2022
37059,2018-2022_C1,2018-2022
12095,2018-2022_C1,2018-2022
27053,2018-2022_C1,2018-2022
19099,2018-2022_C1,2018-2022
22071,2018-2022_C1,2018-2022
06013,2018-2022_C1,2018-2022
23003,2018-2022_C1,2018-2022
06055,2018-2022_C1,2018-2022
39061,2018-2022_C1,2018-2022
12075,2018-2022_C1,2018-2022
12105,2018-2022_C1,2018-2022
47163,2018-2022_C1,2018-2022
12093,2018-2022_C1,2018-2022
05047,2018-2022_C1,2018-2022
22039,2018-2022_C1,2018-2022
39151,2018-2022_C1,2018-2022
48123,2018-2022_C1,2018-2022
28073,2018-2022_C1,2018-2022
46083,2018-2022_C1,2018-2022
12083,2018-2022_C1,2018-2022
48405,2018-2022_C1,2018-2022
12027,2018-2022_C1,2018-2022
34013,2018-2022_C1,2018-2022
06081,2018-2022_C1,2018-2022
39113,2018-2022_C1,2018-2022
25025,2018-2022_C1,2018-2022
36055,2018-2022_C1,2018-2022
24031,2018-2022_C1,2018-2022
06037,2018-2022_C1,2018-2022
22059,2018-2022_C1,2018-2022
12099,2018-2022_C1,2018-2022
40037,2018-2022_C1,2018-2022
51810,2018-2022_C1,2018-2022
34027,2018-2022_C1,2018-2022
39035,2018-2022_C1,2018-2022
37109,2018-2022_C1,2018-2022
17031,2018-2022_C1,2018-2022
39049,2018-2022_C1,2018-2022
42045,2018-2022_C1,2018-2022
27111,2018-2022_C1,2018-2022
12101,2018-2022_C1,2018-2022
36061,2018-2022_C1,2018-2022
47141,2018-2022_C1,2018-2022
42071,2018-2022_C1,2018-2022
22099,2018-2022_C1,2018-2022
21037,2018-2022_C1,2018-2022
08001,2018-2022_C1,2018-2022
40013,2018-2022_C1,2018-2022
51107,2018-2022_C1,2018-2022
36047,2018-2022_C1,2018-2022
09013,2018-2022_C1,2018-2022
06065,2018-2022_C1,2018-2022
06073,2018-2022_C1,2018-2022
26049,2018-2022_C1,2018-2022
26037,2018-2022_C1,2018-2022
42129,2018-2022_C1,2018-2022
26125,2018-2022_C1,2018-2022
12057,2018-2022_C1,2018-2022
04005,2018-2022_C1,2018-2022
20173,2018-2022_C1,2018-2022
42003,2018-2022_C1,2018-2022
48285,2018-2022_C1,2018-2022
19011,2018-2022_C1,2018-2022
31055,2018-2022_C1,2018-2022
48201,2018-2022_C1,2018-2022
26073,2018-2022_C1,2018-2022
26139,2018-2022_C1,2018-2022
22117,2018-2022_C1,2018-2022
08039,2018-2022_C1,2018-2022
18089,2018-2022_C1,2018-2022
18057,2018-2022_C1,2018-2022
08003,2018-2022_C1,2018-2022
18041,2018-2022_C1,2018-2022
39021,2018-2022_C1,2018-2022
18143,2018-2022_C1,2018-2022
48439,2018-2022_C1,2018-2022
37193,2018-2022_C1,2018-2022
26099,2018-2022_C1,2018-2022
32003,2018-2022_C1,2018-2022
01101,2018-2022_C1,2018-2022
06001,2018-2022_C1,2018-2022
05119,2018-2022_C1,2018-2022
28001,2018-2022_C1,2018-2022
09009,2018-2022_C1,2018-2022
28083,2018-2022_C1,2018-2022
22113,2018-2022_C1,2018-2022
48227,2018-2022_C1,2018-2022
42073,2018-2022_C1,2018-2022
13255,2018-2022_C1,2018-2022
25023,2018-2022_C1,2018-2022
36059,2018-2022_C1,2018-2022
48339,2018-2022_C1,2018-2022
06007,2018-2022_C1,2018-2022
17043,2018-2022_C1,2018-2022
05031,2018-2022_C1,2018-2022
29127,2018-2022_C1,2018-2022
47165,2018-2022_C1,2018-2022
28029,2018-2022_C1,2018-2022
42021,2018-2022_C1,2018-2022
39095,2018-2022_C1,2018-2022
30029,2018-2022_C1,2018-2022
12111,2018-2022_C1,2018-2022
36081,2018-2022_C1,2018-2022
48029,2018-2022_C1,2018-2022
13117,2018-2022_C1,2018-2022
13121,2018-2022_C1,2018-2022
42011,2018-2022_C1,2018-2022
48423,2018-2022_C1,2018-2022
20091,2018-2022_C1,2018-2022
08077,2018-2022_C1,2018-2022
12011,2018-2022_C1,2018-2022
36103,2018-2022_C1,2018-2022
55079,2018-2022_C1,2018-2022
04015,2018-2022_C1,2018-2022
37045,2018-2022_C1,2018-2022
53057,2018-2022_C1,2018-2022
47021,2018-2022_C1,2018-2022
17161,2018-2022_C1,2018-2022
39031,2018-2022_C1,2018-2022
53061,2018-2022_C1,2018-2022
36025,2018-2022_C1,2018-2022
21029,2018-2022_C1,2018-2022
12086,2018-2022_C1,2018-2022
21119,2018-2022_C1,2018-2022
37097,2018-2022_C1,2018-2022
06077,2018-2022_C1,2018-2022
48187,2018-2022_C1,2018-2022
13057,2018-2022_C1,2018-2022
21093,2018-2022_C1,2018-2022
26155,2018-2022_C1,2018-2022
48245,2018-2022_C1,2018-2022
56019,2018-2022_C1,2018-2022
30111,2018-2022_C1,2018-2022
39133,2018-2022_C1,2018-2022
36023,2018-2022_C1,2018-2022
27037,2018-2022_C1,2018-2022
37081,2018-2022_C1,2018-2022
42125,2018-2022_C1,2018-2022
16001,2018-2022_C1,2018-2022
09003,2018-2022_C1,2018-2022
48113,2018-2022_C1,2018-2022
06067,2018-2022_C1,2018-2022
38059,2018-2022_C1,2018-2022
22045,2018-2022_C1,2018-2022
34025,2018-2022_C1,2018-2022
21137,2018-2022_C1,2018-2022
31109,2018-2022_C1,2018-2022
24037,2018-2022_C1,2018-2022
30025,2018-2022_C1,2018-2022
26081,2018-2022_C1,2018-2022
19135,2018-2022_C1,2018-2022
08041,2018-2022_C1,2018-2022
48013,2018-2022_C1,2018-2022
28059,2018-2022_C1,2018-2022
21007,2018-2022_C1,2018-2022
36087,2018-2022_C1,2018-2022
29189,2018-2022_C1,2018-2022
34023,2018-2022_C1,2018-2022
42049,2018-2022_C1,2018-2022
53033,2018-2022_C1,2018-2022
55007,2018-2022_C1,2018-2022
17167,2018-2022_C1,2018-2022
51570,2018-2022_C1,2018-2022
28047,2018-2022_C1,2018-2022
01097,2018-2022_C1,2018-2022
51169,2018-2022_C1,2018-2022
51059,2018-2022_C1,2018-2022
36099,2018-2022_C1,2018-2022
22033,2018-2022_C1,2018-2022
55093,2018-2022_C1,2018-2022
29099,2018-2022_C1,2018-2022
35013,2018-2022_C1,2018-2022
13051,2018-2022_C1,2018-2022
23019,2018-2022_C1,2018-2022
48347,2018-2022_C1,2018-2022
40143,2018-2022_C1,2018-2022
48031,2018-2022_C1,2018-2022
12071,2018-2022_C1,2018-2022
42029,2018-2022_C1,2018-2022
47093,2018-2022_C1,2018-2022
26075,2018-2022_C1,2018-2022
55141,2018-2022_C1,2018-2022
22009,2018-2022_C1,2018-2022
22019,2018-2022_C1,2018-2022
06019,2018-2022_C1,2018-2022
12055,2018-2022_C1,2018-2022
48453,2018-2022_C1,2018-2022
13245,2018-2022_C1,2018-2022
20209,2018-2022_C1,2018-2022
04013,2018-2022_C1,2018-2022
48209,2018-2022_C1,2018-2022
32510,2018-2022_C1,2018-2022
26163,2018-2022_C1,2018-2022
55073,2018-2022_C1,2018-2022
55017,2018-2022_C1,2018-2022
36007,2018-2022_C1,2018-2022
53073,2018-2022_C1,2018-2022
34029,2018-2022_C1,2018-2022
47051,2018-2022_C1,2018-2022
16005,2018-2022_C1,2018-2022
28121,2018-2022_C1,2018-2022
37183,2018-2022_C1,2018-2022
36001,2018-2022_C1,2018-2022
18079,2018-2022_C1,2018-2022
12009,2018-2022_C1,2018-2022
13031,2018-2022_C1,2018-2022
36085,2018-2022_C7,2018-2022
35043,2018-2022_C1,2018-2022
55035,2018-2022_C1,2018-2022
37129,2018-2022_C1,2018-2022
35001,2018-2022_C1,2018-2022
27065,2018-2022_C1,2018-2022
36005,2018-2022_C1,2018-2022
25027,2018-2022_C1,2018-2022
19021,2018-2022_C1,2018-2022
29027,2018-2022_C1,2018-2022
10003,2018-2022_C1,2018-2022
37157,2018-2022_C1,2018-2022
48147,2018-2022_C1,2018-2022
13281,2018-2022_C1,2018-2022
12117,2018-2022_C1,2018-2022
39057,2018-2022_C1,2018-2022
49011,2018-2022_C1,2018-2022
55133,2018-2022_C1,2018-2022
50003,2018-2022_C1,2018-2022
06041,2018-2022_C1,2018-2022
37195,2018-2022_C1,2018-2022
19057,2018-2022_C1,2018-2022
22083,2018-2022_C1,2018-2022
31153,2018-2022_C1,2018-2022
39153,2018-2022_C1,2018-2022
47159,2018-2022_C1,2018-2022
21167,2018-2022_C1,2018-2022
29163,2018-2022_C1,2018-2022
25005,2018-2022_C1,2018-2022
06115,2018-2022_C1,2018-2022
51165,2018-2022_C1,2018-2022
29173,2018-2022_C1,2018-2022
06075,2018-2022_C1,2018-2022
17055,2018-2022_C1,2018-2022
54095,2018-2022_C1,2018-2022
05083,2018-2022_C1,2018-2022
20045,2018-2022_C1,2018-2022
47043,2018-2022_C1,2018-2022
06087,2018-2022_C1,2018-2022
27123,2018-2022_C1,2018-2022
13151,2018-2022_C1,2018-2022
56037,2018-2022_C1,2018-2022
48185,2018-2022_C1,2018-2022
54069,2018-2022_C1,2018-2022
37141,2018-2022_C1,2018-2022
24003,2018-2022_C1,2018-2022
23025,2018-2022_C1,2018-2022
37013,2018-2022_C1,2018-2022
01127,2018-2022_C1,2018-2022
48115,2018-2022_C1,2018-2022
39019,2018-2022_C1,2018-2022
48135,2018-2022_C1,2018-2022
06059,2018-2022_C1,2018-2022
39165,2018-2022_C1,2018-2022
40079,2018-2022_C1,2018-2022
55105,2018-2022_C1,2018-2022
54081,2018-2022_C1,2018-2022
53027,2018-2022_C1,2018-2022
36049,2018-2022_C1,2018-2022
55101,2018-2022_C1,2018-2022
37175,2018-2022_C1,2018-2022
37071,2018-2022_C1,2018-2022
41035,2018-2022_C1,2018-2022
48139,2018-2022_C1,2018-2022
42101,2018-2022_C1,2018-2022
04019,2018-2022_C1,2018-2022
24510,2018-2022_C1,2018-2022
41071,2018-2022_C1,2018-2022
19163,2018-2022_C1,2018-2022
01069,2018-2022_C1,2018-2022
41051,2018-2022_C1,2018-2022
01073,2018-2022_C1,2018-2022
35059,2018-2022_C1,2018-2022
25017,2018-2022_C1,2018-2022
51173,2018-2022_C1,2018-2022
06071,2018-2022_C1,2018-2022
37181,2018-2022_C1,2018-2022
31025,2018-2022_C1,2018-2022
51069,2018-2022_C1,2018-2022
42043,2018-2022_C1,2018-2022
49021,2018-2022_C1,2018-2022
29031,2018-2022_C1,2018-2022
17121,2018-2022_C1,2018-2022
38031,2018-2022_C1,2018-2022
42005,2018-2022_C1,2018-2022
47083,2018-2022_C1,2018-2022
30013,2018-2022_C1,2018-2022
34039,2018-2022_C1,2018-2022
51121,2018-2022_C1,2018-2022
44007,2018-2022_C1,2018-2022
46051,2018-2022_C1,2018-2022
12127,2018-2022_C1,2018-2022
47069,2018-2022_C1,2018-2022
16055,2018-2022_C1,2018-2022
42095,2018-2022_C1,2018-2022
08035,2018-2022_C1,2018-2022
12085,2018-2022_C1,2018-2022
23005,2018-2022_C1,2018-2022
09011,2018-2022_C1,2018-2022
13223,2018-2022_C1,2018-2022
04021,2018-2022_C1,2018-2022
24005,2018-2022_C1,2018-2022
48021,2018-2022_C1,2018-2022
49035,2018-2022_C1,2018-2022
53053,2018-2022_C1,2018-2022
45041,2018-2022_C1,2018-2022
48441,2018-2022_C1,2018-2022
47019,2018-2022_C1,2018-2022
34005,2018-2022_C1,2018-2022
28043,2018-2022_C1,2018-2022
37119,2018-2022_C1,2018-2022
42075,2018-2022_C1,2018-2022
47081,2018-2022_C1,2018-2022
48189,2018-2022_C1,2018-2022
42019,2018-2022_C1,2018-2022
39033,2018-2022_C1,2018-2022
13195,2018-2022_C1,2018-2022
26005,2018-2022_C1,2018-2022
42013,2018-2022_C1,2018-2022
41067,2018-2022_C1,2018-2022
40147,2018-2022_C1,2018-2022
26161,2018-2022_C1,2018-2022
34001,2018-2022_C1,2018-2022
06079,2018-2022_C1,2018-2022
54003,2018-2022_C1,2018-2022
11001,2018-2022_C1,2018-2022
45079,2018-2022_C1,2018-2022
36011,2018-2022_C1,2018-2022
48485,2018-2022_C1,2018-2022
42017,2018-2022_C1,2018-2022
51061,2018-2022_C1,2018-2022
21043,2018-2022_C1,2018-2022
17097,2018-2022_C1,2018-2022
06025,2018-2022_C1,2018-2022
53071,2018-2022_C1,2018-2022
48099,2018-2022_C1,2018-2022
29071,2018-2022_C1,2018-2022
39149,2018-2022_C1,2018-2022
22005,2018-2022_C1,2018-2022
01089,2018-2022_C1,2018-2022
37065,2018-2022_C1,2018-2022
17119,2018-2022_C1,2018-2022
25013,2018-2022_C1,2018-2022
19041,2018-2022_C1,2018-2022
40063,2018-2022_C1,2018-2022
12115,2018-2022_C1,2018-2022
01095,2018-2022_C1,2018-2022
48427,2018-2022_C1,2018-2022
45007,2018-2022_C1,2018-2022
37075,2018-2022_C1,2018-2022
09001,2018-2022_C1,2018-2022
12061,2018-2022_C1,2018-2022
06061,2018-2022_C1,2018-2022
41019,2018-2022_C1,2018-2022
37133,2018-2022_C1,2018-2022
26017,2018-2022_C1,2018-2022
47149,2018-2022_C1,2018-2022
19113,2018-2022_C1,2018-2022
45091,2018-2022_C1,2018-2022
28035,2018-2022_C1,2018-2022
01119,2018-2022_C1,2018-2022
05045,2018-2022_C1,2018-2022
34017,2018-2022_C1,2018-2022
48063,2018-2022_C1,2018-2022
13095,2018-2022_C1,2018-2022
39077,2018-2022_C1,2018-2022
55063,2018-2022_C1,2018-2022
47037,2018-2022_C1,2018-2022
18127,2018-2022_C1,2018-2022
05117,2018-2022_C1,2018-2022
21067,2018-2022_C1,2018-2022
48091,2018-2022_C1,2018-2022
19065,2018-2022_C1,2018-2022
36119,2018-2022_C1,2018-2022
51133,2018-2022_C1,2018-2022
35015,2018-2022_C1,2018-2022
35035,2018-2022_C1,2018-2022
39089,2018-2022_C1,2018-2022
01077,2018-2022_C1,2018-2022
51510,2018-2022_C1,2018-2022
29510,2018-2022_C1,2018-2022
26087,2018-2022_C1,2018-2022
39073,2018-2022_C1,2018-2022
12017,2018-2022_C1,2018-2022
19153,2018-2022_C1,2018-2022
21011,2018-2022_C1,2018-2022
01045,2018-2022_C1,2018-2022
21081,2018-2022_C1,2018-2022
40081,2018-2022_C1,2018-2022
37067,2018-2022_C1,2018-2022
48041,2018-2022_C1,2018-2022
26025,2018-2022_C1,2018-2022
12031,2018-2022_C1,2018-2022
12125,2018-2022_C1,2018-2022
41017,2018-2022_C1,2018-2022
36027,2018-2022_C1,2018-2022
18097,2018-2022_C1,2018-2022
24013,2018-2022_C1,2018-2022
06053,2018-2022_C1,2018-2022
34031,2018-2022_C1,2018-2022
33015,2018-2022_C1,2018-2022
29095,2018-2022_C1,2018-2022
51147,2018-2022_C1,2018-2022
22011,2018-2022_C1,2018-2022
37171,2018-2022_C1,2018-2022
06113,2018-2022_C1,2018-2022
13157,2018-2022_C1,2018-2022
25003,2018-2022_C1,2018-2022
41045,2018-2022_C1,2018-2022
47123,2018-2022_C1,2018-2022
05025,2018-2022_C1,2018-2022
39023,2018-2022_C1,2018-2022
26077,2018-2022_C1,2018-2022
55009,2018-2022_C1,2018-2022
48451,2018-2022_C1,2018-2022
06111,2018-2022_C1,2018-2022
12015,2018-2022_C1,2018-2022
37107,2018-2022_C1,2018-2022
47035,2018-2022_C1,2018-2022
47105,2018-2022_C1,2018-2022
26147,2018-2022_C1,2018-2022
53077,2018-2022_C1,2018-2022
40139,2018-2022_C1,2018-2022
48355,2018-2022_C1,2018-2022
37147,2018-2022_C1,2018-2022
45015,2018-2022_C1,2018-2022
06085,2018-2022_C1,2018-2022
17141,2018-2022_C1,2018-2022
48255,2018-2022_C1,2018-2022
13055,2018-2022_C1,2018-2022
34009,2018-2022_C1,2018-2022
31067,2018-2022_C1,2018-2022
26021,2018-2022_C1,2018-2022
37125,2018-2022_C1,2018-2022
39093,2018-2022_C1,2018-2022
01051,2018-2022_C1,2018-2022
41005,2018-2022_C1,2018-2022
01003,2018-2022_C1,2018-2022
55075,2018-2022_C1,2018-2022
12097,2018-2022_C1,2018-2022
18011,2018-2022_C1,2018-2022
48309,2018-2022_C1,2018-2022
12091,2018-2022_C1,2018-2022
21049,2018-2022_C1,2018-2022
37121,2018-2022_C1,2018-2022
40007,2018-2022_C1,2018-2022
39029,2018-2022_C1,2018-2022
36035,2018-2022_C1,2018-2022
36029,2018-2022_C1,2018-2022
24025,2018-2022_C1,2018-2022
18003,2018-2022_C1,2018-2022
48291,2018-2022_C1,2018-2022
18071,2018-2022_C1,2018-2022
20043,2018-2022_C1,2018-2022
39175,2018-2022_C1,2018-2022
29105,2018-2022_C1,2018-2022
08093,2018-2022_C1,2018-2022
53005,2018-2022_C1,2018-2022
42033,2018-2022_C1,2018-2022
51095,2018-2022_C1,2018-2022
29109,2018-2022_C1,2018-2022
13067,2018-2022_C1,2018-2022
48141,2018-2022_C1,2018-2022
53041,2018-2022_C1,2018-2022
48085,2018-2022_C1,2018-2022
48491,2018-2022_C1,2018-2022
29135,2018-2022_C1,2018-2022
19043,2018-2022_C1,2018-2022
48361,2018-2022_C1,2018-2022
13313,2018-2022_C1,2018-2022
18163,2018-2022_C1,2018-2022
37159,2018-2022_C1,2018-2022
45027,2018-2022_C1,2018-2022
18053,2018-2022_C1,2018-2022
53025,2018-2022_C1,2018-2022
36013,2018-2022_C1,2018-2022
34011,2018-2022_C1,2018-2022
34041,2018-2022_C1,2018-2022
21233,2018-2022_C1,2018-2022
17029,2018-2022_C1,2018-2022
17143,2018-2022_C1,2018-2022
25001,2018-2022_C1,2018-2022
12021,2018-2022_C1,2018-2022
24015,2018-2022_C1,2018-2022
17037,2018-2022_C1,2018-2022
18077,2018-2022_C1,2018-2022
04003,2018-2022_C1,2018-2022
49047,2018-2022_C1,2018-2022
13089,2018-2022_C1,2018-2022
36067,2018-2022_C1,2018-2022
18107,2018-2022_C1,2018-2022
47063,2018-2022_C1,2018-2022
12113,2018-2022_C1,2018-2022
01007,2018-2022_C1,2018-2022
21051,2018-2022_C1,2018-2022
42007,2018-2022_C1,2018-2022
12019,2018-2022_C1,2018-2022
47183,2018-2022_C1,2018-2022
26145,2018-2022_C1,2018-2022
45003,2018-2022_C1,2018-2022
53063,2018-2022_C1,2018-2022
29165,2018-2022_C1,2018-2022
54107,2018-2022_C1,2018-2022
27035,2018-2022_C1,2018-2022
37063,2018-2022_C1,2018-2022
22051,2018-2022_C1,2018-2022
34035,2018-2022_C1,2018-2022
12073,2018-2022_C1,2018-2022
39027,2018-2022_C1,2018-2022
36063,2018-2022_C1,2018-2022
02020,2018-2022_C2,2018-2022
54007,2018-2022_C1,2018-2022
06103,2018-2022_C1,2018-2022
28049,2018-2022_C1,2018-2022
28081,2018-2022_C1,2018-2022
20061,2018-2022_C1,2018-2022
08069,2018-2022_C1,2018-2022
50025,2018-2022_C1,2018-2022
17201,2018-2022_C1,2018-2022
24017,2018-2022_C1,2018-2022
13119,2018-2022_C1,2018-2022
18021,2018-2022_C1,2018-2022
37151,2018-2022_C1,2018-2022
21097,2018-2022_C1,2018-2022
53015,2018-2022_C1,2018-2022
23031,2018-2022_C1,2018-2022
13285,2018-2022_C1,2018-2022
37155,2018-2022_C1,2018-2022
22095,2018-2022_C1,2018-2022
27125,2018-2022_C1,2018-2022
29181,2018-2022_C1,2018-2022
42025,2018-2022_C1,2018-2022
22079,2018-2022_C1,2018-2022
21227,2018-2022_C1,2018-2022
23011,2018-2022_C1,2018-2022
18141,2018-2022_C1,2018-2022
29147,2018-2022_C1,2018-2022
39155,2018-2022_C1,2018-2022
47187,2018-2022_C1,2018-2022
42055,2018-2022_C1,2018-2022
39085,2018-2022_C1,2018-2022
51149,2018-2022_C1,2018-2022
42041,2018-2022_C1,2018-2022
26131,2018-2022_C1,2018-2022
12081,2018-2022_C1,2018-2022
37003,2018-2022_C1,2018-2022
29185,2018-2022_C1,2018-2022
30063,2018-2022_C1,2018-2022
51087,2018-2022_C1,2018-2022
18177,2018-2022_C1,2018-2022
06107,2018-2022_C1,2018-2022
48071,2018-2022_C1,2018-2022
53047,2018-2022_C1,2018-2022
48097,2018-2022_C1,2018-2022
18085,2018-2022_C1,2018-2022
17169,2018-2022_C1,2018-2022
28037,2018-2022_C1,2018-2022
25009,2018-2022_C1,2018-2022
19061,2018-2022_C1,2018-2022
48213,2018-2022_C1,2018-2022
13085,2018-2022_C1,2018-2022
22103,2018-2022_C1,2018-2022
40109,2018-2022_C1,2018-2022
36117,2018-2022_C1,2018-2022
17071,2018-2022_C1,2018-2022
42083,2018-2022_C1,2018-2022
06097,2018-2022_C1,2018-2022
18039,2018-2022_C1,2018-2022
04009,2018-2022_C1,2018-2022
13247,2018-2022_C1,2018-2022
17115,2018-2022_C1,2018-2022
48401,2018-2022_C1,2018-2022
18073,2018-2022_C1,2018-2022
18095,2018-2022_C1,2018-2022
45057,2018-2022_C1,2018-2022
12069,2018-2022_C1,2018-2022
48039,2018-2022_C1,2018-2022
51041,2018-2022_C1,2018-2022
17113,2018-2022_C1,2018-2022
20019,2018-2022_C1,2018-2022
17057,2018-2022_C1,2018-2022
28025,2018-2022_C1,2018-2022
47099,2018-2022_C1,2018-2022
28087,2018-2022_C1,2018-2022
13139,2018-2022_C1,2018-2022
40113,2018-2022_C1,2018-2022
17145,2018-2022_C1,2018-2022
05093,2018-2022_C1,2018-2022
12109,2018-2022_C1,2018-2022
36079,2018-2022_C1,2018-2022
48375,2018-2022_C1,2018-2022
22111,2018-2022_C1,2018-2022
17183,2018-2022_C1,2018-2022
42091,2018-2022_C1,2018-2022
10005,2018-2022_C1,2018-2022
45013,2018-2022_C1,2018-2022
42079,2018-2022_C1,2018-2022
24035,2018-2022_C1,2018-2022
51640,2018-2022_C1,2018-2022
21211,2018-2022_C1,2018-2022
55123,2018-2022_C1,2018-2022
39157,2018-2022_C1,2018-2022
40027,2018-2022_C1,2018-2022
51089,2018-2022_C1,2018-2022
08119,2018-2022_C1,2018-2022
26165,2018-2022_C1,2018-2022
47189,2018-2022_C1,2018-2022
48381,2018-2022_C1,2018-2022
26031,2018-2022_C1,2018-2022
41039,2018-2022_C1,2018-2022
46095,2018-2022_C1,2018-2022
20005,2018-2022_C1,2018-2022
23023,2018-2022_C1,2018-2022
54033,2018-2022_C1,2018-2022
42009,2018-2022_C1,2018-2022
12119,2018-2022_C1,2018-2022
13153,2018-2022_C1,2018-2022
48253,2018-2022_C1,2018-2022
13235,2018-2022_C1,2018-2022
26105,2018-2022_C1,2018-2022
23029,2018-2022_C1,2018-2022
47089,2018-2022_C1,2018-2022
35045,2018-2022_C1,2018-2022
27009,2018-2022_C1,2018-2022
21003,2018-2022_C1,2018-2022
25021,2018-2022_C1,2018-2022
46099,2018-2022_C1,2018-2022
29215,2018-2022_C1,2018-2022
39087,2018-2022_C1,2018-2022
21229,2018-2022_C1,2018-2022
18059,2018-2022_C1,2018-2022
