county_ihme,cluster,period
29111,1999-2004_C1,1999-2004
22075,1999-2004_C1,1999-2004
21163,1999-2004_C1,1999-2004
55029,1999-2004_C1,1999-2004
21115,1999-2004_C1,1999-2004
28131,1999-2004_C1,1999-2004
39001,1999-2004_C1,1999-2004
37197,1999-2004_C1,1999-2004
31151,1999-2004_C1,1999-2004
12027,1999-2004_C1,1999-2004
37121,1999-2004_C1,1999-2004
39037,1999-2004_C1,1999-2004
55045,1999-2004_C1,1999-2004
26119,1999-2004_C1,1999-2004
54013,1999-2004_C1,1999-2004
18153,1999-2004_C1,1999-2004
20055,1999-2004_C1,1999-2004
36039,1999-2004_C1,1999-2004
55047,1999-2004_C1,1999-2004
55129,1999-2004_C1,1999-2004
40075,1999-2004_C1,1999-2004
22125,1999-2004_C1,1999-2004
42131,1999-2004_C1,1999-2004
22113,1999-2004_C1,1999-2004
46102,1999-2004_C1,1999-2004
22101,1999-2004_C1,1999-2004
23013,1999-2004_C1,1999-2004
31073,1999-2004_C1,1999-2004
28051,1999-2004_C1,1999-2004
48503,1999-2004_C1,1999-2004
48065,1999-2004_C1,1999-2004
55077,1999-2004_C1,1999-2004
54005,1999-2004_C1,1999-2004
31027,1999-2004_C1,1999-2004
26001,1999-2004_C1,1999-2004
21225,1999-2004_C1,1999-2004
40053,1999-2004_C1,1999-2004
36097,1999-2004_C1,1999-2004
48427,1999-2004_C1,1999-2004
36121,1999-2004_C1,1999-2004
21191,1999-2004_C1,1999-2004
31131,1999-2004_C1,1999-2004
53047,1999-2004_C1,1999-2004
19021,1999-2004_C1,1999-2004
41063,1999-2004_C1,1999-2004
19145,1999-2004_C1,1999-2004
27031,1999-2004_C1,1999-2004
48313,1999-2004_C1,1999-2004
05017,1999-2004_C1,1999-2004
08117,1999-2004_C1,1999-2004
17051,1999-2004_C1,1999-2004
53043,1999-2004_C1,1999-2004
47159,1999-2004_C1,1999-2004
18015,1999-2004_C1,1999-2004
22093,1999-2004_C1,1999-2004
48047,1999-2004_C1,1999-2004
29125,1999-2004_C1,1999-2004
51045,1999-2004_C1,1999-2004
47005,1999-2004_C1,1999-2004
05065,1999-2004_C1,1999-2004
55051,1999-2004_C1,1999-2004
28159,1999-2004_C1,1999-2004
38057,1999-2004_C1,1999-2004
20197,1999-2004_C1,1999-2004
13019,1999-2004_C1,1999-2004
01109,1999-2004_C1,1999-2004
47107,1999-2004_C1,1999-2004
08035,1999-2004_C1,1999-2004
47049,1999-2004_C1,1999-2004
13263,1999-2004_C1,1999-2004
12129,1999-2004_C1,1999-2004
20051,1999-2004_C1,1999-2004
49025,1999-2004_C1,1999-2004
21025,1999-2004_C1,1999-2004
48225,1999-2004_C1,1999-2004
45005,1999-2004_C1,1999-2004
13205,1999-2004_C1,1999-2004
16053,1999-2004_C1,1999-2004
29229,1999-2004_C1,1999-2004
05081,1999-2004_C1,1999-2004
29171,1999-2004_C1,1999-2004
40091,1999-2004_C1,1999-2004
31181,1999-2004_C1,1999-2004
54043,1999-2004_C1,1999-2004
35053,1999-2004_C1,1999-2004
48013,1999-2004_C1,1999-2004
29025,1999-2004_C1,1999-2004
51101,1999-2004_C1,1999-2004
01081,1999-2004_C1,1999-2004
37137,1999-2004_C1,1999-2004
28025,1999-2004_C1,1999-2004
51029,1999-2004_C1,1999-2004
48379,1999-2004_C1,1999-2004
53003,1999-2004_C1,1999-2004
13209,1999-2004_C1,1999-2004
13169,1999-2004_C1,1999-2004
40083,1999-2004_C1,1999-2004
29081,1999-2004_C1,1999-2004
47135,1999-2004_C1,1999-2004
04009,1999-2004_C1,1999-2004
20191,1999-2004_C1,1999-2004
48351,1999-2004_C1,1999-2004
13043,1999-2004_C1,1999-2004
31057,1999-2004_C1,1999-2004
51730,1999-2004_C1,1999-2004
39009,1999-2004_C1,1999-2004
06049,1999-2004_C1,1999-2004
04023,1999-2004_C1,1999-2004
30095,1999-2004_C1,1999-2004
37115,1999-2004_C1,1999-2004
13145,1999-2004_C1,1999-2004
49051,1999-2004_C1,1999-2004
29073,1999-2004_C1,1999-2004
56005,1999-2004_C1,1999-2004
47101,1999-2004_C1,1999-2004
51036,1999-2004_C1,1999-2004
21169,1999-2004_C1,1999-2004
40093,1999-2004_C1,1999-2004
47171,1999-2004_C1,1999-2004
20137,1999-2004_C1,1999-2004
19019,1999-2004_C1,1999-2004
40149,1999-2004_C1,1999-2004
05091,1999-2004_C1,1999-2004
41037,1999-2004_C1,1999-2004
19191,1999-2004_C1,1999-2004
01027,1999-2004_C1,1999-2004
13009,1999-2004_C1,1999-2004
35007,1999-2004_C1,1999-2004
26141,1999-2004_C1,1999-2004
29149,1999-2004_C1,1999-2004
05063,1999-2004_C1,1999-2004
47129,1999-2004_C1,1999-2004
18117,1999-2004_C1,1999-2004
27103,1999-2004_C1,1999-2004
55019,1999-2004_C1,1999-2004
56013,1999-2004_C1,1999-2004
41007,1999-2004_C1,1999-2004
28005,1999-2004_C1,1999-2004
48095,1999-2004_C1,1999-2004
29215,1999-2004_C1,1999-2004
06043,1999-2004_C1,1999-2004
22029,1999-2004_C1,1999-2004
32001,1999-2004_C1,1999-2004
35033,1999-2004_C1,1999-2004
05087,1999-2004_C1,1999-2004
37011,1999-2004_C1,1999-2004
35003,1999-2004_C1,1999-2004
29217,1999-2004_C1,1999-2004
30099,1999-2004_C1,1999-2004
21033,1999-2004_C1,1999-2004
45053,1999-2004_C1,1999-2004
05077,1999-2004_C1,1999-2004
13221,1999-2004_C1,1999-2004
20149,1999-2004_C1,1999-2004
02170,1999-2004_C2,1999-2004
17045,1999-2004_C1,1999-2004
13283,1999-2004_C1,1999-2004
27023,1999-2004_C1,1999-2004
21143,1999-2004_C1,1999-2004
51137,1999-2004_C1,1999-2004
17083,1999-2004_C1,1999-2004
40121,1999-2004_C1,1999-2004
22025,1999-2004_C1,1999-2004
46003,1999-2004_C1,1999-2004
54083,1999-2004_C1,1999-2004
18135,1999-2004_C1,1999-2004
48455,1999-2004_C1,1999-2004
20049,1999-2004_C1,1999-2004
51678,1999-2004_C1,1999-2004
38013,1999-2004_C1,1999-2004
13129,1999-2004_C1,1999-2004
55015,1999-2004_C1,1999-2004
22035,1999-2004_C1,1999-2004
29017,1999-2004_C1,1999-2004
19017,1999-2004_C1,1999-2004
19141,1999-2004_C1,1999-2004
40011,1999-2004_C1,1999-2004
39091,1999-2004_C1,1999-2004
17047,1999-2004_C1,1999-2004
16069,1999-2004_C1,1999-2004
19095,1999-2004_C1,1999-2004
21127,1999-2004_C1,1999-2004
51043,1999-2004_C1,1999-2004
31185,1999-2004_C1,1999-2004
55093,1999-2004_C1,1999-2004
48475,1999-2004_C1,1999-2004
21121,1999-2004_C1,1999-2004
47095,1999-2004_C1,1999-2004
40095,1999-2004_C1,1999-2004
35031,1999-2004_C1,1999-2004
39163,1999-2004_C1,1999-2004
29181,1999-2004_C1,1999-2004
27065,1999-2004_C1,1999-2004
05099,1999-2004_C1,1999-2004
21193,1999-2004_C1,1999-2004
27045,1999-2004_C1,1999-2004
19003,1999-2004_C1,1999-2004
29167,1999-2004_C1,1999-2004
28103,1999-2004_C1,1999-2004
13181,1999-2004_C1,1999-2004
55061,1999-2004_C1,1999-2004
12041,1999-2004_C1,1999-2004
38079,1999-2004_C1,1999-2004
20185,1999-2004_C1,1999-2004
17065,1999-2004_C1,1999-2004
27125,1999-2004_C1,1999-2004
55097,1999-2004_C1,1999-2004
21055,1999-2004_C1,1999-2004
17147,1999-2004_C1,1999-2004
05061,1999-2004_C1,1999-2004
05049,1999-2004_C1,1999-2004
56029,1999-2004_C1,1999-2004
54087,1999-2004_C1,1999-2004
17087,1999-2004_C1,1999-2004
29045,1999-2004_C1,1999-2004
49017,1999-2004_C1,1999-2004
48299,1999-2004_C1,1999-2004
51105,1999-2004_C1,1999-2004
31093,1999-2004_C1,1999-2004
38099,1999-2004_C1,1999-2004
18075,1999-2004_C1,1999-2004
21051,1999-2004_C1,1999-2004
02188,1999-2004_C2,1999-2004
21139,1999-2004_C1,1999-2004
30023,1999-2004_C1,1999-2004
46043,1999-2004_C1,1999-2004
27015,1999-2004_C1,1999-2004
40081,1999-2004_C1,1999-2004
12037,1999-2004_C1,1999-2004
45009,1999-2004_C1,1999-2004
17007,1999-2004_C1,1999-2004
06005,1999-2004_C1,1999-2004
49041,1999-2004_C1,1999-2004
40107,1999-2004_C1,1999-2004
19093,1999-2004_C1,1999-2004
13257,1999-2004_C1,1999-2004
25019,NA,1999-2004
39117,1999-2004_C1,1999-2004
48323,1999-2004_C1,1999-2004
13007,1999-2004_C1,1999-2004
16043,1999-2004_C1,1999-2004
06021,1999-2004_C1,1999-2004
51049,1999-2004_C1,1999-2004
51057,1999-2004_C1,1999-2004
48495,1999-2004_C1,1999-2004
49045,1999-2004_C1,1999-2004
26039,1999-2004_C1,1999-2004
54077,1999-2004_C1,1999-2004
47081,1999-2004_C1,1999-2004
29075,1999-2004_C1,1999-2004
28129,1999-2004_C1,1999-2004
19083,1999-2004_C1,1999-2004
41013,1999-2004_C1,1999-2004
38091,1999-2004_C1,1999-2004
05107,1999-2004_C1,1999-2004
01067,1999-2004_C1,1999-2004
29087,1999-2004_C1,1999-2004
01011,1999-2004_C1,1999-2004
06035,1999-2004_C1,1999-2004
49023,1999-2004_C1,1999-2004
17003,1999-2004_C1,1999-2004
29129,1999-2004_C1,1999-2004
30009,1999-2004_C1,1999-2004
18123,1999-2004_C1,1999-2004
29141,1999-2004_C1,1999-2004
05041,1999-2004_C1,1999-2004
21223,1999-2004_C1,1999-2004
41027,1999-2004_C1,1999-2004
13229,1999-2004_C1,1999-2004
16087,1999-2004_C1,1999-2004
12067,1999-2004_C1,1999-2004
27117,1999-2004_C1,1999-2004
21023,1999-2004_C1,1999-2004
51167,1999-2004_C1,1999-2004
55103,1999-2004_C1,1999-2004
48031,1999-2004_C1,1999-2004
51071,1999-2004_C1,1999-2004
31125,1999-2004_C1,1999-2004
08095,1999-2004_C1,1999-2004
21027,1999-2004_C1,1999-2004
20107,1999-2004_C1,1999-2004
16059,1999-2004_C1,1999-2004
08099,1999-2004_C1,1999-2004
29203,1999-2004_C1,1999-2004
31039,1999-2004_C1,1999-2004
05149,1999-2004_C1,1999-2004
48287,1999-2004_C1,1999-2004
48153,1999-2004_C1,1999-2004
30017,1999-2004_C1,1999-2004
13183,1999-2004_C1,1999-2004
27039,1999-2004_C1,1999-2004
53075,1999-2004_C1,1999-2004
51119,1999-2004_C1,1999-2004
13011,1999-2004_C1,1999-2004
51175,1999-2004_C1,1999-2004
30005,1999-2004_C1,1999-2004
22043,1999-2004_C1,1999-2004
53065,1999-2004_C1,1999-2004
28153,1999-2004_C1,1999-2004
46025,1999-2004_C1,1999-2004
27011,1999-2004_C1,1999-2004
27081,1999-2004_C1,1999-2004
20207,1999-2004_C1,1999-2004
22011,1999-2004_C1,1999-2004
48207,1999-2004_C1,1999-2004
21239,1999-2004_C1,1999-2004
22083,1999-2004_C1,1999-2004
01019,1999-2004_C1,1999-2004
48297,1999-2004_C1,1999-2004
47057,1999-2004_C1,1999-2004
37039,1999-2004_C1,1999-2004
18055,1999-2004_C1,1999-2004
16009,1999-2004_C1,1999-2004
02110,1999-2004_C4,1999-2004
48249,1999-2004_C1,1999-2004
21141,1999-2004_C1,1999-2004
16041,1999-2004_C1,1999-2004
19035,1999-2004_C1,1999-2004
21011,1999-2004_C1,1999-2004
17139,1999-2004_C1,1999-2004
13289,1999-2004_C1,1999-2004
55069,1999-2004_C1,1999-2004
20123,1999-2004_C1,1999-2004
17175,1999-2004_C1,1999-2004
51115,1999-2004_C1,1999-2004
31033,1999-2004_C1,1999-2004
05015,1999-2004_C1,1999-2004
21085,1999-2004_C1,1999-2004
13107,1999-2004_C1,1999-2004
20135,1999-2004_C1,1999-2004
05029,1999-2004_C1,1999-2004
51007,1999-2004_C1,1999-2004
29117,1999-2004_C1,1999-2004
01131,1999-2004_C1,1999-2004
28133,1999-2004_C1,1999-2004
21219,1999-2004_C1,1999-2004
16049,1999-2004_C1,1999-2004
53023,1999-2004_C1,1999-2004
32027,1999-2004_C1,1999-2004
51021,1999-2004_C1,1999-2004
51017,1999-2004_C1,1999-2004
21091,1999-2004_C1,1999-2004
22061,1999-2004_C1,1999-2004
48357,1999-2004_C1,1999-2004
30089,1999-2004_C1,1999-2004
27101,1999-2004_C1,1999-2004
37043,1999-2004_C1,1999-2004
13321,1999-2004_C1,1999-2004
48171,1999-2004_C1,1999-2004
17013,1999-2004_C1,1999-2004
51610,1999-2004_C1,1999-2004
29009,1999-2004_C1,1999-2004
26131,1999-2004_C1,1999-2004
08075,1999-2004_C1,1999-2004
13173,1999-2004_C1,1999-2004
21077,1999-2004_C1,1999-2004
13085,1999-2004_C1,1999-2004
19185,1999-2004_C1,1999-2004
46123,1999-2004_C1,1999-2004
31015,1999-2004_C1,1999-2004
17169,1999-2004_C1,1999-2004
01079,1999-2004_C1,1999-2004
26019,1999-2004_C1,1999-2004
18047,1999-2004_C1,1999-2004
21213,1999-2004_C1,1999-2004
27165,1999-2004_C1,1999-2004
48429,1999-2004_C1,1999-2004
21105,1999-2004_C1,1999-2004
48399,1999-2004_C1,1999-2004
29041,1999-2004_C1,1999-2004
27143,1999-2004_C1,1999-2004
19117,1999-2004_C1,1999-2004
05001,1999-2004_C1,1999-2004
19089,1999-2004_C1,1999-2004
19065,1999-2004_C1,1999-2004
06009,1999-2004_C1,1999-2004
48191,1999-2004_C1,1999-2004
47033,1999-2004_C1,1999-2004
13049,1999-2004_C1,1999-2004
20033,1999-2004_C1,1999-2004
48083,1999-2004_C1,1999-2004
28111,1999-2004_C1,1999-2004
16013,1999-2004_C1,1999-2004
19055,1999-2004_C1,1999-2004
40141,1999-2004_C1,1999-2004
27055,1999-2004_C1,1999-2004
35019,1999-2004_C1,1999-2004
30087,1999-2004_C1,1999-2004
19121,1999-2004_C1,1999-2004
31163,1999-2004_C1,1999-2004
42023,1999-2004_C1,1999-2004
21237,1999-2004_C1,1999-2004
38069,1999-2004_C1,1999-2004
16051,1999-2004_C1,1999-2004
46045,1999-2004_C1,1999-2004
20063,1999-2004_C1,1999-2004
49039,1999-2004_C1,1999-2004
37093,1999-2004_C1,1999-2004
22081,1999-2004_C1,1999-2004
05037,1999-2004_C1,1999-2004
06091,1999-2004_C1,1999-2004
29005,1999-2004_C1,1999-2004
21131,1999-2004_C1,1999-2004
20069,1999-2004_C1,1999-2004
22111,1999-2004_C1,1999-2004
17075,1999-2004_C1,1999-2004
20145,1999-2004_C1,1999-2004
17053,1999-2004_C1,1999-2004
51183,1999-2004_C1,1999-2004
20183,1999-2004_C1,1999-2004
21001,1999-2004_C1,1999-2004
08055,1999-2004_C1,1999-2004
25007,NA,1999-2004
55119,1999-2004_C1,1999-2004
31173,1999-2004_C1,1999-2004
48267,1999-2004_C1,1999-2004
16037,1999-2004_C1,1999-2004
46109,1999-2004_C1,1999-2004
01037,1999-2004_C1,1999-2004
13269,1999-2004_C1,1999-2004
47169,1999-2004_C1,1999-2004
21161,1999-2004_C1,1999-2004
38005,1999-2004_C1,1999-2004
51131,1999-2004_C1,1999-2004
27153,1999-2004_C1,1999-2004
28117,1999-2004_C1,1999-2004
20007,1999-2004_C1,1999-2004
39067,1999-2004_C1,1999-2004
46007,1999-2004_C1,1999-2004
12123,1999-2004_C1,1999-2004
48017,1999-2004_C1,1999-2004
17009,1999-2004_C1,1999-2004
01085,1999-2004_C1,1999-2004
40085,1999-2004_C1,1999-2004
48397,1999-2004_C1,1999-2004
02050,1999-2004_C2,1999-2004
53055,NA,1999-2004
20195,1999-2004_C1,1999-2004
31159,1999-2004_C1,1999-2004
05083,1999-2004_C1,1999-2004
20039,1999-2004_C1,1999-2004
48461,1999-2004_C1,1999-2004
29007,1999-2004_C1,1999-2004
55078,1999-2004_C1,1999-2004
08049,1999-2004_C1,1999-2004
46015,1999-2004_C1,1999-2004
17067,1999-2004_C1,1999-2004
20167,1999-2004_C1,1999-2004
28019,1999-2004_C1,1999-2004
37199,1999-2004_C1,1999-2004
31031,1999-2004_C1,1999-2004
31003,1999-2004_C1,1999-2004
21135,1999-2004_C1,1999-2004
38063,1999-2004_C1,1999-2004
20027,1999-2004_C1,1999-2004
29079,1999-2004_C1,1999-2004
21153,1999-2004_C1,1999-2004
17171,1999-2004_C1,1999-2004
38075,1999-2004_C1,1999-2004
21155,1999-2004_C1,1999-2004
53013,1999-2004_C1,1999-2004
22003,1999-2004_C1,1999-2004
48413,1999-2004_C1,1999-2004
27107,1999-2004_C1,1999-2004
28063,1999-2004_C1,1999-2004
28015,1999-2004_C1,1999-2004
48059,1999-2004_C1,1999-2004
38031,1999-2004_C1,1999-2004
27069,1999-2004_C1,1999-2004
38009,1999-2004_C1,1999-2004
38067,1999-2004_C1,1999-2004
08125,1999-2004_C1,1999-2004
19197,1999-2004_C1,1999-2004
13061,1999-2004_C1,1999-2004
17071,1999-2004_C1,1999-2004
18131,1999-2004_C1,1999-2004
22013,1999-2004_C1,1999-2004
13123,1999-2004_C1,1999-2004
55041,1999-2004_C1,1999-2004
38053,1999-2004_C1,1999-2004
49019,1999-2004_C1,1999-2004
45017,1999-2004_C1,1999-2004
27071,1999-2004_C1,1999-2004
13191,1999-2004_C1,1999-2004
31121,1999-2004_C1,1999-2004
18115,1999-2004_C1,1999-2004
20163,1999-2004_C1,1999-2004
28143,1999-2004_C1,1999-2004
28023,1999-2004_C1,1999-2004
27089,1999-2004_C1,1999-2004
56045,1999-2004_C1,1999-2004
51065,1999-2004_C1,1999-2004
40029,1999-2004_C1,1999-2004
29067,1999-2004_C1,1999-2004
54089,1999-2004_C1,1999-2004
19123,1999-2004_C1,1999-2004
19137,1999-2004_C1,1999-2004
22021,1999-2004_C1,1999-2004
56027,1999-2004_C1,1999-2004
28071,1999-2004_C1,1999-2004
51157,1999-2004_C1,1999-2004
13033,1999-2004_C1,1999-2004
02122,1999-2004_C2,1999-2004
21079,1999-2004_C1,1999-2004
21087,1999-2004_C1,1999-2004
20101,1999-2004_C1,1999-2004
48131,1999-2004_C1,1999-2004
21165,1999-2004_C1,1999-2004
17159,1999-2004_C1,1999-2004
17085,1999-2004_C1,1999-2004
37075,1999-2004_C1,1999-2004
29049,1999-2004_C1,1999-2004
47137,1999-2004_C1,1999-2004
31095,1999-2004_C1,1999-2004
22107,1999-2004_C1,1999-2004
31021,1999-2004_C1,1999-2004
46073,1999-2004_C1,1999-2004
05097,1999-2004_C1,1999-2004
32013,1999-2004_C1,1999-2004
30033,1999-2004_C1,1999-2004
26031,1999-2004_C1,1999-2004
56011,1999-2004_C1,1999-2004
21031,1999-2004_C1,1999-2004
20073,1999-2004_C1,1999-2004
08113,1999-2004_C1,1999-2004
48505,1999-2004_C1,1999-2004
54063,1999-2004_C1,1999-2004
53051,1999-2004_C1,1999-2004
17059,1999-2004_C1,1999-2004
28135,1999-2004_C1,1999-2004
20093,1999-2004_C1,1999-2004
46089,1999-2004_C1,1999-2004
31149,1999-2004_C1,1999-2004
21097,1999-2004_C1,1999-2004
39111,1999-2004_C1,1999-2004
06003,1999-2004_C1,1999-2004
08057,1999-2004_C1,1999-2004
20165,1999-2004_C1,1999-2004
01023,1999-2004_C1,1999-2004
20127,1999-2004_C1,1999-2004
31077,1999-2004_C1,1999-2004
47121,1999-2004_C1,1999-2004
51720,1999-2004_C1,1999-2004
32033,1999-2004_C1,1999-2004
29223,1999-2004_C1,1999-2004
51147,1999-2004_C1,1999-2004
38093,1999-2004_C1,1999-2004
41045,1999-2004_C1,1999-2004
02240,1999-2004_C2,1999-2004
20023,1999-2004_C1,1999-2004
20159,1999-2004_C1,1999-2004
46085,1999-2004_C1,1999-2004
37095,1999-2004_C1,1999-2004
38027,1999-2004_C1,1999-2004
51750,1999-2004_C1,1999-2004
51091,1999-2004_C1,1999-2004
48237,1999-2004_C1,1999-2004
46101,1999-2004_C1,1999-2004
51011,1999-2004_C1,1999-2004
51079,1999-2004_C1,1999-2004
48247,1999-2004_C1,1999-2004
46095,1999-2004_C1,1999-2004
51127,1999-2004_C1,1999-2004
48333,1999-2004_C1,1999-2004
31029,1999-2004_C1,1999-2004
05053,1999-2004_C1,1999-2004
30077,1999-2004_C1,1999-2004
38089,1999-2004_C1,1999-2004
20081,1999-2004_C1,1999-2004
19097,1999-2004_C1,1999-2004
48107,1999-2004_C1,1999-2004
20067,1999-2004_C1,1999-2004
40007,1999-2004_C1,1999-2004
38071,1999-2004_C1,1999-2004
29103,1999-2004_C1,1999-2004
40129,1999-2004_C1,1999-2004
29225,1999-2004_C1,1999-2004
27063,1999-2004_C1,1999-2004
56035,1999-2004_C1,1999-2004
37177,1999-2004_C1,1999-2004
26137,1999-2004_C1,1999-2004
20189,1999-2004_C1,1999-2004
50013,1999-2004_C1,1999-2004
13301,1999-2004_C1,1999-2004
22091,1999-2004_C1,1999-2004
12077,1999-2004_C1,1999-2004
13029,1999-2004_C1,1999-2004
21063,1999-2004_C1,1999-2004
22023,1999-2004_C1,1999-2004
48129,1999-2004_C1,1999-2004
49007,1999-2004_C1,1999-2004
38055,1999-2004_C1,1999-2004
02070,1999-2004_C2,1999-2004
48327,1999-2004_C1,1999-2004
02180,1999-2004_C2,1999-2004
42053,1999-2004_C1,1999-2004
20171,1999-2004_C1,1999-2004
17151,1999-2004_C1,1999-2004
54073,1999-2004_C1,1999-2004
53001,1999-2004_C1,1999-2004
54101,1999-2004_C1,1999-2004
13167,1999-2004_C1,1999-2004
18139,1999-2004_C1,1999-2004
26085,1999-2004_C1,1999-2004
48079,1999-2004_C1,1999-2004
48281,1999-2004_C1,1999-2004
20129,1999-2004_C1,1999-2004
08027,1999-2004_C1,1999-2004
31133,1999-2004_C1,1999-2004
31139,1999-2004_C1,1999-2004
48195,1999-2004_C1,1999-2004
46027,1999-2004_C1,1999-2004
20193,1999-2004_C1,1999-2004
29211,1999-2004_C1,1999-2004
41025,1999-2004_C1,1999-2004
13065,1999-2004_C1,1999-2004
30105,1999-2004_C1,1999-2004
27029,1999-2004_C1,1999-2004
21159,1999-2004_C1,1999-2004
05013,1999-2004_C1,1999-2004
46067,1999-2004_C1,1999-2004
51735,1999-2004_C1,1999-2004
38003,1999-2004_C1,1999-2004
46117,1999-2004_C1,1999-2004
08039,1999-2004_C1,1999-2004
31123,1999-2004_C1,1999-2004
31103,1999-2004_C1,1999-2004
48087,1999-2004_C1,1999-2004
21229,1999-2004_C1,1999-2004
40127,1999-2004_C1,1999-2004
31037,1999-2004_C1,1999-2004
38081,1999-2004_C1,1999-2004
55007,1999-2004_C1,1999-2004
30059,1999-2004_C1,1999-2004
18155,1999-2004_C1,1999-2004
35023,1999-2004_C1,1999-2004
08073,1999-2004_C1,1999-2004
08007,1999-2004_C1,1999-2004
31127,1999-2004_C1,1999-2004
02150,1999-2004_C2,1999-2004
31089,1999-2004_C1,1999-2004
13227,1999-2004_C1,1999-2004
48243,1999-2004_C1,1999-2004
38019,1999-2004_C1,1999-2004
46009,1999-2004_C1,1999-2004
48447,1999-2004_C1,1999-2004
27155,1999-2004_C1,1999-2004
38023,1999-2004_C1,1999-2004
41049,1999-2004_C1,1999-2004
54105,1999-2004_C1,1999-2004
51181,1999-2004_C1,1999-2004
38095,1999-2004_C1,1999-2004
20053,1999-2004_C1,1999-2004
38047,1999-2004_C1,1999-2004
17041,1999-2004_C1,1999-2004
13309,1999-2004_C1,1999-2004
48109,1999-2004_C1,1999-2004
46017,1999-2004_C1,1999-2004
18101,1999-2004_C1,1999-2004
02013,NA,1999-2004
46105,1999-2004_C1,1999-2004
26095,1999-2004_C1,1999-2004
18161,1999-2004_C1,1999-2004
16085,1999-2004_C1,1999-2004
02105,1999-2004_C4,1999-2004
48023,1999-2004_C1,1999-2004
30107,1999-2004_C1,1999-2004
19143,1999-2004_C1,1999-2004
51097,1999-2004_C1,1999-2004
46107,1999-2004_C1,1999-2004
19073,1999-2004_C1,1999-2004
37005,1999-2004_C1,1999-2004
20203,1999-2004_C1,1999-2004
46039,1999-2004_C1,1999-2004
13075,1999-2004_C1,1999-2004
47083,1999-2004_C1,1999-2004
16071,1999-2004_C1,1999-2004
08021,1999-2004_C1,1999-2004
26083,1999-2004_C1,1999-2004
29061,1999-2004_C1,1999-2004
29057,1999-2004_C1,1999-2004
13109,1999-2004_C1,1999-2004
20105,1999-2004_C1,1999-2004
46115,1999-2004_C1,1999-2004
46061,1999-2004_C1,1999-2004
54085,1999-2004_C1,1999-2004
48275,1999-2004_C1,1999-2004
13079,1999-2004_C1,1999-2004
30101,1999-2004_C1,1999-2004
08105,1999-2004_C1,1999-2004
48473,1999-2004_C1,1999-2004
29199,1999-2004_C1,1999-2004
20179,1999-2004_C1,1999-2004
48507,1999-2004_C1,1999-2004
40043,1999-2004_C1,1999-2004
08033,1999-2004_C1,1999-2004
30011,1999-2004_C1,1999-2004
48305,1999-2004_C1,1999-2004
46069,1999-2004_C1,1999-2004
16007,1999-2004_C1,1999-2004
47027,1999-2004_C1,1999-2004
08119,1999-2004_C1,1999-2004
38001,1999-2004_C1,1999-2004
54093,1999-2004_C1,1999-2004
08009,1999-2004_C1,1999-2004
16047,1999-2004_C1,1999-2004
04011,1999-2004_C1,1999-2004
46071,1999-2004_C1,1999-2004
46137,1999-2004_C1,1999-2004
31071,1999-2004_C1,1999-2004
49033,1999-2004_C1,1999-2004
48295,1999-2004_C1,1999-2004
35057,1999-2004_C1,1999-2004
13307,1999-2004_C1,1999-2004
48033,1999-2004_C1,1999-2004
48385,1999-2004_C1,1999-2004
48411,1999-2004_C1,1999-2004
05129,1999-2004_C1,1999-2004
28069,1999-2004_C1,1999-2004
19071,1999-2004_C1,1999-2004
30109,1999-2004_C1,1999-2004
48421,1999-2004_C1,1999-2004
38021,1999-2004_C1,1999-2004
21201,1999-2004_C1,1999-2004
41055,1999-2004_C1,1999-2004
30015,1999-2004_C1,1999-2004
20109,1999-2004_C1,1999-2004
48433,1999-2004_C1,1999-2004
48417,1999-2004_C1,1999-2004
46075,1999-2004_C1,1999-2004
20119,1999-2004_C1,1999-2004
32017,1999-2004_C1,1999-2004
08109,1999-2004_C1,1999-2004
30075,1999-2004_C1,1999-2004
13249,1999-2004_C1,1999-2004
13259,1999-2004_C1,1999-2004
31081,1999-2004_C1,1999-2004
27077,1999-2004_C1,1999-2004
31063,1999-2004_C1,1999-2004
38037,1999-2004_C1,1999-2004
38085,1999-2004_C1,1999-2004
38043,1999-2004_C1,1999-2004
48155,1999-2004_C1,1999-2004
30019,1999-2004_C1,1999-2004
47175,1999-2004_C1,1999-2004
20025,1999-2004_C1,1999-2004
31011,1999-2004_C1,1999-2004
48211,1999-2004_C1,1999-2004
16023,1999-2004_C1,1999-2004
48151,1999-2004_C1,1999-2004
20047,1999-2004_C1,1999-2004
02185,1999-2004_C2,1999-2004
19115,1999-2004_C1,1999-2004
56039,1999-2004_C1,1999-2004
31087,1999-2004_C1,1999-2004
48043,1999-2004_C1,1999-2004
48377,1999-2004_C1,1999-2004
29227,1999-2004_C1,1999-2004
02100,1999-2004_C4,1999-2004
35059,1999-2004_C1,1999-2004
16033,1999-2004_C1,1999-2004
48081,1999-2004_C1,1999-2004
13101,1999-2004_C1,1999-2004
48105,1999-2004_C1,1999-2004
38033,1999-2004_C1,1999-2004
17069,1999-2004_C1,1999-2004
49037,1999-2004_C1,1999-2004
48271,1999-2004_C1,1999-2004
38011,1999-2004_C1,1999-2004
38039,1999-2004_C1,1999-2004
31135,1999-2004_C1,1999-2004
31061,1999-2004_C1,1999-2004
32015,1999-2004_C1,1999-2004
08061,1999-2004_C1,1999-2004
30097,1999-2004_C1,1999-2004
47161,1999-2004_C1,1999-2004
20017,1999-2004_C1,1999-2004
08017,1999-2004_C1,1999-2004
