cluster,period,z_overd,z_RI,z_garb,z_phil,has_dq,has_ph,ready,reason
C521,2006_2012,NA,NA,NA,0.7899571206110699,0,1,0,missing_dq
C522,2006_2012,NA,NA,NA,-0.3821577886142723,0,1,0,missing_dq
C523,2006_2012,NA,NA,NA,-0.2859968246463571,0,1,0,missing_dq
C524,2006_2012,NA,NA,NA,0.0655283795433031,0,1,0,missing_dq
C525,2006_2012,NA,NA,NA,1.7599564403745087,0,1,0,missing_dq
C526,2006_2012,NA,NA,NA,-0.8813032023513282,0,1,0,missing_dq
C527,2006_2012,NA,NA,NA,0.7604001946323781,0,1,0,missing_dq
C528,2006_2012,NA,NA,NA,0.5398299973817027,0,1,0,missing_dq
C529,2006_2012,NA,NA,NA,0.3599677648909162,0,1,0,missing_dq
C53,2006_2012,NA,NA,NA,0.4838791910932168,0,1,0,missing_dq
C530,2006_2012,NA,NA,NA,-0.03770125634491655,0,1,0,missing_dq
C531,2006_2012,NA,NA,NA,1.610185895815272,0,1,0,missing_dq
C532,2006_2012,NA,NA,NA,-0.6075713009317529,0,1,0,missing_dq
C533,2006_2012,NA,NA,NA,0.5324999520551192,0,1,0,missing_dq
C534,2006_2012,NA,NA,NA,-0.41290731694706806,0,1,0,missing_dq
C535,2006_2012,NA,NA,NA,-0.9579741864389578,0,1,0,missing_dq
C536,2006_2012,NA,NA,NA,-0.5026094794489249,0,1,0,missing_dq
C537,2006_2012,NA,NA,NA,-0.44158231706154816,0,1,0,missing_dq
C538,2006_2012,NA,NA,NA,-0.3410686336498469,0,1,0,missing_dq
C539,2006_2012,NA,NA,NA,-1.8425174323683244,0,1,0,missing_dq
C54,2006_2012,NA,NA,NA,0.4096299464005718,0,1,0,missing_dq
C540,2006_2012,NA,NA,NA,-0.6868587853703049,0,1,0,missing_dq
C541,2006_2012,NA,NA,NA,-0.7680993288537973,0,1,0,missing_dq
C542,2006_2012,NA,NA,NA,-0.9818399463584743,0,1,0,missing_dq
C543,2006_2012,NA,NA,NA,0.13647384111597133,0,1,0,missing_dq
C544,2006_2012,NA,NA,NA,-0.18710850901489523,0,1,0,missing_dq
C545,2006_2012,NA,NA,NA,1.0604651724774414,0,1,0,missing_dq
C546,2006_2012,NA,NA,NA,0.04004983675516733,0,1,0,missing_dq
C547,2006_2012,NA,NA,NA,0.7193170845599248,0,1,0,missing_dq
C548,2006_2012,NA,NA,NA,1.372580995823515,0,1,0,missing_dq
C549,2006_2012,NA,NA,NA,-0.4062747289831489,0,1,0,missing_dq
C55,2006_2012,NA,NA,NA,0.7445785749524871,0,1,0,missing_dq
C550,2006_2012,NA,NA,NA,-0.015003740778176873,0,1,0,missing_dq
C551,2006_2012,NA,NA,NA,-0.49959737508105645,0,1,0,missing_dq
C552,2006_2012,NA,NA,NA,0.4792937944691888,0,1,0,missing_dq
C553,2006_2012,NA,NA,NA,1.493707638221772,0,1,0,missing_dq
C554,2006_2012,NA,NA,NA,-0.6371595948014898,0,1,0,missing_dq
C555,2006_2012,NA,NA,NA,-1.2493621506879937,0,1,0,missing_dq
C556,2006_2012,NA,NA,NA,1.9251574626784547,0,1,0,missing_dq
C557,2006_2012,NA,NA,NA,0.5827721411604828,0,1,0,missing_dq
C558,2006_2012,NA,NA,NA,0.8893707358000454,0,1,0,missing_dq
C559,2006_2012,NA,NA,NA,0.1482116075708052,0,1,0,missing_dq
C56,2006_2012,NA,NA,NA,0.18288499745574674,0,1,0,missing_dq
C560,2006_2012,NA,NA,NA,-0.07249027852254374,0,1,0,missing_dq
C561,2006_2012,NA,NA,NA,0.6499290924133019,0,1,0,missing_dq
C562,2006_2012,NA,NA,NA,0.12718448804840465,0,1,0,missing_dq
C563,2006_2012,NA,NA,NA,0.5125575455591797,0,1,0,missing_dq
C564,2006_2012,NA,NA,NA,0.20092879691532012,0,1,0,missing_dq
C565,2006_2012,NA,NA,NA,0.8482855485942994,0,1,0,missing_dq
C566,2006_2012,NA,NA,NA,-0.09677351190869446,0,1,0,missing_dq
C567,2006_2012,NA,NA,NA,-0.23637404778151336,0,1,0,missing_dq
C568,2006_2012,NA,NA,NA,0.602944293707973,0,1,0,missing_dq
C569,2006_2012,NA,NA,NA,-0.4889234997062317,0,1,0,missing_dq
C57,2006_2012,NA,NA,NA,1.7029212073224598,0,1,0,missing_dq
C570,2006_2012,NA,NA,NA,-0.6332728579859846,0,1,0,missing_dq
C571,2006_2012,NA,NA,NA,0.30783948302869074,0,1,0,missing_dq
C572,2006_2012,NA,NA,NA,-0.033615915170699874,0,1,0,missing_dq
C573,2006_2012,NA,NA,NA,0.23184070698465092,0,1,0,missing_dq
C574,2006_2012,NA,NA,NA,-2.5553020625377547,0,1,0,missing_dq
C575,2006_2012,NA,NA,NA,-0.875852082301257,0,1,0,missing_dq
C576,2006_2012,NA,NA,NA,-0.6941695815015648,0,1,0,missing_dq
C577,2006_2012,NA,NA,NA,0.890778104146368,0,1,0,missing_dq
C578,2006_2012,NA,NA,NA,-0.13565300069876499,0,1,0,missing_dq
C579,2006_2012,NA,NA,NA,1.527562949724097,0,1,0,missing_dq
C58,2006_2012,NA,NA,NA,0.8653236144286223,0,1,0,missing_dq
C580,2006_2012,NA,NA,NA,-0.4476984064236049,0,1,0,missing_dq
C581,2006_2012,NA,NA,NA,-0.02678626940714368,0,1,0,missing_dq
C582,2006_2012,NA,NA,NA,-0.23464339381446014,0,1,0,missing_dq
C583,2006_2012,NA,NA,NA,-0.25818863450830415,0,1,0,missing_dq
C584,2006_2012,NA,NA,NA,-0.5097482701357466,0,1,0,missing_dq
C585,2006_2012,NA,NA,NA,0.6160061130791155,0,1,0,missing_dq
C586,2006_2012,NA,NA,NA,0.0562698360844098,0,1,0,missing_dq
C587,2006_2012,NA,NA,NA,-0.6721248698264409,0,1,0,missing_dq
C588,2006_2012,NA,NA,NA,-2.091099800031764,0,1,0,missing_dq
C589,2006_2012,NA,NA,NA,-0.4138906951335232,0,1,0,missing_dq
C59,2006_2012,NA,NA,NA,0.3863738334615899,0,1,0,missing_dq
C590,2006_2012,NA,NA,NA,-0.9442170920611763,0,1,0,missing_dq
C591,2006_2012,NA,NA,NA,-0.9264337310013188,0,1,0,missing_dq
C592,2006_2012,NA,NA,NA,0.18732270841623733,0,1,0,missing_dq
C593,2006_2012,NA,NA,NA,-0.2516091579822498,0,1,0,missing_dq
C594,2006_2012,NA,NA,NA,0.2995428629962824,0,1,0,missing_dq
C595,2006_2012,NA,NA,NA,-0.274899099270087,0,1,0,missing_dq
C596,2006_2012,NA,NA,NA,-0.2201669643189668,0,1,0,missing_dq
C597,2006_2012,NA,NA,NA,0.10665747023202421,0,1,0,missing_dq
C598,2006_2012,NA,NA,NA,1.0697932804757262,0,1,0,missing_dq
C599,2006_2012,NA,NA,NA,-0.8257613793509768,0,1,0,missing_dq
C6,2006_2012,NA,NA,NA,0.4040096190419588,0,1,0,missing_dq
C60,2006_2012,NA,NA,NA,0.24867374643807844,0,1,0,missing_dq
C600,2006_2012,NA,NA,NA,1.2791004411208498,0,1,0,missing_dq
C601,2006_2012,NA,NA,NA,-0.4109836282347714,0,1,0,missing_dq
C602,2006_2012,NA,NA,NA,0.4574745042359423,0,1,0,missing_dq
C603,2006_2012,NA,NA,NA,-0.04768295626480993,0,1,0,missing_dq
C604,2006_2012,NA,NA,NA,0.38251752820655055,0,1,0,missing_dq
C605,2006_2012,NA,NA,NA,-0.6755921035960822,0,1,0,missing_dq
C606,2006_2012,NA,NA,NA,-0.040079225120373964,0,1,0,missing_dq
C607,2006_2012,NA,NA,NA,-0.49104988376181646,0,1,0,missing_dq
C608,2006_2012,NA,NA,NA,0.7939051482343052,0,1,0,missing_dq
C609,2006_2012,NA,NA,NA,-0.9252268408652489,0,1,0,missing_dq
C61,2006_2012,NA,NA,NA,0.9020864959282673,0,1,0,missing_dq
C610,2006_2012,NA,NA,NA,-0.14818868339013333,0,1,0,missing_dq
C611,2006_2012,NA,NA,NA,0.23326983086383968,0,1,0,missing_dq
C612,2006_2012,NA,NA,NA,0.9952915316442007,0,1,0,missing_dq
C613,2006_2012,NA,NA,NA,1.002425563424264,0,1,0,missing_dq
C614,2006_2012,NA,NA,NA,1.9172765252106643,0,1,0,missing_dq
C615,2006_2012,NA,NA,NA,-1.4580602179235702,0,1,0,missing_dq
C616,2006_2012,NA,NA,NA,0.8592508126655585,0,1,0,missing_dq
C617,2006_2012,NA,NA,NA,-0.14601035968643042,0,1,0,missing_dq
C618,2006_2012,NA,NA,NA,-0.37536815852358785,0,1,0,missing_dq
C619,2006_2012,NA,NA,NA,-1.2975003486761982,0,1,0,missing_dq
C62,2006_2012,NA,NA,NA,-0.08643120843749626,0,1,0,missing_dq
C620,2006_2012,NA,NA,NA,-0.5175418259561717,0,1,0,missing_dq
C621,2006_2012,NA,NA,NA,0.15925494308639407,0,1,0,missing_dq
C622,2006_2012,NA,NA,NA,0.11998442246477752,0,1,0,missing_dq
C623,2006_2012,NA,NA,NA,1.1529214202699591,0,1,0,missing_dq
C624,2006_2012,NA,NA,NA,0.48632244197062063,0,1,0,missing_dq
C625,2006_2012,NA,NA,NA,-0.7495085708993969,0,1,0,missing_dq
C626,2006_2012,NA,NA,NA,-0.5249975782816394,0,1,0,missing_dq
C627,2006_2012,NA,NA,NA,-0.3360056920100767,0,1,0,missing_dq
C628,2006_2012,NA,NA,NA,0.47294401651357804,0,1,0,missing_dq
C629,2006_2012,NA,NA,NA,1.1001144584786948,0,1,0,missing_dq
C63,2006_2012,NA,NA,NA,1.0157109775688402,0,1,0,missing_dq
C630,2006_2012,NA,NA,NA,-0.12314373384842908,0,1,0,missing_dq
C631,2006_2012,NA,NA,NA,1.102029206589714,0,1,0,missing_dq
C632,2006_2012,NA,NA,NA,0.7269059989907327,0,1,0,missing_dq
C633,2006_2012,NA,NA,NA,0.05026865676611314,0,1,0,missing_dq
C634,2006_2012,NA,NA,NA,0.9867669272662992,0,1,0,missing_dq
C635,2006_2012,NA,NA,NA,0.9032410301026459,0,1,0,missing_dq
C636,2006_2012,NA,NA,NA,1.1638215315693485,0,1,0,missing_dq
C637,2006_2012,NA,NA,NA,0.2122612436758061,0,1,0,missing_dq
C638,2006_2012,NA,NA,NA,-0.5862662888094183,0,1,0,missing_dq
C639,2006_2012,NA,NA,NA,1.2123859213281805,0,1,0,missing_dq
C64,2006_2012,NA,NA,NA,2.0099027535947585,0,1,0,missing_dq
C640,2006_2012,NA,NA,NA,-1.3436318309541402,0,1,0,missing_dq
C641,2006_2012,NA,NA,NA,0.45265144529822826,0,1,0,missing_dq
C642,2006_2012,NA,NA,NA,1.6229014614013904,0,1,0,missing_dq
C643,2006_2012,NA,NA,NA,0.8700502842106597,0,1,0,missing_dq
C644,2006_2012,NA,NA,NA,0.950669011928032,0,1,0,missing_dq
C645,2006_2012,NA,NA,NA,-0.578975675102314,0,1,0,missing_dq
C646,2006_2012,NA,NA,NA,0.6933331547301461,0,1,0,missing_dq
C647,2006_2012,NA,NA,NA,0.25203600696254275,0,1,0,missing_dq
C648,2006_2012,NA,NA,NA,0.8547636598441247,0,1,0,missing_dq
C649,2006_2012,NA,NA,NA,-0.40322581655181805,0,1,0,missing_dq
C65,2006_2012,NA,NA,NA,0.07717885075443578,0,1,0,missing_dq
C650,2006_2012,NA,NA,NA,0.994886264669824,0,1,0,missing_dq
C651,2006_2012,NA,NA,NA,0.1438847099205574,0,1,0,missing_dq
C652,2006_2012,NA,NA,NA,0.15816154324956858,0,1,0,missing_dq
C653,2006_2012,NA,NA,NA,-0.32016170946958045,0,1,0,missing_dq
C654,2006_2012,NA,NA,NA,-0.7349808103568245,0,1,0,missing_dq
C655,2006_2012,NA,NA,NA,-1.1183014498631767,0,1,0,missing_dq
C656,2006_2012,NA,NA,NA,0.03543882985944273,0,1,0,missing_dq
C657,2006_2012,NA,NA,NA,1.8015919407462817,0,1,0,missing_dq
C658,2006_2012,NA,NA,NA,-1.7868155115348558,0,1,0,missing_dq
C659,2006_2012,NA,NA,NA,-0.002767931362037949,0,1,0,missing_dq
C66,2006_2012,NA,NA,NA,0.9211676922160522,0,1,0,missing_dq
C660,2006_2012,NA,NA,NA,0.362191899256172,0,1,0,missing_dq
C661,2006_2012,NA,NA,NA,-1.1501723988749044,0,1,0,missing_dq
C662,2006_2012,NA,NA,NA,0.13046062510567313,0,1,0,missing_dq
C663,2006_2012,NA,NA,NA,-0.31402041061548014,0,1,0,missing_dq
C664,2006_2012,NA,NA,NA,-0.6481925950943979,0,1,0,missing_dq
C665,2006_2012,NA,NA,NA,0.05890178514894376,0,1,0,missing_dq
C666,2006_2012,NA,NA,NA,-0.7563772895547354,0,1,0,missing_dq
C667,2006_2012,NA,NA,NA,0.8867859615029244,0,1,0,missing_dq
C668,2006_2012,NA,NA,NA,-0.8693776003030255,0,1,0,missing_dq
C669,2006_2012,NA,NA,NA,-0.3309152809326576,0,1,0,missing_dq
C67,2006_2012,NA,NA,NA,1.6647306373643838,0,1,0,missing_dq
C670,2006_2012,NA,NA,NA,-0.24613167356509083,0,1,0,missing_dq
C671,2006_2012,NA,NA,NA,0.8558049957980292,0,1,0,missing_dq
C672,2006_2012,NA,NA,NA,0.26632477548544287,0,1,0,missing_dq
C673,2006_2012,NA,NA,NA,-0.30471549786258473,0,1,0,missing_dq
C674,2006_2012,NA,NA,NA,-0.16874689552742286,0,1,0,missing_dq
C675,2006_2012,NA,NA,NA,1.5472211406106842,0,1,0,missing_dq
C676,2006_2012,NA,NA,NA,-0.33280692809216067,0,1,0,missing_dq
C677,2006_2012,NA,NA,NA,-0.2223460189319055,0,1,0,missing_dq
C678,2006_2012,NA,NA,NA,0.3272536912868471,0,1,0,missing_dq
C679,2006_2012,NA,NA,NA,0.17505991727920223,0,1,0,missing_dq
C68,2006_2012,NA,NA,NA,1.259512150124843,0,1,0,missing_dq
C680,2006_2012,NA,NA,NA,0.3523778016601039,0,1,0,missing_dq
C681,2006_2012,NA,NA,NA,0.33080295832216194,0,1,0,missing_dq
C682,2006_2012,NA,NA,NA,-1.2998365111555876,0,1,0,missing_dq
C683,2006_2012,NA,NA,NA,-0.11416280007521126,0,1,0,missing_dq
C684,2006_2012,NA,NA,NA,-0.5371785760859978,0,1,0,missing_dq
C685,2006_2012,NA,NA,NA,0.22823850428867365,0,1,0,missing_dq
C686,2006_2012,NA,NA,NA,-3.048407085992824,0,1,0,missing_dq
C687,2006_2012,NA,NA,NA,-1.435221712425413,0,1,0,missing_dq
C688,2006_2012,NA,NA,NA,0.36316840897359504,0,1,0,missing_dq
C689,2006_2012,NA,NA,NA,0.3688193179650466,0,1,0,missing_dq
C69,2006_2012,NA,NA,NA,0.2175067698998153,0,1,0,missing_dq
C690,2006_2012,NA,NA,NA,-0.4543663313315601,0,1,0,missing_dq
C691,2006_2012,NA,NA,NA,-0.3900003436495576,0,1,0,missing_dq
C692,2006_2012,NA,NA,NA,-1.7110615923512242,0,1,0,missing_dq
C693,2006_2012,NA,NA,NA,0.5466671857097778,0,1,0,missing_dq
C694,2006_2012,NA,NA,NA,-0.9581777058380634,0,1,0,missing_dq
C695,2006_2012,NA,NA,NA,-0.40034702470130534,0,1,0,missing_dq
C696,2006_2012,NA,NA,NA,0.055376122156667706,0,1,0,missing_dq
C697,2006_2012,NA,NA,NA,0.4857997657380966,0,1,0,missing_dq
C698,2006_2012,NA,NA,NA,0.8450908204426009,0,1,0,missing_dq
C699,2006_2012,NA,NA,NA,0.39016646283009637,0,1,0,missing_dq
C7,2006_2012,NA,NA,NA,0.8724819269758826,0,1,0,missing_dq
C70,2006_2012,NA,NA,NA,1.386608145058873,0,1,0,missing_dq
C700,2006_2012,NA,NA,NA,0.7096540477502505,0,1,0,missing_dq
C701,2006_2012,NA,NA,NA,-0.2443912031097144,0,1,0,missing_dq
C702,2006_2012,NA,NA,NA,-1.3233103703197309,0,1,0,missing_dq
C703,2006_2012,NA,NA,NA,-1.3950496207187044,0,1,0,missing_dq
C704,2006_2012,NA,NA,NA,-0.2830221298818751,0,1,0,missing_dq
C705,2006_2012,NA,NA,NA,1.0098926120340104,0,1,0,missing_dq
C706,2006_2012,NA,NA,NA,-0.45027259049231855,0,1,0,missing_dq
C707,2006_2012,NA,NA,NA,-0.20871055141781453,0,1,0,missing_dq
C708,2006_2012,NA,NA,NA,-0.30974679644386705,0,1,0,missing_dq
C709,2006_2012,NA,NA,NA,1.6364898253718192,0,1,0,missing_dq
C71,2006_2012,NA,NA,NA,1.5302036303227802,0,1,0,missing_dq
C710,2006_2012,NA,NA,NA,-1.1292387006344875,0,1,0,missing_dq
C711,2006_2012,NA,NA,NA,-0.7828547770080848,0,1,0,missing_dq
C712,2006_2012,NA,NA,NA,-0.5259346426525996,0,1,0,missing_dq
C713,2006_2012,NA,NA,NA,-0.7878381097326278,0,1,0,missing_dq
C714,2006_2012,NA,NA,NA,-0.7839473784671884,0,1,0,missing_dq
C715,2006_2012,NA,NA,NA,-1.2439732980046654,0,1,0,missing_dq
C716,2006_2012,NA,NA,NA,-1.6228833891012853,0,1,0,missing_dq
C717,2006_2012,NA,NA,NA,0.6495948590118814,0,1,0,missing_dq
C718,2006_2012,NA,NA,NA,-0.7331677852042401,0,1,0,missing_dq
C719,2006_2012,NA,NA,NA,-0.019071649565654224,0,1,0,missing_dq
C72,2006_2012,NA,NA,NA,2.0328558849657736,0,1,0,missing_dq
C720,2006_2012,NA,NA,NA,-1.0984119010432079,0,1,0,missing_dq
C721,2006_2012,NA,NA,NA,-0.272395925502272,0,1,0,missing_dq
C722,2006_2012,NA,NA,NA,-1.2101387438538942,0,1,0,missing_dq
C723,2006_2012,NA,NA,NA,0.293136070340199,0,1,0,missing_dq
C724,2006_2012,NA,NA,NA,0.967722396410505,0,1,0,missing_dq
C725,2006_2012,NA,NA,NA,0.005783425392902533,0,1,0,missing_dq
C726,2006_2012,NA,NA,NA,-0.15758055179803412,0,1,0,missing_dq
C727,2006_2012,NA,NA,NA,-0.9167916395749891,0,1,0,missing_dq
C728,2006_2012,NA,NA,NA,-2.1370432582311767,0,1,0,missing_dq
C729,2006_2012,NA,NA,NA,-0.20260948697399095,0,1,0,missing_dq
C73,2006_2012,NA,NA,NA,0.05613104462711446,0,1,0,missing_dq
C730,2006_2012,NA,NA,NA,-0.45483065368264675,0,1,0,missing_dq
C731,2006_2012,NA,NA,NA,-0.4651980684704358,0,1,0,missing_dq
C732,2006_2012,NA,NA,NA,0.08068538237037862,0,1,0,missing_dq
C733,2006_2012,NA,NA,NA,0.9678368271434475,0,1,0,missing_dq
C734,2006_2012,NA,NA,NA,1.064561823822045,0,1,0,missing_dq
C735,2006_2012,NA,NA,NA,0.09016907816161635,0,1,0,missing_dq
C736,2006_2012,NA,NA,NA,-0.9372950977939261,0,1,0,missing_dq
C737,2006_2012,NA,NA,NA,0.1246261579988207,0,1,0,missing_dq
C738,2006_2012,NA,NA,NA,-0.48321734922647647,0,1,0,missing_dq
C739,2006_2012,NA,NA,NA,-0.2704427707825664,0,1,0,missing_dq
C74,2006_2012,NA,NA,NA,1.1529472367499642,0,1,0,missing_dq
C740,2006_2012,NA,NA,NA,-1.1242979754175737,0,1,0,missing_dq
C741,2006_2012,NA,NA,NA,0.35721347971811795,0,1,0,missing_dq
C742,2006_2012,NA,NA,NA,-0.741742750020639,0,1,0,missing_dq
C743,2006_2012,NA,NA,NA,0.8787448840862565,0,1,0,missing_dq
C744,2006_2012,NA,NA,NA,-0.7097996600787528,0,1,0,missing_dq
C745,2006_2012,NA,NA,NA,-1.8326904876028227,0,1,0,missing_dq
C746,2006_2012,NA,NA,NA,-1.0322706224408902,0,1,0,missing_dq
C747,2006_2012,NA,NA,NA,-1.5592157941916949,0,1,0,missing_dq
C748,2006_2012,NA,NA,NA,0.2021131447498982,0,1,0,missing_dq
C749,2006_2012,NA,NA,NA,1.439082502656402,0,1,0,missing_dq
C75,2006_2012,NA,NA,NA,0.8603370358828709,0,1,0,missing_dq
C750,2006_2012,NA,NA,NA,2.179359007754232,0,1,0,missing_dq
C751,2006_2012,NA,NA,NA,-0.8405087345619119,0,1,0,missing_dq
C752,2006_2012,NA,NA,NA,-0.5499349491220998,0,1,0,missing_dq
C753,2006_2012,NA,NA,NA,-0.16967343453995398,0,1,0,missing_dq
C754,2006_2012,NA,NA,NA,0.2849686889522066,0,1,0,missing_dq
C755,2006_2012,NA,NA,NA,0.8038261315293956,0,1,0,missing_dq
C756,2006_2012,NA,NA,NA,0.09952837343529429,0,1,0,missing_dq
C757,2006_2012,NA,NA,NA,-0.8332220111920844,0,1,0,missing_dq
C758,2006_2012,NA,NA,NA,-0.9527034215780305,0,1,0,missing_dq
C759,2006_2012,NA,NA,NA,-0.7264260882156415,0,1,0,missing_dq
C76,2006_2012,NA,NA,NA,1.1398500200734292,0,1,0,missing_dq
C760,2006_2012,NA,NA,NA,-2.7204754241046585,0,1,0,missing_dq
C761,2006_2012,NA,NA,NA,-0.4833031363583796,0,1,0,missing_dq
C762,2006_2012,NA,NA,NA,0.2817754980669194,0,1,0,missing_dq
C763,2006_2012,NA,NA,NA,-0.7769263634038202,0,1,0,missing_dq
C764,2006_2012,NA,NA,NA,1.456046686558463,0,1,0,missing_dq
C765,2006_2012,NA,NA,NA,-0.08549564630174476,0,1,0,missing_dq
C766,2006_2012,NA,NA,NA,-1.2365551368168148,0,1,0,missing_dq
C767,2006_2012,NA,NA,NA,-0.21391816530124183,0,1,0,missing_dq
C768,2006_2012,NA,NA,NA,-0.6701243825363674,0,1,0,missing_dq
C769,2006_2012,NA,NA,NA,-0.9538434195706444,0,1,0,missing_dq
C77,2006_2012,NA,NA,NA,2.6810649885217304,0,1,0,missing_dq
C770,2006_2012,NA,NA,NA,0.813250843195589,0,1,0,missing_dq
C771,2006_2012,NA,NA,NA,0.17994320211510983,0,1,0,missing_dq
C772,2006_2012,NA,NA,NA,-1.7628948473752617,0,1,0,missing_dq
C773,2006_2012,NA,NA,NA,1.1945454603145758,0,1,0,missing_dq
C774,2006_2012,NA,NA,NA,0.534988788850075,0,1,0,missing_dq
C775,2006_2012,NA,NA,NA,-0.5207228145055077,0,1,0,missing_dq
C776,2006_2012,NA,NA,NA,-0.6799608325147111,0,1,0,missing_dq
C777,2006_2012,NA,NA,NA,-1.1035104003692007,0,1,0,missing_dq
C778,2006_2012,NA,NA,NA,-0.09906448759764613,0,1,0,missing_dq
C779,2006_2012,NA,NA,NA,0.6916892849114746,0,1,0,missing_dq
C78,2006_2012,NA,NA,NA,1.1931706516227305,0,1,0,missing_dq
C780,2006_2012,NA,NA,NA,0.210185632063145,0,1,0,missing_dq
C781,2006_2012,NA,NA,NA,-0.11191885554828425,0,1,0,missing_dq
C782,2006_2012,NA,NA,NA,0.9208312263438894,0,1,0,missing_dq
C783,2006_2012,NA,NA,NA,-0.27668598283334583,0,1,0,missing_dq
C784,2006_2012,NA,NA,NA,-0.0715436322109013,0,1,0,missing_dq
C785,2006_2012,NA,NA,NA,-0.476011445868055,0,1,0,missing_dq
C786,2006_2012,NA,NA,NA,-0.8095904759630177,0,1,0,missing_dq
C787,2006_2012,NA,NA,NA,-1.8374257001613246,0,1,0,missing_dq
C788,2006_2012,NA,NA,NA,-0.45458242209484384,0,1,0,missing_dq
C789,2006_2012,NA,NA,NA,-0.7107119874767192,0,1,0,missing_dq
C79,2006_2012,NA,NA,NA,0.5640125641726808,0,1,0,missing_dq
C790,2006_2012,NA,NA,NA,0.15303723784204867,0,1,0,missing_dq
C791,2006_2012,NA,NA,NA,0.505981634818062,0,1,0,missing_dq
C792,2006_2012,NA,NA,NA,-0.7417216179747325,0,1,0,missing_dq
C793,2006_2012,NA,NA,NA,0.13528313067429448,0,1,0,missing_dq
C794,2006_2012,NA,NA,NA,0.7026460430103773,0,1,0,missing_dq
C795,2006_2012,NA,NA,NA,0.24693683234136066,0,1,0,missing_dq
C796,2006_2012,NA,NA,NA,-0.22065958887960146,0,1,0,missing_dq
C797,2006_2012,NA,NA,NA,0.5734727491097438,0,1,0,missing_dq
C798,2006_2012,NA,NA,NA,-1.4712449327156707,0,1,0,missing_dq
C799,2006_2012,NA,NA,NA,-0.1123840272829332,0,1,0,missing_dq
C8,2006_2012,NA,NA,NA,1.8198423589775674,0,1,0,missing_dq
C80,2006_2012,NA,NA,NA,1.4522845792342254,0,1,0,missing_dq
C800,2006_2012,NA,NA,NA,-0.7422228922081913,0,1,0,missing_dq
C801,2006_2012,NA,NA,NA,0.5532327403298631,0,1,0,missing_dq
C802,2006_2012,NA,NA,NA,0.11038249379939236,0,1,0,missing_dq
C803,2006_2012,NA,NA,NA,-1.0831592735791307,0,1,0,missing_dq
C804,2006_2012,NA,NA,NA,0.39430732959079984,0,1,0,missing_dq
C805,2006_2012,NA,NA,NA,-0.2845062707444448,0,1,0,missing_dq
C806,2006_2012,NA,NA,NA,-0.27477526269165775,0,1,0,missing_dq
C807,2006_2012,NA,NA,NA,-0.6453340253369133,0,1,0,missing_dq
C808,2006_2012,NA,NA,NA,0.8194217924828239,0,1,0,missing_dq
C809,2006_2012,NA,NA,NA,-1.0431530222215863,0,1,0,missing_dq
C81,2006_2012,NA,NA,NA,0.3404098672254,0,1,0,missing_dq
C810,2006_2012,NA,NA,NA,-0.788333336498583,0,1,0,missing_dq
C811,2006_2012,NA,NA,NA,0.32478093098082383,0,1,0,missing_dq
C812,2006_2012,NA,NA,NA,-0.8563845712509602,0,1,0,missing_dq
C813,2006_2012,NA,NA,NA,1.11020095238292,0,1,0,missing_dq
C814,2006_2012,NA,NA,NA,0.8307242440775161,0,1,0,missing_dq
C815,2006_2012,NA,NA,NA,1.0425175164696368,0,1,0,missing_dq
C816,2006_2012,NA,NA,NA,-1.7354515783285245,0,1,0,missing_dq
C817,2006_2012,NA,NA,NA,0.3790541416560767,0,1,0,missing_dq
C818,2006_2012,NA,NA,NA,-0.5554311366798644,0,1,0,missing_dq
C819,2006_2012,NA,NA,NA,-0.14000776755490152,0,1,0,missing_dq
C82,2006_2012,NA,NA,NA,0.7252023694013163,0,1,0,missing_dq
C820,2006_2012,NA,NA,NA,-0.32861847242094105,0,1,0,missing_dq
C821,2006_2012,NA,NA,NA,-0.5827213812357108,0,1,0,missing_dq
C822,2006_2012,NA,NA,NA,-0.570923880011537,0,1,0,missing_dq
C823,2006_2012,NA,NA,NA,0.26473212035390536,0,1,0,missing_dq
C824,2006_2012,NA,NA,NA,1.40023123335826,0,1,0,missing_dq
C825,2006_2012,NA,NA,NA,-0.09403558737799933,0,1,0,missing_dq
C826,2006_2012,NA,NA,NA,-0.7406113803570782,0,1,0,missing_dq
C827,2006_2012,NA,NA,NA,1.3779591220585892,0,1,0,missing_dq
C828,2006_2012,NA,NA,NA,-0.39289724116698294,0,1,0,missing_dq
C829,2006_2012,NA,NA,NA,-0.9508741568754833,0,1,0,missing_dq
C83,2006_2012,NA,NA,NA,-0.5598630779774906,0,1,0,missing_dq
C830,2006_2012,NA,NA,NA,0.7018687537922278,0,1,0,missing_dq
C831,2006_2012,NA,NA,NA,-0.7249543688299662,0,1,0,missing_dq
C832,2006_2012,NA,NA,NA,-2.989028118990086,0,1,0,missing_dq
C833,2006_2012,NA,NA,NA,-0.1678773980329884,0,1,0,missing_dq
C834,2006_2012,NA,NA,NA,-0.010532994383677855,0,1,0,missing_dq
C835,2006_2012,NA,NA,NA,-0.9045557152779414,0,1,0,missing_dq
C836,2006_2012,NA,NA,NA,-0.4881129855801168,0,1,0,missing_dq
C837,2006_2012,NA,NA,NA,-1.385345841688834,0,1,0,missing_dq
C838,2006_2012,NA,NA,NA,-1.591349459832332,0,1,0,missing_dq
C839,2006_2012,NA,NA,NA,0.19132966472728966,0,1,0,missing_dq
C84,2006_2012,NA,NA,NA,0.8546414623545108,0,1,0,missing_dq
