Variable,Importance,StDev
detail_mcod_root3_cstd,1.4539811249908798,0.012628377773607063
detail_ucod_icd4_cstd,1.3624551157404592,0.009399108125661191
detail_ucod_root3_cstd,0.6691665426931857,0.006427272303257091
