period,cluster,issue,z_sum
2006_2012,C704,geom_without_data,NA
2006_2012,C705,geom_without_data,NA
2006_2012,C706,geom_without_data,NA
2006_2012,C707,geom_without_data,NA
2006_2012,C708,geom_without_data,NA
2006_2012,C709,geom_without_data,NA
2006_2012,C71,geom_without_data,NA
2006_2012,C710,geom_without_data,NA
2006_2012,C711,geom_without_data,NA
2006_2012,C712,geom_without_data,NA
2006_2012,C713,geom_without_data,NA
2006_2012,C714,geom_without_data,NA
2006_2012,C715,geom_without_data,NA
2006_2012,C716,geom_without_data,NA
2006_2012,C717,geom_without_data,NA
2006_2012,C718,geom_without_data,NA
2006_2012,C719,geom_without_data,NA
2006_2012,C72,geom_without_data,NA
2006_2012,C720,geom_without_data,NA
2006_2012,C721,geom_without_data,NA
2006_2012,C722,geom_without_data,NA
2006_2012,C723,geom_without_data,NA
2006_2012,C724,geom_without_data,NA
2006_2012,C725,geom_without_data,NA
2006_2012,C726,geom_without_data,NA
2006_2012,C727,geom_without_data,NA
2006_2012,C728,geom_without_data,NA
2006_2012,C729,geom_without_data,NA
2006_2012,C73,geom_without_data,NA
2006_2012,C730,geom_without_data,NA
2006_2012,C731,geom_without_data,NA
2006_2012,C732,geom_without_data,NA
2006_2012,C733,geom_without_data,NA
2006_2012,C734,geom_without_data,NA
2006_2012,C735,geom_without_data,NA
2006_2012,C736,geom_without_data,NA
2006_2012,C738,geom_without_data,NA
2006_2012,C739,geom_without_data,NA
2006_2012,C74,geom_without_data,NA
2006_2012,C740,geom_without_data,NA
2006_2012,C741,geom_without_data,NA
2006_2012,C742,geom_without_data,NA
2006_2012,C743,geom_without_data,NA
2006_2012,C744,geom_without_data,NA
2006_2012,C745,geom_without_data,NA
2006_2012,C746,geom_without_data,NA
2006_2012,C747,geom_without_data,NA
2006_2012,C749,geom_without_data,NA
2006_2012,C75,geom_without_data,NA
2006_2012,C750,geom_without_data,NA
2006_2012,C751,geom_without_data,NA
2006_2012,C752,geom_without_data,NA
2006_2012,C753,geom_without_data,NA
2006_2012,C754,geom_without_data,NA
2006_2012,C755,geom_without_data,NA
2006_2012,C756,geom_without_data,NA
2006_2012,C757,geom_without_data,NA
2006_2012,C758,geom_without_data,NA
2006_2012,C759,geom_without_data,NA
2006_2012,C76,geom_without_data,NA
2006_2012,C760,geom_without_data,NA
2006_2012,C761,geom_without_data,NA
2006_2012,C762,geom_without_data,NA
2006_2012,C763,geom_without_data,NA
2006_2012,C764,geom_without_data,NA
2006_2012,C765,geom_without_data,NA
2006_2012,C766,geom_without_data,NA
2006_2012,C767,geom_without_data,NA
2006_2012,C768,geom_without_data,NA
2006_2012,C769,geom_without_data,NA
2006_2012,C77,geom_without_data,NA
2006_2012,C770,geom_without_data,NA
2006_2012,C771,geom_without_data,NA
2006_2012,C772,geom_without_data,NA
2006_2012,C773,geom_without_data,NA
2006_2012,C774,geom_without_data,NA
2006_2012,C775,geom_without_data,NA
2006_2012,C776,geom_without_data,NA
2006_2012,C777,geom_without_data,NA
2006_2012,C778,geom_without_data,NA
2006_2012,C779,geom_without_data,NA
2006_2012,C78,geom_without_data,NA
2006_2012,C780,geom_without_data,NA
2006_2012,C781,geom_without_data,NA
2006_2012,C782,geom_without_data,NA
2006_2012,C783,geom_without_data,NA
2006_2012,C784,geom_without_data,NA
2006_2012,C785,geom_without_data,NA
2006_2012,C786,geom_without_data,NA
2006_2012,C787,geom_without_data,NA
2006_2012,C788,geom_without_data,NA
2006_2012,C789,geom_without_data,NA
2006_2012,C79,geom_without_data,NA
2006_2012,C790,geom_without_data,NA
2006_2012,C791,geom_without_data,NA
2006_2012,C792,geom_without_data,NA
2006_2012,C793,geom_without_data,NA
2006_2012,C794,geom_without_data,NA
2006_2012,C795,geom_without_data,NA
2006_2012,C796,geom_without_data,NA
2006_2012,C797,geom_without_data,NA
2006_2012,C798,geom_without_data,NA
2006_2012,C799,geom_without_data,NA
2006_2012,C8,geom_without_data,NA
2006_2012,C80,geom_without_data,NA
2006_2012,C800,geom_without_data,NA
2006_2012,C801,geom_without_data,NA
2006_2012,C802,geom_without_data,NA
2006_2012,C803,geom_without_data,NA
2006_2012,C804,geom_without_data,NA
2006_2012,C805,geom_without_data,NA
2006_2012,C806,geom_without_data,NA
2006_2012,C807,geom_without_data,NA
2006_2012,C808,geom_without_data,NA
2006_2012,C809,geom_without_data,NA
2006_2012,C81,geom_without_data,NA
2006_2012,C810,geom_without_data,NA
2006_2012,C811,geom_without_data,NA
2006_2012,C812,geom_without_data,NA
2006_2012,C813,geom_without_data,NA
2006_2012,C814,geom_without_data,NA
2006_2012,C815,geom_without_data,NA
2006_2012,C816,geom_without_data,NA
2006_2012,C817,geom_without_data,NA
2006_2012,C818,geom_without_data,NA
2006_2012,C819,geom_without_data,NA
2006_2012,C82,geom_without_data,NA
2006_2012,C820,geom_without_data,NA
2006_2012,C821,geom_without_data,NA
2006_2012,C822,geom_without_data,NA
2006_2012,C823,geom_without_data,NA
2006_2012,C824,geom_without_data,NA
2006_2012,C825,geom_without_data,NA
2006_2012,C826,geom_without_data,NA
2006_2012,C827,geom_without_data,NA
2006_2012,C828,geom_without_data,NA
2006_2012,C829,geom_without_data,NA
2006_2012,C83,geom_without_data,NA
2006_2012,C830,geom_without_data,NA
2006_2012,C831,geom_without_data,NA
2006_2012,C832,geom_without_data,NA
2006_2012,C833,geom_without_data,NA
2006_2012,C834,geom_without_data,NA
2006_2012,C835,geom_without_data,NA
2006_2012,C836,geom_without_data,NA
2006_2012,C837,geom_without_data,NA
2006_2012,C838,geom_without_data,NA
2006_2012,C839,geom_without_data,NA
2006_2012,C84,geom_without_data,NA
2006_2012,C840,geom_without_data,NA
2006_2012,C841,geom_without_data,NA
2006_2012,C842,geom_without_data,NA
2006_2012,C843,geom_without_data,NA
2006_2012,C844,geom_without_data,NA
2006_2012,C845,geom_without_data,NA
2006_2012,C846,geom_without_data,NA
2006_2012,C847,geom_without_data,NA
2006_2012,C848,geom_without_data,NA
2006_2012,C849,geom_without_data,NA
2006_2012,C85,geom_without_data,NA
2006_2012,C850,geom_without_data,NA
2006_2012,C851,geom_without_data,NA
2006_2012,C852,geom_without_data,NA
2006_2012,C853,geom_without_data,NA
2006_2012,C854,geom_without_data,NA
2006_2012,C855,geom_without_data,NA
2006_2012,C856,geom_without_data,NA
2006_2012,C857,geom_without_data,NA
2006_2012,C858,geom_without_data,NA
2006_2012,C859,geom_without_data,NA
2006_2012,C86,geom_without_data,NA
2006_2012,C860,geom_without_data,NA
2006_2012,C861,geom_without_data,NA
2006_2012,C862,geom_without_data,NA
2006_2012,C863,geom_without_data,NA
2006_2012,C865,geom_without_data,NA
2006_2012,C866,geom_without_data,NA
2006_2012,C867,geom_without_data,NA
2006_2012,C868,geom_without_data,NA
2006_2012,C869,geom_without_data,NA
2006_2012,C87,geom_without_data,NA
2006_2012,C870,geom_without_data,NA
2006_2012,C871,geom_without_data,NA
2006_2012,C872,geom_without_data,NA
2006_2012,C873,geom_without_data,NA
2006_2012,C874,geom_without_data,NA
2006_2012,C875,geom_without_data,NA
2006_2012,C876,geom_without_data,NA
2006_2012,C877,geom_without_data,NA
2006_2012,C878,geom_without_data,NA
2006_2012,C879,geom_without_data,NA
2006_2012,C88,geom_without_data,NA
2006_2012,C880,geom_without_data,NA
2006_2012,C881,geom_without_data,NA
2006_2012,C882,geom_without_data,NA
2006_2012,C883,geom_without_data,NA
2006_2012,C884,geom_without_data,NA
2006_2012,C885,geom_without_data,NA
2006_2012,C886,geom_without_data,NA
2006_2012,C887,geom_without_data,NA
2006_2012,C888,geom_without_data,NA
2006_2012,C889,geom_without_data,NA
2006_2012,C89,geom_without_data,NA
2006_2012,C890,geom_without_data,NA
2006_2012,C891,geom_without_data,NA
2006_2012,C892,geom_without_data,NA
2006_2012,C893,geom_without_data,NA
2006_2012,C894,geom_without_data,NA
2006_2012,C895,geom_without_data,NA
2006_2012,C896,geom_without_data,NA
2006_2012,C897,geom_without_data,NA
2006_2012,C898,geom_without_data,NA
2006_2012,C899,geom_without_data,NA
2006_2012,C9,geom_without_data,NA
2006_2012,C90,geom_without_data,NA
2006_2012,C900,geom_without_data,NA
2006_2012,C901,geom_without_data,NA
2006_2012,C902,geom_without_data,NA
2006_2012,C903,geom_without_data,NA
2006_2012,C904,geom_without_data,NA
2006_2012,C905,geom_without_data,NA
2006_2012,C906,geom_without_data,NA
2006_2012,C907,geom_without_data,NA
2006_2012,C908,geom_without_data,NA
2006_2012,C909,geom_without_data,NA
2006_2012,C910,geom_without_data,NA
2006_2012,C911,geom_without_data,NA
2006_2012,C912,geom_without_data,NA
2006_2012,C913,geom_without_data,NA
2006_2012,C914,geom_without_data,NA
2006_2012,C915,geom_without_data,NA
2006_2012,C916,geom_without_data,NA
2006_2012,C917,geom_without_data,NA
2006_2012,C918,geom_without_data,NA
2006_2012,C919,geom_without_data,NA
2006_2012,C920,geom_without_data,NA
2006_2012,C921,geom_without_data,NA
2006_2012,C922,geom_without_data,NA
2006_2012,C923,geom_without_data,NA
2006_2012,C924,geom_without_data,NA
2006_2012,C925,geom_without_data,NA
2006_2012,C926,geom_without_data,NA
2006_2012,C927,geom_without_data,NA
2006_2012,C928,geom_without_data,NA
2006_2012,C929,geom_without_data,NA
2006_2012,C93,geom_without_data,NA
2006_2012,C930,geom_without_data,NA
2006_2012,C931,geom_without_data,NA
2006_2012,C932,geom_without_data,NA
2006_2012,C933,geom_without_data,NA
2006_2012,C934,geom_without_data,NA
2006_2012,C935,geom_without_data,NA
2006_2012,C936,geom_without_data,NA
2006_2012,C937,geom_without_data,NA
2006_2012,C938,geom_without_data,NA
2006_2012,C939,geom_without_data,NA
2006_2012,C94,geom_without_data,NA
2006_2012,C940,geom_without_data,NA
2006_2012,C941,geom_without_data,NA
2006_2012,C942,geom_without_data,NA
2006_2012,C943,geom_without_data,NA
2006_2012,C944,geom_without_data,NA
2006_2012,C945,geom_without_data,NA
2006_2012,C946,geom_without_data,NA
2006_2012,C947,geom_without_data,NA
2006_2012,C948,geom_without_data,NA
2006_2012,C949,geom_without_data,NA
2006_2012,C95,geom_without_data,NA
2006_2012,C950,geom_without_data,NA
2006_2012,C951,geom_without_data,NA
2006_2012,C952,geom_without_data,NA
2006_2012,C953,geom_without_data,NA
2006_2012,C954,geom_without_data,NA
2006_2012,C955,geom_without_data,NA
2006_2012,C956,geom_without_data,NA
2006_2012,C957,geom_without_data,NA
2006_2012,C958,geom_without_data,NA
2006_2012,C959,geom_without_data,NA
2006_2012,C96,geom_without_data,NA
2006_2012,C960,geom_without_data,NA
2006_2012,C961,geom_without_data,NA
2006_2012,C962,geom_without_data,NA
2006_2012,C963,geom_without_data,NA
2006_2012,C964,geom_without_data,NA
2006_2012,C965,geom_without_data,NA
2006_2012,C966,geom_without_data,NA
2006_2012,C967,geom_without_data,NA
2006_2012,C968,geom_without_data,NA
2006_2012,C969,geom_without_data,NA
2006_2012,C97,geom_without_data,NA
2006_2012,C970,geom_without_data,NA
2006_2012,C971,geom_without_data,NA
2006_2012,C972,geom_without_data,NA
2006_2012,C973,geom_without_data,NA
2006_2012,C974,geom_without_data,NA
2006_2012,C975,geom_without_data,NA
2006_2012,C976,geom_without_data,NA
2006_2012,C977,geom_without_data,NA
2006_2012,C978,geom_without_data,NA
2006_2012,C979,geom_without_data,NA
2006_2012,C98,geom_without_data,NA
2006_2012,C980,geom_without_data,NA
2006_2012,C981,geom_without_data,NA
2006_2012,C982,geom_without_data,NA
2006_2012,C983,geom_without_data,NA
2006_2012,C984,geom_without_data,NA
2006_2012,C985,geom_without_data,NA
2006_2012,C986,geom_without_data,NA
2006_2012,C987,geom_without_data,NA
2006_2012,C988,geom_without_data,NA
2006_2012,C989,geom_without_data,NA
2006_2012,C99,geom_without_data,NA
2006_2012,C990,geom_without_data,NA
2006_2012,C991,geom_without_data,NA
2006_2012,C992,geom_without_data,NA
2006_2012,C993,geom_without_data,NA
2006_2012,C994,geom_without_data,NA
2006_2012,C995,geom_without_data,NA
2006_2012,C996,geom_without_data,NA
2006_2012,C997,geom_without_data,NA
2006_2012,C998,geom_without_data,NA
2006_2012,C999,geom_without_data,NA
2013_2019,C10,geom_without_data,NA
2013_2019,C1000,geom_without_data,NA
2013_2019,C1001,geom_without_data,NA
2013_2019,C1002,geom_without_data,NA
2013_2019,C1003,geom_without_data,NA
2013_2019,C1004,geom_without_data,NA
2013_2019,C1005,geom_without_data,NA
2013_2019,C1006,geom_without_data,NA
2013_2019,C1007,geom_without_data,NA
2013_2019,C1008,geom_without_data,NA
2013_2019,C1009,geom_without_data,NA
2013_2019,C101,geom_without_data,NA
2013_2019,C1010,geom_without_data,NA
2013_2019,C1011,geom_without_data,NA
2013_2019,C1012,geom_without_data,NA
2013_2019,C1013,geom_without_data,NA
2013_2019,C1014,geom_without_data,NA
2013_2019,C1015,geom_without_data,NA
2013_2019,C1016,geom_without_data,NA
2013_2019,C1017,geom_without_data,NA
2013_2019,C1018,geom_without_data,NA
2013_2019,C1019,geom_without_data,NA
2013_2019,C102,geom_without_data,NA
2013_2019,C1020,geom_without_data,NA
2013_2019,C1021,geom_without_data,NA
2013_2019,C1022,geom_without_data,NA
2013_2019,C1023,geom_without_data,NA
2013_2019,C1024,geom_without_data,NA
2013_2019,C1025,geom_without_data,NA
2013_2019,C1026,geom_without_data,NA
2013_2019,C1027,geom_without_data,NA
2013_2019,C1028,geom_without_data,NA
2013_2019,C1029,geom_without_data,NA
2013_2019,C103,geom_without_data,NA
2013_2019,C1030,geom_without_data,NA
2013_2019,C1031,geom_without_data,NA
2013_2019,C1032,geom_without_data,NA
2013_2019,C1033,geom_without_data,NA
2013_2019,C1034,geom_without_data,NA
2013_2019,C1035,geom_without_data,NA
2013_2019,C1036,geom_without_data,NA
2013_2019,C1037,geom_without_data,NA
2013_2019,C1038,geom_without_data,NA
2013_2019,C1039,geom_without_data,NA
2013_2019,C1040,geom_without_data,NA
2013_2019,C1041,geom_without_data,NA
2013_2019,C1042,geom_without_data,NA
2013_2019,C1043,geom_without_data,NA
2013_2019,C1044,geom_without_data,NA
2013_2019,C1045,geom_without_data,NA
2013_2019,C1046,geom_without_data,NA
2013_2019,C1047,geom_without_data,NA
2013_2019,C1048,geom_without_data,NA
2013_2019,C1049,geom_without_data,NA
2013_2019,C105,geom_without_data,NA
2013_2019,C1050,geom_without_data,NA
2013_2019,C1051,geom_without_data,NA
2013_2019,C1052,geom_without_data,NA
2013_2019,C1053,geom_without_data,NA
2013_2019,C1054,geom_without_data,NA
2013_2019,C1055,geom_without_data,NA
2013_2019,C1056,geom_without_data,NA
2013_2019,C1057,geom_without_data,NA
2013_2019,C1058,geom_without_data,NA
2013_2019,C1059,geom_without_data,NA
2013_2019,C106,geom_without_data,NA
2013_2019,C1060,geom_without_data,NA
2013_2019,C1061,geom_without_data,NA
2013_2019,C1062,geom_without_data,NA
2013_2019,C1063,geom_without_data,NA
2013_2019,C1064,geom_without_data,NA
2013_2019,C1065,geom_without_data,NA
2013_2019,C1066,geom_without_data,NA
2013_2019,C1067,geom_without_data,NA
2013_2019,C1068,geom_without_data,NA
2013_2019,C1069,geom_without_data,NA
2013_2019,C107,geom_without_data,NA
2013_2019,C1070,geom_without_data,NA
2013_2019,C1071,geom_without_data,NA
2013_2019,C1072,geom_without_data,NA
2013_2019,C1073,geom_without_data,NA
2013_2019,C1074,geom_without_data,NA
2013_2019,C1075,geom_without_data,NA
2013_2019,C1076,geom_without_data,NA
2013_2019,C1077,geom_without_data,NA
2013_2019,C1078,geom_without_data,NA
2013_2019,C1079,geom_without_data,NA
2013_2019,C108,geom_without_data,NA
2013_2019,C1080,geom_without_data,NA
2013_2019,C1081,geom_without_data,NA
2013_2019,C1082,geom_without_data,NA
2013_2019,C1083,geom_without_data,NA
2013_2019,C1084,geom_without_data,NA
2013_2019,C1085,geom_without_data,NA
2013_2019,C1086,geom_without_data,NA
2013_2019,C1087,geom_without_data,NA
2013_2019,C1088,geom_without_data,NA
2013_2019,C1089,geom_without_data,NA
2013_2019,C109,geom_without_data,NA
2013_2019,C1090,geom_without_data,NA
2013_2019,C1091,geom_without_data,NA
2013_2019,C1092,geom_without_data,NA
2013_2019,C1093,geom_without_data,NA
2013_2019,C1094,geom_without_data,NA
2013_2019,C1095,geom_without_data,NA
2013_2019,C1096,geom_without_data,NA
2013_2019,C1097,geom_without_data,NA
2013_2019,C1098,geom_without_data,NA
2013_2019,C1099,geom_without_data,NA
2013_2019,C11,geom_without_data,NA
2013_2019,C110,geom_without_data,NA
2013_2019,C1100,geom_without_data,NA
2013_2019,C1101,geom_without_data,NA
2013_2019,C1102,geom_without_data,NA
2013_2019,C1103,geom_without_data,NA
2013_2019,C1104,geom_without_data,NA
2013_2019,C1105,geom_without_data,NA
2013_2019,C1106,geom_without_data,NA
2013_2019,C1107,geom_without_data,NA
2013_2019,C1108,geom_without_data,NA
2013_2019,C1109,geom_without_data,NA
2013_2019,C111,geom_without_data,NA
2013_2019,C1110,geom_without_data,NA
2013_2019,C1111,geom_without_data,NA
2013_2019,C1112,geom_without_data,NA
2013_2019,C1113,geom_without_data,NA
2013_2019,C1114,geom_without_data,NA
2013_2019,C1115,geom_without_data,NA
2013_2019,C1116,geom_without_data,NA
2013_2019,C1118,geom_without_data,NA
2013_2019,C1119,geom_without_data,NA
2013_2019,C112,geom_without_data,NA
2013_2019,C1120,geom_without_data,NA
2013_2019,C1121,geom_without_data,NA
2013_2019,C1122,geom_without_data,NA
2013_2019,C1123,geom_without_data,NA
2013_2019,C1124,geom_without_data,NA
2013_2019,C1125,geom_without_data,NA
2013_2019,C1126,geom_without_data,NA
2013_2019,C1127,geom_without_data,NA
2013_2019,C1128,geom_without_data,NA
2013_2019,C1129,geom_without_data,NA
2013_2019,C113,geom_without_data,NA
2013_2019,C1130,geom_without_data,NA
2013_2019,C1131,geom_without_data,NA
2013_2019,C1132,geom_without_data,NA
2013_2019,C1133,geom_without_data,NA
2013_2019,C1134,geom_without_data,NA
2013_2019,C1135,geom_without_data,NA
2013_2019,C1136,geom_without_data,NA
2013_2019,C1137,geom_without_data,NA
2013_2019,C1138,geom_without_data,NA
2013_2019,C1139,geom_without_data,NA
2013_2019,C114,geom_without_data,NA
2013_2019,C1140,geom_without_data,NA
2013_2019,C1141,geom_without_data,NA
2013_2019,C1142,geom_without_data,NA
2013_2019,C1143,geom_without_data,NA
2013_2019,C1144,geom_without_data,NA
2013_2019,C1145,geom_without_data,NA
2013_2019,C1146,geom_without_data,NA
2013_2019,C1147,geom_without_data,NA
2013_2019,C1148,geom_without_data,NA
2013_2019,C1149,geom_without_data,NA
2013_2019,C115,geom_without_data,NA
2013_2019,C1150,geom_without_data,NA
2013_2019,C1151,geom_without_data,NA
2013_2019,C1152,geom_without_data,NA
2013_2019,C1153,geom_without_data,NA
2013_2019,C1154,geom_without_data,NA
2013_2019,C1155,geom_without_data,NA
2013_2019,C1156,geom_without_data,NA
2013_2019,C1157,geom_without_data,NA
2013_2019,C1158,geom_without_data,NA
2013_2019,C1159,geom_without_data,NA
2013_2019,C116,geom_without_data,NA
2013_2019,C1160,geom_without_data,NA
2013_2019,C1161,geom_without_data,NA
2013_2019,C1162,geom_without_data,NA
2013_2019,C1163,geom_without_data,NA
2013_2019,C1164,geom_without_data,NA
2013_2019,C1165,geom_without_data,NA
2013_2019,C1166,geom_without_data,NA
2013_2019,C1167,geom_without_data,NA
2013_2019,C1168,geom_without_data,NA
2013_2019,C1169,geom_without_data,NA
2013_2019,C117,geom_without_data,NA
2013_2019,C1170,geom_without_data,NA
2013_2019,C1171,geom_without_data,NA
2013_2019,C1172,geom_without_data,NA
2013_2019,C1173,geom_without_data,NA
2013_2019,C1174,geom_without_data,NA
2013_2019,C1175,geom_without_data,NA
2013_2019,C1176,geom_without_data,NA
2013_2019,C1177,geom_without_data,NA
2013_2019,C1178,geom_without_data,NA
2013_2019,C1179,geom_without_data,NA
2013_2019,C118,geom_without_data,NA
2013_2019,C1180,geom_without_data,NA
2013_2019,C1181,geom_without_data,NA
2013_2019,C1182,geom_without_data,NA
2013_2019,C1183,geom_without_data,NA
2013_2019,C1184,geom_without_data,NA
2013_2019,C1185,geom_without_data,NA
2013_2019,C1186,geom_without_data,NA
2013_2019,C1187,geom_without_data,NA
2013_2019,C1188,geom_without_data,NA
2013_2019,C1189,geom_without_data,NA
2013_2019,C119,geom_without_data,NA
2013_2019,C1190,geom_without_data,NA
2013_2019,C1191,geom_without_data,NA
2013_2019,C1192,geom_without_data,NA
2013_2019,C1193,geom_without_data,NA
2013_2019,C1194,geom_without_data,NA
2013_2019,C1195,geom_without_data,NA
2013_2019,C1196,geom_without_data,NA
2013_2019,C1197,geom_without_data,NA
2013_2019,C1198,geom_without_data,NA
2013_2019,C1199,geom_without_data,NA
2013_2019,C12,geom_without_data,NA
2013_2019,C120,geom_without_data,NA
2013_2019,C1200,geom_without_data,NA
2013_2019,C1201,geom_without_data,NA
2013_2019,C1202,geom_without_data,NA
2013_2019,C1203,geom_without_data,NA
2013_2019,C1204,geom_without_data,NA
2013_2019,C1205,geom_without_data,NA
2013_2019,C1206,geom_without_data,NA
2013_2019,C1207,geom_without_data,NA
2013_2019,C1208,geom_without_data,NA
2013_2019,C1209,geom_without_data,NA
2013_2019,C121,geom_without_data,NA
2013_2019,C1210,geom_without_data,NA
2013_2019,C1213,geom_without_data,NA
2013_2019,C1214,geom_without_data,NA
2013_2019,C1215,geom_without_data,NA
2013_2019,C1216,geom_without_data,NA
2013_2019,C1217,geom_without_data,NA
2013_2019,C1218,geom_without_data,NA
2013_2019,C1219,geom_without_data,NA
2013_2019,C122,geom_without_data,NA
2013_2019,C1220,geom_without_data,NA
2013_2019,C1221,geom_without_data,NA
2013_2019,C1222,geom_without_data,NA
2013_2019,C1223,geom_without_data,NA
2013_2019,C1224,geom_without_data,NA
2013_2019,C1225,geom_without_data,NA
2013_2019,C1226,geom_without_data,NA
2013_2019,C1228,geom_without_data,NA
2013_2019,C1229,geom_without_data,NA
2013_2019,C123,geom_without_data,NA
2013_2019,C1230,geom_without_data,NA
2013_2019,C1231,geom_without_data,NA
2013_2019,C1232,geom_without_data,NA
2013_2019,C1233,geom_without_data,NA
2013_2019,C1234,geom_without_data,NA
2013_2019,C1235,geom_without_data,NA
2013_2019,C1236,geom_without_data,NA
2013_2019,C1237,geom_without_data,NA
2013_2019,C1238,geom_without_data,NA
2013_2019,C1239,geom_without_data,NA
2013_2019,C124,geom_without_data,NA
2013_2019,C1241,geom_without_data,NA
2013_2019,C1242,geom_without_data,NA
2013_2019,C1243,geom_without_data,NA
2013_2019,C1244,geom_without_data,NA
2013_2019,C1245,geom_without_data,NA
2013_2019,C1246,geom_without_data,NA
2013_2019,C1247,geom_without_data,NA
2013_2019,C1248,geom_without_data,NA
2013_2019,C1249,geom_without_data,NA
2013_2019,C125,geom_without_data,NA
2013_2019,C1250,geom_without_data,NA
2013_2019,C1251,geom_without_data,NA
2013_2019,C1252,geom_without_data,NA
2013_2019,C1253,geom_without_data,NA
2013_2019,C1254,geom_without_data,NA
2013_2019,C1255,geom_without_data,NA
2013_2019,C1256,geom_without_data,NA
2013_2019,C1257,geom_without_data,NA
2013_2019,C1258,geom_without_data,NA
2013_2019,C1259,geom_without_data,NA
2013_2019,C126,geom_without_data,NA
2013_2019,C1260,geom_without_data,NA
2013_2019,C1261,geom_without_data,NA
2013_2019,C1262,geom_without_data,NA
2013_2019,C1263,geom_without_data,NA
2013_2019,C1264,geom_without_data,NA
2013_2019,C1265,geom_without_data,NA
2013_2019,C1266,geom_without_data,NA
2013_2019,C1267,geom_without_data,NA
2013_2019,C1268,geom_without_data,NA
2013_2019,C1269,geom_without_data,NA
2013_2019,C127,geom_without_data,NA
2013_2019,C1270,geom_without_data,NA
2013_2019,C1271,geom_without_data,NA
2013_2019,C1272,geom_without_data,NA
2013_2019,C1273,geom_without_data,NA
2013_2019,C1274,geom_without_data,NA
2013_2019,C1275,geom_without_data,NA
2013_2019,C1276,geom_without_data,NA
2013_2019,C1277,geom_without_data,NA
2013_2019,C1278,geom_without_data,NA
2013_2019,C1279,geom_without_data,NA
2013_2019,C128,geom_without_data,NA
2013_2019,C1280,geom_without_data,NA
2013_2019,C1281,geom_without_data,NA
2013_2019,C1283,geom_without_data,NA
2013_2019,C1284,geom_without_data,NA
2013_2019,C1285,geom_without_data,NA
2013_2019,C1286,geom_without_data,NA
2013_2019,C1287,geom_without_data,NA
2013_2019,C1288,geom_without_data,NA
2013_2019,C1289,geom_without_data,NA
2013_2019,C129,geom_without_data,NA
2013_2019,C1290,geom_without_data,NA
2013_2019,C1291,geom_without_data,NA
2013_2019,C1292,geom_without_data,NA
2013_2019,C1293,geom_without_data,NA
2013_2019,C1294,geom_without_data,NA
2013_2019,C1295,geom_without_data,NA
2013_2019,C1296,geom_without_data,NA
2013_2019,C1297,geom_without_data,NA
2013_2019,C1298,geom_without_data,NA
2013_2019,C1299,geom_without_data,NA
2013_2019,C13,geom_without_data,NA
2013_2019,C130,geom_without_data,NA
2013_2019,C1300,geom_without_data,NA
2013_2019,C1302,geom_without_data,NA
2013_2019,C1303,geom_without_data,NA
2013_2019,C1304,geom_without_data,NA
2013_2019,C1305,geom_without_data,NA
2013_2019,C1306,geom_without_data,NA
2013_2019,C1308,geom_without_data,NA
2013_2019,C1309,geom_without_data,NA
2013_2019,C131,geom_without_data,NA
2013_2019,C1310,geom_without_data,NA
2013_2019,C1312,geom_without_data,NA
2013_2019,C1313,geom_without_data,NA
2013_2019,C1314,geom_without_data,NA
2013_2019,C1315,geom_without_data,NA
2013_2019,C1316,geom_without_data,NA
2013_2019,C1317,geom_without_data,NA
2013_2019,C1318,geom_without_data,NA
2013_2019,C1319,geom_without_data,NA
2013_2019,C132,geom_without_data,NA
2013_2019,C1320,geom_without_data,NA
2013_2019,C1321,geom_without_data,NA
2013_2019,C1322,geom_without_data,NA
2013_2019,C1323,geom_without_data,NA
2013_2019,C1324,geom_without_data,NA
2013_2019,C1325,geom_without_data,NA
2013_2019,C1326,geom_without_data,NA
2013_2019,C1327,geom_without_data,NA
2013_2019,C1328,geom_without_data,NA
2013_2019,C1329,geom_without_data,NA
2013_2019,C133,geom_without_data,NA
2013_2019,C1330,geom_without_data,NA
2013_2019,C1331,geom_without_data,NA
2013_2019,C1333,geom_without_data,NA
2013_2019,C1334,geom_without_data,NA
2013_2019,C1335,geom_without_data,NA
2013_2019,C1337,geom_without_data,NA
2013_2019,C1338,geom_without_data,NA
2013_2019,C1339,geom_without_data,NA
2013_2019,C134,geom_without_data,NA
2013_2019,C1340,geom_without_data,NA
2013_2019,C1341,geom_without_data,NA
2013_2019,C1342,geom_without_data,NA
2013_2019,C1343,geom_without_data,NA
2013_2019,C1344,geom_without_data,NA
2013_2019,C1345,geom_without_data,NA
2013_2019,C1346,geom_without_data,NA
2013_2019,C1347,geom_without_data,NA
2013_2019,C1348,geom_without_data,NA
2013_2019,C135,geom_without_data,NA
2013_2019,C1350,geom_without_data,NA
2013_2019,C1351,geom_without_data,NA
2013_2019,C1352,geom_without_data,NA
2013_2019,C1353,geom_without_data,NA
2013_2019,C1354,geom_without_data,NA
2013_2019,C1355,geom_without_data,NA
2013_2019,C1356,geom_without_data,NA
2013_2019,C1357,geom_without_data,NA
2013_2019,C1358,geom_without_data,NA
2013_2019,C1359,geom_without_data,NA
2013_2019,C136,geom_without_data,NA
2013_2019,C1360,geom_without_data,NA
2013_2019,C1361,geom_without_data,NA
2013_2019,C1362,geom_without_data,NA
2013_2019,C1363,geom_without_data,NA
2013_2019,C1364,geom_without_data,NA
2013_2019,C1365,geom_without_data,NA
2013_2019,C1366,geom_without_data,NA
2013_2019,C1367,geom_without_data,NA
