period,cluster,issue,z_sum
1999_2005,C911,geom_without_data,NA
1999_2005,C912,geom_without_data,NA
1999_2005,C913,geom_without_data,NA
1999_2005,C914,geom_without_data,NA
1999_2005,C915,geom_without_data,NA
1999_2005,C916,geom_without_data,NA
1999_2005,C917,geom_without_data,NA
1999_2005,C918,geom_without_data,NA
1999_2005,C919,geom_without_data,NA
1999_2005,C92,geom_without_data,NA
1999_2005,C920,geom_without_data,NA
1999_2005,C921,geom_without_data,NA
1999_2005,C922,geom_without_data,NA
1999_2005,C923,geom_without_data,NA
1999_2005,C924,geom_without_data,NA
1999_2005,C925,geom_without_data,NA
1999_2005,C926,geom_without_data,NA
1999_2005,C927,geom_without_data,NA
1999_2005,C928,geom_without_data,NA
1999_2005,C929,geom_without_data,NA
1999_2005,C93,geom_without_data,NA
1999_2005,C930,geom_without_data,NA
1999_2005,C931,geom_without_data,NA
1999_2005,C932,geom_without_data,NA
1999_2005,C933,geom_without_data,NA
1999_2005,C934,geom_without_data,NA
1999_2005,C935,geom_without_data,NA
1999_2005,C936,geom_without_data,NA
1999_2005,C937,geom_without_data,NA
1999_2005,C938,geom_without_data,NA
1999_2005,C939,geom_without_data,NA
1999_2005,C94,geom_without_data,NA
1999_2005,C940,geom_without_data,NA
1999_2005,C941,geom_without_data,NA
1999_2005,C942,geom_without_data,NA
1999_2005,C943,geom_without_data,NA
1999_2005,C944,geom_without_data,NA
1999_2005,C945,geom_without_data,NA
1999_2005,C946,geom_without_data,NA
1999_2005,C947,geom_without_data,NA
1999_2005,C948,geom_without_data,NA
1999_2005,C949,geom_without_data,NA
1999_2005,C95,geom_without_data,NA
1999_2005,C950,geom_without_data,NA
1999_2005,C951,geom_without_data,NA
1999_2005,C952,geom_without_data,NA
1999_2005,C953,geom_without_data,NA
1999_2005,C954,geom_without_data,NA
1999_2005,C955,geom_without_data,NA
1999_2005,C956,geom_without_data,NA
1999_2005,C957,geom_without_data,NA
1999_2005,C958,geom_without_data,NA
1999_2005,C959,geom_without_data,NA
1999_2005,C96,geom_without_data,NA
1999_2005,C960,geom_without_data,NA
1999_2005,C961,geom_without_data,NA
1999_2005,C962,geom_without_data,NA
1999_2005,C963,geom_without_data,NA
1999_2005,C964,geom_without_data,NA
1999_2005,C965,geom_without_data,NA
1999_2005,C966,geom_without_data,NA
1999_2005,C967,geom_without_data,NA
1999_2005,C968,geom_without_data,NA
1999_2005,C969,geom_without_data,NA
1999_2005,C97,geom_without_data,NA
1999_2005,C970,geom_without_data,NA
1999_2005,C971,geom_without_data,NA
1999_2005,C972,geom_without_data,NA
1999_2005,C973,geom_without_data,NA
1999_2005,C974,geom_without_data,NA
1999_2005,C975,geom_without_data,NA
1999_2005,C976,geom_without_data,NA
1999_2005,C977,geom_without_data,NA
1999_2005,C978,geom_without_data,NA
1999_2005,C979,geom_without_data,NA
1999_2005,C98,geom_without_data,NA
1999_2005,C980,geom_without_data,NA
1999_2005,C981,geom_without_data,NA
1999_2005,C982,geom_without_data,NA
1999_2005,C983,geom_without_data,NA
1999_2005,C984,geom_without_data,NA
1999_2005,C985,geom_without_data,NA
1999_2005,C986,geom_without_data,NA
1999_2005,C987,geom_without_data,NA
1999_2005,C988,geom_without_data,NA
1999_2005,C99,geom_without_data,NA
1999_2005,C990,geom_without_data,NA
1999_2005,C991,geom_without_data,NA
1999_2005,C992,geom_without_data,NA
1999_2005,C993,geom_without_data,NA
1999_2005,C994,geom_without_data,NA
1999_2005,C995,geom_without_data,NA
1999_2005,C996,geom_without_data,NA
1999_2005,C997,geom_without_data,NA
1999_2005,C998,geom_without_data,NA
1999_2005,C999,geom_without_data,NA
2006_2012,C100,geom_without_data,NA
2006_2012,C1000,geom_without_data,NA
2006_2012,C1001,geom_without_data,NA
2006_2012,C1002,geom_without_data,NA
2006_2012,C1003,geom_without_data,NA
2006_2012,C1004,geom_without_data,NA
2006_2012,C1005,geom_without_data,NA
2006_2012,C1006,geom_without_data,NA
2006_2012,C1007,geom_without_data,NA
2006_2012,C1008,geom_without_data,NA
2006_2012,C1009,geom_without_data,NA
2006_2012,C101,geom_without_data,NA
2006_2012,C1010,geom_without_data,NA
2006_2012,C1011,geom_without_data,NA
2006_2012,C1012,geom_without_data,NA
2006_2012,C1013,geom_without_data,NA
2006_2012,C1014,geom_without_data,NA
2006_2012,C1015,geom_without_data,NA
2006_2012,C1016,geom_without_data,NA
2006_2012,C1017,geom_without_data,NA
2006_2012,C1018,geom_without_data,NA
2006_2012,C1019,geom_without_data,NA
2006_2012,C102,geom_without_data,NA
2006_2012,C1020,geom_without_data,NA
2006_2012,C1021,geom_without_data,NA
2006_2012,C1022,geom_without_data,NA
2006_2012,C1023,geom_without_data,NA
2006_2012,C1024,geom_without_data,NA
2006_2012,C1025,geom_without_data,NA
2006_2012,C1026,geom_without_data,NA
2006_2012,C1027,geom_without_data,NA
2006_2012,C1028,geom_without_data,NA
2006_2012,C1029,geom_without_data,NA
2006_2012,C103,geom_without_data,NA
2006_2012,C1030,geom_without_data,NA
2006_2012,C1031,geom_without_data,NA
2006_2012,C1032,geom_without_data,NA
2006_2012,C1033,geom_without_data,NA
2006_2012,C1034,geom_without_data,NA
2006_2012,C1035,geom_without_data,NA
2006_2012,C1036,geom_without_data,NA
2006_2012,C1037,geom_without_data,NA
2006_2012,C1038,geom_without_data,NA
2006_2012,C1039,geom_without_data,NA
2006_2012,C104,geom_without_data,NA
2006_2012,C1040,geom_without_data,NA
2006_2012,C1041,geom_without_data,NA
2006_2012,C1042,geom_without_data,NA
2006_2012,C1043,geom_without_data,NA
2006_2012,C1044,geom_without_data,NA
2006_2012,C1045,geom_without_data,NA
2006_2012,C1046,geom_without_data,NA
2006_2012,C1047,geom_without_data,NA
2006_2012,C1048,geom_without_data,NA
2006_2012,C1049,geom_without_data,NA
2006_2012,C1050,geom_without_data,NA
2006_2012,C1051,geom_without_data,NA
2006_2012,C1052,geom_without_data,NA
2006_2012,C1053,geom_without_data,NA
2006_2012,C1054,geom_without_data,NA
2006_2012,C1055,geom_without_data,NA
2006_2012,C1056,geom_without_data,NA
2006_2012,C1057,geom_without_data,NA
2006_2012,C1058,geom_without_data,NA
2006_2012,C1059,geom_without_data,NA
2006_2012,C106,geom_without_data,NA
2006_2012,C1060,geom_without_data,NA
2006_2012,C1061,geom_without_data,NA
2006_2012,C1062,geom_without_data,NA
2006_2012,C1063,geom_without_data,NA
2006_2012,C1064,geom_without_data,NA
2006_2012,C1065,geom_without_data,NA
2006_2012,C1066,geom_without_data,NA
2006_2012,C1067,geom_without_data,NA
2006_2012,C1068,geom_without_data,NA
2006_2012,C1069,geom_without_data,NA
2006_2012,C107,geom_without_data,NA
2006_2012,C1070,geom_without_data,NA
2006_2012,C1071,geom_without_data,NA
2006_2012,C1072,geom_without_data,NA
2006_2012,C1073,geom_without_data,NA
2006_2012,C1074,geom_without_data,NA
2006_2012,C1075,geom_without_data,NA
2006_2012,C1076,geom_without_data,NA
2006_2012,C1077,geom_without_data,NA
2006_2012,C1078,geom_without_data,NA
2006_2012,C1079,geom_without_data,NA
2006_2012,C108,geom_without_data,NA
2006_2012,C1080,geom_without_data,NA
2006_2012,C1081,geom_without_data,NA
2006_2012,C1082,geom_without_data,NA
2006_2012,C1083,geom_without_data,NA
2006_2012,C1084,geom_without_data,NA
2006_2012,C1085,geom_without_data,NA
2006_2012,C1086,geom_without_data,NA
2006_2012,C1087,geom_without_data,NA
2006_2012,C1088,geom_without_data,NA
2006_2012,C1089,geom_without_data,NA
2006_2012,C109,geom_without_data,NA
2006_2012,C1090,geom_without_data,NA
2006_2012,C1091,geom_without_data,NA
2006_2012,C1092,geom_without_data,NA
2006_2012,C1093,geom_without_data,NA
2006_2012,C1094,geom_without_data,NA
2006_2012,C1095,geom_without_data,NA
2006_2012,C1096,geom_without_data,NA
2006_2012,C1097,geom_without_data,NA
2006_2012,C1098,geom_without_data,NA
2006_2012,C1099,geom_without_data,NA
2006_2012,C11,geom_without_data,NA
2006_2012,C110,geom_without_data,NA
2006_2012,C1100,geom_without_data,NA
2006_2012,C1101,geom_without_data,NA
2006_2012,C1102,geom_without_data,NA
2006_2012,C1103,geom_without_data,NA
2006_2012,C1105,geom_without_data,NA
2006_2012,C1106,geom_without_data,NA
2006_2012,C1107,geom_without_data,NA
2006_2012,C1108,geom_without_data,NA
2006_2012,C1109,geom_without_data,NA
2006_2012,C111,geom_without_data,NA
2006_2012,C1110,geom_without_data,NA
2006_2012,C1111,geom_without_data,NA
2006_2012,C1112,geom_without_data,NA
2006_2012,C1113,geom_without_data,NA
2006_2012,C1114,geom_without_data,NA
2006_2012,C1115,geom_without_data,NA
2006_2012,C1116,geom_without_data,NA
2006_2012,C1117,geom_without_data,NA
2006_2012,C1118,geom_without_data,NA
2006_2012,C1119,geom_without_data,NA
2006_2012,C112,geom_without_data,NA
2006_2012,C1120,geom_without_data,NA
2006_2012,C1121,geom_without_data,NA
2006_2012,C1122,geom_without_data,NA
2006_2012,C1123,geom_without_data,NA
2006_2012,C1124,geom_without_data,NA
2006_2012,C1125,geom_without_data,NA
2006_2012,C1126,geom_without_data,NA
2006_2012,C1127,geom_without_data,NA
2006_2012,C1128,geom_without_data,NA
2006_2012,C1129,geom_without_data,NA
2006_2012,C113,geom_without_data,NA
2006_2012,C1130,geom_without_data,NA
2006_2012,C1131,geom_without_data,NA
2006_2012,C1132,geom_without_data,NA
2006_2012,C1133,geom_without_data,NA
2006_2012,C1134,geom_without_data,NA
2006_2012,C1135,geom_without_data,NA
2006_2012,C1136,geom_without_data,NA
2006_2012,C1137,geom_without_data,NA
2006_2012,C1139,geom_without_data,NA
2006_2012,C114,geom_without_data,NA
2006_2012,C1140,geom_without_data,NA
2006_2012,C1141,geom_without_data,NA
2006_2012,C1142,geom_without_data,NA
2006_2012,C1143,geom_without_data,NA
2006_2012,C1144,geom_without_data,NA
2006_2012,C1145,geom_without_data,NA
2006_2012,C1146,geom_without_data,NA
2006_2012,C1147,geom_without_data,NA
2006_2012,C1148,geom_without_data,NA
2006_2012,C1149,geom_without_data,NA
2006_2012,C115,geom_without_data,NA
2006_2012,C1150,geom_without_data,NA
2006_2012,C1151,geom_without_data,NA
2006_2012,C1152,geom_without_data,NA
2006_2012,C1153,geom_without_data,NA
2006_2012,C1154,geom_without_data,NA
2006_2012,C1155,geom_without_data,NA
2006_2012,C1156,geom_without_data,NA
2006_2012,C1157,geom_without_data,NA
2006_2012,C1158,geom_without_data,NA
2006_2012,C1159,geom_without_data,NA
2006_2012,C116,geom_without_data,NA
2006_2012,C1160,geom_without_data,NA
2006_2012,C1161,geom_without_data,NA
2006_2012,C1162,geom_without_data,NA
2006_2012,C1163,geom_without_data,NA
2006_2012,C1164,geom_without_data,NA
2006_2012,C1165,geom_without_data,NA
2006_2012,C1166,geom_without_data,NA
2006_2012,C1167,geom_without_data,NA
2006_2012,C1168,geom_without_data,NA
2006_2012,C1169,geom_without_data,NA
2006_2012,C117,geom_without_data,NA
2006_2012,C1170,geom_without_data,NA
2006_2012,C1171,geom_without_data,NA
2006_2012,C1172,geom_without_data,NA
2006_2012,C1173,geom_without_data,NA
2006_2012,C1175,geom_without_data,NA
2006_2012,C1176,geom_without_data,NA
2006_2012,C1177,geom_without_data,NA
2006_2012,C1178,geom_without_data,NA
2006_2012,C1179,geom_without_data,NA
2006_2012,C118,geom_without_data,NA
2006_2012,C1180,geom_without_data,NA
2006_2012,C1181,geom_without_data,NA
2006_2012,C1182,geom_without_data,NA
2006_2012,C1183,geom_without_data,NA
2006_2012,C1184,geom_without_data,NA
2006_2012,C1186,geom_without_data,NA
2006_2012,C1187,geom_without_data,NA
2006_2012,C1188,geom_without_data,NA
2006_2012,C119,geom_without_data,NA
2006_2012,C1190,geom_without_data,NA
2006_2012,C1191,geom_without_data,NA
2006_2012,C1192,geom_without_data,NA
2006_2012,C1193,geom_without_data,NA
2006_2012,C1194,geom_without_data,NA
2006_2012,C1195,geom_without_data,NA
2006_2012,C1196,geom_without_data,NA
2006_2012,C1197,geom_without_data,NA
2006_2012,C1198,geom_without_data,NA
2006_2012,C1199,geom_without_data,NA
2006_2012,C12,geom_without_data,NA
2006_2012,C120,geom_without_data,NA
2006_2012,C1200,geom_without_data,NA
2006_2012,C1201,geom_without_data,NA
2006_2012,C1202,geom_without_data,NA
2006_2012,C1203,geom_without_data,NA
2006_2012,C1204,geom_without_data,NA
2006_2012,C1205,geom_without_data,NA
2006_2012,C1206,geom_without_data,NA
2006_2012,C1207,geom_without_data,NA
2006_2012,C1209,geom_without_data,NA
2006_2012,C121,geom_without_data,NA
2006_2012,C1210,geom_without_data,NA
2006_2012,C1211,geom_without_data,NA
2006_2012,C1212,geom_without_data,NA
2006_2012,C1213,geom_without_data,NA
2006_2012,C1215,geom_without_data,NA
2006_2012,C1216,geom_without_data,NA
2006_2012,C1217,geom_without_data,NA
2006_2012,C1218,geom_without_data,NA
2006_2012,C1219,geom_without_data,NA
2006_2012,C122,geom_without_data,NA
2006_2012,C1220,geom_without_data,NA
2006_2012,C1221,geom_without_data,NA
2006_2012,C1222,geom_without_data,NA
2006_2012,C1224,geom_without_data,NA
2006_2012,C1226,geom_without_data,NA
2006_2012,C1227,geom_without_data,NA
2006_2012,C1228,geom_without_data,NA
2006_2012,C1229,geom_without_data,NA
2006_2012,C123,geom_without_data,NA
2006_2012,C1230,geom_without_data,NA
2006_2012,C1231,geom_without_data,NA
2006_2012,C1232,geom_without_data,NA
2006_2012,C1233,geom_without_data,NA
2006_2012,C1234,geom_without_data,NA
2006_2012,C1235,geom_without_data,NA
2006_2012,C1236,geom_without_data,NA
2006_2012,C1238,geom_without_data,NA
2006_2012,C1239,geom_without_data,NA
2006_2012,C124,geom_without_data,NA
2006_2012,C1240,geom_without_data,NA
2006_2012,C1241,geom_without_data,NA
2006_2012,C1242,geom_without_data,NA
2006_2012,C1243,geom_without_data,NA
2006_2012,C1244,geom_without_data,NA
2006_2012,C1245,geom_without_data,NA
2006_2012,C1246,geom_without_data,NA
2006_2012,C1247,geom_without_data,NA
2006_2012,C1248,geom_without_data,NA
2006_2012,C1249,geom_without_data,NA
2006_2012,C125,geom_without_data,NA
2006_2012,C1250,geom_without_data,NA
2006_2012,C1251,geom_without_data,NA
2006_2012,C1252,geom_without_data,NA
2006_2012,C1253,geom_without_data,NA
2006_2012,C1254,geom_without_data,NA
2006_2012,C1255,geom_without_data,NA
2006_2012,C1256,geom_without_data,NA
2006_2012,C1257,geom_without_data,NA
2006_2012,C1258,geom_without_data,NA
2006_2012,C1259,geom_without_data,NA
2006_2012,C126,geom_without_data,NA
2006_2012,C1260,geom_without_data,NA
2006_2012,C1262,geom_without_data,NA
2006_2012,C1264,geom_without_data,NA
2006_2012,C1266,geom_without_data,NA
2006_2012,C1267,geom_without_data,NA
2006_2012,C1269,geom_without_data,NA
2006_2012,C127,geom_without_data,NA
2006_2012,C1270,geom_without_data,NA
2006_2012,C1272,geom_without_data,NA
2006_2012,C1273,geom_without_data,NA
2006_2012,C1274,geom_without_data,NA
2006_2012,C1275,geom_without_data,NA
2006_2012,C1276,geom_without_data,NA
2006_2012,C1277,geom_without_data,NA
2006_2012,C1278,geom_without_data,NA
2006_2012,C1279,geom_without_data,NA
2006_2012,C128,geom_without_data,NA
2006_2012,C1280,geom_without_data,NA
2006_2012,C1281,geom_without_data,NA
2006_2012,C1282,geom_without_data,NA
2006_2012,C1283,geom_without_data,NA
2006_2012,C1284,geom_without_data,NA
2006_2012,C1285,geom_without_data,NA
2006_2012,C1286,geom_without_data,NA
2006_2012,C1287,geom_without_data,NA
2006_2012,C1288,geom_without_data,NA
2006_2012,C1289,geom_without_data,NA
2006_2012,C129,geom_without_data,NA
2006_2012,C1290,geom_without_data,NA
2006_2012,C1291,geom_without_data,NA
2006_2012,C1292,geom_without_data,NA
2006_2012,C1293,geom_without_data,NA
2006_2012,C1294,geom_without_data,NA
2006_2012,C1295,geom_without_data,NA
2006_2012,C1296,geom_without_data,NA
2006_2012,C1297,geom_without_data,NA
2006_2012,C1298,geom_without_data,NA
2006_2012,C1299,geom_without_data,NA
2006_2012,C13,geom_without_data,NA
2006_2012,C130,geom_without_data,NA
2006_2012,C1300,geom_without_data,NA
2006_2012,C1302,geom_without_data,NA
2006_2012,C1303,geom_without_data,NA
2006_2012,C1304,geom_without_data,NA
2006_2012,C1306,geom_without_data,NA
2006_2012,C1307,geom_without_data,NA
2006_2012,C1308,geom_without_data,NA
2006_2012,C1309,geom_without_data,NA
2006_2012,C131,geom_without_data,NA
2006_2012,C1310,geom_without_data,NA
2006_2012,C1311,geom_without_data,NA
2006_2012,C1312,geom_without_data,NA
2006_2012,C1313,geom_without_data,NA
2006_2012,C1314,geom_without_data,NA
2006_2012,C1315,geom_without_data,NA
2006_2012,C1316,geom_without_data,NA
2006_2012,C1317,geom_without_data,NA
2006_2012,C1318,geom_without_data,NA
2006_2012,C1319,geom_without_data,NA
2006_2012,C132,geom_without_data,NA
2006_2012,C1320,geom_without_data,NA
2006_2012,C1321,geom_without_data,NA
2006_2012,C1322,geom_without_data,NA
2006_2012,C1323,geom_without_data,NA
2006_2012,C1324,geom_without_data,NA
2006_2012,C1325,geom_without_data,NA
2006_2012,C1326,geom_without_data,NA
2006_2012,C1329,geom_without_data,NA
2006_2012,C133,geom_without_data,NA
2006_2012,C1331,geom_without_data,NA
2006_2012,C1332,geom_without_data,NA
2006_2012,C1333,geom_without_data,NA
2006_2012,C1334,geom_without_data,NA
2006_2012,C1335,geom_without_data,NA
2006_2012,C1336,geom_without_data,NA
2006_2012,C1337,geom_without_data,NA
2006_2012,C1338,geom_without_data,NA
2006_2012,C1339,geom_without_data,NA
2006_2012,C134,geom_without_data,NA
2006_2012,C1340,geom_without_data,NA
2006_2012,C1341,geom_without_data,NA
2006_2012,C1342,geom_without_data,NA
2006_2012,C1343,geom_without_data,NA
2006_2012,C1344,geom_without_data,NA
2006_2012,C1345,geom_without_data,NA
2006_2012,C1346,geom_without_data,NA
2006_2012,C1347,geom_without_data,NA
2006_2012,C1348,geom_without_data,NA
2006_2012,C1349,geom_without_data,NA
2006_2012,C135,geom_without_data,NA
2006_2012,C1350,geom_without_data,NA
2006_2012,C1351,geom_without_data,NA
2006_2012,C1353,geom_without_data,NA
2006_2012,C1354,geom_without_data,NA
2006_2012,C1355,geom_without_data,NA
2006_2012,C1356,geom_without_data,NA
2006_2012,C1357,geom_without_data,NA
2006_2012,C1358,geom_without_data,NA
2006_2012,C136,geom_without_data,NA
2006_2012,C1360,geom_without_data,NA
2006_2012,C1361,geom_without_data,NA
2006_2012,C1362,geom_without_data,NA
2006_2012,C1363,geom_without_data,NA
2006_2012,C1364,geom_without_data,NA
2006_2012,C1365,geom_without_data,NA
2006_2012,C1366,geom_without_data,NA
2006_2012,C1367,geom_without_data,NA
2006_2012,C1368,geom_without_data,NA
2006_2012,C1369,geom_without_data,NA
2006_2012,C137,geom_without_data,NA
2006_2012,C1370,geom_without_data,NA
2006_2012,C1371,geom_without_data,NA
2006_2012,C1373,geom_without_data,NA
2006_2012,C1374,geom_without_data,NA
2006_2012,C1375,geom_without_data,NA
2006_2012,C1377,geom_without_data,NA
2006_2012,C1378,geom_without_data,NA
2006_2012,C1379,geom_without_data,NA
2006_2012,C138,geom_without_data,NA
2006_2012,C1380,geom_without_data,NA
2006_2012,C1381,geom_without_data,NA
2006_2012,C1383,geom_without_data,NA
2006_2012,C1384,geom_without_data,NA
2006_2012,C1385,geom_without_data,NA
2006_2012,C1387,geom_without_data,NA
2006_2012,C1388,geom_without_data,NA
2006_2012,C1389,geom_without_data,NA
2006_2012,C139,geom_without_data,NA
2006_2012,C1390,geom_without_data,NA
2006_2012,C1391,geom_without_data,NA
2006_2012,C1393,geom_without_data,NA
2006_2012,C1394,geom_without_data,NA
2006_2012,C1395,geom_without_data,NA
2006_2012,C1396,geom_without_data,NA
2006_2012,C1397,geom_without_data,NA
2006_2012,C14,geom_without_data,NA
2006_2012,C140,geom_without_data,NA
2006_2012,C1401,geom_without_data,NA
2006_2012,C1402,geom_without_data,NA
2006_2012,C1403,geom_without_data,NA
2006_2012,C1406,geom_without_data,NA
2006_2012,C1409,geom_without_data,NA
2006_2012,C141,geom_without_data,NA
2006_2012,C1413,geom_without_data,NA
2006_2012,C1414,geom_without_data,NA
2006_2012,C1417,geom_without_data,NA
2006_2012,C1418,geom_without_data,NA
2006_2012,C1419,geom_without_data,NA
2006_2012,C142,geom_without_data,NA
2006_2012,C1420,geom_without_data,NA
2006_2012,C1421,geom_without_data,NA
2006_2012,C1422,geom_without_data,NA
2006_2012,C1423,geom_without_data,NA
2006_2012,C1424,geom_without_data,NA
2006_2012,C1427,geom_without_data,NA
2006_2012,C1428,geom_without_data,NA
2006_2012,C143,geom_without_data,NA
2006_2012,C1430,geom_without_data,NA
2006_2012,C1431,geom_without_data,NA
2006_2012,C1432,geom_without_data,NA
2006_2012,C1433,geom_without_data,NA
2006_2012,C1435,geom_without_data,NA
2006_2012,C1436,geom_without_data,NA
2006_2012,C1437,geom_without_data,NA
2006_2012,C1438,geom_without_data,NA
2006_2012,C1439,geom_without_data,NA
2006_2012,C144,geom_without_data,NA
2006_2012,C1440,geom_without_data,NA
2006_2012,C1441,geom_without_data,NA
2006_2012,C1442,geom_without_data,NA
2006_2012,C1445,geom_without_data,NA
2006_2012,C1446,geom_without_data,NA
2006_2012,C1447,geom_without_data,NA
2006_2012,C1448,geom_without_data,NA
2006_2012,C145,geom_without_data,NA
2006_2012,C1451,geom_without_data,NA
2006_2012,C1452,geom_without_data,NA
2006_2012,C1453,geom_without_data,NA
2006_2012,C1455,geom_without_data,NA
2006_2012,C1456,geom_without_data,NA
2006_2012,C146,geom_without_data,NA
2006_2012,C1460,geom_without_data,NA
2006_2012,C1462,geom_without_data,NA
2006_2012,C1463,geom_without_data,NA
2006_2012,C1464,geom_without_data,NA
2006_2012,C1465,geom_without_data,NA
2006_2012,C1466,geom_without_data,NA
2006_2012,C1467,geom_without_data,NA
2006_2012,C1468,geom_without_data,NA
2006_2012,C1469,geom_without_data,NA
2006_2012,C147,geom_without_data,NA
2006_2012,C1471,geom_without_data,NA
2006_2012,C1472,geom_without_data,NA
2006_2012,C1473,geom_without_data,NA
2006_2012,C1474,geom_without_data,NA
2006_2012,C1476,geom_without_data,NA
2006_2012,C1479,geom_without_data,NA
2006_2012,C148,geom_without_data,NA
2006_2012,C1481,geom_without_data,NA
2006_2012,C1482,geom_without_data,NA
2006_2012,C1483,geom_without_data,NA
2006_2012,C1484,geom_without_data,NA
2006_2012,C1486,geom_without_data,NA
2006_2012,C1487,geom_without_data,NA
2006_2012,C1488,geom_without_data,NA
2006_2012,C149,geom_without_data,NA
2006_2012,C1490,geom_without_data,NA
2006_2012,C1491,geom_without_data,NA
2006_2012,C1492,geom_without_data,NA
2006_2012,C1493,geom_without_data,NA
2006_2012,C1494,geom_without_data,NA
2006_2012,C1495,geom_without_data,NA
2006_2012,C1496,geom_without_data,NA
2006_2012,C1497,geom_without_data,NA
2006_2012,C1499,geom_without_data,NA
2006_2012,C15,geom_without_data,NA
2006_2012,C150,geom_without_data,NA
2006_2012,C1500,geom_without_data,NA
2006_2012,C1501,geom_without_data,NA
2006_2012,C1502,geom_without_data,NA
2006_2012,C1504,geom_without_data,NA
2006_2012,C1505,geom_without_data,NA
2006_2012,C1506,geom_without_data,NA
2006_2012,C1507,geom_without_data,NA
2006_2012,C1508,geom_without_data,NA
2006_2012,C151,geom_without_data,NA
2006_2012,C1510,geom_without_data,NA
2006_2012,C1512,geom_without_data,NA
2006_2012,C1513,geom_without_data,NA
2006_2012,C1516,geom_without_data,NA
2006_2012,C1517,geom_without_data,NA
2006_2012,C1518,geom_without_data,NA
2006_2012,C1519,geom_without_data,NA
2006_2012,C152,geom_without_data,NA
2006_2012,C1520,geom_without_data,NA
2006_2012,C1521,geom_without_data,NA
2006_2012,C1522,geom_without_data,NA
2006_2012,C1524,geom_without_data,NA
2006_2012,C1525,geom_without_data,NA
2006_2012,C1526,geom_without_data,NA
2006_2012,C1527,geom_without_data,NA
2006_2012,C1528,geom_without_data,NA
2006_2012,C1529,geom_without_data,NA
2006_2012,C153,geom_without_data,NA
2006_2012,C1530,geom_without_data,NA
2006_2012,C1531,geom_without_data,NA
2006_2012,C1532,geom_without_data,NA
2006_2012,C1533,geom_without_data,NA
2006_2012,C1534,geom_without_data,NA
2006_2012,C1535,geom_without_data,NA
2006_2012,C1537,geom_without_data,NA
2006_2012,C1538,geom_without_data,NA
2006_2012,C1539,geom_without_data,NA
2006_2012,C154,geom_without_data,NA
2006_2012,C1540,geom_without_data,NA
2006_2012,C1542,geom_without_data,NA
2006_2012,C1543,geom_without_data,NA
2006_2012,C1544,geom_without_data,NA
2006_2012,C1545,geom_without_data,NA
2006_2012,C1547,geom_without_data,NA
2006_2012,C1549,geom_without_data,NA
2006_2012,C155,geom_without_data,NA
2006_2012,C1550,geom_without_data,NA
2006_2012,C1551,geom_without_data,NA
2006_2012,C1552,geom_without_data,NA
2006_2012,C1555,geom_without_data,NA
2006_2012,C1556,geom_without_data,NA
2006_2012,C1557,geom_without_data,NA
2006_2012,C1558,geom_without_data,NA
2006_2012,C1559,geom_without_data,NA
2006_2012,C156,geom_without_data,NA
2006_2012,C1560,geom_without_data,NA
2006_2012,C1562,geom_without_data,NA
2006_2012,C1563,geom_without_data,NA
2006_2012,C1564,geom_without_data,NA
2006_2012,C1566,geom_without_data,NA
2006_2012,C1567,geom_without_data,NA
2006_2012,C1568,geom_without_data,NA
2006_2012,C1569,geom_without_data,NA
2006_2012,C157,geom_without_data,NA
2006_2012,C1570,geom_without_data,NA
2006_2012,C1572,geom_without_data,NA
2006_2012,C1573,geom_without_data,NA
2006_2012,C1575,geom_without_data,NA
2006_2012,C1576,geom_without_data,NA
2006_2012,C1577,geom_without_data,NA
2006_2012,C1579,geom_without_data,NA
2006_2012,C158,geom_without_data,NA
2006_2012,C1580,geom_without_data,NA
2006_2012,C1582,geom_without_data,NA
2006_2012,C1583,geom_without_data,NA
2006_2012,C1584,geom_without_data,NA
2006_2012,C1586,geom_without_data,NA
2006_2012,C1589,geom_without_data,NA
2006_2012,C159,geom_without_data,NA
2006_2012,C1590,geom_without_data,NA
2006_2012,C1595,geom_without_data,NA
2006_2012,C1596,geom_without_data,NA
2006_2012,C1597,geom_without_data,NA
2006_2012,C1598,geom_without_data,NA
2006_2012,C16,geom_without_data,NA
2006_2012,C160,geom_without_data,NA
2006_2012,C1601,geom_without_data,NA
2006_2012,C1604,geom_without_data,NA
2006_2012,C1605,geom_without_data,NA
2006_2012,C1606,geom_without_data,NA
2006_2012,C1607,geom_without_data,NA
2006_2012,C1608,geom_without_data,NA
2006_2012,C1609,geom_without_data,NA
2006_2012,C161,geom_without_data,NA
2006_2012,C1610,geom_without_data,NA
2006_2012,C1611,geom_without_data,NA
2006_2012,C1612,geom_without_data,NA
2006_2012,C1613,geom_without_data,NA
2006_2012,C1615,geom_without_data,NA
2006_2012,C1616,geom_without_data,NA
2006_2012,C1617,geom_without_data,NA
2006_2012,C1619,geom_without_data,NA
2006_2012,C162,geom_without_data,NA
2006_2012,C1620,geom_without_data,NA
2006_2012,C1622,geom_without_data,NA
2006_2012,C1624,geom_without_data,NA
2006_2012,C1628,geom_without_data,NA
2006_2012,C163,geom_without_data,NA
2006_2012,C1630,geom_without_data,NA
2006_2012,C1633,geom_without_data,NA
2006_2012,C1635,geom_without_data,NA
2006_2012,C1636,geom_without_data,NA
2006_2012,C1638,geom_without_data,NA
2006_2012,C1639,geom_without_data,NA
2006_2012,C164,geom_without_data,NA
2006_2012,C1641,geom_without_data,NA
2006_2012,C1644,geom_without_data,NA
