garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,18,1,a4,a1|a2|a3|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":13,""a2"":327,""a3"":22,""a4"":2,""a5"":133,""b11"":109,""b12"":31,""b13"":130,""b14"":170,""b15"":163,""b16"":232,""b2"":136,""b31"":67,""b32"":87,""b33"":196,""b4"":221,""b5"":305,""b6"":155,""b7"":946}",AGE_Q×SEX
g1,Q1|F,after_support,19,17,2,a1|a4,a2|a3|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":13,""a2"":327,""a3"":22,""a4"":2,""a5"":133,""b11"":109,""b12"":31,""b13"":130,""b14"":170,""b15"":163,""b16"":232,""b2"":136,""b31"":67,""b32"":87,""b33"":196,""b4"":221,""b5"":305,""b6"":155,""b7"":946}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":29,""a2"":422,""a3"":0,""a4"":4,""a5"":139,""b11"":170,""b12"":63,""b13"":0,""b14"":246,""b15"":244,""b16"":208,""b2"":181,""b31"":124,""b32"":105,""b33"":250,""b4"":246,""b5"":532,""b6"":178,""b7"":982}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":29,""a2"":422,""a3"":0,""a4"":4,""a5"":139,""b11"":170,""b12"":63,""b13"":0,""b14"":246,""b15"":244,""b16"":208,""b2"":181,""b31"":124,""b32"":105,""b33"":250,""b4"":246,""b5"":532,""b6"":178,""b7"":982}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":379,""a3"":0,""a4"":0,""a5"":181,""b11"":146,""b12"":38,""b13"":86,""b14"":136,""b15"":176,""b16"":185,""b2"":142,""b31"":116,""b32"":131,""b33"":206,""b4"":356,""b5"":120,""b6"":171,""b7"":1119}",AGE_Q×SEX
g1,Q2|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":379,""a3"":0,""a4"":0,""a5"":181,""b11"":146,""b12"":38,""b13"":86,""b14"":136,""b15"":176,""b16"":185,""b2"":142,""b31"":116,""b32"":131,""b33"":206,""b4"":356,""b5"":120,""b6"":171,""b7"":1119}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":450,""a3"":0,""a4"":0,""a5"":148,""b11"":201,""b12"":68,""b13"":1,""b14"":231,""b15"":267,""b16"":259,""b2"":193,""b31"":202,""b32"":137,""b33"":222,""b4"":428,""b5"":167,""b6"":192,""b7"":958}",AGE_Q×SEX
g1,Q2|M,after_support,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":450,""a3"":0,""a4"":0,""a5"":148,""b11"":201,""b12"":68,""b13"":1,""b14"":231,""b15"":267,""b16"":259,""b2"":193,""b31"":202,""b32"":137,""b33"":222,""b4"":428,""b5"":167,""b6"":192,""b7"":958}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":426,""a3"":0,""a4"":0,""a5"":196,""b11"":76,""b12"":12,""b13"":32,""b14"":105,""b15"":98,""b16"":119,""b2"":94,""b31"":136,""b32"":129,""b33"":189,""b4"":316,""b5"":26,""b6"":145,""b7"":1057}",AGE_Q×SEX
g1,Q3|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":426,""a3"":0,""a4"":0,""a5"":196,""b11"":76,""b12"":12,""b13"":32,""b14"":105,""b15"":98,""b16"":119,""b2"":94,""b31"":136,""b32"":129,""b33"":189,""b4"":316,""b5"":26,""b6"":145,""b7"":1057}",AGE_Q×SEX
