period,cluster,fips,cluster_deaths
1999_2005,18CS002,18009,163
1999_2005,18CS046,17121,518
1999_2005,20CS018,20181,58
1999_2005,27CS031,27071,150
1999_2005,48CS036,48135,1080
1999_2005,29CS038,29067,122
1999_2005,55CS024,26061,374
1999_2005,16CS001,16059,97
1999_2005,13CS044,13207,207
1999_2005,04CS002,35017,286
1999_2005,51CS015,54091,178
1999_2005,48CS053,48221,460
1999_2005,19CS017,20043,84
1999_2005,21CS021,21197,138
1999_2005,47CS024,47051,405
1999_2005,18CS046,17065,85
1999_2005,19CS017,46005,201
1999_2005,05CS010,05011,158
1999_2005,08CS001,56025,568
1999_2005,08CS001,35039,358
1999_2005,29CS038,17011,423
1999_2005,45CS004,13119,234
1999_2005,48CS052,48273,245
1999_2005,36CS028,36123,238
1999_2005,12CS016,13253,119
1999_2005,19CS030,19121,162
1999_2005,16CS001,30081,310
1999_2005,08CS001,56001,167
1999_2005,08CS001,49001,49
1999_2005,12CS016,12123,199
1999_2005,47CS040,47071,327
1999_2005,08CS001,16007,80
1999_2005,13CS025,13233,455
1999_2005,08CS001,08119,99
1999_2005,37CS059,37037,508
1999_2005,18CS046,21083,422
1999_2005,26CS028,26069,371
1999_2005,21CS021,21231,217
1999_2005,51CS049,37053,164
1999_2005,13CS020,13179,266
1999_2005,48CS029,48403,182
1999_2005,51CS015,37143,150
1999_2005,19CS017,20117,157
1999_2005,08CS001,31041,166
1999_2005,36CS028,36097,164
1999_2005,13CS034,13019,169
1999_2005,19CS017,31125,49
1999_2005,29CS038,29111,117
1999_2005,19CS017,19167,223
1999_2005,20CS018,20193,80
1999_2005,29CS038,29089,118
1999_2005,27CS010,27077,43
1999_2005,27CS010,27135,126
1999_2005,20CS014,20001,197
1999_2005,55CS001,19043,213
1999_2005,20CS018,20165,48
1999_2005,29CS038,29185,119
1999_2005,48CS048,48071,176
1999_2005,45CS004,13257,291
1999_2005,18CS009,17139,189
1999_2005,18CS035,18131,141
1999_2005,48CS036,35009,351
1999_2005,42CS024,54073,91
1999_2005,17CS040,17133,235
1999_2005,05CS026,05053,145
1999_2005,08CS001,48069,50
1999_2005,08CS001,46121,73
1999_2005,08CS001,08121,57
1999_2005,16CS001,16037,29
1999_2005,22CS012,22121,175
1999_2005,02CS001,02185,25
1999_2005,12CS013,12029,153
1999_2005,20CS018,20203,24
1999_2005,29CS038,05089,169
1999_2005,08CS001,08103,39
1999_2005,08CS001,56011,37
1999_2005,08CS001,08037,78
1999_2005,29CS038,29227,28
1999_2005,08CS001,48359,10
1999_2005,51CS015,51091,25
1999_2005,28CS003,28055,8
1999_2005,27CS010,38033,10
1999_2005,48CS011,48029,10135
1999_2005,37CS043,37119,4496
1999_2005,55CS012,55009,1549
1999_2005,19CS017,19059,165
1999_2005,16CS001,16069,432
1999_2005,06CS033,06079,2054
1999_2005,24CS002,24017,795
1999_2005,13CS034,13177,134
1999_2005,19CS030,19127,478
1999_2005,23CS009,23025,523
1999_2005,22CS012,22061,341
1999_2005,47CS016,47037,5012
1999_2005,22CS012,22033,3283
1999_2005,48CS052,48215,2851
1999_2005,51CS015,51009,295
1999_2005,39CS028,39057,1136
1999_2005,17CS040,17163,2547
1999_2005,12CS016,12077,60
1999_2005,29CS038,29157,196
1999_2005,18CS009,18153,243
1999_2005,55CS024,26041,436
1999_2005,08CS001,49053,696
1999_2005,36CS028,36093,1507
1999_2005,39CS028,21037,788
1999_2005,36CS030,36071,2536
1999_2005,51CS052,51199,1706
1999_2005,32CS001,41033,937
1999_2005,33CS004,33011,2625
1999_2005,29CS038,29055,251
1999_2005,08CS001,38017,764
1999_2005,12CS013,12075,412
1999_2005,36CS014,36009,837
1999_2005,22CS027,28091,311
1999_2005,19CS017,46111,27
1999_2005,47CS029,37039,321
1999_2005,51CS015,24001,931
1999_2005,12CS016,12073,1579
1999_2005,36CS004,36107,434
1999_2005,05CS026,05125,673
1999_2005,16CS001,53065,386
1999_2005,31CS016,31185,129
1999_2005,23CS003,23005,2300
1999_2005,47CS040,05037,245
1999_2005,41CS013,41007,359
1999_2005,08CS001,48179,312
1999_2005,18CS009,17041,213
1999_2005,05CS026,05059,335
1999_2005,45CS008,45053,164
1999_2005,53CS019,53063,3442
1999_2005,45CS019,45077,849
1999_2005,17CS044,19045,562
1999_2005,19CS017,20013,136
1999_2005,05CS026,05045,591
1999_2005,39CS028,18071,352
1999_2005,28CS003,28133,309
1999_2005,48CS011,48325,330
1999_2005,19CS017,46065,135
1999_2005,39CS041,18113,387
1999_2005,48CS080,48467,549
1999_2005,48CS039,48477,324
1999_2005,08CS001,35031,469
1999_2005,21CS029,21027,181
1999_2005,41CS016,41065,311
1999_2005,NA,09013,881
1999_2005,36CS028,36025,530
1999_2005,05CS026,40023,222
1999_2005,55CS012,55047,252
1999_2005,29CS038,29201,430
1999_2005,24CS002,24037,616
1999_2005,12CS013,13039,191
1999_2005,15CS002,15005,847
1999_2005,29CS023,29043,398
1999_2005,20CS022,20029,164
1999_2005,29CS038,17001,822
1999_2005,18CS046,17051,230
1999_2005,37CS019,37165,355
1999_2005,48CS053,48217,416
1999_2005,29CS038,17095,679
1999_2005,45CS004,45073,667
1999_2005,47CS029,13111,259
1999_2005,53CS013,53077,1713
1999_2005,27CS010,38105,195
1999_2005,08CS001,20095,114
1999_2005,47CS016,21219,138
1999_2005,22CS012,22127,194
1999_2005,48CS069,48471,381
1999_2005,17CS040,17081,404
1999_2005,21CS021,21199,626
1999_2005,51CS015,51069,451
1999_2005,50CS001,50007,918
1999_2005,12CS016,13071,436
1999_2005,08CS001,48023,65
1999_2005,08CS001,40123,412
1999_2005,17CS017,17063,298
1999_2005,29CS038,17029,486
1999_2005,51CS012,51027,261
1999_2005,51CS015,37077,405
1999_2005,26CS004,26029,228
1999_2005,55CS001,55001,205
1999_2005,29CS038,17009,52
1999_2005,13CS041,01111,255
1999_2005,25CS012,33005,603
1999_2005,08CS001,31031,63
1999_2005,27CS010,27007,301
1999_2005,48CS080,48379,98
1999_2005,19CS017,19137,142
1999_2005,08CS001,16019,568
1999_2005,08CS001,56015,149
1999_2005,08CS001,08029,319
1999_2005,22CS009,22015,793
1999_2005,08CS001,08021,75
1999_2005,48CS053,48367,746
1999_2005,31CS016,31079,476
1999_2005,42CS024,54103,230
1999_2005,37CS005,37141,368
1999_2005,48CS053,48333,60
1999_2005,51CS015,37131,262
1999_2005,19CS017,46061,24
1999_2005,20CS023,20061,200
1999_2005,37CS043,47019,649
1999_2005,27CS017,27025,313
1999_2005,37CS005,37187,136
1999_2005,36CS028,42103,383
1999_2005,08CS001,40149,166
1999_2005,16CS001,30089,92
1999_2005,37CS026,37169,423
1999_2005,08CS001,31101,84
1999_2005,26CS028,26019,173
1999_2005,20CS022,20185,61
1999_2005,51CS015,54027,211
1999_2005,47CS040,47075,231
1999_2005,27CS017,27041,342
1999_2005,13CS034,13173,56
1999_2005,20CS014,20121,262
1999_2005,37CS043,45023,330
1999_2005,29CS038,17131,170
1999_2005,16CS001,30067,160
1999_2005,08CS001,08033,15
1999_2005,48CS036,48371,125
1999_2005,55CS024,55119,158
1999_2005,08CS001,49007,207
1999_2005,42CS024,54093,100
1999_2005,55CS024,26131,109
1999_2005,39CS028,21087,140
1999_2005,37CS043,47171,251
1999_2005,50CS001,36115,589
1999_2005,27CS031,27017,350
1999_2005,01CS029,47103,379
1999_2005,18CS039,18145,374
1999_2005,29CS038,17003,134
1999_2005,08CS001,49015,86
1999_2005,48CS039,48331,257
1999_2005,28CS003,28155,137
1999_2005,05CS010,05099,122
1999_2005,08CS001,48295,28
1999_2005,29CS038,29139,152
1999_2005,29CS038,29123,167
1999_2005,13CS041,13011,97
1999_2005,36CS028,36041,37
1999_2005,51CS015,51147,201
1999_2005,20CS023,20197,62
1999_2005,55CS024,55051,83
1999_2005,19CS017,19173,84
1999_2005,37CS005,37137,150
1999_2005,28CS003,28145,241
1999_2005,13CS044,13171,153
1999_2005,12CS013,13209,90
1999_2005,08CS001,49021,189
1999_2005,08CS001,35059,45
1999_2005,47CS024,47061,186
1999_2005,51CS015,54071,87
1999_2005,39CS041,26023,375
1999_2005,02CS001,02060,5
1999_2005,31CS016,31093,81
1999_2005,20CS023,20017,31
1999_2005,40CS027,40107,156
1999_2005,16CS001,16021,84
1999_2005,08CS001,40099,167
1999_2005,47CS016,47161,135
1999_2005,08CS001,40063,184
1999_2005,13CS044,13141,105
1999_2005,27CS010,27087,60
1999_2005,27CS010,27125,45
1999_2005,08CS001,20049,56
1999_2005,32CS001,41037,95
1999_2005,48CS029,48365,245
1999_2005,20CS018,20147,79
1999_2005,19CS017,31095,96
1999_2005,08CS001,48207,92
1999_2005,08CS001,38037,53
1999_2005,13CS044,13159,104
1999_2005,21CS021,47169,71
1999_2005,04CS002,04011,61
1999_2005,19CS017,31147,120
1999_2005,16CS001,30035,109
1999_2005,08CS001,31135,29
1999_2005,16CS001,30043,82
1999_2005,05CS010,05109,125
1999_2005,29CS038,17155,63
1999_2005,08CS001,31069,39
1999_2005,39CS028,21023,91
1999_2005,08CS001,40129,42
1999_2005,08CS001,31165,8
1999_2005,08CS001,31103,9
1999_2005,20CS018,20187,14
1999_2005,08CS001,48269,1
1999_2005,37CS059,37069,429
1999_2005,06CS005,06013,6635
1999_2005,48CS059,48245,2444
1999_2005,48CS072,48355,2446
1999_2005,34CS012,34023,5405
1999_2005,37CS005,37129,1405
1999_2005,37CS043,51035,325
1999_2005,55CS024,26043,298
1999_2005,34CS004,34007,4698
1999_2005,48CS029,48073,560
1999_2005,12CS044,12115,4843
1999_2005,12CS013,12023,633
1999_2005,42CS024,39013,894
1999_2005,08CS001,08001,15201
1999_2005,13CS041,01031,433
1999_2005,51CS015,51079,120
1999_2005,36CS050,36119,7290
1999_2005,39CS028,18177,780
1999_2005,08CS001,40079,521
1999_2005,36CS028,42053,71
1999_2005,21CS022,21067,1932
1999_2005,41CS005,41009,402
1999_2005,39CS028,39025,1331
1999_2005,22CS008,22017,2611
1999_2005,48CS029,48213,860
1999_2005,51CS015,37063,1662
1999_2005,39CS028,39061,8143
1999_2005,25CS009,25021,5703
1999_2005,08CS001,48375,1219
1999_2005,51CS022,51610,96
1999_2005,49CS007,49051,81
1999_2005,39CS007,39017,2655
1999_2005,19CS017,20005,189
1999_2005,47CS016,47187,693
1999_2005,22CS009,48005,787
1999_2005,08CS001,40069,121
1999_2005,48CS011,48149,368
1999_2005,40CS027,40143,5055
1999_2005,37CS043,51640,83
1999_2005,27CS017,27131,437
1999_2005,39CS028,39001,308
1999_2005,27CS010,38015,485
1999_2005,28CS003,01003,1479
1999_2005,39CS028,39141,711
1999_2005,39CS028,18105,699
1999_2005,08CS001,48441,1169
1999_2005,02CS001,02020,1116
1999_2005,24CS014,24027,1164
1999_2005,13CS055,13199,255
1999_2005,27CS025,27123,3741
1999_2005,48CS011,48091,690
1999_2005,21CS021,54045,474
1999_2005,32CS001,41035,688
1999_2005,01CS029,01071,538
1999_2005,21CS022,21011,129
1999_2005,12CS005,12061,1559
1999_2005,48CS036,35005,612
1999_2005,32CS001,41063,74
1999_2005,18CS035,18085,601
1999_2005,12CS016,12063,493
1999_2005,23CS003,33001,554
1999_2005,29CS038,05055,400
1999_2005,53CS019,53071,515
1999_2005,26CS028,26075,1427
1999_2005,01CS001,01001,374
1999_2005,26CS028,26037,477
1999_2005,19CS030,19125,306
1999_2005,37CS005,37061,481
1999_2005,17CS044,19089,126
1999_2005,10CS002,24029,223
1999_2005,18CS046,21107,550
1999_2005,48CS011,48297,97
1999_2005,08CS001,20113,361
1999_2005,27CS017,27085,294
1999_2005,12CS016,13131,244
1999_2005,47CS024,47177,433
1999_2005,48CS059,22113,545
1999_2005,22CS012,22097,857
1999_2005,27CS017,27163,1046
1999_2005,42CS024,54089,173
1999_2005,19CS017,19143,77
1999_2005,39CS022,39041,635
1999_2005,54CS006,39087,752
1999_2005,21CS021,47143,299
1999_2005,39CS028,39091,450
1999_2005,51CS015,54003,717
1999_2005,22CS002,22009,475
1999_2005,18CS046,21101,447
1999_2005,39CS028,39023,1673
1999_2005,29CS038,17127,220
1999_2005,05CS026,05149,229
1999_2005,51CS015,51119,110
1999_2005,22CS002,22043,179
1999_2005,19CS017,31141,248
1999_2005,02CS001,02170,308
1999_2005,29CS038,29133,175
1999_2005,18CS046,18173,437
1999_2005,37CS043,51077,202
1999_2005,55CS001,19191,185
1999_2005,53CS016,53041,754
1999_2005,19CS017,19149,233
1999_2005,28CS003,28163,308
1999_2005,36CS028,42105,176
1999_2005,28CS003,01007,226
1999_2005,51CS015,51081,213
1999_2005,13CS020,13001,177
1999_2005,51CS015,51049,94
1999_2005,27CS017,27141,377
1999_2005,08CS001,48227,378
1999_2005,51CS015,24023,309
1999_2005,20CS018,20179,24
1999_2005,51CS015,51005,269
1999_2005,47CS029,37099,286
1999_2005,37CS043,37005,131
1999_2005,47CS024,47015,128
1999_2005,29CS038,29147,185
1999_2005,48CS064,48501,41
1999_2005,16CS001,53019,56
1999_2005,21CS029,21229,110
1999_2005,08CS001,08081,92
1999_2005,23CS003,23013,437
1999_2005,08CS001,38001,42
1999_2005,19CS030,19183,227
1999_2005,29CS038,29001,206
1999_2005,16CS001,30095,71
1999_2005,08CS001,48343,166
1999_2005,28CS003,28017,200
1999_2005,42CS024,54013,89
1999_2005,18CS035,18007,96
1999_2005,19CS017,19029,194
1999_2005,12CS016,13037,67
1999_2005,19CS017,27121,116
1999_2005,19CS017,31127,82
1999_2005,02CS001,02068,49
1999_2005,08CS001,48017,69
1999_2005,08CS001,48447,21
1999_2005,20CS018,20141,62
1999_2005,27CS010,38043,33
1999_2005,51CS052,51735,91
1999_2005,48CS011,48283,43
1999_2005,19CS017,46097,47
1999_2005,12CS016,12133,233
1999_2005,08CS001,16043,91
1999_2005,18CS046,17005,177
1999_2005,08CS001,48315,142
1999_2005,08CS001,38029,51
1999_2005,51CS015,51157,56
1999_2005,21CS029,21091,72
1999_2005,48CS067,48431,16
1999_2005,08CS001,56045,55
1999_2005,18CS046,21139,103
1999_2005,13CS041,13259,73
1999_2005,27CS010,38031,42
1999_2005,08CS001,46041,66
1999_2005,32CS001,41021,26
1999_2005,08CS001,16077,54
1999_2005,08CS001,08023,40
1999_2005,13CS041,13249,37
1999_2005,16CS001,30107,21
1999_2005,02CS001,02050,80
1999_2005,08CS001,49009,7
1999_2005,08CS001,31009,6
1999_2005,48CS011,48311,7
1999_2005,48CS085,48053,429
1999_2005,47CS040,47157,7699
1999_2005,12CS027,12071,5208
1999_2005,34CS009,34017,4490
1999_2005,24CS014,24043,1225
1999_2005,25CS003,25005,4938
1999_2005,13CS044,13211,135
1999_2005,NA,09009,7676
1999_2005,13CS041,13139,1037
1999_2005,51CS015,51003,884
1999_2005,18CS009,18167,1107
1999_2005,23CS003,23027,352
1999_2005,48CS029,48401,522
1999_2005,42CS024,42051,1773
1999_2005,01CS023,01019,288
1999_2005,37CS008,47059,733
1999_2005,42CS010,42019,1732
1999_2005,21CS029,21177,380
1999_2005,42CS002,42063,908
1999_2005,27CS017,27145,805
1999_2005,21CS029,21047,575
1999_2005,37CS005,37065,573
1999_2005,32CS005,32031,2700
1999_2005,22CS009,22011,340
1999_2005,39CS028,21117,1300
1999_2005,15CS002,15007,469
1999_2005,42CS032,42077,3007
1999_2005,17CS003,17141,447
1999_2005,22CS027,22105,972
1999_2005,42CS004,42007,2028
1999_2005,53CS013,53073,1219
1999_2005,13CS041,13285,645
1999_2005,31CS006,31055,3508
1999_2005,24CS014,51013,1020
1999_2005,39CS041,39171,351
1999_2005,20CS023,20111,289
1999_2005,21CS021,47165,1062
1999_2005,19CS017,31153,624
1999_2005,27CS010,38095,52
1999_2005,08CS001,48075,68
1999_2005,27CS017,27049,441
1999_2005,19CS017,19193,821
1999_2005,27CS031,27137,2109
1999_2005,32CS001,16053,120
1999_2005,26CS028,26051,282
1999_2005,19CS017,31037,103
1999_2005,45CS008,45013,986
1999_2005,08CS001,48223,392
1999_2005,39CS028,18077,317
1999_2005,08CS001,20077,116
1999_2005,21CS021,21065,169
1999_2005,53CS013,53007,548
1999_2005,39CS022,39101,649
1999_2005,05CS010,05079,121
1999_2005,48CS064,48189,349
1999_2005,53CS013,53037,246
1999_2005,13CS041,13077,633
1999_2005,28CS003,28161,158
1999_2005,05CS026,40089,409
1999_2005,29CS038,17015,236
1999_2005,51CS015,51730,489
1999_2005,18CS035,18127,1115
1999_2005,41CS016,53027,775
1999_2005,37CS043,51750,109
1999_2005,29CS038,29161,395
1999_2005,16CS001,16009,106
1999_2005,24CS014,42055,1250
1999_2005,51CS015,37181,468
1999_2005,19CS017,19079,156
1999_2005,48CS011,48493,243
1999_2005,28CS016,28045,418
1999_2005,42CS024,54069,630
1999_2005,13CS041,13269,118
1999_2005,19CS017,31089,137
1999_2005,29CS038,29107,395
1999_2005,19CS017,19027,272
1999_2005,12CS021,12027,287
1999_2005,26CS042,26087,582
1999_2005,22CS012,22029,219
1999_2005,28CS003,01133,277
1999_2005,32CS001,41017,949
1999_2005,19CS017,46073,27
1999_2005,36CS028,36049,230
1999_2005,51CS015,51570,216
1999_2005,21CS021,51195,462
1999_2005,37CS043,37123,257
1999_2005,44CS002,44009,915
1999_2005,19CS017,31003,75
1999_2005,12CS013,13271,166
1999_2005,17CS020,17165,400
1999_2005,32CS001,32019,354
1999_2005,19CS030,19181,306
1999_2005,05CS026,05133,143
1999_2005,12CS013,12001,1505
1999_2005,12CS016,13087,294
1999_2005,26CS028,26093,984
1999_2005,23CS003,33009,669
1999_2005,29CS038,29059,163
1999_2005,26CS020,26157,526
1999_2005,19CS017,19129,126
1999_2005,39CS022,39117,257
1999_2005,47CS040,29181,153
1999_2005,08CS001,04017,681
1999_2005,21CS021,21115,259
1999_2005,42CS039,42067,221
1999_2005,18CS035,18149,249
1999_2005,51CS040,51133,148
1999_2005,51CS015,51023,229
1999_2005,18CS009,18165,215
1999_2005,21CS029,18125,157
1999_2005,29CS038,17107,341
1999_2005,08CS001,40117,184
1999_2005,37CS026,37197,372
1999_2005,29CS038,17151,51
1999_2005,16CS001,30009,70
1999_2005,29CS038,29199,57
1999_2005,05CS010,05139,587
1999_2005,08CS001,40015,371
1999_2005,18CS046,17027,326
1999_2005,51CS015,51115,129
1999_2005,54CS006,21071,478
1999_2005,12CS016,13205,236
1999_2005,55CS001,55057,262
1999_2005,28CS003,28013,168
1999_2005,48CS064,48305,59
1999_2005,13CS041,13097,630
1999_2005,31CS016,31163,36
1999_2005,08CS001,27167,86
1999_2005,27CS010,38079,122
1999_2005,21CS021,47129,181
1999_2005,19CS017,20085,124
1999_2005,18CS039,18059,466
1999_2005,55CS012,55111,523
1999_2005,39CS028,21081,185
1999_2005,08CS001,08015,146
1999_2005,40CS027,40035,176
1999_2005,13CS034,13093,116
1999_2005,55CS024,26033,323
1999_2005,29CS038,05129,94
1999_2005,06CS040,06021,239
1999_2005,47CS029,13281,145
1999_2005,19CS017,19071,96
1999_2005,05CS026,05013,65
1999_2005,22CS012,22049,224
1999_2005,26CS028,26011,180
1999_2005,19CS017,31139,90
1999_2005,51CS015,51053,231
1999_2005,51CS015,51125,163
1999_2005,22CS012,22035,107
1999_2005,18CS046,17025,175
1999_2005,19CS030,19039,107
1999_2005,19CS017,46059,45
1999_2005,19CS017,19003,69
1999_2005,22CS012,22025,107
1999_2005,53CS013,53047,338
1999_2005,20CS018,20093,44
1999_2005,50CS001,50019,249
1999_2005,47CS040,47047,279
1999_2005,19CS017,46029,216
1999_2005,48CS036,48103,44
1999_2005,16CS001,16035,84
1999_2005,08CS001,38011,39
1999_2005,40CS027,40053,72
1999_2005,29CS038,29223,179
1999_2005,20CS018,20067,61
1999_2005,08CS001,40139,137
1999_2005,19CS017,19165,147
1999_2005,29CS038,29061,96
1999_2005,22CS027,28065,150
1999_2005,28CS003,28009,88
1999_2005,31CS016,31065,86
1999_2005,08CS001,46095,26
1999_2005,48CS036,35019,55
1999_2005,19CS017,46025,51
1999_2005,21CS022,21069,155
1999_2005,02CS001,02240,31
1999_2005,21CS021,21189,71
1999_2005,08CS001,48159,85
1999_2005,20CS018,20199,21
1999_2005,08CS001,31017,39
1999_2005,08CS001,30079,23
1999_2005,27CS010,38025,31
1999_2005,49CS007,49023,52
1999_2005,13CS044,13167,92
1999_2005,20CS018,20023,50
1999_2005,27CS010,38013,15
1999_2005,08CS001,48205,29
1999_2005,53CS019,53023,24
1999_2005,20CS018,20083,18
1999_2005,08CS001,46063,12
1999_2005,16CS001,30037,11
1999_2005,42CS047,54029,434
1999_2005,33CS006,33017,846
1999_2005,08CS001,35025,472
1999_2005,44CS002,44003,1583
1999_2005,20CS022,20173,3655
1999_2005,42CS002,42003,14685
1999_2005,18CS039,18159,129
1999_2005,28CS017,28049,2126
1999_2005,55CS012,55139,1199
1999_2005,34CS001,34009,1365
1999_2005,55CS012,55087,1082
1999_2005,12CS003,12131,405
1999_2005,24CS014,24031,10402
1999_2005,08CS001,49013,115
1999_2005,06CS001,06001,9403
1999_2005,20CS014,20091,2742
1999_2005,53CS018,53061,3899
1999_2005,25CS004,25009,6395
1999_2005,16CS001,16001,1859
1999_2005,20CS022,20155,635
1999_2005,37CS043,45041,1262
1999_2005,24CS003,24005,7427
1999_2005,18CS046,18163,1894
1999_2005,36CS020,36047,17963
1999_2005,34CS014,34027,3454
1999_2005,45CS019,45059,720
1999_2005,39CS008,39151,3798
1999_2005,19CS030,19135,105
1999_2005,17CS020,17199,725
1999_2005,17CS044,19163,1269
1999_2005,08CS001,20207,61
1999_2005,19CS017,31067,259
1999_2005,29CS038,29165,465
1999_2005,37CS026,37157,994
1999_2005,48CS048,48199,454
1999_2005,36CS028,42123,458
1999_2005,32CS001,16027,1041
1999_2005,22CS012,22063,675
1999_2005,42CS024,39073,272
1999_2005,19CS017,19159,97
1999_2005,23CS003,23017,595
1999_2005,55CS024,55107,170
1999_2005,04CS007,04015,2070
1999_2005,48CS053,48133,271
1999_2005,42CS024,54107,967
1999_2005,37CS026,37059,327
1999_2005,37CS043,37045,951
1999_2005,37CS059,37001,1271
1999_2005,24CS014,24021,1328
1999_2005,36CS028,36111,1554
1999_2005,42CS024,39119,857
1999_2005,29CS038,17167,1771
1999_2005,37CS043,45087,358
1999_2005,39CS016,39133,1132
1999_2005,36CS028,36057,640
1999_2005,45CS008,37047,598
1999_2005,16CS001,16017,315
1999_2005,37CS019,37093,251
1999_2005,40CS027,40037,709
1999_2005,20CS023,20161,280
1999_2005,51CS015,51015,1070
1999_2005,19CS017,20087,158
1999_2005,08CS001,40019,638
1999_2005,04CS002,04009,240
1999_2005,08CS001,48037,1008
1999_2005,55CS012,55137,236
1999_2005,28CS003,01075,187
1999_2005,48CS011,48323,228
1999_2005,48CS029,48397,337
1999_2005,22CS027,22117,572
1999_2005,19CS030,19015,269
1999_2005,55CS012,55071,831
1999_2005,31CS016,31121,87
1999_2005,21CS021,21051,247
1999_2005,37CS043,51121,480
1999_2005,48CS029,48185,259
1999_2005,19CS017,46015,72
1999_2005,08CS001,35055,229
1999_2005,08CS001,08069,1496
1999_2005,42CS002,42031,446
1999_2005,26CS028,26117,517
1999_2005,36CS028,42115,416
1999_2005,32CS001,16013,81
1999_2005,45CS008,13103,266
1999_2005,19CS017,19023,217
1999_2005,28CS003,28025,219
1999_2005,37CS005,37103,109
1999_2005,48CS011,48131,122
1999_2005,17CS017,17093,317
1999_2005,39CS040,39005,503
1999_2005,26CS028,26155,665
1999_2005,40CS027,29009,358
1999_2005,40CS027,29217,241
1999_2005,37CS043,37011,172
1999_2005,50CS001,50023,439
1999_2005,05CS026,29209,282
1999_2005,27CS010,27027,390
1999_2005,22CS012,22101,477
1999_2005,04CS002,04003,1092
1999_2005,19CS017,19133,153
1999_2005,21CS029,21061,107
1999_2005,47CS016,47021,267
1999_2005,47CS029,47173,157
1999_2005,13CS041,13057,804
1999_2005,12CS013,13049,102
1999_2005,19CS017,46127,95
1999_2005,48CS052,48427,268
1999_2005,19CS030,19157,212
1999_2005,24CS002,24009,557
1999_2005,28CS003,01013,286
1999_2005,40CS027,29039,225
1999_2005,21CS029,18123,177
1999_2005,47CS041,47073,574
1999_2005,16CS001,30073,86
1999_2005,32CS005,06063,210
1999_2005,28CS003,28015,97
1999_2005,29CS038,29033,140
1999_2005,32CS001,41025,64
1999_2005,19CS017,19047,181
1999_2005,10CS002,24019,359
1999_2005,18CS045,26027,478
1999_2005,08CS001,35051,228
1999_2005,21CS021,47025,336
1999_2005,21CS029,21085,282
1999_2005,18CS039,18109,522
1999_2005,42CS024,54007,149
1999_2005,08CS001,48487,194
1999_2005,29CS038,29121,185
1999_2005,20CS022,20143,62
1999_2005,21CS022,21239,172
1999_2005,47CS024,13047,446
1999_2005,12CS015,12035,684
1999_2005,05CS010,05073,128
1999_2005,45CS002,45011,230
1999_2005,27CS010,38061,95
1999_2005,20CS014,20011,204
1999_2005,32CS001,06051,54
1999_2005,21CS021,21095,423
1999_2005,05CS010,05061,175
1999_2005,28CS003,28079,242
1999_2005,24CS014,51043,133
1999_2005,16CS001,53043,118
1999_2005,08CS001,48065,63
1999_2005,29CS038,17103,374
1999_2005,17CS044,19097,213
1999_2005,50CS001,50005,259
1999_2005,12CS013,12047,131
1999_2005,20CS018,20109,42
1999_2005,29CS038,29197,57
1999_2005,05CS026,05087,113
1999_2005,19CS017,31169,95
1999_2005,21CS029,21155,186
1999_2005,12CS013,13005,109
1999_2005,08CS001,31161,90
1999_2005,48CS011,48443,16
1999_2005,29CS038,29003,178
1999_2005,17CS044,19105,177
1999_2005,08CS001,30033,11
1999_2005,08CS001,16041,100
1999_2005,39CS028,18155,85
1999_2005,21CS021,51169,295
1999_2005,39CS028,21171,135
1999_2005,27CS017,27165,116
1999_2005,48CS039,48145,218
1999_2005,21CS021,21063,74
1999_2005,37CS005,37177,39
1999_2005,02CS001,02070,38
1999_2005,21CS029,21215,105
1999_2005,08CS001,31063,26
1999_2005,47CS029,37043,114
1999_2005,32CS005,06091,34
1999_2005,48CS053,48417,41
1999_2005,13CS034,13065,71
1999_2005,08CS001,48191,54
1999_2005,16CS001,30097,42
1999_2005,13CS034,13287,85
1999_2005,08CS001,48125,24
1999_2005,08CS001,31171,8
1999_2005,41CS016,41051,5646
1999_2005,44CS004,44007,5891
1999_2005,45CS020,45051,1933
1999_2005,12CS040,12103,11979
1999_2005,53CS013,53033,11334
1999_2005,42CS024,54021,99
1999_2005,04CS006,04013,22968
1999_2005,06CS024,06059,16781
1999_2005,42CS033,42025,730
1999_2005,18CS002,18069,396
1999_2005,01CS023,01095,929
1999_2005,08CS001,40061,153
1999_2005,51CS022,51059,4343
1999_2005,47CS029,47063,628
1999_2005,37CS005,37195,773
1999_2005,45CS028,45079,2457
1999_2005,26CS033,26099,7107
1999_2005,06CS003,06007,2041
1999_2005,39CS043,39099,2960
1999_2005,27CS010,38055,117
1999_2005,48CS085,48453,3901
1999_2005,48CS048,48039,1658
1999_2005,27CS010,38019,55
1999_2005,32CS001,06049,116
1999_2005,49CS007,49035,5185
1999_2005,06CS035,06083,2875
1999_2005,42CS024,39169,956
1999_2005,08CS001,48147,439
1999_2005,37CS002,37193,657
1999_2005,29CS038,17057,444
1999_2005,50CS001,50017,241
1999_2005,13CS025,13067,3231
1999_2005,41CS003,41005,2642
1999_2005,45CS004,45007,1735
1999_2005,18CS046,18051,349
1999_2005,08CS001,48181,1316
1999_2005,48CS011,48469,728
1999_2005,51CS012,51185,592
1999_2005,18CS002,39107,324
1999_2005,13CS038,13085,123
1999_2005,28CS003,01057,215
1999_2005,21CS029,18061,294
1999_2005,18CS046,21157,332
1999_2005,42CS021,42043,2418
1999_2005,45CS008,13245,1822
1999_2005,29CS038,17087,118
