county_ihme,wt_sum,prop_garbage,ri,detail_icd4,exc_avg,covid_avg,rel_exc_mean,pop,exc_per100k,covid_per100k,nc_excess_per100k,z_garbage,z_detail,z_ri,agg_index
01045,3657,0.3510286095840614,0.12267108396653278,54.20468238923469,11.266666666666667,19.875,0.27416820989349844,49393,22.81024976548634,40.23849533334683,-17.428245567860493,-1.3887975391093934,0.8148943977924257,-1.5401977575144603,-0.704700299610476
01047,3697,0.3606472016670271,0.12158604952762925,52.96443402641377,10.9,17.5,0.28466788763484374,40755,26.74518463992148,42.93951662372715,-16.194331983805668,-1.5571999230466194,-0.550747471005407,-1.619291425216711,-1.2424129397562458
01049,5667,0.3943570062291402,0.11338200394795112,53.73293313296335,16.266666666666666,22.692307692307693,0.24516105206223276,71194,22.848367371782267,31.873904672174188,-9.025537300391926,-2.147391439783393,0.2954496194312076,-2.2173259498617566,-1.356422590071314
01051,5535,0.3515207453785994,0.12160919123052895,54.11869612828686,14.766666666666667,22.2,0.21474216651445302,80989,18.232928751641172,27.411129906530512,-9.178201154889345,-1.397413856373519,0.7202146210542778,-1.6176045090289974,-0.7649345814494128
01053,3378,0.29605559557126376,0.13031102688224636,54.51280880132283,11.366666666666667,19.142857142857142,0.30813354343518834,37621,30.21362182469011,50.88343516349151,-20.6698133388014,-0.42632958827855905,1.1541734824049086,-0.9832835393351287,-0.08514654840292639
01055,9813,0.35910205822023533,0.12287093483583429,52.973425986665134,28.06666666666667,37.4,0.2414580371194295,103132,27.214314341491164,36.26420509638133,-9.049890754890168,-1.5301475397331061,-0.5408463916974696,-1.5256296132419958,-1.1988745148908573
01057,1615,0.3319033617480783,0.12846988002753795,52.5490381153162,5.7,22.5,0.3579993563099138,16657,34.21984751155671,135.0783454403554,-100.85849792879871,-1.0539525533579244,-1.0081413812315736,-1.1174940789236298,-1.0598626711710428
01059,2650,0.3728492069756484,0.11691814690577938,52.5490381153162,6.966666666666666,14.4,0.25094986905149447,31507,22.1114884523016,45.70412924112102,-23.59264078881942,-1.7708327255464371,-1.0081413812315736,-1.9595585408044414,-1.579510882527484
01061,2531,0.3088249105567375,0.12780139643810892,54.04419455541771,9.4,15.833333333333334,0.3445833734015762,26572,35.3755833207888,59.58653218927192,-24.210948868483115,-0.6498948529504445,0.6381806750710824,-1.1662232408663027,-0.39264580624855494
01063,757,0.5196668619274698,0.13327668578388596,53.208137981146635,6.5,10,Inf,8533,76.17485058010078,117.19207781553968,-41.01722723543889,-4.341317354138421,-0.28240418255482824,-0.7671016088136051,-1.796941048502285
01065,1323,0.4231196354455262,0.10915566572942018,53.208137981146635,5.1,19,0.38618370239470795,14995,34.01133711237079,126.70890296765589,-92.69756585528509,-2.6509677726356817,-0.28240418255482824,-2.525405194785637,-1.8195923833253822
01067,1514,0.31262626307921193,0.12563933656801057,54.005674754891466,2.966666666666667,12,0.21853078247185445,17110,17.338788233002145,70.13442431326709,-52.79563608026495,-0.7164489620600497,0.5957663861646783,-1.3238267590465518,-0.4815031116473077
01069,7827,0.3623602310200826,0.14202526496446607,54.20468238923469,28.066666666666666,31.615384615384617,0.2981584866364576,104108,26.959183412097694,30.367872416514214,-3.40868900441652,-1.5871916540942308,0.8148943977924257,-0.12937326603871838,-0.3005568407801745
01071,4998,0.3241926176201371,0.11784826390129122,52.13070152995992,16.733333333333334,19.454545454545453,0.28920828122842185,52326,31.97900342723184,37.17950054379362,-5.200497116561784,-0.9189527860453166,-1.468773278308258,-1.8917575918856493,-1.4264945520797412
01073,50272,0.3631687270361675,0.12283062021434146,54.96540538147289,104.16666666666666,79.15384615384615,0.16851602184666367,659460,15.795752079984632,12.00282748822463,3.792924591760002,-1.6013468085428295,1.652529181195609,-1.5285683506327814,-0.4924619926600006
01075,1378,0.3395805998915028,0.11111825980251695,52.5490381153162,5.517241379310345,12,0.3911060596693099,14021,39.3498422317263,85.5859068540047,-46.236064622278406,-1.1883656976367145,-1.0081413812315736,-2.3823417510033487,-1.5262829432905456
01077,7856,0.3329845582861127,0.12460091738961528,52.937831287161664,12.73333333333333,24.384615384615383,0.13730963035464042,92590,13.752385066781867,26.336122026801366,-12.583736960019497,-1.0728821506356925,-0.5800398414986484,-1.3995224037992098,-1.0174814653111837
01079,2869,0.369888662310088,0.12331999583321883,54.02245448415546,9.866666666666667,16.833333333333332,0.308834268388609,33288,29.6403108227189,50.56877353200352,-20.928462709284624,-1.7189994868424119,0.6142426055389038,-1.4928952777852653,-0.8658840530295911
01081,7774,0.2865766653119372,0.13635695042967966,53.78343601280329,16.866666666666667,22.6,0.17942311971713237,156597,10.770746991747394,14.431949526491568,-3.6612025347441746,-0.26037240462043615,0.3510585194481517,-0.5425654838813929,-0.1506264563512258
01083,5505,0.34175930805996,0.13600603382342275,52.45881192616694,15.5,20.454545454545453,0.21391877025385284,91695,16.903866077757783,22.307154648067456,-5.403288570309671,-1.2265105369548799,-1.1074897579422287,-0.5681455765045667,-0.9673819571338917
01085,957,0.4004291636755564,0.12263011976382707,54.51280880132283,5.5,11,0.5315214282202956,10362,53.07855626326964,106.15711252653928,-53.07855626326964,-2.2537028189123207,1.1541734824049086,-1.5431838461770173,-0.8809043942281432
01087,1718,0.4354972434765637,0.14204411796660615,54.53489438676718,3.3666666666666663,10,0.2235405234056261,19358,17.391603815821192,51.658229155904536,-34.266625340083344,-2.8676750289459614,1.1784919988277949,-0.1279989750180904,-0.605727335045419
01089,21900,0.35590509454874975,0.12294213561800296,54.389079425138966,33,44.333333333333336,0.11425944968538233,353213,9.34280448341369,12.551444407010313,-3.2086399235966216,-1.4741750752606462,1.0179346276866508,-1.5204394268266412,-0.6588932914668789
01091,1897,0.42145560539263094,0.11217428440732008,51.017469941089686,4.8,13.5,0.2599683750951988,19743,24.312414526667677,68.37866585625285,-44.066251329585164,-2.621833921710968,-2.6945565270534453,-2.305362757357669,-2.5405844020406945
01093,2893,0.3059678000921558,0.11500226356235298,52.5490381153162,6.333333333333333,16.8,0.20895010224720048,30058,21.070375052675935,55.89194224499301,-34.82156719231708,-0.5998725410302155,-1.0081413812315736,-2.0992170024053243,-1.2357436415557046
01095,7930,0.3674733256372929,0.12187163461599473,53.88706483121443,17.93333333333333,23.076923076923077,0.1910878941000497,94738,18.929398270317435,24.358676641815403,-5.42927837149797,-1.6767117538559966,0.46516457874938244,-1.598473678544335,-0.9366736178836496
01097,30510,0.3080006996569135,0.12998464323681252,54.48430128553272,81.46666666666667,63.83333333333333,0.22364193431432405,414328,19.66236089925534,15.406473454203752,4.255887445051587,-0.6354645621968511,1.1227837557135285,-1.0070752999187644,-0.17325203546736234
01099,1852,0.39556290229608565,0.13448500211955214,53.52478019989527,7.033333333333334,14.5,0.38265533923806255,21745,32.34460029125469,66.6819958611175,-34.3373955698628,-2.1685042773694447,0.06625168695879484,-0.6790212978983512,-0.9270912961030003
01101,14931,0.35004944925417253,0.1291886489953993,54.79240928638314,47.23333333333333,36.69565217391305,0.2664875524296613,227120,20.796642010097447,16.156944423174114,4.639697586923336,-1.3716543925461797,1.4620425676468947,-1.0650993605069827,-0.3249037284687559
01103,9311,0.31876509897582306,0.13383607360407448,54.02245448415546,23.699999999999996,28.928571428571427,0.2079572447693137,119157,19.889725320375636,24.277693655069722,-4.387968334694086,-0.8239277480062341,0.6142426055389038,-0.7263249912424731,-0.3120033779032678
01105,913,0.4393155968241559,0.10944101304847012,53.208137981146635,5.391304347826087,NA,Inf,9680,55.69529284944304,NA,NA,-2.9345267886320783,-0.28240418255482824,-2.504604780325548,-1.9071785838374848
01107,1739,0.39218565011472656,0.11863624958697772,53.208137981146635,6.6,14.5,0.4031351617527473,20170,32.72186415468517,71.88894397620228,-39.167079821517106,-2.109375320283793,-0.28240418255482824,-1.8343173155744208,-1.408698939471014
01109,2259,0.37704263387166403,0.12790618866827222,54.005674754891466,9.2,17.2,0.391064155934347,33287,27.638417400186256,51.67182383513083,-24.033406434944574,-1.8442512757941552,0.5957663861646783,-1.1585844033021335,-0.8023564309772034
01111,2138,0.33058417475171714,0.13802152642594634,53.24893636857651,3.7333333333333325,13.5,0.18155633809319427,22530,16.57049859446663,59.92010652463382,-43.34960793016719,-1.0308562173110267,-0.23748093353158767,-0.42122609040840425,-0.5631877470836729
01113,4148,0.3457760651168741,0.12705037406182518,54.53489438676718,12.266666666666667,17.6,0.24716549331831356,58480,20.975832193342455,30.09575923392613,-9.119927040583677,-1.2968359503050262,1.1784919988277949,-1.2209690739356824,-0.44643767513763793
01115,6581,0.3429106358726549,0.13183055761070633,52.937959389763776,21.433333333333334,30,0.2666312368843316,86937,24.653868126727787,34.50774698919908,-9.85387886247129,-1.2466679931271216,-0.5798987872693584,-0.8725172316577212,-0.8996946706847337
01117,10131,0.343100204484133,0.13664479745883867,54.32272142803323,24.4,21.833333333333336,0.19199192958000835,208721,11.690246788775447,10.460535036404261,1.2297117523711858,-1.2499869618303596,0.9448676018443121,-0.5215828528633489,-0.27556740428313214
01119,1109,0.44493422680615025,0.114848828208347,51.017469941089686,2.7692307692307687,NA,0.26111081027611277,13084,21.165016579262982,NA,NA,-3.0328978054365763,-2.6945565270534453,-2.110401684170623,-2.6126186722202145
01121,7015,0.40096648040950233,0.11415090011329325,52.22233668928753,19.2,26.23076923076923,0.23579649971457525,80888,23.736524577193155,32.428505131501865,-8.691980554308712,-2.2631101644100164,-1.3678734795396368,-2.1612772055835925,-1.9307536165110821
01123,3763,0.3394216813797635,0.13710996021429137,53.053649542868975,9.8,16.5,0.23437067389866426,40756,24.04553930709589,40.48483658847777,-16.43929728138188,-1.185583351114706,-0.45251194958086305,-0.48767477853124075,-0.7085900264089368
01125,12161,0.358519942577703,0.1158873501707358,53.29198912138217,30.2,38.72222222222222,0.1974769475569583,204424,14.77321645207999,18.942111602464596,-4.1688951503846035,-1.5199558546003924,-0.1900753948016745,-2.0346985469709646,-1.2482432654576772
01127,7144,0.39271621080852515,0.10413903381342611,53.769385434915606,17.633333333333336,26.571428571428573,0.21485396497837878,64927,27.158706444673765,40.925082895295596,-13.76637645062183,-2.118664380978788,0.3355873783288135,-2.891092958714221,-1.5580566537880651
01129,1451,0.29803155117548663,0.12209669333775644,53.52478019989527,3.6333333333333337,NA,0.29200886746331933,16746,21.696723595684542,NA,NA,-0.460924634147544,0.06625168695879484,-1.5820680059552676,-0.6589136510480056
01131,1074,0.4277824704754681,0.10706792658755412,52.96443402641377,3.769230769230769,NA,0.34433081043416863,10919,34.51992645142201,NA,NA,-2.7326047240912743,-0.550747471005407,-2.6775910978456374,-1.9869810976474396
01133,2194,0.3362112158707449,0.12622549073296666,53.769385434915606,7.2333333333333325,18.333333333333332,0.31598350163544325,23968,30.179127725856695,76.49087672452158,-46.31174899866488,-1.1293744963671954,0.3355873783288135,-1.2810990067438912,-0.6916287082607577
02013,156,0.3035232168359103,0.11859109836941431,54.29695938844837,NA,NA,Inf,3338,NA,NA,NA,-0.5570727586365084,0.9165009287348275,-1.837608617002531,-0.4927268156347373
02020,11862,0.24829597742952433,0.13458466195642585,55.300347544548096,43.6,29.928571428571427,0.319520963513677,298225,14.619834017939477,10.035567584398164,4.584266433541311,0.40984617233449394,2.021335184277797,-0.6717565865322167,0.5864749233600248
02050,801,0.24348633663694305,0.13123113751525933,54.29695938844837,2.7894736842105265,NA,Inf,17957,15.534185466450557,NA,NA,0.4940534002079819,0.9165009287348275,-0.9162120049694754,0.16478077465777796
02060,55,0.29100185528756956,0.11729248669644171,54.29695938844837,NA,NA,Inf,917,NA,NA,NA,-0.33784866464308116,0.9165009287348275,-1.93227101337785,-0.4512062497620346
02068,458,0.25737386524731315,0.12051558003053389,53.89531828415814,NA,NA,NA,2303,NA,NA,NA,0.2509104428177279,0.47425248504295797,-1.6973233803813919,-0.32405348417356866
02070,349,0.21322075967907456,0.14405111074329308,54.29695938844837,NA,NA,Inf,4974,NA,NA,NA,1.0239433536417024,0.9165009287348275,0.01830091562916425,0.6529150660018981
02090,3322,0.2481380119651971,0.1368758323556872,54.28859947121057,12.9,25.5,0.3572851097104348,100031,12.896002239305815,25.492097449790567,-12.596095210484748,0.41261183289510417,0.9072957942296196,-0.5047415465381531,0.27172202686219027
02100,108,0.25392349247391266,0.12794335797569223,53.89531828415814,NA,NA,Inf,2537,NA,NA,NA,0.3113195957894783,0.47425248504295797,-1.1558749438191958,-0.12343428766225317
02105,167,0.19645045680851309,0.12731025766613382,54.528984155286906,NA,NA,NA,2146,NA,NA,NA,1.3175579448824917,1.1719842219939776,-1.202024838892578,0.42917244266129706
02110,1314,0.2477334323285506,0.13139643395756426,54.528984155286906,1.9333333333333331,NA,0.1857072293927983,32434,5.960823004665885,NA,NA,0.4196952162755459,1.1719842219939776,-0.9041627082731958,0.2291722433321092
02122,3074,0.2544157102976056,0.138578311490213,54.29695938844837,5.2333333333333325,14,0.16135830989310493,57961,9.029059770075278,24.154172633322407,-15.125112863247127,0.3027018423582785,0.9165009287348275,-0.38063920092756454,0.27952119005518045
02130,1324,0.23702141351831013,0.14172178807706523,54.528984155286906,NA,NA,NA,13745,NA,NA,NA,0.6072413237375336,1.1719842219939776,-0.15149523675851564,0.5425767696576652
02150,450,0.25739558188239214,0.11718213025019789,54.29695938844837,3.4285714285714284,NA,Inf,13773,24.8934250241155,NA,NA,0.2505302278042568,0.9165009287348275,-1.940315454895145,-0.2577614327853535
02158,424,0.2390128560609327,0.13188452648063914,NA,6.5,NA,Inf,8129,79.96063476442366,NA,NA,0.5723751324323036,NA,-0.868583166791499,-0.1481040171795977
02170,4141,0.2433346433141243,0.1341194840165881,53.72643227781583,17.333333333333336,22.11111111111111,0.3369704603512798,101135,17.13880786407607,21.862966441994473,-4.724158577918401,0.4967092480669713,0.2882915047837083,-0.7056657677312249,0.02644499503981823
02180,490,0.22206939885511315,0.1279002919383806,53.89531828415814,4.571428571428571,NA,Inf,9869,46.32109201974436,NA,NA,0.8690213111024181,0.47425248504295797,-1.1590142458747337,0.06141985009021411
02185,358,0.23789675071078736,0.12260308198218942,53.89531828415814,4.5,NA,Inf,9757,46.12073383212053,NA,NA,0.5919159134601665,0.47425248504295797,-1.5451547673197743,-0.15966212293888327
02188,357,0.19659205800424473,0.14936238212746647,53.89531828415814,6.75,NA,Inf,7715,87.49189889825016,NA,NA,1.3150787900619227,0.47425248504295797,0.4054664459332493,0.7315992403460433
02220,434,0.22810998569844454,0.17156050502859507,54.528984155286906,6,NA,Inf,8810,68.1044267877412,NA,NA,0.7632626703343606,1.1719842219939776,2.023600298099094,1.3196157301424774
02240,341,0.2442898276121482,0.11635789738494594,53.89531828415814,4.8,NA,Inf,6889,69.67629554362027,NA,NA,0.479985874053481,0.47425248504295797,-2.0003979721094276,-0.34871987100432955
02261,427,0.225979729522597,0.13720640683821955,NA,6,NA,Inf,9439,63.56605572624219,NA,NA,0.8005592117944194,NA,-0.4806442945664289,0.15995745861399524
04001,4823,0.2983698366382061,0.12433053911520683,53.72999109169028,39.53333333333333,34.35294117647059,0.7078187971784478,71602,55.21261044849771,47.97762796635651,7.234982482141204,-0.46684733862257366,0.29221012735632884,-1.4192316486150516,-0.5312896199604321
04003,9251,0.24855064446395336,0.14926223200333993,54.81142139543855,27.533333333333335,36.5,0.24342194181037413,126516,21.762728297870098,28.85010591545733,-7.087377617587234,0.4053874599431011,1.4829768683229014,0.39816599504064165,0.762176774435548
04005,5719,0.22610805803940487,0.1385482773925003,55.045390055983574,22.633333333333333,25.333333333333332,0.32059395647448563,138639,16.32537261040063,18.272876559505864,-1.9475039491052297,0.7983124351382137,1.7406005898330803,-0.3828285387578222,0.7186948287378239
04007,5396,0.24586917306154232,0.1488198860602283,53.89153417849399,16.133333333333333,20.857142857142858,0.25608935618062945,53145,30.35719885846897,39.245729338870746,-8.888530480401778,0.4523346818161682,0.47008579288207647,0.3659211539743388,0.42944720955752785
04009,2020,0.2937578439443845,0.1584158576669921,54.81142139543855,10.366666666666667,15,0.4592829392271449,37700,27.497789566755085,39.787798408488065,-12.290008841732979,-0.38610053517759785,1.4829768683229014,1.0654202319138206,0.7207655216863748
04011,416,0.23135359124976257,0.1466982430820758,54.81142139543855,7,NA,Inf,9368,74.72245943637915,NA,NA,0.7064735994721768,1.4829768683229014,0.21126382819730247,0.8002380986641269
04012,12504,0.2626223877095178,0.15484839935836234,55.037004789173416,NA,NA,NA,20477,NA,NA,NA,0.15901927130743532,1.7313675428238928,0.8053700879851814,0.8985856340388364
04013,211522,0.22786844851203159,0.1312514073448889,54.938315812029835,755.2333333333333,441.8,0.2708306867153235,4155501,18.174302769589836,10.631690378608981,7.542612390980856,0.7674915052460174,1.622700760253371,-0.9147344342015622,0.4918192770992755
04015,22238,0.2113793049438536,0.13743034124565096,54.8909387712118,69.06666666666666,51.8,0.23958785666015253,204691,33.74191667765884,25.306437508244134,8.43547916941471,1.056183557264943,1.5705337326640803,-0.4643205789557261,0.7207989036577658
04017,7264,0.2583317825258331,0.14209077803734058,54.03916687218541,55.9,45.23529411764706,0.6220094992716686,107902,51.80626865118348,41.92257244318647,9.883696207997016,0.2341392197607581,0.6326446752416095,-0.12459768562366226,0.24739540312623512
04019,65567,0.2171157186051695,0.15591062461801164,55.45365193628749,203.8,114.36666666666666,0.24114488794272157,1007257,20.23316790054574,11.354268738431866,8.878899162113875,0.9557503828998004,2.1901391934632812,0.8828010788360701,1.342896885066384
04021,20755,0.2295200246377088,0.1430068671191105,55.108880062618375,97.8,63.16666666666667,0.33796348832455286,405537,24.11617189060431,15.576055123617987,8.540116766986323,0.7385756977745258,1.8105096612012765,-0.05781930254082571,0.8304220188116589
04023,2068,0.25427361660604164,0.14950800221606347,54.81142139543855,9.800000000000002,19.75,0.41813792448843273,46358,21.13982484145132,42.603218430475856,-21.46339358902454,0.3051896197996562,1.4829768683229014,0.4160814333339282,0.7347493071521619
04025,20749,0.2034853924876511,0.15835817718726056,55.037004789173416,50.06666666666667,58.875,0.18353289243602464,220972,22.6574709314604,26.64364715891606,-3.9861762274556645,1.1943902370731576,1.7313675428238928,1.061215608969868,1.3289911296223063
05001,1697,0.3442922960909011,0.13611590454502137,53.34980869629921,7.066666666666666,10,0.43122060282983377,18352,38.50624818366754,54.48997384481255,-15.983725661145018,-1.2708581108217842,-0.12641005589874013,-0.560136541922116,-0.6524682362142135
05003,1844,0.3165557389242405,0.12844453889072097,52.348680164235034,5.799999999999999,10,0.33499737716037054,20771,27.92354725338211,48.144046988589864,-20.220499735207746,-0.785246255283293,-1.2287562314061398,-1.1193413230135276,-1.0444479365676536
05005,4787,0.25416754443788153,0.13961819873097234,52.724667468186794,13.7,19.272727272727273,0.2465819191858105,41093,33.33901151047623,46.900268349176926,-13.561256838700688,0.30704673213309086,-0.814755278205866,-0.30483654165755564,-0.27084836257677697
05007,12707,0.2281446391816429,0.15687685201602614,53.14875491777152,23.833333333333336,38.8,0.14169966390816965,251823,9.464319515426842,15.407647434904673,-5.943327919477833,0.7626559568848248,-0.3477910841412825,0.9532342982835526,0.45603305700903163
05009,3165,0.23352695335773335,0.1437011108313058,54.52604810292961,7.866666666666666,16.333333333333332,0.22748742092201407,37212,21.14013400695116,43.89265111612741,-22.752517109176246,0.6684223590219979,1.1687513243354875,-0.007212354495711542,0.6099871096205912
05011,1067,0.32591563714874316,0.14149770597745615,52.44824572367111,2.9615384615384617,18,0.27162795178733123,10994,26.937770252305455,163.7256685464799,-136.78789829417443,-0.9491194251630646,-1.1191242409660018,-0.1678297184017101,-0.7453577948435921
05013,507,0.3171368547418968,0.12756803635559255,52.16256596662303,6.4,NA,Inf,5194,123.21909896033885,NA,NA,-0.7954204354744107,-1.43368723414383,-1.183234041777075,-1.1374472371317719
05015,2253,0.2657466031129876,0.14315296612513898,54.52604810292961,4.366666666666666,10.5,0.1879387107563439,27782,15.717610923139683,37.79425527319847,-22.076644350058793,0.10432048406917892,1.1687513243354875,-0.04716940441766398,0.4086341346623341
05017,1092,0.2743214557161188,0.15220073369310227,52.348680164235034,3.5925925925925926,NA,Inf,11008,32.63619724375538,NA,NA,-0.045808101052438606,-1.2287562314061398,0.6123682985430351,-0.22073201130518114
05019,1711,0.3115902073664912,0.13330898373240035,53.493073984455926,4.366666666666666,10,0.276210135887928,22495,19.411721123212565,44.45432318292954,-25.042602059716973,-0.6983096906979813,0.03133986074472348,-0.7647472474074887,-0.4772390257869155
05021,1672,0.2773901629690165,0.13670686624310247,53.127624969991885,1.5,10,0.1330930354278518,15190,9.87491770901909,65.83278472679395,-55.95786701777485,-0.09953505116488001,-0.3710573445439557,-0.5170583441277516,-0.32921691327886243
05023,2625,0.22839253978003068,0.14177840034779218,53.18783363558618,5.666666666666666,15,0.2082378594247077,25361,22.3440190318468,59.145932731359174,-36.801913699512376,0.7583157113075225,-0.3047613694273253,-0.1473684809909547,0.1020619536297475
05025,743,0.35341597444291273,0.13871442690116764,52.44824572367111,3.5714285714285716,NA,Inf,8332,42.86400109731843,NA,NA,-1.4305955413628129,-1.1191242409660018,-0.37071705772436653,-0.9734789466843937
05027,2061,0.28170005899044953,0.14985044463909436,54.63559851366771,3.966666666666666,15,0.2096071996646378,23992,16.53328887406913,62.52084028009336,-45.98755140602424,-0.1749927437534101,1.2893776699391002,0.4410437997282417,0.5184762419713106
05029,1908,0.2981051380653634,0.144655057470655,51.996863275259315,1.2999999999999998,12,0.09128192796641256,20954,6.204066049441633,57.26830199484585,-51.064235945404214,-0.462212993979719,-1.616143054995774,0.062325658117611496,-0.6720101302859605
05031,6551,0.21707338743795543,0.13793378629880526,51.319531650985354,14.400000000000002,21.875,0.18230332300287044,104246,13.813479653895596,20.98401857145598,-7.170538917560385,0.9564915172999504,-2.361955307523555,-0.4276219136297045,-0.611028567951103
05033,4433,0.23344204611943248,0.14501024598444082,52.811775134983385,15.133333333333333,17.88888888888889,0.30108952248041954,62119,24.361843129048008,28.797773449168353,-4.4359303201203435,0.6699089156011792,-0.7188407175124354,0.08821715176404492,0.013095116617596228
05035,3563,0.2873884334856847,0.13699533068491054,51.29714874532534,12.733333333333333,14.714285714285714,0.33048156378856614,49278,25.839793281653744,29.859746163167564,-4.019952881513822,-0.27458484803048033,-2.386601204289866,-0.4960307067678358,-1.0524055863627275
