cluster,deaths,S,I,period
C1954,486,0.8819455028874325,0.8105002349523897,1999_2004
C1955,478,0.8762101503825213,0.8216925114272489,1999_2004
C1956,425,0.8717730103806229,0.7976954732510175,1999_2004
C1957,483,0.8766294167320363,0.8181041479772891,1999_2004
C1958,482,0.8839551660611904,0.8373671782762829,1999_2004
C1959,461,0.883526804409917,0.8040340023137814,1999_2004
C196,6386,0.8798319687925229,0.8235197197015572,1999_2004
C1960,476,0.874064331614999,0.8209833795013777,1999_2004
C1961,472,0.8857548118356794,0.8285333333333356,1999_2004
C1962,491,0.8952758616398638,0.8477935836644247,1999_2004
C1963,435,0.86461091293433745,0.7660077460892415,1999_2004
C1964,453,0.8767646643178417,0.8228275221282092,1999_2004
C1965,469,0.8727456230877292,0.803232286340392,1999_2004
C1966,454,0.8910419375497293,0.849778163580252,1999_2004
C1967,463,0.8855291576673866,0.8140364045787157,1999_2004
C1968,461,0.8754899515812554,0.8111747044473621,1999_2004
C1969,495,0.8863013978165493,0.8208804182830267,1999_2004
C197,6486,0.8786301651727592,0.8211377132623383,1999_2004
C1970,478,0.8780483534952119,0.8157536950133848,1999_2004
C1971,429,0.8699583245037792,0.7981725778546668,1999_2004
C1972,448,0.8675661670918368,0.8013117283950646,1999_2004
C1973,464,0.8847354340071343,0.827443519619507,1999_2004
C1974,487,0.8807221854458214,0.8229783037475479,1999_2004
C1975,469,0.8691358922718119,0.7799032140248389,1999_2004
C1976,473,0.8616674637619621,0.7747111111111025,1999_2004
C1977,437,0.8860390953505543,0.8566189055699487,1999_2004
C1978,460,0.8894423440453685,0.8324732595233653,1999_2004
C1979,417,0.8779968830690843,0.8174571767765167,1999_2004
C198,6338,0.8840037416750569,0.8304562570296979,1999_2004
C1980,443,0.8833267940218804,0.8308474742041118,1999_2004
C1981,443,0.8767127475808794,0.8096371823404498,1999_2004
C1982,456,0.8835314712219146,0.835412819242382,1999_2004
C1983,486,0.8691087063286423,0.804899645808749,1999_2004
C1984,438,0.8731886324305165,0.8094197879482111,1999_2004
C1985,464,0.8819021254458977,0.8134126040428139,1999_2004
C1986,436,0.8822594899419242,0.8112266330602855,1999_2004
C1987,446,0.873876410142975,0.8192857142857087,1999_2004
C1988,469,0.8819290692440934,0.8255934417368566,1999_2004
C1989,431,0.8820042958425073,0.825993555316853,1999_2004
C199,6382,0.8790721534368688,0.8237033148896022,1999_2004
C1990,432,0.8912572873799726,0.835932278903986,1999_2004
C1991,447,0.8791796165337897,0.8420602585383233,1999_2004
C1992,465,0.8833761128454156,0.8202600768198494,1999_2004
C1993,470,0.8888637392485288,0.8515111111111107,1999_2004
C1994,447,0.8883483726959245,0.8261394664986389,1999_2004
C1995,464,0.8886834869203329,0.8173203227622455,1999_2004
C1996,492,0.8896985921078723,0.8388653936520285,1999_2004
C1997,455,0.8835164835164836,0.832754657929479,1999_2004
C1998,462,0.8878956541294205,0.8294229256328292,1999_2004
C1999,471,0.880729892129949,0.819152290437364,1999_2004
C2,119480,0.8807101469665056,0.8244506634789306,1999_2004
C20,30451,0.8809736857068081,0.8257055377782722,1999_2004
C200,6349,0.8803958620386143,0.8228010953951298,1999_2004
C2000,443,0.8792095755901942,0.8264233287046143,1999_2004
C2001,473,0.8870553213932928,0.8068397426998081,1999_2004
C2002,440,0.8799483471074379,0.814968169349408,1999_2004
C2003,480,0.8886805555555555,0.8417590027700751,1999_2004
C2004,441,0.8828111743563638,0.8153061224489673,1999_2004
C2005,502,0.8890255710226821,0.8541988054269946,1999_2004
C2006,462,0.87221941118045,0.8081807372176045,1999_2004
C2007,482,0.8794614417795836,0.8356614977145717,1999_2004
C2008,475,0.8846182825484765,0.8331156254222775,1999_2004
C2009,468,0.892148805610344,0.8467859751643506,1999_2004
C201,6211,0.8798991490186481,0.8268872172464632,1999_2004
C2010,447,0.871302093499292,0.8126363816702931,1999_2004
C2011,442,0.885608402776356,0.8378176780862099,1999_2004
C2012,469,0.8808743368142535,0.8248444444444406,1999_2004
C2013,430,0.8757057869118443,0.8351186725477752,1999_2004
C2014,456,0.8723261003385654,0.7769579475308743,1999_2004
C2015,464,0.8731420927467303,0.8143777307328475,1999_2004
C2016,430,0.879242833964305,0.8046246470243497,1999_2004
C2017,421,0.8681061379703341,0.8042279411764666,1999_2004
C2018,417,0.8995968692671762,0.8559556786703519,1999_2004
C2019,448,0.8899174904336735,0.8334693877550904,1999_2004
C202,6269,0.8785880618246736,0.8189363191825023,1999_2004
C2020,461,0.8889568560283454,0.8406635802469257,1999_2004
C2021,490,0.8819825072886296,0.8100728407908483,1999_2004
C2022,464,0.8860081004756242,0.8277391975308711,1999_2004
C2023,452,0.8995908058579373,0.8691557669441246,1999_2004
C2024,427,0.8798710024187046,0.8103788161329845,1999_2004
C2025,471,0.8813158974220276,0.8404459823145171,1999_2004
C2026,401,0.8899571520077612,0.8187736375472864,1999_2004
C2027,425,0.8678754325259517,0.8047312057115409,1999_2004
C2028,433,0.8641466966062009,0.7659071475277991,1999_2004
C2029,428,0.8779587736920256,0.8089775005569178,1999_2004
C203,6121,0.8792376663816753,0.8220742188215375,1999_2004
C2030,484,0.8839474762652825,0.8197886057629068,1999_2004
C2031,451,0.8929749607917365,0.8442330558858583,1999_2004
C2032,443,0.8782006532517364,0.8494173602853813,1999_2004
C2033,463,0.8869939216957676,0.8326278240190322,1999_2004
C2034,447,0.8750556781726548,0.8087185082324847,1999_2004
C2035,450,0.8691259259259259,0.812863576656033,1999_2004
C2036,478,0.8780483534952118,0.8148765405026128,1999_2004
C2037,464,0.8888785671819263,0.8331034482758696,1999_2004
C2038,456,0.8762407663896584,0.800234730304654,1999_2004
C2039,421,0.8723038123233338,0.816899862825784,1999_2004
C204,6150,0.8811754379007204,0.829843261012475,1999_2004
C2040,381,0.8873457746915495,0.809847322667836,1999_2004
C2041,447,0.8950948155488491,0.8414566671696784,1999_2004
C2042,476,0.8689622907986724,0.775009867988249,1999_2004
C2043,422,0.8835493362682778,0.8308823529411676,1999_2004
C2045,570,0.8903908895044628,0.8267428571428505,1999_2004
C2046,664,0.880275620554507,0.8460726398778231,1999_2004
C2047,880,0.8813946280991735,0.830236530200302,1999_2004
C2048,560,0.8843303571428573,0.8300112939165429,1999_2004
C2049,697,0.8803171616828837,0.8272395061728604,1999_2004
C205,6178,0.880180416501038,0.8252595272802878,1999_2004
C2050,710,0.8859194604245189,0.8372345679012518,1999_2004
C2051,1010,0.8791726301343006,0.840487349489394,1999_2004
C2052,1147,0.8769854873294423,0.808391818352387,1999_2004
C2054,737,0.8740079054585221,0.8214395654142145,1999_2004
C2055,813,0.8741741291951666,0.8060059171597914,1999_2004
C2056,743,0.8842403482299577,0.8283136784125559,1999_2004
C2057,750,0.873184,0.8069618055555514,1999_2004
C2058,590,0.871232404481471,0.8067786705624376,1999_2004
C2059,701,0.8830547760383067,0.8355455524777072,1999_2004
C206,5991,0.8818553596822652,0.826674515235474,1999_2004
C2060,656,0.8837931290898274,0.8244533127961047,1999_2004
C2061,1153,0.8881796347098597,0.8361551554241574,1999_2004
C2062,795,0.8778165420671651,0.8053681687592009,1999_2004
C2063,716,0.8752457788458538,0.8066137514797599,1999_2004
C2064,738,0.8810929708213071,0.8042508917954772,1999_2004
C2065,580,0.8787752675386444,0.8296859021183066,1999_2004
C2067,671,0.8690856674536523,0.8021849648458829,1999_2004
C2068,982,0.883854389188696,0.8212244897959293,1999_2004
C2069,588,0.8697186357536214,0.8101225575210937,1999_2004
C207,5940,0.8770962146719722,0.8224363819601987,1999_2004
C2070,462,0.8779258259777741,0.8163349159970815,1999_2004
C2071,808,0.887042324281933,0.8361383998449522,1999_2004
C2072,608,0.8802804709141274,0.8189020464152665,1999_2004
C2073,678,0.8786949295603066,0.8034180638182981,1999_2004
C2074,698,0.8778212001543503,0.8186157024793468,1999_2004
C2075,590,0.8882907210571676,0.8355024898143752,1999_2004
C2077,849,0.876092014300757,0.8084557224817538,1999_2004
C2078,747,0.876896250777317,0.813559322033896,1999_2004
C208,6146,0.8827513051806202,0.8280909208416366,1999_2004
C2080,579,0.8820818455976446,0.8116052623546295,1999_2004
C2081,717,0.8667409728665657,0.7781249393545487,1999_2004
C2083,872,0.8712177005302582,0.8000750478753702,1999_2004
C2084,858,0.8822789487125151,0.8276812829665886,1999_2004
C2085,659,0.872665394065133,0.8145870528334431,1999_2004
C2087,707,0.8738318972329643,0.8327032136105914,1999_2004
C2088,806,0.8814197489055409,0.83642578125,1999_2004
C209,5993,0.8840993061347031,0.8322094666564315,1999_2004
C2090,768,0.8842603895399306,0.8403350325361673,1999_2004
C2091,761,0.8732510131734128,0.8191178446653962,1999_2004
C2094,685,0.878977036602909,0.8197243517594383,1999_2004
C2095,688,0.8947657517577069,0.8495286592037513,1999_2004
C2097,685,0.8751110874314029,0.8150948204463776,1999_2004
C2098,755,0.8784211218806192,0.8088058752913109,1999_2004
C2099,705,0.8929047834615964,0.8450765432098921,1999_2004
C21,30635,0.8830904528857638,0.8286518948088996,1999_2004
C210,5879,0.8806519733257652,0.8231654978449773,1999_2004
C2100,588,0.8773022814568002,0.8236437987932146,1999_2004
C2101,695,0.8849024377620205,0.8301859504132288,1999_2004
C2102,742,0.8841515246183913,0.8452331371661459,1999_2004
C2103,655,0.879958044403007,0.8148148148148212,1999_2004
C2107,606,0.8714886340119161,0.7917820235190759,1999_2004
C2108,610,0.8866756248320344,0.8177814635820267,1999_2004
C2109,671,0.8734566598777099,0.8184099513250518,1999_2004
C211,5871,0.882695201124988,0.8277465602959949,1999_2004
C2110,525,0.8857904761904761,0.832631731746275,1999_2004
C2111,576,0.8821433738425926,0.8262414524172196,1999_2004
C2112,612,0.8825077961467812,0.8376149862145464,1999_2004
C2113,633,0.8870869926551515,0.8106778425656008,1999_2004
C2114,454,0.8822410681363893,0.7799803322809314,1999_2004
C2115,682,0.8869419767631856,0.838304655428419,1999_2004
C2116,543,0.8873219851517218,0.815122601826189,1999_2004
C2117,659,0.8712976160596482,0.7921340371382912,1999_2004
C2118,681,0.8832308020726192,0.8283829096809231,1999_2004
C2119,686,0.895485724485546,0.8511005327976111,1999_2004
C212,5776,0.8799086126756241,0.8225553998513067,1999_2004
C2120,692,0.8785709512512948,0.8304291643825026,1999_2004
C2121,537,0.8842281937378844,0.8531591836734468,1999_2004
C2122,697,0.8822438448032046,0.8366204041879554,1999_2004
C2123,809,0.8852632849540323,0.8443603515625,1999_2004
C2124,652,0.8706481237532464,0.7942583732057252,1999_2004
C2125,579,0.873628225664522,0.7907257577587301,1999_2004
C2126,563,0.893210377040026,0.8420531113753339,1999_2004
C2127,553,0.8798694610034369,0.8195270181001356,1999_2004
C2129,684,0.875397558223043,0.8331524743555568,1999_2004
C213,5881,0.8809358749009466,0.8241672447681935,1999_2004
C2130,573,0.8817253425679732,0.8365522279035574,1999_2004
C2135,665,0.8843778619481034,0.8361904761905056,1999_2004
C2136,586,0.8753509068247737,0.7867407317956864,1999_2004
C2138,882,0.8866727340974182,0.8208264462809857,1999_2004
C2139,640,0.8790771484375,0.8158715050565196,1999_2004
C214,5763,0.8781206069377763,0.8200250411560188,1999_2004
C2141,564,0.8837960867159599,0.8423125057232657,1999_2004
C2142,612,0.8711126062625486,0.8160803486023975,1999_2004
C2143,483,0.8816017900543961,0.836985774702058,1999_2004
C2144,713,0.8728620352539199,0.8140978002378132,1999_2004
C2146,742,0.8839807906074498,0.8403128715814535,1999_2004
C2147,533,0.8885102907891541,0.8435302866414032,1999_2004
C2149,687,0.8701546076119406,0.8103118904462238,1999_2004
C215,5785,0.8847598436931563,0.8347596299766349,1999_2004
C2152,766,0.8796399184669607,0.8200942558568419,1999_2004
C2153,652,0.8810832172833,0.832558778416221,1999_2004
C2155,622,0.8824970792278822,0.8353714661407053,1999_2004
C2158,562,0.8737794607464445,0.8165740740740666,1999_2004
C216,5789,0.87981360757670235,0.8221802547229118,1999_2004
C2160,554,0.8863793350623623,0.8409460882888105,1999_2004
C2161,666,0.8691754817880946,0.819253650621972,1999_2004
C2162,618,0.870560635100177,0.7812369845897542,1999_2004
C2163,771,0.874347496219137,0.8171687920201804,1999_2004
C2164,614,0.8834258188415791,0.8305133277800958,1999_2004
C2165,624,0.8848157051282051,0.8256589966244944,1999_2004
C2166,621,0.8769503242653142,0.8300042928208807,1999_2004
C2168,659,0.8887195157052692,0.8382926089290342,1999_2004
C217,5647,0.8838187956081747,0.8310897692410552,1999_2004
C2170,728,0.874215070643642,0.8240376040427977,1999_2004
C2171,808,0.8806581462601705,0.8377886408009128,1999_2004
C2172,534,0.8821487185961367,0.8131731859410296,1999_2004
C2173,615,0.8806715579350914,0.8235108481262439,1999_2004
C2174,697,0.8909839051973102,0.8534956951530335,1999_2004
C2175,693,0.8817342670156523,0.8295610425239965,1999_2004
C2176,660,0.8860192837465566,0.8436818091648505,1999_2004
C2177,589,0.8850487574981047,0.843452919873227,1999_2004
C2179,560,0.8805676020408165,0.8414814814814712,1999_2004
C218,5775,0.8855488015591912,0.8282182453668955,1999_2004
C2181,700,0.8863755102040817,0.8208335939617531,1999_2004
C2182,621,0.8899209368298495,0.8250692520775581,1999_2004
C2183,572,0.8703542960535968,0.7826222652226651,1999_2004
C2184,628,0.8814505659458802,0.8115250000000114,1999_2004
C2185,463,0.8625127700367123,0.791000405387145,1999_2004
C2187,450,0.887032098765432,0.8409033750817461,1999_2004
C2188,670,0.8800980173758076,0.8227794588821618,1999_2004
C2189,620,0.8792507804370449,0.8245077032955971,1999_2004
C219,5621,0.8821990349871364,0.826087121561987,1999_2004
C2190,1003,0.8816163672491996,0.8346764974851295,1999_2004
C2192,696,0.8771716871449333,0.7835433813442904,1999_2004
C2194,477,0.8820238299293717,0.8430945362894945,1999_2004
C2196,638,0.8712129401244091,0.8028554431885805,1999_2004
C2197,646,0.8768511152220381,0.811762085096915,1999_2004
C2199,584,0.8738037155188588,0.8124349635796001,1999_2004
C22,30235,0.8829711562388106,0.828278261277033,1999_2004
C220,5636,0.879428907041371,0.8172150428799253,1999_2004
C2200,494,0.8732154272320478,0.8143359374999984,1999_2004
C2201,540,0.888127572016461,0.8378646421120935,1999_2004
C2202,664,0.8736028451154013,0.812516376976137,1999_2004
C2203,627,0.8810085239196294,0.8335900608570407,1999_2004
C2204,663,0.8789564323234804,0.8211860253448183,1999_2004
C2205,608,0.8891588036703602,0.8268687810092787,1999_2004
C2206,560,0.8748533163265307,0.806313639120308,1999_2004
C2208,480,0.879704861111111,0.833215400624356,1999_2004
C221,5580,0.88527312084891,0.8339445639173848,1999_2004
C2210,714,0.8911172312062079,0.847384290077539,1999_2004
C2212,452,0.8695179732163834,0.7906267592418788,1999_2004
C2213,616,0.8715213358070504,0.8095287175655135,1999_2004
C2215,593,0.88446149427412,0.812148789780973,1999_2004
C2216,501,0.8784666196549018,0.8119140856769762,1999_2004
C2217,620,0.881566077003122,0.818514683972614,1999_2004
C2218,722,0.8744983540641953,0.8089241206124529,1999_2004
C2219,633,0.8857692624454376,0.8457994314282846,1999_2004
C222,5807,0.8863180008545947,0.8391341774010521,1999_2004
C2220,647,0.8895222032971102,0.8267012687427775,1999_2004
C2221,588,0.8699905132120878,0.7931756450882478,1999_2004
C2223,526,0.8977287513192327,0.8512790005948956,1999_2004
C2225,468,0.8505734531375555,0.7477060249307425,1999_2004
C2227,1295,0.881274876641672,0.81418077141802625,1999_2004
C2228,776,0.8800483579551492,0.8204203288793875,1999_2004
C223,5543,0.8806017565782017,0.8258354258974867,1999_2004
C2230,707,0.8943380901032111,0.8378305785123994,1999_2004
C2231,908,0.8828159871140523,0.8197258677415079,1999_2004
C2232,607,0.8799535349532771,0.8343138275718428,1999_2004
C2235,618,0.8907845539950356,0.8282369996509961,1999_2004
C2236,574,0.8787407884034042,0.824145634585201,1999_2004
C2237,577,0.8788660645362825,0.82074078449905985,1999_2004
C2238,612,0.887965098893588,0.810745812584865,1999_2004
C224,5912,0.8798774104090485,0.8198199740667647,1999_2004
C2240,554,0.8953655071746014,0.8357551020407983,1999_2004
C2241,521,0.8722484812537532,0.8079547104079305,1999_2004
C2242,577,0.8814552051638638,0.8082312839287987,1999_2004
C2243,543,0.8796909604577259,0.8167997594306374,1999_2004
C2244,554,0.8852845729776224,0.8348551691118467,1999_2004
C2245,555,0.8823050077104132,0.8234543075106171,1999_2004
C2247,517,0.8693885644377433,0.8108941791261673,1999_2004
C2249,559,0.8819224208831897,0.8276038175492396,1999_2004
C225,5512,0.8822235191828465,0.8291017490446229,1999_2004
C2250,504,0.879668997228521,0.8353909465020691,1999_2004
C2253,624,0.8815592126890204,0.840526476890133,1999_2004
C2254,533,0.8786823847456255,0.8292320173066356,1999_2004
C2255,544,0.8790346561418685,0.8286431496895087,1999_2004
C2256,670,0.8782579639117845,0.8416892305004673,1999_2004
C2257,833,0.8834986575662678,0.8296889348025595,1999_2004
C2258,527,0.8886648495475804,0.8258496744326078,1999_2004
C2259,565,0.8853567233142767,0.8267532224337424,1999_2004
C226,5598,0.8821793140279647,0.8297225824861336,1999_2004
C2260,676,0.8880816498021777,0.8427034433188972,1999_2004
C2261,464,0.8823758917954815,0.8279667063020283,1999_2004
C2262,585,0.8752195193220835,0.8142824807604934,1999_2004
C2265,482,0.8774211876517277,0.848578238001325,1999_2004
C2266,487,0.8798789049159038,0.8166118421052664,1999_2004
C2267,554,0.871358938602093,0.8102431259948079,1999_2004
C2268,550,0.8792595041322314,0.8265561829663375,1999_2004
C2269,422,0.8709485411378899,0.8227184256055348,1999_2004
C227,5914,0.8814011426775553,0.8244276359060907,1999_2004
C2270,655,0.8757578229706895,0.7915764425937,1999_2004
C2271,479,0.8809062024659934,0.827373924776531,1999_2004
C2273,694,0.883073524404322,0.8136932192231713,1999_2004
C2275,474,0.8857020776584948,0.8309085176343461,1999_2004
C2277,529,0.8733387888122184,0.8090753124890591,1999_2004
C2279,557,0.8891825598148584,0.8293628253533271,1999_2004
C228,5404,0.8819850526051651,0.8301772806354237,1999_2004
C2281,535,0.8748571927679272,0.7952532403132526,1999_2004
C2282,494,0.8622990050648265,0.7449927896170427,1999_2004
C2283,517,0.8795573330739387,0.8138055628740372,1999_2004
C2284,583,0.8652707207352988,0.7763325239912089,1999_2004
C2285,634,0.876882046791191,0.7922997745318928,1999_2004
C2286,512,0.89304351806640625,0.8670961768450102,1999_2004
C2288,508,0.8886477772955547,0.8425232413715311,1999_2004
C229,5570,0.879139594325848,0.8176278643064306,1999_2004
C2291,1290,0.8856414878913528,0.838177107148286,1999_2004
C2292,677,0.889553137593301,0.8496268253109975,1999_2004
C2293,575,0.8958669187145557,0.8458212346925893,1999_2004
C2295,634,0.8833006597737065,0.8376384668169619,1999_2004
C2296,509,0.8742825602803757,0.8059375,1999_2004
C2297,672,0.8886674461451247,0.8502281293394376,1999_2004
C2299,571,0.880496624657635,0.8093829247675539,1999_2004
C23,30347,0.8811761456761096,0.824922672996632,1999_2004
C230,5289,0.8858941997326687,0.8379794163510799,1999_2004
C2300,532,0.887154446266041,0.8462834809423112,1999_2004
C2301,632,0.8809235298830316,0.8191250000000057,1999_2004
C2302,566,0.8852713855835382,0.8348990356106186,1999_2004
C2304,514,0.8806416448394373,0.8358134031338577,1999_2004
C2305,586,0.8908199280131393,0.8567464446756824,1999_2004
C2307,634,0.884221158534765,0.8369554127130026,1999_2004
C2309,861,0.8826756560248529,0.834746227709198,1999_2004
C231,5577,0.8826425318335775,0.8273214767948824,1999_2004
C2310,534,0.8741180266240233,0.8401730103806209,1999_2004
C2312,593,0.8925263544045342,0.8559279778393276,1999_2004
C2313,504,0.8780549256739731,0.814783380270798,1999_2004
C2315,699,0.8827857495175001,0.8004364213449725,1999_2004
C2316,639,0.8701536291300227,0.7920301931183061,1999_2004
C2317,580,0.8836266349583828,0.8230446597353552,1999_2004
C2318,554,0.8728381707046879,0.7981742155830092,1999_2004
C232,5331,0.8854016429036325,0.8325300651553252,1999_2004
C2320,541,0.8844373225457066,0.838822201703078,1999_2004
C2323,1063,0.8787957899729993,0.8163708191609785,1999_2004
C2324,521,0.8635025659351387,0.7913840830449853,1999_2004
C2325,619,0.8788890309817545,0.8167430237401132,1999_2004
C2326,519,0.8769495212744235,0.8177777777777788,1999_2004
C2327,453,0.8790160275621439,0.8055429807353938,1999_2004
C2329,545,0.8916353842269169,0.8504935100053789,1999_2004
C233,5474,0.8817094501539079,0.8232617163168582,1999_2004
C2330,513,0.8772081818147274,0.8265169541939439,1999_2004
C2331,647,0.8963734654534422,0.8510668973471724,1999_2004
C2333,618,0.866832144615159,0.793525000000018,1999_2004
C2335,608,0.8810811980609419,0.8178393351800429,1999_2004
C234,5316,0.8802666935033212,0.8271991951094853,1999_2004
C2342,605,0.8793224506522778,0.8092783505154566,1999_2004
C2344,610,0.8663746304756785,0.8024684995748373,1999_2004
C2346,614,0.8787201986227969,0.8328325042296797,1999_2004
C2348,560,0.8876658163265307,0.8273632653061033,1999_2004
C2349,576,0.8820288387345679,0.8333234877126742,1999_2004
C235,5312,0.8827963397263753,0.8236822789084429,1999_2004
C2350,555,0.8761626491356221,0.809462189117535,1999_2004
C2351,539,0.877905555880642,0.8298404542996115,1999_2004
C2352,567,0.8716876782720403,0.8054679941324998,1999_2004
C2353,514,0.8860013020636193,0.8498071625344396,1999_2004
C2356,483,0.8885545396482475,0.837555555555559,1999_2004
C2357,489,0.8876593858339502,0.8550295857988185,1999_2004
C2358,576,0.8777910397376543,0.814536116336714,1999_2004
C236,5408,0.8815021877516542,0.823398910760238,1999_2004
C2360,647,0.8890014309295786,0.8512703535635732,1999_2004
C2361,563,0.8767986774731914,0.8276895227988931,1999_2004
C2362,483,0.8820132968121086,0.8083881578947325,1999_2004
C2367,648,0.8855690824569424,0.8153925911961644,1999_2004
C2368,528,0.8945922291092746,0.8496898418731476,1999_2004
C2369,616,0.8877761848541069,0.8260464351306023,1999_2004
C237,5345,0.8840975847093137,0.8303373824254234,1999_2004
C2372,579,0.8836329685211535,0.8243338115442114,1999_2004
C2373,924,0.8774081257847491,0.8231462745896002,1999_2004
C2378,498,0.8723246399251627,0.8058203125000024,1999_2004
C2379,449,0.8753031979008039,0.8203824147879916,1999_2004
C238,5332,0.8823248103848919,0.8285261694422517,1999_2004
C2380,849,0.8752013385109065,0.8144463667820139,1999_2004
C2381,641,0.8807951694042803,0.8216841486128722,1999_2004
C2384,581,0.8785908324717606,0.8114828341855277,1999_2004
C2388,550,0.8787834710743802,0.8263836734693655,1999_2004
C2389,501,0.876633957633635,0.8140527358634513,1999_2004
C239,5187,0.8830162933843188,0.830531129608906,1999_2004
C2392,620,0.8847502601456817,0.8162929110426138,1999_2004
C2396,574,0.8599898019886121,0.7673719505145054,1999_2004
C2397,451,0.8728472328061319,0.8105709876543284,1999_2004
C24,29837,0.8821788629662216,0.8292794139307942,1999_2004
C240,5609,0.8806666285028699,0.8224100492361859,1999_2004
C2400,469,0.873891280727038,0.8133867843790844,1999_2004
C2402,488,0.8776958478903522,0.8179240631163825,1999_2004
C2403,487,0.8997718926166574,0.8468087023107099,1999_2004
C2404,510,0.8824836601307189,0.8117578125000006,1999_2004
C2406,513,0.8799896644361607,0.8025356930398695,1999_2004
C2407,483,0.8647814513328962,0.8092011846322331,1999_2004
C2408,670,0.8718556471374469,0.7831746173015297,1999_2004
C241,5217,0.8826741904690836,0.8287808383618934,1999_2004
C2410,478,0.891738590010679,0.859422222222233,1999_2004
C2412,505,0.8718439368689346,0.812601151718172,1999_2004
C2413,597,0.8843996644304717,0.8471259011540158,1999_2004
C2414,604,0.8668314986184815,0.8070995855032339,1999_2004
C2418,621,0.8963310436390322,0.8553000000000089,1999_2004
C242,5148,0.8817393648395981,0.824197278405697,1999_2004
C2420,489,0.8697604978232778,0.8078218183293441,1999_2004
C2425,620,0.8783662851196672,0.8159203980099661,1999_2004
C2429,550,0.8831669421487603,0.8373072871780181,1999_2004
C243,5229,0.8785666941733549,0.8161203991954904,1999_2004
C2430,689,0.8762999740900445,0.8140364045787174,1999_2004
C2431,519,0.8726950078147915,0.8019834710743879,1999_2004
C2432,500,0.8809039999999999,0.8117288896010127,1999_2004
C2434,569,0.8632664218358606,0.7861235822306393,1999_2004
C2435,481,0.8770881868594966,0.8000526292706427,1999_2004
C2437,1097,0.8782733052519968,0.8209142857142776,1999_2004
C2439,492,0.875941899662899,0.821903541099166,1999_2004
C244,5135,0.8806640568335564,0.8276394435196682,1999_2004
C2441,601,0.8770961320705092,0.818316383871051,1999_2004
C2442,796,0.8825061235827381,0.8236640000000236,1999_2004
C2444,554,0.8865422460868772,0.8225902454395789,1999_2004
C245,5100,0.8780732795078816,0.8198411820977897,1999_2004
C2453,643,0.8759774482463375,0.7994040753556255,1999_2004
C2456,537,0.8747611567124066,0.8222491349480983,1999_2004
C2457,493,0.8763994091726359,0.819019027141061,1999_2004
C246,5050,0.8794440545044603,0.81498063628653294,1999_2004
C2460,647,0.8764503390992548,0.8232632670374388,1999_2004
C2461,584,0.8880301182210547,0.8351346763241131,1999_2004
C2464,626,0.889740632240811,0.8460537276134977,1999_2004
C2465,475,0.8919844875346261,0.8246101161553019,1999_2004
C2466,557,0.8692179507427906,0.7688928524243548,1999_2004
C2467,638,0.8895893318658424,0.8544675788221442,1999_2004
C2468,639,0.8709373262702628,0.7951989619377096,1999_2004
C247,5013,0.8849335633198487,0.8340085183292689,1999_2004
C2471,558,0.8796071479040608,0.8170841942148622,1999_2004
C2472,657,0.887878808939671,0.8257000000000085,1999_2004
C2473,585,0.8783694937541092,0.8046594982078723,1999_2004
C2475,711,0.8821987612779686,0.8385569291078905,1999_2004
C2476,510,0.8709650134563629,0.7884340881910228,1999_2004
C248,4942,0.8839133708198429,0.8284369631143405,1999_2004
C2485,566,0.8859830938081383,0.8097236570247924,1999_2004
C2488,524,0.8907042130411981,0.8467010425684123,1999_2004
C249,4952,0.8798550902884167,0.8252153623526125,1999_2004
C2490,709,0.8819191495202723,0.8467045220291991,1999_2004
C2491,541,0.8761484346438613,0.8173797065763829,1999_2004
C2497,556,0.8781701257698877,0.8144735103712384,1999_2004
C25,29530,0.8819291189007054,0.8274976109112093,1999_2004
C250,4915,0.8809081341089465,0.8233415978671864,1999_2004
C2501,570,0.8830347799322867,0.8226851851851789,1999_2004
C2504,639,0.8720883814449906,0.8253975591715735,1999_2004
C2507,524,0.8717659227317757,0.7842938017128976,1999_2004
C251,4974,0.8769058695081735,0.8208341211475668,1999_2004
C2510,556,0.8929532632886497,0.8525714285714058,1999_2004
C2516,606,0.8734546721998933,0.8087469444149155,1999_2004
C252,4972,0.879364667398898,0.8243927822400452,1999_2004
C2521,572,0.8819502176145534,0.825310582705042,1999_2004
C2525,550,0.8812892561983471,0.8194938775510016,1999_2004
C253,4934,0.881981762014982,0.8276152721568313,1999_2004
C2536,473,0.90429045854583,0.8720903327317384,1999_2004
C254,4997,0.8808061703141556,0.8312213391213498,1999_2004
C255,4797,0.8798577249895909,0.8262033564405638,1999_2004
C2553,439,0.8813154767773104,0.8068157950010507,1999_2004
C256,4743,0.8836065390860413,0.833580444444445,1999_2004
C257,4823,0.8780339248888144,0.8140907253090566,1999_2004
C258,5038,0.878037593132999,0.8197199173144578,1999_2004
C259,5107,0.8807188588333414,0.8247583962241141,1999_2004
C26,28984,0.8809649369018087,0.8256815242843901,1999_2004
C260,4796,0.8834041051724364,0.8264736391420048,1999_2004
C261,4908,0.8844589675788377,0.8331538386283274,1999_2004
C262,4942,0.8822041058717383,0.8295481186502104,1999_2004
C263,4692,0.8823125139451238,0.8312806819570038,1999_2004
C264,4679,0.8786984868844855,0.8249105648393215,1999_2004
C265,4672,0.8789216433664853,0.8173721897875111,1999_2004
C266,4565,0.8751580732968716,0.816951116532172,1999_2004
C267,4841,0.8792444178501636,0.8219670264800182,1999_2004
