period,cluster,age_bucket,detail_mcod_age
1999_2006,C523,0-44,55.66944824101663
1999_2006,C523,45-64,58.026270174384486
1999_2006,C523,65-79,55.800382558033455
1999_2006,C523,80+,57.078908270162266
1999_2006,C524,0-44,56.48851050583957
1999_2006,C524,45-64,55.214941483566676
1999_2006,C524,65-79,53.061120068267165
1999_2006,C524,80+,55.129213626307546
1999_2006,C525,0-44,57.12113825770071
1999_2006,C525,45-64,59.38283662651502
1999_2006,C525,65-79,55.510585072579296
1999_2006,C525,80+,57.420675439512216
1999_2006,C526,0-44,60.70383764360741
1999_2006,C526,45-64,64.27535446965557
1999_2006,C526,65-79,61.4644168086046
1999_2006,C526,80+,61.66896762771755
1999_2006,C527,0-44,49.40259569629393
1999_2006,C527,45-64,56.37362754333955
1999_2006,C527,65-79,55.20832678834022
1999_2006,C527,80+,57.30970179011172
1999_2006,C528,0-44,55.03824035200953
1999_2006,C528,45-64,56.64058019090603
1999_2006,C528,65-79,55.342569345584835
1999_2006,C528,80+,56.240822654691165
1999_2006,C529,0-44,50.049458387415825
1999_2006,C529,45-64,61.50931810459104
1999_2006,C529,65-79,57.3929269245408
1999_2006,C529,80+,60.641685761869724
1999_2006,C53,0-44,57.834438046478944
1999_2006,C53,45-64,63.219134449638446
1999_2006,C53,65-79,57.71742877613243
1999_2006,C53,80+,62.50755915489858
1999_2006,C530,0-44,56.36804735975057
1999_2006,C530,45-64,60.394771210779815
1999_2006,C530,65-79,55.97769835642595
1999_2006,C530,80+,56.2558067214101
1999_2006,C531,0-44,55.7037318526382
1999_2006,C531,45-64,58.31654198510524
1999_2006,C531,65-79,55.68270296207644
1999_2006,C531,80+,59.59755085068614
1999_2006,C532,0-44,51.45252683589055
1999_2006,C532,45-64,55.420922615688404
1999_2006,C532,65-79,52.52670498443049
1999_2006,C532,80+,56.73753198728662
1999_2006,C533,0-44,49.14594722737953
1999_2006,C533,45-64,58.76532914932759
1999_2006,C533,65-79,56.5172185478371
1999_2006,C533,80+,58.90002348055726
1999_2006,C534,0-44,56.58240332880305
1999_2006,C534,45-64,55.267328834309346
1999_2006,C534,65-79,54.18253077160642
1999_2006,C534,80+,58.1898044656995
1999_2006,C535,0-44,51.28572973249478
1999_2006,C535,45-64,57.9543222371649
1999_2006,C535,65-79,57.82254900655949
1999_2006,C535,80+,60.43158727575693
1999_2006,C536,0-44,55.68971307244642
1999_2006,C536,45-64,58.850727351131255
1999_2006,C536,65-79,56.841108398923
1999_2006,C536,80+,59.430048440989154
1999_2006,C537,0-44,52.40574891253556
1999_2006,C537,45-64,61.326888098669414
1999_2006,C537,65-79,58.082539849735284
1999_2006,C537,80+,59.58396897784037
1999_2006,C538,0-44,53.46352561247621
1999_2006,C538,45-64,60.61399627099616
1999_2006,C538,65-79,54.61668332251859
1999_2006,C538,80+,60.39385635056373
1999_2006,C539,0-44,49.50413937376728
1999_2006,C539,45-64,60.66596967559122
1999_2006,C539,65-79,60.868437711484184
1999_2006,C539,80+,62.83176319390268
1999_2006,C54,0-44,61.03705852132969
1999_2006,C54,45-64,63.50609638827064
1999_2006,C54,65-79,60.03139629924919
1999_2006,C54,80+,60.84818307637335
1999_2006,C540,0-44,56.094158544644905
1999_2006,C540,45-64,59.331003608548706
1999_2006,C540,65-79,57.981491317575234
1999_2006,C540,80+,60.76490139447323
1999_2006,C541,0-44,52.649076154825636
1999_2006,C541,45-64,62.05146910578037
1999_2006,C541,65-79,55.613106711946685
1999_2006,C541,80+,61.21697186870671
1999_2006,C542,0-44,51.67340788548825
1999_2006,C542,45-64,58.77904913906912
1999_2006,C542,65-79,56.22932998501237
1999_2006,C542,80+,57.552667688575
1999_2006,C543,0-44,51.646070541897004
1999_2006,C543,45-64,61.657172142568015
1999_2006,C543,65-79,54.955949873578355
1999_2006,C543,80+,57.74535394209017
1999_2006,C544,0-44,56.36824943025067
1999_2006,C544,45-64,61.27579961686002
1999_2006,C544,65-79,57.60612318306126
1999_2006,C544,80+,59.55400385352168
1999_2006,C545,0-44,55.60493860110512
1999_2006,C545,45-64,60.215409665806796
1999_2006,C545,65-79,56.17302946333467
1999_2006,C545,80+,60.04636682838737
1999_2006,C546,0-44,54.3818743501314
1999_2006,C546,45-64,57.36794949539375
1999_2006,C546,65-79,56.55296655836108
1999_2006,C546,80+,58.38577647308614
1999_2006,C547,0-44,53.17141185941093
1999_2006,C547,45-64,59.27426493185158
1999_2006,C547,65-79,55.905927900530905
1999_2006,C547,80+,61.57987858794011
1999_2006,C548,0-44,56.53167104746593
1999_2006,C548,45-64,59.954746163887314
1999_2006,C548,65-79,57.02784830830074
1999_2006,C548,80+,61.02170493472934
1999_2006,C549,0-44,53.97972020268862
1999_2006,C549,45-64,62.86266452479987
1999_2006,C549,65-79,59.779160950006784
1999_2006,C549,80+,61.74013948649959
1999_2006,C55,0-44,56.03600592422241
1999_2006,C55,45-64,63.39354572019555
1999_2006,C55,65-79,58.84182067775103
1999_2006,C55,80+,58.78404311534718
1999_2006,C550,0-44,50.89487274063592
1999_2006,C550,45-64,58.802768295843244
1999_2006,C550,65-79,55.80113181519873
1999_2006,C550,80+,59.213782701279726
1999_2006,C551,0-44,57.889355082070544
1999_2006,C551,45-64,59.29053550469868
1999_2006,C551,65-79,55.19651093544729
1999_2006,C551,80+,57.3787110739836
1999_2006,C552,0-44,49.757812685204286
1999_2006,C552,45-64,56.009787351854655
1999_2006,C552,65-79,52.8328096944584
1999_2006,C552,80+,59.08197734346106
1999_2006,C553,0-44,55.5301324729665
1999_2006,C553,45-64,57.162304594292394
1999_2006,C553,65-79,53.916037528391854
1999_2006,C553,80+,60.652952488444726
1999_2006,C554,0-44,57.540889619385545
1999_2006,C554,45-64,57.73242298338957
1999_2006,C554,65-79,56.50588921730461
1999_2006,C554,80+,60.872514522918586
1999_2006,C555,0-44,52.364865051213975
1999_2006,C555,45-64,59.61085112913368
1999_2006,C555,65-79,57.17486143491255
1999_2006,C555,80+,60.0687273786204
1999_2006,C556,0-44,50.1173413959836
1999_2006,C556,45-64,54.74361002741249
1999_2006,C556,65-79,54.153777508357294
1999_2006,C556,80+,56.10299944704455
1999_2006,C557,0-44,54.364327056636505
1999_2006,C557,45-64,58.54332663567441
1999_2006,C557,65-79,53.83400420809009
1999_2006,C557,80+,60.06607007332164
1999_2006,C558,0-44,50.3148120645364
1999_2006,C558,45-64,58.7261895796747
1999_2006,C558,65-79,55.63552073873304
1999_2006,C558,80+,59.001112303249286
1999_2006,C559,0-44,52.57301896752481
1999_2006,C559,45-64,60.92421490043785
1999_2006,C559,65-79,61.12235588394404
1999_2006,C559,80+,60.54299717348927
1999_2006,C56,0-44,61.68661402230828
1999_2006,C56,45-64,63.68342631615522
1999_2006,C56,65-79,57.982576859399025
1999_2006,C56,80+,61.136987868028974
1999_2006,C560,0-44,53.01030800696715
1999_2006,C560,45-64,54.048375160186986
1999_2006,C560,65-79,54.87915525921359
1999_2006,C560,80+,56.3436853138246
1999_2006,C561,0-44,52.86699765774782
1999_2006,C561,45-64,56.308505276693595
1999_2006,C561,65-79,55.44825211374142
1999_2006,C561,80+,58.78825160274972
1999_2006,C562,0-44,52.66753872569078
1999_2006,C562,45-64,56.30028515584307
1999_2006,C562,65-79,56.962199294747855
1999_2006,C562,80+,58.66920796180903
1999_2006,C563,0-44,50.686977017277826
1999_2006,C563,45-64,58.92732161401586
1999_2006,C563,65-79,53.08212784415947
1999_2006,C563,80+,57.185517025252494
1999_2006,C564,0-44,54.381145847806664
1999_2006,C564,45-64,58.82086259149014
1999_2006,C564,65-79,57.91415501823919
1999_2006,C564,80+,57.92349259874535
1999_2006,C565,0-44,54.25569031048288
1999_2006,C565,45-64,55.90864882016644
1999_2006,C565,65-79,52.450801669224845
1999_2006,C565,80+,57.86591407999694
1999_2006,C566,0-44,49.93678967639288
1999_2006,C566,45-64,56.8614226805984
1999_2006,C566,65-79,55.139091946313805
1999_2006,C566,80+,57.72916619302033
1999_2006,C567,0-44,54.665872855073204
1999_2006,C567,45-64,57.3287643158582
1999_2006,C567,65-79,56.918836399885414
1999_2006,C567,80+,62.06856697257275
1999_2006,C568,0-44,51.66994940800516
1999_2006,C568,45-64,58.56016224746408
1999_2006,C568,65-79,56.963009244162926
1999_2006,C568,80+,60.01842220811303
1999_2006,C569,0-44,48.88553472462824
1999_2006,C569,45-64,58.05697750061944
1999_2006,C569,65-79,58.07319421854422
1999_2006,C569,80+,61.659638029492044
1999_2006,C57,0-44,57.385881730379346
1999_2006,C57,45-64,62.378321414529104
1999_2006,C57,65-79,57.7210188039853
1999_2006,C57,80+,59.09030185076186
1999_2006,C570,0-44,49.09851858196966
1999_2006,C570,45-64,56.08206423658986
1999_2006,C570,65-79,51.74588239818533
1999_2006,C570,80+,54.418946336029805
1999_2006,C571,0-44,50.99244501789618
1999_2006,C571,45-64,59.94972350006175
1999_2006,C571,65-79,55.80639920112158
1999_2006,C571,80+,58.94539591335693
1999_2006,C572,0-44,55.532623730772215
1999_2006,C572,45-64,62.78789400328888
1999_2006,C572,65-79,56.515581397575176
1999_2006,C572,80+,59.95354858114844
1999_2006,C573,0-44,56.07173467513854
1999_2006,C573,45-64,59.16892809243017
1999_2006,C573,65-79,58.93851746655452
1999_2006,C573,80+,61.274892285915605
1999_2006,C574,0-44,50.24476365076421
1999_2006,C574,45-64,56.96650710832031
1999_2006,C574,65-79,55.266352515458124
1999_2006,C574,80+,57.164567422320076
1999_2006,C575,0-44,50.98461609695601
1999_2006,C575,45-64,56.21904257268907
1999_2006,C575,65-79,54.94566039975069
1999_2006,C575,80+,59.110487006485315
1999_2006,C576,0-44,47.71592632027884
1999_2006,C576,45-64,58.16895947100706
1999_2006,C576,65-79,56.765747723771845
1999_2006,C576,80+,58.92714678344705
1999_2006,C577,0-44,58.71104389113956
1999_2006,C577,45-64,62.151926894325875
1999_2006,C577,65-79,58.83418305752278
1999_2006,C577,80+,61.03544431429873
1999_2006,C578,0-44,54.79867160361037
1999_2006,C578,45-64,59.788587465661635
1999_2006,C578,65-79,54.92679324830824
1999_2006,C578,80+,58.13163214934095
1999_2006,C579,0-44,50.87738100860599
1999_2006,C579,45-64,60.55059598441519
1999_2006,C579,65-79,56.42081727105562
1999_2006,C579,80+,56.63969182206622
1999_2006,C58,0-44,59.70699610144749
1999_2006,C58,45-64,65.11871919372862
1999_2006,C58,65-79,61.08237088892718
1999_2006,C58,80+,59.75073717423807
1999_2006,C580,0-44,55.83248740216947
1999_2006,C580,45-64,59.24337330026578
1999_2006,C580,65-79,56.771996533496576
1999_2006,C580,80+,63.87892048038408
1999_2006,C581,0-44,53.39475728015278
1999_2006,C581,45-64,60.441415199111205
1999_2006,C581,65-79,59.04182871628906
1999_2006,C581,80+,59.348132838663375
1999_2006,C582,0-44,50.35153927903363
1999_2006,C582,45-64,58.24279239990421
1999_2006,C582,65-79,54.99486741112864
1999_2006,C582,80+,59.2136869069332
1999_2006,C583,0-44,53.231298105027726
1999_2006,C583,45-64,56.78044316218846
1999_2006,C583,65-79,55.015663101676
1999_2006,C583,80+,60.17028783476019
1999_2006,C584,0-44,50.745683142031446
1999_2006,C584,45-64,58.700821207567294
1999_2006,C584,65-79,53.970264147999075
1999_2006,C584,80+,55.54641281318179
1999_2006,C585,0-44,50.771834338464295
1999_2006,C585,45-64,56.92055956477765
1999_2006,C585,65-79,57.35368180901768
1999_2006,C585,80+,58.695740164129624
1999_2006,C586,0-44,45.11220960758834
1999_2006,C586,45-64,57.86812648055381
1999_2006,C586,65-79,53.26061909774047
1999_2006,C586,80+,57.93593309782798
1999_2006,C587,0-44,49.530857048249906
1999_2006,C587,45-64,58.18154589604522
1999_2006,C587,65-79,56.00785428548711
1999_2006,C587,80+,58.6033698993002
1999_2006,C588,0-44,51.828667869870046
1999_2006,C588,45-64,60.66594008852952
1999_2006,C588,65-79,59.00305682401746
1999_2006,C588,80+,61.80284998678181
1999_2006,C589,0-44,52.21098574152754
1999_2006,C589,45-64,57.29316150985847
1999_2006,C589,65-79,54.04743961313003
1999_2006,C589,80+,58.078692635602245
1999_2006,C59,0-44,60.499313906282964
1999_2006,C59,45-64,63.1835039140937
1999_2006,C59,65-79,58.143369767923076
1999_2006,C59,80+,61.41819664349709
1999_2006,C590,0-44,55.46584619425576
1999_2006,C590,45-64,62.13021253327481
1999_2006,C590,65-79,57.46328250136978
1999_2006,C590,80+,59.17925650803171
1999_2006,C591,0-44,53.298109408084144
1999_2006,C591,45-64,59.006340659079044
1999_2006,C591,65-79,57.48584938679779
1999_2006,C591,80+,58.15868715303985
1999_2006,C592,0-44,52.603995641060024
1999_2006,C592,45-64,56.25113880293014
1999_2006,C592,65-79,57.74068525814379
1999_2006,C592,80+,61.6773656677506
1999_2006,C593,0-44,53.8125094960584
1999_2006,C593,45-64,57.03461625386581
1999_2006,C593,65-79,57.566012719965244
1999_2006,C593,80+,62.15276356903962
1999_2006,C594,0-44,52.81537784767167
1999_2006,C594,45-64,57.763495047344854
1999_2006,C594,65-79,56.63785895176843
1999_2006,C594,80+,60.554770701826925
1999_2006,C595,0-44,56.0803378668075
1999_2006,C595,45-64,57.235940889318286
1999_2006,C595,65-79,54.233411526673
1999_2006,C595,80+,58.659522568507974
1999_2006,C596,0-44,52.04861914754508
1999_2006,C596,45-64,58.220666136985535
1999_2006,C596,65-79,58.17363240637281
1999_2006,C596,80+,59.29909215159011
1999_2006,C597,0-44,55.98157852753646
1999_2006,C597,45-64,57.359919273391895
1999_2006,C597,65-79,56.845638894194956
1999_2006,C597,80+,59.397457857599946
1999_2006,C598,0-44,52.28023207039766
1999_2006,C598,45-64,59.39279038367799
1999_2006,C598,65-79,55.19038872620269
1999_2006,C598,80+,62.18123359305305
1999_2006,C599,0-44,57.77550042024889
1999_2006,C599,45-64,57.177599266459374
1999_2006,C599,65-79,59.24371874876492
1999_2006,C599,80+,58.840944225472576
1999_2006,C6,0-44,57.57696892052429
1999_2006,C6,45-64,63.661310819487
1999_2006,C6,65-79,58.32596366248915
1999_2006,C6,80+,60.15134551923896
1999_2006,C60,0-44,59.474267920522486
1999_2006,C60,45-64,63.03412709704072
1999_2006,C60,65-79,61.13444087195498
1999_2006,C60,80+,60.157950244141546
1999_2006,C600,0-44,49.68388433868512
1999_2006,C600,45-64,56.26932677658546
1999_2006,C600,65-79,57.331787835965606
1999_2006,C600,80+,59.98368433802099
1999_2006,C601,0-44,51.729564361173395
1999_2006,C601,45-64,58.04039696789701
1999_2006,C601,65-79,59.3322117883249
1999_2006,C601,80+,61.69959264286127
1999_2006,C602,0-44,55.22221862626712
1999_2006,C602,45-64,62.469723633573246
1999_2006,C602,65-79,58.5768026235879
1999_2006,C602,80+,61.8718351379142
1999_2006,C603,0-44,49.39625879326225
1999_2006,C603,45-64,54.73504460081678
1999_2006,C603,65-79,51.76302231079434
1999_2006,C603,80+,57.24254095922999
1999_2006,C604,0-44,49.47156110520396
1999_2006,C604,45-64,57.9590309323158
1999_2006,C604,65-79,53.992009087393456
1999_2006,C604,80+,57.59847935888565
1999_2006,C605,0-44,51.60265743928744
1999_2006,C605,45-64,59.99584054233297
1999_2006,C605,65-79,59.15672040056076
1999_2006,C605,80+,61.99855220188596
1999_2006,C606,0-44,49.76426125101815
1999_2006,C606,45-64,57.32002654284429
1999_2006,C606,65-79,53.71427644849163
1999_2006,C606,80+,57.744938319145824
1999_2006,C607,0-44,51.55558708978546
1999_2006,C607,45-64,58.96674251300293
1999_2006,C607,65-79,55.979382948347265
1999_2006,C607,80+,60.184227335859795
1999_2006,C608,0-44,56.488391724555306
1999_2006,C608,45-64,61.522867687166595
1999_2006,C608,65-79,57.11316265339405
1999_2006,C608,80+,59.5009484056955
1999_2006,C609,0-44,55.56508321766928
1999_2006,C609,45-64,60.83796421125514
1999_2006,C609,65-79,59.567144345340076
1999_2006,C609,80+,60.55071301445721
1999_2006,C61,0-44,61.01776200507281
1999_2006,C61,45-64,62.38951044507714
1999_2006,C61,65-79,56.11234095059211
1999_2006,C61,80+,57.91773099494205
1999_2006,C610,0-44,52.054545813672725
1999_2006,C610,45-64,59.33452326109854
1999_2006,C610,65-79,54.98107526135963
1999_2006,C610,80+,57.245415192645574
1999_2006,C611,0-44,56.17315534341663
1999_2006,C611,45-64,59.77008075842399
1999_2006,C611,65-79,58.062477715108606
1999_2006,C611,80+,61.26891349392894
1999_2006,C612,0-44,48.92190251775141
1999_2006,C612,45-64,58.23085502364299
1999_2006,C612,65-79,53.50439116077425
1999_2006,C612,80+,58.045033315402684
1999_2006,C613,0-44,57.7930978091185
1999_2006,C613,45-64,56.27201155063119
1999_2006,C613,65-79,54.96792727870904
1999_2006,C613,80+,57.53505682545857
1999_2006,C614,0-44,58.81600798584027
1999_2006,C614,45-64,58.751572776911424
1999_2006,C614,65-79,57.52647163511204
1999_2006,C614,80+,61.16458114944797
1999_2006,C615,0-44,54.28934294730937
1999_2006,C615,45-64,59.08744106208056
1999_2006,C615,65-79,58.31443021228914
1999_2006,C615,80+,58.52420877486274
1999_2006,C616,0-44,47.97246751027499
1999_2006,C616,45-64,56.13526431580154
1999_2006,C616,65-79,55.8744121029579
1999_2006,C616,80+,60.45300431936182
1999_2006,C617,0-44,54.72570071751846
1999_2006,C617,45-64,58.75188867360584
1999_2006,C617,65-79,51.64613312808402
1999_2006,C617,80+,58.21143185717915
1999_2006,C618,0-44,49.36418785447718
1999_2006,C618,45-64,57.023456320087156
1999_2006,C618,65-79,55.132776998481845
1999_2006,C618,80+,57.672327608723506
1999_2006,C619,0-44,48.90891416721405
1999_2006,C619,45-64,56.9742943533446
1999_2006,C619,65-79,53.7801225925955
1999_2006,C619,80+,56.21602139464086
1999_2006,C62,0-44,56.627402009154586
1999_2006,C62,45-64,62.05419127893016
1999_2006,C62,65-79,57.36346388415718
1999_2006,C62,80+,58.03918940347431
1999_2006,C620,0-44,53.64364295842551
1999_2006,C620,45-64,53.56885040384017
1999_2006,C620,65-79,53.61973782922159
1999_2006,C620,80+,56.60277354622647
1999_2006,C621,0-44,46.900919413339615
1999_2006,C621,45-64,55.8060480907829
1999_2006,C621,65-79,53.642822951309924
1999_2006,C621,80+,56.78827249979578
1999_2006,C622,0-44,52.76297408005396
1999_2006,C622,45-64,55.802276963566456
1999_2006,C622,65-79,53.47961775090907
1999_2006,C622,80+,57.6045905208744
1999_2006,C623,0-44,55.271384272502566
1999_2006,C623,45-64,54.056795608280915
1999_2006,C623,65-79,51.98736778907383
1999_2006,C623,80+,54.93474236424744
1999_2006,C624,0-44,50.853218227849034
1999_2006,C624,45-64,58.578987068908894
1999_2006,C624,65-79,54.99450228407501
1999_2006,C624,80+,60.1061809271352
1999_2006,C625,0-44,53.706950221984926
1999_2006,C625,45-64,57.93951148070708
1999_2006,C625,65-79,55.202295763758585
1999_2006,C625,80+,57.33322355243586
1999_2006,C626,0-44,57.91100274171685
1999_2006,C626,45-64,59.856726300631294
1999_2006,C626,65-79,58.91959056534445
1999_2006,C626,80+,60.947884806477944
1999_2006,C627,0-44,56.02808455914921
1999_2006,C627,45-64,58.523095734137804
1999_2006,C627,65-79,58.14283224261209
1999_2006,C627,80+,60.94030777507101
1999_2006,C628,0-44,52.21512140129279
1999_2006,C628,45-64,60.19400761666886
1999_2006,C628,65-79,53.62436128556197
1999_2006,C628,80+,56.57497029041208
1999_2006,C629,0-44,53.90993847715189
1999_2006,C629,45-64,59.12632438067271
1999_2006,C629,65-79,57.98275634135632
1999_2006,C629,80+,62.94019487844362
1999_2006,C63,0-44,59.22689228908947
1999_2006,C63,45-64,65.41460051997099
1999_2006,C63,65-79,58.89199430348552
1999_2006,C63,80+,61.399522093103435
1999_2006,C630,0-44,46.96913811070806
1999_2006,C630,45-64,52.545024219730834
1999_2006,C630,65-79,54.94553271369745
1999_2006,C630,80+,57.588513099788784
1999_2006,C631,0-44,47.44590475744231
1999_2006,C631,45-64,47.192228930593686
1999_2006,C631,65-79,47.7589231430381
1999_2006,C631,80+,56.69920094412919
1999_2006,C632,0-44,50.96131556290867
1999_2006,C632,45-64,54.3092824981605
1999_2006,C632,65-79,57.317592096445885
1999_2006,C632,80+,59.43664227120538
1999_2006,C633,0-44,49.700993926605236
1999_2006,C633,45-64,58.41374448773616
1999_2006,C633,65-79,53.53278062548467
1999_2006,C633,80+,59.49950151881574
1999_2006,C634,0-44,52.684736284535305
1999_2006,C634,45-64,55.439955121479
1999_2006,C634,65-79,52.017982342501355
1999_2006,C634,80+,56.8638468128723
1999_2006,C635,0-44,52.97249429119461
1999_2006,C635,45-64,57.04018889267343
1999_2006,C635,65-79,52.64917888084291
1999_2006,C635,80+,59.51082145136058
1999_2006,C636,0-44,55.69822336408601
1999_2006,C636,45-64,54.82023868510404
1999_2006,C636,65-79,55.04185438329743
1999_2006,C636,80+,57.97844562768222
1999_2006,C637,0-44,52.228579241372366
1999_2006,C637,45-64,59.05498464717169
1999_2006,C637,65-79,57.79866297024777
1999_2006,C637,80+,60.749752736456834
1999_2006,C638,0-44,55.75255994636248
1999_2006,C638,45-64,59.83032062953462
1999_2006,C638,65-79,57.14547376899898
1999_2006,C638,80+,58.50507792165043
1999_2006,C639,0-44,50.44251350299569
1999_2006,C639,45-64,57.55568111904923
1999_2006,C639,65-79,57.69936924330562
1999_2006,C639,80+,58.563452833739944
1999_2006,C64,0-44,57.516937130208376
1999_2006,C64,45-64,62.74905848688825
1999_2006,C64,65-79,56.809448517094594
1999_2006,C64,80+,56.56881362737832
1999_2006,C640,0-44,47.863838176231816
1999_2006,C640,45-64,54.03219374875386
1999_2006,C640,65-79,54.476106534339884
1999_2006,C640,80+,54.678562361796054
1999_2006,C641,0-44,49.22648827135034
1999_2006,C641,45-64,58.62697073506787
1999_2006,C641,65-79,57.76239307460171
1999_2006,C641,80+,59.96300705963201
1999_2006,C642,0-44,51.32831813698138
1999_2006,C642,45-64,57.26016330118771
1999_2006,C642,65-79,55.200584231269104
1999_2006,C642,80+,59.74339832572181
1999_2006,C643,0-44,52.88053721646985
1999_2006,C643,45-64,59.10800676085431
1999_2006,C643,65-79,59.79678102234551
1999_2006,C643,80+,59.63675926899468
1999_2006,C644,0-44,50.92640567205376
1999_2006,C644,45-64,58.241351224029934
1999_2006,C644,65-79,58.30623883701474
1999_2006,C644,80+,61.1177531154585
1999_2006,C645,0-44,54.59810949755541
1999_2006,C645,45-64,58.64504569229192
1999_2006,C645,65-79,54.55342990901518
1999_2006,C645,80+,59.42966022968399
1999_2006,C646,0-44,51.828196209629425
1999_2006,C646,45-64,55.98934965482084
1999_2006,C646,65-79,54.58243599555388
1999_2006,C646,80+,61.06237642585509
1999_2006,C647,0-44,54.66625687850751
1999_2006,C647,45-64,57.980534106469264
1999_2006,C647,65-79,55.24431182292981
1999_2006,C647,80+,60.34678049448417
1999_2006,C648,0-44,53.48109874536181
1999_2006,C648,45-64,57.68976373137293
1999_2006,C648,65-79,55.32890498330041
1999_2006,C648,80+,61.38443144375917
1999_2006,C649,0-44,53.33829369820029
1999_2006,C649,45-64,58.40444018564744
1999_2006,C649,65-79,53.87107182028795
1999_2006,C649,80+,57.942091331094574
1999_2006,C65,0-44,54.856648164883616
1999_2006,C65,45-64,61.02941410109124
1999_2006,C65,65-79,56.98710911994099
1999_2006,C65,80+,58.4315837975342
1999_2006,C650,0-44,56.10215679047859
1999_2006,C650,45-64,59.362557927600356
1999_2006,C650,65-79,53.1685033433772
1999_2006,C650,80+,59.55433963381033
1999_2006,C651,0-44,52.829361317304254
1999_2006,C651,45-64,57.64816160085133
1999_2006,C651,65-79,55.439766937972635
1999_2006,C651,80+,58.11246009554951
1999_2006,C652,0-44,51.698915184631666
1999_2006,C652,45-64,59.63664336933202
1999_2006,C652,65-79,55.075116176233756
1999_2006,C652,80+,57.06784302704883
1999_2006,C653,0-44,52.257572689911164
1999_2006,C653,45-64,55.20819044591991
1999_2006,C653,65-79,52.90357362460443
1999_2006,C653,80+,58.63302719854293
1999_2006,C654,0-44,51.41064305961348
1999_2006,C654,45-64,60.02563360799699
1999_2006,C654,65-79,59.21542565366274
1999_2006,C654,80+,61.61804467955677
1999_2006,C655,0-44,48.784853346466264
1999_2006,C655,45-64,59.62008347449547
1999_2006,C655,65-79,56.6339484918362
1999_2006,C655,80+,60.692954070051485
1999_2006,C656,0-44,53.239698313248496
1999_2006,C656,45-64,53.96133998249848
1999_2006,C656,65-79,53.543797860240105
1999_2006,C656,80+,58.28028142240746
1999_2006,C657,0-44,53.9023674625912
1999_2006,C657,45-64,57.238950330069244
1999_2006,C657,65-79,55.22868913341235
1999_2006,C657,80+,59.47663474971592
1999_2006,C658,0-44,55.24886821322862
1999_2006,C658,45-64,55.22483981963107
1999_2006,C658,65-79,55.85906517244141
1999_2006,C658,80+,58.972378797678545
1999_2006,C659,0-44,52.695404462235565
1999_2006,C659,45-64,59.776787635433124
1999_2006,C659,65-79,54.63216974175562
1999_2006,C659,80+,59.531274319100895
1999_2006,C66,0-44,55.48431256463781
1999_2006,C66,45-64,61.75417861123767
1999_2006,C66,65-79,58.431915344323784
1999_2006,C66,80+,58.42788381346372
1999_2006,C660,0-44,54.57797786582879
1999_2006,C660,45-64,60.418236158640596
1999_2006,C660,65-79,57.430041305244536
1999_2006,C660,80+,60.809617528552785
1999_2006,C661,0-44,54.08175217778923
1999_2006,C661,45-64,61.08307206683284
1999_2006,C661,65-79,57.14424848648225
1999_2006,C661,80+,60.29678444158341
1999_2006,C662,0-44,50.94813507995041
1999_2006,C662,45-64,60.047017779266795
1999_2006,C662,65-79,56.92370992972878
1999_2006,C662,80+,60.03044159132414
1999_2006,C663,0-44,57.34670691431714
1999_2006,C663,45-64,60.39405148123017
1999_2006,C663,65-79,58.21182524077242
1999_2006,C663,80+,62.206566674710665
1999_2006,C664,0-44,51.971177549609855
1999_2006,C664,45-64,48.52781574785457
1999_2006,C664,65-79,50.24063518489006
1999_2006,C664,80+,54.29864125489839
1999_2006,C665,0-44,47.27914393027951
1999_2006,C665,45-64,56.438598888399
1999_2006,C665,65-79,56.09074942816787
1999_2006,C665,80+,60.339188943489695
1999_2006,C666,0-44,52.778171915337246
1999_2006,C666,45-64,57.821464065059686
1999_2006,C666,65-79,54.06466807399105
1999_2006,C666,80+,59.64275886994625
1999_2006,C667,0-44,46.63952404633557
1999_2006,C667,45-64,59.95520767338262
1999_2006,C667,65-79,57.31257870440639
1999_2006,C667,80+,59.637537061240344
1999_2006,C668,0-44,49.83741473014572
1999_2006,C668,45-64,56.379915619562055
1999_2006,C668,65-79,54.12876182516052
1999_2006,C668,80+,60.734765585860785
1999_2006,C669,0-44,52.26894914668475
1999_2006,C669,45-64,54.912305684284874
1999_2006,C669,65-79,55.66671384599476
1999_2006,C669,80+,59.8777024628319
1999_2006,C67,0-44,60.09533733919681
1999_2006,C67,45-64,64.62837870135287
1999_2006,C67,65-79,58.752039251216964
1999_2006,C67,80+,60.31035228986601
1999_2006,C670,0-44,48.029373923448254
1999_2006,C670,45-64,60.46913201298462
1999_2006,C670,65-79,59.768779103902595
1999_2006,C670,80+,62.70568816887471
1999_2006,C671,0-44,50.52695201508419
1999_2006,C671,45-64,57.10218187289056
1999_2006,C671,65-79,55.199671625149584
1999_2006,C671,80+,58.92649145185634
1999_2006,C672,0-44,47.862325849836395
1999_2006,C672,45-64,52.585550586108944
1999_2006,C672,65-79,52.19859895195969
1999_2006,C672,80+,55.19729830011868
1999_2006,C673,0-44,51.152739513164754
1999_2006,C673,45-64,55.38093016958359
1999_2006,C673,65-79,50.579737640360236
1999_2006,C673,80+,56.28911213415614
1999_2006,C674,0-44,49.87314600504018
1999_2006,C674,45-64,56.820661316271014
1999_2006,C674,65-79,55.97500835021362
1999_2006,C674,80+,58.166489483070514
1999_2006,C675,0-44,51.070037340542434
1999_2006,C675,45-64,58.663867574885906
