period,cluster,detail_ucod_root3,detail_ucod_gbdl3,detail_mcod
1999_2006,C438,55.245688401344786,67.15643076200736,62.18385603669833
1999_2006,C439,54.79858902811405,61.84853830788263,61.54144869079199
1999_2006,C44,55.42315910454488,58.99584534578314,61.55809112975882
1999_2006,C441,55.48418692480108,46.57768817678794,60.1673853642119
1999_2006,C442,54.382524038374456,47.65956105968426,59.71724751453105
1999_2006,C443,55.31164014622096,52.35749251222329,61.23332798821468
1999_2006,C444,55.61140706341463,31.034273427966227,60.91461343719841
1999_2006,C445,55.34068517678794,56.157904184404245,60.6317940585346
1999_2006,C446,56.26801275560075,52.836778023730716,61.05865449952013
1999_2006,C447,56.30418372054241,58.56524828414261,60.328568409906794
1999_2006,C448,55.13739566475541,68.90794970193231,60.64688817532231
1999_2006,C449,56.68054232133393,50.71084389118633,61.06929414339853
1999_2006,C45,55.22039463296862,63.16629387629303,62.3969771102273
1999_2006,C450,55.031199037286406,49.20405948233062,61.87340351684822
1999_2006,C451,55.759342198360635,56.38611613063786,61.57814383714634
1999_2006,C453,56.10497591229295,32.92122474970629,61.05719962010954
1999_2006,C454,55.54547463081378,53.76785068008897,61.5606919659373
1999_2006,C456,56.83537703310951,56.255487420790274,61.18487302099434
1999_2006,C457,55.91469529481345,65.00493468220951,61.01438588672144
1999_2006,C458,55.5183691372247,59.09518227378476,60.81638091708084
1999_2006,C459,55.557229593070865,55.855982025732125,60.18984523828507
1999_2006,C46,55.85301311165333,59.10733231993653,62.42420959093196
1999_2006,C460,55.428716002464206,52.31725628879914,61.7207524940175
1999_2006,C461,55.45163240559706,40.826635548893286,61.07652044070774
1999_2006,C462,56.143594627944324,60.67977978312213,61.79012065569643
1999_2006,C463,55.77616499692079,56.908784059320396,60.5722867505755
1999_2006,C465,55.46679863700743,45.910629664420384,60.58422219988365
1999_2006,C466,55.448927611265766,54.086289991475475,60.39855739248966
1999_2006,C467,56.123490087641535,55.76856479443761,61.0004824176031
1999_2006,C468,55.324707830044716,48.769892738825455,61.883146539773584
1999_2006,C469,55.053235466592234,41.673809787458865,61.52582537985373
1999_2006,C47,55.65909246597511,54.55191159467228,61.785676788206196
1999_2006,C471,55.499748801334405,54.070151650961755,60.928619172761465
1999_2006,C472,56.68419249587025,58.15426069401901,60.82197133203286
1999_2006,C473,55.943234004463584,44.97890741904985,62.26788695376029
1999_2006,C474,56.397147553289315,39.21750037031453,60.807541982197826
1999_2006,C475,54.12224984086209,60.651220462351546,61.15304472814756
1999_2006,C477,56.1337697720231,52.12121425558488,61.1673888358339
1999_2006,C478,54.838318247210175,44.52953665027946,61.64388766718917
1999_2006,C479,56.08237057690379,50.66038798139616,60.93636147006583
1999_2006,C48,56.011617955662906,55.572543288636794,62.435881443764835
1999_2006,C480,55.763262012484226,61.72088932791937,60.97366033235937
1999_2006,C483,57.17225656662504,59.100736126640136,61.545610367949116
1999_2006,C484,54.881261063598565,53.517984201296436,61.44318355847185
1999_2006,C485,55.667555132013014,55.793475768910774,61.560274192780504
1999_2006,C486,55.19311900223543,66.26353848615972,61.18115908355378
1999_2006,C487,56.459354260326606,69.79240321218485,61.202241671403215
1999_2006,C489,55.156661243599196,39.60984242656742,60.81732229971172
1999_2006,C49,55.11616639810537,58.7034794816366,61.46988831914644
1999_2006,C490,55.4566612927784,66.27334101432017,61.51455320317181
1999_2006,C491,55.32671259223623,29.142965306901065,60.902156065344656
1999_2006,C492,54.96951417694631,62.67071453283807,61.185505264709896
