garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,17,2,a3|a4,a1|a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":32,""a2"":149,""a3"":0,""a4"":8,""a5"":97,""b11"":83,""b12"":12,""b13"":70,""b14"":83,""b15"":204,""b16"":132,""b2"":188,""b31"":101,""b32"":69,""b33"":130,""b4"":142,""b5"":140,""b6"":153,""b7"":728}",AGE_Q×SEX
g1,Q1|F,after_support,19,16,3,a3|a4|b12,a1|a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":32,""a2"":149,""a3"":0,""a4"":8,""a5"":97,""b11"":83,""b12"":12,""b13"":70,""b14"":83,""b15"":204,""b16"":132,""b2"":188,""b31"":101,""b32"":69,""b33"":130,""b4"":142,""b5"":140,""b6"":153,""b7"":728}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":82,""a2"":230,""a3"":0,""a4"":9,""a5"":121,""b11"":106,""b12"":23,""b13"":1,""b14"":138,""b15"":303,""b16"":135,""b2"":174,""b31"":137,""b32"":80,""b33"":158,""b4"":169,""b5"":277,""b6"":137,""b7"":714}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":82,""a2"":230,""a3"":0,""a4"":9,""a5"":121,""b11"":106,""b12"":23,""b13"":1,""b14"":138,""b15"":303,""b16"":135,""b2"":174,""b31"":137,""b32"":80,""b33"":158,""b4"":169,""b5"":277,""b6"":137,""b7"":714}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":0,""a2"":174,""a3"":0,""a4"":0,""a5"":64,""b11"":75,""b12"":13,""b13"":41,""b14"":110,""b15"":136,""b16"":112,""b2"":199,""b31"":209,""b32"":125,""b33"":172,""b4"":168,""b5"":49,""b6"":143,""b7"":747}",AGE_Q×SEX
g1,Q2|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":0,""a2"":174,""a3"":0,""a4"":0,""a5"":64,""b11"":75,""b12"":13,""b13"":41,""b14"":110,""b15"":136,""b16"":112,""b2"":199,""b31"":209,""b32"":125,""b33"":172,""b4"":168,""b5"":49,""b6"":143,""b7"":747}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":5,""a2"":209,""a3"":0,""a4"":0,""a5"":42,""b11"":134,""b12"":11,""b13"":1,""b14"":141,""b15"":197,""b16"":142,""b2"":163,""b31"":215,""b32"":133,""b33"":163,""b4"":206,""b5"":55,""b6"":152,""b7"":551}",AGE_Q×SEX
g1,Q2|M,after_support,19,14,5,a1|a3|a4|b12|b13,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":5,""a2"":209,""a3"":0,""a4"":0,""a5"":42,""b11"":134,""b12"":11,""b13"":1,""b14"":141,""b15"":197,""b16"":142,""b2"":163,""b31"":215,""b32"":133,""b33"":163,""b4"":206,""b5"":55,""b6"":152,""b7"":551}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":200,""a3"":0,""a4"":0,""a5"":55,""b11"":20,""b12"":3,""b13"":22,""b14"":89,""b15"":87,""b16"":74,""b2"":171,""b31"":185,""b32"":151,""b33"":159,""b4"":135,""b5"":19,""b6"":110,""b7"":801}",AGE_Q×SEX
g1,Q3|F,after_support,19,14,5,a1|a3|a4|b12|b5,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b6|b7,"{""a1"":2,""a2"":200,""a3"":0,""a4"":0,""a5"":55,""b11"":20,""b12"":3,""b13"":22,""b14"":89,""b15"":87,""b16"":74,""b2"":171,""b31"":185,""b32"":151,""b33"":159,""b4"":135,""b5"":19,""b6"":110,""b7"":801}",AGE_Q×SEX
g1,Q3|M,after_minpc,19,14,5,a1|a3|a4|b12|b13,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":198,""a3"":0,""a4"":0,""a5"":52,""b11"":42,""b12"":4,""b13"":1,""b14"":82,""b15"":96,""b16"":107,""b2"":75,""b31"":172,""b32"":122,""b33"":121,""b4"":185,""b5"":19,""b6"":117,""b7"":517}",AGE_Q×SEX
g1,Q3|M,after_support,19,13,6,a1|a3|a4|b12|b13|b5,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b6|b7,"{""a1"":2,""a2"":198,""a3"":0,""a4"":0,""a5"":52,""b11"":42,""b12"":4,""b13"":1,""b14"":82,""b15"":96,""b16"":107,""b2"":75,""b31"":172,""b32"":122,""b33"":121,""b4"":185,""b5"":19,""b6"":117,""b7"":517}",AGE_Q×SEX
g1,Q4|F,after_minpc,19,13,6,a1|a3|a4|b11|b12|b5,a2|a5|b13|b14|b15|b16|b2|b31|b32|b33|b4|b6|b7,"{""a1"":1,""a2"":352,""a3"":0,""a4"":0,""a5"":90,""b11"":7,""b12"":3,""b13"":20,""b14"":67,""b15"":45,""b16"":39,""b2"":147,""b31"":254,""b32"":172,""b33"":208,""b4"":164,""b5"":5,""b6"":118,""b7"":1142}",AGE_Q×SEX
g1,Q4|F,after_support,19,13,6,a1|a3|a4|b11|b12|b5,a2|a5|b13|b14|b15|b16|b2|b31|b32|b33|b4|b6|b7,"{""a1"":1,""a2"":352,""a3"":0,""a4"":0,""a5"":90,""b11"":7,""b12"":3,""b13"":20,""b14"":67,""b15"":45,""b16"":39,""b2"":147,""b31"":254,""b32"":172,""b33"":208,""b4"":164,""b5"":5,""b6"":118,""b7"":1142}",AGE_Q×SEX
g1,Q4|M,after_minpc,19,13,6,a1|a3|a4|b12|b13|b5,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b6|b7,"{""a1"":1,""a2"":233,""a3"":0,""a4"":0,""a5"":30,""b11"":14,""b12"":6,""b13"":0,""b14"":27,""b15"":34,""b16"":71,""b2"":63,""b31"":145,""b32"":75,""b33"":103,""b4"":138,""b5"":5,""b6"":65,""b7"":422}",AGE_Q×SEX
g1,Q4|M,after_support,19,12,7,a1|a3|a4|b11|b12|b13|b5,a2|a5|b14|b15|b16|b2|b31|b32|b33|b4|b6|b7,"{""a1"":1,""a2"":233,""a3"":0,""a4"":0,""a5"":30,""b11"":14,""b12"":6,""b13"":0,""b14"":27,""b15"":34,""b16"":71,""b2"":63,""b31"":145,""b32"":75,""b33"":103,""b4"":138,""b5"":5,""b6"":65,""b7"":422}",AGE_Q×SEX
g2,Q1|F,after_minpc,8,8,0,,b2|b31|b32|b33|b4|b5|b6|b7,"{""b2"":580,""b31"":2076,""b32"":160,""b33"":988,""b4"":685,""b5"":72,""b6"":210,""b7"":375}",AGE_Q×SEX
g2,Q1|F,after_support,8,8,0,,b2|b31|b32|b33|b4|b5|b6|b7,"{""b2"":580,""b31"":2076,""b32"":160,""b33"":988,""b4"":685,""b5"":72,""b6"":210,""b7"":375}",AGE_Q×SEX
g2,Q1|M,after_minpc,8,8,0,,b2|b31|b32|b33|b4|b5|b6|b7,"{""b2"":550,""b31"":3407,""b32"":158,""b33"":1108,""b4"":729,""b5"":117,""b6"":215,""b7"":364}",AGE_Q×SEX
g2,Q1|M,after_support,8,8,0,,b2|b31|b32|b33|b4|b5|b6|b7,"{""b2"":550,""b31"":3407,""b32"":158,""b33"":1108,""b4"":729,""b5"":117,""b6"":215,""b7"":364}",AGE_Q×SEX
