fips,cluster,period
55087,C417,2018_2022
39151,C131,2018_2022
55085,C1086,2018_2022
29195,C1644,2018_2022
22057,C654,2018_2022
48071,C1556,2018_2022
48459,C1076,2018_2022
48297,C864,2018_2022
01043,C554,2018_2022
48441,C422,2018_2022
51041,C214,2018_2022
47089,C810,2018_2022
51165,C541,2018_2022
28067,C710,2018_2022
53073,C351,2018_2022
51810,C178,2018_2022
22115,C1091,2018_2022
29179,C2228,2018_2022
17055,C957,2018_2022
27097,C1461,2018_2022
36025,C958,2018_2022
48303,C215,2018_2022
06061,C177,2018_2022
48285,C1843,2018_2022
05107,C1677,2018_2022
37155,C416,2018_2022
37101,C371,2018_2022
55029,C1377,2018_2022
05101,C2334,2018_2022
29027,C1177,2018_2022
26139,C281,2018_2022
01117,C377,2018_2022
28049,C253,2018_2022
29023,C836,2018_2022
23001,C517,2018_2022
21151,C690,2018_2022
26141,C1962,2018_2022
55111,C887,2018_2022
34019,C668,2018_2022
13091,C1779,2018_2022
06091,C144,2018_2022
36049,C1731,2018_2022
18017,C1324,2018_2022
28117,C1450,2018_2022
45051,C140,2018_2022
24023,C1384,2018_2022
13127,C637,2018_2022
36045,C664,2018_2022
34007,C108,2018_2022
42117,C1132,2018_2022
13297,C605,2018_2022
51117,C1139,2018_2022
06097,C147,2018_2022
21171,C1018,2018_2022
22047,C1367,2018_2022
39057,C367,2018_2022
41029,C243,2018_2022
37019,C365,2018_2022
34035,C248,2018_2022
20167,C2414,2018_2022
05035,C998,2018_2022
01069,C509,2018_2022
41047,C205,2018_2022
34001,C208,2018_2022
27095,C1560,2018_2022
53005,C375,2018_2022
51155,C1210,2018_2022
47073,C764,2018_2022
37049,C527,2018_2022
51105,C1441,2018_2022
30017,C2257,2018_2022
25003,C412,2018_2022
01107,C1767,2018_2022
28003,C1193,2018_2022
37191,C444,2018_2022
48123,C1817,2018_2022
17069,C2099,2018_2022
15005,C508,2018_2022
37159,C350,2018_2022
13223,C562,2018_2022
39009,C1054,2018_2022
48231,C595,2018_2022
12113,C369,2018_2022
08003,C2262,2018_2022
27137,C284,2018_2022
26155,C788,2018_2022
26075,C345,2018_2022
29145,C838,2018_2022
47011,C499,2018_2022
40135,C919,2018_2022
29115,C2194,2018_2022
26113,C1961,2018_2022
18051,C1409,2018_2022
54039,C226,2018_2022
39045,C433,2018_2022
48135,C462,2018_2022
17081,C1106,2018_2022
37099,C1307,2018_2022
37163,C789,2018_2022
55033,C1443,2018_2022
26159,C721,2018_2022
26093,C394,2018_2022
32031,C144,2018_2022
01099,C1651,2018_2022
56041,C2266,2018_2022
20099,C1713,2018_2022
36093,C408,2018_2022
35031,C725,2018_2022
55105,C391,2018_2022
12109,C276,2018_2022
53049,C1469,2018_2022
28095,C1133,2018_2022
18067,C596,2018_2022
48329,C510,2018_2022
40137,C967,2018_2022
53029,C741,2018_2022
20021,C1653,2018_2022
13175,C888,2018_2022
17157,C1373,2018_2022
37017,C1241,2018_2022
12041,C1867,2018_2022
06029,C73,2018_2022
04005,C627,2018_2022
51195,C1044,2018_2022
19089,C2223,2018_2022
22095,C1361,2018_2022
13039,C1336,2018_2022
27009,C1366,2018_2022
54107,C582,2018_2022
36117,C649,2018_2022
36053,C866,2018_2022
18105,C573,2018_2022
51099,C2004,2018_2022
39133,C381,2018_2022
05015,C1463,2018_2022
27163,C366,2018_2022
39093,C189,2018_2022
41011,C671,2018_2022
47117,C1340,2018_2022
26137,C1648,2018_2022
35025,C924,2018_2022
48099,C978,2018_2022
20177,C308,2018_2022
51177,C502,2018_2022
49049,C212,2018_2022
55113,C1844,2018_2022
17113,C495,2018_2022
55078,C1030,2018_2022
47097,C1516,2018_2022
12117,C164,2018_2022
19037,C2223,2018_2022
17147,C446,2018_2022
37139,C1275,2018_2022
13217,C604,2018_2022
31025,C1840,2018_2022
20201,C2458,2018_2022
28121,C467,2018_2022
35013,C322,2018_2022
39013,C656,2018_2022
53035,C261,2018_2022
17095,C807,2018_2022
37045,C465,2018_2022
34023,C87,2018_2022
41033,C488,2018_2022
01003,C246,2018_2022
16001,C179,2018_2022
47039,C1170,2018_2022
42055,C352,2018_2022
31067,C1592,2018_2022
48449,C1578,2018_2022
05067,C1819,2018_2022
51009,C1360,2018_2022
48059,C2045,2018_2022
39007,C496,2018_2022
34009,C490,2018_2022
51650,C460,2018_2022
26151,C1035,2018_2022
40023,C1926,2018_2022
47165,C354,2018_2022
38025,C2398,2018_2022
42073,C473,2018_2022
36085,C157,2018_2022
51107,C390,2018_2022
49037,C2308,2018_2022
17129,C311,2018_2022
20157,C2458,2018_2022
13295,C673,2018_2022
17047,C2303,2018_2022
18095,C382,2018_2022
48379,C595,2018_2022
48365,C1577,2018_2022
35045,C477,2018_2022
17029,C999,2018_2022
31109,C262,2018_2022
13051,C229,2018_2022
17079,C2085,2018_2022
27157,C2092,2018_2022
48157,C158,2018_2022
47113,C533,2018_2022
36027,C233,2018_2022
05049,C2025,2018_2022
37147,C438,2018_2022
20115,C2147,2018_2022
22019,C289,2018_2022
48179,C1784,2018_2022
36097,C1865,2018_2022
27059,C1387,2018_2022
21089,C1056,2018_2022
47189,C469,2018_2022
53011,C153,2018_2022
37161,C665,2018_2022
27113,C2349,2018_2022
19031,C318,2018_2022
04017,C442,2018_2022
13277,C1064,2018_2022
29181,C2028,2018_2022
42133,C136,2018_2022
01033,C766,2018_2022
51680,C713,2018_2022
49007,C1834,2018_2022
55035,C697,2018_2022
21045,C1985,2018_2022
24011,C1369,2018_2022
06093,C947,2018_2022
40149,C2124,2018_2022
38059,C1477,2018_2022
12131,C761,2018_2022
44003,C347,2018_2022
21113,C1087,2018_2022
26053,C1842,2018_2022
48309,C250,2018_2022
51001,C1149,2018_2022
13115,C534,2018_2022
19039,C2354,2018_2022
51109,C1258,2018_2022
41017,C407,2018_2022
28113,C1013,2018_2022
19093,C2103,2018_2022
47155,C525,2018_2022
29127,C1459,2018_2022
13123,C1278,2018_2022
01015,C413,2018_2022
48161,C1777,2018_2022
26025,C385,2018_2022
42025,C731,2018_2022
26005,C588,2018_2022
55063,C616,2018_2022
42075,C378,2018_2022
28149,C937,2018_2022
55131,C497,2018_2022
45043,C669,2018_2022
17135,C1380,2018_2022
50011,C1137,2018_2022
48037,C565,2018_2022
12023,C691,2018_2022
48209,C456,2018_2022
12005,C313,2018_2022
22121,C1902,2018_2022
48175,C2176,2018_2022
12075,C954,2018_2022
56025,C743,2018_2022
35035,C852,2018_2022
46005,C2142,2018_2022
29077,C196,2018_2022
19023,C2071,2018_2022
13057,C356,2018_2022
29121,C1833,2018_2022
54019,C840,2018_2022
35043,C472,2018_2022
01059,C1212,2018_2022
21067,C239,2018_2022
19133,C2297,2018_2022
05093,C1025,2018_2022
18177,C686,2018_2022
49047,C1761,2018_2022
29071,C552,2018_2022
42093,C1821,2018_2022
48041,C485,2018_2022
42085,C420,2018_2022
37003,C1182,2018_2022
48199,C897,2018_2022
46013,C1523,2018_2022
48001,C857,2018_2022
21233,C2287,2018_2022
33019,C1135,2018_2022
06021,C1652,2018_2022
27035,C863,2018_2022
40097,C1075,2018_2022
18099,C1032,2018_2022
13073,C537,2018_2022
01131,C2138,2018_2022
26087,C655,2018_2022
42123,C992,2018_2022
06015,C1466,2018_2022
17137,C1243,2018_2022
16031,C1927,2018_2022
54081,C528,2018_2022
29155,C1701,2018_2022
47003,C1002,2018_2022
48267,C790,2018_2022
31055,C146,2018_2022
39081,C657,2018_2022
19149,C1816,2018_2022
47131,C1194,2018_2022
47163,C269,2018_2022
53065,C1085,2018_2022
46033,C598,2018_2022
36109,C848,2018_2022
24043,C357,2018_2022
47051,C987,2018_2022
48281,C1649,2018_2022
39141,C622,2018_2022
45059,C707,2018_2022
30093,C1160,2018_2022
32033,C687,2018_2022
23013,C1119,2018_2022
36011,C726,2018_2022
45089,C1147,2018_2022
47019,C714,2018_2022
45079,C188,2018_2022
30111,C379,2018_2022
39097,C1236,2018_2022
04025,C190,2018_2022
01031,C962,2018_2022
45007,C251,2018_2022
46103,C598,2018_2022
13031,C961,2018_2022
26057,C1122,2018_2022
19055,C318,2018_2022
45031,C634,2018_2022
22087,C1286,2018_2022
18145,C1077,2018_2022
48457,C1585,2018_2022
39023,C330,2018_2022
13273,C2302,2018_2022
48361,C631,2018_2022
55021,C997,2018_2022
24019,C1272,2018_2022
39101,C732,2018_2022
30083,C2468,2018_2022
13237,C1672,2018_2022
17143,C336,2018_2022
53075,C1618,2018_2022
28085,C1152,2018_2022
42097,C548,2018_2022
26129,C1430,2018_2022
53007,C799,2018_2022
08081,C2371,2018_2022
55077,C1989,2018_2022
18169,C1199,2018_2022
51770,C449,2018_2022
21125,C767,2018_2022
32021,C59,2018_2022
54077,C1302,2018_2022
22123,C2243,2018_2022
19163,C386,2018_2022
12033,C163,2018_2022
48249,C1187,2018_2022
39123,C1001,2018_2022
22015,C544,2018_2022
28081,C640,2018_2022
24017,C514,2018_2022
17121,C1021,2018_2022
17191,C1773,2018_2022
51015,C443,2018_2022
54099,C1015,2018_2022
26145,C266,2018_2022
42021,C331,2018_2022
10001,C332,2018_2022
26157,C827,2018_2022
20015,C858,2018_2022
18087,C1615,2018_2022
42115,C1089,2018_2022
13215,C294,2018_2022
47183,C1249,2018_2022
17039,C1970,2018_2022
20147,C2501,2018_2022
37035,C328,2018_2022
18019,C475,2018_2022
47057,C1571,2018_2022
41001,C1744,2018_2022
55009,C286,2018_2022
37087,C717,2018_2022
42043,C231,2018_2022
22055,C323,2018_2022
21135,C570,2018_2022
18119,C1639,2018_2022
22101,C989,2018_2022
26015,C874,2018_2022
29217,C1710,2018_2022
16073,C179,2018_2022
23017,C806,2018_2022
39047,C1374,2018_2022
18003,C175,2018_2022
39109,C505,2018_2022
47159,C1822,2018_2022
18183,C1525,2018_2022
31153,C547,2018_2022
29225,C1274,2018_2022
21085,C1383,2018_2022
37085,C560,2018_2022
31179,C2230,2018_2022
17057,C1097,2018_2022
28045,C1041,2018_2022
55101,C320,2018_2022
53057,C487,2018_2022
28159,C1828,2018_2022
08063,C2485,2018_2022
39131,C1292,2018_2022
37113,C1023,2018_2022
21195,C708,2018_2022
19111,C1192,2018_2022
51610,C98,2018_2022
45013,C342,2018_2022
26049,C115,2018_2022
27037,C216,2018_2022
01013,C1788,2018_2022
29207,C1266,2018_2022
48143,C1499,2018_2022
20103,C830,2018_2022
21051,C1718,2018_2022
40011,C2343,2018_2022
40083,C1322,2018_2022
54061,C786,2018_2022
31053,C1256,2018_2022
06041,C317,2018_2022
05103,C1371,2018_2022
26073,C1072,2018_2022
18037,C1171,2018_2022
13311,C1474,2018_2022
22043,C1849,2018_2022
45047,C644,2018_2022
36075,C549,2018_2022
17007,C1120,2018_2022
54079,C898,2018_2022
37007,C1486,2018_2022
21059,C542,2018_2022
08045,C1391,2018_2022
38077,C2283,2018_2022
23011,C458,2018_2022
06023,C461,2018_2022
13105,C1657,2018_2022
26131,C1398,2018_2022
51079,C2137,2018_2022
39039,C1329,2018_2022
16067,C1921,2018_2022
29091,C951,2018_2022
15001,C349,2018_2022
48369,C1146,2018_2022
18133,C1348,2018_2022
18035,C445,2018_2022
27117,C2363,2018_2022
55001,C1656,2018_2022
28059,C401,2018_2022
19045,C1069,2018_2022
30047,C1598,2018_2022
39143,C837,2018_2022
19153,C162,2018_2022
13263,C294,2018_2022
12123,C1600,2018_2022
55137,C1594,2018_2022
46091,C2283,2018_2022
19001,C2330,2018_2022
13151,C334,2018_2022
02110,C2107,2018_2022
48025,C1588,2018_2022
50001,C1517,2018_2022
47187,C423,2018_2022
18135,C1458,2018_2022
37027,C594,2018_2022
29125,C1065,2018_2022
28025,C1868,2018_2022
19125,C1434,2018_2022
37055,C1359,2018_2022
37109,C651,2018_2022
47059,C568,2018_2022
37097,C363,2018_2022
18167,C538,2018_2022
48147,C1066,2018_2022
21193,C1093,2018_2022
12129,C1575,2018_2022
17145,C1837,2018_2022
27019,C977,2018_2022
37121,C1825,2018_2022
37065,C834,2018_2022
37033,C1608,2018_2022
27155,C2313,2018_2022
48273,C1546,2018_2022
55039,C599,2018_2022
01105,C1034,2018_2022
13069,C1259,2018_2022
27063,C2248,2018_2022
27103,C1839,2018_2022
19049,C994,2018_2022
12035,C424,2018_2022
05143,C348,2018_2022
54075,C2332,2018_2022
48107,C215,2018_2022
32027,C144,2018_2022
37083,C816,2018_2022
