fips,cluster,period
36067,C119,2005_2010
06099,C130,2005_2010
13089,C112,2005_2010
34001,C193,2005_2010
26099,C47,2005_2010
27007,C1244,2005_2010
54019,C735,2005_2010
13209,C2136,2005_2010
42051,C276,2005_2010
05041,C1978,2005_2010
45091,C308,2005_2010
42003,C14,2005_2010
42081,C400,2005_2010
18067,C575,2005_2010
27071,C2005,2005_2010
17097,C121,2005_2010
01055,C350,2005_2010
26151,C959,2005_2010
28007,C1469,2005_2010
54079,C965,2005_2010
17177,C909,2005_2010
36119,C52,2005_2010
30009,C2160,2005_2010
42107,C254,2005_2010
37083,C731,2005_2010
06067,C30,2005_2010
45045,C138,2005_2010
24029,C1536,2005_2010
27043,C1955,2005_2010
18031,C1624,2005_2010
34029,C55,2005_2010
28081,C535,2005_2010
17119,C182,2005_2010
12011,C12,2005_2010
21121,C1174,2005_2010
53073,C351,2005_2010
36059,C27,2005_2010
26163,C6,2005_2010
35025,C952,2005_2010
28027,C1410,2005_2010
22121,C1994,2005_2010
44009,C464,2005_2010
53025,C804,2005_2010
37195,C612,2005_2010
34025,C88,2005_2010
28041,C2077,2005_2010
19187,C974,2005_2010
34003,C53,2005_2010
48029,C24,2005_2010
39095,C109,2005_2010
06111,C90,2005_2010
17127,C1810,2005_2010
16047,C2063,2005_2010
17093,C1017,2005_2010
39089,C344,2005_2010
17111,C274,2005_2010
40133,C1248,2005_2010
02020,C353,2005_2010
22051,C120,2005_2010
06001,C32,2005_2010
48479,C447,2005_2010
17109,C1351,2005_2010
35055,C1550,2005_2010
09001,C61,2005_2010
54039,C195,2005_2010
22039,C1192,2005_2010
27049,C996,2005_2010
01029,C2006,2005_2010
51760,C251,2005_2010
23001,C477,2005_2010
51163,C1517,2005_2010
26057,C1029,2005_2010
33013,C403,2005_2010
42079,C110,2005_2010
12015,C224,2005_2010
18183,C1511,2005_2010
39101,C732,2005_2010
06055,C402,2005_2010
28087,C874,2005_2010
55097,C980,2005_2010
11001,C89,2005_2010
13225,C1639,2005_2010
13237,C1767,2005_2010
01049,C674,2005_2010
55025,C173,2005_2010
17035,C2394,2005_2010
39173,C483,2005_2010
42019,C271,2005_2010
47125,C484,2005_2010
48027,C286,2005_2010
18103,C1267,2005_2010
39015,C1010,2005_2010
08081,C2398,2005_2010
25025,C96,2005_2010
01081,C574,2005_2010
01051,C749,2005_2010
51003,C519,2005_2010
37067,C174,2005_2010
01125,C309,2005_2010
33019,C1121,2005_2010
40109,C62,2005_2010
48485,C390,2005_2010
22071,C153,2005_2010
19023,C2011,2005_2010
17001,C626,2005_2010
55127,C567,2005_2010
54031,C2196,2005_2010
45051,C215,2005_2010
12099,C18,2005_2010
48453,C105,2005_2010
20041,C1742,2005_2010
34037,C469,2005_2010
45035,C585,2005_2010
51187,C1318,2005_2010
29187,C671,2005_2010
19045,C857,2005_2010
39093,C190,2005_2010
37007,C1454,2005_2010
29095,C69,2005_2010
38101,C941,2005_2010
33009,C684,2005_2010
28059,C415,2005_2010
13135,C155,2005_2010
19163,C362,2005_2010
17057,C978,2005_2010
26145,C246,2005_2010
33011,C163,2005_2010
39049,C38,2005_2010
18007,C2216,2005_2010
48185,C1758,2005_2010
45023,C1138,2005_2010
17075,C1210,2005_2010
12027,C1508,2005_2010
41051,C81,2005_2010
39013,C538,2005_2010
53029,C771,2005_2010
04007,C767,2005_2010
13121,C64,2005_2010
37125,C479,2005_2010
29207,C1229,2005_2010
45007,C262,2005_2010
18157,C470,2005_2010
24009,C764,2005_2010
12033,C159,2005_2010
29077,C202,2005_2010
18059,C868,2005_2010
24510,C56,2005_2010
48307,C2225,2005_2010
01015,C359,2005_2010
34021,C170,2005_2010
13317,C2237,2005_2010
53065,C1039,2005_2010
12023,C700,2005_2010
23027,C1270,2005_2010
17043,C76,2005_2010
25027,C60,2005_2010
42071,C100,2005_2010
01069,C497,2005_2010
37191,C450,2005_2010
48215,C144,2005_2010
31105,C2206,2005_2010
05069,C596,2005_2010
53061,C106,2005_2010
12057,C37,2005_2010
48309,C249,2005_2010
48233,C1521,2005_2010
55061,C1881,2005_2010
01087,C1506,2005_2010
51095,C793,2005_2010
13097,C631,2005_2010
50017,C1629,2005_2010
39175,C1779,2005_2010
05059,C1259,2005_2010
32005,C1134,2005_2010
34033,C728,2005_2010
19155,C594,2005_2010
37187,C2172,2005_2010
42077,C156,2005_2010
13051,C223,2005_2010
05007,C348,2005_2010
09005,C284,2005_2010
02180,C2435,2005_2010
01109,C1293,2005_2010
42095,C183,2005_2010
12021,C184,2005_2010
51089,C683,2005_2010
24005,C45,2005_2010
12085,C281,2005_2010
36071,C192,2005_2010
28121,C540,2005_2010
18053,C636,2005_2010
37049,C496,2005_2010
48141,C101,2005_2010
53009,C577,2005_2010
18085,C751,2005_2010
01053,C1082,2005_2010
06113,C436,2005_2010
34013,C63,2005_2010
17183,C515,2005_2010
54071,C2196,2005_2010
51067,C917,2005_2010
24031,C26,2005_2010
22087,C1225,2005_2010
34011,C328,2005_2010
18089,C99,2005_2010
53007,C779,2005_2010
47173,C1950,2005_2010
36073,C1113,2005_2010
45021,C883,2005_2010
24043,C383,2005_2010
55063,C546,2005_2010
22033,C134,2005_2010
28093,C1219,2005_2010
13321,C1822,2005_2010
49035,C78,2005_2010
32031,C154,2005_2010
17199,C655,2005_2010
12069,C148,2005_2010
55111,C912,2005_2010
40071,C808,2005_2010
12049,C1789,2005_2010
26049,C118,2005_2010
29113,C1172,2005_2010
37081,C132,2005_2010
06097,C125,2005_2010
55105,C355,2005_2010
13153,C544,2005_2010
37197,C1160,2005_2010
28089,C459,2005_2010
56031,C680,2005_2010
36091,C307,2005_2010
20131,C2186,2005_2010
51185,C817,2005_2010
18163,C261,2005_2010
18003,C177,2005_2010
37027,C601,2005_2010
55003,C1963,2005_2010
13023,C2263,2005_2010
20173,C126,2005_2010
19135,C2309,2005_2010
18147,C2060,2005_2010
42005,C583,2005_2010
46057,C2285,2005_2010
39153,C84,2005_2010
17167,C280,2005_2010
54059,C1213,2005_2010
06029,C86,2005_2010
08039,C2442,2005_2010
17099,C360,2005_2010
37071,C237,2005_2010
06021,C1781,2005_2010
41053,C845,2005_2010
29023,C901,2005_2010
42043,C206,2005_2010
55027,C558,2005_2010
26121,C319,2005_2010
01083,C794,2005_2010
36103,C23,2005_2010
23017,C769,2005_2010
46099,C397,2005_2010
38063,C2190,2005_2010
17053,C1764,2005_2010
06101,C675,2005_2010
39159,C1317,2005_2010
42099,C1101,2005_2010
48251,C425,2005_2010
10001,C369,2005_2010
13223,C701,2005_2010
22105,C434,2005_2010
06041,C292,2005_2010
28061,C1943,2005_2010
06017,C404,2005_2010
48041,C590,2005_2010
45085,C482,2005_2010
13013,C1011,2005_2010
38089,C1679,2005_2010
09007,C371,2005_2010
12097,C303,2005_2010
36055,C65,2005_2010
12005,C318,2005_2010
22101,C886,2005_2010
36083,C329,2005_2010
48091,C588,2005_2010
05009,C1126,2005_2010
46083,C1857,2005_2010
20155,C736,2005_2010
13139,C413,2005_2010
42015,C709,2005_2010
53053,C72,2005_2010
37023,C565,2005_2010
45057,C702,2005_2010
41003,C937,2005_2010
27073,C2233,2005_2010
42017,C87,2005_2010
51041,C265,2005_2010
26025,C338,2005_2010
48139,C510,2005_2010
33015,C250,2005_2010
34027,C147,2005_2010
51137,C1421,2005_2010
28075,C550,2005_2010
06063,C1756,2005_2010
48347,C866,2005_2010
45003,C347,2005_2010
51179,C852,2005_2010
55095,C1093,2005_2010
23019,C333,2005_2010
18009,C1958,2005_2010
47163,C273,2005_2010
06045,C623,2005_2010
54003,C632,2005_2010
25015,C405,2005_2010
20091,C151,2005_2010
06103,C812,2005_2010
19029,C1966,2005_2010
12091,C331,2005_2010
41047,C196,2005_2010
17091,C461,2005_2010
46047,C2371,2005_2010
37037,C831,2005_2010
31055,C137,2005_2010
37021,C216,2005_2010
39167,C721,2005_2010
37051,C234,2005_2010
39119,C573,2005_2010
45015,C454,2005_2010
26077,C241,2005_2010
41067,C162,2005_2010
12095,C59,2005_2010
42063,C576,2005_2010
37169,C971,2005_2010
19061,C586,2005_2010
40143,C85,2005_2010
42117,C1006,2005_2010
45011,C1585,2005_2010
36095,C1449,2005_2010
12083,C111,2005_2010
45075,C490,2005_2010
41043,C445,2005_2010
40039,C1515,2005_2010
48123,C1587,2005_2010
23013,C1072,2005_2010
26041,C1073,2005_2010
54033,C602,2005_2010
18043,C697,2005_2010
26059,C1054,2005_2010
48245,C198,2005_2010
24045,C522,2005_2010
27137,C245,2005_2010
37123,C1653,2005_2010
06071,C20,2005_2010
48491,C291,2005_2010
36085,C140,2005_2010
17197,C135,2005_2010
41009,C1157,2005_2010
12119,C486,2005_2010
04025,C207,2005_2010
08069,C288,2005_2010
35015,C951,2005_2010
06095,C166,2005_2010
39085,C227,2005_2010
18097,C48,2005_2010
35057,C2258,2005_2010
41005,C161,2005_2010
12031,C50,2005_2010
08015,C2036,2005_2010
41057,C1496,2005_2010
17195,C722,2005_2010
06005,C1080,2005_2010
41029,C240,2005_2010
48451,C501,2005_2010
55021,C934,2005_2010
05125,C618,2005_2010
48145,C1831,2005_2010
12105,C74,2005_2010
16039,C2105,2005_2010
01097,C113,2005_2010
20015,C885,2005_2010
17201,C199,2005_2010
36027,C226,2005_2010
17179,C373,2005_2010
48013,C1283,2005_2010
51840,C1658,2005_2010
36065,C208,2005_2010
26115,C391,2005_2010
21159,C630,2005_2010
48367,C557,2005_2010
31111,C1232,2005_2010
12053,C209,2005_2010
39155,C212,2005_2010
22109,C500,2005_2010
54011,C426,2005_2010
21035,C1236,2005_2010
44007,C75,2005_2010
01061,C1333,2005_2010
26021,C299,2005_2010
55007,C2027,2005_2010
39151,C124,2005_2010
36077,C803,2005_2010
13151,C440,2005_2010
13157,C966,2005_2010
21025,C1815,2005_2010
29073,C1910,2005_2010
51057,C2247,2005_2010
19027,C1583,2005_2010
02220,C2084,2005_2010
17101,C1834,2005_2010
29047,C320,2005_2010
37111,C1024,2005_2010
42007,C243,2005_2010
12071,C70,2005_2010
42125,C204,2005_2010
18027,C1377,2005_2010
39135,C1097,2005_2010
17041,C1833,2005_2010
51810,C188,2005_2010
23003,C597,2005_2010
37039,C1322,2005_2010
51740,C476,2005_2010
13175,C915,2005_2010
54081,C503,2005_2010
26035,C1165,2005_2010
48181,C374,2005_2010
48037,C509,2005_2010
48189,C1301,2005_2010
40027,C305,2005_2010
48423,C283,2005_2010
29186,C1944,2005_2010
48397,C1111,2005_2010
53063,C123,2005_2010
55001,C1694,2005_2010
05119,C149,2005_2010
05051,C392,2005_2010
51069,C888,2005_2010
53019,C2278,2005_2010
35001,C92,2005_2010
55017,C900,2005_2010
06053,C218,2005_2010
08037,C2421,2005_2010
24035,C1320,2005_2010
01105,C863,2005_2010
37087,C713,2005_2010
17115,C407,2005_2010
12133,C1484,2005_2010
22055,C311,2005_2010
36019,C692,2005_2010
20177,C293,2005_2010
24003,C129,2005_2010
47147,C815,2005_2010
45083,C186,2005_2010
32011,C2266,2005_2010
19153,C160,2005_2010
40123,C1027,2005_2010
21111,C58,2005_2010
31019,C1279,2005_2010
19099,C1167,2005_2010
21051,C1621,2005_2010
27097,C1513,2005_2010
39045,C452,2005_2010
48171,C1376,2005_2010
53043,C2278,2005_2010
51199,C287,2005_2010
08041,C141,2005_2010
55087,C429,2005_2010
29177,C1724,2005_2010
47185,C1561,2005_2010
48157,C232,2005_2010
37025,C378,2005_2010
45019,C176,2005_2010
55029,C1456,2005_2010
42021,C269,2005_2010
34035,C235,2005_2010
48257,C613,2005_2010
22005,C727,2005_2010
28107,C1140,2005_2010
49049,C260,2005_2010
04005,C734,2005_2010
27139,C856,2005_2010
55075,C987,2005_2010
13257,C1430,2005_2010
06093,C864,2005_2010
38027,C2516,2005_2010
45061,C1780,2005_2010
39125,C1916,2005_2010
48389,C2319,2005_2010
18141,C205,2005_2010
40031,C513,2005_2010
20169,C858,2005_2010
48249,C1275,2005_2010
12081,C143,2005_2010
18083,C1075,2005_2010
51031,C1009,2005_2010
24017,C582,2005_2010
42029,C139,2005_2010
13299,C998,2005_2010
47065,C150,2005_2010
08067,C1494,2005_2010
34009,C370,2005_2010
48039,C255,2005_2010
01033,C744,2005_2010
49011,C366,2005_2010
54097,C1610,2005_2010
12017,C221,2005_2010
42039,C489,2005_2010
22019,C277,2005_2010
51680,C650,2005_2010
29099,C272,2005_2010
13137,C1203,2005_2010
17161,C342,2005_2010
23011,C418,2005_2010
48359,C2055,2005_2010
55131,C549,2005_2010
48355,C197,2005_2010
05027,C1403,2005_2010
26067,C960,2005_2010
39025,C326,2005_2010
26045,C571,2005_2010
27141,C1004,2005_2010
37155,C432,2005_2010
26093,C421,2005_2010
40019,C792,2005_2010
13067,C142,2005_2010
39043,C593,2005_2010
39033,C907,2005_2010
47119,C708,2005_2010
24011,C1441,2005_2010
37165,C1105,2005_2010
27037,C242,2005_2010
45065,C2294,2005_2010
55133,C157,2005_2010
54027,C1788,2005_2010
37047,C725,2005_2010
39017,C165,2005_2010
56023,C2322,2005_2010
39003,C499,2005_2010
42069,C178,2005_2010
21173,C1631,2005_2010
36051,C879,2005_2010
24019,C1237,2005_2010
39019,C1584,2005_2010
26107,C1321,2005_2010
51770,C412,2005_2010
25005,C91,2005_2010
51550,C321,2005_2010
34015,C214,2005_2010
51650,C443,2005_2010
20191,C1532,2005_2010
47167,C892,2005_2010
35013,C380,2005_2010
22113,C820,2005_2010
48203,C778,2005_2010
39079,C1129,2005_2010
55101,C301,2005_2010
24041,C1049,2005_2010
22017,C175,2005_2010
36111,C313,2005_2010
45047,C698,2005_2010
01047,C863,2005_2010
17029,C911,2005_2010
20117,C2238,2005_2010
04017,C589,2005_2010
01127,C531,2005_2010
48279,C2119,2005_2010
20025,C2369,2005_2010
26149,C823,2005_2010
25003,C332,2005_2010
13267,C1657,2005_2010
23023,C1369,2005_2010
05127,C2207,2005_2010
31109,C268,2005_2010
27025,C1314,2005_2010
48305,C2246,2005_2010
29059,C2124,2005_2010
45073,C640,2005_2010
48427,C1310,2005_2010
29175,C1491,2005_2010
13087,C1286,2005_2010
48099,C1178,2005_2010
39007,C442,2005_2010
37119,C94,2005_2010
18077,C1335,2005_2010
48507,C2301,2005_2010
48061,C219,2005_2010
17033,C1708,2005_2010
26111,C712,2005_2010
42035,C1112,2005_2010
36011,C685,2005_2010
17121,C928,2005_2010
45079,C187,2005_2010
40105,C682,2005_2010
42087,C908,2005_2010
55005,C992,2005_2010
21207,C1772,2005_2010
55071,C629,2005_2010
06007,C222,2005_2010
05143,C387,2005_2010
37015,C1636,2005_2010
48361,C533,2005_2010
42037,C714,2005_2010
28047,C290,2005_2010
12063,C872,2005_2010
47019,C717,2005_2010
12121,C994,2005_2010
51153,C298,2005_2010
13045,C523,2005_2010
39147,C810,2005_2010
13261,C1326,2005_2010
40101,C598,2005_2010
21163,C1863,2005_2010
51105,C1372,2005_2010
53011,C171,2005_2010
12061,C295,2005_2010
54089,C2099,2005_2010
36089,C472,2005_2010
22095,C1250,2005_2010
48463,C1675,2005_2010
12007,C1497,2005_2010
54037,C1088,2005_2010
21059,C518,2005_2010
21227,C634,2005_2010
39073,C1444,2005_2010
27075,C2154,2005_2010
47189,C615,2005_2010
29011,C2171,2005_2010
06083,C164,2005_2010
55069,C1370,2005_2010
28127,C1466,2005_2010
13245,C263,2005_2010
34005,C133,2005_2010
53077,C267,2005_2010
48193,C2180,2005_2010
13215,C270,2005_2010
12087,C747,2005_2010
21015,C678,2005_2010
06031,C643,2005_2010
20087,C1988,2005_2010
56021,C680,2005_2010
51800,C741,2005_2010
40137,C775,2005_2010
21009,C1046,2005_2010
31157,C1059,2005_2010
12073,C314,2005_2010
28025,C1792,2005_2010
18057,C419,2005_2010
28033,C480,2005_2010
51125,C2076,2005_2010
48299,C1541,2005_2010
48407,C1542,2005_2010
51009,C1365,2005_2010
26087,C715,2005_2010
01009,C913,2005_2010
29041,C2220,2005_2010
47115,C1367,2005_2010
39039,C1183,2005_2010
37055,C1495,2005_2010
26133,C1712,2005_2010
39091,C1070,2005_2010
27019,C1182,2005_2010
22077,C1687,2005_2010
48303,C233,2005_2010
12129,C1871,2005_2010
48425,C425,2005_2010
30003,C2311,2005_2010
53015,C485,2005_2010
48349,C979,2005_2010
39165,C377,2005_2010
47001,C552,2005_2010
55103,C1984,2005_2010
39129,C946,2005_2010
33007,C1130,2005_2010
40131,C682,2005_2010
36045,C545,2005_2010
36053,C855,2005_2010
15007,C922,2005_2010
42127,C840,2005_2010
08101,C310,2005_2010
25001,C180,2005_2010
35053,C2133,2005_2010
29123,C1989,2005_2010
26081,C115,2005_2010
23005,C213,2005_2010
37159,C341,2005_2010
50027,C865,2005_2010
54067,C1325,2005_2010
17143,C279,2005_2010
48375,C430,2005_2010
40121,C843,2005_2010
13057,C458,2005_2010
12107,C505,2005_2010
41039,C152,2005_2010
24001,C548,2005_2010
01119,C2161,2005_2010
18087,C1640,2005_2010
29111,C2359,2005_2010
13213,C1294,2005_2010
53037,C1606,2005_2010
42045,C80,2005_2010
41017,C411,2005_2010
40091,C1450,2005_2010
21233,C1933,2005_2010
51710,C257,2005_2010
36033,C1026,2005_2010
42013,C322,2005_2010
10003,C108,2005_2010
05005,C716,2005_2010
37175,C1280,2005_2010
20115,C2147,2005_2010
39109,C524,2005_2010
13063,C340,2005_2010
08077,C393,2005_2010
19067,C1811,2005_2010
51047,C1241,2005_2010
45013,C437,2005_2010
48405,C2205,2005_2010
48147,C1099,2005_2010
17163,C201,2005_2010
29081,C2343,2005_2010
51165,C564,2005_2010
13313,C665,2005_2010
54035,C1407,2005_2010
39139,C386,2005_2010
16083,C710,2005_2010
55083,C1308,2005_2010
53035,C264,2005_2010
05139,C830,2005_2010
39023,C294,2005_2010
19087,C1757,2005_2010
45055,C853,2005_2010
22001,C765,2005_2010
19165,C594,2005_2010
20209,C364,2005_2010
48121,C200,2005_2010
28097,C2179,2005_2010
12019,C365,2005_2010
48221,C903,2005_2010
08075,C1750,2005_2010
18095,C346,2005_2010
27111,C781,2005_2010
39059,C1044,2005_2010
55055,C772,2005_2010
34007,C102,2005_2010
18133,C1313,2005_2010
37019,C511,2005_2010
22115,C1302,2005_2010
27105,C2045,2005_2010
21123,C2014,2005_2010
41035,C645,2005_2010
05039,C1223,2005_2010
27003,C315,2005_2010
13123,C1556,2005_2010
20085,C2186,2005_2010
38009,C2203,2005_2010
26117,C851,2005_2010
40125,C664,2005_2010
42121,C738,2005_2010
12037,C2126,2005_2010
39133,C398,2005_2010
28009,C1219,2005_2010
17007,C1282,2005_2010
01071,C789,2005_2010
13279,C1500,2005_2010
55121,C1611,2005_2010
21101,C970,2005_2010
42011,C136,2005_2010
19171,C1693,2005_2010
04001,C849,2005_2010
05131,C435,2005_2010
06047,C317,2005_2010
41015,C1256,2005_2010
29163,C1878,2005_2010
28073,C1258,2005_2010
21125,C882,2005_2010
48167,C210,2005_2010
13001,C1928,2005_2010
51730,C1020,2005_2010
37097,C368,2005_2010
25011,C759,2005_2010
06039,C502,2005_2010
18169,C1122,2005_2010
29071,C530,2005_2010
20059,C1670,2005_2010
12089,C768,2005_2010
54105,C2051,2005_2010
05013,C2058,2005_2010
21185,C1269,2005_2010
17147,C2033,2005_2010
01001,C1056,2005_2010
21137,C1539,2005_2010
31079,C875,2005_2010
20103,C881,2005_2010
17081,C1062,2005_2010
29155,C1691,2005_2010
19103,C826,2005_2010
37001,C354,2005_2010
01121,C520,2005_2010
13115,C473,2005_2010
37073,C2218,2005_2010
47099,C989,2005_2010
53005,C408,2005_2010
19191,C2064,2005_2010
06089,C256,2005_2010
37193,C673,2005_2010
47017,C1143,2005_2010
06033,C628,2005_2010
39143,C783,2005_2010
04012,C325,2005_2010
21117,C363,2005_2010
39011,C1002,2005_2010
29051,C766,2005_2010
26159,C661,2005_2010
21087,C2303,2005_2010
13117,C688,2005_2010
16035,C2440,2005_2010
28049,C238,2005_2010
05071,C1579,2005_2010
05123,C1359,2005_2010
27079,C1786,2005_2010
28149,C956,2005_2010
06011,C222,2005_2010
26127,C1633,2005_2010
51013,C516,2005_2010
18173,C902,2005_2010
29209,C1434,2005_2010
51678,C1517,2005_2010
17135,C1249,2005_2010
47155,C647,2005_2010
33005,C730,2005_2010
48499,C876,2005_2010
56037,C1505,2005_2010
47187,C563,2005_2010
37089,C395,2005_2010
13105,C1660,2005_2010
12047,C2165,2005_2010
29037,C610,2005_2010
27163,C423,2005_2010
37163,C780,2005_2010
45063,C252,2005_2010
13269,C2356,2005_2010
37077,C919,2005_2010
18035,C414,2005_2010
13021,C297,2005_2010
22025,C2152,2005_2010
38003,C2349,2005_2010
19197,C2012,2005_2010
01065,C1803,2005_2010
51087,C211,2005_2010
05077,C2261,2005_2010
55115,C988,2005_2010
17083,C1692,2005_2010
48253,C1893,2005_2010
39063,C762,2005_2010
48231,C606,2005_2010
55009,C296,2005_2010
21095,C1106,2005_2010
37035,C339,2005_2010
22043,C1920,2005_2010
44005,C666,2005_2010
29049,C1552,2005_2010
27159,C781,2005_2010
40151,C2369,2005_2010
20143,C2386,2005_2010
39105,C1445,2005_2010
29121,C1627,2005_2010
18055,C1163,2005_2010
47123,C997,2005_2010
36013,C337,2005_2010
22057,C652,2005_2010
48465,C1299,2005_2010
31067,C1414,2005_2010
51073,C1329,2005_2010
41001,C1798,2005_2010
20189,C2270,2005_2010
53041,C642,2005_2010
40041,C925,2005_2010
21067,C247,2005_2010
08087,C1530,2005_2010
36101,C506,2005_2010
18093,C981,2005_2010
48409,C891,2005_2010
20133,C1829,2005_2010
36007,C230,2005_2010
16073,C220,2005_2010
39021,C1161,2005_2010
36069,C560,2005_2010
01043,C559,2005_2010
46127,C2318,2005_2010
39069,C1549,2005_2010
48005,C608,2005_2010
18175,C1574,2005_2010
13275,C947,2005_2010
51510,C667,2005_2010
26053,C1688,2005_2010
20151,C2388,2005_2010
21057,C2402,2005_2010
17061,C2092,2005_2010
51029,C2076,2005_2010
31133,C2238,2005_2010
20067,C2253,2005_2010
12111,C191,2005_2010
37121,C1748,2005_2010
47035,C799,2005_2010
20023,C2537,2005_2010
48021,C893,2005_2010
21043,C1336,2005_2010
47071,C1356,2005_2010
27005,C1328,2005_2010
31099,C1279,2005_2010
22041,C1490,2005_2010
17095,C711,2005_2010
05001,C1664,2005_2010
21045,C1876,2005_2010
31025,C1787,2005_2010
09011,C225,2005_2010
27047,C1337,2005_2010
36039,C878,2005_2010
36109,C800,2005_2010
48481,C1184,2005_2010
17027,C1266,2005_2010
16069,C1081,2005_2010
01099,C1507,2005_2010
35031,C963,2005_2010
41063,C798,2005_2010
48057,C1873,2005_2010
18127,C381,2005_2010
19073,C2157,2005_2010
27109,C553,2005_2010
08043,C926,2005_2010
06009,C1021,2005_2010
48339,C185,2005_2010
39149,C1087,2005_2010
49003,C1390,2005_2010
21107,C846,2005_2010
21235,C1152,2005_2010
29091,C940,2005_2010
54083,C1315,2005_2010
28077,C2095,2005_2010
34031,C131,2005_2010
22037,C1877,2005_2010
55141,C653,2005_2010
21205,C1771,2005_2010
54047,C1144,2005_2010
55041,C987,2005_2010
31159,C1898,2005_2010
12117,C172,2005_2010
13095,C591,2005_2010
38077,C2104,2005_2010
36079,C755,2005_2010
29083,C1394,2005_2010
19183,C1666,2005_2010
40021,C1048,2005_2010
49057,C330,2005_2010
26043,C1413,2005_2010
37131,C1482,2005_2010
47131,C1221,2005_2010
54061,C782,2005_2010
42033,C514,2005_2010
54049,C687,2005_2010
47069,C1471,2005_2010
21195,C630,2005_2010
36031,C1148,2005_2010
06115,C910,2005_2010
42001,C543,2005_2010
42031,C1035,2005_2010
01123,C904,2005_2010
50007,C481,2005_2010
30083,C2384,2005_2010
17025,C1965,2005_2010
48025,C1671,2005_2010
05107,C1395,2005_2010
53045,C844,2005_2010
