garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,17,2,a3|a4,a1|a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":10,""a2"":298,""a3"":0,""a4"":3,""a5"":150,""b11"":119,""b12"":19,""b13"":141,""b14"":138,""b15"":178,""b16"":203,""b2"":153,""b31"":67,""b32"":68,""b33"":168,""b4"":195,""b5"":368,""b6"":137,""b7"":887}",AGE_Q×SEX
g1,Q1|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":10,""a2"":298,""a3"":0,""a4"":3,""a5"":150,""b11"":119,""b12"":19,""b13"":141,""b14"":138,""b15"":178,""b16"":203,""b2"":153,""b31"":67,""b32"":68,""b33"":168,""b4"":195,""b5"":368,""b6"":137,""b7"":887}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":36,""a2"":329,""a3"":0,""a4"":6,""a5"":146,""b11"":169,""b12"":54,""b13"":3,""b14"":207,""b15"":233,""b16"":177,""b2"":198,""b31"":133,""b32"":98,""b33"":236,""b4"":265,""b5"":536,""b6"":160,""b7"":918}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":36,""a2"":329,""a3"":0,""a4"":6,""a5"":146,""b11"":169,""b12"":54,""b13"":3,""b14"":207,""b15"":233,""b16"":177,""b2"":198,""b31"":133,""b32"":98,""b33"":236,""b4"":265,""b5"":536,""b6"":160,""b7"":918}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":326,""a3"":0,""a4"":0,""a5"":194,""b11"":123,""b12"":21,""b13"":64,""b14"":130,""b15"":154,""b16"":154,""b2"":123,""b31"":121,""b32"":87,""b33"":191,""b4"":306,""b5"":96,""b6"":169,""b7"":940}",AGE_Q×SEX
g1,Q2|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":326,""a3"":0,""a4"":0,""a5"":194,""b11"":123,""b12"":21,""b13"":64,""b14"":130,""b15"":154,""b16"":154,""b2"":123,""b31"":121,""b32"":87,""b33"":191,""b4"":306,""b5"":96,""b6"":169,""b7"":940}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":6,""a2"":402,""a3"":0,""a4"":0,""a5"":140,""b11"":187,""b12"":48,""b13"":0,""b14"":182,""b15"":230,""b16"":213,""b2"":135,""b31"":213,""b32"":113,""b33"":196,""b4"":361,""b5"":165,""b6"":170,""b7"":831}",AGE_Q×SEX
g1,Q2|M,after_support,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":6,""a2"":402,""a3"":0,""a4"":0,""a5"":140,""b11"":187,""b12"":48,""b13"":0,""b14"":182,""b15"":230,""b16"":213,""b2"":135,""b31"":213,""b32"":113,""b33"":196,""b4"":361,""b5"":165,""b6"":170,""b7"":831}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":462,""a3"":0,""a4"":0,""a5"":247,""b11"":63,""b12"":10,""b13"":44,""b14"":84,""b15"":99,""b16"":107,""b2"":117,""b31"":175,""b32"":154,""b33"":237,""b4"":333,""b5"":37,""b6"":147,""b7"":1156}",AGE_Q×SEX
g1,Q3|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":462,""a3"":0,""a4"":0,""a5"":247,""b11"":63,""b12"":10,""b13"":44,""b14"":84,""b15"":99,""b16"":107,""b2"":117,""b31"":175,""b32"":154,""b33"":237,""b4"":333,""b5"":37,""b6"":147,""b7"":1156}",AGE_Q×SEX
