garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,17,2,a3|a4,a1|a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":14,""a2"":239,""a3"":1,""a4"":6,""a5"":147,""b11"":94,""b12"":18,""b13"":117,""b14"":99,""b15"":172,""b16"":158,""b2"":125,""b31"":59,""b32"":56,""b33"":135,""b4"":191,""b5"":288,""b6"":121,""b7"":808}",AGE_Q×SEX
g1,Q1|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":14,""a2"":239,""a3"":1,""a4"":6,""a5"":147,""b11"":94,""b12"":18,""b13"":117,""b14"":99,""b15"":172,""b16"":158,""b2"":125,""b31"":59,""b32"":56,""b33"":135,""b4"":191,""b5"":288,""b6"":121,""b7"":808}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":44,""a2"":297,""a3"":0,""a4"":3,""a5"":125,""b11"":144,""b12"":53,""b13"":0,""b14"":163,""b15"":207,""b16"":129,""b2"":153,""b31"":98,""b32"":81,""b33"":238,""b4"":195,""b5"":502,""b6"":139,""b7"":777}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":44,""a2"":297,""a3"":0,""a4"":3,""a5"":125,""b11"":144,""b12"":53,""b13"":0,""b14"":163,""b15"":207,""b16"":129,""b2"":153,""b31"":98,""b32"":81,""b33"":238,""b4"":195,""b5"":502,""b6"":139,""b7"":777}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":255,""a3"":0,""a4"":0,""a5"":186,""b11"":121,""b12"":23,""b13"":72,""b14"":109,""b15"":150,""b16"":149,""b2"":125,""b31"":109,""b32"":83,""b33"":146,""b4"":247,""b5"":92,""b6"":142,""b7"":873}",AGE_Q×SEX
g1,Q2|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":255,""a3"":0,""a4"":0,""a5"":186,""b11"":121,""b12"":23,""b13"":72,""b14"":109,""b15"":150,""b16"":149,""b2"":125,""b31"":109,""b32"":83,""b33"":146,""b4"":247,""b5"":92,""b6"":142,""b7"":873}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":13,""a2"":305,""a3"":0,""a4"":0,""a5"":161,""b11"":204,""b12"":40,""b13"":1,""b14"":168,""b15"":214,""b16"":180,""b2"":119,""b31"":180,""b32"":104,""b33"":209,""b4"":302,""b5"":151,""b6"":152,""b7"":750}",AGE_Q×SEX
g1,Q2|M,after_support,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":13,""a2"":305,""a3"":0,""a4"":0,""a5"":161,""b11"":204,""b12"":40,""b13"":1,""b14"":168,""b15"":214,""b16"":180,""b2"":119,""b31"":180,""b32"":104,""b33"":209,""b4"":302,""b5"":151,""b6"":152,""b7"":750}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":361,""a3"":0,""a4"":0,""a5"":234,""b11"":50,""b12"":15,""b13"":40,""b14"":96,""b15"":117,""b16"":98,""b2"":120,""b31"":145,""b32"":108,""b33"":182,""b4"":286,""b5"":41,""b6"":165,""b7"":1067}",AGE_Q×SEX
g1,Q3|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":361,""a3"":0,""a4"":0,""a5"":234,""b11"":50,""b12"":15,""b13"":40,""b14"":96,""b15"":117,""b16"":98,""b2"":120,""b31"":145,""b32"":108,""b33"":182,""b4"":286,""b5"":41,""b6"":165,""b7"":1067}",AGE_Q×SEX
