period,cluster,age_bucket,detail_ucod_age
1999_2006,C1556,65-79,47.2460533538225
1999_2006,C1556,80+,54.67780094607512
1999_2006,C1558,0-44,49.34776889398186
1999_2006,C1558,45-64,54.69267007760976
1999_2006,C1558,65-79,50.74000237431894
1999_2006,C1558,80+,52.438892284774546
1999_2006,C1559,0-44,56.23042039729336
1999_2006,C1559,45-64,45.24355734118264
1999_2006,C1559,65-79,48.2122362161792
1999_2006,C1559,80+,50.333746873211304
1999_2006,C156,0-44,64.04642140702961
1999_2006,C156,45-64,57.340358859600975
1999_2006,C156,65-79,52.864550870944974
1999_2006,C156,80+,58.560492599791175
1999_2006,C1560,0-44,51.56945774392067
1999_2006,C1560,45-64,50.610608519117726
1999_2006,C1560,65-79,48.922779361693024
1999_2006,C1560,80+,50.060411970728396
1999_2006,C1561,0-44,53.32624104525969
1999_2006,C1561,45-64,50.51306705889853
1999_2006,C1561,65-79,49.74395836206567
1999_2006,C1561,80+,56.51958630782868
1999_2006,C1562,0-44,53.179943167713475
1999_2006,C1562,45-64,45.676122485211685
1999_2006,C1562,65-79,47.614913396725505
1999_2006,C1562,80+,51.638455969339525
1999_2006,C1563,0-44,57.056751396497006
1999_2006,C1563,45-64,56.9809612313841
1999_2006,C1563,65-79,52.98970410819653
1999_2006,C1563,80+,56.64319738179324
1999_2006,C1564,0-44,55.5333543719008
1999_2006,C1564,45-64,49.765026644284696
1999_2006,C1564,65-79,49.53043148886406
1999_2006,C1564,80+,55.58729664210089
1999_2006,C1565,0-44,56.3959725646641
1999_2006,C1565,45-64,51.23206385578787
1999_2006,C1565,65-79,50.475075302832444
1999_2006,C1565,80+,53.73195827328644
1999_2006,C1566,0-44,49.582052786777275
1999_2006,C1566,45-64,47.26270884600215
1999_2006,C1566,65-79,51.4818896239322
1999_2006,C1566,80+,53.81069099755762
1999_2006,C1567,0-44,53.21292561059562
1999_2006,C1567,45-64,46.18469280602588
1999_2006,C1567,65-79,45.1774884221895
1999_2006,C1567,80+,47.541041155274726
1999_2006,C1569,0-44,51.43343050118477
1999_2006,C1569,45-64,53.466833698188374
1999_2006,C1569,65-79,48.76865814297358
1999_2006,C1569,80+,56.171407121761355
1999_2006,C157,0-44,64.39803908624124
1999_2006,C157,45-64,55.64485032987991
1999_2006,C157,65-79,52.40287368959535
1999_2006,C157,80+,54.61251069197036
1999_2006,C1570,0-44,56.057219008728154
1999_2006,C1570,45-64,44.92957857078746
1999_2006,C1570,65-79,46.79221628125995
1999_2006,C1570,80+,49.96469729260416
1999_2006,C1571,0-44,57.19985164131737
1999_2006,C1571,45-64,51.21726577956873
1999_2006,C1571,65-79,48.46765301953205
1999_2006,C1571,80+,55.01384152059511
1999_2006,C1572,0-44,59.62864631224472
1999_2006,C1572,45-64,52.27555483874765
1999_2006,C1572,65-79,51.7192891499625
1999_2006,C1572,80+,55.97580552877645
1999_2006,C1574,0-44,54.96534307521534
1999_2006,C1574,45-64,51.49395881962753
1999_2006,C1574,65-79,49.45590047681969
1999_2006,C1574,80+,54.476521866451854
1999_2006,C1575,0-44,50.84108215036807
1999_2006,C1575,45-64,50.47902096256215
1999_2006,C1575,65-79,49.97071243686362
1999_2006,C1575,80+,50.40816888201937
1999_2006,C1576,0-44,53.87244367044138
1999_2006,C1576,45-64,49.02523433664394
1999_2006,C1576,65-79,45.51592200315687
1999_2006,C1576,80+,50.36134045225201
1999_2006,C1577,0-44,53.838669528389644
1999_2006,C1577,45-64,50.65542901665222
1999_2006,C1577,65-79,48.66613115832718
1999_2006,C1577,80+,51.55548803662426
1999_2006,C1578,0-44,54.935405290320276
1999_2006,C1578,45-64,48.64317747270573
1999_2006,C1578,65-79,49.10126517511378
1999_2006,C1578,80+,53.44886347272261
1999_2006,C1579,0-44,55.320267946821026
1999_2006,C1579,45-64,47.86545147415561
1999_2006,C1579,65-79,48.46075519718657
1999_2006,C1579,80+,53.54003020217792
1999_2006,C158,0-44,61.709071134005846
1999_2006,C158,45-64,53.59575552549621
1999_2006,C158,65-79,50.07408193795102
1999_2006,C158,80+,50.55448279410451
1999_2006,C1580,0-44,53.49452150591209
1999_2006,C1580,45-64,56.10441594760803
1999_2006,C1580,65-79,51.5403470277542
1999_2006,C1580,80+,54.796114907666386
1999_2006,C1581,0-44,48.552752472917106
1999_2006,C1581,45-64,48.5542080973141
1999_2006,C1581,65-79,48.30959732031509
1999_2006,C1581,80+,54.487462469874075
1999_2006,C1582,0-44,55.07817400741145
1999_2006,C1582,45-64,51.91173385471462
1999_2006,C1582,65-79,48.76902943259536
1999_2006,C1582,80+,53.735999348262965
1999_2006,C1583,0-44,58.45367045335051
1999_2006,C1583,45-64,49.78103699241541
1999_2006,C1583,65-79,52.1423531981028
1999_2006,C1583,80+,55.79029362236473
1999_2006,C1584,0-44,47.51283202360347
1999_2006,C1584,45-64,50.14564041896631
1999_2006,C1584,65-79,50.20548070927491
1999_2006,C1584,80+,51.863573954737156
1999_2006,C1585,0-44,50.611737171032324
1999_2006,C1585,45-64,48.503892867565206
1999_2006,C1585,65-79,49.17753741077975
1999_2006,C1585,80+,53.2711580691775
1999_2006,C1586,0-44,53.03552519771512
1999_2006,C1586,45-64,51.28794089782449
1999_2006,C1586,65-79,50.89292221824582
1999_2006,C1586,80+,56.5268759728333
1999_2006,C1588,0-44,53.948248405930116
1999_2006,C1588,45-64,53.56578016215399
1999_2006,C1588,65-79,53.98172525480166
1999_2006,C1588,80+,56.04227472467887
1999_2006,C1589,0-44,53.59468939682022
1999_2006,C1589,45-64,51.71325213103523
1999_2006,C1589,65-79,47.76506451897873
1999_2006,C1589,80+,52.2974411757798
1999_2006,C159,0-44,63.36667223790854
1999_2006,C159,45-64,56.49118861996281
1999_2006,C159,65-79,53.64029481379331
1999_2006,C159,80+,55.75868898877594
1999_2006,C1590,0-44,52.197725532431356
1999_2006,C1590,45-64,50.192059977245
1999_2006,C1590,65-79,51.19530373921991
1999_2006,C1590,80+,54.58759993837263
1999_2006,C1591,0-44,57.03078298557124
1999_2006,C1591,45-64,51.58060814052052
1999_2006,C1591,65-79,48.21648993213532
1999_2006,C1591,80+,52.71518896276761
1999_2006,C1593,0-44,55.70821158910102
1999_2006,C1593,45-64,50.708155569210774
1999_2006,C1593,65-79,50.68170812390615
1999_2006,C1593,80+,55.04029306342128
1999_2006,C1594,0-44,56.11753356582331
1999_2006,C1594,45-64,55.13320888953946
1999_2006,C1594,65-79,50.371392892883726
1999_2006,C1594,80+,54.33445304101292
1999_2006,C1595,0-44,53.77475604283959
1999_2006,C1595,45-64,53.892591183548895
1999_2006,C1595,65-79,49.542938105370915
1999_2006,C1595,80+,56.12212176277311
1999_2006,C1596,0-44,59.92556551823567
1999_2006,C1596,45-64,52.375988336514666
1999_2006,C1596,65-79,52.05223476805811
1999_2006,C1596,80+,55.833996432951565
1999_2006,C1597,0-44,54.94630445179877
1999_2006,C1597,45-64,56.25476546183253
1999_2006,C1597,65-79,51.41656524480672
1999_2006,C1597,80+,55.51358310915545
1999_2006,C1599,0-44,51.673361371446674
1999_2006,C1599,45-64,49.670093232578736
1999_2006,C1599,65-79,52.50761835958011
1999_2006,C1599,80+,49.85084823383535
1999_2006,C16,0-44,66.09096472752115
1999_2006,C16,45-64,58.874532080692646
1999_2006,C16,65-79,51.78597698237749
1999_2006,C16,80+,51.753519491718826
1999_2006,C160,0-44,63.564776830926206
1999_2006,C160,45-64,56.38878069270964
1999_2006,C160,65-79,50.931963148517696
1999_2006,C160,80+,55.317380306981995
1999_2006,C1601,0-44,53.161462373097955
1999_2006,C1601,45-64,52.424180032023216
1999_2006,C1601,65-79,48.55909761349269
1999_2006,C1601,80+,55.85816941469453
1999_2006,C1603,0-44,52.754527392612204
1999_2006,C1603,45-64,51.40155591411264
1999_2006,C1603,65-79,48.97959281708557
1999_2006,C1603,80+,52.47010994230684
1999_2006,C1604,0-44,58.68055665127964
1999_2006,C1604,45-64,50.204228085112206
1999_2006,C1604,65-79,48.79301509166558
1999_2006,C1604,80+,53.64062247240082
1999_2006,C1605,0-44,53.08104655348683
1999_2006,C1605,45-64,52.22924045029235
1999_2006,C1605,65-79,51.525446893049
1999_2006,C1605,80+,58.26405232346977
1999_2006,C1606,0-44,52.427335013917535
1999_2006,C1606,45-64,49.13948510769892
1999_2006,C1606,65-79,48.373130567727834
1999_2006,C1606,80+,54.32447332591678
1999_2006,C1607,0-44,59.930546360013594
1999_2006,C1607,45-64,49.264272385775065
1999_2006,C1607,65-79,51.39273844548244
1999_2006,C1607,80+,54.44903458565213
1999_2006,C1609,0-44,55.31385774484168
1999_2006,C1609,45-64,52.435861388257564
1999_2006,C1609,65-79,53.28147234361539
1999_2006,C1609,80+,57.31235806732445
1999_2006,C161,0-44,65.01165952266155
1999_2006,C161,45-64,57.542604578754116
1999_2006,C161,65-79,53.5511821840326
1999_2006,C161,80+,54.28590677344356
1999_2006,C1613,0-44,49.02233201469491
1999_2006,C1613,45-64,49.95396156380434
1999_2006,C1613,65-79,47.496791207212006
1999_2006,C1613,80+,50.18798799628604
1999_2006,C1615,0-44,54.62244634539622
1999_2006,C1615,45-64,53.2949518628401
1999_2006,C1615,65-79,50.93315360523712
1999_2006,C1615,80+,56.6019283441828
1999_2006,C1616,0-44,51.05381362722469
1999_2006,C1616,45-64,49.798914218457554
1999_2006,C1616,65-79,46.89633205980475
1999_2006,C1616,80+,51.791469971502
1999_2006,C1617,0-44,56.75208624995669
1999_2006,C1617,45-64,52.59432551760875
1999_2006,C1617,65-79,49.754793695100666
1999_2006,C1617,80+,56.134562989079626
1999_2006,C1618,0-44,51.22211707487692
1999_2006,C1618,45-64,53.41641372498396
1999_2006,C1618,65-79,53.300753203265174
1999_2006,C1618,80+,55.49753685336878
1999_2006,C1619,0-44,57.35768379162011
1999_2006,C1619,45-64,55.778873361466665
1999_2006,C1619,65-79,55.42539860072358
1999_2006,C1619,80+,59.59040914783292
1999_2006,C162,0-44,64.18600093043139
1999_2006,C162,45-64,59.16298453040936
1999_2006,C162,65-79,55.20240468075735
1999_2006,C162,80+,58.433610577741966
1999_2006,C1620,0-44,58.78703917757607
1999_2006,C1620,45-64,51.32684984290388
1999_2006,C1620,65-79,50.260881129770915
1999_2006,C1620,80+,55.715361489690366
1999_2006,C1621,0-44,55.60139979185632
1999_2006,C1621,45-64,53.23765162842065
1999_2006,C1621,65-79,49.93593575127994
1999_2006,C1621,80+,56.93932965103035
1999_2006,C1622,0-44,52.75110140487634
1999_2006,C1622,45-64,50.252721886967606
1999_2006,C1622,65-79,48.96959088353531
1999_2006,C1622,80+,54.45421427076768
1999_2006,C1623,0-44,54.26192299110132
1999_2006,C1623,45-64,53.04575548093044
1999_2006,C1623,65-79,53.51777435328246
1999_2006,C1623,80+,54.718779817005206
1999_2006,C1624,0-44,53.17074932118679
1999_2006,C1624,45-64,50.89760972885258
1999_2006,C1624,65-79,46.01317940494082
1999_2006,C1624,80+,53.635576657222686
1999_2006,C1625,0-44,51.719175425048185
1999_2006,C1625,45-64,47.69718345524484
1999_2006,C1625,65-79,49.25234360479236
1999_2006,C1625,80+,50.37015942884915
1999_2006,C1628,0-44,57.876868453966146
1999_2006,C1628,45-64,53.60569144581186
1999_2006,C1628,65-79,50.19135964587323
1999_2006,C1628,80+,56.19018597127674
1999_2006,C1629,0-44,53.41281164577701
1999_2006,C1629,45-64,49.970529975018216
1999_2006,C1629,65-79,43.59199136388914
1999_2006,C1629,80+,48.7006449021199
1999_2006,C163,0-44,64.9833557668382
1999_2006,C163,45-64,58.22331139257918
1999_2006,C163,65-79,54.679117302180074
1999_2006,C163,80+,58.21609441924436
1999_2006,C1630,0-44,55.42450831457224
1999_2006,C1630,45-64,51.386427355053435
1999_2006,C1630,65-79,49.15744665964983
1999_2006,C1630,80+,53.58405195905605
1999_2006,C1631,0-44,53.14532949891245
1999_2006,C1631,45-64,52.95697108138712
1999_2006,C1631,65-79,51.34048287988896
1999_2006,C1631,80+,56.49982117175847
1999_2006,C1632,0-44,53.774762968004445
1999_2006,C1632,45-64,48.83467903232754
1999_2006,C1632,65-79,50.40994412368297
1999_2006,C1632,80+,53.44610568516309
1999_2006,C1635,0-44,50.70522762699603
1999_2006,C1635,45-64,50.51952668900268
1999_2006,C1635,65-79,49.876794217341974
1999_2006,C1635,80+,53.37994282554512
1999_2006,C1637,0-44,50.39461174738143
1999_2006,C1637,45-64,48.49120989229394
1999_2006,C1637,65-79,48.115097112480626
1999_2006,C1637,80+,52.207913420432334
1999_2006,C1638,0-44,54.44433742855532
1999_2006,C1638,45-64,54.559104708946926
1999_2006,C1638,65-79,52.15193816667091
1999_2006,C1638,80+,57.19126968142848
1999_2006,C164,0-44,64.52150470610646
1999_2006,C164,45-64,56.68940932753863
1999_2006,C164,65-79,51.33037987102948
1999_2006,C164,80+,54.29718407291629
1999_2006,C1641,0-44,54.087565550825275
1999_2006,C1641,45-64,48.34433635781656
1999_2006,C1641,65-79,48.548232937723114
1999_2006,C1641,80+,51.331024720556336
1999_2006,C1642,0-44,50.77034397169306
1999_2006,C1642,45-64,50.73564090203648
1999_2006,C1642,65-79,50.08325142777161
1999_2006,C1642,80+,55.374341455326345
1999_2006,C1643,0-44,54.9667406585029
1999_2006,C1643,45-64,56.37195067329234
1999_2006,C1643,65-79,49.49813584878173
1999_2006,C1643,80+,56.45301182379393
1999_2006,C1644,0-44,53.138345776745844
1999_2006,C1644,45-64,53.86715625398991
1999_2006,C1644,65-79,50.95106974664442
1999_2006,C1644,80+,52.65564056449615
1999_2006,C1647,0-44,55.12950927691283
1999_2006,C1647,45-64,49.81709419595783
1999_2006,C1647,65-79,49.154941084185424
1999_2006,C1647,80+,50.78000071973695
1999_2006,C1648,0-44,49.684363249418716
1999_2006,C1648,45-64,46.36538719553076
1999_2006,C1648,65-79,51.47103266432324
1999_2006,C1648,80+,50.93736319468169
1999_2006,C1649,0-44,55.91618341257999
1999_2006,C1649,45-64,46.791657464247855
1999_2006,C1649,65-79,45.5598131728018
1999_2006,C1649,80+,52.97384657646178
1999_2006,C165,0-44,66.3925365986099
1999_2006,C165,45-64,54.86033456736568
1999_2006,C165,65-79,51.976077216247504
1999_2006,C165,80+,56.19385725321351
1999_2006,C1651,0-44,53.58358561187222
1999_2006,C1651,45-64,47.69051765994456
1999_2006,C1651,65-79,48.8441083720614
1999_2006,C1651,80+,54.085987429893095
1999_2006,C1652,0-44,52.25369067444653
1999_2006,C1652,45-64,51.57578639078297
1999_2006,C1652,65-79,50.679902790549235
1999_2006,C1652,80+,51.699313953847806
1999_2006,C1654,0-44,58.412206650511756
1999_2006,C1654,45-64,51.132208190410545
1999_2006,C1654,65-79,52.20420734792404
1999_2006,C1654,80+,55.31715463607828
1999_2006,C1655,0-44,58.13664226096761
1999_2006,C1655,45-64,52.37660126470106
1999_2006,C1655,65-79,52.17279018541536
1999_2006,C1655,80+,58.1656221304528
1999_2006,C1656,0-44,57.165893537451495
1999_2006,C1656,45-64,55.01692440214661
1999_2006,C1656,65-79,51.44080468062541
1999_2006,C1656,80+,53.481338047689135
1999_2006,C1657,0-44,55.73564776755144
1999_2006,C1657,45-64,50.545123637424354
1999_2006,C1657,65-79,50.0240081128858
1999_2006,C1657,80+,54.29435405830171
1999_2006,C1658,0-44,53.85824912131758
1999_2006,C1658,45-64,52.35689517017986
1999_2006,C1658,65-79,52.25274092390061
1999_2006,C1658,80+,55.901085189256314
1999_2006,C1659,0-44,57.323104789451094
1999_2006,C1659,45-64,51.55863445820443
1999_2006,C1659,65-79,50.068493018685885
1999_2006,C1659,80+,56.627772068595434
1999_2006,C166,0-44,65.64134853302922
1999_2006,C166,45-64,58.53656308382386
1999_2006,C166,65-79,55.72621498239039
1999_2006,C166,80+,58.93903841311669
1999_2006,C1660,0-44,54.43951051612291
1999_2006,C1660,45-64,50.930722856944776
1999_2006,C1660,65-79,50.548013304903336
1999_2006,C1660,80+,53.41607724090775
1999_2006,C1661,0-44,58.713850569970695
1999_2006,C1661,45-64,53.621775857714
1999_2006,C1661,65-79,50.48928741205273
1999_2006,C1661,80+,57.06911978803844
1999_2006,C1662,0-44,55.414275935390584
1999_2006,C1662,45-64,49.409270921882445
1999_2006,C1662,65-79,48.14743893696818
1999_2006,C1662,80+,53.88880107520804
1999_2006,C1663,0-44,53.34293849211587
1999_2006,C1663,45-64,52.03770753644553
1999_2006,C1663,65-79,50.81393166354233
1999_2006,C1663,80+,54.368457360085614
1999_2006,C1664,0-44,57.9448383543257
1999_2006,C1664,45-64,52.881124660287924
1999_2006,C1664,65-79,49.837262229825086
1999_2006,C1664,80+,53.58771994575976
1999_2006,C1665,0-44,56.21420411175957
1999_2006,C1665,45-64,50.297122074376006
1999_2006,C1665,65-79,48.33607428954501
1999_2006,C1665,80+,53.3529294794116
1999_2006,C1668,0-44,54.518609089488656
1999_2006,C1668,45-64,50.753304967205665
1999_2006,C1668,65-79,47.51490264859279
1999_2006,C1668,80+,53.2416467161527
1999_2006,C1669,0-44,54.162830055694016
1999_2006,C1669,45-64,50.3239843534725
1999_2006,C1669,65-79,48.65991920788197
1999_2006,C1669,80+,51.740224113856414
1999_2006,C167,0-44,60.349329005980486
1999_2006,C167,45-64,53.11195541272141
1999_2006,C167,65-79,51.88042104650821
1999_2006,C167,80+,52.083555203224805
1999_2006,C1671,0-44,52.19827451254108
1999_2006,C1671,45-64,48.13830299034187
1999_2006,C1671,65-79,47.22451500092786
1999_2006,C1671,80+,52.61326505543891
1999_2006,C1672,0-44,50.84669260181999
1999_2006,C1672,45-64,50.98605329805877
1999_2006,C1672,65-79,49.13535587124034
1999_2006,C1672,80+,52.493454418641804
1999_2006,C1674,0-44,53.90697289861791
1999_2006,C1674,45-64,47.72178103066939
1999_2006,C1674,65-79,44.92532487709873
1999_2006,C1674,80+,47.67824534466797
1999_2006,C1675,0-44,49.93069622855798
1999_2006,C1675,45-64,51.668207178118706
1999_2006,C1675,65-79,46.78684489577446
1999_2006,C1675,80+,51.021839242533176
1999_2006,C1677,0-44,56.15604261047865
1999_2006,C1677,45-64,48.32109687130184
1999_2006,C1677,65-79,45.567932304621124
1999_2006,C1677,80+,54.96963884488308
1999_2006,C1678,0-44,53.105624095509704
1999_2006,C1678,45-64,48.00804588955082
1999_2006,C1678,65-79,49.26009505799772
1999_2006,C1678,80+,53.08248285888465
1999_2006,C1679,0-44,51.44773751997797
1999_2006,C1679,45-64,51.788303909544
1999_2006,C1679,65-79,47.200714622176044
1999_2006,C1679,80+,47.29022577474588
1999_2006,C168,0-44,65.02723176008008
1999_2006,C168,45-64,58.6361146983286
1999_2006,C168,65-79,55.236826552349406
1999_2006,C168,80+,57.96323514914762
1999_2006,C1682,0-44,52.08651334037426
1999_2006,C1682,45-64,46.395957849402215
1999_2006,C1682,65-79,49.87178487971154
1999_2006,C1682,80+,50.19014900599441
1999_2006,C1683,0-44,54.921187452049935
1999_2006,C1683,45-64,48.462006360826415
1999_2006,C1683,65-79,49.087657512948454
1999_2006,C1683,80+,53.67458529247691
1999_2006,C1685,0-44,53.42070791165293
1999_2006,C1685,45-64,50.081657641386855
1999_2006,C1685,65-79,53.23120118517893
1999_2006,C1685,80+,54.99917513535403
1999_2006,C1686,0-44,58.512938552310366
1999_2006,C1686,45-64,52.39598791472904
1999_2006,C1686,65-79,52.56694611611869
1999_2006,C1686,80+,56.011180036551885
1999_2006,C1688,0-44,53.18179264781071
1999_2006,C1688,45-64,52.26391225348221
1999_2006,C1688,65-79,52.8755527801423
1999_2006,C1688,80+,54.91042709237588
1999_2006,C1689,0-44,58.569679199960035
1999_2006,C1689,45-64,53.04027118611784
1999_2006,C1689,65-79,53.208420074837704
1999_2006,C1689,80+,55.09712268469345
1999_2006,C169,0-44,64.72374382141642
1999_2006,C169,45-64,61.782381643203976
1999_2006,C169,65-79,55.5045626700632
1999_2006,C169,80+,59.923142845143
1999_2006,C1690,0-44,54.907480328639494
1999_2006,C1690,45-64,52.804292319862164
1999_2006,C1690,65-79,50.26382455203408
1999_2006,C1690,80+,56.19328101653678
1999_2006,C1691,0-44,50.4756530388585
1999_2006,C1691,45-64,50.16045684409854
1999_2006,C1691,65-79,47.21061448418851
1999_2006,C1691,80+,53.52168732935757
1999_2006,C1692,0-44,52.64543531358837
1999_2006,C1692,45-64,52.93092294042852
1999_2006,C1692,65-79,51.0341990341909
1999_2006,C1692,80+,52.17551675239096
1999_2006,C1694,0-44,50.67600724198416
1999_2006,C1694,45-64,49.118596355909915
1999_2006,C1694,65-79,46.34359196133697
1999_2006,C1694,80+,51.69897205064129
1999_2006,C1695,0-44,55.9674618750955
1999_2006,C1695,45-64,48.881007088788316
1999_2006,C1695,65-79,45.5384100304284
1999_2006,C1695,80+,53.21622811427296
1999_2006,C1696,0-44,54.04192199154306
1999_2006,C1696,45-64,52.124162224930345
1999_2006,C1696,65-79,46.9244096689562
1999_2006,C1696,80+,55.08636605004091
1999_2006,C1698,0-44,53.26771660746239
1999_2006,C1698,45-64,47.94331659852329
1999_2006,C1698,65-79,46.50106173931987
1999_2006,C1698,80+,51.24505766418321
1999_2006,C1699,0-44,53.45058077433783
1999_2006,C1699,45-64,50.01602368077156
1999_2006,C1699,65-79,49.48776773179599
1999_2006,C1699,80+,53.83768673873097
1999_2006,C17,0-44,65.93904911292789
1999_2006,C17,45-64,58.66725518442289
1999_2006,C17,65-79,52.83980363962887
1999_2006,C17,80+,57.96708906822474
1999_2006,C170,0-44,63.42035036904258
1999_2006,C170,45-64,58.439901744351786
1999_2006,C170,65-79,54.7309889815873
1999_2006,C170,80+,57.82289676096221
1999_2006,C1701,0-44,50.61602532067665
1999_2006,C1701,45-64,45.8955743466009
1999_2006,C1701,65-79,45.18387287460911
1999_2006,C1701,80+,49.82785199313254
1999_2006,C1702,0-44,56.6712770256571
1999_2006,C1702,45-64,51.87142482296496
1999_2006,C1702,65-79,51.037281609763205
1999_2006,C1702,80+,55.14373887983089
1999_2006,C1703,0-44,49.15898306199342
1999_2006,C1703,45-64,45.21613339401761
1999_2006,C1703,65-79,48.20965621974822
1999_2006,C1703,80+,53.45075247873118
1999_2006,C1704,0-44,57.23830569219061
1999_2006,C1704,45-64,53.76943283461163
1999_2006,C1704,65-79,49.6578715211503
1999_2006,C1704,80+,56.648626196709046
1999_2006,C1707,0-44,48.35145114685684
1999_2006,C1707,45-64,48.16804096593242
1999_2006,C1707,65-79,49.306274370111176
1999_2006,C1707,80+,51.83262811645862
1999_2006,C1708,0-44,59.63154107800383
1999_2006,C1708,45-64,54.91391357095038
1999_2006,C1708,65-79,52.46688554548124
1999_2006,C1708,80+,60.89962130779236
1999_2006,C1709,0-44,57.065463329441435
1999_2006,C1709,45-64,53.97069386496047
1999_2006,C1709,65-79,48.68117381477496
1999_2006,C1709,80+,57.26523995261891
1999_2006,C171,0-44,66.16457151456952
1999_2006,C171,45-64,57.1557381058624
1999_2006,C171,65-79,51.95093619790232
1999_2006,C171,80+,53.935704265335225
1999_2006,C1712,0-44,58.88148249320491
1999_2006,C1712,45-64,52.960556482066494
1999_2006,C1712,65-79,48.920166324074586
1999_2006,C1712,80+,55.2253653914526
1999_2006,C1713,0-44,52.25987052878206
1999_2006,C1713,45-64,50.25741621765178
1999_2006,C1713,65-79,48.42553480171935
1999_2006,C1713,80+,53.69391337734024
1999_2006,C1714,0-44,52.475896481459465
1999_2006,C1714,45-64,50.17068956893134
1999_2006,C1714,65-79,45.12995730494647
1999_2006,C1714,80+,44.73296357551489
1999_2006,C1716,0-44,58.227085288561966
1999_2006,C1716,45-64,54.766763272092504
1999_2006,C1716,65-79,50.057134170251935
1999_2006,C1716,80+,57.276581311820465
1999_2006,C1717,0-44,48.268792841335284
1999_2006,C1717,45-64,50.2453609168744
1999_2006,C1717,65-79,51.408124294077915
1999_2006,C1717,80+,53.538251908365865
1999_2006,C1718,0-44,53.890025668091845
1999_2006,C1718,45-64,51.283896187371475
1999_2006,C1718,65-79,49.29470918099012
1999_2006,C1718,80+,56.24642093824754
1999_2006,C172,0-44,64.60900441883373
1999_2006,C172,45-64,57.604654506084366
1999_2006,C172,65-79,53.271231382597804
1999_2006,C172,80+,57.173059675324474
1999_2006,C1722,0-44,51.25454310701281
1999_2006,C1722,45-64,49.66523818836883
1999_2006,C1722,65-79,50.5641780171077
1999_2006,C1722,80+,55.42143172121634
1999_2006,C1725,0-44,51.76688708582042
1999_2006,C1725,45-64,49.234142954436464
1999_2006,C1725,65-79,51.341449848505505
1999_2006,C1725,80+,54.94835244008525
1999_2006,C1726,0-44,52.506449440078804
1999_2006,C1726,45-64,56.061093937244834
1999_2006,C1726,65-79,50.149356645534645
1999_2006,C1726,80+,56.23752683446051
1999_2006,C1727,0-44,58.33043715006093
1999_2006,C1727,45-64,53.683742851723515
1999_2006,C1727,65-79,52.08960475903367
1999_2006,C1727,80+,57.23557624180921
1999_2006,C173,0-44,61.57135182208129
1999_2006,C173,45-64,56.605402176262714
1999_2006,C173,65-79,53.66895751774843
1999_2006,C173,80+,55.04788412173826
1999_2006,C1730,0-44,56.571733936106845
1999_2006,C1730,45-64,50.8047195059738
1999_2006,C1730,65-79,48.91927549420994
1999_2006,C1730,80+,55.023300317017636
1999_2006,C1731,0-44,53.230954098870974
1999_2006,C1731,45-64,52.588328303185065
1999_2006,C1731,65-79,49.9618740909489
1999_2006,C1731,80+,51.242311783951095
1999_2006,C1733,0-44,53.965471840673096
1999_2006,C1733,45-64,57.10340007289536
1999_2006,C1733,65-79,53.77292236378481
1999_2006,C1733,80+,55.87422392186102
1999_2006,C1734,0-44,57.12818397805555
1999_2006,C1734,45-64,49.419987302254135
1999_2006,C1734,65-79,51.57050980837743
1999_2006,C1734,80+,55.88886296473478
1999_2006,C1735,0-44,51.71103400557202
1999_2006,C1735,45-64,50.29243640607164
1999_2006,C1735,65-79,49.66313325972119
1999_2006,C1735,80+,54.564549487460084
1999_2006,C1736,0-44,58.48163868299901
1999_2006,C1736,45-64,57.269433522761744
1999_2006,C1736,65-79,51.384656631385894
1999_2006,C1736,80+,58.74614454246666
1999_2006,C1739,0-44,56.091817318758956
1999_2006,C1739,45-64,53.58135439999307
1999_2006,C1739,65-79,50.803690798092006
1999_2006,C1739,80+,57.51311725125879
1999_2006,C174,0-44,62.154315839090195
1999_2006,C174,45-64,57.76254942966769
1999_2006,C174,65-79,53.449059179021
1999_2006,C174,80+,55.622944273645686
1999_2006,C1740,0-44,53.313822552306675
1999_2006,C1740,45-64,51.894082218671215
1999_2006,C1740,65-79,52.12849886479823
1999_2006,C1740,80+,52.1822948134709
1999_2006,C1742,0-44,53.33667069931175
1999_2006,C1742,45-64,49.75537341795819
1999_2006,C1742,65-79,46.95421949269536
1999_2006,C1742,80+,48.132878774985485
1999_2006,C1743,0-44,57.908143737267046
1999_2006,C1743,45-64,50.594687047544575
1999_2006,C1743,65-79,49.4526477525681
1999_2006,C1743,80+,56.505258612096895
1999_2006,C1745,0-44,56.12309911280527
1999_2006,C1745,45-64,54.01325534387093
1999_2006,C1745,65-79,50.78140493882114
1999_2006,C1745,80+,54.27131069668526
1999_2006,C1746,0-44,52.294842785479524
1999_2006,C1746,45-64,47.58852163450719
1999_2006,C1746,65-79,47.325672850663
1999_2006,C1746,80+,53.7958478952827
1999_2006,C1747,0-44,57.74649069546785
1999_2006,C1747,45-64,53.78333481266194
1999_2006,C1747,65-79,49.57241875596868
1999_2006,C1747,80+,54.91216952881829
1999_2006,C1748,0-44,56.52587225032304
1999_2006,C1748,45-64,46.76520889452025
1999_2006,C1748,65-79,47.504667219340796
1999_2006,C1748,80+,52.890560825200325
1999_2006,C1749,0-44,52.47470626012367
1999_2006,C1749,45-64,50.466934473495826
1999_2006,C1749,65-79,46.356225064404896
1999_2006,C1749,80+,52.72992872993644
1999_2006,C175,0-44,67.05890407480886
