garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,17,2,a3|a4,a1|a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":39,""a2"":184,""a3"":0,""a4"":6,""a5"":97,""b11"":90,""b12"":15,""b13"":77,""b14"":79,""b15"":210,""b16"":144,""b2"":185,""b31"":83,""b32"":63,""b33"":144,""b4"":132,""b5"":151,""b6"":135,""b7"":728}",AGE_Q×SEX
g1,Q1|F,after_support,19,16,3,a3|a4|b12,a1|a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":39,""a2"":184,""a3"":0,""a4"":6,""a5"":97,""b11"":90,""b12"":15,""b13"":77,""b14"":79,""b15"":210,""b16"":144,""b2"":185,""b31"":83,""b32"":63,""b33"":144,""b4"":132,""b5"":151,""b6"":135,""b7"":728}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,17,2,a3|b13,a1|a2|a4|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":55,""a2"":226,""a3"":0,""a4"":11,""a5"":157,""b11"":105,""b12"":26,""b13"":0,""b14"":144,""b15"":300,""b16"":125,""b2"":194,""b31"":141,""b32"":92,""b33"":182,""b4"":190,""b5"":283,""b6"":172,""b7"":727}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":55,""a2"":226,""a3"":0,""a4"":11,""a5"":157,""b11"":105,""b12"":26,""b13"":0,""b14"":144,""b15"":300,""b16"":125,""b2"":194,""b31"":141,""b32"":92,""b33"":182,""b4"":190,""b5"":283,""b6"":172,""b7"":727}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":206,""a3"":0,""a4"":0,""a5"":71,""b11"":69,""b12"":6,""b13"":37,""b14"":79,""b15"":144,""b16"":121,""b2"":174,""b31"":186,""b32"":114,""b33"":157,""b4"":193,""b5"":44,""b6"":124,""b7"":714}",AGE_Q×SEX
g1,Q2|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":206,""a3"":0,""a4"":0,""a5"":71,""b11"":69,""b12"":6,""b13"":37,""b14"":79,""b15"":144,""b16"":121,""b2"":174,""b31"":186,""b32"":114,""b33"":157,""b4"":193,""b5"":44,""b6"":124,""b7"":714}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,14,5,a1|a3|a4|b12|b13,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":6,""a2"":256,""a3"":0,""a4"":0,""a5"":64,""b11"":124,""b12"":7,""b13"":0,""b14"":132,""b15"":223,""b16"":172,""b2"":149,""b31"":240,""b32"":118,""b33"":157,""b4"":231,""b5"":56,""b6"":146,""b7"":591}",AGE_Q×SEX
g1,Q2|M,after_support,19,14,5,a1|a3|a4|b12|b13,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":6,""a2"":256,""a3"":0,""a4"":0,""a5"":64,""b11"":124,""b12"":7,""b13"":0,""b14"":132,""b15"":223,""b16"":172,""b2"":149,""b31"":240,""b32"":118,""b33"":157,""b4"":231,""b5"":56,""b6"":146,""b7"":591}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":230,""a3"":0,""a4"":0,""a5"":69,""b11"":23,""b12"":9,""b13"":23,""b14"":82,""b15"":75,""b16"":86,""b2"":161,""b31"":185,""b32"":120,""b33"":193,""b4"":139,""b5"":19,""b6"":96,""b7"":807}",AGE_Q×SEX
g1,Q3|F,after_support,19,14,5,a1|a3|a4|b12|b5,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b6|b7,"{""a1"":2,""a2"":230,""a3"":0,""a4"":0,""a5"":69,""b11"":23,""b12"":9,""b13"":23,""b14"":82,""b15"":75,""b16"":86,""b2"":161,""b31"":185,""b32"":120,""b33"":193,""b4"":139,""b5"":19,""b6"":96,""b7"":807}",AGE_Q×SEX
