period,cluster,cluster_deaths,n_counties
2006_2012,51CS011,857,3
2006_2012,51CS012,1423,4
2006_2012,51CS013,586,4
2006_2012,51CS014,650,3
2006_2012,51CS015,2645,4
2006_2012,51CS016,1519,1
2006_2012,51CS017,2259,3
2006_2012,51CS018,958,3
2006_2012,51CS019,1721,4
2006_2012,51CS020,508,3
2006_2012,51CS021,684,2
2006_2012,51CS022,4790,2
2006_2012,51CS023,866,3
2006_2012,51CS024,772,2
2006_2012,51CS025,849,2
2006_2012,51CS026,1222,2
2006_2012,51CS027,704,1
2006_2012,51CS028,1177,3
2006_2012,51CS029,628,1
2006_2012,51CS030,1115,7
2006_2012,51CS031,1141,4
2006_2012,51CS032,892,1
2006_2012,51CS033,564,2
2006_2012,51CS035,1838,1
2006_2012,51CS036,722,2
2006_2012,51CS037,1319,1
2006_2012,51CS038,981,1
2006_2012,51CS039,473,2
2006_2012,51CS040,1689,1
2006_2012,51CS041,542,2
2006_2012,51CS042,1889,1
2006_2012,51CS043,1161,1
2006_2012,51CS044,902,1
2006_2012,51CS045,1044,5
2006_2012,51CS046,843,1
2006_2012,51CS047,555,1
2006_2012,51CS048,660,1
2006_2012,51CS049,2633,1
2006_2012,51CS050,860,2
2006_2012,51CS051,807,5
2006_2012,51CS052,1748,1
2006_2012,53CS001,709,2
2006_2012,53CS002,480,3
2006_2012,53CS003,1562,2
2006_2012,53CS004,849,2
2006_2012,53CS005,1230,2
2006_2012,53CS006,2714,1
2006_2012,53CS007,589,2
2006_2012,53CS008,1305,4
2006_2012,53CS009,688,2
2006_2012,53CS010,769,4
2006_2012,53CS011,1679,3
2006_2012,53CS012,637,1
2006_2012,53CS013,11862,1
2006_2012,53CS014,1864,1
2006_2012,53CS015,806,1
2006_2012,53CS016,5684,1
2006_2012,53CS017,1160,2
2006_2012,53CS018,4270,1
2006_2012,53CS019,4033,1
2006_2012,53CS020,1854,1
2006_2012,53CS021,1420,1
2006_2012,53CS022,1779,1
2006_2012,54CS001,727,4
2006_2012,54CS002,1381,3
2006_2012,54CS003,1312,2
2006_2012,54CS004,718,4
2006_2012,54CS005,769,2
2006_2012,54CS006,1640,2
2006_2012,54CS007,1221,4
2006_2012,54CS008,790,3
2006_2012,54CS009,859,5
2006_2012,54CS010,1017,2
2006_2012,54CS011,934,5
2006_2012,54CS012,2390,1
2006_2012,54CS013,1129,3
2006_2012,54CS014,710,1
2006_2012,54CS015,994,2
2006_2012,54CS016,695,2
2006_2012,54CS017,873,1
2006_2012,54CS018,903,2
2006_2012,54CS019,465,1
2006_2012,54CS020,653,5
2006_2012,54CS021,991,1
2006_2012,55CS001,1153,4
2006_2012,55CS002,898,4
2006_2012,55CS003,829,3
2006_2012,55CS004,1690,1
2006_2012,55CS005,591,4
2006_2012,55CS006,570,2
2006_2012,55CS007,1689,2
2006_2012,55CS008,649,2
2006_2012,55CS009,499,2
2006_2012,55CS010,480,1
2006_2012,55CS011,799,3
2006_2012,55CS012,2764,1
2006_2012,55CS013,888,1
2006_2012,55CS014,1260,3
2006_2012,55CS015,1074,2
2006_2012,55CS016,961,4
2006_2012,55CS017,968,1
2006_2012,55CS018,636,3
2006_2012,55CS019,617,3
2006_2012,55CS020,812,3
2006_2012,55CS021,605,1
2006_2012,55CS022,1325,1
2006_2012,55CS023,910,1
2006_2012,55CS024,1031,4
2006_2012,55CS025,1079,1
2006_2012,55CS026,7959,1
2006_2012,55CS027,1148,1
2006_2012,55CS028,695,1
2006_2012,55CS029,710,2
2006_2012,55CS030,504,1
2006_2012,55CS031,1625,1
2006_2012,55CS032,1399,1
2006_2012,55CS033,536,1
2006_2012,55CS034,1049,1
2006_2012,55CS035,821,1
2006_2012,55CS036,946,1
2006_2012,55CS037,3074,1
2006_2012,55CS038,662,1
2006_2012,55CS039,768,1
2006_2012,56CS001,547,4
2006_2012,56CS002,621,4
2006_2012,56CS003,700,1
2006_2012,56CS004,629,1
2006_2012,56CS005,739,5
2006_2012,56CS006,680,6
2006_2012,56CS007,382,2
2006_2012,NA,201,3
2013_2019,01CS001,2571,2
2013_2019,01CS002,2068,1
2013_2019,01CS003,922,4
2013_2019,01CS004,694,1
2013_2019,01CS005,1198,5
2013_2019,01CS006,1353,1
2013_2019,01CS007,727,2
2013_2019,01CS008,1155,2
2013_2019,01CS009,1082,3
2013_2019,01CS010,621,3
2013_2019,01CS011,829,3
2013_2019,01CS012,1380,3
2013_2019,01CS013,1448,3
2013_2019,01CS014,714,1
2013_2019,01CS015,1014,1
2013_2019,01CS016,1610,2
2013_2019,01CS017,671,2
2013_2019,01CS018,768,1
2013_2019,01CS019,1345,1
2013_2019,01CS020,1242,4
2013_2019,01CS021,876,5
2013_2019,01CS022,706,1
2013_2019,01CS023,6953,1
2013_2019,01CS024,1117,1
2013_2019,01CS025,1659,2
2013_2019,01CS026,1037,1
2013_2019,01CS027,773,1
2013_2019,01CS028,820,2
2013_2019,01CS029,3073,1
2013_2019,01CS030,1089,1
2013_2019,01CS031,4259,1
2013_2019,01CS032,1479,1
2013_2019,01CS033,948,1
2013_2019,01CS034,1733,1
2013_2019,01CS035,1379,2
2013_2019,02CS001,1702,1
2013_2019,02CS002,455,1
2013_2019,02CS003,591,1
2013_2019,02CS004,291,6
2013_2019,02CS005,421,3
2013_2019,02CS006,662,6
2013_2019,04CS001,651,1
2013_2019,04CS002,1839,4
2013_2019,04CS003,814,1
2013_2019,04CS004,785,1
2013_2019,04CS005,4678,2
2013_2019,04CS006,29526,1
2013_2019,04CS007,3039,1
2013_2019,04CS008,1027,1
2013_2019,04CS009,9302,1
2013_2019,04CS010,2947,1
2013_2019,05CS001,737,4
2013_2019,05CS002,522,3
2013_2019,05CS003,913,2
2013_2019,05CS004,1794,1
2013_2019,05CS005,899,3
2013_2019,05CS006,569,4
2013_2019,05CS007,782,4
2013_2019,05CS008,694,2
2013_2019,05CS009,681,2
2013_2019,05CS010,1419,4
2013_2019,05CS011,658,3
2013_2019,05CS012,897,1
2013_2019,05CS013,615,1
2013_2019,05CS014,486,1
2013_2019,05CS015,962,4
2013_2019,05CS016,947,1
2013_2019,05CS017,777,3
2013_2019,05CS018,1391,1
2013_2019,05CS019,671,4
2013_2019,05CS020,769,3
2013_2019,05CS021,842,1
2013_2019,05CS022,673,1
2013_2019,05CS023,471,1
2013_2019,05CS024,858,5
2013_2019,05CS025,588,1
2013_2019,05CS026,3636,1
2013_2019,05CS027,1172,1
2013_2019,05CS028,1283,1
2013_2019,05CS029,1120,5
2013_2019,05CS030,980,5
2013_2019,05CS031,1638,1
2013_2019,05CS032,804,1
2013_2019,06CS001,9732,1
2013_2019,06CS002,1221,5
2013_2019,06CS003,2281,1
2013_2019,06CS004,1021,2
2013_2019,06CS005,7592,1
2013_2019,06CS006,1747,3
2013_2019,06CS007,1512,1
2013_2019,06CS008,6697,1
2013_2019,06CS009,904,2
2013_2019,06CS010,1080,1
2013_2019,06CS011,5805,1
2013_2019,06CS012,813,1
2013_2019,06CS013,514,3
2013_2019,06CS014,61089,1
2013_2019,06CS015,1023,1
2013_2019,06CS016,1891,1
2013_2019,06CS017,875,2
2013_2019,06CS018,855,1
2013_2019,06CS019,1752,1
2013_2019,06CS020,660,2
2013_2019,06CS021,2562,1
2013_2019,06CS022,1264,1
2013_2019,06CS023,994,1
2013_2019,06CS024,19310,1
2013_2019,06CS025,3038,1
2013_2019,06CS026,15951,1
2013_2019,06CS027,11129,1
2013_2019,06CS028,347,1
2013_2019,06CS029,13685,1
2013_2019,06CS030,20560,1
2013_2019,06CS031,5704,1
2013_2019,06CS032,5391,1
2013_2019,06CS033,2351,1
2013_2019,06CS034,4505,1
2013_2019,06CS035,3109,1
2013_2019,06CS036,9788,1
2013_2019,06CS037,1705,1
2013_2019,06CS038,2221,1
2013_2019,06CS039,3198,1
2013_2019,06CS040,4019,1
2013_2019,06CS041,4178,1
2013_2019,06CS042,779,1
2013_2019,06CS043,2945,1
2013_2019,06CS044,5490,1
2013_2019,06CS045,1296,1
2013_2019,06CS046,607,1
2013_2019,08CS001,19139,1
2013_2019,08CS004,342,3
2013_2019,08CS005,641,3
2013_2019,08CS006,807,2
2013_2019,08CS008,1338,1
2013_2019,08CS009,448,6
2013_2019,08CS010,4510,1
2013_2019,08CS011,362,2
2013_2019,08CS012,371,9
2013_2019,08CS014,594,2
2013_2019,08CS015,2135,1
2013_2019,08CS016,534,4
2013_2019,08CS017,1460,1
2013_2019,08CS018,343,5
2013_2019,08CS019,415,5
2013_2019,08CS020,1647,1
2013_2019,08CS021,521,5
2013_2019,08CS022,499,6
2013_2019,09CS001,6679,1
2013_2019,09CS002,7896,1
2013_2019,09CS003,1852,1
2013_2019,09CS004,1522,1
2013_2019,09CS005,7736,1
2013_2019,09CS006,2407,1
2013_2019,09CS007,1019,1
2013_2019,09CS008,1043,1
2013_2019,10CS001,1647,1
2013_2019,10CS002,4564,1
2013_2019,10CS003,2534,1
2013_2019,11CS001,4750,1
2013_2019,12CS001,1895,1
2013_2019,12CS002,764,3
2013_2019,12CS003,1862,1
2013_2019,12CS004,7076,1
2013_2019,12CS005,14392,1
2013_2019,12CS006,2489,1
2013_2019,12CS007,2497,1
2013_2019,12CS008,1722,1
2013_2019,12CS009,3299,1
2013_2019,12CS010,798,1
2013_2019,12CS011,546,2
2013_2019,12CS012,924,3
2013_2019,12CS013,7934,1
2013_2019,12CS014,3353,1
2013_2019,12CS015,8079,2
2013_2019,12CS016,2347,2
2013_2019,12CS017,864,3
2013_2019,12CS018,803,3
2013_2019,12CS019,2617,1
2013_2019,12CS020,1575,1
2013_2019,12CS021,10387,1
2013_2019,12CS022,860,2
2013_2019,12CS023,2019,1
2013_2019,12CS024,875,2
2013_2019,12CS025,627,3
2013_2019,12CS026,4073,1
2013_2019,12CS027,6867,1
2013_2019,12CS028,849,5
2013_2019,12CS029,3869,1
2013_2019,12CS030,4843,1
2013_2019,12CS031,1935,1
2013_2019,12CS032,19194,1
2013_2019,12CS033,687,1
2013_2019,12CS034,881,1
2013_2019,12CS035,1700,1
2013_2019,12CS036,7605,1
2013_2019,12CS037,2219,1
2013_2019,12CS038,14275,1
2013_2019,12CS039,6197,1
2013_2019,12CS040,11651,1
2013_2019,12CS041,6759,1
2013_2019,12CS042,1028,1
2013_2019,12CS043,1413,1
2013_2019,12CS044,5494,1
2013_2019,12CS045,3307,1
2013_2019,12CS046,1941,1
2013_2019,12CS047,3122,1
2013_2019,12CS048,1757,1
2013_2019,13CS001,823,4
2013_2019,13CS002,907,4
2013_2019,13CS003,552,2
2013_2019,13CS004,587,2
2013_2019,13CS005,1207,2
2013_2019,13CS006,854,1
2013_2019,13CS007,1979,2
2013_2019,13CS008,621,4
2013_2019,13CS009,891,3
2013_2019,13CS010,695,2
2013_2019,13CS011,592,2
2013_2019,13CS012,511,1
2013_2019,13CS013,929,4
2013_2019,13CS014,704,3
2013_2019,13CS015,613,8
2013_2019,13CS016,470,2
2013_2019,13CS017,787,4
2013_2019,13CS018,1211,2
2013_2019,13CS019,583,1
2013_2019,13CS020,2365,1
2013_2019,13CS021,1341,3
2013_2019,13CS022,1746,2
2013_2019,13CS023,1313,3
2013_2019,13CS024,1683,1
2013_2019,13CS025,4205,1
2013_2019,13CS026,764,2
2013_2019,13CS027,1067,2
2013_2019,13CS028,1005,1
2013_2019,13CS029,972,4
2013_2019,13CS030,602,4
2013_2019,13CS031,815,3
2013_2019,13CS032,705,3
2013_2019,13CS033,4504,1
2013_2019,13CS034,1092,2
2013_2019,13CS035,906,1
2013_2019,13CS036,991,4
2013_2019,13CS037,838,1
2013_2019,13CS038,1589,2
2013_2019,13CS039,1049,1
2013_2019,13CS040,924,3
2013_2019,13CS041,6508,1
2013_2019,13CS042,633,2
2013_2019,13CS043,1027,2
2013_2019,13CS044,4030,1
2013_2019,13CS045,1483,1
2013_2019,13CS046,690,4
2013_2019,13CS047,810,2
2013_2019,13CS048,613,3
2013_2019,13CS049,1513,1
2013_2019,13CS050,1157,1
2013_2019,13CS051,822,5
2013_2019,13CS052,664,6
2013_2019,13CS053,851,1
2013_2019,13CS054,825,8
2013_2019,13CS055,1918,1
2013_2019,13CS056,913,1
2013_2019,13CS057,862,1
2013_2019,13CS058,1954,1
2013_2019,13CS059,688,1
2013_2019,13CS060,709,1
2013_2019,13CS061,674,2
2013_2019,13CS062,679,1
2013_2019,13CS063,853,1
2013_2019,13CS064,964,5
2013_2019,13CS065,827,1
2013_2019,13CS066,960,7
2013_2019,15CS001,1738,1
2013_2019,15CS002,7662,1
2013_2019,15CS003,1157,1
2013_2019,15CS004,551,1
2013_2019,16CS001,2951,1
2013_2019,16CS002,735,1
2013_2019,16CS003,889,3
2013_2019,16CS004,671,6
2013_2019,16CS005,630,4
2013_2019,16CS006,727,3
2013_2019,16CS007,821,1
2013_2019,16CS008,1469,1
2013_2019,16CS009,631,7
2013_2019,16CS010,416,3
2013_2019,16CS011,485,6
2013_2019,16CS012,1401,1
2013_2019,16CS013,733,6
2013_2019,16CS014,775,1
2013_2019,17CS001,798,1
2013_2019,17CS002,753,3
2013_2019,17CS003,3251,2
2013_2019,17CS004,498,5
2013_2019,17CS005,737,4
2013_2019,17CS006,982,3
2013_2019,17CS007,1278,1
2013_2019,17CS008,677,2
2013_2019,17CS009,618,4
2013_2019,17CS010,695,4
2013_2019,17CS011,872,2
2013_2019,17CS012,506,1
2013_2019,17CS013,40052,1
2013_2019,17CS014,893,4
2013_2019,17CS015,793,1
2013_2019,17CS016,645,3
2013_2019,17CS017,6033,1
2013_2019,17CS018,569,4
2013_2019,17CS019,973,3
2013_2019,17CS020,1037,3
2013_2019,17CS021,819,2
2013_2019,17CS022,591,3
2013_2019,17CS023,927,2
2013_2019,17CS024,618,4
2013_2019,17CS025,536,1
2013_2019,17CS026,474,1
2013_2019,17CS027,598,2
2013_2019,17CS028,3069,2
2013_2019,17CS029,3174,1
2013_2019,17CS030,1102,1
2013_2019,17CS031,660,1
2013_2019,17CS032,4497,1
2013_2019,17CS033,1315,1
2013_2019,17CS034,1019,2
2013_2019,17CS035,1255,1
2013_2019,17CS036,958,2
2013_2019,17CS037,1935,1
2013_2019,17CS038,1128,1
2013_2019,17CS039,2074,2
2013_2019,17CS040,2791,2
2013_2019,17CS041,527,1
2013_2019,17CS042,2155,2
2013_2019,17CS043,612,2
2013_2019,17CS044,1587,1
2013_2019,17CS045,869,7
2013_2019,17CS046,1443,1
2013_2019,17CS047,1045,1
2013_2019,17CS048,4533,1
2013_2019,17CS049,753,1
2013_2019,18CS001,582,2
2013_2019,18CS002,3662,2
2013_2019,18CS003,893,2
2013_2019,18CS004,579,3
2013_2019,18CS005,716,3
2013_2019,18CS006,1692,2
2013_2019,18CS007,844,3
2013_2019,18CS008,1167,1
2013_2019,18CS009,1591,3
2013_2019,18CS010,1529,2
2013_2019,18CS011,725,3
2013_2019,18CS012,880,3
2013_2019,18CS013,536,2
2013_2019,18CS014,623,2
2013_2019,18CS015,1295,1
2013_2019,18CS016,774,3
2013_2019,18CS017,1705,1
2013_2019,18CS018,636,3
2013_2019,18CS019,806,1
2013_2019,18CS020,658,3
2013_2019,18CS021,1032,3
2013_2019,18CS022,580,2
2013_2019,18CS023,835,1
2013_2019,18CS024,616,2
2013_2019,18CS025,1635,1
2013_2019,18CS026,658,1
2013_2019,18CS027,811,2
2013_2019,18CS028,1202,2
2013_2019,18CS029,719,2
2013_2019,18CS030,808,2
2013_2019,18CS031,741,3
2013_2019,18CS032,1319,1
2013_2019,18CS033,702,1
2013_2019,18CS034,1050,3
2013_2019,18CS035,4904,1
2013_2019,18CS036,1232,1
2013_2019,18CS037,1061,3
2013_2019,18CS038,1555,1
2013_2019,18CS039,8342,2
2013_2019,18CS040,877,3
2013_2019,18CS041,938,1
2013_2019,18CS042,741,1
2013_2019,18CS043,756,3
2013_2019,18CS044,1537,1
2013_2019,18CS045,2642,1
2013_2019,18CS046,1928,1
2013_2019,18CS047,567,1
2013_2019,18CS048,834,1
2013_2019,19CS001,570,3
2013_2019,19CS002,663,5
2013_2019,19CS003,798,4
2013_2019,19CS004,1234,1
2013_2019,19CS005,722,2
2013_2019,19CS006,532,3
2013_2019,19CS007,599,3
2013_2019,19CS008,692,5
2013_2019,19CS009,622,4
2013_2019,19CS010,573,3
2013_2019,19CS011,575,2
2013_2019,19CS012,627,4
2013_2019,19CS013,506,1
2013_2019,19CS014,789,4
2013_2019,19CS015,1088,3
2013_2019,19CS016,950,1
2013_2019,19CS017,1281,4
2013_2019,19CS018,736,3
2013_2019,19CS019,618,2
2013_2019,19CS020,754,1
2013_2019,19CS021,1774,1
2013_2019,19CS022,507,2
2013_2019,19CS023,666,6
2013_2019,19CS024,613,4
2013_2019,19CS025,559,2
2013_2019,19CS026,549,2
2013_2019,19CS027,648,2
2013_2019,19CS028,1266,3
2013_2019,19CS029,815,5
2013_2019,19CS030,3334,1
2013_2019,19CS031,1476,1
2013_2019,19CS032,544,1
2013_2019,19CS033,686,6
2013_2019,19CS034,744,5
2013_2019,20CS001,722,4
2013_2019,20CS002,626,5
2013_2019,20CS003,582,3
2013_2019,20CS004,965,7
2013_2019,20CS005,1071,2
2013_2019,20CS006,527,4
2013_2019,20CS007,707,2
2013_2019,20CS008,649,8
2013_2019,20CS009,566,3
2013_2019,20CS010,705,1
2013_2019,20CS011,795,6
2013_2019,20CS012,350,4
2013_2019,20CS013,416,7
2013_2019,20CS014,3769,1
2013_2019,20CS015,841,3
2013_2019,20CS016,595,1
2013_2019,20CS017,968,2
2013_2019,20CS018,574,13
2013_2019,20CS019,560,3
2013_2019,20CS020,689,1
2013_2019,20CS021,614,6
2013_2019,20CS022,4400,1
2013_2019,20CS023,1863,1
2013_2019,20CS024,758,7
2013_2019,20CS025,410,9
2013_2019,20CS026,1372,1
2013_2019,21CS001,1050,5
2013_2019,21CS002,805,2
2013_2019,21CS003,1264,5
2013_2019,21CS004,909,3
2013_2019,21CS005,819,2
2013_2019,21CS006,870,1
2013_2019,21CS007,676,4
2013_2019,21CS008,1401,3
2013_2019,21CS009,924,3
2013_2019,21CS010,779,5
2013_2019,21CS011,963,4
2013_2019,21CS012,772,2
2013_2019,21CS013,934,4
2013_2019,21CS014,791,2
2013_2019,21CS015,848,1
2013_2019,21CS016,591,1
2013_2019,21CS017,558,3
2013_2019,21CS018,716,4
2013_2019,21CS019,1051,1
2013_2019,21CS020,1149,2
2013_2019,21CS021,1147,3
2013_2019,21CS022,2313,1
2013_2019,21CS023,619,2
2013_2019,21CS024,658,2
2013_2019,21CS025,1017,2
2013_2019,21CS026,700,2
2013_2019,21CS027,1019,3
2013_2019,21CS028,791,2
2013_2019,21CS029,7846,1
2013_2019,21CS030,911,5
2013_2019,21CS031,1424,1
2013_2019,21CS032,963,3
2013_2019,21CS033,896,2
2013_2019,21CS034,606,1
2013_2019,21CS035,610,3
2013_2019,21CS036,691,5
2013_2019,21CS037,796,3
2013_2019,21CS038,808,1
2013_2019,21CS039,705,5
2013_2019,21CS040,745,1
2013_2019,21CS041,838,1
2013_2019,21CS042,681,2
2013_2019,21CS043,795,5
2013_2019,21CS044,802,7
2013_2019,22CS001,951,2
2013_2019,22CS002,2371,4
2013_2019,22CS003,711,1
2013_2019,22CS004,1039,3
2013_2019,22CS005,786,2
2013_2019,22CS006,812,4
2013_2019,22CS007,1611,2
2013_2019,22CS008,2833,1
2013_2019,22CS009,1989,1
2013_2019,22CS010,660,2
2013_2019,22CS011,776,5
2013_2019,22CS012,3928,2
2013_2019,22CS013,619,3
2013_2019,22CS014,1358,2
2013_2019,22CS015,748,1
2013_2019,22CS016,1022,4
2013_2019,22CS017,4231,2
2013_2019,22CS018,1693,1
2013_2019,22CS019,856,1
2013_2019,22CS020,1104,1
2013_2019,22CS021,664,2
2013_2019,22CS022,1181,6
2013_2019,22CS023,3164,1
2013_2019,22CS024,1491,1
2013_2019,22CS025,360,1
2013_2019,22CS026,970,3
2013_2019,22CS027,1998,3
2013_2019,22CS028,540,1
2013_2019,22CS029,2225,1
2013_2019,22CS030,1027,1
2013_2019,23CS001,1161,1
2013_2019,23CS002,830,1
2013_2019,23CS003,2703,1
2013_2019,23CS004,995,2
2013_2019,23CS005,1046,2
2013_2019,23CS006,1309,1
2013_2019,23CS007,876,2
2013_2019,23CS008,756,2
2013_2019,23CS009,1835,2
2013_2019,23CS010,580,1
2013_2019,23CS011,2016,1
2013_2019,24CS001,1203,2
2013_2019,24CS002,4229,1
2013_2019,24CS003,7923,1
2013_2019,24CS004,6594,1
2013_2019,24CS005,686,1
2013_2019,24CS006,1254,3
2013_2019,24CS007,1497,1
2013_2019,24CS008,977,1
2013_2019,24CS009,1084,1
2013_2019,24CS010,1784,1
2013_2019,24CS011,2088,1
2013_2019,24CS012,1613,1
2013_2019,24CS013,715,2
2013_2019,24CS014,11567,1
2013_2019,24CS016,879,2
2013_2019,24CS017,773,1
2013_2019,24CS018,1525,1
2013_2019,24CS019,956,1
2013_2019,25CS001,3078,3
2013_2019,25CS002,1565,1
2013_2019,25CS003,5367,1
2013_2019,25CS004,6722,1
2013_2019,25CS005,722,1
2013_2019,25CS006,4528,1
2013_2019,25CS007,1288,1
2013_2019,25CS008,11230,1
2013_2019,25CS009,5731,1
2013_2019,25CS010,4572,1
2013_2019,25CS011,4704,1
2013_2019,25CS012,7065,1
2013_2019,26CS001,743,3
2013_2019,26CS002,710,3
2013_2019,26CS003,920,1
2013_2019,26CS004,973,4
2013_2019,26CS005,981,3
2013_2019,26CS006,580,1
2013_2019,26CS007,1295,1
2013_2019,26CS008,911,3
2013_2019,26CS009,1757,1
2013_2019,26CS010,1006,2
2013_2019,26CS011,1542,1
2013_2019,26CS012,568,1
2013_2019,26CS013,704,2
2013_2019,26CS014,530,3
2013_2019,26CS015,788,2
2013_2019,26CS016,674,1
2013_2019,26CS017,803,4
2013_2019,26CS018,791,3
2013_2019,26CS019,1015,1
2013_2019,26CS020,4425,1
2013_2019,26CS021,1146,2
2013_2019,26CS022,934,2
2013_2019,26CS023,930,2
2013_2019,26CS024,2120,1
2013_2019,26CS025,509,1
2013_2019,26CS026,1697,1
2013_2019,26CS027,2113,1
2013_2019,26CS028,4761,1
2013_2019,26CS029,716,3
2013_2019,26CS030,841,1
2013_2019,26CS031,970,1
2013_2019,26CS032,1395,1
2013_2019,26CS033,8630,1
2013_2019,26CS034,677,1
2013_2019,26CS035,608,2
2013_2019,26CS036,737,1
2013_2019,26CS037,1427,1
2013_2019,26CS038,620,1
2013_2019,26CS039,1619,1
2013_2019,26CS040,741,2
2013_2019,26CS041,773,5
2013_2019,26CS042,10282,1
2013_2019,26CS043,1964,1
2013_2019,26CS044,2055,1
2013_2019,26CS045,717,1
2013_2019,26CS046,1853,1
2013_2019,26CS047,634,1
2013_2019,26CS048,610,1
2013_2019,26CS049,760,1
2013_2019,26CS050,2229,1
2013_2019,26CS051,18005,1
2013_2019,27CS001,732,2
2013_2019,27CS002,2145,1
2013_2019,27CS003,1372,2
2013_2019,27CS004,1039,4
2013_2019,27CS005,742,3
2013_2019,27CS006,501,1
2013_2019,27CS007,965,2
2013_2019,27CS008,706,2
2013_2019,27CS009,457,1
2013_2019,27CS010,1263,6
2013_2019,27CS011,2518,1
2013_2019,27CS012,663,3
2013_2019,27CS013,983,3
2013_2019,27CS014,826,3
2013_2019,27CS015,738,2
2013_2019,27CS016,683,2
2013_2019,27CS017,8517,1
2013_2019,27CS018,730,3
2013_2019,27CS019,773,3
2013_2019,27CS020,480,4
2013_2019,27CS021,693,3
2013_2019,27CS022,844,7
2013_2019,27CS023,1058,1
2013_2019,27CS024,925,3
2013_2019,27CS025,4110,1
2013_2019,27CS026,474,1
2013_2019,27CS027,685,1
2013_2019,27CS028,517,1
2013_2019,27CS029,775,6
2013_2019,27CS030,638,7
2013_2019,27CS031,2676,5
2013_2019,27CS032,1523,1
2013_2019,27CS033,784,1
2013_2019,28CS001,690,3
2013_2019,28CS002,1082,3
2013_2019,28CS003,754,4
2013_2019,28CS004,821,3
2013_2019,28CS005,670,2
2013_2019,28CS006,679,3
2013_2019,28CS007,581,3
2013_2019,28CS008,695,3
2013_2019,28CS009,638,3
2013_2019,28CS010,561,2
2013_2019,28CS011,527,3
2013_2019,28CS012,824,3
2013_2019,28CS013,780,3
2013_2019,28CS014,1461,2
2013_2019,28CS015,1138,2
2013_2019,28CS016,2578,2
2013_2019,28CS017,2203,1
2013_2019,28CS018,753,2
2013_2019,28CS019,1328,1
2013_2019,28CS020,654,3
2013_2019,28CS021,787,1
2013_2019,28CS022,813,4
2013_2019,28CS023,500,2
2013_2019,28CS024,854,1
2013_2019,28CS025,903,1
2013_2019,28CS026,633,1
2013_2019,28CS027,1023,1
2013_2019,28CS028,566,2
2013_2019,28CS029,733,2
2013_2019,28CS030,696,2
2013_2019,28CS031,588,2
2013_2019,28CS032,1112,1
2013_2019,28CS033,1371,5
2013_2019,28CS034,643,1
2013_2019,28CS035,651,5
2013_2019,29CS001,1098,2
2013_2019,29CS002,658,2
2013_2019,29CS003,1190,3
2013_2019,29CS004,1131,4
2013_2019,29CS005,886,4
2013_2019,29CS006,1101,1
2013_2019,29CS007,826,3
2013_2019,29CS008,817,2
2013_2019,29CS009,1043,2
2013_2019,29CS010,1033,4
2013_2019,29CS011,932,1
2013_2019,29CS012,999,2
2013_2019,29CS013,1697,1
2013_2019,29CS014,690,1
2013_2019,29CS015,825,4
2013_2019,29CS016,1117,4
2013_2019,29CS017,655,2
2013_2019,29CS018,872,4
2013_2019,29CS019,702,2
2013_2019,29CS020,971,1
2013_2019,29CS021,639,3
2013_2019,29CS022,1136,10
2013_2019,29CS023,2754,1
2013_2019,29CS024,636,6
2013_2019,29CS025,723,3
2013_2019,29CS026,6193,1
2013_2019,29CS027,1200,1
2013_2019,29CS028,2003,1
2013_2019,29CS029,704,2
2013_2019,29CS030,557,3
2013_2019,29CS031,596,4
2013_2019,29CS032,879,3
2013_2019,29CS033,816,3
2013_2019,29CS034,672,1
2013_2019,29CS035,638,1
2013_2019,29CS036,879,5
2013_2019,29CS037,556,6
2013_2019,29CS038,2781,1
2013_2019,29CS039,9944,1
2013_2019,29CS040,3019,1
2013_2019,29CS041,934,2
2013_2019,29CS042,942,2
2013_2019,29CS043,898,5
2013_2019,30CS001,690,3
2013_2019,30CS002,866,1
2013_2019,30CS003,1044,5
2013_2019,30CS004,1087,18
2013_2019,30CS005,831,1
2013_2019,30CS006,711,2
2013_2019,30CS007,744,4
2013_2019,30CS008,915,1
2013_2019,30CS009,835,10
2013_2019,30CS010,591,9
2013_2019,30CS011,1544,1
2013_2019,31CS001,610,5
2013_2019,31CS002,469,4
2013_2019,31CS003,488,3
2013_2019,31CS004,559,4
2013_2019,31CS005,825,3
2013_2019,31CS006,3891,1
2013_2019,31CS007,520,8
2013_2019,31CS008,582,2
2013_2019,31CS009,543,9
2013_2019,31CS010,2073,1
2013_2019,31CS011,534,6
2013_2019,31CS012,607,16
2013_2019,31CS013,681,6
2013_2019,31CS014,701,6
2013_2019,31CS015,987,1
2013_2019,31CS016,728,7
2013_2019,31CS017,662,6
2013_2019,31CS018,469,5
2013_2019,32CS001,16494,2
2013_2019,32CS002,1246,2
2013_2019,32CS003,1044,5
2013_2019,32CS004,685,7
2013_2019,32CS005,3710,1
2013_2019,33CS001,1180,2
2013_2019,33CS002,738,1
2013_2019,33CS003,1245,2
2013_2019,33CS004,3284,1
2013_2019,33CS005,1758,2
2013_2019,33CS006,2437,1
2013_2019,33CS007,1108,1
2013_2019,34CS001,2613,1
2013_2019,34CS002,7093,1
2013_2019,34CS003,4051,1
2013_2019,34CS004,4796,1
2013_2019,34CS005,1284,1
2013_2019,34CS006,1483,1
2013_2019,34CS007,5718,1
2013_2019,34CS008,2654,1
