period,cluster,cluster_deaths,n_counties
1999_2005,37CS050,939,2
1999_2005,37CS051,1105,1
1999_2005,37CS052,1152,1
1999_2005,37CS053,994,1
1999_2005,37CS054,1405,1
1999_2005,37CS055,687,1
1999_2005,37CS056,544,1
1999_2005,37CS057,735,1
1999_2005,37CS058,890,1
1999_2005,37CS059,3376,1
1999_2005,37CS060,1084,1
1999_2005,37CS061,657,1
1999_2005,37CS062,773,1
1999_2005,38CS001,687,4
1999_2005,38CS002,602,2
1999_2005,38CS003,764,1
1999_2005,38CS004,581,9
1999_2005,38CS005,412,1
1999_2005,38CS006,860,9
1999_2005,38CS007,649,9
1999_2005,38CS008,740,9
1999_2005,38CS009,516,9
1999_2005,39CS001,709,2
1999_2005,39CS002,1531,2
1999_2005,39CS003,503,1
1999_2005,39CS004,1102,1
1999_2005,39CS005,721,2
1999_2005,39CS006,894,1
1999_2005,39CS007,2655,1
1999_2005,39CS008,4057,2
1999_2005,39CS009,1117,3
1999_2005,39CS010,1673,1
1999_2005,39CS011,1331,1
1999_2005,39CS012,1114,3
1999_2005,39CS013,1158,1
1999_2005,39CS014,1568,3
1999_2005,39CS015,1715,2
1999_2005,39CS016,14537,1
1999_2005,39CS017,916,2
1999_2005,39CS018,645,2
1999_2005,39CS019,635,1
1999_2005,39CS020,869,1
1999_2005,39CS021,999,1
1999_2005,39CS022,8213,1
1999_2005,39CS023,607,2
1999_2005,39CS024,598,2
1999_2005,39CS025,665,1
1999_2005,39CS026,1136,1
1999_2005,39CS027,862,4
1999_2005,39CS028,8143,1
1999_2005,39CS029,623,1
1999_2005,39CS030,503,2
1999_2005,39CS031,1104,2
1999_2005,39CS032,1218,2
1999_2005,39CS033,567,1
1999_2005,39CS034,761,3
1999_2005,39CS035,943,1
1999_2005,39CS036,776,2
1999_2005,39CS037,1966,1
1999_2005,39CS038,752,1
1999_2005,39CS039,1313,1
1999_2005,39CS040,2469,1
1999_2005,39CS041,4656,2
1999_2005,39CS042,721,2
1999_2005,39CS043,2960,1
1999_2005,39CS044,649,1
1999_2005,39CS045,1103,1
1999_2005,39CS046,737,2
1999_2005,39CS047,924,1
1999_2005,39CS048,5445,1
1999_2005,39CS049,771,3
1999_2005,39CS050,1132,1
1999_2005,39CS051,711,1
1999_2005,39CS052,607,1
1999_2005,39CS053,991,1
1999_2005,39CS054,547,1
1999_2005,39CS055,5399,1
1999_2005,39CS056,2384,1
1999_2005,39CS057,1107,1
1999_2005,39CS058,695,1
1999_2005,39CS059,954,1
1999_2005,40CS001,1057,3
1999_2005,40CS002,801,4
1999_2005,40CS003,740,4
1999_2005,40CS004,855,2
1999_2005,40CS005,663,1
1999_2005,40CS006,934,3
1999_2005,40CS007,793,3
1999_2005,40CS008,1256,1
1999_2005,40CS009,898,1
1999_2005,40CS010,761,3
1999_2005,40CS011,585,2
1999_2005,40CS012,709,1
1999_2005,40CS013,895,2
1999_2005,40CS014,658,1
1999_2005,40CS015,800,3
1999_2005,40CS016,680,2
1999_2005,40CS017,1287,4
1999_2005,40CS018,928,3
1999_2005,40CS019,672,2
1999_2005,40CS020,699,6
1999_2005,40CS021,1046,2
1999_2005,40CS022,818,3
1999_2005,40CS023,660,2
1999_2005,40CS024,617,2
1999_2005,40CS025,6255,1
1999_2005,40CS026,546,6
1999_2005,40CS027,5419,2
1999_2005,40CS028,668,1
1999_2005,40CS029,547,1
1999_2005,40CS030,695,5
1999_2005,40CS031,410,1
1999_2005,41CS001,609,4
1999_2005,41CS002,465,1
1999_2005,41CS003,2642,1
1999_2005,41CS004,1181,3
1999_2005,41CS005,3028,2
1999_2005,41CS006,1233,2
1999_2005,41CS007,949,1
1999_2005,41CS008,1155,1
1999_2005,41CS009,669,4
1999_2005,41CS010,1946,1
1999_2005,41CS011,937,1
1999_2005,41CS012,688,1
1999_2005,41CS013,2817,1
1999_2005,41CS014,1080,1
1999_2005,41CS015,2466,1
1999_2005,41CS016,5646,1
1999_2005,41CS017,485,1
1999_2005,41CS018,1307,8
1999_2005,41CS019,687,1
1999_2005,42CS001,878,1
1999_2005,42CS002,14685,1
1999_2005,42CS003,858,1
1999_2005,42CS004,2028,1
1999_2005,42CS005,619,2
1999_2005,42CS006,3533,1
1999_2005,42CS007,1564,1
1999_2005,42CS008,782,2
1999_2005,42CS009,5028,1
1999_2005,42CS010,1732,1
1999_2005,42CS011,1832,1
1999_2005,42CS012,730,1
1999_2005,42CS013,808,1
1999_2005,42CS014,3136,1
1999_2005,42CS015,984,2
1999_2005,42CS016,892,1
1999_2005,42CS017,1008,3
1999_2005,42CS018,644,1
1999_2005,42CS019,930,1
1999_2005,42CS020,2421,2
1999_2005,42CS021,2418,1
1999_2005,42CS022,5646,1
1999_2005,42CS023,2744,1
1999_2005,42CS024,2217,2
1999_2005,42CS025,1250,1
1999_2005,42CS026,1102,3
1999_2005,42CS027,908,1
1999_2005,42CS028,3035,2
1999_2005,42CS029,4267,1
1999_2005,42CS030,1176,1
1999_2005,42CS031,1246,1
1999_2005,42CS032,3007,1
1999_2005,42CS033,4269,1
1999_2005,42CS034,1213,1
1999_2005,42CS035,1510,5
1999_2005,42CS036,1433,1
1999_2005,42CS037,1516,2
1999_2005,42CS038,7009,1
1999_2005,42CS039,1431,2
1999_2005,42CS040,2487,1
1999_2005,42CS041,16804,1
1999_2005,42CS042,2046,1
1999_2005,42CS043,678,2
1999_2005,42CS044,867,1
1999_2005,42CS045,975,2
1999_2005,42CS046,672,1
1999_2005,42CS047,2413,1
1999_2005,42CS048,4326,1
1999_2005,42CS049,3290,1
1999_2005,44CS001,523,1
1999_2005,44CS002,1583,1
1999_2005,44CS003,763,1
1999_2005,44CS004,5891,1
1999_2005,44CS005,915,1
1999_2005,45CS001,1016,3
1999_2005,45CS002,1563,2
1999_2005,45CS003,524,3
1999_2005,45CS004,1735,1
1999_2005,45CS005,986,1
1999_2005,45CS006,972,1
1999_2005,45CS007,1077,2
1999_2005,45CS008,2697,1
1999_2005,45CS009,563,1
1999_2005,45CS010,600,2
1999_2005,45CS011,757,2
1999_2005,45CS012,727,2
1999_2005,45CS013,750,3
1999_2005,45CS014,734,1
1999_2005,45CS015,656,2
1999_2005,45CS016,707,1
1999_2005,45CS017,1262,1
1999_2005,45CS018,528,1
1999_2005,45CS019,3212,1
1999_2005,45CS020,1933,1
1999_2005,45CS021,699,2
1999_2005,45CS022,572,1
1999_2005,45CS023,720,1
1999_2005,45CS024,1589,1
1999_2005,45CS025,942,3
1999_2005,45CS026,667,1
1999_2005,45CS027,849,1
1999_2005,45CS028,2457,1
1999_2005,45CS029,2537,1
1999_2005,45CS030,926,1
1999_2005,45CS031,1337,1
1999_2005,46CS001,711,7
1999_2005,46CS002,497,4
1999_2005,46CS003,662,7
1999_2005,46CS004,1229,2
1999_2005,46CS005,551,8
1999_2005,46CS006,563,13
1999_2005,46CS007,732,5
1999_2005,46CS008,657,8
1999_2005,46CS009,699,1
1999_2005,46CS010,536,10
1999_2005,47CS001,797,1
1999_2005,47CS002,787,3
1999_2005,47CS003,1039,3
1999_2005,47CS004,802,4
1999_2005,47CS005,1486,2
1999_2005,47CS006,991,2
1999_2005,47CS007,1118,4
1999_2005,47CS008,775,3
1999_2005,47CS009,1110,3
1999_2005,47CS010,658,2
1999_2005,47CS011,1011,2
1999_2005,47CS012,822,2
1999_2005,47CS013,921,2
1999_2005,47CS014,1061,3
1999_2005,47CS015,738,2
1999_2005,47CS016,5012,1
1999_2005,47CS017,685,4
1999_2005,47CS018,831,3
1999_2005,47CS019,529,2
1999_2005,47CS020,567,2
1999_2005,47CS021,853,2
1999_2005,47CS022,733,1
1999_2005,47CS023,604,3
1999_2005,47CS024,3208,1
1999_2005,47CS025,666,2
1999_2005,47CS026,574,1
1999_2005,47CS027,679,4
1999_2005,47CS028,905,3
1999_2005,47CS029,3645,2
1999_2005,47CS030,603,2
1999_2005,47CS031,695,1
1999_2005,47CS032,1035,3
1999_2005,47CS033,897,1
1999_2005,47CS034,767,2
1999_2005,47CS035,666,5
1999_2005,47CS036,744,2
1999_2005,47CS037,512,1
1999_2005,47CS038,1130,1
1999_2005,47CS039,657,1
1999_2005,47CS040,7699,1
1999_2005,47CS041,1718,1
1999_2005,47CS042,1062,1
1999_2005,47CS043,471,1
1999_2005,47CS044,1183,1
1999_2005,47CS045,693,1
1999_2005,47CS046,796,1
1999_2005,48CS001,877,2
1999_2005,48CS002,787,1
1999_2005,48CS003,533,3
1999_2005,48CS004,1349,2
1999_2005,48CS005,394,3
1999_2005,48CS006,619,2
1999_2005,48CS007,967,3
1999_2005,48CS008,728,2
1999_2005,48CS009,471,3
1999_2005,48CS010,1578,1
1999_2005,48CS011,10378,2
1999_2005,48CS012,814,3
1999_2005,48CS013,1701,4
1999_2005,48CS014,1658,1
1999_2005,48CS015,1369,4
1999_2005,48CS016,671,3
1999_2005,48CS017,861,3
1999_2005,48CS018,792,5
1999_2005,48CS019,1930,1
1999_2005,48CS020,832,2
1999_2005,48CS021,1111,2
1999_2005,48CS022,787,3
1999_2005,48CS023,2057,1
1999_2005,48CS024,690,1
1999_2005,48CS025,581,3
1999_2005,48CS026,326,1
1999_2005,48CS027,398,4
1999_2005,48CS028,592,4
1999_2005,48CS029,13880,1
1999_2005,48CS030,1883,1
1999_2005,48CS031,358,3
1999_2005,48CS032,656,5
1999_2005,48CS033,820,17
1999_2005,48CS034,1080,1
1999_2005,48CS035,840,1
1999_2005,48CS036,4069,1
1999_2005,48CS037,642,3
1999_2005,48CS038,1219,3
1999_2005,48CS039,1873,2
1999_2005,48CS040,1109,4
1999_2005,48CS041,756,4
1999_2005,48CS042,625,7
1999_2005,48CS043,2190,1
1999_2005,48CS044,1316,1
1999_2005,48CS045,1115,1
1999_2005,48CS046,682,1
1999_2005,48CS047,1320,2
1999_2005,48CS048,20218,1
1999_2005,48CS049,1004,2
1999_2005,48CS050,524,1
1999_2005,48CS051,860,1
1999_2005,48CS052,2851,1
1999_2005,48CS053,1206,2
1999_2005,48CS054,1471,6
1999_2005,48CS055,1082,2
1999_2005,48CS056,1082,4
1999_2005,48CS057,916,3
1999_2005,48CS058,518,2
1999_2005,48CS059,2444,1
1999_2005,48CS060,1079,1
1999_2005,48CS061,728,1
1999_2005,48CS062,339,3
1999_2005,48CS063,1349,5
1999_2005,48CS064,1944,1
1999_2005,48CS065,712,3
1999_2005,48CS066,1954,1
1999_2005,48CS067,1186,18
1999_2005,48CS068,907,1
1999_2005,48CS069,2094,1
1999_2005,48CS070,636,8
1999_2005,48CS071,561,7
1999_2005,48CS072,2446,1
1999_2005,48CS073,985,3
1999_2005,48CS074,1219,1
1999_2005,48CS075,647,2
1999_2005,48CS076,690,1
1999_2005,48CS077,555,1
1999_2005,48CS078,965,7
1999_2005,48CS079,1393,5
1999_2005,48CS080,1632,1
1999_2005,48CS081,268,1
1999_2005,48CS082,9621,1
1999_2005,48CS083,1169,1
1999_2005,48CS084,968,1
1999_2005,48CS085,3901,1
1999_2005,48CS086,728,1
1999_2005,48CS087,966,1
1999_2005,48CS088,783,7
1999_2005,48CS089,663,11
1999_2005,48CS090,1283,1
1999_2005,49CS001,342,3
1999_2005,49CS002,718,3
1999_2005,49CS003,523,4
1999_2005,49CS004,1069,1
1999_2005,49CS005,488,3
1999_2005,49CS006,214,3
1999_2005,49CS007,5185,1
1999_2005,49CS008,1657,1
1999_2005,49CS009,696,1
1999_2005,49CS010,503,8
1999_2005,49CS011,1313,1
1999_2005,50CS001,1190,2
1999_2005,50CS002,757,2
1999_2005,50CS003,564,3
1999_2005,50CS004,406,2
1999_2005,50CS005,840,3
1999_2005,50CS006,626,1
1999_2005,50CS007,513,1
1999_2005,51CS001,611,2
1999_2005,51CS002,1170,3
1999_2005,51CS003,810,1
1999_2005,51CS004,670,5
1999_2005,51CS005,704,4
1999_2005,51CS006,1230,3
1999_2005,51CS007,587,2
1999_2005,51CS008,1020,1
1999_2005,51CS009,1441,3
1999_2005,51CS010,558,1
1999_2005,51CS011,762,3
1999_2005,51CS012,1337,4
1999_2005,51CS013,600,4
1999_2005,51CS014,610,3
1999_2005,51CS015,2562,4
1999_2005,51CS016,1348,1
1999_2005,51CS017,1907,3
1999_2005,51CS018,826,3
1999_2005,51CS019,1598,4
1999_2005,51CS020,518,3
1999_2005,51CS021,720,2
1999_2005,51CS022,4439,2
1999_2005,51CS023,830,3
1999_2005,51CS024,698,2
1999_2005,51CS025,850,2
1999_2005,51CS026,1144,2
1999_2005,51CS027,677,1
1999_2005,51CS028,1018,3
1999_2005,51CS029,504,1
1999_2005,51CS030,1039,7
1999_2005,51CS031,1114,4
1999_2005,51CS032,683,1
1999_2005,51CS033,494,2
1999_2005,51CS035,1980,1
1999_2005,51CS036,587,2
1999_2005,51CS037,1328,1
1999_2005,51CS038,1014,1
1999_2005,51CS039,396,2
1999_2005,51CS040,1408,1
1999_2005,51CS041,522,2
1999_2005,51CS042,2222,1
1999_2005,51CS043,1230,1
1999_2005,51CS044,883,1
1999_2005,51CS045,989,5
1999_2005,51CS046,735,1
1999_2005,51CS047,484,1
1999_2005,51CS048,611,1
1999_2005,51CS049,2375,1
1999_2005,51CS050,806,2
1999_2005,51CS051,838,5
1999_2005,51CS052,1706,1
1999_2005,53CS001,642,2
1999_2005,53CS002,410,3
1999_2005,53CS003,1227,2
1999_2005,53CS004,794,2
1999_2005,53CS005,1061,2
1999_2005,53CS006,2405,1
1999_2005,53CS007,565,2
1999_2005,53CS008,1239,4
1999_2005,53CS009,585,2
1999_2005,53CS010,684,4
1999_2005,53CS011,1561,3
1999_2005,53CS012,560,1
1999_2005,53CS013,11334,1
1999_2005,53CS014,1801,1
1999_2005,53CS015,754,1
1999_2005,53CS016,5338,1
1999_2005,53CS017,1082,2
1999_2005,53CS018,3899,1
1999_2005,53CS019,3442,1
1999_2005,53CS020,1571,1
1999_2005,53CS021,1219,1
1999_2005,53CS022,1713,1
1999_2005,54CS001,735,4
1999_2005,54CS002,1261,3
1999_2005,54CS003,1178,2
1999_2005,54CS004,733,4
1999_2005,54CS005,738,2
1999_2005,54CS006,1640,2
1999_2005,54CS007,1139,4
1999_2005,54CS008,774,3
1999_2005,54CS009,865,5
1999_2005,54CS010,1025,2
1999_2005,54CS011,946,5
1999_2005,54CS012,2407,1
1999_2005,54CS013,1056,3
1999_2005,54CS014,736,1
1999_2005,54CS015,1043,2
1999_2005,54CS016,672,2
1999_2005,54CS017,847,1
1999_2005,54CS018,899,2
1999_2005,54CS019,434,1
1999_2005,54CS020,642,5
1999_2005,54CS021,967,1
1999_2005,55CS001,1163,4
1999_2005,55CS002,949,4
1999_2005,55CS003,800,3
1999_2005,55CS004,1549,1
1999_2005,55CS005,687,4
1999_2005,55CS006,582,2
1999_2005,55CS007,1454,2
1999_2005,55CS008,672,2
1999_2005,55CS009,535,2
1999_2005,55CS010,487,1
1999_2005,55CS011,822,3
1999_2005,55CS012,2598,1
1999_2005,55CS013,809,1
1999_2005,55CS014,1322,3
1999_2005,55CS015,933,2
1999_2005,55CS016,1034,4
1999_2005,55CS017,912,1
1999_2005,55CS018,675,3
1999_2005,55CS019,671,3
1999_2005,55CS020,697,3
1999_2005,55CS021,599,1
1999_2005,55CS022,1224,1
1999_2005,55CS023,868,1
1999_2005,55CS024,1002,4
1999_2005,55CS025,876,1
1999_2005,55CS026,8783,1
1999_2005,55CS027,1082,1
1999_2005,55CS028,588,1
1999_2005,55CS029,643,2
1999_2005,55CS030,434,1
1999_2005,55CS031,1488,1
1999_2005,55CS032,1318,1
1999_2005,55CS033,523,1
1999_2005,55CS034,1067,1
1999_2005,55CS035,853,1
1999_2005,55CS036,870,1
1999_2005,55CS037,2627,1
1999_2005,55CS038,676,1
1999_2005,55CS039,655,1
1999_2005,56CS001,548,4
1999_2005,56CS002,556,4
1999_2005,56CS003,682,1
1999_2005,56CS004,568,1
1999_2005,56CS005,609,5
1999_2005,56CS006,648,6
1999_2005,56CS007,353,2
1999_2005,NA,180,3
2006_2012,01CS001,2453,2
2006_2012,01CS002,1745,1
2006_2012,01CS003,946,4
2006_2012,01CS004,515,1
2006_2012,01CS005,1172,5
2006_2012,01CS006,1328,1
2006_2012,01CS007,756,2
2006_2012,01CS008,999,2
2006_2012,01CS009,1132,3
2006_2012,01CS010,556,3
2006_2012,01CS011,741,3
2006_2012,01CS012,1256,3
2006_2012,01CS013,1354,3
2006_2012,01CS014,662,1
2006_2012,01CS015,874,1
2006_2012,01CS016,1433,2
2006_2012,01CS017,684,2
2006_2012,01CS018,624,1
2006_2012,01CS019,1313,1
2006_2012,01CS020,1191,4
2006_2012,01CS021,852,5
2006_2012,01CS022,617,1
2006_2012,01CS023,6996,1
2006_2012,01CS024,1014,1
2006_2012,01CS025,1510,2
2006_2012,01CS026,861,1
2006_2012,01CS027,639,1
2006_2012,01CS028,826,2
2006_2012,01CS029,2444,1
2006_2012,01CS030,1035,1
2006_2012,01CS031,3996,1
2006_2012,01CS032,1158,1
2006_2012,01CS033,756,1
2006_2012,01CS034,1574,1
2006_2012,01CS035,1238,2
2006_2012,02CS001,1415,1
2006_2012,02CS002,351,1
2006_2012,02CS003,455,1
2006_2012,02CS004,283,6
2006_2012,02CS005,410,3
2006_2012,02CS006,575,6
2006_2012,04CS001,543,1
2006_2012,04CS002,1845,4
2006_2012,04CS003,699,1
2006_2012,04CS004,617,1
2006_2012,04CS005,4028,2
2006_2012,04CS006,25168,1
2006_2012,04CS007,2709,1
2006_2012,04CS008,884,1
2006_2012,04CS009,8156,1
2006_2012,04CS010,2161,1
2006_2012,05CS001,731,4
2006_2012,05CS002,553,3
2006_2012,05CS003,888,2
2006_2012,05CS004,1434,1
2006_2012,05CS005,864,3
2006_2012,05CS006,530,4
2006_2012,05CS007,744,4
2006_2012,05CS008,610,2
2006_2012,05CS009,665,2
2006_2012,05CS010,1376,4
2006_2012,05CS011,615,3
2006_2012,05CS012,871,1
2006_2012,05CS013,556,1
2006_2012,05CS014,477,1
2006_2012,05CS015,930,4
2006_2012,05CS016,779,1
2006_2012,05CS017,784,3
2006_2012,05CS018,1271,1
2006_2012,05CS019,677,4
2006_2012,05CS020,714,3
2006_2012,05CS021,766,1
2006_2012,05CS022,586,1
2006_2012,05CS023,547,1
2006_2012,05CS024,818,5
2006_2012,05CS025,546,1
2006_2012,05CS026,3252,1
2006_2012,05CS027,850,1
2006_2012,05CS028,1164,1
2006_2012,05CS029,1081,5
2006_2012,05CS030,907,5
2006_2012,05CS031,1262,1
2006_2012,05CS032,746,1
2006_2012,06CS001,8989,1
2006_2012,06CS002,1150,5
2006_2012,06CS003,2246,1
2006_2012,06CS004,904,2
2006_2012,06CS005,6892,1
2006_2012,06CS006,1657,3
2006_2012,06CS007,1253,1
2006_2012,06CS008,6021,1
2006_2012,06CS009,802,2
2006_2012,06CS010,935,1
2006_2012,06CS011,5255,1
2006_2012,06CS012,806,1
2006_2012,06CS013,505,3
2006_2012,06CS014,57770,1
2006_2012,06CS015,939,1
2006_2012,06CS016,1650,1
2006_2012,06CS017,739,2
2006_2012,06CS018,783,1
2006_2012,06CS019,1535,1
2006_2012,06CS020,682,2
2006_2012,06CS021,2308,1
2006_2012,06CS022,1218,1
2006_2012,06CS023,895,1
2006_2012,06CS024,17287,1
2006_2012,06CS025,2581,1
2006_2012,06CS026,14004,1
2006_2012,06CS027,9897,1
2006_2012,06CS028,278,1
2006_2012,06CS029,12206,1
2006_2012,06CS030,19134,1
2006_2012,06CS031,5639,1
2006_2012,06CS032,4744,1
2006_2012,06CS033,2172,1
2006_2012,06CS034,4395,1
2006_2012,06CS035,2892,1
2006_2012,06CS036,9008,1
2006_2012,06CS037,1650,1
2006_2012,06CS038,1930,1
2006_2012,06CS039,2857,1
2006_2012,06CS040,3811,1
2006_2012,06CS041,3561,1
2006_2012,06CS042,733,1
2006_2012,06CS043,2808,1
2006_2012,06CS044,5029,1
2006_2012,06CS045,1115,1
2006_2012,06CS046,546,1
2006_2012,08CS001,16531,1
2006_2012,08CS004,323,3
2006_2012,08CS005,555,3
2006_2012,08CS006,718,2
2006_2012,08CS008,792,1
2006_2012,08CS009,402,6
2006_2012,08CS010,3594,1
2006_2012,08CS011,297,2
2006_2012,08CS012,322,9
2006_2012,08CS014,546,2
2006_2012,08CS015,1754,1
2006_2012,08CS016,556,4
2006_2012,08CS017,1248,1
2006_2012,08CS018,276,5
2006_2012,08CS019,305,5
2006_2012,08CS020,1551,1
2006_2012,08CS021,529,5
2006_2012,08CS022,532,6
2006_2012,09CS001,6379,1
2006_2012,09CS002,7681,1
2006_2012,09CS003,1704,1
2006_2012,09CS004,1352,1
2006_2012,09CS005,7434,1
2006_2012,09CS006,2272,1
2006_2012,09CS007,935,1
2006_2012,09CS008,944,1
2006_2012,10CS001,1365,1
2006_2012,10CS002,4204,1
2006_2012,10CS003,2011,1
2006_2012,11CS001,4928,1
2006_2012,12CS001,1610,1
2006_2012,12CS002,725,3
2006_2012,12CS003,1496,1
2006_2012,12CS004,5806,1
2006_2012,12CS005,14415,1
2006_2012,12CS006,2222,1
2006_2012,12CS007,2308,1
2006_2012,12CS008,1374,1
2006_2012,12CS009,2674,1
2006_2012,12CS010,687,1
2006_2012,12CS011,474,2
2006_2012,12CS012,773,3
2006_2012,12CS013,7157,1
2006_2012,12CS014,2956,1
2006_2012,12CS015,7005,2
2006_2012,12CS016,2078,2
2006_2012,12CS017,786,3
2006_2012,12CS018,654,3
2006_2012,12CS019,2417,1
2006_2012,12CS020,1401,1
2006_2012,12CS021,8786,1
2006_2012,12CS022,784,2
2006_2012,12CS023,1691,1
2006_2012,12CS024,821,2
2006_2012,12CS025,610,3
2006_2012,12CS026,3317,1
2006_2012,12CS027,5822,1
2006_2012,12CS028,673,5
2006_2012,12CS029,3386,1
2006_2012,12CS030,4110,1
2006_2012,12CS031,1697,1
2006_2012,12CS032,17949,1
2006_2012,12CS033,618,1
2006_2012,12CS034,604,1
2006_2012,12CS035,1481,1
2006_2012,12CS036,6734,1
2006_2012,12CS037,1654,1
2006_2012,12CS038,13210,1
2006_2012,12CS039,5365,1
2006_2012,12CS040,11236,1
2006_2012,12CS041,5680,1
2006_2012,12CS042,911,1
2006_2012,12CS043,1077,1
2006_2012,12CS044,4774,1
2006_2012,12CS045,2856,1
2006_2012,12CS046,1426,1
2006_2012,12CS047,2542,1
2006_2012,12CS048,1085,1
2006_2012,13CS001,709,4
2006_2012,13CS002,738,4
2006_2012,13CS003,484,2
2006_2012,13CS004,535,2
2006_2012,13CS005,931,2
2006_2012,13CS006,766,1
2006_2012,13CS007,1787,2
2006_2012,13CS008,546,4
2006_2012,13CS009,803,3
2006_2012,13CS010,680,2
2006_2012,13CS011,516,2
2006_2012,13CS012,456,1
2006_2012,13CS013,819,4
2006_2012,13CS014,652,3
2006_2012,13CS015,610,8
2006_2012,13CS016,404,2
2006_2012,13CS017,802,4
2006_2012,13CS018,1041,2
2006_2012,13CS019,490,1
2006_2012,13CS020,2158,1
2006_2012,13CS021,1156,3
2006_2012,13CS022,1405,2
2006_2012,13CS023,1047,3
2006_2012,13CS024,1367,1
2006_2012,13CS025,3556,1
2006_2012,13CS026,649,2
2006_2012,13CS027,916,2
2006_2012,13CS028,777,1
2006_2012,13CS029,839,4
2006_2012,13CS030,555,4
2006_2012,13CS031,646,3
2006_2012,13CS032,662,3
2006_2012,13CS033,4066,1
2006_2012,13CS034,996,2
2006_2012,13CS035,803,1
2006_2012,13CS036,891,4
2006_2012,13CS037,664,1
2006_2012,13CS038,1489,2
2006_2012,13CS039,740,1
2006_2012,13CS040,842,3
2006_2012,13CS041,6113,1
2006_2012,13CS042,570,2
2006_2012,13CS043,845,2
2006_2012,13CS044,3215,1
2006_2012,13CS045,1223,1
2006_2012,13CS046,585,4
2006_2012,13CS047,802,2
2006_2012,13CS048,537,3
2006_2012,13CS049,1153,1
2006_2012,13CS050,916,1
2006_2012,13CS051,785,5
2006_2012,13CS052,598,6
2006_2012,13CS053,768,1
2006_2012,13CS054,836,8
2006_2012,13CS055,1792,1
2006_2012,13CS056,715,1
2006_2012,13CS057,700,1
2006_2012,13CS058,1828,1
2006_2012,13CS059,587,1
2006_2012,13CS060,592,1
2006_2012,13CS061,582,2
2006_2012,13CS062,607,1
2006_2012,13CS063,695,1
2006_2012,13CS064,888,5
2006_2012,13CS065,757,1
2006_2012,13CS066,822,7
2006_2012,15CS001,1430,1
2006_2012,15CS002,6812,1
2006_2012,15CS003,923,1
2006_2012,15CS004,511,1
2006_2012,16CS001,2336,1
2006_2012,16CS002,591,1
2006_2012,16CS003,751,3
2006_2012,16CS004,672,6
2006_2012,16CS005,538,4
2006_2012,16CS006,678,3
2006_2012,16CS007,712,1
2006_2012,16CS008,1225,1
2006_2012,16CS009,515,7
2006_2012,16CS010,391,3
2006_2012,16CS011,432,6
2006_2012,16CS012,1033,1
2006_2012,16CS013,642,6
2006_2012,16CS014,660,1
2006_2012,17CS001,795,1
2006_2012,17CS002,709,3
2006_2012,17CS003,2912,2
2006_2012,17CS004,564,5
2006_2012,17CS005,686,4
2006_2012,17CS006,915,3
2006_2012,17CS007,1182,1
2006_2012,17CS008,660,2
2006_2012,17CS009,646,4
2006_2012,17CS010,715,4
2006_2012,17CS011,822,2
2006_2012,17CS012,500,1
2006_2012,17CS013,39168,1
2006_2012,17CS014,872,4
2006_2012,17CS015,636,1
2006_2012,17CS016,626,3
2006_2012,17CS017,5624,1
2006_2012,17CS018,625,4
2006_2012,17CS019,979,3
2006_2012,17CS020,991,3
2006_2012,17CS021,749,2
2006_2012,17CS022,568,3
2006_2012,17CS023,822,2
2006_2012,17CS024,641,4
2006_2012,17CS025,528,1
2006_2012,17CS026,451,1
2006_2012,17CS027,593,2
2006_2012,17CS028,2844,2
2006_2012,17CS029,2744,1
2006_2012,17CS030,1001,1
2006_2012,17CS031,690,1
2006_2012,17CS032,4030,1
2006_2012,17CS033,1335,1
2006_2012,17CS034,1012,2
2006_2012,17CS035,1156,1
2006_2012,17CS036,881,2
2006_2012,17CS037,1782,1
2006_2012,17CS038,1077,1
2006_2012,17CS039,1857,2
2006_2012,17CS040,2654,2
2006_2012,17CS041,448,1
2006_2012,17CS042,2081,2
2006_2012,17CS043,575,2
2006_2012,17CS044,1409,1
2006_2012,17CS045,874,7
2006_2012,17CS046,1288,1
2006_2012,17CS047,944,1
2006_2012,17CS048,3738,1
2006_2012,17CS049,737,1
2006_2012,18CS001,498,2
2006_2012,18CS002,3131,2
2006_2012,18CS003,794,2
2006_2012,18CS004,493,3
2006_2012,18CS005,713,3
2006_2012,18CS006,1373,2
2006_2012,18CS007,779,3
2006_2012,18CS008,963,1
2006_2012,18CS009,1506,3
2006_2012,18CS010,1357,2
2006_2012,18CS011,617,3
2006_2012,18CS012,845,3
2006_2012,18CS013,460,2
2006_2012,18CS014,516,2
2006_2012,18CS015,1154,1
2006_2012,18CS016,724,3
2006_2012,18CS017,1527,1
2006_2012,18CS018,609,3
2006_2012,18CS019,703,1
2006_2012,18CS020,680,3
2006_2012,18CS021,961,3
2006_2012,18CS022,542,2
2006_2012,18CS023,780,1
2006_2012,18CS024,624,2
2006_2012,18CS025,1170,1
2006_2012,18CS026,554,1
2006_2012,18CS027,707,2
2006_2012,18CS028,1059,2
2006_2012,18CS029,652,2
2006_2012,18CS030,697,2
2006_2012,18CS031,695,3
2006_2012,18CS032,1092,1
2006_2012,18CS033,654,1
2006_2012,18CS034,990,3
2006_2012,18CS035,4549,1
2006_2012,18CS036,1031,1
2006_2012,18CS037,901,3
2006_2012,18CS038,1391,1
2006_2012,18CS039,7591,2
2006_2012,18CS040,872,3
2006_2012,18CS041,785,1
2006_2012,18CS042,592,1
2006_2012,18CS043,705,3
2006_2012,18CS044,1233,1
2006_2012,18CS045,2323,1
