period,cluster,ucod_age_0-44,ucod_age_45-64,ucod_age_65-79,ucod_age_80+
1999_2006,C323,60.25367583086286,53.78874862730795,50.21939649787835,51.092263382927946
1999_2006,C324,66.44901683599403,54.859368327142526,54.331582018370575,59.82546336538762
1999_2006,C325,59.63079869918976,56.04805325239813,52.59116259470379,55.128848969758316
1999_2006,C326,58.07454198803637,56.21313468559021,51.67087854172903,54.682501470943485
1999_2006,C327,61.5969381766093,54.462604383582274,52.79965386502546,52.78522706002548
1999_2006,C328,63.31497912587167,56.61660085110775,52.64299728081624,58.27568063118697
1999_2006,C329,63.47358301671061,55.11847157812423,50.92294863006619,56.023606286881474
1999_2006,C33,67.86539424329764,59.800937651706995,53.94405545276559,56.925140859198144
1999_2006,C330,58.85349464152561,57.293337127651675,51.48722887341308,58.21498388133055
1999_2006,C331,65.32811662271138,55.52405761366834,52.41433699265537,57.52331385488733
1999_2006,C332,60.72549428766557,54.77306666648233,51.53597557050268,55.13637594246594
1999_2006,C333,63.602821532599606,53.43431666229905,49.191072530868304,56.38773537297978
1999_2006,C334,63.99428307272188,52.54645292614903,49.851772531402666,56.389666464159134
1999_2006,C335,60.027207467032504,55.93039871705539,53.19432124695167,56.48608367144731
1999_2006,C336,59.66785880970819,52.68124944275477,51.13239330923624,53.38094637814971
1999_2006,C337,61.69163074358961,55.736558567526856,54.010606206009,56.004000868596925
1999_2006,C338,67.10566766100234,56.677064692517234,52.59807500111301,59.8145469641897
1999_2006,C339,63.6673156227435,55.186617677569316,50.85640188137766,54.684064429756106
1999_2006,C34,70.38150077059349,58.222438678886284,51.828585914891804,54.76894507875043
1999_2006,C340,62.05657506072226,54.88226988120149,52.322076686860875,55.556161891201874
1999_2006,C341,60.99838767571319,54.9611312458953,51.49467500699813,53.66026342086722
1999_2006,C342,64.17931811892537,55.719014588789,54.1413654306627,58.68474208305483
1999_2006,C343,61.381938136198116,57.58384722813156,55.44432718278731,58.64729974911467
1999_2006,C344,59.65304429217801,50.622537744544125,48.98300935588436,50.22693862407505
1999_2006,C345,60.70409707181026,52.912458639293575,50.102186132791495,50.74958928973163
1999_2006,C346,62.491470791704245,53.35789999303068,52.67084302757478,55.586638349229084
1999_2006,C347,63.212089358665004,55.27690262045876,52.49905705076947,56.36238089475548
1999_2006,C348,59.85676903443254,53.61607791655022,50.407610909284294,53.20766954569412
1999_2006,C349,60.01368955038221,57.52127074677098,56.08297273501967,57.67077917196535
1999_2006,C35,67.83252013891486,58.457718831153834,52.43215853292425,55.51733530012166
1999_2006,C350,59.844080457217615,54.03814456752991,50.37910107383423,53.568865814193295
1999_2006,C351,60.658824259372494,50.67244602997179,50.788714177343955,54.85917885678128
1999_2006,C352,62.51886652183108,53.69842576063104,50.79229230414648,56.175914222668126
1999_2006,C353,57.637854873044084,51.24422343541198,49.30970933913237,52.462928730806375
1999_2006,C354,60.392459518031146,53.00270036114437,52.21799715492527,53.44482526808149
1999_2006,C355,60.99162143627006,50.1523224538877,49.67142436055659,51.24676357729488
1999_2006,C356,62.25967964715048,57.22557255617335,50.472271815589885,58.742031421471985
1999_2006,C357,66.52657994948063,57.46947019825565,52.774781910526166,58.635071797423876
1999_2006,C358,59.5900518855225,55.52999057628944,53.14361343495486,56.09626842008611
1999_2006,C359,60.860982365929324,52.57893814869994,52.84892214526301,55.86607808734914
1999_2006,C36,68.4610386269587,57.13859076794737,53.17291976526824,53.9628165208199
1999_2006,C360,60.88801091533353,55.40324789014999,53.08881031303028,55.29552965857192
1999_2006,C361,61.98764816402294,55.165102006474605,50.521081494345225,56.02855425929259
1999_2006,C362,63.04505486221675,56.49590179935562,51.59015474416039,56.385579173091294
1999_2006,C363,64.00765666942162,53.49202985968533,49.144981072939174,55.034594115124
1999_2006,C364,61.02779619257044,52.66079859558444,50.50179878864605,52.94824980258406
1999_2006,C365,60.491118530333054,56.66137062847397,52.60917008495631,56.43873804769373
1999_2006,C366,59.90066819825027,53.907260943958576,50.650860276750905,52.90660483726399
1999_2006,C367,60.87065269064543,49.05736315130079,48.9443153795814,54.17329330214501
1999_2006,C368,61.109616299656686,53.28895941985102,50.728843085098234,55.313504545245756
1999_2006,C369,62.463100704748285,53.642419839963296,52.09292933344726,54.07039881669909
1999_2006,C37,70.44505455486598,60.64810998518376,54.56763133696489,56.18220780368678
1999_2006,C370,61.95240261318868,55.55488604965811,51.658762326680524,56.40773263908644
1999_2006,C371,61.47694936931524,53.858521556762916,52.86992212405626,55.208013922883694
1999_2006,C372,64.280696428448735,54.990554108306576,52.23137186480216,55.08843431848177
1999_2006,C373,59.04991650017459,54.634936910306195,51.106688188453916,53.46818624289398
1999_2006,C374,63.213699926061096,60.017744520761454,56.51767948491253,59.618141106108155
1999_2006,C375,62.825926729274,53.94615235155657,51.82078808924483,54.50404732109258
1999_2006,C376,64.23374218695749,56.69147183690633,51.77815179392578,56.33452215903437
1999_2006,C377,58.41696509049596,56.02614310987648,52.42314451065921,54.46959227340261
1999_2006,C378,65.15498480755741,57.98220064555432,54.736955963267484,58.141840469936874
1999_2006,C379,57.965827415930065,55.26034242807914,51.99265441227329,55.148505808567016
1999_2006,C38,66.556556969283875,58.735311145386746,53.92567399736872,56.82428001500819
1999_2006,C380,60.60674422147613,56.21491365382117,52.693343196001194,53.922182869226546
1999_2006,C381,60.97356572772489,55.15082967262192,52.404463267904326,56.840955675464855
1999_2006,C382,58.67613888007031,54.604065169321984,50.82851330507237,56.179537689329635
1999_2006,C383,62.04426919993389,55.31878241791563,52.50676947517259,55.85072392573952
1999_2006,C384,60.74166787394125,56.842668284650884,53.7606628133813,56.79832517347719
1999_2006,C385,58.232301655109396,52.424355753567134,49.84685067104198,54.3567636312956
1999_2006,C386,63.676658426529464,53.717881623730804,51.00734795952889,56.97471713810966
1999_2006,C387,54.494078437259084,48.91449107756592,50.02156304442627,52.36000938423035
1999_2006,C388,62.11108913621997,54.6455289451614,52.34726876098479,55.67108400575624
1999_2006,C389,62.7517597104684,59.34514030107735,53.461003136619055,58.20339183481377
1999_2006,C39,68.43930870256565,57.48952078463056,53.58206824466446,56.85338823034527
1999_2006,C390,60.818508250984,57.25248276821584,53.81139704754041,57.57727080538428
1999_2006,C391,60.95450880033143,56.37370993585367,54.817273872261815,56.83794418554911
1999_2006,C392,59.34983276587943,49.457148224783204,48.7068019483801,54.22665562438867
1999_2006,C393,61.10954004628605,52.52986642771617,49.479401805092856,53.45753464115186
1999_2006,C394,59.95882046361367,51.95126927902344,51.217986985278024,54.20253893440775
1999_2006,C395,64.29119257354755,57.364512293129465,51.207431961954775,56.78850060728906
1999_2006,C396,62.03649764602751,54.880072551143,51.87109279342481,54.74976783277771
1999_2006,C397,59.05278488379938,54.42094943359954,51.60982747034767,55.47397963936035
1999_2006,C398,64.01352602001016,58.39601832398556,51.85054686104645,60.60209958775669
1999_2006,C399,64.24411398610714,54.38197577540185,51.477459424002944,57.79160099406093
1999_2006,C4,70.09512395227611,59.947036429779516,53.39588162590115,55.57512601998135
1999_2006,C40,66.2004808359054,57.42988080730604,52.53216323235131,57.11337623002553
1999_2006,C400,56.30477632241056,51.03764942016626,49.57966170459064,52.024818005756146
1999_2006,C401,63.57860566771185,52.29136679013536,50.54180179546787,55.79343749127728
1999_2006,C402,62.962946251808496,53.58637363424163,49.01455681784068,54.04393154133941
1999_2006,C403,58.363575846988326,53.84210835482105,53.2421796684352,55.56463535650173
1999_2006,C404,59.47473203979434,51.22451375589794,47.01190532553395,51.53291862941066
1999_2006,C405,59.63191719226265,54.77158425572072,53.23287200738331,56.962103563441644
1999_2006,C406,60.00749424247667,56.44664095194453,52.885988986450535,58.68320961683865
1999_2006,C407,58.66714318081676,50.36769931415339,48.57177595467782,50.673519041288046
1999_2006,C408,61.30395585431823,56.46736227534183,54.71459080989767,58.5251967286946
1999_2006,C409,51.936118960096756,44.96399367863258,50.71242551928641,50.57802928559738
1999_2006,C41,63.03916807513054,56.041419116386074,51.4951195819408,57.18341145549759
1999_2006,C410,63.96823224201272,51.92787204348935,52.10384776049112,55.28336454841875
1999_2006,C411,60.78086208604001,52.828863116569146,49.091186937462865,54.499185220453676
1999_2006,C412,59.9134313391686,49.5085858534953,48.57428278007972,49.434360343590704
1999_2006,C413,62.75368086257795,52.21868754972966,51.2976885603451,56.671778706023346
1999_2006,C414,61.17943936482007,54.89275653183314,51.97723998100677,56.711332516545205
1999_2006,C415,58.878463985874454,53.583959127095774,52.87708049054746,56.36069323673518
1999_2006,C416,60.585325141689566,54.3147460105689,51.982409623665774,55.543991754406576
1999_2006,C417,58.2045694063355,54.0920993649797,52.84240431639475,55.46545034131825
1999_2006,C418,57.67342016191735,53.80590383690042,51.63708737130621,52.07105179482533
1999_2006,C419,61.32810105384411,50.478236277467175,48.53127867710837,53.34900928369508
1999_2006,C42,56.225029214465245,57.37084821886937,52.49762115733285,56.36575420719839
1999_2006,C420,58.9140125274324,52.454544255858536,49.86211223212976,52.728573904202676
1999_2006,C421,59.91155636500431,55.3644498663363,51.88463668694527,54.56457769197477
1999_2006,C422,60.17914939278417,53.69445702396223,47.221036190040586,52.99697337801485
1999_2006,C423,65.39262405121617,55.26441008284151,52.561608327178554,56.73897259236198
1999_2006,C424,60.3290965750213,51.12057533636949,49.89679084786068,55.00468041649392
1999_2006,C425,61.22422853935435,55.95374162586152,50.57457909560293,53.998206643249816
1999_2006,C426,60.06560426864989,54.86848231124617,53.634022400308716,56.951141936771386
1999_2006,C427,55.43936141476741,49.00417187961531,52.00849977368099,52.901019819357984
1999_2006,C428,62.608644903778696,55.444961189609906,53.23306862646409,56.23132927395588
1999_2006,C429,59.746185932170064,56.335883261931734,52.47127376518541,55.24048030719819
1999_2006,C43,67.33376888528922,57.043522945235495,53.0416716891029,54.55368170997759
1999_2006,C430,63.10392109047726,58.49927417157146,52.05629971675036,56.56508338393225
1999_2006,C431,58.08427064209241,52.68502160452743,53.25529775981731,55.24214728251054
1999_2006,C432,57.66188551642757,52.0918361505228,51.42371749480059,53.315143341946474
1999_2006,C433,62.630317392078986,53.019601601778675,49.962498223284946,54.67018179625391
1999_2006,C434,60.52904557512481,50.384993284639755,48.745524831114516,52.60488475117295
1999_2006,C435,62.46390324021844,56.53395054567791,50.99050728038305,55.26857667814771
1999_2006,C436,62.67182263654161,58.36406542837022,56.683377063420096,59.3205040134441
1999_2006,C437,60.191843470319554,53.11213867155681,50.59436475179131,51.042851692163396
1999_2006,C438,62.41326849326915,57.824569185863226,53.23341584043745,58.69129387352759
1999_2006,C439,60.89389787584404,52.457822079656374,50.22737165404128,54.8743044345098
1999_2006,C44,66.86648534045904,58.227195534655394,53.57613372172069,54.68539135195659
1999_2006,C440,60.63516253875388,54.41976501999101,51.29918955608114,54.08465730045101
1999_2006,C441,61.81115575001446,54.35592865809577,52.20151356802341,56.904379646729836
1999_2006,C442,57.69462973892035,55.92141179346533,53.17948885891945,56.58901300858877
1999_2006,C443,61.56239342702406,56.855420242935764,54.088082469716085,59.50864808724817
1999_2006,C444,59.061504716720044,52.570653729407056,51.730462271723695,55.145989719829714
1999_2006,C445,59.54186902448432,56.48514736942666,52.775792348371795,58.38015512971237
1999_2006,C446,62.871028525633136,55.65147210260961,52.90442511201618,57.85554921403555
1999_2006,C447,58.49241759169563,51.70306972955305,50.01573871520597,53.13877675546994
1999_2006,C448,58.23989115005238,51.35880707157217,50.64775723426738,53.379508995713195
1999_2006,C449,56.136133103442816,53.26624336070597,51.58662262988433,54.691742808503705
1999_2006,C45,65.19918627822943,59.59760248803659,53.333495343157495,56.4311674919598
1999_2006,C450,61.05369698821219,56.50697166847074,52.351795457536035,54.451354182242426
1999_2006,C451,60.21009851091419,56.4636325042986,54.4142504260478,58.96214964160102
1999_2006,C452,58.54635830333762,54.903686224247345,53.18206911186173,56.03005627001512
1999_2006,C453,59.24830528393667,53.96387098653212,50.16008783485039,52.225075744988594
1999_2006,C454,60.01687335176516,53.76443460035209,49.49475295275838,53.490584441923474
1999_2006,C455,62.058739996171774,52.7821678827331,52.797957471365514,54.631707677103954
1999_2006,C456,58.069859976198295,54.83529144835998,53.92711381974017,56.25066138433698
1999_2006,C457,60.38046109211398,53.79528860137637,50.94546197835963,56.271721063996765
1999_2006,C458,58.55674518719418,53.25604025456669,52.69638851843415,54.98371918790467
1999_2006,C459,52.50478087559527,50.52689481535806,48.41491465149613,48.80021090517996
1999_2006,C46,67.2406523495699,59.8725323256015,56.897947244157635,59.027323673937026
1999_2006,C460,58.74791570312993,56.632594648259456,53.36980594013159,58.005502256991655
1999_2006,C461,61.03709694828134,52.68404290087668,52.09698368601815,56.114065288433196
1999_2006,C462,60.781570014789374,53.05745787999706,49.16342960902963,52.02677130679665
1999_2006,C463,60.603959821010484,53.47110261472417,49.921234389159814,55.56124714436511
1999_2006,C464,62.92127114570461,54.543785007769415,52.653897339533366,56.39668703844814
1999_2006,C465,61.86136071168568,53.54526330740132,51.729915360673566,55.68979897557811
1999_2006,C466,61.30425374866908,53.641825352542405,51.578975309515165,56.15757299588663
1999_2006,C467,60.01590317590676,56.09269827371839,54.80117822054835,58.81822856816687
1999_2006,C468,59.11570077893003,55.97589450090595,51.52255071647536,58.78764851996033
1999_2006,C469,62.87732077090412,57.940065237271604,53.76127233889991,58.10814367020233
1999_2006,C47,66.73888893201202,57.37648624016091,52.08109458013804,56.33649900277318
1999_2006,C470,58.688536228748276,51.655752360774954,50.56302418356287,54.216302733710464
1999_2006,C471,62.25355986151436,58.56698074532687,55.44134092735318,58.470673184761615
1999_2006,C472,58.63290098186007,53.48152207177364,50.2320134404899,53.4485935875552
1999_2006,C473,58.27521462400857,54.483501889292015,49.961952594687936,52.60691037490071
1999_2006,C474,62.81606856013013,55.142079818721825,50.9626360007764,55.53541402154886
1999_2006,C475,62.429041581961215,55.67267546974643,50.93113467512928,55.451099294114385
1999_2006,C476,60.509514723834855,51.94958519645854,50.143912889467835,52.66510647764892
1999_2006,C477,61.68592366626917,53.52168358010784,50.822229684120984,56.75684003466814
1999_2006,C478,52.71367311095635,54.655590596830955,52.519313249611926,55.313240794732856
1999_2006,C479,61.558468553422905,56.37019289341603,52.03462900523053,56.182207431232854
1999_2006,C48,65.92455118284893,57.06690000975056,52.84102997440375,52.31549722939709
1999_2006,C480,58.27614318885191,53.14452563238488,50.064835909658306,54.59699363622462
1999_2006,C481,59.469185001472965,56.383021217248306,52.946852268414744,57.639892272192874
1999_2006,C482,56.682807470138506,55.16798443457672,51.51486112058328,53.75515427399836
1999_2006,C483,60.56336273351939,55.6586864282463,52.17246341167786,53.93139538118801
1999_2006,C484,58.813140062265596,54.46236017909463,50.56110451490388,54.84917867528837
1999_2006,C485,55.77870499629273,50.4414419673511,49.44314577906874,50.5941403179754
1999_2006,C486,61.92724683306322,52.77155207799876,50.36667484986865,54.6239696303291
1999_2006,C487,59.092814696227464,53.28200159022011,52.57910967563875,56.51382217401549
1999_2006,C488,58.75194835360482,57.21610463958164,53.71250496328554,56.72127559214178
1999_2006,C489,59.49073471505627,49.146600160159224,47.58914384316832,52.77969150419304
1999_2006,C49,67.27799988626336,55.347147104608126,51.433337030844996,51.92591178023245
1999_2006,C490,60.0075141900466,50.8298624292951,48.880236943871786,53.43205219186378
1999_2006,C491,59.95692108382485,54.351208028904736,51.7092780901271,54.86675905313757
1999_2006,C492,58.446038585075634,50.83504802874656,48.66832574047965,50.99976458017062
1999_2006,C493,56.461382602041795,51.8212051464161,52.136877202328414,53.38619703777411
1999_2006,C494,61.624893020388576,55.89121901793465,52.922649246250955,58.175713444697806
1999_2006,C495,59.713598004154164,50.861718953206115,48.98645089602992,53.35505805240989
1999_2006,C496,60.667220372975876,55.484709909819955,49.519116615359415,53.46871347459383
1999_2006,C497,53.49177754971458,50.83160587224147,48.169568603655954,49.44099153883865
1999_2006,C498,55.57090662162606,51.806496564278035,50.43348823108182,53.385431763230784
1999_2006,C499,58.350515208996136,50.36129958245919,48.729979160028954,51.592151307862416
1999_2006,C5,67.37163623544971,58.71793993354527,53.747036449041616,59.512514461832296
1999_2006,C50,65.67924341545452,57.18820239726717,50.40685325189185,49.55875395954379
1999_2006,C500,61.813885913851415,52.96599605802509,52.608489612713925,54.60664995602389
1999_2006,C501,60.98345332441651,52.55888027669636,50.21720961393212,53.28529686490539
1999_2006,C502,61.9145774750642,57.08593724522807,52.99788057364407,58.84583353216126
1999_2006,C503,58.60565192549176,56.58880542894891,54.24244848421109,60.31377801561025
1999_2006,C504,61.4982537369283,55.064914483850984,51.791236322980865,55.70266654209314
1999_2006,C505,61.746011253109366,49.81809039776664,50.356777240045076,53.467083087837366
1999_2006,C506,57.77833276878809,50.19509688499061,50.23576172351648,53.47688816581409
1999_2006,C507,61.47240092019819,52.53451290587442,49.23775131356553,54.50014301010475
1999_2006,C508,52.48103960823201,53.11683226937028,52.002093335450375,52.62683596800659
1999_2006,C509,62.66257255177633,52.85187761935427,52.48146393557647,54.44850145190962
1999_2006,C51,65.22668092871726,56.422652015391506,52.36730778414144,55.05154350861399
1999_2006,C510,60.17478422352031,49.986827330984816,49.11710134672841,55.343825246126386
1999_2006,C511,63.6725974991505,57.98286670906935,50.730317684124586,57.77237081922065
1999_2006,C512,62.878002751126196,55.909484684394165,54.26407541144187,54.86277323473239
1999_2006,C513,60.92168614703847,56.593672456394465,52.276258379310555,50.75692485540112
1999_2006,C514,56.04494496472774,53.158743871625354,51.7110370821578,53.09657829749581
1999_2006,C515,62.61012852335659,54.154037056293234,51.23200582153399,55.7843166829789
1999_2006,C516,58.98550426429767,54.84624059169933,51.60992525192343,54.55368154144587
1999_2006,C517,57.565963928569374,53.10555609224763,48.30547170806291,51.69848242584735
1999_2006,C518,52.352034068213214,51.120456581488185,48.761177782940486,49.84928310339977
1999_2006,C519,56.280132484420676,53.28004669500145,51.32966871524439,54.951132597334
1999_2006,C52,66.35406217337909,55.133445400701824,50.763781520549315,49.27393720402691
1999_2006,C520,58.63083087499987,51.18642852087573,51.93363266502709,56.273788628934426
1999_2006,C521,59.53121713849821,54.37340576952968,53.02764687008935,52.916397449457804
1999_2006,C522,62.03831271662912,54.7179413535257,52.35674678532694,56.536844716548444
1999_2006,C523,59.343340282138165,50.27711131068092,50.76869065552998,52.04918871508827
1999_2006,C524,58.39397110996146,52.11644046790863,45.90859020399022,47.92470687558627
1999_2006,C525,62.72085450608144,52.65188225160463,50.315942403043245,52.87724236394433
1999_2006,C526,60.98549740858511,54.43424761054118,54.80124217002001,58.228376663981614
1999_2006,C527,56.63117095759009,49.65841669742287,49.89392015793569,54.52801579992381
1999_2006,C528,58.92767759442601,51.079912336383735,51.463783893774874,52.27398823204812
1999_2006,C529,60.519132816130046,56.12833351053644,53.115525389715664,57.909608859597775
1999_2006,C53,66.5896886972518,58.89350485107845,52.569243871491715,58.302786216588586
1999_2006,C530,62.594056961362696,52.44169134177085,49.63637617003515,50.277272363513404
1999_2006,C531,60.59264008995911,52.668083597590396,52.58290220551432,55.629061371570344
1999_2006,C532,54.92886817907919,51.08346693915054,49.120372997633574,51.39721924460132
1999_2006,C533,57.38730944160417,52.53675617459917,50.31003287287348,53.54778610561827
1999_2006,C534,56.2338189370443,52.14814854089024,50.285998707378404,52.81434849374464
1999_2006,C535,59.053447178302655,54.95990938394104,52.58121012340774,56.60326832618478
1999_2006,C536,60.6023573594081,54.54558613189794,52.5023730348938,56.93309429396562
1999_2006,C537,57.490698789002266,55.123182523855284,53.321843566075614,55.37223152723606
1999_2006,C538,62.83297235002972,55.360226179494596,46.641426000653425,53.3922977584863
1999_2006,C539,60.92323431000909,59.751777856267644,54.6317191793856,59.46871505460017
1999_2006,C54,68.70722209623746,58.56036815194322,54.46311100792488,57.014344595044484
1999_2006,C540,59.20136841505487,52.90381213413572,50.17253912805452,52.87640479835157
1999_2006,C541,59.77422302597171,50.962072430683506,46.43101727784386,49.570186518313534
1999_2006,C542,61.22915556553163,52.14439159525825,48.67850217583723,53.310019940981576
1999_2006,C543,56.55029724723305,54.39157205168395,51.454006129542236,53.36583266937202
1999_2006,C544,61.961168577069586,56.9927276395068,54.069785311235236,57.25707136228219
1999_2006,C545,62.33597161654743,55.8387581003628,51.25754171308403,55.77869518359516
1999_2006,C546,59.44540321773004,54.614474957161214,52.467094061807835,55.31202250275029
1999_2006,C547,61.264199280998284,51.07235709819152,49.8054442784626,53.1486384305921
1999_2006,C548,59.62553103841047,54.56040405960012,52.083618266367225,56.90130721359242
1999_2006,C549,62.43307040139879,54.11501725073491,54.49396559371455,57.825022027019386
1999_2006,C55,66.84405852452939,58.430002523613695,55.063812912020566,55.4157688007222
1999_2006,C550,60.09136525065195,55.480175527220105,50.31887226111739,55.11104720545121
1999_2006,C551,57.165933656196664,51.62791928333864,51.764468524918165,54.33520062699028
1999_2006,C552,56.89291806813346,52.22965663791616,49.7433329962758,54.426049723953234
1999_2006,C553,61.763217997505166,50.492288293348764,51.44055027823811,56.87100420133369
1999_2006,C554,57.33548531859949,53.026289040827436,50.439276750898046,54.923454286776405
1999_2006,C555,56.581696577199594,54.13797665533662,52.59359480075603,56.16805271220262
1999_2006,C556,55.825466506713546,47.606022880957,46.68740058609836,50.98908852258829
1999_2006,C557,62.14207321825026,52.80179518943339,48.36305135787997,53.74266540211132
1999_2006,C558,54.19682456064161,51.85512848576064,51.516256044883924,54.019264960724286
1999_2006,C559,58.018346994712815,53.31681356645451,53.67834880840547,57.35178375389035
1999_2006,C56,60.267508233335434,59.79199795384633,53.47279659648349,56.320667292474155
1999_2006,C560,56.4951503603763,52.065424512506254,51.00194779056986,53.665217802007085
1999_2006,C561,60.10902147050941,54.00267694633655,51.15615945392699,53.66711041499568
1999_2006,C562,54.931697082455756,51.3733114505053,50.55787582977195,54.90545548330725
1999_2006,C563,59.623221523945865,51.22259420508534,49.3649278447043,53.53175878006648
1999_2006,C564,60.11096357698164,56.7563644794267,54.67588664181862,56.45043624967363
1999_2006,C565,61.214096176174,51.372356195262554,50.171552153268074,54.790490147484974
1999_2006,C566,54.08511920884407,52.78045952069975,51.41889642993401,54.47045134918077
1999_2006,C567,60.53301945739212,53.246318008453,51.00901861237572,59.79202314790294
1999_2006,C568,62.9382704905876,53.97236445527595,50.71690523986716,56.8035417832711
1999_2006,C569,58.39687517841452,54.1703399983922,51.44480544935837,56.52896542271282
1999_2006,C57,65.23512211276301,56.78671259845463,51.44307878435815,55.491774813867835
1999_2006,C570,53.20485135365588,52.250184109205364,48.64617900689995,51.506724230321716
1999_2006,C571,61.55480810591817,56.89735611978339,51.21430935964235,55.80784969340189
1999_2006,C572,61.87687050331428,56.374340347979974,52.47622863564956,55.95507595130309
1999_2006,C573,56.323266827368215,51.833591496623164,51.111161586984736,54.46779049771019
1999_2006,C574,56.0259368500815,53.569908230324195,48.09407555756922,52.11903737164428
1999_2006,C575,56.27314315574693,51.7068759121977,49.1290014812661,53.724203656490786
1999_2006,C576,59.19196390271253,53.42316074910972,49.73788766249717,53.23017214169742
1999_2006,C577,62.23623791116916,56.26869042094875,52.36170380769874,57.3857842417607
1999_2006,C578,61.30306009241639,51.935081568238544,48.49864952281742,54.800009042741856
1999_2006,C579,56.577590697042446,52.009891324184196,52.262178845729565,52.7885150949031
1999_2006,C58,65.2756377158612,56.17892819355907,51.890073363223514,53.662240538302335
1999_2006,C580,62.23769737461975,53.49319343584049,50.04425204824614,58.01920292076246
1999_2006,C581,62.11463564367706,56.620427249353206,54.12200296289657,57.50108647019545
1999_2006,C582,54.46277962982963,46.79013871556589,47.4940771592865,52.77330976548116
1999_2006,C583,59.936465350270865,52.28075512627109,50.7289025080934,56.079975201991395
1999_2006,C584,58.25494433209228,52.16659443718927,50.77293246652387,55.209397623563376
1999_2006,C585,54.95716991213916,52.77837945853378,51.710908789218074,54.76769984034174
1999_2006,C586,55.31543517846034,50.89884334884833,51.724088860567925,54.07446937728596
1999_2006,C587,56.92855346519526,53.05447008974791,50.83580335965539,54.344985300929295
1999_2006,C588,62.23721693594868,55.868842274879064,51.97031993519543,57.01800555635803
1999_2006,C589,59.29070755461004,52.838351501224416,54.01668289668495,58.02706120467576
1999_2006,C59,66.91048722643879,59.47167610239021,52.617528234185706,56.69325754885909
1999_2006,C590,61.45389269169331,54.676523745570265,51.56995126849841,54.56925718792562
1999_2006,C591,55.670471558743,53.93280690759267,52.35814406264465,55.19344905535244
1999_2006,C592,59.25304268268279,54.38987243460645,52.274395309307025,57.741705828788376
1999_2006,C593,60.380283391529325,59.23886429125359,52.89900374614166,60.51659031708366
1999_2006,C594,58.84671966744884,54.99632422343268,51.39146714296993,55.96070776296311
1999_2006,C595,58.06849184181382,51.44845289066199,50.04608566388331,54.60007452533005
1999_2006,C596,57.968997586555055,51.561115812684314,48.57191611436306,53.79962519430469
1999_2006,C597,56.12953808769503,50.90377616811387,51.17327590230628,52.027177464175814
1999_2006,C598,61.66050510097346,53.26527361919075,51.82668974228585,57.622665707283616
1999_2006,C599,56.29483057667294,51.96104612166496,49.36839290348828,50.50584458239024
1999_2006,C6,61.69174134407606,55.58600850824005,49.741196334436296,53.46148449268174
1999_2006,C60,62.30840447072839,59.21717406886156,54.545938571989716,55.75979825679124
1999_2006,C600,55.86325294417986,48.901220981837774,49.35946600644627,54.52105724792752
1999_2006,C601,58.81289849570536,53.59711229376575,53.51186234898836,55.818841456246886
1999_2006,C602,59.42817551127809,52.906909379971054,52.14597348893831,58.319500101363694
1999_2006,C603,56.820475444865814,51.739842974858696,49.54706242948506,53.712404477419966
1999_2006,C604,59.56406097509189,52.67539314444286,50.09643218732032,53.06191200903871
1999_2006,C605,61.633180574423925,56.11470574259972,54.66263551301454,58.628721592126205
1999_2006,C606,53.05617641198484,46.4268354678394,48.28005458711439,53.95625673955445
1999_2006,C607,59.842373728028406,54.584153109563275,48.27945584491901,53.38267382021892
1999_2006,C608,62.664270609982,57.0056981812923,52.461849373943494,55.556241438234046
1999_2006,C609,56.196710961715226,54.917399109683565,51.20022861103866,57.31124294551974
1999_2006,C61,65.44530385262902,56.145125884708854,51.16220933717517,51.28466055728227
1999_2006,C610,59.139359827580094,52.72925210200114,47.92947905823136,51.12253669060591
1999_2006,C611,63.176164386997115,54.24456135490091,52.448779305891954,57.339487091277334
1999_2006,C612,57.50504214012371,52.014215248963175,49.99870772920655,56.25566520352783
1999_2006,C613,59.399800113104725,50.52721355059736,49.071738541303844,53.09603449324588
1999_2006,C614,64.24597659288766,55.55723757272293,51.491592103408394,57.849418782232235
1999_2006,C615,57.61033745480139,51.28335812324075,49.32976135881118,52.54886759339548
1999_2006,C616,58.2188147797486,51.53753970719307,48.78403180090861,55.30958523147777
1999_2006,C617,58.68843353920388,50.39895158446648,46.893109591542824,52.16583829715166
1999_2006,C618,55.3213980807441,51.363369227071765,50.075498734406935,54.08774514648575
1999_2006,C619,55.03307085725682,51.01012407879979,47.143449767313065,50.83046404821173
1999_2006,C62,66.04550173263844,56.835928155200435,53.29224849716937,55.03283380328673
1999_2006,C620,53.623728650399165,53.614449165560565,48.56313991375419,49.42577328500762
1999_2006,C621,57.30925267053206,51.117446948491335,52.750724605846685,53.33756745522294
1999_2006,C622,57.31526986070278,51.23794170155306,50.799290218330306,54.114344821726284
1999_2006,C623,54.19936598005241,50.26000518010553,46.90751423907509,52.72040586158168
1999_2006,C624,58.446215665813746,55.80080545247068,51.214627237798275,56.51750025644532
1999_2006,C625,56.8818588069834,53.99982907253165,50.28381764760994,53.24114884349109
1999_2006,C626,55.277019223307306,57.64439363108296,54.02658961835533,58.79532953177423
1999_2006,C627,60.83538701370169,56.28643584243654,53.39828750621024,58.31461873196574
1999_2006,C628,54.336737488387264,50.48757378249006,49.63121750357702,49.66991164092873
1999_2006,C629,60.041240613519534,54.84624782306035,54.80690313648156,59.08321795367295
