period,cluster,ucod_age_0-44,ucod_age_45-64,ucod_age_65-79,ucod_age_80+
1999_2006,C115,60.78556030027497,51.3022601463375,41.21682156699204,39.80966789115284
1999_2006,C1150,54.462194003535494,38.646634491775224,40.53664986372537,49.70039980726644
1999_2006,C1151,52.35905318446753,50.64029048340286,53.61151748450512,55.81427869174581
1999_2006,C1152,51.5716393279342,51.38944764478542,51.47681744609528,56.17791004644259
1999_2006,C1153,52.417006681748255,50.47515337705122,48.45348817044544,53.357251425308235
1999_2006,C1154,43.39359493174769,43.74172858471001,43.26429278586777,48.585699344993905
1999_2006,C1155,49.01981655323693,51.87049754594724,48.685112931531386,52.13080563573231
1999_2006,C1156,49.00739553520622,50.19162325844259,49.689063284990205,51.98470109836775
1999_2006,C1157,49.98408150240085,47.48810964045328,51.41524192058539,50.3696775036213
1999_2006,C1158,56.02679255212811,50.59813409878558,47.488365903529626,56.75291490851931
1999_2006,C1159,50.65058720057408,46.43615264702133,48.30291412749754,52.27628436842852
1999_2006,C116,66.80293560152214,57.01769297233023,53.28190863800404,55.74054528794162
1999_2006,C1160,53.03552166293418,45.892188333638096,46.68958702714831,51.02116107797029
1999_2006,C1161,51.9028423904944,46.79753799711314,46.73307854028048,52.57722574687601
1999_2006,C1162,52.93165876066197,49.16100377622538,49.41181842437086,51.58574518282413
1999_2006,C1163,51.995575965094154,49.23717296974184,48.68668329213958,54.04636613485746
1999_2006,C1164,50.31913476258054,51.52279993595532,48.09881959245137,53.83428903902052
1999_2006,C1165,54.35767464213887,54.55967472925116,51.98297096435439,55.32858976947874
1999_2006,C1166,55.97373999078186,47.476402520613725,49.55065061609484,50.4793170379263
1999_2006,C1167,53.48512989406974,50.340084222583194,48.47046050684937,53.312320129031946
1999_2006,C1168,53.313108821122796,45.41613320323938,46.292548633758614,51.31525107348732
1999_2006,C1169,55.86868683067819,50.37165940792577,49.84700508748771,52.33875049358159
1999_2006,C117,58.87708591654278,56.23961634311846,52.187558668152214,55.17036701194829
1999_2006,C1170,53.730348238487146,53.59803318527807,49.12859890726702,55.29181539865719
1999_2006,C1171,47.64759314136275,45.87855555515932,50.62191564181708,50.585815499927364
1999_2006,C1172,50.69122594014765,50.934902825800386,51.08511216004114,53.46399972678453
1999_2006,C1173,54.743407256140024,51.38885179992482,49.378359229888154,55.25777582391626
1999_2006,C1174,48.16882150130672,49.393780111975445,47.52917272061598,51.69986703439231
1999_2006,C1175,49.4737379051676,51.915003521589206,46.65140007715924,49.90551980770091
1999_2006,C1176,57.24275222465863,59.30120556237502,47.583701815634434,56.69147743221489
1999_2006,C1177,44.44151446870209,52.2181008743706,51.46719969771964,53.1721784782229
1999_2006,C1178,49.676790469464926,45.78297435174724,46.724863449309375,50.14493437546476
1999_2006,C1179,54.24924527539915,49.47875075314744,48.847794661184025,55.55639725837058
1999_2006,C118,64.49081657829603,55.285577195533655,51.60091107784405,52.17439533805389
1999_2006,C1180,49.5187597306475,52.689513539119645,52.139462837768306,54.19553695815568
1999_2006,C1181,51.82628897808046,50.61971881120299,48.71253554188939,52.08512336972799
1999_2006,C1182,53.39412769402044,54.15069038454377,52.83027877633249,60.193582806881544
1999_2006,C1183,54.88252245637969,47.79880275440664,47.85563655941914,55.25451946352671
1999_2006,C1184,51.08362804808812,48.06835969585106,48.108292269901185,53.641148080654816
1999_2006,C1185,47.007705304651424,51.09071346844315,49.635697964058274,55.91103245048969
1999_2006,C1186,49.13420148220874,41.94494468733123,43.498982793172146,50.77799250411287
1999_2006,C1187,53.45766982189769,45.64069058398164,45.256697076669546,48.478280693411435
1999_2006,C1188,51.84137117494495,52.698737485162106,53.30931012329709,55.59516290344367
1999_2006,C1189,52.64952159541598,50.65981015103376,48.62434857338519,53.28720941085466
1999_2006,C119,64.78389058084512,55.31867605081736,50.524759723582584,54.37809052431552
1999_2006,C1190,53.771039044624025,54.22692175114781,50.52686736959444,55.45905286619257
1999_2006,C1191,45.685362894635425,45.92950193271879,49.71602803077975,54.26350287545372
1999_2006,C1192,55.304947170278965,53.350308652129335,46.096146219181456,56.53671698662754
1999_2006,C1193,56.76661843045607,50.033391761619264,49.154960644999356,52.918610160810616
1999_2006,C1194,47.283942933586864,53.76859610933965,52.36723966537322,55.789909498619906
1999_2006,C1195,53.03497768568261,50.632506821051514,47.34979556409856,49.68776045024843
1999_2006,C1196,52.478905478073656,51.65858396772584,49.10898404878486,55.77455601462116
1999_2006,C1197,44.78873685805208,53.11181669467707,52.54093107733708,54.3462387570163
1999_2006,C1198,54.053192603185124,43.390515744146384,41.7165445823149,47.02795337512403
1999_2006,C1199,50.194207698919705,49.75800547084006,50.433624937871656,51.40296684598744
1999_2006,C12,60.304603223381676,57.20545363903114,52.541440575798006,55.72856611317036
1999_2006,C120,63.274563366005964,55.446649881223905,52.3195413520177,56.38328868311528
1999_2006,C1200,56.21882688875003,54.51987404716618,50.53367230252984,53.098049391018044
1999_2006,C1201,58.10302807200269,53.86166620438162,49.142911423934976,55.38944710068075
1999_2006,C1202,59.02483332725563,51.41556522401819,51.33683893273698,56.58422200605697
1999_2006,C1203,54.72553084603414,56.36977467043289,52.42507195339302,58.32953229913739
1999_2006,C1204,57.03488784127423,52.54822197299871,50.17890554607477,54.71789049992633
1999_2006,C1205,61.063126668435004,48.024117875668686,46.406731063926664,52.32229971116361
1999_2006,C1207,55.15694029031941,50.19116569065022,48.727628389617884,52.769623454059285
1999_2006,C1208,57.165961427435846,48.48618076319518,49.66805598122991,52.32785391969523
1999_2006,C1209,53.79989297779708,51.26358764295431,47.81867658373411,54.092696247851364
1999_2006,C121,65.40618997109469,58.95321054995227,52.19221152699199,53.9853042028732
1999_2006,C1210,53.88082911328877,52.635948483187754,52.30513363170238,54.19167738884612
1999_2006,C1211,60.38842053860882,50.92242073891821,50.51416798540812,54.43876092159596
1999_2006,C1212,55.14670728337633,49.87123480090787,48.38518582396926,54.993597745466104
1999_2006,C1213,51.66817173137023,48.250230030508554,50.16670016260676,52.559618904728794
1999_2006,C1215,56.299692992900845,51.05159239436935,49.204793126972184,54.744732635201345
1999_2006,C1216,53.23985049837571,50.690567796481425,51.417541550462865,53.65665051832315
1999_2006,C1217,58.07320653414562,56.478200727236384,53.38010100748489,59.68462137875384
1999_2006,C1218,55.02949476504408,49.33310344085831,48.495786861635224,52.97752507814308
1999_2006,C1219,57.122104184320136,54.738076285003956,50.29323509097674,56.43226516030507
1999_2006,C122,66.42733876549761,59.47026579406455,53.39454604016681,56.47028551545539
1999_2006,C1220,51.3958002843868,47.782002589883746,48.97481956613577,51.739353921351416
1999_2006,C1221,55.25984189046955,54.04471933932003,53.71683132981214,58.30235313480371
1999_2006,C1222,51.057999663302326,45.78632579671681,49.390816418515165,52.072114835727795
1999_2006,C1223,57.07481695694523,53.021194885300424,49.09672651256809,55.22178292086456
1999_2006,C1224,54.33371037429708,51.22247786937712,46.72146718879434,52.74197404877441
1999_2006,C1225,53.478054937329226,45.76534557090281,47.25077898243391,52.47759442698111
1999_2006,C1226,51.17104678269051,47.77804714915108,49.96453148376998,52.41554567748766
1999_2006,C1227,55.52766078725908,48.976464670100604,51.29042564587413,56.7131317775408
1999_2006,C1228,59.401891460050884,58.94130954234316,50.676426825493806,57.80635553151982
1999_2006,C1229,56.079105988164606,40.54077306133633,46.763764259164354,51.96635869107834
1999_2006,C123,67.64648485303911,55.9256710927617,53.69902560825584,57.044549988818986
1999_2006,C1230,55.137885945083845,52.62280589535339,51.156372058632286,56.563787237434
1999_2006,C1231,49.34501623549414,48.809782645106026,46.10803624963486,51.52442536884882
1999_2006,C1232,56.06076998859249,46.38662511740667,46.97780499481779,51.80571853930362
1999_2006,C1233,59.53857620291659,52.169816907627336,51.17289673166052,55.95644199689609
1999_2006,C1234,55.1667492134481,45.52982782325734,44.53159011555316,49.426976675035526
1999_2006,C1235,60.20405468308053,51.50312465982722,50.61369738163837,55.66947073537858
1999_2006,C1236,59.85093906367637,52.77123733177331,48.591090640226554,52.89544967507209
1999_2006,C1237,51.62929535384069,50.63997518183028,48.87869712806987,50.82520558498642
1999_2006,C1238,52.76161950656535,52.66067062787329,48.494786730026746,54.282300940597146
1999_2006,C1239,56.25487190304599,52.00052829703285,50.86901733171174,56.255197096991196
1999_2006,C124,68.90228886166373,60.17304967170803,54.02044160954204,55.5429023120981
1999_2006,C1240,51.60057345192667,48.740320122459906,51.676584084679554,53.178654592728165
1999_2006,C1241,51.60438645066477,49.916456241299144,48.161471222297955,52.866201131704024
1999_2006,C1242,48.08908800657852,46.67193148921599,48.45330872090557,51.01740363398708
1999_2006,C1243,53.11449152465618,54.536206412418856,51.84752926210264,54.295942164188155
1999_2006,C1244,59.040834661655,50.05323466830084,49.23451647026886,55.06370272205888
1999_2006,C1245,53.626104506382404,58.03530673460714,53.30384707133857,59.33561301266374
1999_2006,C1246,57.448012039394214,49.47258384633538,49.976468609041895,54.26682380194652
1999_2006,C1247,54.6401267519598,50.403401483577944,49.853717865400576,52.029823996874065
1999_2006,C1248,59.4513066318547,52.237731024585045,48.352553839015414,50.9823704349344
1999_2006,C125,63.369286418354314,59.40197278666738,55.31057761778523,61.02703424616704
1999_2006,C1250,59.63096297378489,54.6006778368901,51.494176872649284,56.138498789999574
1999_2006,C1251,56.42715938526704,46.10952455664341,47.82378659137542,53.2160444284066
1999_2006,C1252,50.95325724195719,46.95891155867038,48.372975699724265,52.88854497824037
1999_2006,C1254,56.94627743600647,53.39921790629523,51.40651631260143,55.874241489289886
1999_2006,C1255,53.36810104689622,45.26404557463889,46.82229933733559,52.61931024270306
1999_2006,C1256,51.63398538286802,50.41420861260209,48.348313100485775,52.96367348951423
1999_2006,C1257,56.221656762289314,55.26397372635716,53.85746214385148,57.96369140856329
1999_2006,C1258,55.627527461495376,50.62171952236533,51.374863068224855,53.24658519462689
1999_2006,C1259,55.7454020760495,57.22293808168459,52.73724032866824,57.11584061557564
1999_2006,C126,66.31597184625222,55.53742862835192,53.604643438982755,55.280141315564144
1999_2006,C1260,54.04067625991526,51.3888114903163,50.20726362585392,53.89604165279436
1999_2006,C1261,52.514473466836705,51.95861953049011,50.19742059588382,55.40740736028064
1999_2006,C1262,51.78831947929416,51.93789955744628,50.177785588591995,51.40352352285278
1999_2006,C1263,58.5259167780743,51.801248429978926,47.766420068056696,52.75569005217036
1999_2006,C1264,58.58421786472776,51.1610457204734,49.68915310236616,54.39237014531291
1999_2006,C1265,58.8000251569896,52.07589658245204,50.36713222922499,56.64490027366274
1999_2006,C1266,52.09546798929434,51.093347006828765,50.71412989098432,53.78702990400885
1999_2006,C1267,55.041816169732726,46.86171154971863,53.98236936353266,53.62126721176806
1999_2006,C1268,55.85581697699699,51.627149100458404,46.06161181170701,49.03999332773275
1999_2006,C1269,55.629318507970375,52.41100126188417,50.18051998151769,52.00486889213803
1999_2006,C127,65.33445661052131,56.068792584049284,52.40810017933873,54.02453212172158
1999_2006,C1270,53.949931834931306,56.41873472890853,53.324999903918986,62.0655776496768
1999_2006,C1271,59.09054532782679,52.835180751016345,50.1396103673326,55.200396410758785
1999_2006,C1272,57.5133948195512,53.54763004828274,51.60881192003047,55.63145237634487
1999_2006,C1273,53.5499743935907,49.67070510434524,47.63231791425491,50.96930298422552
1999_2006,C1274,56.90589704602828,50.47255075460582,50.979018026941006,52.6160868684945
1999_2006,C1275,55.51862485474484,49.827587480719906,47.21358058475889,51.424387338343564
1999_2006,C1276,50.896814729082934,46.77476580298794,48.959891117907816,53.39424469324835
1999_2006,C1277,57.02453340226587,54.57457631253548,50.85798112191594,57.21074078451157
1999_2006,C1278,52.3514117418716,47.08604502013123,49.57479536729676,52.18222832955522
1999_2006,C1279,53.69040164408127,50.596620098873046,51.555973867979795,53.39062255039173
1999_2006,C128,68.73632539368847,58.32156286021215,49.82444996455483,54.26301041739038
1999_2006,C1281,52.28376156516463,49.35652516001439,47.003326773323884,50.29175609537773
1999_2006,C1282,53.269456450938904,52.243963504956504,50.65006167358181,56.70506430512396
1999_2006,C1283,57.155197477474516,50.875029389928294,52.35805091631786,55.65387678096957
1999_2006,C1284,54.5182450540325,50.81587016497591,49.65041503809388,54.21035917591233
1999_2006,C1285,57.916981648685145,51.29848780188347,54.54659075348637,56.06920983647108
1999_2006,C1286,46.62512181223541,53.745458080581265,49.13802485136458,51.96327321365799
1999_2006,C1287,53.65173448439465,48.192510383941055,47.95529204391604,54.66706339791232
1999_2006,C1288,51.97729092605643,49.16417585711558,52.441376638700106,52.87888212820151
1999_2006,C1289,60.08177809285295,50.72013490573897,52.030237454310786,54.152105877701786
1999_2006,C129,66.85510549828761,56.880734243657294,53.53891548620795,58.48128617341928
1999_2006,C1290,59.391422757574944,54.5713882959677,49.57555923566688,54.955184280113656
1999_2006,C1291,55.98912194695144,55.357613387271925,47.32813361622745,54.91658734769689
1999_2006,C1292,53.455734499810205,51.85415424861458,47.99232535633082,50.68001818938737
1999_2006,C1293,55.817253419103146,50.5074630463382,51.24031506296848,52.59883593543268
1999_2006,C1294,56.365924702047785,49.81891800787898,49.86056513050301,52.427176634237064
1999_2006,C1295,51.58290178797915,50.07054682585943,50.08753507310991,51.872098990610716
1999_2006,C1296,55.5989158154555,49.13090361397059,48.901869493306236,53.56348751745754
1999_2006,C1297,54.49536810685604,50.33372368924435,52.311898844905414,55.41417899852327
1999_2006,C1298,56.211095151048454,51.260004798855576,50.85770466623346,53.6450693503306
1999_2006,C1299,53.078547351846105,47.3427798619085,48.209484073314826,54.44551085458525
1999_2006,C13,66.63399244034112,53.862495451233066,50.295287653235604,51.73363489750664
1999_2006,C130,67.33479946651694,58.30596178631712,52.526337264637846,56.67612406786788
