garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,18,1,a4,a1|a2|a3|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":12,""a2"":337,""a3"":18,""a4"":2,""a5"":160,""b11"":120,""b12"":24,""b13"":176,""b14"":177,""b15"":162,""b16"":210,""b2"":158,""b31"":64,""b32"":70,""b33"":175,""b4"":222,""b5"":327,""b6"":123,""b7"":953}",AGE_Q×SEX
g1,Q1|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":12,""a2"":337,""a3"":18,""a4"":2,""a5"":160,""b11"":120,""b12"":24,""b13"":176,""b14"":177,""b15"":162,""b16"":210,""b2"":158,""b31"":64,""b32"":70,""b33"":175,""b4"":222,""b5"":327,""b6"":123,""b7"":953}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":30,""a2"":380,""a3"":0,""a4"":1,""a5"":160,""b11"":152,""b12"":63,""b13"":3,""b14"":224,""b15"":262,""b16"":196,""b2"":186,""b31"":113,""b32"":95,""b33"":261,""b4"":254,""b5"":476,""b6"":187,""b7"":989}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":30,""a2"":380,""a3"":0,""a4"":1,""a5"":160,""b11"":152,""b12"":63,""b13"":3,""b14"":224,""b15"":262,""b16"":196,""b2"":186,""b31"":113,""b32"":95,""b33"":261,""b4"":254,""b5"":476,""b6"":187,""b7"":989}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":332,""a3"":0,""a4"":0,""a5"":171,""b11"":129,""b12"":27,""b13"":74,""b14"":139,""b15"":143,""b16"":186,""b2"":134,""b31"":95,""b32"":94,""b33"":190,""b4"":257,""b5"":123,""b6"":131,""b7"":984}",AGE_Q×SEX
g1,Q2|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":2,""a2"":332,""a3"":0,""a4"":0,""a5"":171,""b11"":129,""b12"":27,""b13"":74,""b14"":139,""b15"":143,""b16"":186,""b2"":134,""b31"":95,""b32"":94,""b33"":190,""b4"":257,""b5"":123,""b6"":131,""b7"":984}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":356,""a3"":0,""a4"":0,""a5"":173,""b11"":194,""b12"":49,""b13"":0,""b14"":203,""b15"":248,""b16"":242,""b2"":183,""b31"":182,""b32"":126,""b33"":254,""b4"":338,""b5"":198,""b6"":159,""b7"":878}",AGE_Q×SEX
g1,Q2|M,after_support,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":356,""a3"":0,""a4"":0,""a5"":173,""b11"":194,""b12"":49,""b13"":0,""b14"":203,""b15"":248,""b16"":242,""b2"":183,""b31"":182,""b32"":126,""b33"":254,""b4"":338,""b5"":198,""b6"":159,""b7"":878}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":352,""a3"":0,""a4"":0,""a5"":167,""b11"":98,""b12"":20,""b13"":39,""b14"":111,""b15"":110,""b16"":124,""b2"":120,""b31"":136,""b32"":121,""b33"":217,""b4"":278,""b5"":45,""b6"":136,""b7"":1106}",AGE_Q×SEX
g1,Q3|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":352,""a3"":0,""a4"":0,""a5"":167,""b11"":98,""b12"":20,""b13"":39,""b14"":111,""b15"":110,""b16"":124,""b2"":120,""b31"":136,""b32"":121,""b33"":217,""b4"":278,""b5"":45,""b6"":136,""b7"":1106}",AGE_Q×SEX
g1,Q3|M,after_minpc,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":6,""a2"":402,""a3"":0,""a4"":0,""a5"":153,""b11"":136,""b12"":35,""b13"":0,""b14"":132,""b15"":203,""b16"":232,""b2"":136,""b31"":179,""b32"":117,""b33"":174,""b4"":390,""b5"":53,""b6"":151,""b7"":894}",AGE_Q×SEX
g1,Q3|M,after_support,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":6,""a2"":402,""a3"":0,""a4"":0,""a5"":153,""b11"":136,""b12"":35,""b13"":0,""b14"":132,""b15"":203,""b16"":232,""b2"":136,""b31"":179,""b32"":117,""b33"":174,""b4"":390,""b5"":53,""b6"":151,""b7"":894}",AGE_Q×SEX
g1,Q4|F,after_minpc,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":3,""a2"":635,""a3"":0,""a4"":0,""a5"":244,""b11"":32,""b12"":6,""b13"":31,""b14"":72,""b15"":80,""b16"":70,""b2"":106,""b31"":196,""b32"":184,""b33"":277,""b4"":363,""b5"":19,""b6"":142,""b7"":1476}",AGE_Q×SEX
