fips,cluster,period
47023,C1980,2011_2017
42089,C402,2011_2017
37129,C303,2011_2017
17153,C2454,2011_2017
39103,C375,2011_2017
47065,C154,2011_2017
36071,C206,2011_2017
17075,C1229,2011_2017
41033,C465,2011_2017
40113,C1194,2011_2017
17111,C280,2011_2017
12001,C300,2011_2017
38089,C1806,2011_2017
37035,C346,2011_2017
21199,C638,2011_2017
55033,C1374,2011_2017
09013,C566,2011_2017
36045,C611,2011_2017
55133,C161,2011_2017
05031,C599,2011_2017
01015,C399,2011_2017
18039,C318,2011_2017
06095,C177,2011_2017
51141,C1588,2011_2017
53077,C279,2011_2017
21169,C2246,2011_2017
49031,C2498,2011_2017
37109,C701,2011_2017
15001,C334,2011_2017
45059,C681,2011_2017
28049,C256,2011_2017
13047,C901,2011_2017
40135,C1017,2011_2017
47071,C1356,2011_2017
51107,C459,2011_2017
48315,C2085,2011_2017
12109,C308,2011_2017
22061,C1291,2011_2017
47165,C376,2011_2017
28151,C829,2011_2017
17163,C225,2011_2017
42103,C963,2011_2017
21207,C1708,2011_2017
17179,C389,2011_2017
39061,C44,2011_2017
33011,C162,2011_2017
06031,C645,2011_2017
42065,C891,2011_2017
26115,C387,2011_2017
18053,C672,2011_2017
55087,C400,2011_2017
29023,C880,2011_2017
23011,C421,2011_2017
50025,C1082,2011_2017
05063,C1084,2011_2017
51033,C1679,2011_2017
01079,C1276,2011_2017
13127,C635,2011_2017
25015,C443,2011_2017
12121,C882,2011_2017
17195,C820,2011_2017
30053,C1721,2011_2017
48457,C1539,2011_2017
50027,C871,2011_2017
13139,C408,2011_2017
54101,C2337,2011_2017
46009,C1822,2011_2017
26067,C981,2011_2017
19163,C368,2011_2017
01093,C1200,2011_2017
22017,C198,2011_2017
47019,C749,2011_2017
16027,C383,2011_2017
26007,C1263,2011_2017
06097,C132,2011_2017
36075,C487,2011_2017
42097,C455,2011_2017
13037,C595,2011_2017
13185,C631,2011_2017
42049,C196,2011_2017
53073,C338,2011_2017
42077,C157,2011_2017
22103,C252,2011_2017
42035,C1250,2011_2017
48303,C234,2011_2017
05073,C535,2011_2017
35017,C1477,2011_2017
02020,C336,2011_2017
41001,C1875,2011_2017
55059,C401,2011_2017
23025,C902,2011_2017
37007,C1487,2011_2017
53019,C1076,2011_2017
30083,C2458,2011_2017
18149,C1599,2011_2017
45011,C1572,2011_2017
06077,C92,2011_2017
53067,C266,2011_2017
39139,C393,2011_2017
13201,C2335,2011_2017
47059,C620,2011_2017
17001,C690,2011_2017
22067,C1239,2011_2017
48373,C854,2011_2017
20087,C2002,2011_2017
41029,C241,2011_2017
48251,C420,2011_2017
44003,C316,2011_2017
19185,C2381,2011_2017
37083,C818,2011_2017
08077,C397,2011_2017
05119,C151,2011_2017
50019,C1445,2011_2017
53035,C251,2011_2017
29183,C213,2011_2017
29071,C543,2011_2017
21065,C1958,2011_2017
21151,C724,2011_2017
42009,C937,2011_2017
08043,C929,2011_2017
05071,C1619,2011_2017
42025,C683,2011_2017
47055,C1324,2011_2017
29013,C1817,2011_2017
49057,C327,2011_2017
51185,C828,2011_2017
22105,C450,2011_2017
21103,C2003,2011_2017
39037,C849,2011_2017
28071,C1256,2011_2017
26021,C304,2011_2017
55035,C651,2011_2017
39071,C992,2011_2017
19015,C1573,2011_2017
21209,C1277,2011_2017
36015,C537,2011_2017
17115,C468,2011_2017
26127,C1603,2011_2017
51089,C772,2011_2017
37197,C1121,2011_2017
20023,C2375,2011_2017
24025,C267,2011_2017
42069,C201,2011_2017
21125,C860,2011_2017
51520,C1552,2011_2017
31003,C2541,2011_2017
47077,C1379,2011_2017
51760,C307,2011_2017
13157,C864,2011_2017
28137,C1488,2011_2017
31145,C2350,2011_2017
05027,C1469,2011_2017
42021,C292,2011_2017
53045,C811,2011_2017
18151,C1385,2011_2017
17027,C1332,2011_2017
05143,C362,2011_2017
33015,C235,2011_2017
36005,C38,2011_2017
27015,C1614,2011_2017
18101,C912,2011_2017
48379,C619,2011_2017
31173,C2239,2011_2017
18145,C1124,2011_2017
45013,C361,2011_2017
25011,C737,2011_2017
12107,C583,2011_2017
36069,C522,2011_2017
26145,C253,2011_2017
29021,C573,2011_2017
17037,C722,2011_2017
13013,C921,2011_2017
51085,C607,2011_2017
54059,C1313,2011_2017
47111,C1532,2011_2017
42015,C781,2011_2017
18059,C827,2011_2017
40047,C776,2011_2017
37057,C320,2011_2017
42121,C784,2011_2017
17161,C349,2011_2017
35013,C357,2011_2017
28067,C711,2011_2017
39153,C79,2011_2017
51810,C182,2011_2017
01031,C941,2011_2017
56007,C2377,2011_2017
45015,C412,2011_2017
05103,C1314,2011_2017
20131,C2300,2011_2017
21053,C2264,2011_2017
20205,C2304,2011_2017
54079,C898,2011_2017
20085,C299,2011_2017
30049,C873,2011_2017
28117,C1460,2011_2017
39097,C1149,2011_2017
05041,C2171,2011_2017
29165,C836,2011_2017
22101,C946,2011_2017
01111,C1564,2011_2017
34027,C148,2011_2017
26057,C1116,2011_2017
50021,C751,2011_2017
27049,C1008,2011_2017
01117,C388,2011_2017
51009,C1299,2011_2017
20111,C1600,2011_2017
13275,C980,2011_2017
12007,C1514,2011_2017
42085,C382,2011_2017
37157,C498,2011_2017
19123,C1744,2011_2017
55029,C1368,2011_2017
47043,C995,2011_2017
01125,C324,2011_2017
47001,C596,2011_2017
19061,C597,2011_2017
13015,C661,2011_2017
39161,C1384,2011_2017
42039,C530,2011_2017
13135,C139,2011_2017
35029,C1449,2011_2017
24035,C1171,2011_2017
12019,C326,2011_2017
47035,C663,2011_2017
12089,C698,2011_2017
39009,C1016,2011_2017
05069,C650,2011_2017
40147,C863,2011_2017
19097,C1803,2011_2017
08003,C2348,2011_2017
29107,C1296,2011_2017
51800,C765,2011_2017
55115,C1119,2011_2017
39129,C890,2011_2017
27067,C1270,2011_2017
13233,C1039,2011_2017
27121,C2341,2011_2017
26035,C1198,2011_2017
27093,C1880,2011_2017
47167,C878,2011_2017
12061,C278,2011_2017
40077,C2183,2011_2017
39157,C503,2011_2017
48131,C2290,2011_2017
29125,C2285,2011_2017
13107,C1601,2011_2017
48213,C523,2011_2017
28089,C564,2011_2017
28113,C1027,2011_2017
29161,C1107,2011_2017
51031,C949,2011_2017
54033,C640,2011_2017
28105,C1496,2011_2017
21231,C1723,2011_2017
36039,C991,2011_2017
51840,C1617,2011_2017
37097,C356,2011_2017
55015,C1222,2011_2017
13299,C1067,2011_2017
51061,C952,2011_2017
55135,C742,2011_2017
53005,C414,2011_2017
23013,C1071,2011_2017
37085,C590,2011_2017
48087,C2601,2011_2017
51770,C467,2011_2017
06041,C284,2011_2017
38017,C504,2011_2017
48217,C1147,2011_2017
54091,C1916,2011_2017
01033,C762,2011_2017
39087,C693,2011_2017
35001,C90,2011_2017
23005,C209,2011_2017
21175,C2289,2011_2017
55141,C708,2011_2017
48167,C208,2011_2017
36057,C852,2011_2017
18109,C783,2011_2017
36043,C743,2011_2017
36019,C761,2011_2017
22057,C610,2011_2017
21095,C1162,2011_2017
12093,C1104,2011_2017
17039,C1838,2011_2017
42033,C602,2011_2017
06075,C81,2011_2017
39081,C601,2011_2017
37089,C413,2011_2017
26019,C1917,2011_2017
35009,C1255,2011_2017
36111,C335,2011_2017
48309,C262,2011_2017
01071,C760,2011_2017
19103,C738,2011_2017
51775,C1417,2011_2017
21113,C1074,2011_2017
28145,C1563,2011_2017
28149,C935,2011_2017
37113,C1110,2011_2017
01109,C1395,2011_2017
29025,C2434,2011_2017
05097,C2334,2011_2017
54025,C1054,2011_2017
12075,C930,2011_2017
33009,C684,2011_2017
25005,C94,2011_2017
05023,C1305,2011_2017
42047,C1260,2011_2017
21073,C967,2011_2017
39023,C317,2011_2017
51167,C1312,2011_2017
13205,C1709,2011_2017
13051,C237,2011_2017
48203,C798,2011_2017
20021,C1623,2011_2017
47171,C1595,2011_2017
34033,C728,2011_2017
28013,C1982,2011_2017
48069,C2566,2011_2017
21227,C571,2011_2017
34021,C192,2011_2017
38045,C2497,2011_2017
37133,C538,2011_2017
40087,C1331,2011_2017
13175,C886,2011_2017
40071,C918,2011_2017
32001,C1497,2011_2017
01081,C576,2011_2017
47073,C732,2011_2017
21155,C1774,2011_2017
45073,C604,2011_2017
01025,C1466,2011_2017
21145,C659,2011_2017
48199,C893,2011_2017
25023,C112,2011_2017
29187,C692,2011_2017
19153,C158,2011_2017
01083,C721,2011_2017
48187,C532,2011_2017
05125,C494,2011_2017
05055,C1052,2011_2017
06055,C449,2011_2017
30081,C1112,2011_2017
17133,C1551,2011_2017
36003,C1051,2011_2017
48293,C1577,2011_2017
18043,C688,2011_2017
40117,C1848,2011_2017
36025,C926,2011_2017
27019,C1006,2011_2017
19151,C2299,2011_2017
53029,C736,2011_2017
18113,C1113,2011_2017
19073,C1120,2011_2017
48253,C2031,2011_2017
06005,C1196,2011_2017
51173,C1175,2011_2017
05127,C2334,2011_2017
13311,C1534,2011_2017
48097,C1184,2011_2017
21089,C1099,2011_2017
40037,C657,2011_2017
39091,C993,2011_2017
39089,C342,2011_2017
34009,C431,2011_2017
01069,C496,2011_2017
34037,C457,2011_2017
51183,C2199,2011_2017
42051,C298,2011_2017
29015,C1542,2011_2017
28099,C1278,2011_2017
31181,C2551,2011_2017
47099,C999,2011_2017
39175,C1678,2011_2017
17095,C766,2011_2017
12059,C1628,2011_2017
37047,C746,2011_2017
40119,C908,2011_2017
36013,C365,2011_2017
37181,C1014,2011_2017
48307,C2488,2011_2017
37041,C2008,2011_2017
48491,C236,2011_2017
12055,C364,2011_2017
40133,C1409,2011_2017
21083,C1050,2011_2017
28059,C424,2011_2017
37003,C1165,2011_2017
18005,C755,2011_2017
18157,C469,2011_2017
37099,C1267,2011_2017
42071,C101,2011_2017
40015,C1318,2011_2017
22019,C273,2011_2017
54043,C1630,2011_2017
48267,C2488,2011_2017
36077,C848,2011_2017
20103,C865,2011_2017
39001,C1455,2011_2017
16011,C1326,2011_2017
55005,C975,2011_2017
38053,C2458,2011_2017
48085,C142,2011_2017
18019,C470,2011_2017
45041,C366,2011_2017
12063,C883,2011_2017
41053,C792,2011_2017
39063,C710,2011_2017
13113,C667,2011_2017
22069,C1187,2011_2017
19149,C1634,2011_2017
12033,C159,2011_2017
28095,C1059,2011_2017
13215,C294,2011_2017
08085,C1115,2011_2017
54029,C1136,2011_2017
37023,C514,2011_2017
39013,C606,2011_2017
47159,C1857,2011_2017
27035,C810,2011_2017
04009,C1591,2011_2017
47119,C646,2011_2017
05051,C396,2011_2017
56005,C1725,2011_2017
17165,C1348,2011_2017
55127,C639,2011_2017
26055,C655,2011_2017
17093,C936,2011_2017
48055,C1398,2011_2017
51139,C1481,2011_2017
41059,C796,2011_2017
39069,C1610,2011_2017
51047,C1163,2011_2017
22053,C1280,2011_2017
39105,C1594,2011_2017
48245,C220,2011_2017
29133,C2084,2011_2017
39059,C1033,2011_2017
21029,C909,2011_2017
48323,C1262,2011_2017
28029,C1360,2011_2017
48257,C624,2011_2017
28045,C982,2011_2017
28061,C1840,2011_2017
48001,C838,2011_2017
45089,C1193,2011_2017
13009,C1188,2011_2017
35035,C841,2011_2017
29113,C1072,2011_2017
17103,C1215,2011_2017
09011,C230,2011_2017
26087,C662,2011_2017
06009,C953,2011_2017
47131,C1218,2011_2017
37107,C739,2011_2017
51007,C2113,2011_2017
26131,C1397,2011_2017
12129,C1597,2011_2017
26143,C1225,2011_2017
48337,C1684,2011_2017
05089,C1715,2011_2017
55101,C310,2011_2017
47187,C497,2011_2017
29073,C1820,2011_2017
37179,C418,2011_2017
29051,C803,2011_2017
37049,C556,2011_2017
13095,C595,2011_2017
51143,C394,2011_2017
32023,C747,2011_2017
40021,C984,2011_2017
48471,C1000,2011_2017
50007,C499,2011_2017
30037,C2457,2011_2017
21067,C242,2011_2017
37065,C825,2011_2017
20035,C1159,2011_2017
26025,C363,2011_2017
36051,C956,2011_2017
40073,C2147,2011_2017
29229,C1680,2011_2017
51043,C2148,2011_2017
41043,C451,2011_2017
39047,C1363,2011_2017
40145,C835,2011_2017
31019,C1323,2011_2017
01043,C545,2011_2017
48057,C1818,2011_2017
28153,C1813,2011_2017
46005,C1997,2011_2017
39075,C1478,2011_2017
51171,C1061,2011_2017
01017,C1038,2011_2017
29091,C976,2011_2017
51179,C782,2011_2017
48021,C771,2011_2017
05077,C2345,2011_2017
22093,C1952,2011_2017
39057,C395,2011_2017
48015,C1525,2011_2017
20203,C2331,2011_2017
20161,C1425,2011_2017
29139,C2125,2011_2017
56037,C1541,2011_2017
04017,C561,2011_2017
41017,C390,2011_2017
13291,C1447,2011_2017
51111,C1086,2011_2017
05123,C1566,2011_2017
24027,C351,2011_2017
22073,C350,2011_2017
51001,C1134,2011_2017
27131,C1048,2011_2017
22097,C559,2011_2017
17181,C1811,2011_2017
39171,C1243,2011_2017
12113,C432,2011_2017
