garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,16,3,a3|a4|b12,a1|a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":20,""a2"":200,""a3"":2,""a4"":8,""a5"":84,""b11"":95,""b12"":8,""b13"":94,""b14"":80,""b15"":197,""b16"":155,""b2"":160,""b31"":91,""b32"":47,""b33"":141,""b4"":155,""b5"":202,""b6"":163,""b7"":759}",AGE_Q×SEX
g1,Q1|F,after_support,19,16,3,a3|a4|b12,a1|a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":20,""a2"":200,""a3"":2,""a4"":8,""a5"":84,""b11"":95,""b12"":8,""b13"":94,""b14"":80,""b15"":197,""b16"":155,""b2"":160,""b31"":91,""b32"":47,""b33"":141,""b4"":155,""b5"":202,""b6"":163,""b7"":759}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,17,2,a3|b13,a1|a2|a4|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":46,""a2"":263,""a3"":0,""a4"":10,""a5"":93,""b11"":116,""b12"":25,""b13"":1,""b14"":139,""b15"":266,""b16"":150,""b2"":194,""b31"":129,""b32"":79,""b33"":172,""b4"":181,""b5"":400,""b6"":170,""b7"":805}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":46,""a2"":263,""a3"":0,""a4"":10,""a5"":93,""b11"":116,""b12"":25,""b13"":1,""b14"":139,""b15"":266,""b16"":150,""b2"":194,""b31"":129,""b32"":79,""b33"":172,""b4"":181,""b5"":400,""b6"":170,""b7"":805}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":0,""a2"":202,""a3"":0,""a4"":0,""a5"":117,""b11"":105,""b12"":5,""b13"":47,""b14"":100,""b15"":131,""b16"":126,""b2"":185,""b31"":189,""b32"":90,""b33"":189,""b4"":206,""b5"":54,""b6"":181,""b7"":729}",AGE_Q×SEX
g1,Q2|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":0,""a2"":202,""a3"":0,""a4"":0,""a5"":117,""b11"":105,""b12"":5,""b13"":47,""b14"":100,""b15"":131,""b16"":126,""b2"":185,""b31"":189,""b32"":90,""b33"":189,""b4"":206,""b5"":54,""b6"":181,""b7"":729}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":255,""a3"":0,""a4"":0,""a5"":98,""b11"":141,""b12"":17,""b13"":1,""b14"":146,""b15"":208,""b16"":154,""b2"":160,""b31"":249,""b32"":128,""b33"":195,""b4"":237,""b5"":101,""b6"":146,""b7"":631}",AGE_Q×SEX
g1,Q2|M,after_support,19,14,5,a1|a3|a4|b12|b13,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":4,""a2"":255,""a3"":0,""a4"":0,""a5"":98,""b11"":141,""b12"":17,""b13"":1,""b14"":146,""b15"":208,""b16"":154,""b2"":160,""b31"":249,""b32"":128,""b33"":195,""b4"":237,""b5"":101,""b6"":146,""b7"":631}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":0,""a2"":253,""a3"":0,""a4"":0,""a5"":137,""b11"":40,""b12"":5,""b13"":16,""b14"":87,""b15"":82,""b16"":83,""b2"":117,""b31"":184,""b32"":115,""b33"":162,""b4"":183,""b5"":21,""b6"":137,""b7"":895}",AGE_Q×SEX
g1,Q3|F,after_support,19,14,5,a1|a3|a4|b12|b13,a2|a5|b11|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":0,""a2"":253,""a3"":0,""a4"":0,""a5"":137,""b11"":40,""b12"":5,""b13"":16,""b14"":87,""b15"":82,""b16"":83,""b2"":117,""b31"":184,""b32"":115,""b33"":162,""b4"":183,""b5"":21,""b6"":137,""b7"":895}",AGE_Q×SEX
