period,cluster,fips,cluster_deaths
2007_2014,C1955,38079,699
2007_2014,C1580,21115,1427
2007_2014,C1272,29059,1005
2007_2014,C1590,29061,480
2007_2014,C1423,29223,1083
2007_2014,C1534,20111,1491
2007_2014,C1475,05129,588
2007_2014,C1542,19003,315
2007_2014,C1806,20067,303
2007_2014,C1711,20093,232
2007_2014,C1729,28013,1046
2007_2014,C1477,28065,727
2007_2014,C1363,22035,423
2007_2014,C1778,22025,612
2007_2014,C1009,21071,2610
2007_2014,C1086,53047,2405
2007_2014,C977,02240,237
2007_2014,C1503,30079,90
2007_2014,C1614,30009,516
2007_2014,C1903,30037,56
2007_2014,C1544,53023,163
2007_2014,C1148,37197,2258
2007_2014,C1582,38025,188
2007_2014,C1959,20023,199
2007_2014,C1264,31089,704
2007_2014,C1692,31003,407
2007_2014,C1264,31017,246
2007_2014,C1959,31065,374
2007_2014,C1285,31037,479
2007_2014,C1646,19071,524
2007_2014,C1264,31163,230
2007_2014,C1646,19129,833
2007_2014,C1723,19165,812
2007_2014,C1542,19027,1478
2007_2014,C938,32019,2826
2007_2014,C1909,46095,130
2007_2014,C202,36049,1420
2007_2014,C1922,38095,171
2007_2014,C1503,46063,49
2007_2014,C1269,05013,305
2007_2014,C1657,05079,694
2007_2014,C1519,46025,282
2007_2014,C1871,20085,690
2007_2014,C1820,20077,488
2007_2014,C1407,20083,95
2007_2014,C1624,20199,106
2007_2014,C871,21065,929
2007_2014,C1626,21189,381
2007_2014,C1690,46073,178
2007_2014,C454,17113,6321
2007_2014,C2,17031,221234
2007_2014,C289,17143,9866
2007_2014,C127,17197,21868
2007_2014,C1660,17139,1007
2007_2014,C472,17115,6065
2007_2014,C181,17089,15775
2007_2014,C969,17121,2717
2007_2014,C219,06053,13141
2007_2014,C34,17133,1552
2007_2014,C894,55021,3014
2007_2014,C776,05089,1267
2007_2014,C1252,17011,2015
2007_2014,C1718,17065,549
2007_2014,C1207,40049,2093
2007_2014,C1347,40091,1834
2007_2014,C1233,40081,2050
2007_2014,C1343,40133,1840
2007_2014,C515,42001,5512
2007_2014,C250,42041,11645
2007_2014,C562,42111,5166
2007_2014,C198,48273,1202
2007_2014,C1497,48403,927
2007_2014,C1361,48321,1791
2007_2014,C672,48057,1112
2007_2014,C1432,48299,1654
2007_2014,C1906,19121,826
2007_2014,C1589,48503,1412
2007_2014,C1538,48089,1489
2007_2014,C1610,05057,1383
2007_2014,C1854,13019,1039
2007_2014,C984,13157,2664
2007_2014,C1079,13233,2415
2007_2014,C1377,13257,1763
2007_2014,C1535,13179,1491
2007_2014,C1586,13253,568
2007_2014,C12,36081,86819
2007_2014,C1027,21083,2549
2007_2014,C1747,29111,576
2007_2014,C147,19153,18922
2007_2014,C1030,55085,2543
2007_2014,C763,56025,3671
2007_2014,C297,12005,9647
2007_2014,C209,39085,13747
2007_2014,C1256,29027,2009
2007_2014,C116,47093,23115
2007_2014,C120,24003,22490
2007_2014,C1556,21183,1457
2007_2014,C402,18057,7255
2007_2014,C448,18035,6442
2007_2014,C1551,18131,812
2007_2014,C1466,18175,1584
2007_2014,C685,18043,4116
2007_2014,C1278,18101,565
2007_2014,C1524,18009,868
2007_2014,C1142,26069,2274
2007_2014,C261,42107,10842
2007_2014,C1484,21217,1562
2007_2014,C1332,40011,731
2007_2014,C1510,05127,706
2007_2014,C424,48135,6819
2007_2014,C1270,22041,945
2007_2014,C1174,35009,2193
2007_2014,C486,36123,1485
2007_2014,C4,48071,1350
2007_2014,C800,48221,3477
2007_2014,C1852,16059,489
2007_2014,C234,41029,12265
2007_2014,C1215,41015,2080
2007_2014,C1710,41031,1114
2007_2014,C319,06047,9001
2007_2014,C1330,35017,1869
2007_2014,C1458,08045,1595
2007_2014,C378,15001,7613
2007_2014,C423,06055,6883
2007_2014,C993,24041,2638
2007_2014,C1844,54091,1006
2007_2014,C405,51143,7238
2007_2014,C478,37191,5946
2007_2014,C1262,39053,2003
2007_2014,C1495,22125,521
2007_2014,C712,36105,3931
2007_2014,C699,37135,3999
2007_2014,C1352,54053,1823
2007_2014,C65,09001,35304
2007_2014,C1464,37053,1182
2007_2014,C569,37133,5097
2007_2014,C349,23019,8078
2007_2014,C107,25025,25268
2007_2014,C1191,26061,2152
2007_2014,C689,26159,4086
2007_2014,C754,26103,3715
2007_2014,C1887,31159,947
2007_2014,C1251,47071,2016
2007_2014,C1308,36097,1093
2007_2014,C548,54073,477
2007_2014,C1437,39067,1204
2007_2014,C1468,48069,342
2007_2014,C1476,48359,81
2007_2014,C1784,35027,1114
2007_2014,C1937,48165,615
2007_2014,C1327,22115,1874
2007_2014,C322,09005,8864
2007_2014,C149,05053,894
2007_2014,C730,45031,3823
2007_2014,C1363,22123,668
2007_2014,C1729,28043,1198
2007_2014,C1730,13207,1198
2007_2014,C1637,12123,1338
2007_2014,C1714,12029,1219
2007_2014,C516,55063,5493
2007_2014,C1650,13035,1310
2007_2014,C1592,13119,1401
2007_2014,C681,01115,4134
2007_2014,C657,01121,4295
2007_2014,C590,28081,4922
2007_2014,C721,45047,3872
2007_2014,C1812,56001,1086
2007_2014,C799,36053,3481
2007_2014,C504,29071,5602
2007_2014,C419,37075,586
2007_2014,C1948,49043,720
2007_2014,C971,47079,2705
2007_2014,C240,27071,855
2007_2014,C1699,27129,1091
2007_2014,C1934,38077,762
2007_2014,C1922,27135,743
2007_2014,C303,20117,703
2007_2014,C1771,46005,1134
2007_2014,C1873,05011,796
2007_2014,C1419,28029,1689
2007_2014,C1641,49001,269
2007_2014,C1458,49017,202
2007_2014,C667,16007,360
2007_2014,C1387,16037,209
2007_2014,C1146,30081,2262
2007_2014,C1098,36031,2375
2007_2014,C819,37037,3376
2007_2014,C1344,51091,149
2007_2014,C1404,37143,809
2007_2014,C676,21195,4172
2007_2014,C1568,37091,1437
2007_2014,C1069,55095,2438
2007_2014,C1282,27077,262
2007_2014,C1456,05041,869
2007_2014,C1756,19043,1154
2007_2014,C1647,38023,155
2007_2014,C1698,21231,1245
2007_2014,C1533,29089,539
2007_2014,C1395,29185,796
2007_2014,C922,29023,2882
2007_2014,C1617,29177,1367
2007_2014,C1454,29067,838
2007_2014,C1828,29227,175
2007_2014,C1828,20043,416
2007_2014,C1322,05111,1881
2007_2014,C1850,20001,926
2007_2014,C856,20115,854
2007_2014,C1504,21075,525
2007_2014,C1273,28055,74
2007_2014,C1063,47017,2459
2007_2014,C981,47051,2673
2007_2014,C1897,08119,809
2007_2014,C741,36043,3786
2007_2014,C1903,30041,840
2007_2014,C793,39147,3510
2007_2014,C1503,38033,116
2007_2014,C1619,56011,355
2007_2014,C1713,21205,1222
2007_2014,C545,39043,5263
2007_2014,C1490,37007,1466
2007_2014,C1897,08037,562
2007_2014,C1266,35039,1988
2007_2014,C1094,06005,2383
2007_2014,C1458,08103,263
2007_2014,C1624,08121,260
2007_2014,C1609,20181,413
2007_2014,C140,31155,1114
2007_2014,C1759,31041,782
2007_2014,C1562,31125,271
2007_2014,C1909,46121,457
2007_2014,C1922,38005,374
2007_2014,C1983,02185,248
2007_2014,C1295,21179,1940
2007_2014,C1955,38009,481
2007_2014,C1554,19167,1458
2007_2014,C871,21197,854
2007_2014,C1609,20193,384
2007_2014,C1624,20203,134
2007_2014,C1609,20165,244
2007_2014,C1426,21021,1671
2007_2014,C1495,22121,901
2007_2014,C1593,19095,1042
2007_2014,C34,29189,54874
2007_2014,C1750,17149,1162
2007_2014,C377,17179,7628
2007_2014,C517,17183,5489
2007_2014,C440,17053,1109
2007_2014,C1427,18073,1667
2007_2014,C1765,18045,1100
2007_2014,C108,18089,25065
2007_2014,C170,12111,16898
2007_2014,C584,48451,4988
2007_2014,C1000,40097,2628
2007_2014,C1306,40083,1910
2007_2014,C1471,05123,1577
2007_2014,C1566,40067,545
2007_2014,C1849,40085,630
2007_2014,C25,48439,62838
2007_2014,C630,42005,4538
2007_2014,C35,36005,54495
2007_2014,C105,42071,25452
2007_2014,C398,42093,1204
2007_2014,C111,42129,24043
2007_2014,C839,42127,3255
2007_2014,C138,34005,20641
2007_2014,C1302,48171,1921
2007_2014,C1429,48225,1658
2007_2014,C1004,48497,2619
2007_2014,C1862,48415,850
2007_2014,C666,48457,1522
2007_2014,C1266,35033,250
2007_2014,C1158,48097,2242
2007_2014,C726,48267,370
2007_2014,C1354,48237,461
2007_2014,C1762,13315,553
2007_2014,C1854,13075,947
2007_2014,C776,05005,3587
2007_2014,C29,36061,59697
2007_2014,C310,26021,9346
2007_2014,C162,55025,17383
2007_2014,C5,06073,119718
2007_2014,C97,06081,27030
2007_2014,C395,05051,7417
2007_2014,C1236,21013,2048
2007_2014,C1620,26053,1364
2007_2014,C323,05007,8847
2007_2014,C1043,55031,2508
2007_2014,C1463,29141,1587
2007_2014,C426,55073,6791
2007_2014,C1552,13227,1462
2007_2014,C245,45063,11759
2007_2014,C252,26145,11526
2007_2014,C496,28089,5673
2007_2014,C218,34015,13257
2007_2014,C1084,23029,2408
2007_2014,C206,12017,13910
2007_2014,C1307,55065,814
2007_2014,C397,49011,7390
2007_2014,C481,18015,981
2007_2014,C501,18143,1452
2007_2014,C1501,18031,1383
2007_2014,C541,18147,1034
2007_2014,C875,21233,900
2007_2014,C998,26059,2629
2007_2014,C1583,54101,643
2007_2014,C505,55039,5593
2007_2014,C1279,21223,449
2007_2014,C1132,05091,2294
2007_2014,C1475,05015,1574
2007_2014,C296,48423,9678
2007_2014,C512,48381,5519
2007_2014,C1628,29011,737
2007_2014,C1642,05049,947
2007_2014,C633,30013,4522
2007_2014,C1550,41061,1465
2007_2014,C635,48209,4498
2007_2014,C69,06019,34436
2007_2014,C77,34013,31780
2007_2014,C1550,53003,1288
2007_2014,C596,34019,4846
2007_2014,C246,36007,11748
2007_2014,C1077,36023,2421
2007_2014,C280,22019,10138
2007_2014,C238,34035,12056
2007_2014,C507,51107,5571
2007_2014,C708,47145,3971
2007_2014,C450,51650,6361
2007_2014,C742,51510,3781
2007_2014,C1404,51175,1712
2007_2014,C1016,47003,2585
2007_2014,C677,51085,4158
2007_2014,C1183,37017,2176
2007_2014,C474,37125,6035
2007_2014,C865,37013,3138
2007_2014,C745,36079,3759
2007_2014,C738,36113,3808
2007_2014,C543,45075,5269
2007_2014,C1044,33007,2507
2007_2014,C1145,26035,2265
2007_2014,C627,26055,4609
2007_2014,C498,26091,5633
2007_2014,C822,01083,3357
2007_2014,C693,21015,4031
2007_2014,C706,55135,3981
2007_2014,C1590,29049,1407
2007_2014,C1491,13283,347
2007_2014,C1396,01061,1730
2007_2014,C1302,48235,73
2007_2014,C1302,48319,265
2007_2014,C849,29145,3194
2007_2014,C1363,22067,1786
2007_2014,C1746,46011,1167
2007_2014,C1365,48391,531
2007_2014,C1657,05025,482
2007_2014,C1374,48461,183
2007_2014,C936,28149,2827
2007_2014,C514,08035,5516
2007_2014,C1929,30025,207
2007_2014,C877,28147,949
2007_2014,C1464,37095,325
2007_2014,C879,27139,3089
2007_2014,C1071,33019,2434
2007_2014,C1553,13197,408
2007_2014,C1046,13129,2490
2007_2014,C900,28087,3001
2007_2014,C1234,22095,2050
2007_2014,C1065,27019,2446
2007_2014,C1885,27105,957
2007_2014,C1430,27039,780
2007_2014,C1282,27089,469
2007_2014,C1151,46013,2257
2007_2014,C625,46093,1106
2007_2014,C244,37071,11790
2007_2014,C1441,29007,1634
2007_2014,C797,20045,3487
2007_2014,C1507,49025,338
2007_2014,C1929,30065,341
2007_2014,C1458,49031,84
2007_2014,C1846,16067,953
2007_2014,C1959,31145,679
2007_2014,C1123,50011,2312
2007_2014,C344,37033,1452
2007_2014,C1455,51045,296
2007_2014,C1783,19085,1117
2007_2014,C1995,46021,76
2007_2014,C1705,19055,1094
2007_2014,C737,04007,3812
2007_2014,C1647,30091,315
2007_2014,C1694,29081,698
2007_2014,C1179,39021,2184
2007_2014,C534,28121,5342
2007_2014,C1502,28019,494
2007_2014,C1253,28073,2013
2007_2014,C1414,28119,591
2007_2014,C1273,28125,364
2007_2014,C1287,28063,400
2007_2014,C1444,47097,1625
2007_2014,C1102,01021,2356
2007_2014,C1364,54067,1786
2007_2014,C1010,45025,2608
2007_2014,C558,54109,1736
2007_2014,C1544,53075,1477
2007_2014,C1983,02180,394
2007_2014,C1471,05077,701
2007_2014,C1800,19117,670
2007_2014,C303,20149,919
2007_2014,C1518,30061,281
2007_2014,C1649,46075,61
2007_2014,C1647,30019,126
2007_2014,C486,36069,5786
2007_2014,C1866,16039,1014
2007_2014,C1205,02122,2100
2007_2014,C1580,21153,788
2007_2014,C1416,39163,763
2007_2014,C618,36117,4699
2007_2014,C846,06115,3216
2007_2014,C1664,08071,869
2007_2014,C1326,31049,133
2007_2014,C1326,31057,173
2007_2014,C1264,31117,15
2007_2014,C1569,06003,38
2007_2014,C1866,16047,831
2007_2014,C1934,46091,332
2007_2014,C1323,55061,1028
2007_2014,C1456,05095,641
2007_2014,C1806,20135,255
2007_2014,C1407,20033,181
2007_2014,C1033,21235,2536
2007_2014,C1599,21167,1394
2007_2014,C1732,21097,1194
2007_2014,C994,39071,2635
2007_2014,C1328,22081,489
2007_2014,C1649,46137,88
2007_2014,C1550,16003,211
2007_2014,C381,45061,1166
2007_2014,C1649,46119,66
2007_2014,C1187,17021,2162
2007_2014,C539,17085,1318
2007_2014,C1138,17137,2288
2007_2014,C1368,29127,1781
2007_2014,C292,26139,9783
2007_2014,C1358,17035,614
2007_2014,C1747,17067,1167
2007_2014,C764,40047,3669
2007_2014,C1543,40065,1478
2007_2014,C1056,40013,2472
2007_2014,C921,40041,2884
2007_2014,C367,05143,7802
2007_2014,C857,35015,3178
2007_2014,C1543,40057,199
2007_2014,C709,36019,3970
2007_2014,C522,36015,5435
2007_2014,C1733,48025,1192
2007_2014,C1374,48465,1766
2007_2014,C1316,48345,96
2007_2014,C597,48051,1088
2007_2014,C418,48183,6959
2007_2014,C1827,48219,1077
2007_2014,C1474,48419,1575
2007_2014,C258,48035,1399
2007_2014,C1694,19123,1249
2007_2014,C1573,13291,1434
2007_2014,C1366,13123,1234
2007_2014,C663,13015,4266
2007_2014,C1523,13301,345
2007_2014,C1740,13163,1008
2007_2014,C1561,13187,1217
2007_2014,C1391,13263,386
2007_2014,C224,48167,12808
2007_2014,C21,32003,69749
2007_2014,C1487,31001,1559
2007_2014,C149,05119,18753
2007_2014,C137,12069,20748
2007_2014,C371,22073,7716
2007_2014,C28,06067,60008
2007_2014,C146,47065,19318
2007_2014,C1013,12039,2594
2007_2014,C239,06089,12037
2007_2014,C330,12109,8569
2007_2014,C221,48157,12882
2007_2014,C653,05069,4353
2007_2014,C62,12009,36682
2007_2014,C958,40111,2747
2007_2014,C528,29019,5385
2007_2014,C14,48113,81464
2007_2014,C1110,21009,2341
2007_2014,C541,21059,5278
2007_2014,C1663,05075,1280
2007_2014,C192,04025,14891
2007_2014,C121,25023,22417
2007_2014,C1391,13053,168
2007_2014,C1072,18099,2434
2007_2014,C1008,18011,2613
2007_2014,C1409,18001,1706
2007_2014,C643,18119,1296
2007_2014,C1431,18137,1655
2007_2014,C1413,39161,1703
2007_2014,C549,34041,5209
2007_2014,C436,25015,6670
2007_2014,C387,42075,7506
2007_2014,C57,40109,37551
2007_2014,C288,40027,9913
2007_2014,C654,40125,4324
2007_2014,C1576,20191,1429
2007_2014,C1266,48421,145
2007_2014,C1588,20099,1416
2007_2014,C190,41047,15110
2007_2014,C827,41041,3324
2007_2014,C1339,53049,1851
2007_2014,C51,42091,39789
2007_2014,C174,45019,16463
2007_2014,C56,34003,38402
2007_2014,C336,42057,728
2007_2014,C434,39029,6711
2007_2014,C305,36091,9545
2007_2014,C411,13063,7106
2007_2014,C145,34031,19652
2007_2014,C173,06061,16498
2007_2014,C1596,51159,581
2007_2014,C942,26015,2819
2007_2014,C1433,51580,385
2007_2014,C321,51550,8951
2007_2014,C1271,54059,1982
2007_2014,C1049,36033,2485
2007_2014,C369,46099,7750
2007_2014,C909,54079,2969
2007_2014,C1742,51103,1025
2007_2014,C476,23001,6017
2007_2014,C157,13135,18034
2007_2014,C1529,26039,944
2007_2014,C754,26109,1589
2007_2014,C1303,26085,883
2007_2014,C1257,26165,2009
2007_2014,C1448,28135,730
2007_2014,C1238,55083,2040
2007_2014,C1141,54051,2275
2007_2014,C1437,39019,1643
2007_2014,C1491,13279,1555
2007_2014,C1341,48031,556
2007_2014,C299,27003,9630
2007_2014,C425,48095,200
2007_2014,C1374,48435,187
2007_2014,C841,39083,3252
2007_2014,C1947,48109,85
2007_2014,C1731,48161,1195
2007_2014,C1302,48327,189
2007_2014,C1587,48119,392
2007_2014,C1316,48155,88
2007_2014,C1774,48151,276
2007_2014,C1260,27047,2004
2007_2014,C1302,48383,130
2007_2014,C1947,48229,94
2007_2014,C752,39167,3725
2007_2014,C1161,05063,2224
2007_2014,C326,37035,8786
2007_2014,C393,01125,7440
2007_2014,C438,28059,6657
2007_2014,C1476,35047,1573
2007_2014,C1711,20057,1224
2007_2014,C291,13215,9838
2007_2014,C1574,48433,126
2007_2014,C1476,35011,173
2007_2014,C1577,19075,716
2007_2014,C1,02100,98
2007_2014,C1685,27083,1257
2007_2014,C1335,37173,999
2007_2014,C872,28109,3118
2007_2014,C1516,45065,671
2007_2014,C1685,27081,487
2007_2014,C1453,27021,1605
2007_2014,C1362,27097,1788
2007_2014,C1362,27153,1086
2007_2014,C1639,27055,1001
2007_2014,C1885,27133,769
2007_2014,C1842,27033,823
2007_2014,C1269,05039,530
2007_2014,C1420,39137,1681
2007_2014,C511,53009,5527
2007_2014,C1204,19099,2112
2007_2014,C1603,49033,73
2007_2014,C1387,16011,1746
2007_2014,C1742,51099,819
2007_2014,C1331,51093,1867
2007_2014,C1136,51117,2289
2007_2014,C1926,19131,786
2007_2014,C1272,29229,1294
2007_2014,C1147,19049,2261
2007_2014,C1649,46081,1311
2007_2014,C1934,38081,221
2007_2014,C1694,29171,343
2007_2014,C1691,19101,915
2007_2014,C1690,31027,564
2007_2014,C1517,29219,1506
2007_2014,C1747,19177,545
2007_2014,C1773,29017,790
2007_2014,C1600,20107,643
2007_2014,C1800,19053,574
2007_2014,C1475,05101,498
2007_2014,C1534,20031,566
2007_2014,C1625,28129,917
2007_2014,C1287,28085,1949
2007_2014,C1627,28123,1352
2007_2014,C1314,47153,873
2007_2014,C1390,37117,1741
2007_2014,C716,36021,3902
2007_2014,C458,36075,6210
2007_2014,C1225,53031,2063
2007_2014,C1353,53017,1814
2007_2014,C1967,30101,270
2007_2014,C1903,30059,146
2007_2014,C1754,47091,1125
2007_2014,C1657,05001,1297
2007_2014,C1784,35057,865
2007_2014,C1711,08011,347
2007_2014,C1296,08051,362
2007_2014,C1326,08125,502
2007_2014,C1711,20081,163
2007_2014,C551,31043,881
2007_2014,C1961,31045,489
2007_2014,C1692,31015,165
2007_2014,C1264,31115,25
2007_2014,C1959,31087,223
2007_2014,C1569,32021,403
2007_2014,C1569,32009,76
2007_2014,C1847,21203,1048
2007_2014,C1582,38085,208
2007_2014,C1503,38087,19
2007_2014,C1487,20089,230
2007_2014,C1692,46135,1250
2007_2014,C1909,46123,404
2007_2014,C906,44001,2981
2007_2014,C1506,20073,518
2007_2014,C1793,21045,1026
2007_2014,C1609,20105,235
2007_2014,C1806,20101,134
2007_2014,C1793,21001,857
2007_2014,C1694,19185,570
2007_2014,C118,39075,1639
2007_2014,C1296,08113,108
2007_2014,C1771,46045,290
2007_2014,C1649,46017,103
2007_2014,C1722,47087,880
2007_2014,C117,17097,22977
2007_2014,C455,17023,1149
2007_2014,C927,17177,2858
2007_2014,C487,17091,5772
2007_2014,C1834,17039,1068
2007_2014,C276,17125,1114
2007_2014,C1718,17193,1211
2007_2014,C272,29221,1529
2007_2014,C1618,40009,1367
2007_2014,C1820,40151,577
2007_2014,C788,40077,719
2007_2014,C1566,40033,448
2007_2014,C1510,05083,1519
2007_2014,C817,20019,335
2007_2014,C412,05131,7097
2007_2014,C1206,55015,2100
2007_2014,C766,42037,3627
2007_2014,C441,39007,6581
2007_2014,C1078,42117,2416
2007_2014,C363,34011,7849
2007_2014,C1290,48287,810
2007_2014,C1548,48395,1060
2007_2014,C477,48139,5968
2007_2014,C1481,48015,1470
2007_2014,C1897,08117,318
2007_2014,C1520,48163,643
2007_2014,C1316,48317,205
2007_2014,C1354,48363,1813
2007_2014,C1697,01035,843
2007_2014,C1770,13273,588
2007_2014,C804,13255,3452
2007_2014,C1491,13309,306
2007_2014,C483,55117,5822
2007_2014,C1223,18033,2069
2007_2014,C163,41067,17221
2007_2014,C13,12011,81933
2007_2014,C779,47107,3568
2007_2014,C323,29119,1239
2007_2014,C54,12095,39415
2007_2014,C317,18039,9040
2007_2014,C1087,28113,2398
2007_2014,C269,31109,10661
2007_2014,C904,18065,2990
2007_2014,C1880,21033,967
2007_2014,C1431,18115,328
2007_2014,C251,26077,11615
2007_2014,C1848,21003,1048
2007_2014,C1618,48483,360
2007_2014,C1108,02090,2343
2007_2014,C770,41059,3619
2007_2014,C1710,41013,1225
2007_2014,C63,15003,35925
2007_2014,C264,51041,10725
2007_2014,C178,22071,15908
2007_2014,C747,39143,3753
2007_2014,C616,06045,4703
2007_2014,C258,48309,11172
2007_2014,C1,25007,680
2007_2014,C1550,16087,686
2007_2014,C734,34033,3818
2007_2014,C749,28035,3750
2007_2014,C1532,22075,919
2007_2014,C550,37127,5202
2007_2014,C750,54049,3746
2007_2014,C1633,51183,720
2007_2014,C1265,26047,1989
2007_2014,C490,36089,5713
2007_2014,C350,25003,8078
2007_2014,C842,23009,3251
2007_2014,C349,23021,1279
2007_2014,C60,25027,37333
2007_2014,C1356,50015,1161
2007_2014,C341,26025,8277
2007_2014,C729,13217,3839
2007_2014,C943,26067,2815
2007_2014,C520,26045,5465
2007_2014,C868,21125,3129
2007_2014,C307,26127,1451
2007_2014,C1,53055,761
2007_2014,C266,51710,10698
2007_2014,C232,48061,12290
2007_2014,C658,47035,4295
2007_2014,C1583,54075,548
2007_2014,C785,37015,1361
2007_2014,C1589,48275,281
2007_2014,C669,29187,4207
2007_2014,C1309,22039,1904
2007_2014,C1476,35037,688
2007_2014,C1497,22031,1537
2007_2014,C437,37179,6670
2007_2014,C1495,22047,1546
2007_2014,C1470,29215,1578
2007_2014,C386,22079,7514
2007_2014,C399,39139,7356
2007_2014,C705,12089,3984
2007_2014,C1804,27043,1081
2007_2014,C1096,01053,2376
2007_2014,C1644,13193,727
2007_2014,C1730,13079,540
2007_2014,C1662,01067,1093
2007_2014,C1213,47055,2082
2007_2014,C1172,21193,2194
2007_2014,C890,55109,3047
2007_2014,C1584,55013,910
2007_2014,C1011,38035,2603
2007_2014,C284,49041,977
2007_2014,C1421,49003,1679
2007_2014,C1603,56037,1390
2007_2014,C1711,08009,361
2007_2014,C1941,16051,739
2007_2014,C659,36011,4285
2007_2014,C1526,51670,1502
2007_2014,C1526,51149,1147
2007_2014,C789,51690,1098
2007_2014,C220,51145,1063
2007_2014,C725,37107,3851
2007_2014,C1404,37029,388
2007_2014,C1105,39051,2345
2007_2014,C1684,19031,1071
2007_2014,C727,19103,3844
2007_2014,C1606,38093,1386
2007_2014,C1922,38071,778
2007_2014,C1608,31173,371
2007_2014,C1106,31053,2345
2007_2014,C540,38097,479
2007_2014,C1764,46067,651
2007_2014,C1734,19151,583
2007_2014,C1244,05023,2023
2007_2014,C1463,29135,809
2007_2014,C561,29063,649
2007_2014,C1428,29151,678
2007_2014,C1590,29075,484
2007_2014,C1442,28069,495
2007_2014,C1873,05017,887
2007_2014,C1735,01105,633
2007_2014,C1769,19025,846
2007_2014,C1364,54015,605
2007_2014,C575,37027,5058
2007_2014,C1,02105,136
2007_2014,C1629,05105,668
2007_2014,C1691,19051,465
2007_2014,C1407,20097,160
2007_2014,C1929,30087,398
2007_2014,C1614,56029,1375
2007_2014,C1647,30085,663
2007_2014,C1614,56017,351
2007_2014,C1619,31013,634
2007_2014,C1995,38051,340
2007_2014,C1324,39159,1877
2007_2014,C1544,53013,297
2007_2014,C1675,16061,235
2007_2014,C1317,21103,937
2007_2014,C419,47009,6939
2007_2014,C326,37003,1975
2007_2014,C1522,37121,1179
2007_2014,C527,39131,1725
2007_2014,C1387,16023,149
2007_2014,C1623,06011,800
2007_2014,C1326,08115,187
2007_2014,C1624,08061,122
2007_2014,C1264,31071,192
2007_2014,C1469,20201,445
2007_2014,C1542,19009,506
2007_2014,C1264,31113,29
2007_2014,C1769,19021,1138
2007_2014,C1471,05147,629
2007_2014,C1698,21057,556
2007_2014,C1926,19091,744
2007_2014,C1780,19035,931
2007_2014,C1387,16033,43
2007_2014,C204,17163,14006
2007_2014,C656,17001,4322
2007_2014,C736,17095,3813
2007_2014,C1821,17003,517
2007_2014,C1418,17009,309
2007_2014,C1837,17131,964
2007_2014,C289,17155,332
2007_2014,C1188,17063,2160
2007_2014,C1358,17051,1105
2007_2014,C1636,17041,979
2007_2014,C1109,17081,2342
2007_2014,C952,17029,2772
2007_2014,C1343,40107,916
2007_2014,C1485,40149,779
2007_2014,C1467,40129,191
2007_2014,C821,40099,985
2007_2014,C1124,40123,2307
2007_2014,C788,40063,1109
2007_2014,C88,37119,29348
2007_2014,C614,36009,4715
2007_2014,C1042,42103,2509
2007_2014,C1032,36107,2538
2007_2014,C1548,48331,1468
2007_2014,C1190,48325,2156
2007_2014,C1162,48217,2223
2007_2014,C836,48467,3278
2007_2014,C1290,48477,1945
2007_2014,C1100,48471,2372
2007_2014,C195,48365,1496
2007_2014,C1432,48333,351
2007_2014,C1374,48371,607
2007_2014,C1968,30043,588
2007_2014,C1775,13141,414
2007_2014,C1730,13171,909
2007_2014,C1377,13011,743
2007_2014,C1854,13173,398
2007_2014,C1650,13159,663
2007_2014,C1107,13071,2344
2007_2014,C1491,13209,454
2007_2014,C610,45073,4739
2007_2014,C1480,18153,1293
2007_2014,C154,22033,18139
2007_2014,C1620,26131,599
2007_2014,C24,48029,63122
2007_2014,C144,48215,19820
2007_2014,C513,48367,5518
2007_2014,C563,24017,5166
2007_2014,C112,53063,23873
2007_2014,C1059,26023,2464
2007_2014,C814,19045,3390
2007_2014,C87,47037,29713
2007_2014,C279,55009,10154
2007_2014,C899,29043,3004
2007_2014,C1067,26041,2442
2007_2014,C1322,05037,1169
2007_2014,C1773,29157,1130
2007_2014,C1005,18071,2618
2007_2014,C1060,18113,2464
2007_2014,C1127,18145,2302
2007_2014,C376,39057,7633
2007_2014,C626,21037,4614
2007_2014,C652,21199,4373
2007_2014,C331,36093,8511
2007_2014,C1720,40023,1206
2007_2014,C1051,29201,2483
2007_2014,C1467,48295,153
2007_2014,C1477,28091,1573
2007_2014,C567,05125,5117
2007_2014,C1467,48179,1584
2007_2014,C439,41033,6612
2007_2014,C1171,41007,2195
2007_2014,C1378,41065,1761
2007_2014,C148,41037,503
2007_2014,C231,06079,12309
2007_2014,C254,53077,11406
2007_2014,C201,36071,14249
2007_2014,C493,15005,5677
2007_2014,C1518,30089,784
2007_2014,C941,37077,2820
2007_2014,C301,12073,9608
2007_2014,C1445,26019,1132
2007_2014,C536,09013,5330
2007_2014,C540,38017,5283
2007_2014,C680,24037,4135
2007_2014,C544,24001,5269
2007_2014,C1667,54027,1282
2007_2014,C1305,54093,504
2007_2014,C207,23005,13895
2007_2014,C667,16019,4218
2007_2014,C283,51199,10086
2007_2014,C1265,26029,1583
2007_2014,C1344,54071,510
2007_2014,C1024,37141,2559
2007_2014,C873,23025,3117
2007_2014,C166,33011,17017
2007_2014,C1674,21027,1275
2007_2014,C464,50007,6178
2007_2014,C1415,55051,524
2007_2014,C1729,28155,831
2007_2014,C1770,13177,975
2007_2014,C1651,20061,1170
2007_2014,C845,36025,3223
2007_2014,C1574,48207,460
2007_2014,C1507,49015,447
