period,cluster,fips,cluster_deaths
1999_2006,C567,37133,4543
1999_2006,C58,09001,37152
1999_2006,C660,37135,3869
1999_2006,C913,37037,2709
1999_2006,C441,37191,5933
1999_2006,C1418,37091,1586
1999_2006,C1219,37143,758
1999_2006,C1564,37053,918
1999_2006,C1438,37007,1537
1999_2006,C765,36053,3330
1999_2006,C1312,37075,573
1999_2006,C350,51143,7298
1999_2006,C133,24003,20330
1999_2006,C236,42041,11162
1999_2006,C1505,48503,1450
1999_2006,C10,36081,100104
1999_2006,C705,45031,3599
1999_2006,C2,17031,246699
1999_2006,C200,06053,13543
1999_2006,C1131,06005,2164
1999_2006,C316,06047,8199
1999_2006,C242,41029,10997
1999_2006,C373,06055,6945
1999_2006,C91,25025,27380
1999_2006,C1411,40091,1603
1999_2006,C750,56025,3398
1999_2006,C1243,41015,1899
1999_2006,C1245,35039,1892
1999_2006,C1335,35017,1706
1999_2006,C298,09005,8782
1999_2006,C1596,20193,381
1999_2006,C1871,30041,834
1999_2006,C1455,08045,1526
1999_2006,C1821,56011,296
1999_2006,C1455,08103,282
1999_2006,C1455,08037,426
1999_2006,C149,08119,560
1999_2006,C435,17115,6030
1999_2006,C1596,08121,301
1999_2006,C1285,27077,236
1999_2006,C740,05089,954
1999_2006,C1596,20181,426
1999_2006,C1767,56001,1076
1999_2006,C1541,20203,151
1999_2006,C67,40011,848
1999_2006,C654,35027,943
1999_2006,C1102,35009,2217
1999_2006,C1890,48165,572
1999_2006,C422,48135,6212
1999_2006,C1501,48299,1454
1999_2006,C1053,36031,2348
1999_2006,C620,36043,4136
1999_2006,C599,36105,4244
1999_2006,C1226,36097,1026
1999_2006,C455,36123,1460
1999_2006,C1783,41031,970
1999_2006,C689,26103,3691
1999_2006,C518,42001,4993
1999_2006,C508,42111,5074
1999_2006,C224,42107,11852
1999_2006,C195,17089,13806
1999_2006,C633,01121,4032
1999_2006,C775,01115,3284
1999_2006,C306,12005,8439
1999_2006,C1552,13253,529
1999_2006,C1041,47051,2371
1999_2006,C1082,13233,2268
1999_2006,C1534,22041,1408
1999_2006,C849,48221,3008
1999_2006,C688,45047,3716
1999_2006,C693,28081,3674
1999_2006,C487,18057,5275
1999_2006,C931,47079,2647
1999_2006,C881,29023,2816
1999_2006,C1273,47071,1833
1999_2006,C1907,38009,505
1999_2006,C134,47093,20319
1999_2006,C1270,02185,212
1999_2006,C390,15001,6569
1999_2006,C144,17197,18408
1999_2006,C268,17143,9817
1999_2006,C512,55063,5045
1999_2006,C1558,19167,1379
1999_2006,C665,26159,3844
1999_2006,C1825,19121,784
1999_2006,C137,31155,956
1999_2006,C1383,21021,1655
1999_2006,C152,19153,16903
1999_2006,C1832,31159,963
1999_2006,C1121,17011,2174
1999_2006,C1718,16059,479
1999_2006,C424,18035,6203
1999_2006,C209,39085,12941
1999_2006,C450,17113,5832
1999_2006,C890,55021,2780
1999_2006,C1425,27129,1132
1999_2006,C1565,17133,1374
1999_2006,C193,48273,1293
1999_2006,C340,23019,7557
1999_2006,C543,39043,4787
1999_2006,C1652,17139,991
1999_2006,C1532,16007,332
1999_2006,C221,27071,884
1999_2006,C1257,30081,1868
1999_2006,C869,05011,890
1999_2006,C1559,05057,1379
1999_2006,C1463,05127,751
1999_2006,C148,05053,815
1999_2006,C1410,05111,1604
1999_2006,C1816,05041,998
1999_2006,C1261,22123,636
1999_2006,C1247,40081,1884
1999_2006,C1594,28043,1327
1999_2006,C1310,40133,1756
1999_2006,C1069,26061,2308
1999_2006,C1174,26069,2057
1999_2006,C296,12029,1023
1999_2006,C1658,12123,1219
1999_2006,C1061,55085,2333
1999_2006,C1413,48089,1418
1999_2006,C712,13019,869
1999_2006,C1412,21179,1601
1999_2006,C898,17121,2760
1999_2006,C1451,13257,1531
1999_2006,C1021,24041,2399
1999_2006,C1451,13119,1231
1999_2006,C1500,13179,1457
1999_2006,C1136,13157,2147
1999_2006,C953,47017,2568
1999_2006,C1533,21075,591
1999_2006,C964,21083,2538
1999_2006,C617,21195,4145
1999_2006,C1698,21231,1158
1999_2006,C1193,48321,2008
1999_2006,C1826,49001,282
1999_2006,C1918,49043,506
1999_2006,C1826,49017,202
1999_2006,C1414,16037,203
1999_2006,C1760,46005,1084
1999_2006,C1269,51091,167
1999_2006,C1730,13035,951
1999_2006,C1730,13207,1126
1999_2006,C735,39147,3481
1999_2006,C695,18043,3671
1999_2006,C1510,29185,749
1999_2006,C1642,19043,1247
1999_2006,C1474,19095,961
1999_2006,C1660,29111,628
1999_2006,C1699,29227,174
1999_2006,C1736,46121,395
1999_2006,C1460,48403,950
1999_2006,C1549,17065,515
1999_2006,C1265,29027,1855
1999_2006,C1517,39067,1165
1999_2006,C1251,39053,1875
1999_2006,C1371,54053,1669
1999_2006,C517,54073,464
1999_2006,C1296,21197,750
1999_2006,C1555,18131,756
1999_2006,C1220,40049,1945
1999_2006,C1230,20115,905
1999_2006,C1688,31041,825
1999_2006,C1522,18009,788
1999_2006,C1513,18175,1440
1999_2006,C1276,18101,591
1999_2006,C1419,29067,813
1999_2006,C1467,21183,1501
1999_2006,C1081,55095,2280
1999_2006,C1285,27135,807
1999_2006,C1847,38005,379
1999_2006,C1849,38077,906
1999_2006,C1431,28029,1568
1999_2006,C1400,28055,76
1999_2006,C534,54091,995
1999_2006,C608,48057,1042
1999_2006,C505,29071,5095
1999_2006,C1795,20043,467
1999_2006,C1860,48359,104
1999_2006,C1540,20001,986
1999_2006,C1853,20117,771
1999_2006,C1357,20165,350
1999_2006,C1657,29177,1220
1999_2006,C1393,29089,587
1999_2006,C1793,21205,948
1999_2006,C1581,21217,1352
1999_2006,C1384,22115,1644
1999_2006,C1401,22121,886
1999_2006,C5,48071,1121
1999_2006,C1347,48069,348
1999_2006,C1743,38023,229
1999_2006,C1454,38033,112
1999_2006,C1607,22125,535
1999_2006,C1344,31125,272
1999_2006,C715,51085,3556
1999_2006,C1204,37033,1311
1999_2006,C482,37125,5317
1999_2006,C245,37071,10772
1999_2006,C822,37013,3077
1999_2006,C1106,37017,2202
1999_2006,C993,45025,2471
1999_2006,C56,34013,37510
1999_2006,C1563,37095,397
1999_2006,C269,45063,9807
1999_2006,C26,36005,60422
1999_2006,C1385,54101,630
1999_2006,C423,17053,1072
1999_2006,C503,45075,5108
1999_2006,C4,06073,115402
1999_2006,C94,06081,26849
1999_2006,C75,06019,31886
1999_2006,C496,48451,5170
1999_2006,C841,06115,3032
1999_2006,C355,05007,7263
1999_2006,C1250,06003,43
1999_2006,C100,18089,25566
1999_2006,C396,05051,6483
1999_2006,C1148,47003,2116
1999_2006,C31,29189,55987
1999_2006,C30,48439,56115
1999_2006,C207,12017,13073
1999_2006,C811,08035,3124
1999_2006,C22,36061,67209
1999_2006,C1618,53075,1286
1999_2006,C1826,49025,252
1999_2006,C509,18147,959
1999_2006,C230,26145,11623
1999_2006,C700,47145,3634
1999_2006,C112,42071,23295
1999_2006,C627,51510,4081
1999_2006,C1631,08071,948
1999_2006,C1931,31145,646
1999_2006,C131,34005,20548
1999_2006,C1272,31057,174
1999_2006,C1045,40097,2363
1999_2006,C1144,48097,2124
1999_2006,C436,49011,6024
1999_2006,C1556,29011,763
1999_2006,C1272,31049,170
1999_2006,C1810,40085,573
1999_2006,C1888,30065,340
1999_2006,C1642,19055,971
1999_2006,C1245,35033,251
1999_2006,C583,48381,4445
1999_2006,C1745,48415,919
1999_2006,C179,55025,14705
1999_2006,C1397,48319,299
1999_2006,C541,28121,4824
1999_2006,C1644,17149,1244
1999_2006,C733,36113,3491
1999_2006,C218,36007,12156
1999_2006,C584,36117,4445
1999_2006,C1004,36023,2440
1999_2006,C493,36069,5194
1999_2006,C746,36079,3415
1999_2006,C237,34035,11107
1999_2006,C181,12111,14633
1999_2006,C983,39071,2491
1999_2006,C768,42127,3308
1999_2006,C1569,41061,1368
1999_2006,C586,42005,4424
1999_2006,C109,42129,23714
1999_2006,C564,34019,4565
1999_2006,C210,34015,12675
1999_2006,C369,42093,1243
1999_2006,C969,01083,2524
1999_2006,C1160,01021,2091
1999_2006,C1369,01061,1673
1999_2006,C1008,28087,2436
1999_2006,C277,22019,9482
1999_2006,C686,26055,3724
1999_2006,C490,17183,5246
1999_2006,C1183,13129,2026
1999_2006,C1594,28019,507
1999_2006,C598,13227,952
1999_2006,C867,28149,2895
1999_2006,C1446,28147,868
1999_2006,C1261,22067,1866
1999_2006,C488,28089,5272
1999_2006,C398,02122,1623
1999_2006,C1270,02180,368
1999_2006,C233,16039,934
1999_2006,C748,04007,3409
1999_2006,C1787,27105,1050
1999_2006,C682,55135,3739
1999_2006,C740,05005,3457
1999_2006,C1015,27139,2421
1999_2006,C1479,26053,1472
1999_2006,C1328,29007,1713
1999_2006,C1443,27039,689
1999_2006,C605,30013,4220
1999_2006,C1822,16067,943
1999_2006,C1205,21013,1989
1999_2006,C1743,30091,300
1999_2006,C471,55073,5456
1999_2006,C1656,19085,1221
1999_2006,C514,26091,5033
1999_2006,C1742,29081,758
1999_2006,C1209,05091,1985
1999_2006,C1234,05123,1922
1999_2006,C1303,05015,1372
1999_2006,C1579,05049,834
1999_2006,C880,05077,792
1999_2006,C1816,05025,451
1999_2006,C1275,05095,717
1999_2006,C860,29145,2932
1999_2006,C293,26021,8946
1999_2006,C1006,23029,2439
1999_2006,C1001,33019,2450
1999_2006,C961,33007,2544
1999_2006,C1120,50011,2175
1999_2006,C1103,26035,2216
1999_2006,C1010,26059,2433
1999_2006,C1385,54067,1644
1999_2006,C712,13075,866
1999_2006,C1577,18031,1359
1999_2006,C1063,21235,2328
1999_2006,C1277,22095,1748
1999_2006,C1304,13197,360
1999_2006,C370,45061,1154
1999_2006,C426,51650,6187
1999_2006,C371,17179,6971
1999_2006,C1315,47097,1747
1999_2006,C629,51107,4064
1999_2006,C278,48423,9454
1999_2006,C1330,28119,634
1999_2006,C1603,21097,977
1999_2006,C1363,28073,1678
1999_2006,C957,55031,2555
1999_2006,C1826,49031,79
1999_2006,C1349,51175,1691
1999_2006,C525,54109,1606
1999_2006,C1590,51045,260
1999_2006,C1617,13283,324
1999_2006,C1655,13315,486
1999_2006,C1282,55065,814
1999_2006,C1714,19117,681
1999_2006,C233,16047,804
1999_2006,C1311,53003,1144
1999_2006,C1311,16003,194
1999_2006,C1516,30061,237
1999_2006,C1682,18045,1075
1999_2006,C1555,18073,1382
1999_2006,C1251,39163,721
1999_2006,C1137,39021,2141
1999_2006,C466,18015,920
1999_2006,C804,21015,3172
1999_2006,C1562,21153,618
1999_2006,C1293,40083,1791
1999_2006,C1810,40067,608
1999_2006,C843,20045,3026
1999_2006,C1236,48235,61
1999_2006,C1582,18143,1307
1999_2006,C1309,21223,439
1999_2006,C807,21233,861
1999_2006,C1400,28125,318
1999_2006,C1509,29141,1448
1999_2006,C982,48497,2496
1999_2006,C1699,29049,1158
1999_2006,C1318,27019,1741
1999_2006,C1285,27089,517
1999_2006,C1797,46011,1029
1999_2006,C1195,46013,2000
1999_2006,C1736,46093,1091
1999_2006,C1201,28063,427
1999_2006,C1743,30019,128
1999_2006,C1853,20149,898
1999_2006,C1357,20033,204
1999_2006,C1727,20135,261
1999_2006,C1663,21167,1213
1999_2006,C1218,22081,515
1999_2006,C478,55039,5366
1999_2006,C1454,30025,172
1999_2006,C1397,48267,377
1999_2006,C800,48209,3187
1999_2006,C1421,48225,1585
1999_2006,C1208,48237,494
1999_2006,C607,48457,1439
1999_2006,C1397,48171,1629
1999_2006,C1466,48391,512
1999_2006,C1236,48461,180
1999_2006,C1585,46091,318
1999_2006,C1736,46119,63
1999_2006,C1332,55061,972
1999_2006,C1917,46021,91
1999_2006,C1736,46075,53
1999_2006,C1736,46137,68
1999_2006,C1272,31117,13
1999_2006,C1219,37139,1947
1999_2006,C1418,37041,934
1999_2006,C216,37021,12308
1999_2006,C446,41043,5855
1999_2006,C188,45083,14081
1999_2006,C320,37057,8083
1999_2006,C336,37159,7600
1999_2006,C416,37097,6348
1999_2006,C232,51760,11517
1999_2006,C706,37087,3592
1999_2006,C1353,45033,1687
1999_2006,C32,36029,55034
1999_2006,C1226,36099,1937
1999_2006,C854,17145,1385
1999_2006,C1779,51111,794
1999_2006,C313,29047,8259
1999_2006,C1299,13137,1778
1999_2006,C596,06033,4289
1999_2006,C74,53053,32136
1999_2006,C1506,13143,1450
1999_2006,C1748,22007,1108
1999_2006,C294,19113,8927
1999_2006,C1501,48019,924
1999_2006,C1516,30047,1436
1999_2006,C194,18141,13836
1999_2006,C1029,32023,2388
1999_2006,C106,26081,23989
1999_2006,C502,45015,5116
1999_2006,C285,24025,9226
1999_2006,C1742,29117,1116
1999_2006,C307,49049,8434
1999_2006,C837,13073,3044
1999_2006,C274,04021,9543
1999_2006,C626,12087,4090
1999_2006,C1767,08107,394
1999_2006,C1176,56013,2046
1999_2006,C1455,08057,60
1999_2006,C119,26049,22473
1999_2006,C1643,16079,1041
1999_2006,C680,26111,3755
1999_2006,C1605,56003,735
1999_2006,C1259,08053,18
1999_2006,C1596,20153,228
1999_2006,C1821,56005,991
1999_2006,C1688,31047,1182
1999_2006,C347,48485,7314
1999_2006,C654,35053,768
1999_2006,C725,35041,852
1999_2006,C851,48349,3001
1999_2006,C943,47089,2604
1999_2006,C1860,48111,296
1999_2006,C305,36083,8449
1999_2006,C894,36003,2773
1999_2006,C779,36109,3263
1999_2006,C107,42079,23911
1999_2006,C819,42083,3088
1999_2006,C759,42015,3341
1999_2006,C264,12085,10017
1999_2006,C955,42009,2560
1999_2006,C141,42011,18979
1999_2006,C1191,42047,2009
1999_2006,C402,10001,6453
1999_2006,C205,54009,1644
1999_2006,C1350,01059,1690
1999_2006,C937,01123,2621
1999_2006,C1483,01131,649
1999_2006,C831,01049,3055
1999_2006,C1537,01005,1406
1999_2006,C1227,01085,539
1999_2006,C529,01037,669
1999_2006,C571,13099,746
1999_2006,C1664,01065,833
1999_2006,C995,47099,2466
1999_2006,C1431,28021,572
1999_2006,C1367,47041,1214
1999_2006,C129,20151,624
1999_2006,C1777,28041,675
1999_2006,C577,13095,4476
1999_2006,C601,13045,4223
1999_2006,C433,48251,6103
1999_2006,C1270,02158,242
1999_2006,C1,02220,304
1999_2006,C1282,55045,1810
1999_2006,C1776,55129,1070
1999_2006,C1797,46079,650
1999_2006,C1679,19195,612
1999_2006,C1263,26107,1858
1999_2006,C694,16083,3674
1999_2006,C1888,30017,790
1999_2006,C997,27169,2457
1999_2006,C939,26151,2618
1999_2006,C360,55059,7151
1999_2006,C1034,50025,2376
1999_2006,C927,33003,2664
1999_2006,C1690,32033,459
1999_2006,C1432,55033,1566
1999_2006,C572,38003,860
1999_2006,C930,55115,2649
1999_2006,C1275,05107,1828
1999_2006,C1146,28011,2121
1999_2006,C793,40127,903
1999_2006,C1620,13105,1284
1999_2006,C1526,38083,102
1999_2006,C625,47053,4092
1999_2006,C1094,40021,2230
1999_2006,C1165,29109,2079
1999_2006,C522,48479,4969
1999_2006,C472,09015,5455
1999_2006,C201,23023,1724
1999_2006,C1354,26119,873
1999_2006,C686,26089,998
1999_2006,C1024,26057,2394
1999_2006,C947,26123,2592
1999_2006,C53,12003,1125
1999_2006,C1341,18041,1702
1999_2006,C1040,13275,2372
1999_2006,C1295,18103,1789
1999_2006,C616,48231,4147
1999_2006,C874,39033,2864
1999_2006,C1118,39031,2179
1999_2006,C534,54033,4885
1999_2006,C600,21227,4224
1999_2006,C1599,19017,1319
1999_2006,C1169,47183,2067
1999_2006,C697,47141,3649
1999_2006,C294,19019,1136
1999_2006,C1416,21133,1590
1999_2006,C1205,51105,1716
1999_2006,C1502,13213,1455
1999_2006,C1149,28003,2110
1999_2006,C1400,28053,720
1999_2006,C711,28151,3579
1999_2006,C1107,28083,2202
1999_2006,C1205,21131,709
1999_2006,C1913,16065,591
1999_2006,C1628,51101,625
1999_2006,C1072,54025,2305
1999_2006,C428,51775,1550
1999_2006,C1349,51036,379
1999_2006,C1323,13003,356
1999_2006,C1211,13219,874
1999_2006,C1617,13107,1288
1999_2006,C602,13023,626
1999_2006,C577,13321,1085
1999_2006,C1278,54077,1824
1999_2006,C968,19057,2526
1999_2006,C1130,19139,2165
1999_2006,C1717,19189,793
1999_2006,C1771,19093,643
1999_2006,C1714,29129,245
1999_2006,C1707,17187,1153
1999_2006,C1288,27149,421
1999_2006,C1518,31133,261
1999_2006,C1351,17169,516
1999_2006,C122,53051,719
1999_2006,C727,48203,3510
1999_2006,C1549,17047,458
1999_2006,C1248,48505,379
1999_2006,C528,23003,4917
1999_2006,C1256,39115,901
1999_2006,C1269,54083,1847
1999_2006,C279,48281,1057
1999_2006,C1264,18151,1569
1999_2006,C1624,21225,889
1999_2006,C1588,38059,1335
1999_2006,C247,24011,1775
1999_2006,C1391,55121,1639
1999_2006,C1526,38027,236
1999_2006,C1907,30021,532
1999_2006,C197,54087,1004
1999_2006,C657,29037,3871
1999_2006,C1895,48083,748
1999_2006,C1869,20157,440
1999_2006,C1435,20007,384
1999_2006,C1734,29115,964
1999_2006,C1409,21175,640
1999_2006,C1458,21187,563
1999_2006,C1649,21181,460
1999_2006,C1198,21129,501
1999_2006,C1472,21005,932
1999_2006,C1649,21173,1231
1999_2006,C1290,48507,472
1999_2006,C1375,48263,89
1999_2006,C1436,48177,1205
1999_2006,C1241,29105,1908
1999_2006,C605,30099,360
1999_2006,C1917,46089,257
1999_2006,C1588,38065,68
1999_2006,C1760,46115,454
1999_2006,C1736,46069,115
1999_2006,C1871,30007,229
1999_2006,C1257,30039,163
1999_2006,C1485,31081,487
1999_2006,C1485,31099,414
1999_2006,C1272,31075,23
1999_2006,C28,24031,59450
1999_2006,C704,37047,3609
1999_2006,C461,37157,5667
1999_2006,C548,37103,631
1999_2006,C361,37001,7143
1999_2006,C370,45041,7003
1999_2006,C163,37059,1988
1999_2006,C449,37045,5846
1999_2006,C1563,37177,225
1999_2006,C126,39151,21169
1999_2006,C1348,37011,1051
1999_2006,C1312,37043,653
1999_2006,C227,37093,1392
1999_2006,C7,36047,111263
1999_2006,C15,42003,84344
1999_2006,C698,45059,3649
1999_2006,C1223,45087,1940
1999_2006,C258,44003,10298
1999_2006,C43,24005,43224
1999_2006,C33,06001,54419
1999_2006,C1621,06063,1283
1999_2006,C1250,06051,283
1999_2006,C215,04015,12420
1999_2006,C425,04003,6201
1999_2006,C559,55071,4585
1999_2006,C345,34009,7392
1999_2006,C105,53061,24051
1999_2006,C312,08069,8265
1999_2006,C630,12035,4060
1999_2006,C1621,06091,210
1999_2006,C129,20173,20620
1999_2006,C349,55139,7302
1999_2006,C66,25009,34943
1999_2006,C297,36111,8803
1999_2006,C784,40019,3257
1999_2006,C334,19163,7663
1999_2006,C231,28049,11538
1999_2006,C45,04009,1408
1999_2006,C1303,29209,1774
1999_2006,C438,16027,5995
1999_2006,C1270,02070,249
1999_2006,C721,22063,3536
1999_2006,C1556,29217,1381
1999_2006,C1580,20109,203
1999_2006,C1599,19023,1062
1999_2006,C1619,35055,1285
1999_2006,C233,16001,11486
1999_2006,C1613,19157,1295
1999_2006,C275,17167,9536
1999_2006,C405,55087,6436
1999_2006,C1703,19105,1157
1999_2006,C884,35025,2805
1999_2006,C1433,35051,1252
1999_2006,C211,48185,1381
1999_2006,C962,42115,2544
1999_2006,C664,36057,3846
1999_2006,C172,20091,15000
1999_2006,C915,42123,2707
1999_2006,C1452,41025,424
1999_2006,C325,24021,7954
1999_2006,C972,42031,2519
1999_2006,C1095,54029,2230
1999_2006,C138,34027,19136
1999_2006,C1689,01013,1178
1999_2006,C1222,01075,901
1999_2006,C1244,28025,1228
1999_2006,C905,12131,2732
1999_2006,C261,18163,10223
1999_2006,C1104,27027,2216
1999_2006,C941,13047,2607
1999_2006,C517,54107,5013
1999_2006,C598,13057,4265
1999_2006,C1221,16017,1944
1999_2006,C820,22117,3087
1999_2006,C1618,53043,666
1999_2006,C724,23017,3531
1999_2006,C814,26117,3119
1999_2006,C691,20155,3679
1999_2006,C866,29165,2903
1999_2006,C753,26155,3393
1999_2006,C1321,19015,1730
1999_2006,C516,33017,5027
1999_2006,C1625,19097,1269
1999_2006,C1879,46015,313
1999_2006,C1189,17103,2015
1999_2006,C1606,05087,743
1999_2006,C1380,05061,930
1999_2006,C486,48037,5287
1999_2006,C1209,05073,552
1999_2006,C1083,29009,2266
1999_2006,C1412,21215,496
1999_2006,C1583,48323,1349
1999_2006,C910,50023,2717
1999_2006,C888,26027,2782
1999_2006,C1654,13005,620
1999_2006,C1659,12047,749
1999_2006,C1571,13049,457
1999_2006,C1271,13287,565
1999_2006,C795,24009,3205
1999_2006,C1323,13065,387
1999_2006,C1235,17093,1920
1999_2006,C948,48199,2589
1999_2006,C883,39005,2811
1999_2006,C1511,21085,1447
1999_2006,C410,39133,6379
1999_2006,C1638,45011,1248
1999_2006,C439,51015,5988
1999_2006,C1186,47025,2022
1999_2006,C88,47021,1704
1999_2006,C786,47073,3245
1999_2006,C509,18123,1025
1999_2006,C671,17199,3830
1999_2006,C1320,51169,1739
1999_2006,C1651,47173,931
1999_2006,C1829,21171,726
1999_2006,C1035,21095,2376
1999_2006,C904,51121,2734
1999_2006,C1412,21155,983
1999_2006,C1480,13103,1472
1999_2006,C1477,21061,599
1999_2006,C1232,21051,1214
1999_2006,C1409,21063,392
1999_2006,C17,48397,1878
1999_2006,C1918,49013,547
1999_2006,C1532,16041,418
1999_2006,C605,30073,381
1999_2006,C1238,51043,708
1999_2006,C1663,21239,1096
1999_2006,C1274,19135,587
1999_2006,C1805,19047,1022
1999_2006,C1825,19159,519
1999_2006,C1805,19133,964
1999_2006,C1470,46127,640
1999_2006,C1660,29197,273
1999_2006,C1414,16013,470
1999_2006,C554,39119,4673
1999_2006,C465,39073,1524
1999_2006,C1309,18155,503
1999_2006,C634,40037,4024
1999_2006,C1812,20087,931
1999_2006,C1540,20011,992
1999_2006,C821,18109,3085
1999_2006,C1252,18159,855
1999_2006,C1088,24019,2241
1999_2006,C1475,27165,698
1999_2006,C238,48145,1248
1999_2006,C1907,38061,512
1999_2006,C1776,55107,1015
1999_2006,C1609,28015,551
1999_2006,C488,28079,1158
1999_2006,C1808,48487,1016
1999_2006,C1459,55137,1515
1999_2006,C1346,20161,1697
1999_2006,C1615,20143,455
1999_2006,C1450,20207,314
1999_2006,C1518,31067,1435
1999_2006,C1423,29039,1018
1999_2006,C1586,29121,1142
1999_2006,C1518,31169,408
1999_2006,C902,22101,2736
1999_2006,C1917,31161,415
1999_2006,C1366,48443,65
1999_2006,C1445,48133,1545
1999_2006,C1445,48417,239
1999_2006,C1375,48065,358
1999_2006,C151,48427,1462
1999_2006,C1589,48191,346
1999_2006,C522,48131,622
1999_2006,C1745,48125,215
1999_2006,C1236,48033,21
1999_2006,C1382,50005,1661
1999_2006,C1623,31121,417
1999_2006,C1795,29003,870
1999_2006,C1675,54007,934
1999_2006,C1657,29033,639
1999_2006,C1871,30097,171
1999_2006,C1454,30033,60
1999_2006,C1272,31063,145
1999_2006,C1267,31171,41
1999_2006,C326,37129,7953
1999_2006,C877,37061,2821
1999_2006,C282,12061,9402
1999_2006,C292,37063,8974
1999_2006,C1049,37069,2359
1999_2006,C1378,51035,1663
1999_2006,C1374,37005,758
1999_2006,C1725,51077,1135
1999_2006,C1340,37099,1703
1999_2006,C1378,51640,485
1999_2006,C82,34023,30690
1999_2006,C174,22017,14892
1999_2006,C1388,51157,320
1999_2006,C90,12115,27920
1999_2006,C54,06013,38628
1999_2006,C50,36119,41813
1999_2006,C14,08001,86014
1999_2006,C398,02020,6470
1999_2006,C132,27123,20545
1999_2006,C39,39061,46147
1999_2006,C84,25021,29884
1999_2006,C199,48245,13600
1999_2006,C86,40143,29796
1999_2006,C1270,02170,1841
1999_2006,C1572,13131,1364
1999_2006,C301,26075,8576
1999_2006,C552,53041,4704
1999_2006,C193,48355,13892
1999_2006,C594,47187,4325
1999_2006,C383,24027,6764
1999_2006,C1839,08081,530
1999_2006,C818,38015,3098
1999_2006,C1619,08023,203
1999_2006,C1216,20113,1951
1999_2006,C1580,20179,183
1999_2006,C243,21067,10937
1999_2006,C1267,31009,26
1999_2006,C485,39013,5290
1999_2006,C644,48091,3974
1999_2006,C725,35005,3521
1999_2006,C1747,48501,319
1999_2006,C1236,48227,1919
1999_2006,C489,48213,5269
1999_2006,C646,18105,3959
1999_2006,C384,48441,6698
1999_2006,C451,27163,5831
1999_2006,C1918,49051,439
1999_2006,C376,48375,6879
1999_2006,C369,42105,1083
1999_2006,C1079,41009,2283
1999_2006,C656,41035,3872
1999_2006,C1311,41063,450
1999_2006,C1913,16043,518
1999_2006,C722,42053,379
1999_2006,C96,34007,26525
1999_2006,C351,39025,7288
1999_2006,C761,33001,3335
1999_2006,C1377,54013,538
1999_2006,C1227,01001,1937
1999_2006,C879,01071,2819
1999_2006,C329,01003,7853
1999_2006,C1464,28163,1510
1999_2006,C1042,01031,2370
1999_2006,C846,12063,3015
1999_2006,C63,01007,1083
1999_2006,C981,21101,2502
1999_2006,C306,12133,1388
1999_2006,C1244,28017,1065
1999_2006,C1537,13037,373
1999_2006,C1217,02068,320
1999_2006,C1270,02050,518
1999_2006,C952,23013,2579
1999_2006,C165,39017,15494
1999_2006,C1623,31141,1272
1999_2006,C1062,27131,2331
1999_2006,C1795,29147,1034
1999_2006,C290,39023,9074
1999_2006,C1526,38031,262
1999_2006,C1135,27141,2149
1999_2006,C1525,49009,23
1999_2006,C1871,30107,138
1999_2006,C845,53071,3017
1999_2006,C1150,05055,2110
1999_2006,C1591,05149,1332
1999_2006,C799,40079,3190
1999_2006,C917,22009,2701
1999_2006,C367,22043,1065
1999_2006,C1470,19149,1497
1999_2006,C1319,26043,1741
1999_2006,C959,26037,2553
1999_2006,C673,12023,3821
1999_2006,C1521,13199,1428
1999_2006,C678,39041,3785
1999_2006,C935,48073,2630
1999_2006,C1210,24029,1447
1999_2006,C613,39141,4179
1999_2006,C1567,29133,1036
1999_2006,C975,39091,2516
1999_2006,C623,39087,4124
1999_2006,C1383,21229,610
1999_2006,C363,47015,789
1999_2006,C1025,47177,2391
1999_2006,C1294,47143,1791
1999_2006,C560,18177,4585
1999_2006,C908,54045,2727
1999_2006,C557,22097,4635
1999_2006,C1694,21139,591
1999_2006,C1917,46102,594
1999_2006,C1408,51081,1099
1999_2006,C108,51610,427
1999_2006,C1339,51119,774
1999_2006,C270,51735,481
1999_2006,C675,54003,3806
1999_2006,C1269,51005,1174
1999_2006,C1542,51049,421
1999_2006,C544,51079,636
1999_2006,C1301,13249,208
1999_2006,C1301,13259,321
1999_2006,C1709,13001,895
1999_2006,C1749,54089,899
1999_2006,C1274,19125,1830
1999_2006,C1584,19183,1349
1999_2006,C501,19029,1075
1999_2006,C1798,19191,1029
1999_2006,C1491,19089,701
1999_2006,C1558,19143,551
1999_2006,C1629,48343,1030
1999_2006,C1532,16077,278
1999_2006,C1279,17005,971
1999_2006,C1694,17127,1162
1999_2006,C1402,39001,1621
1999_2006,C406,30095,425
1999_2006,C1812,20005,1006
1999_2006,C1810,40069,713
1999_2006,C1482,18007,516
1999_2006,C971,18173,2523
1999_2006,C763,18085,3334
1999_2006,C832,21107,3055
1999_2006,C1467,21091,403
1999_2006,C1734,29001,1124
1999_2006,C607,48005,4196
1999_2006,C1292,24023,1792
1999_2006,C1268,48149,1850
1999_2006,C1425,27085,1578
1999_2006,C581,27121,812
1999_2006,C1821,56045,373
1999_2006,C1917,46041,317
1999_2006,C1869,20141,412
1999_2006,C1649,21011,686
1999_2006,C882,22113,2816
1999_2006,C1381,48297,567
1999_2006,C174,48315,872
1999_2006,C1445,48447,134
1999_2006,C1381,48283,239
1999_2006,C1347,48017,352
1999_2006,C1236,48431,60
1999_2006,C1909,48301,1
1999_2006,C1381,48311,38
