cluster,domain_code,incidence,p,contr_nats,contr_frac,H_cluster,rank,domain_label,period,family
C80,N18,197,0.03498490499023264,0.11729873974671927,0.02700741147929793,4.34320556180042,5,NA,1999_2006,mcod_root3
C80,I21,146,0.025927899129817085,0.0946999844996905,0.02180416817767056,4.34320556180042,6,NA,1999_2006,mcod_root3
C80,E11,133,0.02361925057716214,0.08847046620589079,0.020369854695345458,4.34320556180042,7,NA,1999_2006,mcod_root3
C80,G30,122,0.021665778724915645,0.08302372513294373,0.01911577150829751,4.34320556180042,8,NA,1999_2006,mcod_root3
C80,S09,108,0.019179541822056473,0.07583420326728521,0.017460422305189977,4.34320556180042,9,NA,1999_2006,mcod_root3
C80,T14,90,0.015982951518380393,0.06610920599239777,0.015221293363096784,4.34320556180042,10,NA,1999_2006,mcod_root3
C81,I25,715,0.13174866408697256,0.26703599602526606,0.06101331241728361,4.376684127538389,1,NA,1999_2006,mcod_root3
C81,J44,383,0.07057306062281186,0.1870967198470788,0.042748508778564516,4.376684127538389,2,NA,1999_2006,mcod_root3
C81,F03,319,0.05878017320803391,0.1665801113207777,0.0380608027599352,4.376684127538389,3,NA,1999_2006,mcod_root3
C81,I48,236,0.04348627234199374,0.1363429431901455,0.031152109500492988,4.376684127538389,4,NA,1999_2006,mcod_root3
C81,N18,181,0.033351759719918925,0.11341748635459035,0.025914021448557357,4.376684127538389,5,NA,1999_2006,mcod_root3
C81,I21,132,0.024322830292979547,0.09039190351851271,0.02065305626004875,4.376684127538389,6,NA,1999_2006,mcod_root3
C81,G30,127,0.02340151096370002,0.087871613290180825,0.02007721158977107,4.376684127538389,7,NA,1999_2006,mcod_root3
C81,E11,126,0.02321724709784411,0.08736324732929847,0.019961058368275445,4.376684127538389,8,NA,1999_2006,mcod_root3
C81,T14,89,0.016399484061175605,0.06741016786170677,0.015402109427444738,4.376684127538389,9,NA,1999_2006,mcod_root3
C81,S09,89,0.016399484061175605,0.06741016786170677,0.015402109427444738,4.376684127538389,10,NA,1999_2006,mcod_root3
C82,I25,828,0.13070244672454617,0.26595751301820725,0.061123173497112375,4.351173177072879,1,NA,1999_2006,mcod_root3
C82,J44,472,0.07450670876085241,0.1934839467378202,0.04446707562855053,4.351173177072879,2,NA,1999_2006,mcod_root3
C82,F03,383,0.06045777426992897,0.1696330338861988,0.038985585492213,4.351173177072879,3,NA,1999_2006,mcod_root3
C82,I48,272,0.04293606945540647,0.135164594032662,0.03106394264996594,4.351173177072879,4,NA,1999_2006,mcod_root3
C82,N18,228,0.03599052880820837,0.11965049372479591,0.02749844440925865,4.351173177072879,5,NA,1999_2006,mcod_root3
C82,I21,160,0.025256511444356748,0.09291040322074602,0.021352954580228567,4.351173177072879,6,NA,1999_2006,mcod_root3
C82,G30,154,0.02430939226519337,0.09035539755526566,0.020765755321200414,4.351173177072879,7,NA,1999_2006,mcod_root3
C82,E11,129,0.02036306235201263,0.07929443043453357,0.018223689843546175,4.351173177072879,8,NA,1999_2006,mcod_root3
C82,S09,104,0.016416732438831887,0.0674638099661945,0.015504740266756918,4.351173177072879,9,NA,1999_2006,mcod_root3
C82,T14,93,0.01468034727703236,0.06196935134380182,0.014241986889956385,4.351173177072879,10,NA,1999_2006,mcod_root3
C83,I25,722,0.1271574498062698,0.2622405214965032,0.060124421838339465,4.361630656534324,1,NA,1999_2006,mcod_root3
C83,J44,415,0.07308911588587531,0.19120666854049326,0.04383834478374259,4.361630656534324,2,NA,1999_2006,mcod_root3
C83,F03,364,0.0641070799577316,0.17611500015149842,0.04037824704108173,4.361630656534324,3,NA,1999_2006,mcod_root3
C83,I48,247,0.043501232828460724,0.13637488589292354,0.031266949595701136,4.361630656534324,4,NA,1999_2006,mcod_root3
C83,N18,192,0.03381472349418809,0.1145256994154607,0.0262575418310318,4.361630656534324,5,NA,1999_2006,mcod_root3
C83,G30,148,0.02606551602676999,0.09506463990203991,0.02179566482999196,4.361630656534324,6,NA,1999_2006,mcod_root3
C83,I21,136,0.023952095808383235,0.08938202278555366,0.020492799556892115,4.361630656534324,7,NA,1999_2006,mcod_root3
C83,E11,128,0.022543148996125396,0.08549092662178624,0.019600679964432353,4.361630656534324,8,NA,1999_2006,mcod_root3
C83,S09,104,0.018316308559351884,0.07326456455454748,0.01679751687474662,4.361630656534324,9,NA,1999_2006,mcod_root3
C83,T14,95,0.01673124339556182,0.06843877374358501,0.01569109792482183,4.361630656534324,10,NA,1999_2006,mcod_root3
C84,I25,774,0.14162854528819763,0.2768197229486159,0.06438175613581937,4.2996609530911005,1,NA,1999_2006,mcod_root3
C84,J44,414,0.0757548032936871,0.19546659079398435,0.04546093120515934,4.2996609530911005,2,NA,1999_2006,mcod_root3
C84,F03,333,0.06093321134492223,0.17048971843364225,0.03965189820631653,4.2996609530911005,3,NA,1999_2006,mcod_root3
C84,I48,243,0.0444647758462946,0.13842142426653833,0.03219356730139961,4.2996609530911005,4,NA,1999_2006,mcod_root3
C84,N18,198,0.03623055809698079,0.12020764304545078,0.027957470218443952,4.2996609530911005,5,NA,1999_2006,mcod_root3
C84,I21,123,0.022506861848124428,0.08538957192393436,0.019859605874864697,4.2996609530911005,6,NA,1999_2006,mcod_root3
C84,G30,114,0.020860018298261666,0.08072662187605496,0.01877511337679293,4.2996609530911005,7,NA,1999_2006,mcod_root3
C84,E11,107,0.01957913998170174,0.07701044658333292,0.017910818416500673,4.2996609530911005,8,NA,1999_2006,mcod_root3
C84,S09,102,0.018664226898444648,0.0743050232218279,0.017281600580252434,4.2996609530911005,9,NA,1999_2006,mcod_root3
C84,T14,96,0.01756633119853614,0.07099909168851035,0.01651271866854243,4.2996609530911005,10,NA,1999_2006,mcod_root3
C85,I25,752,0.1366775717920756,0.272006220353704,0.06286080874009357,4.327119326102693,1,NA,1999_2006,mcod_root3
C85,J44,385,0.06997455470737914,0.186105977602825,0.04300920856981429,4.327119326102693,2,NA,1999_2006,mcod_root3
C85,F03,338,0.06143220647037441,0.17138486251336013,0.03960714960632282,4.327119326102693,3,NA,1999_2006,mcod_root3
C85,I48,266,0.04834605597964377,0.14645812219173943,0.03384656422767289,4.327119326102693,4,NA,1999_2006,mcod_root3
C85,N18,189,0.03435114503816794,0.115801829533679,0.02676187569756211,4.327119326102693,5,NA,1999_2006,mcod_root3
C85,I21,135,0.024536532170119956,0.09097145438226503,0.02102356037040474,4.327119326102693,6,NA,1999_2006,mcod_root3
C85,G30,123,0.022355507088331516,0.08496618649432726,0.01963573918144147,4.327119326102693,7,NA,1999_2006,mcod_root3
C85,E11,119,0.021628498727735368,0.08291811529559903,0.01916242863824162,4.327119326102693,8,NA,1999_2006,mcod_root3
C85,T14,95,0.017266448564158487,0.07008434291875282,0.01619653576363832,4.327119326102693,9,NA,1999_2006,mcod_root3
C85,S09,81,0.014721919302071973,0.06210320623987251,0.014352090053362826,4.327119326102693,10,NA,1999_2006,mcod_root3
C86,I25,730,0.13558692421991084,0.27092197365210857,0.06267915151553533,4.322361855599773,1,NA,1999_2006,mcod_root3
C86,J44,403,0.07485141158989599,0.19403359485127894,0.04489064112017867,4.322361855599773,2,NA,1999_2006,mcod_root3
C86,F03,301,0.055906389301634475,0.1612383095429573,0.03730328809330652,4.322361855599773,3,NA,1999_2006,mcod_root3
C86,I48,224,0.041604754829123326,0.13228401626321942,0.030604567753123396,4.322361855599773,4,NA,1999_2006,mcod_root3
C86,N18,189,0.03510401188707281,0.11757877652935925,0.027202437106701692,4.322361855599773,5,NA,1999_2006,mcod_root3
C86,I21,129,0.02395988112927192,0.08940328867723125,0.02068389729133995,4.322361855599773,6,NA,1999_2006,mcod_root3
C86,G30,125,0.023216939078751858,0.08736239631366695,0.02021172665136443,4.322361855599773,7,NA,1999_2006,mcod_root3
C86,E11,115,0.02135958395245171,0.08215440108479775,0.019006830947844826,4.322361855599773,8,NA,1999_2006,mcod_root3
C86,S09,95,0.01764487369985141,0.07123782467938006,0.01648122648201907,4.322361855599773,9,NA,1999_2006,mcod_root3
C86,T14,94,0.017459138187221397,0.07067270734976387,0.01635048376576914,4.322361855599773,10,NA,1999_2006,mcod_root3
C87,I25,726,0.13567557465894226,0.2710104304337891,0.06260112740958028,4.329162135701641,1,NA,1999_2006,mcod_root3
C87,J44,343,0.06410016819286114,0.1761029235400598,0.04067829247783953,4.329162135701641,2,NA,1999_2006,mcod_root3
C87,F03,329,0.06148383479723416,0.1714772462909011,0.039609799983411624,4.329162135701641,3,NA,1999_2006,mcod_root3
C87,I48,231,0.04316950102784526,0.13566538168928743,0.03133756081124453,4.329162135701641,4,NA,1999_2006,mcod_root3
C87,N18,187,0.03494673892730331,0.1172089203349666,0.027074273649483026,4.329162135701641,5,NA,1999_2006,mcod_root3
C87,I21,145,0.02709773874042235,0.09777690607440775,0.022585641980942057,4.329162135701641,6,NA,1999_2006,mcod_root3
C87,E11,128,0.02392076247430387,0.08929640903048701,0.02062671857311125,4.329162135701641,7,NA,1999_2006,mcod_root3
C87,G30,110,0.02055690525135489,0.07985449840722814,0.018445716723955837,4.329162135701641,8,NA,1999_2006,mcod_root3
