cluster,domain_code,incidence,p,contr_nats,contr_frac,H_cluster,rank,domain_label,period,family
C101,I25,589,0.13045404208194905,0.2657002197598018,0.06102718745212389,4.353800836196897,1,NA,1999_2006,mcod_root3
C101,J44,321,0.07109634551495017,0.18795878383465414,0.043171194757461305,4.353800836196897,2,NA,1999_2006,mcod_root3
C101,F03,262,0.058028792912513845,0.16519729392415883,0.03794323629843869,4.353800836196897,3,NA,1999_2006,mcod_root3
C101,I48,201,0.04451827242524917,0.13853443346981043,0.031819194005856755,4.353800836196897,4,NA,1999_2006,mcod_root3
C101,N18,150,0.03322259136212625,0.1131071485632834,0.025978944103948493,4.353800836196897,5,NA,1999_2006,mcod_root3
C101,I21,115,0.02547065337763012,0.09348311380090833,0.02147161005246328,4.353800836196897,6,NA,1999_2006,mcod_root3
C101,E11,103,0.022812846068660023,0.0862424013720951,0.019808531583504627,4.353800836196897,7,NA,1999_2006,mcod_root3
C101,S09,95,0.021040974529346623,0.08124516933639021,0.018660745494127596,4.353800836196897,8,NA,1999_2006,mcod_root3
C101,G30,92,0.020376522702104098,0.07933338067990879,0.018221637521942217,4.353800836196897,9,NA,1999_2006,mcod_root3
C101,T14,69,0.015282392026578074,0.06389650572015815,0.014676028629727719,4.353800836196897,10,NA,1999_2006,mcod_root3
C102,I25,616,0.13408794079233782,0.2694174581072622,0.06160174087814735,4.373536433656789,1,NA,1999_2006,mcod_root3
C102,J44,327,0.07117979973878973,0.18809591019569774,0.04300773825689329,4.373536433656789,2,NA,1999_2006,mcod_root3
