garbage_bin,stratum,stage,total_candidates,kept_n,dropped_n,dropped_classes,kept_classes,support_json,note
g1,Q1|F,after_minpc,19,17,2,a3|a4,a1|a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":19,""a2"":295,""a3"":0,""a4"":0,""a5"":160,""b11"":137,""b12"":28,""b13"":126,""b14"":159,""b15"":173,""b16"":221,""b2"":137,""b31"":61,""b32"":70,""b33"":191,""b4"":248,""b5"":337,""b6"":129,""b7"":954}",AGE_Q×SEX
g1,Q1|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":19,""a2"":295,""a3"":0,""a4"":0,""a5"":160,""b11"":137,""b12"":28,""b13"":126,""b14"":159,""b15"":173,""b16"":221,""b2"":137,""b31"":61,""b32"":70,""b33"":191,""b4"":248,""b5"":337,""b6"":129,""b7"":954}",AGE_Q×SEX
g1,Q1|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":40,""a2"":390,""a3"":0,""a4"":3,""a5"":162,""b11"":125,""b12"":64,""b13"":2,""b14"":259,""b15"":251,""b16"":201,""b2"":180,""b31"":114,""b32"":111,""b33"":263,""b4"":245,""b5"":562,""b6"":142,""b7"":938}",AGE_Q×SEX
g1,Q1|M,after_support,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":40,""a2"":390,""a3"":0,""a4"":3,""a5"":162,""b11"":125,""b12"":64,""b13"":2,""b14"":259,""b15"":251,""b16"":201,""b2"":180,""b31"":114,""b32"":111,""b33"":263,""b4"":245,""b5"":562,""b6"":142,""b7"":938}",AGE_Q×SEX
g1,Q2|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":3,""a2"":363,""a3"":0,""a4"":0,""a5"":201,""b11"":140,""b12"":30,""b13"":78,""b14"":165,""b15"":146,""b16"":172,""b2"":129,""b31"":136,""b32"":113,""b33"":184,""b4"":313,""b5"":102,""b6"":152,""b7"":1012}",AGE_Q×SEX
g1,Q2|F,after_support,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":3,""a2"":363,""a3"":0,""a4"":0,""a5"":201,""b11"":140,""b12"":30,""b13"":78,""b14"":165,""b15"":146,""b16"":172,""b2"":129,""b31"":136,""b32"":113,""b33"":184,""b4"":313,""b5"":102,""b6"":152,""b7"":1012}",AGE_Q×SEX
g1,Q2|M,after_minpc,19,16,3,a3|a4|b13,a1|a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":12,""a2"":404,""a3"":0,""a4"":0,""a5"":180,""b11"":204,""b12"":59,""b13"":3,""b14"":245,""b15"":250,""b16"":255,""b2"":159,""b31"":195,""b32"":128,""b33"":251,""b4"":417,""b5"":189,""b6"":171,""b7"":927}",AGE_Q×SEX
g1,Q2|M,after_support,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":12,""a2"":404,""a3"":0,""a4"":0,""a5"":180,""b11"":204,""b12"":59,""b13"":3,""b14"":245,""b15"":250,""b16"":255,""b2"":159,""b31"":195,""b32"":128,""b33"":251,""b4"":417,""b5"":189,""b6"":171,""b7"":927}",AGE_Q×SEX
g1,Q3|F,after_minpc,19,16,3,a1|a3|a4,a2|a5|b11|b12|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":381,""a3"":0,""a4"":0,""a5"":188,""b11"":74,""b12"":12,""b13"":40,""b14"":97,""b15"":95,""b16"":99,""b2"":82,""b31"":123,""b32"":135,""b33"":184,""b4"":315,""b5"":46,""b6"":137,""b7"":1024}",AGE_Q×SEX
g1,Q3|F,after_support,19,15,4,a1|a3|a4|b12,a2|a5|b11|b13|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":1,""a2"":381,""a3"":0,""a4"":0,""a5"":188,""b11"":74,""b12"":12,""b13"":40,""b14"":97,""b15"":95,""b16"":99,""b2"":82,""b31"":123,""b32"":135,""b33"":184,""b4"":315,""b5"":46,""b6"":137,""b7"":1024}",AGE_Q×SEX
g1,Q3|M,after_minpc,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":5,""a2"":451,""a3"":0,""a4"":0,""a5"":148,""b11"":117,""b12"":24,""b13"":0,""b14"":120,""b15"":157,""b16"":208,""b2"":127,""b31"":204,""b32"":149,""b33"":190,""b4"":357,""b5"":47,""b6"":136,""b7"":877}",AGE_Q×SEX
g1,Q3|M,after_support,19,15,4,a1|a3|a4|b13,a2|a5|b11|b12|b14|b15|b16|b2|b31|b32|b33|b4|b5|b6|b7,"{""a1"":5,""a2"":451,""a3"":0,""a4"":0,""a5"":148,""b11"":117,""b12"":24,""b13"":0,""b14"":120,""b15"":157,""b16"":208,""b2"":127,""b31"":204,""b32"":149,""b33"":190,""b4"":357,""b5"":47,""b6"":136,""b7"":877}",AGE_Q×SEX
