cluster,deaths_no_garbage,S,f1,f2,H_raw,detail_phillips_raw,detail_phillips_refsize,D1_mref,D1_eff_used,m_ref,m_max,eff_m_used,used_extrapolation,fallback_reason,period,unit,unit_id
C393,2958,240,90,36,3.922907937625908,57.793127978758434,57.41037581169101,NA,49.250883860292475,2000,5916,2000,FALSE,ok,2007_2014,cluster,C393
C394,4126,291,111,44,3.993688184588369,58.83587788166471,58.146886801808634,NA,51.77567985495491,2000,8252,2000,FALSE,ok,2007_2014,cluster,C394
C397,2675,219,73,41,3.9300265291356773,57.898000608117556,57.624041130854046,NA,49.97038772615829,2000,5350,2000,FALSE,ok,2007_2014,cluster,C397
C398,2483,231,93,37,3.930525716550177,57.90535474504615,57.6731046283703,NA,50.1370842396545,2000,4966,2000,FALSE,ok,2007_2014,cluster,C398
C399,6964,345,127,48,3.983339973643347,58.68342580045201,57.688275750419486,NA,50.1887416138971,2000,13928,2000,FALSE,ok,2007_2014,cluster,C399
C4,28475,492,110,60,3.9980825118000496,58.900616060322776,57.50643931838086,NA,49.57308056116419,2000,56950,2000,FALSE,ok,2007_2014,cluster,C4
C40,10270,378,105,61,4.022876647806221,59.265888633146545,58.12178798366495,NA,51.687546337549406,2000,20540,2000,FALSE,ok,2007_2014,cluster,C40
C400,3349,257,103,33,3.97799237599822,58.604643835644865,58.10606143742761,NA,51.63239965328812,2000,6698,2000,FALSE,ok,2007_2014,cluster,C400
C401,2768,240,94,39,3.917367484305663,57.711504822444695,57.3759131266491,NA,49.13580721641663,2000,5536,2000,FALSE,ok,2007_2014,cluster,C401
C402,2726,240,104,31,3.9422458723949876,58.07801861517512,57.75203718362149,NA,50.406430597072564,2000,5452,2000,FALSE,ok,2007_2014,cluster,C402
C403,2646,235,98,32,3.983788026869262,58.69002661745774,58.39738998778859,NA,52.66358900754982,2000,5292,2000,FALSE,ok,2007_2014,cluster,C403
C404,2538,220,80,38,3.886779519489957,57.26087631081215,57.02493807890835,NA,47.97904715750184,2000,5076,2000,FALSE,ok,2007_2014,cluster,C404
C405,2864,244,88,50,3.911515096339694,57.625286177481215,57.25863313685551,NA,48.74620051823783,2000,5728,2000,FALSE,ok,2007_2014,cluster,C405
C406,3921,275,104,43,3.946922817300338,58.14692037880613,57.51951153384374,NA,49.61708735354554,2000,7842,2000,FALSE,ok,2007_2014,cluster,C406
C407,2782,240,97,33,3.9692197031997765,58.47540292308267,58.13589594602855,NA,51.73706741517368,2000,5564,2000,FALSE,ok,2007_2014,cluster,C407
C408,2756,255,107,42,3.966815940568619,58.43999017224022,58.083165260392654,NA,51.552217121993955,2000,5512,2000,FALSE,ok,2007_2014,cluster,C408
C409,2912,238,95,40,3.8974332907205675,57.417829972222755,57.04546745623968,NA,48.04595267617417,2000,5824,2000,FALSE,ok,2007_2014,cluster,C409
C41,9016,360,106,46,4.035351975194414,59.449677853741676,58.367839111295815,NA,52.55805869137438,2000,18032,2000,FALSE,ok,2007_2014,cluster,C41
C410,2928,241,88,36,3.980319009955477,58.63892031018605,58.26394843318548,NA,52.18872629573868,2000,5856,2000,FALSE,ok,2007_2014,cluster,C410
C411,2916,240,98,30,3.9355070761997917,57.97874121251259,57.60310226074633,NA,49.89941536021723,2000,5832,2000,FALSE,ok,2007_2014,cluster,C411
C412,2784,244,113,34,3.8970981403266682,57.412892464151,57.05915189153166,NA,48.09060225062239,2000,5568,2000,FALSE,ok,2007_2014,cluster,C412
C414,3632,268,100,49,3.947369213062093,58.153496777691466,57.58216680017214,NA,49.82855532752283,2000,7264,2000,FALSE,ok,2007_2014,cluster,C414
C415,2941,236,92,38,3.9063832000188636,57.54968197122422,57.17548805770031,NA,48.47186358025276,2000,5882,2000,FALSE,ok,2007_2014,cluster,C415
C416,2734,245,88,42,4.0151572284585795,59.152164478164224,58.82400780819564,NA,54.21092532542132,2000,5468,2000,FALSE,ok,2007_2014,cluster,C416
C417,5268,333,135,44,4.025846144175436,59.3096358957454,58.41380044111414,NA,52.722284513814145,2000,10536,2000,FALSE,ok,2007_2014,cluster,C417
C418,2844,242,91,43,3.9747138597363736,58.55634402516907,58.19796390458551,NA,51.95549946655295,2000,5688,2000,FALSE,ok,2007_2014,cluster,C418
C42,9377,360,103,60,3.9804594539705036,58.64098936178332,57.55777179001832,NA,49.74611272535073,2000,18754,2000,FALSE,ok,2007_2014,cluster,C42
C420,3896,269,105,37,3.936892872023883,57.99915705624065,57.39002532685348,NA,49.18289765818984,2000,7792,2000,FALSE,ok,2007_2014,cluster,C420
C421,2799,244,95,42,3.939427820533136,58.036502465805235,57.68591911850326,NA,50.18071383796809,2000,5598,2000,FALSE,ok,2007_2014,cluster,C421
C422,2803,238,95,31,3.985723402309526,58.71853898692564,58.377479966089254,NA,52.59246427134576,2000,5606,2000,FALSE,ok,2007_2014,cluster,C422
C423,2884,241,97,40,3.8950236453385743,57.38233055542296,57.011635482232784,NA,47.935743567946055,2000,5768,2000,FALSE,ok,2007_2014,cluster,C423
C424,3646,265,97,44,3.93750605015264,58.008190529019636,57.44282834698757,NA,49.35949465740285,2000,7292,2000,FALSE,ok,2007_2014,cluster,C424
C425,3124,233,87,29,3.9065286966849593,57.551825459569564,57.14695998538729,NA,48.37809148189927,2000,6248,2000,FALSE,ok,2007_2014,cluster,C425
C426,2811,228,77,46,3.9095535453747834,57.59638818452435,57.271914285977566,NA,48.790165218131214,2000,5622,2000,FALSE,ok,2007_2014,cluster,C426
C427,2252,211,88,25,3.9270306682538876,57.8538649378187,57.72944340541592,NA,50.32918499889209,2000,4504,2000,FALSE,ok,2007_2014,cluster,C427
C429,3303,247,91,38,3.9183783577077977,57.726397227983846,57.25899146112987,NA,48.74738616193734,2000,6606,2000,FALSE,ok,2007_2014,cluster,C429
C43,10934,372,99,53,4.009115068921986,59.063150077388414,57.929876841249154,NA,51.01859828114237,2000,21868,2000,FALSE,ok,2007_2014,cluster,C43
C430,2867,236,86,37,3.9553110441127615,58.270497549974365,57.918372348794016,NA,50.97877304673391,2000,5734,2000,FALSE,ok,2007_2014,cluster,C430
C431,2589,248,111,32,3.9743152148454803,58.55047110243833,58.256478124352235,NA,52.16226951092854,2000,5178,2000,FALSE,ok,2007_2014,cluster,C431
C432,5992,310,108,37,3.9608037588680256,58.35141741142641,57.483828509862114,NA,49.497054816408685,2000,11984,2000,FALSE,ok,2007_2014,cluster,C432
C433,2967,238,84,50,3.934177887998325,57.959159324521174,57.5776548945604,NA,49.813297113051725,2000,5934,2000,FALSE,ok,2007_2014,cluster,C433
C434,2888,243,105,33,3.9165852763848776,57.69998116622061,57.32339549933807,NA,48.960958983390185,2000,5776,2000,FALSE,ok,2007_2014,cluster,C434
C435,2843,252,99,44,3.9709306092269996,58.500608360621136,58.124897845055976,NA,51.698458346244266,2000,5686,2000,FALSE,ok,2007_2014,cluster,C435
C436,2952,233,88,31,3.8645480763920235,56.933357884037925,56.56363404883555,NA,46.499975959623676,2000,5904,2000,FALSE,ok,2007_2014,cluster,C436
C437,2974,251,95,42,3.9359178263470094,57.98479247249699,57.57831102034906,NA,49.81551568737722,2000,5948,2000,FALSE,ok,2007_2014,cluster,C437
C438,3854,278,98,54,3.9810375238216698,58.64950561182547,58.023845838160696,NA,51.34505892449945,2000,7708,2000,FALSE,ok,2007_2014,cluster,C438
C439,2658,232,88,38,3.953784636214038,58.24801017875859,57.958387719611956,NA,51.11742886075197,2000,5316,2000,FALSE,ok,2007_2014,cluster,C439
C44,11388,380,109,42,3.9981144339616335,58.901086344509686,57.74957193923544,NA,50.39799644353351,2000,22776,2000,FALSE,ok,2007_2014,cluster,C44
C440,2809,229,94,27,3.879025546514219,57.146643104309256,56.81594353482625,NA,47.30321068551426,2000,5618,2000,FALSE,ok,2007_2014,cluster,C440
C441,2740,233,92,38,3.9175397750474135,57.714043046906205,57.39699255941269,NA,49.20616297833455,2000,5480,2000,FALSE,ok,2007_2014,cluster,C441
C442,2959,246,100,38,3.921986851829029,57.779558343634484,57.381938766805426,NA,49.15590841814175,2000,5918,2000,FALSE,ok,2007_2014,cluster,C442
C444,2802,250,110,38,3.9627100896945526,58.37950188936447,58.01393860835533,NA,51.310541626782104,2000,5604,2000,FALSE,ok,2007_2014,cluster,C444
C445,4769,284,101,50,3.9219737294750145,57.77936502227772,57.046533668088756,NA,48.049430022489425,2000,9538,2000,FALSE,ok,2007_2014,cluster,C445
C446,2839,233,94,34,3.9091566596526226,57.590541178247754,57.24568105303771,NA,48.70336328256522,2000,5678,2000,FALSE,ok,2007_2014,cluster,C446
C448,3249,249,96,33,3.9404730928488854,58.05190164357776,57.58914163441299,NA,49.85215179072377,2000,6498,2000,FALSE,ok,2007_2014,cluster,C448
C449,2855,236,91,31,3.9231344463027624,57.79646495356332,57.446234237386896,NA,49.370907228370065,2000,5710,2000,FALSE,ok,2007_2014,cluster,C449
C45,8684,360,106,56,3.97948064003868,58.62656926329294,57.547866747705044,NA,49.71267771885083,2000,17368,2000,FALSE,ok,2007_2014,cluster,C45
C450,3610,274,107,43,3.9861610663134006,58.72498674766584,58.144255045866075,NA,51.76643149877001,2000,7220,2000,FALSE,ok,2007_2014,cluster,C450
C451,2408,213,77,41,3.912505956873256,57.63988374911322,57.45572621990592,NA,49.40272720590982,2000,4816,2000,FALSE,ok,2007_2014,cluster,C451
C452,2807,232,91,38,3.8863139313694357,57.25401716594755,56.919842232645486,NA,47.63799489556154,2000,5614,2000,FALSE,ok,2007_2014,cluster,C452
C454,3068,252,101,38,3.9521890336114764,58.22450341620405,57.79167831468969,NA,50.5422457804471,2000,6136,2000,FALSE,ok,2007_2014,cluster,C454
C455,2875,226,72,48,3.880019456194017,57.161285596622925,56.823690466571954,NA,47.328091606742845,2000,5750,2000,FALSE,ok,2007_2014,cluster,C455
C456,2681,231,88,43,3.9224274421661507,57.786049215748825,57.48930628242086,NA,49.515462367416895,2000,5362,2000,FALSE,ok,2007_2014,cluster,C456
C458,3284,254,92,52,3.9488587626585376,58.175441144428284,57.69465081577392,NA,50.21046446538138,2000,6568,2000,FALSE,ok,2007_2014,cluster,C458
C459,2690,233,87,37,3.9093144747556114,57.592866144469,57.292875546468935,NA,48.859634146106785,2000,5380,2000,FALSE,ok,2007_2014,cluster,C459
C46,8548,365,118,61,3.988946947707261,58.766028954745124,57.682991772747634,NA,50.17074373544282,2000,17096,2000,FALSE,ok,2007_2014,cluster,C46
C460,2607,224,88,33,3.858494702630281,56.84417827287239,56.57919228036675,NA,46.54910906531714,2000,5214,2000,FALSE,ok,2007_2014,cluster,C460
C463,2895,261,121,35,3.910238598971302,57.60648054223587,57.19425565880725,NA,48.53365199508231,2000,5790,2000,FALSE,ok,2007_2014,cluster,C463
C464,2704,235,92,36,3.892364008719479,57.34314821366315,57.034379764123315,NA,48.00980615846009,2000,5408,2000,FALSE,ok,2007_2014,cluster,C464
C465,2970,239,94,40,3.9115331091328405,57.62555154584471,57.23786551515369,NA,48.677532679350044,2000,5940,2000,FALSE,ok,2007_2014,cluster,C465
C466,4700,287,97,34,3.9636586610595113,58.39347644782052,57.66111839310318,NA,50.09630894327471,2000,9400,2000,FALSE,ok,2007_2014,cluster,C466
C469,2917,245,92,44,3.9516058855689127,58.2159123531482,57.833209673396375,NA,50.684929653822934,2000,5834,2000,FALSE,ok,2007_2014,cluster,C469
C47,9796,351,98,50,3.9680904666611916,58.458766766223945,57.39781645910991,NA,49.20891491163503,2000,19592,2000,FALSE,ok,2007_2014,cluster,C47
C470,3463,260,99,40,3.952485276909248,58.22886773652285,57.7041739213605,NA,50.242931687216526,2000,6926,2000,FALSE,ok,2007_2014,cluster,C470
C472,5353,299,99,47,3.9816226337191836,58.65812557735265,57.848902833648914,NA,50.738949395735624,2000,10706,2000,FALSE,ok,2007_2014,cluster,C472
C473,3447,258,94,47,3.945675032581771,58.12853774452649,57.60973069559441,NA,49.921871549949415,2000,6894,2000,FALSE,ok,2007_2014,cluster,C473
C474,3419,264,102,41,3.970319758682702,58.491609178319685,57.965903299800836,NA,51.143512861935385,2000,6838,2000,FALSE,ok,2007_2014,cluster,C474
C475,3875,267,102,31,3.9121429090009503,57.63453524935738,57.03472914136618,NA,48.01094473342683,2000,7750,2000,FALSE,ok,2007_2014,cluster,C475
C476,2852,247,96,41,3.9406617823544146,58.05468145817313,57.686114210965314,NA,50.18137836417931,2000,5704,2000,FALSE,ok,2007_2014,cluster,C476
C477,2610,230,84,44,3.9281416547251977,57.87023223074018,57.59884174979038,NA,49.88498669148747,2000,5220,2000,FALSE,ok,2007_2014,cluster,C477
C478,2245,229,92,37,3.9552576731960576,58.26971127808921,58.13788038840576,NA,51.74403691267436,2000,4490,2000,FALSE,ok,2007_2014,cluster,C478
C479,3832,261,103,29,3.9232564131010785,57.798261794808724,57.217107201719486,NA,48.608992284179095,2000,7664,2000,FALSE,ok,2007_2014,cluster,C479
C48,8286,340,102,43,3.973280222114574,58.53522336573245,57.52095291062082,NA,49.62194204852268,2000,16572,2000,FALSE,ok,2007_2014,cluster,C48
C481,2142,201,80,29,3.850479344764651,56.72609428765294,56.65570507517551,NA,46.79149399389309,2000,4284,2000,FALSE,ok,2007_2014,cluster,C481
C482,3653,250,89,37,3.9116803807324687,57.627721182894646,57.0986191301196,NA,48.219608495638994,2000,7306,2000,FALSE,ok,2007_2014,cluster,C482
C483,2717,220,76,37,3.9037476467579557,57.510854430704704,57.2232780961553,NA,48.62935743403753,2000,5434,2000,FALSE,ok,2007_2014,cluster,C483
C484,2792,225,80,27,3.970681587651131,58.49693972092006,58.183601852689804,NA,51.904874091058076,2000,5584,2000,FALSE,ok,2007_2014,cluster,C484
C485,2689,238,102,36,3.946929899963168,58.1470247221264,57.834059309319926,NA,50.68785283782726,2000,5378,2000,FALSE,ok,2007_2014,cluster,C485
C486,3339,257,94,43,3.968082314647954,58.45864666900223,57.96300962100308,NA,51.133468319878176,2000,6678,2000,FALSE,ok,2007_2014,cluster,C486
C487,2890,259,118,32,3.962720429769776,58.379654221588474,57.97336611060198,NA,51.16942688884543,2000,5780,2000,FALSE,ok,2007_2014,cluster,C487
C488,4721,287,92,54,3.9671384539793593,58.444741509543604,57.706672810907946,NA,50.25145465372478,2000,9442,2000,FALSE,ok,2007_2014,cluster,C488
C489,2719,233,84,39,3.9392780383708406,58.03429584260324,57.72719020169723,NA,50.32148804186826,2000,5438,2000,FALSE,ok,2007_2014,cluster,C489
C49,8986,359,106,60,3.987845116673234,58.74979654170536,57.67574407827854,NA,50.146067693038816,2000,17972,2000,FALSE,ok,2007_2014,cluster,C49
C490,3910,270,97,40,3.942453013169043,58.08107025784809,57.4697309794183,NA,49.44971282315027,2000,7820,2000,FALSE,ok,2007_2014,cluster,C490
C492,2683,227,85,37,3.919566915332261,57.74390731590662,57.45352249351668,NA,49.39533782540712,2000,5366,2000,FALSE,ok,2007_2014,cluster,C492
C493,2414,232,94,41,3.951548155695204,58.215061864165925,58.00724755985647,NA,51.2872427989257,2000,4828,2000,FALSE,ok,2007_2014,cluster,C493
C495,2442,228,80,45,3.958273025798471,58.31413410463095,58.10434356706541,NA,51.626379337229736,2000,4884,2000,FALSE,ok,2007_2014,cluster,C495
C496,2809,235,92,37,3.9239596888534143,57.808622605259885,57.469201461187765,NA,49.44793549016373,2000,5618,2000,FALSE,ok,2007_2014,cluster,C496
C497,3835,266,92,42,3.9660472953327326,58.42866632442269,57.83720279976457,NA,50.69866952549082,2000,7670,2000,FALSE,ok,2007_2014,cluster,C497
C498,2705,231,94,36,3.8643281787370234,56.93011830423648,56.624084518618155,NA,46.69117056999457,2000,5410,2000,FALSE,ok,2007_2014,cluster,C498
C499,2972,240,96,37,3.904124099877301,57.51640041945852,57.12671314611215,NA,48.31164997315417,2000,5944,2000,FALSE,ok,2007_2014,cluster,C499
C5,21865,448,96,53,3.995676228607863,58.86516617603022,57.536482067084364,NA,49.67427587045702,2000,43730,2000,FALSE,ok,2007_2014,cluster,C5
C50,8053,342,98,55,3.9867384982907934,58.73349360041362,57.7149117165725,NA,50.27956534514211,2000,16106,2000,FALSE,ok,2007_2014,cluster,C50
C500,2882,232,82,33,3.9629558238973615,58.38312209877481,58.035116122791486,NA,51.38435340818667,2000,5764,2000,FALSE,ok,2007_2014,cluster,C500
C502,2707,229,91,36,3.8813018064601454,57.180177458023266,56.87796448415767,NA,47.50277157461952,2000,5414,2000,FALSE,ok,2007_2014,cluster,C502
C503,4793,309,117,59,4.001003530640753,58.94364914148943,58.143090805001926,NA,51.76234072161509,2000,9586,2000,FALSE,ok,2007_2014,cluster,C503
C504,2562,230,83,46,3.9420803991615374,58.07558082772002,57.819872831624245,NA,50.63906615349754,2000,5124,2000,FALSE,ok,2007_2014,cluster,C504
C505,2843,247,114,34,3.909926303438163,57.601879736914704,57.22734794762847,NA,48.64279340313224,2000,5686,2000,FALSE,ok,2007_2014,cluster,C505
C507,2779,230,96,34,3.908014843638863,57.573719697840716,57.24757941132882,NA,48.70963948630652,2000,5558,2000,FALSE,ok,2007_2014,cluster,C507
C509,2813,256,111,36,3.983288747419224,58.6826711246417,58.30637855704707,NA,52.3392512371118,2000,5626,2000,FALSE,ok,2007_2014,cluster,C509
C51,8021,357,122,55,3.9658728641501066,58.426096566523384,57.375185669652055,NA,49.13338101633057,2000,16042,2000,FALSE,ok,2007_2014,cluster,C51
C510,2879,243,96,35,3.972529543078213,58.52416419985111,58.154814250545954,NA,51.80354799734916,2000,5758,2000,FALSE,ok,2007_2014,cluster,C510
C511,2967,248,102,36,3.906399255677525,57.549918506659296,57.14582440177794,NA,48.37436256225731,2000,5934,2000,FALSE,ok,2007_2014,cluster,C511
C513,2860,238,94,34,3.92158338695125,57.77361441181473,57.416631958116554,NA,49.27180305998444,2000,5720,2000,FALSE,ok,2007_2014,cluster,C513
C514,2970,251,115,30,3.954343015999316,58.25623635049252,57.84387597222688,NA,50.72163943004575,2000,5940,2000,FALSE,ok,2007_2014,cluster,C514
C515,2725,221,84,31,3.9103836803047227,57.60861791181044,57.31449904040608,NA,48.931401470637056,2000,5450,2000,FALSE,ok,2007_2014,cluster,C515
C516,2705,220,70,35,3.9169458179063534,57.70529274187408,57.42405108666985,NA,49.296622537042005,2000,5410,2000,FALSE,ok,2007_2014,cluster,C516
C517,2812,231,91,28,3.901293479004905,57.474699100707525,57.14131065231796,NA,48.359543589792835,2000,5624,2000,FALSE,ok,2007_2014,cluster,C517
C518,2910,254,104,41,3.9605257141463475,58.34732119646566,57.949040296411596,NA,51.08500572219176,2000,5820,2000,FALSE,ok,2007_2014,cluster,C518
C519,2991,253,98,40,3.971837675013536,58.5139714499212,58.099801004167176,NA,51.61046320350991,2000,5982,2000,FALSE,ok,2007_2014,cluster,C519
C52,7996,336,108,52,3.983061516951489,58.67932351625749,57.68904985168439,NA,50.1913788402653,2000,15992,2000,FALSE,ok,2007_2014,cluster,C52
C520,2925,242,95,40,3.9241675457269407,57.8116847976651,57.43142074865093,NA,49.32128890923771,2000,5850,2000,FALSE,ok,2007_2014,cluster,C520
C521,3827,271,108,45,3.941843110029894,58.07208503292416,57.464575254325254,NA,49.432410299539725,2000,7654,2000,FALSE,ok,2007_2014,cluster,C521
C522,2911,232,98,28,3.900828937919186,57.46785538098603,57.10510072454591,NA,48.24082789016477,2000,5822,2000,FALSE,ok,2007_2014,cluster,C522
C524,2952,236,92,31,3.942344593389792,58.0794729942168,57.70426828385007,NA,50.243253503243906,2000,5904,2000,FALSE,ok,2007_2014,cluster,C524
C526,2557,218,84,27,3.9103698213763556,57.60841373908105,57.368274738482526,NA,49.110337790669014,2000,5114,2000,FALSE,ok,2007_2014,cluster,C526
C527,2683,224,84,34,3.887809963632277,57.27605703672745,56.98992836362385,NA,47.865164869062625,2000,5366,2000,FALSE,ok,2007_2014,cluster,C527
C528,6124,322,101,62,3.966800006492068,58.43975542797907,57.52535410872566,NA,49.636768644853795,2000,12248,2000,FALSE,ok,2007_2014,cluster,C528
C529,2898,235,93,32,3.9309427443937,57.91149848940994,57.549543043901636,NA,49.71833456724899,2000,5796,2000,FALSE,ok,2007_2014,cluster,C529
C53,8645,353,109,60,3.9910736546861414,58.797360061811105,57.747614954908975,NA,50.39130216636857,2000,17290,2000,FALSE,ok,2007_2014,cluster,C53
C530,3485,246,86,38,3.8955260624338757,57.38973227270748,56.89365445898303,NA,47.55338950644755,2000,6970,2000,FALSE,ok,2007_2014,cluster,C530
C532,5382,297,101,42,3.946065164186522,58.13428524768497,57.32962088531442,NA,48.981652765750226,2000,10764,2000,FALSE,ok,2007_2014,cluster,C532
C533,2797,230,85,38,3.882572390666207,57.19889597928256,56.87302815901425,NA,47.48685748258331,2000,5594,2000,FALSE,ok,2007_2014,cluster,C533
C535,5042,286,91,45,3.9576317785490365,58.30468711149681,57.54941242051332,NA,49.71789374093806,2000,10084,2000,FALSE,ok,2007_2014,cluster,C535
C536,2973,246,90,40,3.970134403340558,58.48887848334025,58.092972450677784,NA,51.586546697040674,2000,5946,2000,FALSE,ok,2007_2014,cluster,C536
C538,2903,242,93,45,3.9387513002925383,58.026535823338286,57.65185238263036,NA,50.06481015403687,2000,5806,2000,FALSE,ok,2007_2014,cluster,C538
C539,2777,240,98,36,3.906974756453221,57.5583969085261,57.21909672530291,NA,48.61555716656801,2000,5554,2000,FALSE,ok,2007_2014,cluster,C539
C54,9940,377,97,70,4.021594507356578,59.24699986280804,58.10184642251128,NA,51.61762928872092,2000,19880,2000,FALSE,ok,2007_2014,cluster,C54
C540,2150,213,93,28,3.8836298291626714,57.214474391860044,57.13430310401205,NA,48.336546285872494,2000,4300,2000,FALSE,ok,2007_2014,cluster,C540
C542,2994,241,93,36,3.918608658494795,57.729790068975326,57.33516721994601,NA,49.000096683332345,2000,5988,2000,FALSE,ok,2007_2014,cluster,C542
C543,3421,255,112,31,3.9165627062940236,57.69964865876186,57.188969176588195,NA,48.51623939022596,2000,6842,2000,FALSE,ok,2007_2014,cluster,C543
C544,2990,238,89,42,3.9277654174815773,57.864689422314214,57.476143062396936,NA,49.47124011200913,2000,5980,2000,FALSE,ok,2007_2014,cluster,C544
C545,2731,232,94,34,3.899481200934604,57.448000228310995,57.13431066796955,NA,48.33657110329778,2000,5462,2000,FALSE,ok,2007_2014,cluster,C545
C546,2954,237,93,31,3.9212245759029885,57.768328329866826,57.38935228455282,NA,49.18065078548885,2000,5908,2000,FALSE,ok,2007_2014,cluster,C546
C547,2871,250,106,36,3.94263357385754,58.08373031695326,57.701535821566395,NA,50.23393548468355,2000,5742,2000,FALSE,ok,2007_2014,cluster,C547
C549,2787,234,90,36,3.9206227766412383,57.759462493017004,57.42864002116307,NA,49.31198032192422,2000,5574,2000,FALSE,ok,2007_2014,cluster,C549
C55,8530,338,94,59,3.957477540622429,58.30241484501151,57.29010428596657,NA,48.85044408008121,2000,17060,2000,FALSE,ok,2007_2014,cluster,C55
C550,4451,306,116,53,3.9405555104192245,58.05311583704497,57.2872868876229,NA,48.841102783523056,2000,8902,2000,FALSE,ok,2007_2014,cluster,C550
C551,2931,238,99,28,3.9174933525615283,57.71335914080632,57.337194334178356,NA,49.006839431730924,2000,5862,2000,FALSE,ok,2007_2014,cluster,C551
C553,2599,236,104,34,3.9195921226805854,57.744278676012655,57.46198798667532,NA,49.423729755874355,2000,5198,2000,FALSE,ok,2007_2014,cluster,C553
C554,3326,240,81,41,3.928788505146525,57.879761771014195,57.42381965233559,NA,49.29584812257317,2000,6652,2000,FALSE,ok,2007_2014,cluster,C554
C555,2977,232,77,35,3.9492297838980446,58.1809071095538,57.812715473591396,NA,50.61447013257873,2000,5954,2000,FALSE,ok,2007_2014,cluster,C555
C556,2785,231,92,31,3.8785339503598015,57.139400803465634,56.81357011644714,NA,47.29559056476757,2000,5570,2000,FALSE,ok,2007_2014,cluster,C556
C557,2612,239,98,33,4.0027381422358745,58.969203814579956,58.68342556579219,NA,53.69607769120174,2000,5224,2000,FALSE,ok,2007_2014,cluster,C557
C558,4218,274,98,36,3.939103338822666,58.03172213108464,57.37502348152385,NA,49.132840106048526,2000,8436,2000,FALSE,ok,2007_2014,cluster,C558
C559,2478,223,95,30,3.867393894890529,56.9752830975029,56.75149602707416,NA,47.09673016948901,2000,4956,2000,FALSE,ok,2007_2014,cluster,C559
C56,7868,346,100,58,3.974634577995719,58.555176029422825,57.52521555688937,NA,49.636301828931586,2000,15736,2000,FALSE,ok,2007_2014,cluster,C56
C561,4717,289,89,51,3.98850962889811,58.75958627948823,58.018673075371396,NA,51.32703385728029,2000,9434,2000,FALSE,ok,2007_2014,cluster,C561
C562,3788,264,96,42,3.913446363312894,57.65373802012395,57.07062606621793,NA,48.12807216707866,2000,7576,2000,FALSE,ok,2007_2014,cluster,C562
C563,5353,312,114,58,3.982492919601129,58.670946817145456,57.82602550274679,NA,50.660219154809596,2000,10706,2000,FALSE,ok,2007_2014,cluster,C563
C564,2816,234,85,47,3.955102795728175,58.26742958974356,57.929313190659705,NA,51.01664636077646,2000,5632,2000,FALSE,ok,2007_2014,cluster,C564
C565,2857,232,96,32,3.8869934058255624,57.26402733055646,56.9152720309806,NA,47.62321901431641,2000,5714,2000,FALSE,ok,2007_2014,cluster,C565
C566,2887,245,101,38,3.92446160373201,57.816016923779294,57.43781040713455,NA,49.34268518388717,2000,5774,2000,FALSE,ok,2007_2014,cluster,C566
C567,2825,232,89,39,3.8928750225584565,57.350676580034346,57.0124063108362,NA,47.93825175872881,2000,5650,2000,FALSE,ok,2007_2014,cluster,C567
C568,2870,260,106,43,3.9756707055859932,58.57044048512231,58.17283237526199,NA,51.86694469221598,2000,5740,2000,FALSE,ok,2007_2014,cluster,C568
C569,2599,234,96,34,3.921584351019624,57.77362861467848,57.496822303099016,NA,49.54073040467331,2000,5198,2000,FALSE,ok,2007_2014,cluster,C569
C57,7814,335,101,52,3.9620012839920973,58.36905961049243,57.37881485361999,NA,49.145486190526206,2000,15628,2000,FALSE,ok,2007_2014,cluster,C57
C570,2872,250,108,36,3.943371626061653,58.09460346161164,57.71090289372548,NA,50.265885499157314,2000,5744,2000,FALSE,ok,2007_2014,cluster,C570
C572,3656,264,94,33,4.000405616983231,58.93484054820127,58.37536094102547,NA,52.58490011849003,2000,7312,2000,FALSE,ok,2007_2014,cluster,C572
C573,2939,247,99,36,3.9812150024575828,58.65212026546555,58.26002373959224,NA,52.174824960317494,2000,5878,2000,FALSE,ok,2007_2014,cluster,C573
C574,2770,239,93,40,3.9315088261868745,57.919838128789586,57.585753375825675,NA,49.840687625640435,2000,5540,2000,FALSE,ok,2007_2014,cluster,C574
C575,2892,246,91,42,3.985436548524884,58.71431299494454,58.33844869555423,NA,52.45331115217309,2000,5784,2000,FALSE,ok,2007_2014,cluster,C575
C576,2062,208,92,29,3.9362187797642307,57.98922618331398,57.955053070630726,NA,51.10585969904786,2000,4124,2000,FALSE,ok,2007_2014,cluster,C576
C577,2923,259,105,43,3.973700721429809,58.54141825256811,58.13082252914997,NA,51.71925349527867,2000,5846,2000,FALSE,ok,2007_2014,cluster,C577
C578,2811,236,88,40,3.9203076769962153,57.75482037691324,57.41521733833581,NA,49.26707210030695,2000,5622,2000,FALSE,ok,2007_2014,cluster,C578
C579,4194,264,85,37,3.9681106322908253,58.45906385064008,57.834094247466695,NA,50.68797304660743,2000,8388,2000,FALSE,ok,2007_2014,cluster,C579
C58,7749,342,108,54,3.9725540687241803,58.52452551697063,57.51578203446997,NA,49.60452824683859,2000,15498,2000,FALSE,ok,2007_2014,cluster,C58
C581,2805,241,98,34,3.962496731422195,58.376358649162114,58.02884864598473,NA,51.362497786223216,2000,5610,2000,FALSE,ok,2007_2014,cluster,C581
C582,2465,223,88,35,3.9102957550401314,57.607322577800595,57.39089019713312,NA,49.1857850767834,2000,4930,2000,FALSE,ok,2007_2014,cluster,C582
