cluster,domain_code,n,p,contr_nats,contr_frac,H_cluster,rank,domain_label,period,family
C463,F03,61,0.023968565815324167,0.08942700823319844,0.02325291477287556,3.845840794871648,8,NA,1999_2006,ucod_root3
C463,C25,52,0.02043222003929273,0.07949445773711834,0.020670241431502475,3.845840794871648,9,NA,1999_2006,ucod_root3
C463,C61,41,0.016110019646365423,0.06650721742769859,0.017293284089238598,3.845840794871648,10,NA,1999_2006,ucod_root3
C465,I25,769,0.18171077504725897,0.3098784721410647,0.08041857032627232,3.8533198350061815,1,NA,1999_2006,ucod_root3
C465,C34,408,0.09640831758034027,0.22551475001102583,0.058524794117087366,3.8533198350061815,2,NA,1999_2006,ucod_root3
C465,I21,405,0.09569943289224953,0.2245628254028347,0.05827775399351828,3.8533198350061815,3,NA,1999_2006,ucod_root3
C465,J44,273,0.0645085066162571,0.1768151187831798,0.04588643724221147,3.8533198350061815,4,NA,1999_2006,ucod_root3
C465,G30,151,0.03568052930056711,0.11892856111654179,0.03086392155567097,3.8533198350061815,5,NA,1999_2006,ucod_root3
C465,C18,119,0.028119092627599245,0.10042189772466119,0.02606113741516089,3.8533198350061815,6,NA,1999_2006,ucod_root3
C465,F03,108,0.02551984877126654,0.09361442925630976,0.024294487160357814,3.8533198350061815,7,NA,1999_2006,ucod_root3
C465,C50,101,0.02386578449905482,0.08914609053080919,0.023134879622746442,3.8533198350061815,8,NA,1999_2006,ucod_root3
C465,C61,73,0.01724952741020794,0.07003257298309341,0.018174606827824107,3.8533198350061815,9,NA,1999_2006,ucod_root3
C465,I11,64,0.015122873345935728,0.06338823274371967,0.0164502910367984,3.8533198350061815,10,NA,1999_2006,ucod_root3
C466,I25,466,0.17189229066765033,0.30268293705784843,0.07911585900398851,3.8258187532614554,1,NA,1999_2006,ucod_root3
C466,I21,293,0.10807819992622648,0.24046321300667953,0.06285274565129048,3.8258187532614554,2,NA,1999_2006,ucod_root3
C466,C34,257,0.09479896717078569,0.22334605994211934,0.05837863065303866,3.8258187532614554,3,NA,1999_2006,ucod_root3
C466,J44,144,0.05311693102176319,0.15591197904421386,0.040752578493505776,3.8258187532614554,4,NA,1999_2006,ucod_root3
C466,G30,101,0.03725562523054224,0.12256923113183255,0.0320373857301379,3.8258187532614554,5,NA,1999_2006,ucod_root3
C466,C18,91,0.033566949465142014,0.11393338775778133,0.029780132072554342,3.8258187532614554,6,NA,1999_2006,ucod_root3
C466,C50,76,0.028033935817041684,0.10020280438957485,0.026191205295377207,3.8258187532614554,7,NA,1999_2006,ucod_root3
C466,F03,71,0.02618959793434157,0.09539280746752928,0.024933958877745653,3.8258187532614554,8,NA,1999_2006,ucod_root3
C466,C25,54,0.019918849133161196,0.07800398205771196,0.020388833629720354,3.8258187532614554,9,NA,1999_2006,ucod_root3
C466,C61,50,0.018443378827001106,0.07364533094929028,0.01924956086498052,3.8258187532614554,10,NA,1999_2006,ucod_root3
C467,I25,487,0.16962730755834204,0.30094455182087665,0.07763771648043964,3.8762674311357137,1,NA,1999_2006,ucod_root3
C467,I21,271,0.0943921978404737,0.22279360809975943,0.05747632537172049,3.8762674311357137,2,NA,1999_2006,ucod_root3
C467,C34,251,0.08742598397770812,0.21305386554800046,0.05496366526124269,3.8762674311357137,3,NA,1999_2006,ucod_root3
C467,J44,213,0.0741901776384535,0.19297781559375793,0.049784443158819164,3.8762674311357137,4,NA,1999_2006,ucod_root3
C467,G30,95,0.03308951584813654,0.11278689826173798,0.029096779380026513,3.8762674311357137,5,NA,1999_2006,ucod_root3
C467,F03,82,0.028561476837338905,0.10155594130764838,0.026199415574867428,3.8762674311357137,6,NA,1999_2006,ucod_root3
C467,C18,80,0.027864855451062348,0.09976702320995283,0.02573791024029576,3.8762674311357137,7,NA,1999_2006,ucod_root3
C467,C50,71,0.024730059212817835,0.09149468548194432,0.023603811426173234,3.8762674311357137,8,NA,1999_2006,ucod_root3
C467,C25,58,0.020202020202020204,0.07882773069847768,0.020335988705346322,3.8762674311357137,9,NA,1999_2006,ucod_root3
C467,C61,53,0.018460466736328805,0.07369646800005361,0.01901222485530653,3.8762674311357137,10,NA,1999_2006,ucod_root3
C468,I25,1115,0.18323746918652423,0.31094891347626297,0.08062047799626203,3.8569470338625393,1,NA,1999_2006,ucod_root3
C468,I21,603,0.09909613804437141,0.22907705499469985,0.05939336293277812,3.8569470338625393,2,NA,1999_2006,ucod_root3
C468,C34,600,0.09860312243221035,0.2284291553201789,0.05922538041478328,3.8569470338625393,3,NA,1999_2006,ucod_root3
C468,J44,360,0.05916187345932621,0.16727889410513228,0.043370804067695695,3.8569470338625393,4,NA,1999_2006,ucod_root3
C468,G30,207,0.03401807723911257,0.11501046588600583,0.029819042075573593,3.8569470338625393,5,NA,1999_2006,ucod_root3
C468,C50,162,0.026622843056696797,0.09653404742327977,0.025028616306043944,3.8569470338625393,6,NA,1999_2006,ucod_root3
C468,C18,161,0.026458504519309776,0.09610198851444264,0.02491659534619051,3.8569470338625393,7,NA,1999_2006,ucod_root3
C468,F03,146,0.02399342645850452,0.08949489006115703,0.023203556926093532,3.8569470338625393,8,NA,1999_2006,ucod_root3
C468,C61,113,0.01857025472473295,0.07402464142944115,0.019192548090376335,3.8569470338625393,9,NA,1999_2006,ucod_root3
C468,C25,110,0.018077239112571898,0.0725457979226316,0.018809124752221608,3.8569470338625393,10,NA,1999_2006,ucod_root3
C469,I25,491,0.1836887392442948,0.3112628809865693,0.08193860859750485,3.7987328112384824,1,NA,1999_2006,ucod_root3
C469,I21,260,0.09726898615787505,0.22666349499890825,0.05966818575087155,3.7987328112384824,2,NA,1999_2006,ucod_root3
C469,C34,252,0.09427609427609428,0.22263560135208713,0.05860786015100186,3.7987328112384824,3,NA,1999_2006,ucod_root3
C469,J44,190,0.0710811821922933,0.18793385797078271,0.049472776135974554,3.7987328112384824,4,NA,1999_2006,ucod_root3
C469,G30,101,0.03778526000748223,0.12377832253238445,0.032584108618060346,3.7987328112384824,5,NA,1999_2006,ucod_root3
C469,F03,59,0.022072577628133184,0.08417199291498645,0.022157913466818495,3.7987328112384824,6,NA,1999_2006,ucod_root3
C469,C18,59,0.022072577628133184,0.08417199291498645,0.022157913466818495,3.7987328112384824,7,NA,1999_2006,ucod_root3
C469,C50,56,0.020950243172465393,0.08098536529091324,0.021319047512717793,3.7987328112384824,8,NA,1999_2006,ucod_root3
C469,C25,51,0.019079685746352413,0.0755389769001662,0.019885309300165965,3.7987328112384824,9,NA,1999_2006,ucod_root3
C469,C61,49,0.01833146277590722,0.07331002038286058,0.01929854612727018,3.7987328112384824,10,NA,1999_2006,ucod_root3
C47,I25,1741,0.1733373158104341,0.3037763813089076,0.07795150313661915,3.8969919640485173,1,NA,1999_2006,ucod_root3
C47,I21,1034,0.10294703305455993,0.23405426601216753,0.06006023829954543,3.8969919640485173,2,NA,1999_2006,ucod_root3
C47,C34,949,0.09448426921545201,0.22291880761275415,0.05720278863012272,3.8969919640485173,3,NA,1999_2006,ucod_root3
C47,J44,620,0.06172839506172839,0.17191427421224312,0.04411460834362213,3.8969919640485173,4,NA,1999_2006,ucod_root3
C47,G30,388,0.038630027877339705,0.12569150215987956,0.032253467115005506,3.8969919640485173,5,NA,1999_2006,ucod_root3
C47,F03,287,0.02857427319792911,0.10158864205462208,0.02606847614565861,3.8969919640485173,6,NA,1999_2006,ucod_root3
C47,C18,286,0.028474711270410194,0.10133406293358026,0.02600314906174609,3.8969919640485173,7,NA,1999_2006,ucod_root3
C47,C50,220,0.02190362405416169,0.0836960073938197,0.021477079800510897,3.8969919640485173,8,NA,1999_2006,ucod_root3
C47,C25,171,0.017025089605734768,0.0693443334334422,0.017794322922185753,3.8969919640485173,9,NA,1999_2006,ucod_root3
C47,I11,156,0.015531660692951015,0.06468742087140167,0.016599321083587512,3.8969919640485173,10,NA,1999_2006,ucod_root3
C471,I25,532,0.1863397548161121,0.3130850061723937,0.0816927423777972,3.8324702667526718,1,NA,1999_2006,ucod_root3
C471,I21,263,0.09211908931698774,0.21967391336145253,0.05731914354748187,3.8324702667526718,2,NA,1999_2006,ucod_root3
C471,C34,251,0.08791593695271453,0.21375653937742206,0.05577513313848674,3.8324702667526718,3,NA,1999_2006,ucod_root3
C471,J44,185,0.0647985989492119,0.17731950611109643,0.04626767953019053,3.8324702667526718,4,NA,1999_2006,ucod_root3
C471,G30,100,0.03502626970227671,0.11739603979341573,0.030631950575545554,3.8324702667526718,5,NA,1999_2006,ucod_root3
C471,C50,76,0.026619964973730297,0.09652648946307785,0.02518649402200494,3.8324702667526718,6,NA,1999_2006,ucod_root3
C471,C18,70,0.024518388791593695,0.09092232280310074,0.023724208271585896,3.8324702667526718,7,NA,1999_2006,ucod_root3
C471,F03,69,0.02416812609457093,0.08997118129842618,0.023476028523676078,3.8324702667526718,8,NA,1999_2006,ucod_root3
C471,C61,56,0.019614711033274956,0.07711475452044758,0.020121422777739758,3.8324702667526718,9,NA,1999_2006,ucod_root3
C471,I11,52,0.018213660245183887,0.07295633519525446,0.019036373439909767,3.8324702667526718,10,NA,1999_2006,ucod_root3
C472,I25,458,0.15776782638649672,0.2913389242848721,0.07438626921458315,3.9165685732193736,1,NA,1999_2006,ucod_root3
C472,I21,311,0.107130554598691,0.2392982752752043,0.0610989622169449,3.9165685732193736,2,NA,1999_2006,ucod_root3
C472,C34,260,0.0895625215294523,0.21609809389678492,0.05517536329490455,3.9165685732193736,3,NA,1999_2006,ucod_root3
C472,J44,164,0.05649328281088529,0.16234099205541536,0.04144980204495002,3.9165685732193736,4,NA,1999_2006,ucod_root3
C472,G30,92,0.03169135377196004,0.10938940668334628,0.02792990972539757,3.9165685732193736,5,NA,1999_2006,ucod_root3
C472,C50,79,0.027213227695487428,0.09807789073821944,0.025041790767779296,3.9165685732193736,6,NA,1999_2006,ucod_root3
C472,F03,74,0.02549087151222873,0.09353709281457598,0.023882409069551816,3.9165685732193736,7,NA,1999_2006,ucod_root3
C472,C25,69,0.023768515328970032,0.08887983076144973,0.022693291104154356,3.9165685732193736,8,NA,1999_2006,ucod_root3
C472,C18,68,0.02342404409231829,0.08793368019348935,0.022451714696063368,3.9165685732193736,9,NA,1999_2006,ucod_root3
C472,C61,62,0.021357216672407853,0.08214766307155749,0.02097439672913299,3.9165685732193736,10,NA,1999_2006,ucod_root3
C473,I25,540,0.18386108273748722,0.3113824948878999,0.0805260010900625,3.866856551583148,1,NA,1999_2006,ucod_root3
C473,I21,293,0.09976166155941436,0.22994776894763191,0.059466330307362425,3.866856551583148,2,NA,1999_2006,ucod_root3
C473,C34,273,0.09295199182839632,0.2208234569736906,0.05710671032864724,3.866856551583148,3,NA,1999_2006,ucod_root3
C473,J44,172,0.05856315968675519,0.1661817181321923,0.04297592008272328,3.866856551583148,4,NA,1999_2006,ucod_root3
C473,G30,105,0.03575076608784474,0.11909236500146925,0.03079823712434098,3.866856551583148,5,NA,1999_2006,ucod_root3
C473,C18,84,0.028600612870275793,0.10165593432681164,0.026289036836701946,3.866856551583148,6,NA,1999_2006,ucod_root3
C473,F03,74,0.02519577800476677,0.09274764522015298,0.02398528209746512,3.866856551583148,7,NA,1999_2006,ucod_root3
C473,C50,67,0.022812393598910453,0.08624114330647355,0.0223026487163495,3.866856551583148,8,NA,1999_2006,ucod_root3
C473,C25,58,0.01974804221995233,0.07750515948172544,0.02004345349971508,3.866856551583148,9,NA,1999_2006,ucod_root3
C473,C85,41,0.013959822948586994,0.059630386940506236,0.015420894503079687,3.866856551583148,10,NA,1999_2006,ucod_root3
C474,I25,519,0.18229715489989462,0.31029112361580796,0.07964896487032247,3.895733285686726,1,NA,1999_2006,ucod_root3
C474,C34,260,0.091324200913242,0.21856981335730685,0.056104922315999395,3.895733285686726,2,NA,1999_2006,ucod_root3
C474,I21,258,0.09062170706006323,0.2175882920997388,0.05585297456044481,3.895733285686726,3,NA,1999_2006,ucod_root3
C474,J44,168,0.059009483667017915,0.1670002086838647,0.04286746459195204,3.895733285686726,4,NA,1999_2006,ucod_root3
C474,G30,82,0.02880224798033017,0.10217026725715851,0.02622619665276913,3.895733285686726,5,NA,1999_2006,ucod_root3
C474,F03,81,0.02845100105374078,0.101273384805428,0.025995974924031762,3.895733285686726,6,NA,1999_2006,ucod_root3
C474,C18,78,0.0273972602739726,0.09855650029009441,0.02529857489274223,3.895733285686726,7,NA,1999_2006,ucod_root3
C474,C50,72,0.02528977871443625,0.09299949340177827,0.023872140770895882,3.895733285686726,8,NA,1999_2006,ucod_root3
C474,C61,47,0.01650860554970144,0.06774922859912012,0.017390622927918827,3.895733285686726,9,NA,1999_2006,ucod_root3
C474,I11,44,0.015454864769933263,0.06444418122508963,0.016542246734873596,3.895733285686726,10,NA,1999_2006,ucod_root3
C475,I25,500,0.19282684149633628,0.31738578617749186,0.08503904171915903,3.732236156019451,1,NA,1999_2006,ucod_root3
C475,I21,266,0.10258387967605091,0.2335911341370431,0.06258744741012731,3.732236156019451,2,NA,1999_2006,ucod_root3
C475,C34,262,0.10104126494408022,0.23160944304887107,0.0620564812532897,3.732236156019451,3,NA,1999_2006,ucod_root3
C475,J44,141,0.054377169301966836,0.1583360340214539,0.04242390550932456,3.732236156019451,4,NA,1999_2006,ucod_root3
C475,G30,96,0.03702275356729657,0.12203523680323931,0.03269761925606385,3.732236156019451,5,NA,1999_2006,ucod_root3
C475,C18,75,0.028924026224450443,0.10248021612039203,0.027458127470071574,3.732236156019451,6,NA,1999_2006,ucod_root3
C475,C50,65,0.025067489394523718,0.09240336618464974,0.024758177757754986,3.732236156019451,7,NA,1999_2006,ucod_root3
C475,F03,63,0.024296182028538373,0.09031950317249106,0.024199836075973202,3.732236156019451,8,NA,1999_2006,ucod_root3
C475,C61,57,0.021982259930582337,0.08391770632824316,0.022484564968617653,3.732236156019451,9,NA,1999_2006,ucod_root3
C475,C25,52,0.020053991515618975,0.07839761183254004,0.021005533560918502,3.732236156019451,10,NA,1999_2006,ucod_root3
C477,I25,500,0.1734304543877905,0.30384644453975207,0.07836602888683071,3.877272446439008,1,NA,1999_2006,ucod_root3
C477,I21,297,0.10301768990634755,0.23414422614436478,0.060388902090027015,3.877272446439008,2,NA,1999_2006,ucod_root3
C477,C34,242,0.0839403399236906,0.20797469687775763,0.05363943332606591,3.877272446439008,3,NA,1999_2006,ucod_root3
C477,J44,190,0.06590357266736038,0.1792288931116212,0.04622550919170766,3.877272446439008,4,NA,1999_2006,ucod_root3
C477,G30,105,0.036420395421436005,0.12064716145872087,0.03111650345064776,3.877272446439008,5,NA,1999_2006,ucod_root3
C477,C18,77,0.026708289975719737,0.09675829283226615,0.02495524732112431,3.877272446439008,6,NA,1999_2006,ucod_root3
C477,C50,73,0.025320846340617414,0.09308265339013903,0.02400725114780847,3.877272446439008,7,NA,1999_2006,ucod_root3
C477,F03,68,0.023586541796739507,0.08838063527139649,0.022794538297809756,3.877272446439008,8,NA,1999_2006,ucod_root3
C477,C61,56,0.019424210891432536,0.07655537994678535,0.019744648075245754,3.877272446439008,9,NA,1999_2006,ucod_root3
C477,C25,46,0.015955601803676726,0.06602340751053352,0.017028312666336153,3.877272446439008,10,NA,1999_2006,ucod_root3
C478,I25,681,0.18916666666666668,0.3149864897940787,0.08282728731673607,3.8029313768245623,1,NA,1999_2006,ucod_root3
C478,I21,363,0.10083333333333333,0.2313405342597512,0.06083216112432719,3.8029313768245623,2,NA,1999_2006,ucod_root3
C478,C34,325,0.09027777777777778,0.21710577255200023,0.05708905868642915,3.8029313768245623,3,NA,1999_2006,ucod_root3
C478,J44,212,0.058888888888888886,0.16677939004214,0.04385548239405791,3.8029313768245623,4,NA,1999_2006,ucod_root3
C478,G30,130,0.03611111111111111,0.11993058544958901,0.03153635276735672,3.8029313768245623,5,NA,1999_2006,ucod_root3
C478,C18,103,0.02861111111111111,0.10168274834169451,0.02673799189787099,3.8029313768245623,6,NA,1999_2006,ucod_root3
C478,F03,101,0.028055555555555556,0.10025845260219365,0.026363466144348154,3.8029313768245623,7,NA,1999_2006,ucod_root3
C478,C50,87,0.024166666666666666,0.08996720763991575,0.023657331338710123,3.8029313768245623,8,NA,1999_2006,ucod_root3
C478,C25,79,0.021944444444444444,0.08381112791283256,0.022038559103008226,3.8029313768245623,9,NA,1999_2006,ucod_root3
C478,C61,79,0.021944444444444444,0.08381112791283256,0.022038559103008226,3.8029313768245623,10,NA,1999_2006,ucod_root3
C479,I25,462,0.17493373722074973,0.30497038462760767,0.07885388495430729,3.8675378493314057,1,NA,1999_2006,ucod_root3
C479,I21,260,0.09844755774327905,0.22822420792624656,0.059010206704428365,3.8675378493314057,2,NA,1999_2006,ucod_root3
C479,C34,252,0.09541840212040893,0.22418399236879916,0.05796555873591634,3.8675378493314057,3,NA,1999_2006,ucod_root3
C479,J44,182,0.06891329042029534,0.18433658954566504,0.04766251727246365,3.8675378493314057,4,NA,1999_2006,ucod_root3
C479,G30,86,0.03256342294585384,0.11151557856105705,0.028833739424252856,3.8675378493314057,5,NA,1999_2006,ucod_root3
C479,C18,67,0.025369178341537298,0.09321194987683193,0.024101108640202654,3.8675378493314057,6,NA,1999_2006,ucod_root3
C479,F03,57,0.02158273381294964,0.08278838081573918,0.021405965252557536,3.8675378493314057,7,NA,1999_2006,ucod_root3
C479,C50,53,0.020068156001514577,0.07843881595361057,0.02028133117486376,3.8675378493314057,8,NA,1999_2006,ucod_root3
C479,C25,47,0.017796289284361985,0.07169707292601002,0.01853816968808839,3.8675378493314057,9,NA,1999_2006,ucod_root3
C479,I11,43,0.01628171147292692,0.06704341168267834,0.017334907709893096,3.8675378493314057,10,NA,1999_2006,ucod_root3
C48,I25,1588,0.17939448712155445,0.3082298777982161,0.07861349087831156,3.920826748112934,1,NA,1999_2006,ucod_root3
C48,I21,909,0.10268865793041121,0.23372489027983015,0.059611124208005434,3.920826748112934,2,NA,1999_2006,ucod_root3
C48,C34,801,0.09048802530501582,0.21740089708949023,0.05544771831454265,3.920826748112934,3,NA,1999_2006,ucod_root3
C48,J44,513,0.05795300497062811,0.16505727803073741,0.042097569883744114,3.920826748112934,4,NA,1999_2006,ucod_root3
C48,G30,304,0.03434252146407592,0.11578138092278292,0.02952983856746735,3.920826748112934,5,NA,1999_2006,ucod_root3
C48,C50,234,0.026434704021690014,0.09603933066880907,0.024494663202099434,3.920826748112934,6,NA,1999_2006,ucod_root3
C48,C18,221,0.024966109353818346,0.09213083550873863,0.023497808352047317,3.920826748112934,7,NA,1999_2006,ucod_root3
C48,F03,191,0.02157704473565296,0.08277224662977217,0.021110916637571364,3.920826748112934,8,NA,1999_2006,ucod_root3
C48,C25,174,0.019656574785359242,0.0772374324379141,0.01969927196479363,3.920826748112934,9,NA,1999_2006,ucod_root3
C48,C61,156,0.01762313601446001,0.07117178719518064,0.01815223976153374,3.920826748112934,10,NA,1999_2006,ucod_root3
C480,I25,669,0.17897271268057785,0.30792647666040396,0.07962920119004152,3.867004466433269,1,NA,1999_2006,ucod_root3
C480,I21,412,0.11021936864633494,0.2430648601204881,0.06285611051923065,3.867004466433269,2,NA,1999_2006,ucod_root3
C480,C34,317,0.08480470840021402,0.2092474948854516,0.05411100418987905,3.867004466433269,3,NA,1999_2006,ucod_root3
C480,J44,201,0.05377207062600321,0.15717582051130094,0.04064536823674063,3.867004466433269,4,NA,1999_2006,ucod_root3
C480,G30,140,0.03745318352059925,0.12302110731858441,0.03181302436716679,3.867004466433269,5,NA,1999_2006,ucod_root3
C480,C18,112,0.0299625468164794,0.10510283495791502,0.02717939321514583,3.867004466433269,6,NA,1999_2006,ucod_root3
C480,C50,96,0.025682182985553772,0.0940470702163126,0.02432039348096665,3.867004466433269,7,NA,1999_2006,ucod_root3
C480,F03,83,0.0222043873729267,0.08454243621138832,0.021862513205050945,3.867004466433269,8,NA,1999_2006,ucod_root3
C480,C61,70,0.018726591760299626,0.074490837939441,0.01926318901000588,3.867004466433269,9,NA,1999_2006,ucod_root3
C480,I11,60,0.016051364365971106,0.06632361839154746,0.017151161568923927,3.867004466433269,10,NA,1999_2006,ucod_root3
C483,I25,395,0.17263986013986013,0.30325012985202526,0.07707698969276738,3.9343795218364774,1,NA,1999_2006,ucod_root3
C483,I21,237,0.10358391608391608,0.23486339645690565,0.059695155272482925,3.9343795218364774,2,NA,1999_2006,ucod_root3
C483,C34,199,0.08697552447552448,0.21240540953988815,0.05398701583337395,3.9343795218364774,3,NA,1999_2006,ucod_root3
C483,J44,122,0.05332167832167832,0.15630782410293037,0.03972871026686554,3.9343795218364774,4,NA,1999_2006,ucod_root3
C483,G30,83,0.036276223776223776,0.12031346058144954,0.03058003426301131,3.9343795218364774,5,NA,1999_2006,ucod_root3
C483,C18,66,0.028846153846153848,0.10228207530211336,0.0259970027635693,3.9343795218364774,6,NA,1999_2006,ucod_root3
C483,C25,60,0.026223776223776224,0.09548309764713954,0.024268908761138082,3.9343795218364774,7,NA,1999_2006,ucod_root3
C483,C50,49,0.021416083916083916,0.08231513971375176,0.020922013053618415,3.9343795218364774,8,NA,1999_2006,ucod_root3
C483,C61,46,0.020104895104895104,0.07854564247224095,0.01996392113071432,3.9343795218364774,9,NA,1999_2006,ucod_root3
C483,F03,45,0.019667832167832168,0.07727040595403042,0.019639794667791068,3.9343795218364774,10,NA,1999_2006,ucod_root3
C484,I25,645,0.19581056466302368,0.3192901937135609,0.08402251589487361,3.8000551437075147,1,NA,1999_2006,ucod_root3
C484,I21,325,0.0986642380085003,0.22850960435110826,0.0601332337846454,3.8000551437075147,2,NA,1999_2006,ucod_root3
C484,C34,293,0.08894960534304797,0.21523005264241404,0.05663866562536915,3.8000551437075147,3,NA,1999_2006,ucod_root3
C484,J44,203,0.061627200971463264,0.17173355863213327,0.04519238593590035,3.8000551437075147,4,NA,1999_2006,ucod_root3
C484,G30,132,0.04007285974499089,0.1289166334049667,0.03392493754161407,3.8000551437075147,5,NA,1999_2006,ucod_root3
C484,C18,92,0.02792956891317547,0.09993393403137407,0.026298022068667607,3.8000551437075147,6,NA,1999_2006,ucod_root3
C484,F03,89,0.027018822100789312,0.09757095238296437,0.025676193816432227,3.8000551437075147,7,NA,1999_2006,ucod_root3
C484,C50,79,0.02398299939283546,0.08946642216253023,0.023543453655054735,3.8000551437075147,8,NA,1999_2006,ucod_root3
C484,C61,74,0.022465088038858532,0.08527281982315506,0.022439890106425886,3.8000551437075147,9,NA,1999_2006,ucod_root3
C484,C25,50,0.015179113539769277,0.0635676215135009,0.016728078701374133,3.8000551437075147,10,NA,1999_2006,ucod_root3
C485,I25,497,0.17987694534925805,0.3085757157136857,0.08029565916007216,3.8429937426446603,1,NA,1999_2006,ucod_root3
C485,I21,286,0.10351067680057909,0.23477054905306527,0.061090536382581134,3.8429937426446603,2,NA,1999_2006,ucod_root3
C485,C34,250,0.09048136083966703,0.21739154967980184,0.0565682809387553,3.8429937426446603,3,NA,1999_2006,ucod_root3
C485,J44,172,0.062251176257690916,0.1728452370158935,0.0449767157041857,3.8429937426446603,4,NA,1999_2006,ucod_root3
C485,G30,85,0.03076366268548679,0.10710126341542292,0.027869226594607537,3.8429937426446603,5,NA,1999_2006,ucod_root3
C485,F03,78,0.02823018458197611,0.10070733002614489,0.026205436899004786,3.8429937426446603,6,NA,1999_2006,ucod_root3
C485,C18,75,0.02714440825190011,0.0978985942287488,0.025474565087732156,3.8429937426446603,7,NA,1999_2006,ucod_root3
C485,C50,70,0.02533478103510677,0.09311994057227073,0.02423109346729972,3.8429937426446603,8,NA,1999_2006,ucod_root3
C485,C61,49,0.01773434672457474,0.07150935552436725,0.018607721040720757,3.8429937426446603,9,NA,1999_2006,ucod_root3
C485,C25,46,0.016648570394498734,0.0681830701078461,0.01774217567706058,3.8429937426446603,10,NA,1999_2006,ucod_root3
C486,I25,445,0.18230233510856206,0.31029476065583383,0.08162692507400293,3.8013775524990163,1,NA,1999_2006,ucod_root3
C486,I21,262,0.10733306022122081,0.2395479166151365,0.06301608122499126,3.8013775524990163,2,NA,1999_2006,ucod_root3
C486,C34,237,0.09709135600163868,0.22642703573703624,0.059564469093101174,3.8013775524990163,3,NA,1999_2006,ucod_root3
C486,J44,151,0.061859893486276116,0.17214886041388094,0.04528591491805667,3.8013775524990163,4,NA,1999_2006,ucod_root3
C486,G30,70,0.02867677181482999,0.10185036787548221,0.026793015549988194,3.8013775524990163,5,NA,1999_2006,ucod_root3
C486,C18,66,0.027038099139696844,0.09762128212707549,0.02568050154947106,3.8013775524990163,6,NA,1999_2006,ucod_root3
C486,F03,59,0.024170421958213846,0.08997743218465677,0.02366969103753081,3.8013775524990163,7,NA,1999_2006,ucod_root3
C486,C50,55,0.022531749283080705,0.08545909204581192,0.02248108504498095,3.8013775524990163,8,NA,1999_2006,ucod_root3
C486,C61,47,0.01925440393281442,0.07605519337488585,0.020007271659950577,3.8013775524990163,9,NA,1999_2006,ucod_root3
C486,I11,41,0.016796394920114706,0.06863999637494254,0.01805661116976365,3.8013775524990163,10,NA,1999_2006,ucod_root3
C487,I25,457,0.1669101533966399,0.2988191833579491,0.07666945917624189,3.8974995593883923,1,NA,1999_2006,ucod_root3
C487,I21,294,0.10737764791818846,0.23960283130820145,0.061476038074472716,3.8974995593883923,2,NA,1999_2006,ucod_root3
C487,C34,262,0.09569028487947406,0.22455050677387578,0.05761399157389845,3.8974995593883923,3,NA,1999_2006,ucod_root3
C487,J44,157,0.057341124908692476,0.16392320689500128,0.0420585568765849,3.8974995593883923,4,NA,1999_2006,ucod_root3
C487,F03,87,0.03177501826150475,0.10959441752588077,0.028119160978963307,3.8974995593883923,5,NA,1999_2006,ucod_root3
C487,C18,82,0.029948867786705625,0.10506852746672739,0.026957931839565127,3.8974995593883923,6,NA,1999_2006,ucod_root3
C487,G30,82,0.029948867786705625,0.10506852746672739,0.026957931839565127,3.8974995593883923,7,NA,1999_2006,ucod_root3
C487,I11,51,0.01862673484295106,0.0741932162269275,0.01903610637959126,3.8974995593883923,8,NA,1999_2006,ucod_root3
C487,C50,47,0.01716581446311176,0.06977621037052657,0.01790281417798956,3.8974995593883923,9,NA,1999_2006,ucod_root3
C487,C61,44,0.016070124178232285,0.0663823624415361,0.01703203847236689,3.8974995593883923,10,NA,1999_2006,ucod_root3
C489,I25,514,0.19580952380952382,0.3192895373406733,0.08391571768113867,3.804883592295588,1,NA,1999_2006,ucod_root3
C489,C34,261,0.09942857142857142,0.22951253918875847,0.060320515364383966,3.804883592295588,2,NA,1999_2006,ucod_root3
C489,I21,260,0.09904761904761905,0.2290134024543433,0.06018933218300468,3.804883592295588,3,NA,1999_2006,ucod_root3
C489,J44,161,0.06133333333333333,0.17120781768253068,0.044996860884050444,3.804883592295588,4,NA,1999_2006,ucod_root3
C489,G30,75,0.02857142857142857,0.10158137318541181,0.02669762969650408,3.804883592295588,5,NA,1999_2006,ucod_root3
C489,F03,70,0.02666666666666667,0.09664909154603642,0.02540132679531608,3.804883592295588,6,NA,1999_2006,ucod_root3
C489,C18,61,0.023238095238095238,0.08742083846171321,0.02297595612089932,3.804883592295588,7,NA,1999_2006,ucod_root3
C489,C50,49,0.018666666666666668,0.07431229636908183,0.019530767385250607,3.804883592295588,8,NA,1999_2006,ucod_root3
C489,C25,48,0.018285714285714287,0.0731727572867261,0.019231273575594208,3.804883592295588,9,NA,1999_2006,ucod_root3
C489,C61,44,0.016761904761904763,0.06853350392713461,0.01801198440496481,3.804883592295588,10,NA,1999_2006,ucod_root3
C49,I25,1544,0.18431419362540288,0.31169620330794695,0.08087471594469675,3.8540624182357455,1,NA,1999_2006,ucod_root3
C49,I21,897,0.10707890652978393,0.23923454423650792,0.06207334450644966,3.8540624182357455,2,NA,1999_2006,ucod_root3
C49,C34,769,0.09179897337949146,0.2192301005866586,0.056882861976847394,3.8540624182357455,3,NA,1999_2006,ucod_root3
