period,cluster,mcod_age_0-44,mcod_age_45-64,mcod_age_65-79,mcod_age_80+
1999_2006,C111,57.440932171951275,62.57741244594722,59.556443304332355,62.1275516060484
1999_2006,C1110,47.52007130189558,53.70976505002412,53.48526182554426,58.53004578532441
1999_2006,C1111,46.06287542189287,55.848075908636396,55.096377146436076,58.39645072331838
1999_2006,C1112,47.36305097827566,53.21761861984922,50.721944206567684,54.200861506990925
1999_2006,C1113,49.00006186422756,52.28233824428506,54.10707697847403,56.35408405480951
1999_2006,C1114,52.47414932645023,57.968656242057726,54.138232224586666,60.558759609473334
1999_2006,C1115,47.59926200298464,49.14661858239756,51.81382347347806,56.899752502954264
1999_2006,C1116,46.470594213012724,56.58339950153381,56.9853879446935,58.897620945322686
1999_2006,C1117,47.83771953781272,52.77945962920602,52.970821042696244,53.84005834043471
1999_2006,C1118,52.156894571701336,58.39469257504569,54.431622990075056,57.11189684225415
1999_2006,C1119,48.491013548657676,53.905992459650506,56.795948681485164,59.74425229527444
1999_2006,C112,52.29336177258452,59.1122415380117,56.3108268131862,57.99088459977691
1999_2006,C1120,53.47148267331282,53.39091839094421,51.953103053314855,57.920971197040444
1999_2006,C1121,48.88766399478704,50.363606627861294,54.01583382539464,57.076725711577645
1999_2006,C1122,44.79159023921716,55.992861913062875,56.50504395656478,56.4860126357898
1999_2006,C1123,50.04338813461829,52.73125388304614,50.88839012481623,56.73989790875361
1999_2006,C1124,54.0354818074221,49.918555391174756,51.00356601831216,56.38126641650529
1999_2006,C1125,46.49812780866916,53.68632012283414,49.44923654548859,55.401562520952666
1999_2006,C1126,49.9411509597738,54.66625651163886,53.80338026556587,56.84333869478478
1999_2006,C1127,45.4936711350677,48.797267955602464,52.08673033596681,54.18645747691968
1999_2006,C1128,43.2064180542677,51.559052894680974,52.873123742069566,57.42898024764528
1999_2006,C1129,50.63866463433055,55.116336969143475,53.54415664900149,57.49063274980522
1999_2006,C113,60.39847562308932,63.797603589812034,58.190109304210715,61.09096105746781
1999_2006,C1130,47.80077965928209,49.70884102775499,53.7186004392968,58.429927857935546
1999_2006,C1131,43.974034529714345,51.63844385216652,52.78088104435915,58.418216245799144
1999_2006,C1132,49.82934250360952,52.992362602736534,49.86925004827522,59.99267775435092
1999_2006,C1133,46.752776194439605,54.265575898518236,52.206501971089736,57.14591319650231
1999_2006,C1134,51.10082235333149,57.80896249498265,56.65989531941169,60.542141194066225
1999_2006,C1135,49.961824440933434,56.11323440276548,54.43718298616956,59.67883876353308
1999_2006,C1136,49.42237243837806,56.746332160180174,55.15307055084713,60.468128494713845
1999_2006,C1137,51.38460099221726,56.02715524414852,54.57662115859069,55.91790222654282
1999_2006,C1138,50.79652531398583,50.64918388588232,52.76227825717632,57.54757819436095
1999_2006,C1139,46.7172701293176,52.433408624021496,52.13198676939224,55.383578331184886
1999_2006,C114,55.70979766385051,61.76319991665868,58.11688975980499,59.56515685348763
1999_2006,C1140,47.99202604134498,52.63777604263319,54.87038659287477,58.56119494139236
1999_2006,C1141,47.10671689233801,54.21757313503793,52.83467010146569,58.101839425259946
1999_2006,C1142,44.247435429139664,54.25711955640133,52.08493084461248,58.379454869081655
1999_2006,C1143,45.96335714011793,55.15977284418729,53.31633249537904,58.481421667035114
1999_2006,C1144,43.098464813016705,53.654275626718345,49.22673574593406,58.15360488620294
1999_2006,C1145,51.26032143273307,56.49358649874686,53.56114076601309,59.91153913527516
1999_2006,C1146,46.0047333530837,54.5624155390836,50.4971967791773,59.22288824482914
1999_2006,C1147,46.470733956295696,56.30389775610107,52.73566464872798,59.44407252230176
1999_2006,C1148,48.65391157535802,53.977502722778375,52.17591580415151,55.70468326932994
1999_2006,C1149,48.43312720584856,56.01030303864327,54.857761940512425,57.00706508990215
1999_2006,C115,55.57875535883469,58.58810427712326,51.078834880266506,54.01540149002297
1999_2006,C1150,48.55249516136609,53.24867102152286,50.830867111060044,58.09617913584318
1999_2006,C1151,44.720918484610415,53.44165867007998,56.06218215413749,56.35077902104768
1999_2006,C1152,49.11879616340684,51.18042886616459,57.89175055572384,59.2250624003476
1999_2006,C1153,49.87542796295353,57.26131604085295,56.26538827885639,61.12494691452937
1999_2006,C1154,43.23937521881158,51.76478929602901,50.752380365190724,55.45149163873176
1999_2006,C1155,43.782814856553976,53.58147653551103,52.22552621359783,56.333996244414855
1999_2006,C1156,39.55213319696541,49.53547219543722,53.968623111081385,56.47755619605465
1999_2006,C1157,50.91657562280442,50.98528737193601,56.609543713062216,57.25176088226416
1999_2006,C1158,51.30424834641811,57.60417830089419,51.800489899148175,57.04821551163655
1999_2006,C1159,47.728728018240425,50.72891972116177,54.274699846254116,58.615670995799725
1999_2006,C116,58.150513515772275,63.13485206780439,59.50377313666474,58.327486337600064
1999_2006,C1160,45.41430718472356,56.39020513468431,53.640167992752005,58.01126452959847
1999_2006,C1161,49.189495023244206,51.377458290936296,49.613755889595076,55.78698860625551
1999_2006,C1162,46.375270321512566,48.41634121082034,52.41778247739087,59.27620970353399
1999_2006,C1163,51.836932898202726,51.6437458159378,54.60460814260211,57.90486100270777
1999_2006,C1164,51.79108194869476,58.4405602458987,53.26914904951115,59.37207827774699
1999_2006,C1165,44.997615818758305,55.09170238278785,53.97646614289973,57.79754028912067
1999_2006,C1166,54.1835816280381,57.29040370366108,54.16650165277983,57.55925096308719
1999_2006,C1167,43.620714423740324,52.55907735514593,54.97529421144934,56.61517880251995
1999_2006,C1168,46.37755077771107,50.68593315521925,51.22674933785782,56.64611249567808
1999_2006,C1169,53.708877567054394,54.53256816612539,57.76048442758489,59.86670781760326
1999_2006,C117,54.181164637687196,63.52733330090474,59.19390815023144,61.22671278020345
1999_2006,C1170,50.38483175933978,59.08006966866705,53.796594083292156,60.16444265623933
1999_2006,C1171,47.392198221666426,52.79380827506998,50.98851390850525,55.90569508310007
1999_2006,C1172,47.096772544718576,53.643139205518224,57.28680190475634,58.15051110019396
1999_2006,C1173,53.42008769273011,54.34327075892366,51.63953571024369,57.78136006789302
1999_2006,C1174,50.24086157232017,54.385056302346136,55.80184311705754,57.074243682082944
1999_2006,C1175,47.024545782519205,51.19471572737966,49.50184337006553,54.28905068041962
1999_2006,C1176,52.865491970186184,58.314946223246665,56.34732136438076,62.64404325248597
1999_2006,C1177,46.95106634082618,53.019768092675484,56.43463061387113,58.267449273150824
1999_2006,C1178,49.180317095396845,51.27988218282305,52.110516931417536,58.36678270091045
1999_2006,C1179,48.77463701747052,55.331182980046044,57.208801721309015,61.58804517886551
1999_2006,C118,55.544906221404005,62.759176465895294,57.71945408494375,58.43370010900582
1999_2006,C1180,49.21379009332353,53.11787214052239,52.32268954276808,57.813532073253874
1999_2006,C1181,50.478141078369674,55.29865302492735,50.344033629194826,55.388014465960104
1999_2006,C1182,42.72472380675272,52.425165818562014,56.61848833658451,61.84712924337582
1999_2006,C1183,52.24173139569735,54.809319627397656,48.456405783971725,57.405865943674286
1999_2006,C1184,47.193416408709254,52.63180465149263,54.00863537344118,59.35635066387025
1999_2006,C1185,48.3586430340457,52.516099927651744,54.26223382938742,57.25226379801732
1999_2006,C1186,49.169040146583086,51.20739269365373,51.67332338379184,57.2740430001244
1999_2006,C1187,45.11913792124363,48.41874381746842,49.21270220441014,55.71110843504456
1999_2006,C1188,44.046430756785874,56.1748840065941,56.762895820731714,57.481015418886166
1999_2006,C1189,47.72677265972355,53.69606008088085,53.852974276972176,57.55282601988106
1999_2006,C119,57.99872841782848,61.56756104581557,57.317293022228604,60.15947135223952
1999_2006,C1190,49.776482936270035,56.284540224462795,55.75281802464735,58.795251908271034
1999_2006,C1191,43.20310021608462,50.61321271456794,52.75750543891448,57.13639171392085
1999_2006,C1192,51.88461629782337,50.21020113647171,48.81373037711531,59.994172418649306
1999_2006,C1193,49.91803893598437,54.239965688375534,52.40218049237877,57.0582979902663
1999_2006,C1194,44.970077201374906,52.79859083433268,56.773156000202775,59.98844459210095
1999_2006,C1195,49.48177604875571,49.99502733398766,50.867986078450244,56.16001761242914
1999_2006,C1196,47.165032141593116,49.91102862258088,53.87140022775643,58.95348157980549
1999_2006,C1197,47.79273205695302,55.36701562648503,56.53220813687444,59.12721097823744
1999_2006,C1198,50.15079238726761,56.91784752327342,50.44021805012417,57.44829923509059
1999_2006,C1199,44.5103682623055,54.87497792271593,53.60643869421185,56.02280642394859
1999_2006,C12,55.39380638757578,63.677103738661444,59.70955668889127,60.81840182337704
1999_2006,C120,57.39104348173675,57.338666341371955,53.08109936745982,59.319514523554254
1999_2006,C1200,48.10211310727029,56.89984480854096,55.6945658251237,58.79915674085233
1999_2006,C1201,49.40308668201239,57.98492460438491,55.127558956106334,57.8328695106145
1999_2006,C1202,51.48903098695644,58.119962870650546,55.419297070937304,59.93765757593728
1999_2006,C1203,50.57597696451773,58.99883128388385,55.317752989694235,62.28840954149207
1999_2006,C1204,49.14704998497092,57.588176155193494,53.305477059823986,57.00463987351725
1999_2006,C1205,53.23419708213667,55.4839194192022,52.18602094431181,57.84225658765576
1999_2006,C1207,49.24568619360161,57.59715469358128,53.63237118036335,54.89877521423734
1999_2006,C1208,50.47533419582147,53.65806305719623,52.59741470009324,55.849234505313724
1999_2006,C1209,48.84546527717193,55.9511347140561,52.31444545621417,57.28502114014822
1999_2006,C121,62.700938197390094,62.44428239107264,55.27794898303361,58.98144521309038
1999_2006,C1210,47.354149220690495,60.00798316384489,57.10990808685968,58.52588124814075
1999_2006,C1211,54.591735674135194,58.459991681326294,56.42315933285104,61.302639474058715
1999_2006,C1212,48.818705815909425,54.0578381423506,53.726078887637804,59.55846123323365
1999_2006,C1213,51.09548612917038,52.908490977253955,54.010690529261616,58.46432122796345
1999_2006,C1215,46.25090397288542,50.80902487755335,53.53005074370175,59.34878653608338
1999_2006,C1216,45.179859966869124,51.439204749226704,54.431039093439836,58.880881753810506
1999_2006,C1217,48.464250235609555,60.89724269151522,58.91366703506831,62.94955829588358
1999_2006,C1218,47.0358650118008,52.33879846252862,48.396458889256984,56.87521670944567
1999_2006,C1219,52.91436874857674,57.016653790197566,56.377799717710914,58.96019168909806
1999_2006,C122,57.00486409272459,65.41762890303097,60.465736354084285,62.109138301000925
1999_2006,C1220,48.69805937768349,55.71751593606878,55.920125378935744,58.342789084893106
1999_2006,C1221,49.18311287697231,58.84042137794812,55.871223607004055,61.42416616463471
1999_2006,C1222,48.93482397564777,54.982308612842914,54.93026483971658,57.71488714291102
1999_2006,C1223,51.888733985315056,60.405361553969016,55.66272302293369,59.8170020519699
1999_2006,C1224,51.33753505068972,56.951622116669725,51.89418912880211,55.41795473086122
1999_2006,C1225,50.508149094972666,49.03548751021334,55.00620402822241,57.65589066768182
1999_2006,C1226,46.59896738482253,53.714359407251784,55.84388074741342,57.005392935296875
1999_2006,C1227,46.70464511092019,57.10561540596308,57.04072109872052,59.270328105566456
1999_2006,C1228,54.124549482818104,62.07354897859007,57.38705252188721,62.60597899407145
1999_2006,C1229,47.33469496918373,55.36286931891,51.707394865698696,57.49135320982999
1999_2006,C123,55.556173702844106,61.73972755004698,59.74452904050748,60.730477915985055
1999_2006,C1230,48.3186746708483,55.67267679248679,56.557912609277366,58.07990744985237
1999_2006,C1231,48.34273106590131,52.02572786008021,53.82202147611823,55.56147743142343
1999_2006,C1232,52.99605227670021,57.73459808834756,48.69670197588298,59.1215495407401
1999_2006,C1233,57.197538370622254,57.1901267034967,55.974796582293635,57.89693987560868
1999_2006,C1234,52.26479271119837,50.82356557408048,50.21984401881251,54.86371307375824
1999_2006,C1235,48.63119152900231,54.0103894679719,53.77362284678891,58.772254786976234
1999_2006,C1236,54.13829710325875,55.95940403832826,53.53909286279186,56.866888549250625
1999_2006,C1237,48.282501272785204,53.97730344993606,53.29138499304092,56.11500622608906
1999_2006,C1238,49.322556765126535,54.1985976169456,52.77262017385095,60.630613819860535
1999_2006,C1239,47.55036028553157,55.822060619493904,57.118329884529935,58.19390779536054
1999_2006,C124,59.89361741614235,62.56828163838028,60.30803430738629,61.044009080688014
1999_2006,C1240,46.92899967828921,51.74376653651203,53.458340549543834,56.744308333258985
1999_2006,C1241,50.26049204132824,52.187296361147965,52.254486168417856,57.84366090640701
1999_2006,C1242,45.58618420329821,53.1949725853112,52.86493003750628,56.33120901191236
1999_2006,C1243,53.3236197594953,57.85697490382242,57.63732943414449,60.15787297645851
1999_2006,C1244,50.937528043527706,56.82705873969415,58.006023172756706,59.72319146785799
1999_2006,C1245,48.072199986308384,56.528383104206974,56.495083700943105,61.56759828241321
1999_2006,C1246,51.98971585504773,54.51226177422177,53.42595648025533,58.573871305192874
1999_2006,C1247,54.96444839430693,58.099560251715594,54.068937553893896,58.54010037665461
1999_2006,C1248,51.11055704759192,55.442661458299916,56.7758290458223,58.520183003474585
1999_2006,C125,60.37280433808744,64.91492707335871,62.10137327010003,65.28479794285097
1999_2006,C1250,51.34267128496171,56.03305419329894,55.74951793770973,60.10941034494676
1999_2006,C1251,54.24034878776368,50.0738966069703,52.339000652408565,59.654252264083475
1999_2006,C1252,49.6167283032427,51.60656811049575,49.3955437350959,57.540092108830905
1999_2006,C1254,53.75209262628096,57.50412872890686,57.3581740304763,59.983781186444546
1999_2006,C1255,52.02559032624621,54.20759002481615,54.317374675674074,58.17027464627182
1999_2006,C1256,52.41884558088581,57.306947267986104,53.15593556733208,57.353195724525555
1999_2006,C1257,47.166821376411406,57.89844632950651,59.29168734720785,61.51966170705241
1999_2006,C1258,51.079187404131,57.479262671507946,55.31572546434878,58.19241679902813
1999_2006,C1259,51.478507419941295,56.108769623966936,59.89622983519363,60.08433242601583
1999_2006,C126,59.87423761826588,60.4325250461856,57.37363603247694,58.5824087324943
1999_2006,C1260,49.806982492349064,53.84680633844133,55.322927168096186,56.278191807353146
1999_2006,C1261,50.54105660923146,54.10498334475474,54.45351304478396,60.931646828815566
1999_2006,C1262,49.449169406776484,55.13691789386728,51.575646118438534,56.526951124080455
1999_2006,C1263,47.90510486046015,55.50922954308085,55.209363069492625,58.88832796033793
1999_2006,C1264,49.754932982280984,58.157265441235076,56.484904398859626,58.917142663321094
1999_2006,C1265,49.84088961054392,55.36450306315703,55.58777601661309,61.66003694620978
1999_2006,C1266,47.36927239679729,56.76688733389716,55.08615608384715,58.93595712279369
1999_2006,C1267,43.41318585603846,52.6980965552936,59.039611414387565,59.13197299840896
1999_2006,C1268,45.55998621933267,50.20965766434476,53.312156677143165,59.39070032584061
1999_2006,C1269,52.54834334406181,58.42758188653875,54.1316545590086,58.918048790728015
1999_2006,C127,55.81700387589456,63.065881751993764,58.969767625070986,59.53062267738291
1999_2006,C1270,51.48349389902764,57.101693665217915,59.01470680610176,60.9411048522084
1999_2006,C1271,53.229573773892284,57.06264007272208,55.31364428944453,58.8406061907835
1999_2006,C1272,47.55097710894571,56.565318854805135,55.08029943105073,61.456541795237165
1999_2006,C1273,50.19527056164313,55.418692885626115,53.06048020670993,54.66015984393112
1999_2006,C1274,52.135163178700836,56.20565482878556,57.159269854098945,57.1666642269747
1999_2006,C1275,52.90525769409855,59.16453957652492,52.645220445826446,58.37120354029842
1999_2006,C1276,49.88375693682438,58.755957778615006,55.76408774244231,57.43894649556795
1999_2006,C1277,54.819608532037485,57.68533867203832,54.82210387598591,61.19955103576731
1999_2006,C1278,46.33775570454142,55.199391536501615,52.832869922420954,58.722930401036166
1999_2006,C1279,55.008145986180836,56.23951636684604,58.08737992916925,58.94971411888788
1999_2006,C128,57.59248473726621,61.61679253290671,57.66999980142681,60.262772476407356
1999_2006,C1281,50.901328328713966,57.77368704759919,52.998691598662376,53.93225353294228
1999_2006,C1282,49.32140200174178,51.746335036717895,53.51511733377285,60.21612124389134
1999_2006,C1283,48.28881514736334,56.51083319558736,57.07019948754848,59.35312705305036
1999_2006,C1284,54.674178221178074,57.53321378312373,54.093890894476054,58.051101685055116
1999_2006,C1285,53.63651560560658,56.969429632838754,58.19124182305618,59.52018864320805
1999_2006,C1286,45.87546770123038,55.899621858317715,52.503850030010796,56.39658012484108
1999_2006,C1287,46.4176951410057,51.324251827385204,53.65713894163698,57.85038230506797
1999_2006,C1288,47.30541456470068,51.98725790845594,55.728206091652496,58.036336606499475
1999_2006,C1289,53.35301955118983,55.5419320449149,55.40664792901216,57.910973840181335
1999_2006,C129,58.20051586234241,63.445498814051724,60.61867519244741,62.03570516912921
1999_2006,C1290,53.811118298648644,54.9379790975245,50.15536465349141,58.32358187074925
1999_2006,C1291,50.76620810034407,54.22152836809289,55.0839884654952,58.525477325085575
1999_2006,C1292,44.23720412818697,52.16627724524698,54.42476975069434,55.39507098442114
1999_2006,C1293,48.918117246480975,55.1025113383056,56.44665613547339,58.25860288027512
1999_2006,C1294,51.56312305737935,55.304043277176014,54.90431203614797,59.677273183490556
1999_2006,C1295,50.300864172270316,52.49785089023565,53.14022794694201,57.52426569532903
1999_2006,C1296,52.590184233100786,55.17311262227863,52.95180563274162,57.91342830777152
1999_2006,C1297,50.606867893005294,58.21269513202371,57.617920014791466,59.01925591763854
1999_2006,C1298,49.41431492862926,58.31793012843612,51.70601446109869,58.583456325387395
1999_2006,C1299,51.775599312307655,55.34419560628449,53.8115392244614,57.08569959184933
1999_2006,C13,59.11742365871297,65.34083635628005,62.31811000006219,62.00579685750994
1999_2006,C130,57.45670836434704,62.33626009443768,58.09484914240917,60.77906240307644
