fips,cluster,period
42019,C265,1999_2004
51085,C697,1999_2004
45045,C144,1999_2004
36047,C7,1999_2004
39113,C76,1999_2004
28023,C1852,1999_2004
21177,C1131,1999_2004
34015,C210,1999_2004
49053,C643,1999_2004
34027,C137,1999_2004
06115,C881,1999_2004
48423,C280,1999_2004
48141,C115,1999_2004
28143,C2204,1999_2004
45059,C645,1999_2004
28107,C1243,1999_2004
26073,C1063,1999_2004
46015,C2380,1999_2004
26151,C1008,1999_2004
54053,C1384,1999_2004
48309,C238,1999_2004
29189,C32,1999_2004
06049,C2388,1999_2004
25023,C116,1999_2004
22069,C1114,1999_2004
01097,C122,1999_2004
21207,C1975,1999_2004
39165,C409,1999_2004
48375,C372,1999_2004
30065,C403,1999_2004
08077,C415,1999_2004
19153,C158,1999_2004
37013,C825,1999_2004
51143,C338,1999_2004
09003,C42,1999_2004
51610,C104,1999_2004
37009,C1432,1999_2004
41023,C2430,1999_2004
36093,C297,1999_2004
37109,C800,1999_2004
37133,C578,1999_2004
13149,C603,1999_2004
33003,C974,1999_2004
36117,C611,1999_2004
10005,C254,1999_2004
49035,C86,1999_2004
12091,C353,1999_2004
55133,C168,1999_2004
48457,C1621,1999_2004
49051,C2310,1999_2004
39017,C175,1999_2004
51680,C579,1999_2004
17097,C127,1999_2004
27089,C2465,1999_2004
23001,C434,1999_2004
54051,C1088,1999_2004
51197,C1350,1999_2004
17061,C1924,1999_2004
13115,C459,1999_2004
21057,C2061,1999_2004
37091,C1464,1999_2004
22073,C346,1999_2004
21037,C576,1999_2004
01027,C1990,1999_2004
29510,C113,1999_2004
06025,C546,1999_2004
41019,C391,1999_2004
17167,C258,1999_2004
01127,C483,1999_2004
25001,C161,1999_2004
05051,C351,1999_2004
01039,C939,1999_2004
26161,C250,1999_2004
17043,C74,1999_2004
19135,C1027,1999_2004
17199,C614,1999_2004
42063,C489,1999_2004
18127,C411,1999_2004
27145,C574,1999_2004
34001,C178,1999_2004
26085,C2017,1999_2004
53071,C842,1999_2004
42125,C190,1999_2004
22053,C1318,1999_2004
51087,C208,1999_2004
13215,C256,1999_2004
37085,C613,1999_2004
36071,C182,1999_2004
12113,C495,1999_2004
37147,C460,1999_2004
18095,C318,1999_2004
37051,C230,1999_2004
39169,C479,1999_2004
19163,C356,1999_2004
05123,C1236,1999_2004
26077,C246,1999_2004
21047,C788,1999_2004
20005,C1845,1999_2004
38099,C2201,1999_2004
19099,C1254,1999_2004
50025,C1145,1999_2004
45009,C1865,1999_2004
54079,C966,1999_2004
55083,C1253,1999_2004
26065,C251,1999_2004
42091,C53,1999_2004
29023,C838,1999_2004
51199,C267,1999_2004
29177,C1772,1999_2004
18181,C1492,1999_2004
37065,C786,1999_2004
20207,C2075,1999_2004
48147,C999,1999_2004
46009,C2380,1999_2004
37193,C687,1999_2004
38005,C2497,1999_2004
47187,C665,1999_2004
39139,C368,1999_2004
26159,C656,1999_2004
55063,C519,1999_2004
18061,C1382,1999_2004
20015,C861,1999_2004
51161,C535,1999_2004
01125,C315,1999_2004
31067,C1512,1999_2004
21055,C2081,1999_2004
29165,C922,1999_2004
01115,C699,1999_2004
51770,C355,1999_2004
05077,C2204,1999_2004
48277,C791,1999_2004
12095,C64,1999_2004
45089,C1111,1999_2004
09011,C211,1999_2004
17057,C960,1999_2004
20073,C2299,1999_2004
19109,C1942,1999_2004
50017,C1638,1999_2004
36035,C814,1999_2004
13067,C145,1999_2004
48005,C580,1999_2004
26081,C114,1999_2004
42021,C247,1999_2004
27173,C2284,1999_2004
48317,C2094,1999_2004
42041,C229,1999_2004
01117,C511,1999_2004
18093,C892,1999_2004
48203,C766,1999_2004
22105,C472,1999_2004
09005,C279,1999_2004
47061,C1814,1999_2004
48163,C2225,1999_2004
26091,C526,1999_2004
45055,C878,1999_2004
40051,C942,1999_2004
01077,C510,1999_2004
42097,C373,1999_2004
37157,C455,1999_2004
10001,C442,1999_2004
41033,C462,1999_2004
01021,C1075,1999_2004
42107,C223,1999_2004
48199,C918,1999_2004
06069,C1463,1999_2004
39069,C1533,1999_2004
36053,C793,1999_2004
22011,C1269,1999_2004
41005,C176,1999_2004
51147,C1735,1999_2004
41047,C189,1999_2004
18107,C1166,1999_2004
48459,C1086,1999_2004
40069,C709,1999_2004
20177,C273,1999_2004
42127,C779,1999_2004
46109,C2305,1999_2004
13057,C596,1999_2004
41045,C1627,1999_2004
36065,C183,1999_2004
36091,C319,1999_2004
39155,C195,1999_2004
39019,C1544,1999_2004
55109,C982,1999_2004
21095,C996,1999_2004
45007,C266,1999_2004
38101,C898,1999_2004
17179,C371,1999_2004
42029,C147,1999_2004
48145,C1720,1999_2004
27037,C270,1999_2004
06041,C257,1999_2004
42123,C924,1999_2004
01109,C1324,1999_2004
45083,C181,1999_2004
48447,C2360,1999_2004
17075,C1128,1999_2004
18051,C1208,1999_2004
48149,C1240,1999_2004
01081,C575,1999_2004
33011,C172,1999_2004
26039,C2120,1999_2004
49043,C2361,1999_2004
29019,C541,1999_2004
51580,C1573,1999_2004
48027,C288,1999_2004
21193,C1449,1999_2004
21117,C345,1999_2004
22087,C602,1999_2004
37059,C1287,1999_2004
48223,C1138,1999_2004
26021,C287,1999_2004
39009,C975,1999_2004
13107,C1574,1999_2004
47013,C919,1999_2004
21021,C1436,1999_2004
53017,C1611,1999_2004
48047,C2457,1999_2004
18027,C1348,1999_2004
42033,C515,1999_2004
20031,C2351,1999_2004
34035,C231,1999_2004
34031,C117,1999_2004
40143,C87,1999_2004
38071,C2160,1999_2004
13095,C539,1999_2004
36095,C1315,1999_2004
36113,C750,1999_2004
28047,C263,1999_2004
51640,C1261,1999_2004
40083,C1300,1999_2004
12101,C81,1999_2004
36109,C785,1999_2004
20087,C273,1999_2004
45091,C333,1999_2004
49027,C2414,1999_2004
29021,C467,1999_2004
50015,C2043,1999_2004
29055,C1529,1999_2004
17161,C311,1999_2004
20131,C2170,1999_2004
38017,C595,1999_2004
13089,C120,1999_2004
20189,C2227,1999_2004
48181,C352,1999_2004
12017,C226,1999_2004
35013,C398,1999_2004
22003,C1659,1999_2004
55031,C964,1999_2004
48469,C641,1999_2004
13187,C1985,1999_2004
47125,C509,1999_2004
16027,C448,1999_2004
37089,C433,1999_2004
51650,C423,1999_2004
28035,C635,1999_2004
55027,C553,1999_2004
15007,C916,1999_2004
48227,C1165,1999_2004
47115,C1297,1999_2004
54049,C605,1999_2004
48419,C1241,1999_2004
48363,C1323,1999_2004
55045,C1251,1999_2004
22063,C686,1999_2004
27147,C1499,1999_2004
48037,C458,1999_2004
37021,C209,1999_2004
19017,C1717,1999_2004
39059,C1078,1999_2004
29159,C978,1999_2004
40071,C743,1999_2004
01123,C810,1999_2004
17033,C1702,1999_2004
18141,C198,1999_2004
36029,C30,1999_2004
21209,C1712,1999_2004
47163,C268,1999_2004
40031,C520,1999_2004
51185,C770,1999_2004
37107,C653,1999_2004
06103,C739,1999_2004
53015,C490,1999_2004
39045,C453,1999_2004
40137,C837,1999_2004
39073,C1446,1999_2004
13021,C274,1999_2004
26067,C990,1999_2004
12075,C1024,1999_2004
01053,C985,1999_2004
48127,C2444,1999_2004
39107,C1234,1999_2004
29149,C2149,1999_2004
31111,C1276,1999_2004
53045,C887,1999_2004
37159,C326,1999_2004
48281,C1965,1999_2004
12117,C179,1999_2004
53005,C465,1999_2004
38079,C2313,1999_2004
22099,C1103,1999_2004
42133,C141,1999_2004
17183,C484,1999_2004
51083,C1006,1999_2004
01049,C715,1999_2004
48153,C2456,1999_2004
19159,C2373,1999_2004
36009,C555,1999_2004
39083,C853,1999_2004
13285,C723,1999_2004
42077,C149,1999_2004
48257,C636,1999_2004
12105,C82,1999_2004
27061,C972,1999_2004
17141,C947,1999_2004
23017,C768,1999_2004
19011,C1620,1999_2004
40081,C1231,1999_2004
27131,C957,1999_2004
48085,C234,1999_2004
01083,C792,1999_2004
49011,C436,1999_2004
13085,C441,1999_2004
30053,C1739,1999_2004
01121,C493,1999_2004
48299,C1518,1999_2004
01057,C1785,1999_2004
42089,C392,1999_2004
39001,C1316,1999_2004
56005,C2067,1999_2004
42015,C688,1999_2004
29099,C308,1999_2004
42043,C197,1999_2004
39175,C1660,1999_2004
12081,C140,1999_2004
28091,C1340,1999_2004
13245,C249,1999_2004
37067,C167,1999_2004
46111,C2295,1999_2004
24015,C632,1999_2004
38015,C896,1999_2004
55107,C2047,1999_2004
04015,C225,1999_2004
17087,C2208,1999_2004
12069,C152,1999_2004
42023,C515,1999_2004
48307,C2168,1999_2004
05119,C142,1999_2004
48209,C888,1999_2004
42049,C162,1999_2004
05093,C752,1999_2004
01103,C452,1999_2004
40001,C1741,1999_2004
28131,C2146,1999_2004
47031,C867,1999_2004
28113,C926,1999_2004
55081,C1072,1999_2004
19155,C536,1999_2004
45003,C330,1999_2004
31151,C2027,1999_2004
39081,C494,1999_2004
39159,C1381,1999_2004
37081,C138,1999_2004
42099,C1143,1999_2004
39173,C485,1999_2004
02180,C2475,1999_2004
31053,C1172,1999_2004
40049,C1156,1999_2004
55059,C374,1999_2004
12015,C217,1999_2004
22075,C1686,1999_2004
20099,C1329,1999_2004
17159,C1941,1999_2004
12047,C2268,1999_2004
48187,C703,1999_2004
42117,C1045,1999_2004
48353,C1932,1999_2004
24025,C300,1999_2004
37039,C1304,1999_2004
13181,C2262,1999_2004
02020,C420,1999_2004
45057,C775,1999_2004
17055,C803,1999_2004
04012,C364,1999_2004
36067,C112,1999_2004
27073,C2192,1999_2004
27171,C890,1999_2004
55089,C774,1999_2004
48451,C466,1999_2004
17017,C2127,1999_2004
45031,C593,1999_2004
34041,C488,1999_2004
53073,C379,1999_2004
27155,C2468,1999_2004
54077,C1338,1999_2004
38023,C2219,1999_2004
39007,C414,1999_2004
47033,C2010,1999_2004
41049,C2430,1999_2004
24021,C339,1999_2004
02188,C2475,1999_2004
40019,C709,1999_2004
48133,C1488,1999_2004
54105,C2206,1999_2004
51181,C2130,1999_2004
08049,C2232,1999_2004
20113,C1232,1999_2004
06011,C224,1999_2004
48143,C1419,1999_2004
27109,C622,1999_2004
54107,C464,1999_2004
01067,C1676,1999_2004
12019,C404,1999_2004
48481,C1122,1999_2004
42009,C900,1999_2004
26017,C428,1999_2004
54055,C561,1999_2004
13219,C1986,1999_2004
37083,C708,1999_2004
48061,C242,1999_2004
24001,C505,1999_2004
47023,C548,1999_2004
36011,C617,1999_2004
33009,C662,1999_2004
48479,C471,1999_2004
33007,C1047,1999_2004
01089,C213,1999_2004
37111,C1203,1999_2004
51031,C935,1999_2004
39053,C1247,1999_2004
31153,C717,1999_2004
37045,C473,1999_2004
47089,C1042,1999_2004
13225,C1701,1999_2004
29073,C1907,1999_2004
55047,C1618,1999_2004
01061,C1321,1999_2004
06057,C475,1999_2004
42085,C321,1999_2004
23003,C540,1999_2004
51013,C435,1999_2004
06109,C796,1999_2004
21007,C608,1999_2004
27137,C214,1999_2004
01005,C1401,1999_2004
41057,C1440,1999_2004
01003,C309,1999_2004
55033,C1490,1999_2004
36111,C298,1999_2004
13145,C1828,1999_2004
42115,C1002,1999_2004
21205,C1936,1999_2004
40125,C676,1999_2004
51520,C1551,1999_2004
45043,C858,1999_2004
21183,C1467,1999_2004
13275,C959,1999_2004
37075,C2135,1999_2004
18013,C468,1999_2004
20111,C1426,1999_2004
39141,C633,1999_2004
19119,C2254,1999_2004
47165,C431,1999_2004
48067,C1120,1999_2004
18105,C654,1999_2004
37071,C232,1999_2004
39119,C522,1999_2004
36107,C1058,1999_2004
42013,C296,1999_2004
39137,C1397,1999_2004
05125,C693,1999_2004
17053,C1703,1999_2004
53065,C1139,1999_2004
31185,C2200,1999_2004
09007,C335,1999_2004
37049,C570,1999_2004
13183,C683,1999_2004
28089,C568,1999_2004
54047,C1149,1999_2004
45087,C1200,1999_2004
29047,C323,1999_2004
54081,C487,1999_2004
21221,C1988,1999_2004
38095,C2160,1999_2004
45067,C1264,1999_2004
21015,C849,1999_2004
49005,C1066,1999_2004
26133,C1697,1999_2004
41029,C243,1999_2004
22085,C1493,1999_2004
21005,C2001,1999_2004
47001,C565,1999_2004
40131,C811,1999_2004
28057,C1481,1999_2004
37185,C1692,1999_2004
51115,C1442,1999_2004
48075,C2323,1999_2004
51139,C1550,1999_2004
48441,C385,1999_2004
29131,C1504,1999_2004
55119,C2047,1999_2004
37135,C684,1999_2004
20053,C862,1999_2004
27049,C1023,1999_2004
05029,C1677,1999_2004
12061,C282,1999_2004
05037,C1682,1999_2004
06039,C474,1999_2004
19193,C552,1999_2004
41007,C1199,1999_2004
37035,C349,1999_2004
26115,C396,1999_2004
45027,C1224,1999_2004
40047,C680,1999_2004
13295,C672,1999_2004
37097,C410,1999_2004
34037,C456,1999_2004
13163,C1913,1999_2004
18063,C647,1999_2004
19095,C1996,1999_2004
02170,C1417,1999_2004
19085,C1843,1999_2004
53035,C255,1999_2004
51019,C784,1999_2004
24047,C851,1999_2004
29145,C832,1999_2004
17143,C262,1999_2004
47029,C1060,1999_2004
51177,C606,1999_2004
13317,C2187,1999_2004
29113,C1265,1999_2004
05071,C1640,1999_2004
18067,C558,1999_2004
22125,C2109,1999_2004
26057,C1104,1999_2004
29219,C1691,1999_2004
26129,C1486,1999_2004
55041,C2330,1999_2004
22115,C1281,1999_2004
38047,C2309,1999_2004
54007,C2085,1999_2004
17117,C806,1999_2004
54087,C1972,1999_2004
39077,C808,1999_2004
42073,C382,1999_2004
40111,C980,1999_2004
28053,C2199,1999_2004
24027,C383,1999_2004
54067,C1385,1999_2004
39011,C869,1999_2004
39133,C407,1999_2004
42005,C516,1999_2004
35047,C1566,1999_2004
18175,C1540,1999_2004
51740,C439,1999_2004
28117,C1556,1999_2004
08041,C148,1999_2004
36057,C695,1999_2004
39163,C633,1999_2004
48049,C969,1999_2004
13267,C1782,1999_2004
13243,C2318,1999_2004
21045,C1793,1999_2004
27169,C1046,1999_2004
18083,C971,1999_2004
13221,C701,1999_2004
23015,C1217,1999_2004
13261,C1216,1999_2004
27003,C342,1999_2004
39149,C1067,1999_2004
51037,C2138,1999_2004
13133,C1937,1999_2004
19049,C1398,1999_2004
39065,C1390,1999_2004
48179,C1378,1999_2004
29175,C1423,1999_2004
28075,C457,1999_2004
51121,C904,1999_2004
37199,C1922,1999_2004
37131,C1517,1999_2004
28099,C1354,1999_2004
22055,C316,1999_2004
13199,C1591,1999_2004
27123,C121,1999_2004
27153,C1786,1999_2004
55075,C850,1999_2004
47109,C1296,1999_2004
08101,C328,1999_2004
13195,C1634,1999_2004
42001,C530,1999_2004
31059,C2379,1999_2004
36037,C771,1999_2004
48265,C745,1999_2004
31131,C2026,1999_2004
12087,C639,1999_2004
48139,C547,1999_2004
51001,C1033,1999_2004
37117,C1246,1999_2004
20051,C1605,1999_2004
40115,C1025,1999_2004
37079,C2020,1999_2004
51089,C756,1999_2004
27005,C1221,1999_2004
27161,C2031,1999_2004
37163,C679,1999_2004
42037,C675,1999_2004
31137,C2228,1999_2004
26149,C789,1999_2004
37127,C569,1999_2004
05003,C1491,1999_2004
04017,C658,1999_2004
47081,C1643,1999_2004
18169,C1181,1999_2004
28093,C1190,1999_2004
50007,C508,1999_2004
51760,C206,1999_2004
22097,C528,1999_2004
09015,C450,1999_2004
48409,C783,1999_2004
36105,C628,1999_2004
21127,C2041,1999_2004
37047,C744,1999_2004
48091,C655,1999_2004
16005,C759,1999_2004
05091,C1124,1999_2004
37167,C819,1999_2004
18055,C1197,1999_2004
29153,C2256,1999_2004
47011,C587,1999_2004
51067,C1030,1999_2004
17041,C1736,1999_2004
13013,C1159,1999_2004
05059,C1245,1999_2004
24029,C1681,1999_2004
05107,C1225,1999_2004
05063,C1157,1999_2004
45053,C2004,1999_2004
27065,C1349,1999_2004
16053,C2161,1999_2004
48291,C673,1999_2004
56013,C1196,1999_2004
39089,C344,1999_2004
53063,C135,1999_2004
40013,C977,1999_2004
21227,C594,1999_2004
24035,C1213,1999_2004
40103,C680,1999_2004
18059,C973,1999_2004
01113,C824,1999_2004
01033,C732,1999_2004
26051,C1379,1999_2004
48381,C626,1999_2004
28095,C1142,1999_2004
30031,C1230,1999_2004
28111,C2146,1999_2004
05007,C357,1999_2004
41015,C1238,1999_2004
54075,C2324,1999_2004
40017,C698,1999_2004
29013,C1719,1999_2004
13009,C1064,1999_2004
45077,C560,1999_2004
28121,C588,1999_2004
21147,C1945,1999_2004
18073,C1575,1999_2004
54045,C967,1999_2004
39157,C517,1999_2004
21141,C1479,1999_2004
05049,C2149,1999_2004
05001,C1535,1999_2004
40093,C2153,1999_2004
48463,C1760,1999_2004
40075,C1885,1999_2004
21089,C1106,1999_2004
54097,C1474,1999_2004
30005,C2367,1999_2004
19045,C816,1999_2004
06101,C660,1999_2004
31037,C2349,1999_2004
46093,C1831,1999_2004
41035,C677,1999_2004
53029,C790,1999_2004
28041,C2074,1999_2004
20013,C2237,1999_2004
16017,C1278,1999_2004
29053,C1925,1999_2004
47133,C1589,1999_2004
38077,C2032,1999_2004
05127,C2325,1999_2004
46013,C1183,1999_2004
55055,C760,1999_2004
48025,C1666,1999_2004
13279,C1422,1999_2004
40037,C667,1999_2004
47111,C1850,1999_2004
31095,C2400,1999_2004
36015,C501,1999_2004
20097,C2125,1999_2004
54005,C1409,1999_2004
26101,C1388,1999_2004
13017,C1781,1999_2004
54001,C1879,1999_2004
06053,C202,1999_2004
05045,C767,1999_2004
